	Bayer/name	Brecht/name	Dimitri/name	Esser/name	Estland/name	Geeroms/name	Gino/name	Kevin/name	Kralj/name	LOMMEL/name	Rocky/name	Roda/name	Roeselare/name	VN/name	Van/name	aandeel/noun	aandeel_beurs/noun	allicht/adv	als/comp	automatiseerder/noun	autonomie/noun	balans/noun	begin/adv	bestuur/noun	bezoeker/noun	binnen/prep	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	daarmee/pp	daarna/adv	daarna/pp	dak/noun	dat/det	democratie/noun	dit/det	doelman/noun	door/comp	driepunters/noun	echter/adv	economie/noun	eerst/adv	effect_beurs/noun	elektriciteit/noun	en/vg	enigszins/adv	enkel_blessure/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fonds/noun	fout_DIM/noun	functie/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	gezag/noun	gisteren/adv	gisterenavond/adv	gistermiddag/adv	goed/adj	golfer/noun	grasland/noun	helemaal/adv	het/det	hiervan/pp	hij/pron	huisstijl/noun	iets/adv	in/prep	installatie/noun	intussen/adv	kerk_toren/noun	klimaat/noun	knap/adj	kost/adv	kraan/noun	krachtig/adj	laat/adj	leger/noun	leiding/noun	liberalisme/noun	licht/adj	men/pron	meteen/adv	middenvelder/noun	misser/noun	mogelijk/adj	momenteel/adj	monarchie/noun	na/prep	nadat/comp	nadien/pp	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nog/adv	normaal/adj	olie_prijs/noun	om/comp	onafhankelijkheid/noun	ondanks/prep	onmiddellijk/adj	ons/pron	opdat/comp	opnieuw/adv	orde/noun	overheid/noun	paars_wit/adj	pas/adv	patiënt/noun	patiënte/noun	ploeg/noun	politie_agent/noun	populatie/noun	rechtsorde/noun	relatie/noun	reputatie/noun	rust/noun	samenleving/noun	samenwerking/noun	schade/noun	scheur/noun	situatie/noun	sluit_post/noun	snel/adj	spier/noun	stad_bestuur/noun	technologie_aandeel/noun	terwijl/comp	thuis/adv	thuis_reputatie/noun	thuisploeg/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	van/prep	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veiligheid/noun	ven/noun	vertrouwen/noun	vervolgens/adv	voetpad/noun	voldoende/adj	voldoende/adv	volgens/prep	volledig/adj	voorlopig/adj	waardoor/pp	waarschijnlijk/adj	wat/adv	water_kwaliteit/noun	we/pron	weeg/verb	weer/adv	weg/noun	wegdek/noun	wij/pron	wonderbaarlijk/adj	woning/noun	ze/pron	zich/pron	ziekenhuis/noun	zodat/comp	zuiverheid/noun
Rocky/name	0.8646219	0.87268734	0.81517416	0.9591741	0.9395974	0.8783787	0.8764346	0.85716236	0.92094016	0.928156	0.0	0.88740176	0.6550331	0.85884035	0.82703024	0.99529415	0.9856657	0.77453893	0.9516511	0.86533827	0.99573445	0.8806692	0.89047354	0.93833786	0.9162673	0.949373	0.9528392	0.99561167	0.9812899	0.9316606	0.8447527	0.9410325	0.91414636	0.99012387	0.9747652	0.92660904	0.9472827	0.85194993	0.8472569	0.9275507	0.9492689	0.91424227	0.9027531	0.98346484	0.9889376	0.7283434	0.7664925	0.82482564	0.9466159	0.82312846	0.9672878	0.8491972	0.9760826	0.8727298	0.94950736	0.91133493	0.89450085	0.92541355	0.92614114	0.7219809	0.9880363	0.7320037	0.8625523	0.9173007	0.89546245	0.9077983	0.9591733	0.86584556	0.47934973	0.9574175	0.94881517	0.95358384	0.9651356	0.96985525	0.97426575	0.75845027	0.9880564	0.90183663	0.79288596	0.93345475	0.7938746	0.9649027	0.9861578	0.9657211	0.95262134	0.94430363	0.90871435	0.98560655	0.8448548	0.9014251	0.92880297	0.6988909	0.8327366	0.99204934	0.8335495	0.9191763	0.9185204	0.88991344	0.87071943	0.7109191	0.9560666	0.94989073	0.9829034	0.9671171	0.92212206	0.97284245	0.9456538	0.9193056	0.93378496	0.934427	0.96386635	0.88823396	0.8043258	0.93112534	0.90285206	0.71084213	0.897287	0.99402493	0.984572	0.8645764	0.62901723	0.95819914	0.8852275	0.8956731	0.8809521	0.8629235	0.9040147	0.9876145	0.8516219	0.9894791	0.9725226	0.9401652	0.9684013	0.9084049	0.9134553	0.90517616	0.9372454	0.9074531	0.96567047	0.86972463	0.99141836	0.87925947	0.97512335	0.7449744	0.9133111	0.96546483	0.96270865	0.84432596	0.9463081	0.68786883	0.91812706	0.8382029	0.9108271	0.91559845	0.948597	0.9209126	0.95200163	0.9940309	0.91149867	0.9641117	0.87218136	0.9521046	0.9602305	0.9890716	0.9172384	0.8250132	0.9810101	0.97039884	0.9334413	0.94636863	0.9729263	0.9459929	0.9346912	0.9193471	0.90135634
Roda/name	0.8397535	0.83118784	0.5657371	0.94912606	0.7128151	0.80377734	0.78097016	0.34360582	0.7290791	0.45148647	0.88740176	0.0	0.7702768	0.96380544	0.5642184	0.9457678	0.93763983	0.6980593	0.9316206	0.9519106	0.98304653	0.9223974	0.9182887	0.9052594	0.80086386	0.90908235	0.8159574	0.96817845	0.9571487	0.8975588	0.9562646	0.8764304	0.8168858	0.9811952	0.9868985	0.99138355	0.9789278	0.58492553	0.8997785	0.8662109	0.8328828	0.9809427	0.80967885	0.89596933	0.92682683	0.83665925	0.9057184	0.51726514	0.8857245	0.7663892	0.88480586	0.889911	0.9612019	0.7809706	0.94464064	0.9620636	0.9386904	0.9358781	0.9934819	0.9647102	0.92743623	0.83558804	0.9732012	0.7737611	0.8899533	0.8119179	0.8410332	0.95288473	0.98150635	0.92136234	0.9709266	0.91593444	0.8082483	0.9270713	0.92285705	0.9195902	0.97324795	0.91915065	0.988749	0.9719355	0.73317	0.98621815	0.91919553	0.93281716	0.9058921	0.9143179	0.8222605	0.9855689	0.8215988	0.933829	0.85584164	0.42473787	0.79421	0.946823	0.7843321	0.9888129	0.6314944	0.7990552	0.7428942	0.9499618	0.8545064	0.81786656	0.9362318	0.8478051	0.9444692	0.9282112	0.9299096	0.9270228	0.84569144	0.8857182	0.88794154	0.9346508	0.7427014	0.8895124	0.9540481	0.7343773	0.8115174	0.91956544	0.90655404	0.68913954	0.9395194	0.9616104	0.9887281	0.9489374	0.88012046	0.64525974	0.9849404	0.8514826	0.9561438	0.90885	0.858692	0.8381737	0.93352526	0.9024497	0.9333819	0.9509708	0.87078774	0.65830797	0.87621367	0.76319194	0.9051623	0.8348557	0.95839757	0.9448182	0.9111722	0.9475759	0.9258686	0.9706787	0.92534924	0.940703	0.8903774	0.8436798	0.9694751	0.8584249	0.94605166	0.9569413	0.7993374	0.8639575	0.86411566	0.8707163	0.944857	0.9785392	0.8640779	0.95190144	0.83708644	0.878644	0.9629301	0.89697254	0.8886716	0.9382674	0.8899671	0.85609066	0.8717491	0.8684444	0.9483312
Roeselare/name	0.8731154	0.49338794	0.5371702	0.99662715	0.93926936	0.79878163	0.56674516	0.5547355	0.8809255	0.5535357	0.6550331	0.7702768	0.0	0.9810499	0.6362414	0.9597843	0.96380544	0.73858154	0.9388113	0.9494606	0.94029754	0.82801485	0.8272579	0.8471856	0.756123	0.94509244	0.9164871	0.98310935	0.94501	0.8600974	0.94941425	0.8423616	0.83958185	0.96503097	0.93548614	0.9926523	0.9143041	0.63459635	0.8796485	0.7598705	0.8501673	0.97239995	0.8823079	0.9156204	0.9437453	0.80305564	0.8927805	0.77305317	0.9373414	0.777279	0.8930172	0.7733836	0.96913147	0.7195636	0.97499746	0.9424457	0.96559423	0.90788484	0.98692983	0.91696316	0.86779046	0.7139073	0.98757714	0.8549096	0.5323322	0.8598483	0.89293987	0.89172196	0.89016986	0.94206357	0.85954595	0.86582303	0.87489283	0.8912385	0.9543299	0.7330121	0.85572374	0.9155427	0.8419674	0.97603184	0.6047333	0.9682956	0.8722031	0.9517013	0.8126289	0.93333286	0.80452	0.9736055	0.80944383	0.93137413	0.7420088	0.62898654	0.6719284	0.9815017	0.89006823	0.99205023	0.7113261	0.79755336	0.6227764	0.911498	0.90643096	0.87424016	0.93376595	0.7857741	0.91748285	0.918615	0.92238903	0.97632813	0.7885105	0.77780104	0.8537808	0.9240609	0.69219124	0.9215703	0.9699789	0.6726169	0.8251903	0.8903465	0.88580936	0.71999705	0.8232001	0.9533769	0.9905504	0.9896625	0.9047448	0.7312369	0.97675705	0.851815	0.91167986	0.94591916	0.8931042	0.95550144	0.9091702	0.94348216	0.75538385	0.9382702	0.8194961	0.67254025	0.8253026	0.62538755	0.9009876	0.8778374	0.77896535	0.9388181	0.94452083	0.96650577	0.9285855	0.97002316	0.94060063	0.9506625	0.9109553	0.94563466	0.89153206	0.88802534	0.9525274	0.9376007	0.8684098	0.8785682	0.8800618	0.96285987	0.8904528	0.9317058	0.87333685	0.9211919	0.8492783	0.93941414	0.9096576	0.8883671	0.91495395	0.901927	0.9136711	0.88132197	0.72285926	0.8633301	0.9349256
VN/name	0.9454521	0.9694442	0.9861029	0.95005053	0.9124851	0.9938691	0.9867001	0.9975329	0.9604572	0.97667545	0.85884035	0.96380544	0.9810499	0.0	0.9679394	0.92706084	0.8847642	0.95772886	0.8443974	0.90072054	0.74976444	0.92679906	0.97288734	0.5282233	0.9433572	0.59572643	0.86622626	0.9801239	0.7506974	0.95408165	0.6177149	0.8809385	0.91277397	0.97940034	0.9185447	0.56457865	0.94809043	0.9837864	0.6501855	0.98426217	0.8493283	0.87416804	0.9174702	0.8854592	0.93159074	0.73811567	0.7798087	0.9516815	0.8941778	0.87370807	0.87710845	0.9098644	0.9040909	0.9758798	0.7172613	0.9108116	0.6901368	0.66911876	0.71585965	0.3433712	0.8971036	0.8643169	0.33971286	0.86846906	0.93550724	0.93393075	0.85741496	0.9050822	0.98153126	0.9646461	0.8372279	0.8984338	0.8832184	0.9411399	0.9353949	0.90631413	0.7762465	0.8186704	0.9811941	0.91325605	0.9516085	0.832471	0.9011934	0.7196564	0.92482734	0.58327043	0.7456766	0.9160378	0.85862654	0.7900666	0.92219913	0.9685451	0.966877	0.8815265	0.9318041	0.81274325	0.9189851	0.8486258	0.93493795	0.872609	0.85365295	0.98673975	0.939573	0.9379942	0.8209919	0.83156127	0.8084352	0.63387287	0.9281547	0.8179919	0.939306	0.73973703	0.8217203	0.65065193	0.573278	0.91523796	0.943253	0.91150117	0.91906506	0.91126084	0.5485717	0.88895375	0.35360992	0.8896569	0.71015394	0.94040394	0.6479665	0.85691196	0.78149927	0.87496203	0.8629401	0.95203656	0.9028092	0.90265024	0.7599303	0.91788214	0.9560988	0.9747304	0.98219466	0.9498365	0.67027533	0.912019	0.9506043	0.762738	0.51881146	0.8839171	0.8918235	0.908474	0.6181855	0.9706077	0.7289178	0.8678529	0.94923073	0.720443	0.9081217	0.73132277	0.82230467	0.81761944	0.82676816	0.8910819	0.8720598	0.6912266	0.9320714	0.9557203	0.8460079	0.87353957	0.96864426	0.8630241	0.9372572	0.9404963	0.927897	0.8169895	0.95133954	0.9029127	0.8143847
Van/name	0.8426767	0.48188883	0.23841596	0.6605444	0.9455423	0.51452327	0.4112053	0.25191087	0.75224495	0.5958185	0.82703024	0.5642184	0.6362414	0.9679394	0.0	0.9773106	0.9895701	0.7658795	0.9990609	0.997479	0.9919582	0.9507854	0.90852463	0.9581787	0.79753256	0.9894532	0.9590498	0.99448264	0.9874308	0.9575772	0.99413246	0.85717136	0.90894294	0.9146485	0.97665524	0.99875766	0.9536201	0.5577217	0.92708933	0.8851999	0.86785275	0.9937423	0.92502093	0.98917925	0.9971803	0.7673744	0.9625859	0.68086153	0.9905872	0.8576221	0.975832	0.9442475	0.9952417	0.82407427	0.9947444	0.9980087	0.9534479	0.9775065	0.9372087	0.9624331	0.8522338	0.8393125	0.99893993	0.8995288	0.78882027	0.94854504	0.96308756	0.95311815	0.94169736	0.9762228	0.99116236	0.9782343	0.9511894	0.987284	0.91293424	0.9552692	0.9104618	0.8811641	0.8426057	0.9989118	0.6064639	1.0	0.9477193	0.9820495	0.94951004	0.9581077	0.9661372	0.99429953	0.84800255	0.9978798	0.93784803	0.41864514	0.691026	0.978096	0.91382617	0.9997749	0.7925918	0.8187989	0.8199305	0.9652083	0.93320787	0.8977599	0.99791396	0.95739424	0.97867775	0.99412215	0.9986579	0.9993954	0.822419	0.9304676	0.9679378	0.99243367	0.8570493	0.97519356	0.9831698	0.8586918	0.91727227	0.99923843	0.9946506	0.7859503	0.9009067	1.0	0.99323624	0.9950578	0.9776981	0.7317586	0.93348485	0.91262823	0.93889546	0.9922713	0.9681776	0.9370004	0.9880942	0.93740517	0.9190288	0.9971156	0.9203968	0.8587642	0.90896106	0.762493	0.9502261	0.9112911	0.98031616	0.8589677	0.9421962	0.88169926	0.9815865	0.9871644	0.9914682	0.9863662	0.8602614	0.88321847	0.96462804	0.92271185	0.99316293	0.8298877	0.92378336	0.8534595	0.8785254	0.94715047	0.9914296	0.99925864	0.98918664	0.9817544	0.9641786	0.93347067	0.99887574	0.99408436	0.91735727	0.9929197	0.9996776	0.88844043	0.9471412	0.9454728	0.960307
aandeel/noun	0.7291083	0.95888364	1.0	0.8554568	0.9317113	0.95791656	0.9956868	0.989604	0.92308724	0.9831259	0.99529415	0.9457678	0.9597843	0.92706084	0.9773106	0.0	0.5211812	0.95557576	0.95556974	0.28584296	0.9471324	0.855514	0.77767354	0.8060888	0.9454379	0.9052257	0.87239903	0.9159063	0.7381453	0.9332422	0.77070796	0.96152365	0.96301204	0.8805086	0.8560242	0.96811867	0.76924074	0.9729212	0.898926	0.8711749	0.7293769	0.67435	0.9196801	0.27534044	0.8649819	0.90656656	0.6478822	0.86407083	0.7657718	0.52365434	0.85439426	0.86084056	0.10799551	0.9005238	0.9306803	0.90120834	0.81553715	0.76817477	0.90561986	0.9191884	0.9368834	0.7243907	0.91910446	0.4100011	0.9781454	0.6548288	0.87334883	0.83226603	0.9353792	0.9570093	0.85058385	0.7649478	0.84749395	0.85570014	0.59295124	0.7862046	0.9216315	0.85410386	0.98206824	0.64523274	0.9610114	0.98637325	0.8770903	0.7947695	0.91818	0.7304759	0.8708943	0.9219084	0.5666522	0.92664224	0.9140942	0.9130111	0.91096234	0.90001893	0.7859628	0.9560962	0.9082715	0.6228526	0.95470446	0.9248767	0.6194607	0.8671795	0.96821773	0.8633785	0.82122755	0.50325406	0.79314387	0.95659125	0.8227669	0.9152726	0.94238687	0.9169521	0.5572691	0.89579463	0.8595216	0.95392966	0.84829044	0.91564834	0.9209281	0.8869466	0.81808424	0.83860075	0.9518976	0.96845275	0.93921983	0.9660884	0.9275025	0.8353441	0.829998	0.8016937	0.7554244	0.9119528	0.8904305	0.80949116	0.90110815	0.31456196	0.80289274	0.93505466	0.8894436	0.9462093	0.8404459	0.91311187	0.89418757	0.93945014	0.76460373	0.4842946	0.2919159	0.9236017	0.88399684	0.97924787	0.71500385	0.91909575	0.91715384	0.9303133	0.84999734	0.8771653	0.9271694	0.79201204	0.86230046	0.64728403	0.86931336	0.93858504	0.92590106	0.6741817	0.651121	0.909514	0.90936536	0.9671784	0.88247454	0.9353092	0.86144066	0.7521138	0.822379	0.93078023	0.9639645
aandeel_beurs/noun	0.8959174	0.9357877	0.9995342	0.8685435	0.93689656	0.9220487	0.99196637	0.9975452	0.8978518	0.95907754	0.9856657	0.93763983	0.96380544	0.8847642	0.9895701	0.5211812	0.0	0.8931915	0.8894	0.51502955	0.982729	0.8481824	0.78240675	0.83605784	0.9600699	0.9060707	0.9539484	0.90798676	0.6534985	0.9248654	0.7901944	0.929445	0.9062125	0.919774	0.83575207	0.93528104	0.70995367	0.94194776	0.7857865	0.9508587	0.75518215	0.68665767	0.9287284	0.45032722	0.8772368	0.89006615	0.6893226	0.81716746	0.82340324	0.74099034	0.9027918	0.875961	0.51104975	0.9067054	0.9499043	0.9067972	0.88922566	0.8171909	0.84048593	0.9370614	0.9422974	0.6680244	0.93588555	0.64046127	0.95220315	0.8081826	0.6576855	0.8559655	0.91472495	0.8333602	0.84386635	0.77883637	0.80647105	0.95152354	0.70336026	0.80395424	0.9008647	0.90300053	0.9402184	0.68036383	0.9553448	0.971628	0.86973935	0.8712647	0.822193	0.70063114	0.85533726	0.8852439	0.66505516	0.8753945	0.94954324	0.971385	0.7886361	0.8736262	0.8023964	0.9373846	0.8993092	0.7063253	0.915253	0.94870037	0.74388635	0.8293899	0.93928874	0.7351569	0.7464875	0.4704544	0.8654568	0.9648465	0.8208823	0.92897207	0.9045547	0.8780682	0.6511997	0.87810963	0.8066602	0.9120891	0.81916004	0.9211445	0.8541721	0.92025083	0.83712375	0.9184711	0.93530697	0.91362715	0.8369553	0.894097	0.9003646	0.87834555	0.7844038	0.8125074	0.808411	0.93466574	0.8588422	0.9351515	0.8562148	0.45773458	0.8148087	0.8931479	0.8942093	0.9128086	0.85799307	0.97904557	0.80341077	0.9621748	0.8657949	0.75009906	0.7117594	0.92510986	0.9331435	0.95340544	0.7495667	0.92861164	0.92876285	0.89924276	0.77574	0.9261591	0.8538173	0.92847335	0.7836442	0.8167263	0.830086	0.9394707	0.88551426	0.77373457	0.68634677	0.9382101	0.9213689	0.9176893	0.8852528	0.92181355	0.8689067	0.68765175	0.8790474	0.84570694	0.95354986
allicht/adv	0.6791859	0.67906314	0.6597692	0.9673564	0.91429216	0.9040863	0.77445465	0.56701076	0.85787797	0.90590054	0.77453893	0.6980593	0.73858154	0.95772886	0.7658795	0.95557576	0.8931915	0.0	0.70528805	0.83108956	0.9665632	0.7067578	0.6931112	0.9099056	0.8487972	0.9326182	0.9092303	0.9985407	0.88613445	0.8764139	0.8496812	0.7217051	0.76466554	0.8987103	0.8021736	0.9594507	0.75514656	0.6943142	0.64624494	0.87167203	0.63236225	0.8290223	0.78229815	0.9619483	0.8773717	0.78637934	0.7471882	0.5631963	0.7315972	0.727578	0.7558271	0.73495317	0.9116741	0.7832878	0.9275955	0.77990276	0.9192185	0.80207187	0.94215435	0.9060078	0.8456	0.7102164	0.95725983	0.8571465	0.7143866	0.8833411	0.76200855	0.79717493	0.86926955	0.65354776	0.9511932	0.864728	0.7141938	0.98390406	0.84899616	0.77834725	0.85298944	0.62967473	0.8143686	0.90645844	0.7113365	0.8698691	0.91105175	0.8875952	0.7000971	0.9785694	0.84555	0.95203596	0.6113471	0.7139741	0.722885	0.6284306	0.7590151	0.86097175	0.77944314	0.9846101	0.73009926	0.7777408	0.72763216	0.96454686	0.7256231	0.848292	0.7203908	0.70635366	0.7761204	0.8336614	0.7814344	0.980326	0.73450613	0.84381014	0.6116724	0.6845584	0.5818672	0.82759994	0.9417605	0.6161315	0.70860624	0.8366745	0.93781054	0.5738567	0.8530641	0.8711191	0.97886866	0.89443725	0.93419164	0.6813492	0.89421356	0.9108299	0.9242058	0.93478245	0.88099825	0.90815634	0.82575303	0.6713841	0.8243145	0.80832285	0.8021411	0.6586968	0.57389736	0.7788026	0.83419114	0.621784	0.9400328	0.8802537	0.92133164	0.93144554	0.91715455	0.8211147	0.8788167	0.9593288	0.787621	0.8336489	0.821381	0.65301394	0.801251	0.9737106	0.7475425	0.7444873	0.7079985	0.618262	0.669125	0.9291313	0.5362265	0.8326349	0.677984	0.77701235	0.9159244	0.6555273	0.9316632	0.8912224	0.7436985	0.80629736	0.88636255	0.6290846	0.9466362
als/comp	0.97105753	0.97013706	0.9901949	0.95092195	0.9455486	0.95405114	0.97962004	0.97226226	0.93738395	0.97856075	0.9516511	0.9316206	0.9388113	0.8443974	0.9990609	0.95556974	0.8894	0.70528805	0.0	0.96250075	0.9142016	0.84103835	0.8263905	0.8560864	0.93790925	0.81695974	0.9721297	0.9120184	0.8492636	0.7730538	0.69346166	0.6107495	0.66492426	0.93208945	0.6222354	0.7760172	0.8557599	0.899032	0.6595745	0.9680453	0.69518256	0.83092	0.7374302	0.9280031	0.9045333	0.85211444	0.8219186	0.80778676	0.70185417	0.92215556	0.8389504	0.77640134	0.91904557	0.8434396	0.8996767	0.91688305	0.82450676	0.76390946	0.8629237	0.83268034	0.93917733	0.8017593	0.7945613	0.8950782	0.78524715	0.8435505	0.6677406	0.9104659	0.8614626	0.6422461	0.9466963	0.7550448	0.7923439	0.9887397	0.59380335	0.8780493	0.9214477	0.78381515	0.9850249	0.89491147	0.9330119	0.84770554	0.876673	0.82076156	0.611843	0.94336706	0.91040385	0.854574	0.8814218	0.6692349	0.79201233	0.9300789	0.94644743	0.8221801	0.8205272	0.8596104	0.82742286	0.73372835	0.73392767	0.87489855	0.7815645	0.829509	0.60329425	0.6888007	0.6309106	0.86009204	0.72950435	0.91435534	0.84316415	0.81104946	0.5644016	0.5593306	0.8264159	0.7620537	0.8481356	0.8357492	0.849993	0.79574203	0.91322774	0.8384543	0.9143878	0.7759999	0.8304311	0.84193826	0.81917804	0.7163776	0.7815485	0.92674154	0.8366773	0.9197998	0.73838246	0.9233289	0.78049994	0.7826368	0.8950534	0.88349086	0.59584737	0.6681082	0.84097296	0.895762	0.8907592	0.8376788	0.8553268	0.8990981	0.82365596	0.88987327	0.9043952	0.7434991	0.7783228	0.9665622	0.7160914	0.8026099	0.9485793	0.7466632	0.8454182	0.91448516	0.82738125	0.8225893	0.63887507	0.676798	0.83268684	0.85512936	0.6941996	0.8358263	0.60903996	0.86823654	0.9354494	0.67749894	0.84360695	0.92382014	0.68079627	0.6801107	0.88047254	0.56582755	0.83013636
automatiseerder/noun	0.75009483	0.994681	0.912417	0.88734514	0.9313527	0.97086835	0.99295515	0.9930759	0.94435185	0.98318744	0.86533827	0.9519106	0.9494606	0.90072054	0.997479	0.28584296	0.51502955	0.83108956	0.96250075	0.0	0.9665781	0.6969204	0.8385274	0.8287475	0.9261824	0.8740544	0.9364575	0.93177146	0.8124129	0.9818235	0.7933099	0.9295317	0.89812726	0.9462482	0.819847	0.96726966	0.73987365	0.9559655	0.8086554	0.9160402	0.7591697	0.71287215	0.91357166	0.336762	0.82910717	0.93736535	0.52670157	0.76239175	0.8188077	0.5054927	0.91417	0.767168	0.27830046	0.9436151	0.9281659	0.89732516	0.8376303	0.80646396	0.8970298	0.90063715	0.96871054	0.7272017	0.95382255	0.5236543	0.91091007	0.6386623	0.86191136	0.7541379	0.96846485	0.88428795	0.8277758	0.7736171	0.8862418	0.8424032	0.6938514	0.6582614	0.9331745	0.7854066	0.98080856	0.7038845	0.95346266	0.99282	0.8346194	0.87049633	0.8659133	0.75832164	0.8257624	0.94819564	0.6010672	0.92509943	0.9046667	0.8925681	0.8227623	0.89777106	0.8117651	0.95554185	0.9084121	0.65033484	0.8739439	0.93826723	0.6702112	0.8795593	0.930072	0.84786963	0.88085586	0.60260534	0.8696794	0.98245686	0.8331423	0.912384	0.9804549	0.87076133	0.6240102	0.90655077	0.906408	0.7343812	0.80123675	0.95967406	0.92864686	0.81878746	0.63787264	0.86914885	0.95191467	0.90453756	0.92462164	0.9004005	0.85877746	0.9037361	0.88056755	0.8162394	0.89531976	0.9166947	0.8591554	0.8562592	0.9479441	0.30233902	0.8586169	0.95503104	0.9432218	0.91175437	0.797256	0.7681578	0.91153985	0.85807383	0.8177686	0.53435826	0.39856714	0.8920963	0.96290964	0.95399827	0.8479886	0.86686856	0.91192156	0.9476987	0.8493291	0.92913413	0.8579542	0.7734789	0.8130406	0.73359334	0.82426906	0.9777922	0.9290495	0.84110284	0.6789665	0.8674229	0.9366394	0.9726015	0.88506246	0.9487994	0.92917	0.8295069	0.9074295	0.891396	0.93940216
autonomie/noun	0.9832519	0.8918089	0.98049295	0.97165	0.8203765	0.9618224	0.9506002	0.997584	0.97288007	0.96193445	0.99573445	0.98304653	0.94029754	0.74976444	0.9919582	0.9471324	0.982729	0.9665632	0.9142016	0.9665781	0.0	0.77471566	0.9521893	0.6105647	0.88588524	0.57477903	0.8839846	0.9926563	0.9741835	0.82303166	0.7051799	0.8641927	0.89891666	0.9306264	0.913326	0.57014227	0.9633634	0.9719187	0.81083906	0.9328462	0.88381606	0.8265854	0.89471173	0.9644705	0.89317006	0.6978596	0.861639	0.9397611	0.8571552	0.99112546	0.7876351	0.7493589	0.9205817	0.9517604	0.77728945	0.8633191	0.8503918	0.7584966	0.6110844	0.6101312	0.6991025	0.9487727	0.58892286	0.9912093	0.8395406	0.9800826	0.8894428	0.9836766	0.9580117	0.97124565	0.7829975	0.8386066	0.91960114	0.9087359	0.93734497	0.88156474	0.87302595	0.92339706	0.96234095	0.88908637	0.96577245	0.8545206	0.87337935	0.7628453	0.9261827	0.69403464	0.84799516	0.5672022	0.9286619	0.8213582	0.9190719	0.9794697	0.8823467	0.72349674	0.92015696	0.8095611	0.8352827	0.917617	0.8982443	0.88777494	0.92333263	0.9703349	0.91573524	0.901324	0.87397575	0.91381544	0.81712776	0.41196924	0.8982294	0.8441485	0.9376856	0.7170748	0.85234207	0.8101848	0.64731777	0.8328807	0.9117063	0.6457587	0.94915855	0.8649204	0.925175	0.8079934	0.7950993	0.7884128	0.7986724	0.8866043	0.6976354	0.7399806	0.862656	0.9041233	0.84983265	0.93063706	0.8639939	0.8840544	0.89679235	0.98134017	0.8180065	0.88075244	0.9615805	0.91698366	0.7849755	0.813277	0.76997316	0.7177017	0.59346527	0.95142156	0.9715778	0.74737036	0.8019146	0.950966	0.74390805	0.91303045	0.888874	0.8298738	0.9669219	0.88814664	0.56701213	0.90054065	0.81320196	0.89377105	0.91225564	0.91422695	0.92822737	0.87247884	0.87898654	0.71659136	0.9127023	0.9059053	0.9583781	0.8613577	0.91222054	0.8254558	0.8496267	0.835756	0.5939184
balans/noun	0.82968014	0.9118518	0.8515778	0.9008428	0.8625356	0.944097	0.91278094	0.92383516	0.94475913	0.9802507	0.8806692	0.9223974	0.82801485	0.92679906	0.9507854	0.855514	0.8481824	0.7067578	0.84103835	0.6969204	0.77471566	0.0	0.91307837	0.77200055	0.7215308	0.78607714	0.85393083	0.9867607	0.8324829	0.7724629	0.80186164	0.72113127	0.748858	0.8957683	0.816025	0.9065634	0.8927102	0.8135258	0.6909477	0.73744005	0.7473329	0.6133115	0.9038802	0.8166558	0.812281	0.6917508	0.5602844	0.70066917	0.7722978	0.7986413	0.85000896	0.3808558	0.78582025	0.8374791	0.8767722	0.82756007	0.8026822	0.65045	0.811598	0.8501561	0.95050836	0.5524053	0.86638623	0.8725842	0.73409736	0.8984958	0.6852541	0.77269024	0.87554395	0.7986848	0.8562427	0.8612983	0.82289046	0.90878826	0.7944385	0.6498283	0.85435575	0.8172187	0.9686374	0.80524904	0.74160916	0.91772103	0.7813928	0.774681	0.7584879	0.92160225	0.7652996	0.81325877	0.7010932	0.79530716	0.74740046	0.7896441	0.65385807	0.8193173	0.8511006	0.86385393	0.72547007	0.78825456	0.6719352	0.62457496	0.8009858	0.8208668	0.80521685	0.6570988	0.77715015	0.7605892	0.77940327	0.8829153	0.7432753	0.7948375	0.8262162	0.72904414	0.5765029	0.67873716	0.86400867	0.5503006	0.7557838	0.837255	0.8994035	0.58481973	0.83503187	0.7687535	0.8667379	0.7648943	0.67329955	0.503851	0.7403783	0.90317726	0.74781203	0.87980527	0.77992237	0.8621561	0.7083473	0.6522356	0.8871479	0.79188275	0.84677666	0.8457448	0.8646448	0.62945056	0.84372133	0.7024052	0.74928945	0.6969341	0.8322568	0.86711437	0.83453053	0.69152784	0.76598525	0.9080683	0.8240472	0.8552856	0.80892336	0.7397331	0.7571288	0.8822961	0.7564273	0.69360375	0.67871726	0.7759124	0.73197985	0.8698794	0.7652463	0.7562028	0.594877	0.8002857	0.85688466	0.8431087	0.7099484	0.89605695	0.8174046	0.74962336	0.886963	0.6985971	0.5899087
