	Bayer/name	Brecht/name	Dimitri/name	Esser/name	Estland/name	Geeroms/name	Gino/name	Kevin/name	Kralj/name	LOMMEL/name	Rocky/name	Roda/name	Roeselare/name	VN/name	Van/name	aandeel/noun	aandeel_beurs/noun	allicht/adv	als/comp	automatiseerder/noun	autonomie/noun	balans/noun	begin/adv	bestuur/noun	bezoeker/noun	binnen/prep	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	daarmee/pp	daarna/adv	daarna/pp	dak/noun	dat/det	democratie/noun	dit/det	doelman/noun	door/comp	driepunters/noun	echter/adv	economie/noun	eerst/adv	effect_beurs/noun	elektriciteit/noun	en/vg	enigszins/adv	enkel_blessure/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fonds/noun	fout_DIM/noun	functie/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	gezag/noun	gisteren/adv	gisterenavond/adv	gistermiddag/adv	goed/adj	golfer/noun	grasland/noun	helemaal/adv	het/det	hiervan/pp	hij/pron	huisstijl/noun	iets/adv	in/prep	installatie/noun	intussen/adv	kerk_toren/noun	klimaat/noun	knap/adj	kost/adv	kraan/noun	krachtig/adj	laat/adj	leger/noun	leiding/noun	liberalisme/noun	licht/adj	men/pron	meteen/adv	middenvelder/noun	misser/noun	mogelijk/adj	momenteel/adj	monarchie/noun	na/prep	nadat/comp	nadien/pp	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nog/adv	normaal/adj	olie_prijs/noun	om/comp	onafhankelijkheid/noun	ondanks/prep	onmiddellijk/adj	ons/pron	opdat/comp	opnieuw/adv	orde/noun	overheid/noun	paars_wit/adj	pas/adv	patiënt/noun	patiënte/noun	ploeg/noun	politie_agent/noun	populatie/noun	rechtsorde/noun	relatie/noun	reputatie/noun	rust/noun	samenleving/noun	samenwerking/noun	schade/noun	scheur/noun	situatie/noun	sluit_post/noun	snel/adj	spier/noun	stad_bestuur/noun	technologie_aandeel/noun	terwijl/comp	thuis/adv	thuis_reputatie/noun	thuisploeg/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	van/prep	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veiligheid/noun	ven/noun	vertrouwen/noun	vervolgens/adv	voetpad/noun	voldoende/adj	voldoende/adv	volgens/prep	volledig/adj	voorlopig/adj	waardoor/pp	waarschijnlijk/adj	wat/adv	water_kwaliteit/noun	we/pron	weeg/verb	weer/adv	weg/noun	wegdek/noun	wij/pron	wonderbaarlijk/adj	woning/noun	ze/pron	zich/pron	ziekenhuis/noun	zodat/comp	zuiverheid/noun
toestand/noun	0.96223587	0.8042504	0.96675646	0.96400213	0.96615875	0.958079	0.9116583	0.98710585	0.90110654	0.9730652	0.97512335	0.95839757	0.77896535	0.9506043	0.98031616	0.89418757	0.80341077	0.9400328	0.8553268	0.91153985	0.76997316	0.74928945	0.8876699	0.7732051	0.8965587	0.8754872	0.80885226	0.928192	0.8314793	0.68657625	0.85050356	0.8659016	0.7983196	0.8227874	0.9029622	0.90954727	0.87266666	0.92671347	0.8090323	0.9334943	0.87636584	0.8113453	0.7904956	0.830005	0.8226702	0.7274773	0.82338876	0.8817569	0.82072216	0.81614697	0.90069324	0.7528908	0.89006376	0.90221685	0.8272161	0.77687097	0.8711432	0.82067716	0.8382066	0.9079399	0.7544767	0.79605144	0.94740367	0.9006459	0.74909556	0.7041154	0.87779963	0.95220715	0.88039756	0.9008082	0.60816836	0.8254475	0.8605868	0.93661225	0.8746618	0.64894843	0.82243294	0.7596599	0.8459266	0.8328487	0.93329424	0.98620903	0.71544516	0.83308536	0.837623	0.8229373	0.8888177	0.9143534	0.76834315	0.7628771	0.8073482	0.8990699	0.8323252	0.7831749	0.7364039	0.91529447	0.8596239	0.6605768	0.786733	0.83282065	0.8507475	0.94319624	0.89932203	0.7806613	0.7528117	0.79379976	0.85941344	0.9025736	0.8194558	0.73279953	0.913901	0.6740538	0.74050677	0.88968325	0.8848684	0.79947895	0.83506674	0.6326958	0.5550582	0.9049041	0.7685891	0.85015976	0.91806483	0.6607329	0.8139125	0.8745607	0.862097	0.8777914	0.6051605	0.7184003	0.62253445	0.9186025	0.81836545	0.88090515	0.66724604	0.86663735	0.6778115	0.7650253	0.940648	0.8839044	0.8191698	0.81603724	0.0	0.8872629	0.7302342	0.8775767	0.8588718	0.844224	0.8398849	0.9330013	0.7940187	0.8492527	0.55303	0.8569876	0.835322	0.8854009	0.695422	0.79688466	0.7080033	0.8415159	0.8835627	0.9177483	0.88011515	0.67609257	0.75414026	0.6382927	0.59791064	0.9150352	0.8518344	0.74025	0.87080663	0.74859035	0.48348916	0.7070564	0.7980038
traditie/noun	0.9326837	0.9109871	0.9333107	0.7132696	0.93423414	0.9334166	0.97968066	0.9742844	0.9840973	1.0	0.7449744	0.9448182	0.9388181	0.762738	0.8589677	0.93945014	0.9621748	0.8802537	0.8990981	0.85807383	0.7177017	0.6969341	0.9268863	0.75022256	0.9187323	0.63074756	0.6285897	0.9867451	0.8914704	0.8627126	0.64640963	0.8631749	0.92054635	0.8893838	0.86529857	0.5323772	0.8983972	0.96802044	0.7252854	0.94795215	0.78012925	0.726688	0.9268951	0.92096657	0.8927674	0.6103174	0.7023441	0.8404957	0.88550246	0.82383054	0.83502847	0.7128711	0.9199648	0.951095	0.81840664	0.8822734	0.5248916	0.73670375	0.4641772	0.55919653	0.82576334	0.86150134	0.67531896	0.96676403	0.93388504	0.9540767	0.8404718	0.8822757	0.78278273	0.90661913	0.7630879	0.8505788	0.91253114	0.6052763	0.870555	0.66928345	0.9319418	0.8413116	0.88708234	0.7878416	0.95766145	0.9173093	0.96206117	0.73265314	0.9682793	0.8085074	0.72089624	0.6361872	0.85061604	0.79786646	0.9003624	0.9238974	0.8597982	0.8896773	0.89133376	0.5684924	0.8325063	0.88466877	0.91692805	0.6861392	0.93776673	0.95607555	0.8627411	0.9663011	0.8701888	0.92233074	0.88580066	0.78294283	0.83467007	0.8650092	0.9185834	0.7540456	0.86197996	0.71351683	0.7910113	0.84300846	0.91750526	0.95721334	0.95352566	0.8390901	0.81918	0.76909256	0.6314689	0.5566201	0.74773794	0.8967643	0.38588828	0.86236495	0.78430575	0.74413705	0.8702353	0.91845584	0.91889596	0.8676175	0.8682125	0.86781156	0.8713554	0.96189964	0.92905825	0.9131064	0.8300999	0.8993844	0.8872629	0.0	0.6659935	0.84940004	0.9747586	0.72118217	0.8037708	0.8562521	0.7545003	0.81286037	0.9038491	0.8745148	0.7160436	0.6405463	0.7716919	0.7681017	0.8112831	0.82480747	0.8703691	0.91908574	0.921535	0.8479548	0.86094713	0.8017492	0.96150506	0.8523673	0.8494471	0.967009	0.9445504	0.82268786	0.86727494	0.8497987	0.5972862
van/prep	0.86497754	0.86958265	0.95690733	0.8450004	0.78661734	0.9511519	0.90321565	0.9517874	0.8661542	0.9880454	0.9133111	0.9111722	0.94452083	0.51881146	0.9421962	0.76460373	0.8657949	0.92133164	0.82365596	0.8177686	0.59346527	0.8322568	0.8480373	0.5687851	0.8726789	0.4409299	0.7923105	0.99225295	0.78654236	0.8038933	0.4230529	0.84549016	0.9070704	0.6855998	0.9359548	0.49682623	0.88644874	0.8756126	0.6373502	0.891457	0.81720316	0.7209568	0.8241536	0.7728861	0.74620926	0.5481286	0.7482841	0.95598704	0.93340945	0.6361784	0.8026923	0.7436708	0.73658174	0.92082006	0.7215039	0.65834755	0.5222937	0.6831658	0.53180194	0.48021966	0.6792686	0.8013436	0.49225068	0.7013127	0.7777934	0.8048712	0.75019073	0.88892055	0.89634687	0.87220347	0.5939566	0.7893106	0.908987	0.790257	0.86547035	0.6722106	0.6551366	0.6639799	0.7519359	0.7627741	0.88669986	0.86028826	0.8137335	0.64680874	0.90269864	0.7064208	0.7374478	0.72423315	0.7788455	0.8597285	0.8523843	0.9355236	0.83274776	0.8577543	0.6263554	0.71537703	0.82258517	0.7118958	0.88990825	0.70415646	0.78593415	0.94468355	0.96460503	0.95781547	0.7729989	0.79470426	0.7531465	0.5806073	0.7195412	0.78318095	0.9561121	0.6623604	0.7679857	0.747326	0.6247612	0.82274866	0.9392892	0.8542222	0.8881462	0.9184826	0.75329393	0.8743845	0.59032273	0.7597854	0.6622913	0.843902	0.6422836	0.7541519	0.59526944	0.76510775	0.8757994	0.91453356	0.83959603	0.96297824	0.6931744	0.8077716	0.7053553	0.95231056	0.9380629	0.913388	0.5881467	0.8223064	0.7302342	0.6659935	0.0	0.7961561	0.7060587	0.766196	0.56583107	0.86624026	0.5853398	0.8155569	0.85091686	0.7613781	0.8603089	0.6342607	0.5300573	0.6510327	0.6590345	0.8019231	0.9260898	0.67758954	0.9683282	0.7251523	0.8069609	0.77327776	0.89694995	0.8423705	0.82059175	0.8016661	0.9831981	0.86371034	0.8389491	0.7968267	0.5959811
vanmiddag/adv	0.9032166	0.94504	0.99804085	0.6787684	0.8488392	0.9735099	0.9813598	0.99569714	0.9726895	0.9959679	0.96546483	0.9475759	0.96650577	0.8839171	0.88169926	0.4842946	0.75009906	0.93144554	0.88987327	0.53435826	0.95142156	0.86711437	0.85255337	0.83761925	0.9354421	0.81851786	0.775115	0.9341576	0.7445125	0.91028255	0.82045007	0.692685	0.7703733	0.7561593	0.8888034	0.934244	0.8145961	0.9699491	0.7949327	0.9802422	0.78097343	0.6968877	0.873944	0.5390328	0.9098477	0.77710545	0.7593223	0.8443105	0.7864227	0.6319405	0.8997523	0.7494962	0.5417552	0.94610476	0.88853544	0.83904576	0.87637866	0.6246042	0.9675973	0.9304743	0.9602865	0.83280194	0.84524846	0.5461421	0.8638164	0.5460336	0.9289917	0.9782944	0.9585319	0.8663995	0.82831985	0.8997438	0.9003938	0.84563667	0.5144581	0.6591015	0.89874905	0.7742395	0.98017746	0.7385068	0.95910627	0.9947848	0.8843791	0.7932355	0.7307061	0.7974717	0.77408123	0.9473546	0.61087394	0.91779983	0.9350868	0.92696065	0.96056473	0.88618976	0.88428056	0.8447366	0.8548545	0.61774313	0.8356053	0.91738904	0.7428781	0.9196423	0.95008296	0.8732699	0.8192857	0.6105613	0.89145017	0.90405416	0.8845334	0.89487994	0.9735687	0.8787924	0.75440675	0.87165546	0.8909106	0.94394654	0.77248776	0.93299264	0.9285887	0.9183896	0.8188442	0.7324699	0.8162726	0.8881736	0.9525862	0.9250301	0.8555817	0.84294116	0.8315259	0.7764669	0.8768364	0.86538196	0.84604335	0.77437687	0.95181274	0.55524886	0.8135983	0.88899416	0.9651137	0.8943834	0.8021002	0.95162326	0.8775767	0.84940004	0.7961561	0.0	0.4236927	0.81786126	0.9649674	0.97631174	0.7635147	0.7315453	0.9627065	0.8727586	0.83156234	0.79669666	0.88931525	0.8139122	0.6585708	0.70582104	0.85565865	0.9350809	0.90789074	0.7527085	0.73154974	0.83295524	0.7972616	0.9779317	0.78621584	0.8004137	0.9084708	0.71804446	0.88914776	0.77333605	0.9446844
vanochtend/adv	0.82171184	0.9397076	0.9836418	0.8786012	0.92979383	0.96058226	0.97556853	0.9664272	0.95345354	0.99552834	0.96270865	0.9258686	0.9285855	0.8918235	0.9815865	0.2919159	0.7117594	0.91715455	0.9043952	0.39856714	0.9715778	0.83453053	0.6584511	0.8418988	0.9232011	0.8119461	0.89860594	0.9011267	0.7435006	0.9029	0.7616341	0.8518549	0.8241422	0.8603533	0.89804775	0.9580669	0.823165	0.9350959	0.84098387	0.9139394	0.7432277	0.5942094	0.8945985	0.3956468	0.873459	0.83718383	0.6205026	0.86465895	0.76558596	0.53460616	0.91862273	0.8172028	0.28281838	0.915526	0.87106645	0.92161083	0.8538226	0.7587383	0.9280181	0.92904705	0.935766	0.6878998	0.8819837	0.21357107	0.8256507	0.5463617	0.8906646	0.72567046	0.94306266	0.8882427	0.7586869	0.7855906	0.8559214	0.84123635	0.5845318	0.7110162	0.9058113	0.73299015	0.96824205	0.66052896	0.9468224	0.9930169	0.8436954	0.8291979	0.7745857	0.782378	0.8152319	0.97221565	0.5133191	0.90989816	0.9141467	0.92155516	0.9296906	0.8732985	0.74244213	0.94439423	0.842664	0.53394574	0.82028717	0.95550084	0.6418847	0.8536103	0.9604631	0.8675523	0.81214136	0.5417234	0.8737495	0.9277309	0.7239483	0.85439146	0.96876997	0.86544687	0.65669036	0.8741224	0.90746105	0.94288856	0.81885964	0.90757823	0.8708431	0.9371662	0.7356733	0.85502565	0.86377984	0.9601653	0.91099316	0.88133466	0.97414637	0.77778345	0.8218718	0.79260886	0.6997869	0.93830365	0.8584047	0.9082015	0.9430525	0.35803002	0.67513907	0.92001903	0.9249774	0.8869526	0.7994722	0.9303885	0.8588718	0.9747586	0.7060587	0.4236927	0.0	0.8975726	0.92976075	0.9616626	0.7189502	0.8301702	0.9220462	0.8952752	0.84770346	0.81307197	0.8936698	0.759625	0.7336908	0.6145475	0.83711785	0.91445094	0.93051696	0.67897666	0.63981044	0.86925215	0.89967227	0.9833196	0.86013126	0.8814403	0.911273	0.77000844	0.8136447	0.8354224	0.9604192
vanzelf/adv	0.9910049	0.93756634	0.97260684	0.9285748	0.9730323	0.9327498	0.9680884	0.984381	0.95328134	0.9805238	0.84432596	0.9706787	0.97002316	0.908474	0.9871644	0.9236017	0.92510986	0.8211147	0.7434991	0.8920963	0.74737036	0.69152784	0.868057	0.8467042	0.74230015	0.63834167	0.86260086	0.788128	0.8818074	0.8129862	0.76591396	0.7047887	0.7427333	0.79980123	0.6431923	0.7216182	0.79876494	0.91404355	0.69983995	0.8755447	0.7571542	0.74612534	0.6746621	0.95200807	0.7486074	0.56176245	0.65530837	0.86570406	0.7427612	0.91782105	0.79700434	0.5505444	0.9125717	0.8537027	0.82282645	0.78745717	0.5775889	0.47972357	0.674379	0.7692261	0.93248504	0.85098475	0.733871	0.9511358	0.90290946	0.81695634	0.7802904	0.9584973	0.75455385	0.5945844	0.7342041	0.93252975	0.69988364	0.95716864	0.7337159	0.75189114	0.9166647	0.7171601	0.8545868	0.80727935	0.9168331	0.94724613	0.652668	0.6718979	0.8121778	0.88676363	0.73594964	0.665769	0.8173326	0.5734763	0.6392156	0.98147404	0.8358082	0.71243775	0.83448994	0.7591718	0.95706993	0.8766003	0.7522465	0.712916	0.7622966	0.7759136	0.73123956	0.8123241	0.6002462	0.86213493	0.71232545	0.8681726	0.8993351	0.63134205	0.80496377	0.65480936	0.6893624	0.7254479	0.7634188	0.9379009	0.70848346	0.78970945	0.8838564	0.7996067	0.8472141	0.5383011	0.8387	0.80236536	0.85661507	0.7485509	0.67856765	0.91129327	0.79205364	0.739545	0.8285084	0.9133891	0.4943902	0.61548305	0.91902703	0.8849657	0.64391214	0.7769171	0.93081534	0.79182625	0.6515138	0.6837512	0.844224	0.72118217	0.766196	0.81786126	0.8975726	0.0	0.84450483	0.803666	0.77393675	0.7217809	0.8636583	0.6744195	0.7848208	0.9238817	0.71157384	0.84798896	0.5546076	0.7055599	0.6871131	0.9066839	0.6912591	0.81275433	0.53998554	0.6015408	0.72812724	0.7607538	0.93892825	0.8580136	0.5677881	0.6654557	0.9266237	0.63373774	0.7023916
veiligheid/noun	0.9451418	0.9168039	0.99177593	0.9563719	0.78493273	0.9304605	0.970344	0.9770207	0.8208666	0.9828787	0.9463081	0.92534924	0.94060063	0.6181855	0.9914682	0.88399684	0.9331435	0.8788167	0.7783228	0.96290964	0.8019146	0.76598525	0.94824517	0.75479454	0.8290441	0.653044	0.87225246	0.98663795	0.7484832	0.81490904	0.6163955	0.7605433	0.896526	0.8993666	0.84055966	0.6279224	0.88244987	0.8624141	0.61720544	0.8735664	0.7422986	0.7628547	0.79281956	0.94435537	0.75594586	0.615446	0.7189368	0.84572923	0.78970885	0.80092454	0.6668118	0.745415	0.8898163	0.87397796	0.88657445	0.75181234	0.6096122	0.7293606	0.7492993	0.6652001	0.7848824	0.80335	0.5457555	0.92421544	0.87626463	0.9571357	0.71332324	0.9905731	0.9197835	0.8496642	0.8023862	0.8327913	0.92778295	0.92592007	0.94300383	0.7704525	0.6746256	0.79598343	0.9295877	0.82913935	0.91926557	0.93836164	0.89345264	0.66077065	0.9205661	0.7663696	0.88065374	0.8127334	0.86121315	0.7669238	0.8465593	0.954868	0.8870309	0.84187484	0.73730105	0.86496055	0.8600156	0.872785	0.8492763	0.5821283	0.7577127	0.8781758	0.76552105	0.88152665	0.6648296	0.9269917	0.51223576	0.845314	0.8956879	0.80880773	0.82020634	0.70358324	0.7142944	0.5128088	0.7115474	0.8830571	0.90187055	0.79049575	0.9635467	0.8219634	0.6331171	0.8278528	0.5400555	0.86399436	0.86589533	0.7528554	0.5810379	0.8134552	0.6881903	0.9143169	0.8506783	0.870183	0.81088257	0.808097	0.7230622	0.94737124	0.8495256	0.9353597	0.97173125	0.8420321	0.78819364	0.7304335	0.8398849	0.8037708	0.56583107	0.9649674	0.92976075	0.84450483	0.0	0.91002923	0.6912793	0.7397299	0.7890815	0.6692888	0.7843303	0.77916026	0.7019931	0.649151	0.7536521	0.74581224	0.92804164	0.60430336	0.87096775	0.75110185	0.7315129	0.77250236	0.8739819	0.7225623	0.8495822	0.8006771	0.915841	0.8219262	0.8660838	0.6685067	0.84160256
ven/noun	0.9647349	0.971831	0.99169594	0.986338	0.96526176	0.9619644	0.9774532	0.9835801	0.98847085	0.9817802	0.68786883	0.940703	0.9506625	0.9706077	0.9863662	0.97924787	0.95340544	0.9593288	0.9665622	0.95399827	0.950966	0.9080683	0.8461419	0.7031183	0.7582559	0.87999386	0.9624897	0.9892603	0.92056805	0.87460476	0.8643695	0.9324585	0.9385827	0.94621223	0.98407865	0.9544534	0.9080368	0.95385617	0.9025376	0.888623	0.8442534	0.8646851	0.88852954	0.94133806	0.9431808	0.6761741	0.83071744	0.91691977	0.93924767	0.83942735	0.9414119	0.8782152	0.94681734	0.895633	0.8806995	0.8351896	0.9191546	0.933337	0.9688944	0.9578042	0.83803326	0.9628231	0.9743573	0.9465297	0.9064499	0.97333837	0.9331443	0.98685414	0.28527826	0.93185866	0.83491695	0.93447465	0.9598937	0.90484244	0.980516	0.8987301	0.94247603	0.9313352	0.69653296	0.9204959	0.9471147	0.99188066	0.9637854	0.9311162	0.9227587	0.977223	0.92581534	0.9745573	0.86913866	0.8305847	0.92813045	0.97692454	0.94681674	0.9588667	0.79485416	0.99449897	0.9470069	0.94785225	0.9086327	0.6149237	0.9320561	0.96492535	0.9244457	0.914185	0.90048337	0.9337866	0.9521197	0.9907333	0.98007977	0.94331807	0.90680385	0.93173754	0.8207465	0.92897624	0.9470884	0.92277765	0.9045534	0.946472	0.9684964	0.95233804	0.9763571	0.94392115	0.9633604	0.9165953	0.9850005	0.85541785	0.95612574	0.92734843	0.77714086	0.9615182	0.9533252	0.8894421	0.93406993	0.96777797	0.9492967	0.957141	0.93267494	0.8448197	0.94969195	0.9219794	0.9167979	0.9310157	0.9330013	0.8562521	0.86624026	0.97631174	0.9616626	0.803666	0.91002923	0.0	0.8946937	0.9142427	0.9384575	0.8440591	0.9129932	0.91301876	0.9156795	0.7768743	0.88209236	0.98100513	0.8941549	0.9074149	0.902158	0.9638686	0.93879634	0.8262447	0.953971	0.9301579	0.91056323	0.9321376	0.93486255	0.93693095	0.9769194	0.7622075	0.92217106
vertrouwen/noun	0.87948185	0.94521093	0.9331242	0.8266992	0.9245478	0.7669362	0.8531992	0.9210621	0.7531136	0.97117	0.91812706	0.8903774	0.9109553	0.7289178	0.8602614	0.71500385	0.7495667	0.787621	0.7160914	0.8479886	0.74390805	0.8240472	0.84160894	0.71053094	0.80068624	0.7006172	0.81057876	0.96364045	0.5792876	0.77880615	0.6024487	0.73153806	0.76528746	0.873289	0.651688	0.61657774	0.7305986	0.75314665	0.6966119	0.8575187	0.59136105	0.48173535	0.80482787	0.8076483	0.8870458	0.7181264	0.67763674	0.81414676	0.79316586	0.81168085	0.78797114	0.6916872	0.6785432	0.7045539	0.85585076	0.87658113	0.7169905	0.68783754	0.5936222	0.6058385	0.8855641	0.7650001	0.5749692	0.6656376	0.88249624	0.7908234	0.5888659	0.8043078	0.9115249	0.7772022	0.63999075	0.7379238	0.848593	0.915119	0.7078154	0.69147587	0.9227776	0.53348887	0.97013485	0.5423378	0.7593556	0.8305473	0.8832115	0.66279703	0.8064357	0.8245996	0.73719615	0.7374408	0.7237037	0.74854374	0.7793286	0.7852799	0.84962624	0.77717066	0.6524935	0.7160514	0.82391965	0.6833087	0.7474326	0.7895781	0.75862247	0.8202511	0.75230354	0.8100587	0.702083	0.64263046	0.6443949	0.7397637	0.61328894	0.7601935	0.6214215	0.6049404	0.62117255	0.6774193	0.57275605	0.7892031	0.87514853	0.86477613	0.83653647	0.6773434	0.89939314	0.8488144	0.5872694	0.80418783	0.7461339	0.7535248	0.5751883	0.7330531	0.77816844	0.8092916	0.6148264	0.75025904	0.7672392	0.7678872	0.8237161	0.6287536	0.739922	0.76189435	0.70804715	0.77667433	0.8005542	0.7934398	0.7940187	0.7545003	0.5853398	0.7635147	0.7189502	0.77393675	0.6912793	0.8946937	0.0	0.71769726	0.91257465	0.77030814	0.81175816	0.7242713	0.7644471	0.68382144	0.639418	0.7076816	0.7397536	0.870224	0.6793716	0.6040015	0.60179526	0.76303375	0.904408	0.69228303	0.88034123	0.92040145	0.8330404	0.6552213	0.8139243	0.7138736	0.7632712
vervolgens/adv	0.9175204	0.9353343	0.89743066	0.82971317	0.7547941	0.95609915	0.76787394	0.9271029	0.5543339	0.95971215	0.8382029	0.8436798	0.94563466	0.8678529	0.88321847	0.91909575	0.92861164	0.8336489	0.8026099	0.86686856	0.91303045	0.8552856	0.90194803	0.8904647	0.85794336	0.8514255	0.8446844	0.9460938	0.96092623	0.7926293	0.71225715	0.5287771	0.527931	0.75912774	0.9315369	0.9314123	0.923293	0.6284204	0.6734381	0.9623024	0.7889831	0.80454063	0.67891514	0.92879266	0.816246	0.75664175	0.7677374	0.807838	0.7680482	0.7718141	0.7662925	0.77742696	0.8978031	0.74270976	0.879304	0.77057993	0.9133716	0.74968743	0.9700732	0.87860477	0.8959279	0.88933223	0.8134025	0.74049723	0.858341	0.62970257	0.78354967	0.82437223	0.8873329	0.75721115	0.86209184	0.87703335	0.7748682	0.90314466	0.7919581	0.78538704	0.83473766	0.6589594	0.89736444	0.9179758	0.8748168	0.95865804	0.74216235	0.85102344	0.7305043	0.87454057	0.67502475	0.9313406	0.81922674	0.7832297	0.77938247	0.7116312	0.86613286	0.826843	0.6034199	0.8596802	0.8865577	0.5430581	0.6576814	0.76101875	0.8212424	0.9025055	0.86257684	0.8188413	0.6877079	0.89162683	0.85765576	0.95196664	0.8567979	0.62870276	0.8365609	0.75834167	0.76491505	0.7608157	0.89797246	0.8302932	0.82094485	0.8117888	0.8693575	0.8454723	0.78534305	0.8084317	0.8859581	0.864477	0.9206068	0.8401755	0.831301	0.87315774	0.84371936	0.79366004	0.8141544	0.6655489	0.7937935	0.68416095	0.8291591	0.806108	0.7170644	0.6984947	0.94762003	0.83224213	0.857532	0.80062765	0.8492527	0.81286037	0.8155569	0.7315453	0.8301702	0.7217809	0.7397299	0.9142427	0.71769726	0.0	0.81827736	0.8196466	0.74459803	0.86175406	0.7487488	0.7824333	0.6492787	0.6714399	0.77574366	0.8277071	0.8261999	0.8597334	0.7152929	0.64951766	0.77319527	0.8355515	0.89074457	0.81129164	0.78541327	0.68677545	0.89724505	0.6468734	0.9276904
voetpad/noun	0.9286824	0.7951336	0.92991006	0.9744174	0.9642529	0.935132	0.96082604	0.95840985	0.96327597	0.9513181	0.9108271	0.9694751	0.89153206	0.94923073	0.96462804	0.91715384	0.92876285	0.821381	0.9485793	0.91192156	0.888874	0.80892336	0.8383798	0.9284203	0.8894748	0.90580404	0.88107735	0.96777666	0.88126105	0.75015426	0.891783	0.8873778	0.80477357	0.80323523	0.8899106	0.9392227	0.9428986	0.9416215	0.7835596	0.9114986	0.83424336	0.8042654	0.8381758	0.9810286	0.7386898	0.67213464	0.8269864	0.81635094	0.8434073	0.8617556	0.84549534	0.86969155	0.9093324	0.89569247	0.9234469	0.66941947	0.9437192	0.8423578	0.9598349	0.9151405	0.63092077	0.86255276	0.90605426	0.9349711	0.82093656	0.88982403	0.9161247	0.9131216	0.8948277	0.87243557	0.6619608	0.87470126	0.8790815	0.8495492	0.91584504	0.7691407	0.8251291	0.7503096	0.87856585	0.8749571	0.97683394	0.9700246	0.7143505	0.9252532	0.9413664	0.87839437	0.9121474	0.9010119	0.7297844	0.7953672	0.8074139	0.93334705	0.9029939	0.8182494	0.702682	0.9721143	0.94530267	0.8538347	0.75986516	0.93442285	0.8087824	0.9671418	0.8831951	0.8349909	0.7422614	0.8861973	0.7798568	0.91182077	0.94171214	0.8283834	0.8914201	0.7923059	0.8000605	0.87350875	0.8811695	0.8400291	0.92674965	0.8040277	0.8388107	0.913167	0.68648	0.8718029	0.91951686	0.88912046	0.91720164	0.91947675	0.91926587	0.81679565	0.6943867	0.6356925	0.89456844	0.90476733	0.78426754	0.8502401	0.55902696	0.9096289	0.8581818	0.895384	0.97074777	0.9067098	0.80154234	0.7253688	0.55303	0.9038491	0.85091686	0.9627065	0.9220462	0.8636583	0.7890815	0.9384575	0.91257465	0.81827736	0.0	0.81184953	0.8544124	0.8806213	0.60960984	0.82660854	0.73163754	0.888646	0.8789081	0.84991646	0.8761202	0.68450975	0.8605124	0.41847962	0.29841334	0.9137937	0.9809088	0.69212097	0.81708187	0.82074803	0.8185333	0.6917393	0.89691055
voldoende/adj	0.9446667	0.9597208	0.94076544	0.96043223	0.95822054	0.9290075	0.9799822	0.85903984	0.913263	0.9870012	0.91559845	0.8584249	0.88802534	0.720443	0.92271185	0.9303133	0.89924276	0.65301394	0.7466632	0.9476987	0.8298738	0.7397331	0.8286946	0.72557414	0.74975526	0.7276186	0.88560736	0.9851376	0.8797678	0.79333997	0.8567585	0.8142039	0.9022072	0.93545187	0.75374234	0.8756358	0.8383553	0.7538178	0.6512908	0.88605285	0.64932835	0.845419	0.82234555	0.95122176	0.8197396	0.7091803	0.75782526	0.77870554	0.70068383	0.7678251	0.7314353	0.74924916	0.86783123	0.77718395	0.8836469	0.8301957	0.74271774	0.7367426	0.868529	0.8046791	0.8291271	0.7233783	0.78217524	0.9201739	0.7851446	0.95850044	0.6836839	0.98342985	0.8509678	0.68894374	0.85808015	0.8175165	0.7248417	0.8902992	0.79641867	0.86526215	0.69116694	0.778367	0.90477276	0.85179126	0.86263597	0.7767325	0.8360775	0.7843806	0.7789911	0.86186683	0.80502033	0.9111995	0.6261171	0.5244294	0.6919762	0.771776	0.8857069	0.66129	0.7614946	0.95200646	0.78176314	0.94918805	0.7905223	0.694095	0.59185994	0.7936984	0.6128968	0.71698475	0.7258844	0.8485917	0.6894164	0.82874966	0.7531555	0.6997855	0.62566525	0.69990003	0.66692173	0.6573508	0.6603043	0.9093803	0.81741226	0.7549948	0.85816574	0.82409143	0.8648187	0.6899538	0.8761379	0.91974825	0.8413739	0.6985916	0.84028125	0.91068476	0.7993816	0.91999775	0.7876966	0.9038287	0.6572952	0.76100105	0.63093925	0.9309683	0.7048939	0.84123594	0.8972155	0.7942991	0.68433523	0.52627206	0.8569876	0.8745148	0.7613781	0.8727586	0.8952752	0.6744195	0.6692888	0.8440591	0.77030814	0.8196466	0.81184953	0.0	0.6467658	0.9010626	0.61956656	0.7258323	0.5786849	0.76938355	0.657995	0.63048244	0.69075793	0.7260886	0.68741006	0.6986574	0.8293942	0.6637812	0.9204076	0.86245847	0.70059437	0.6842984	0.90033484	0.60764706	0.8519455
