	36-jarige/adj	Amerikaans/adj	Amsterdams/adj	Champions/noun	aan/adj	aandeel_beurs/noun	afgelopen/adj	alles/noun	allicht/adv	autonomie/noun	balans/noun	ben/verb	beurs_fonds/noun	bevolking_groep/noun	bezoeker/noun	bilateraal/adj	blessure/noun	blijk/verb	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	contract_uur/noun	dak/noun	democratie/noun	dien/verb	doelman/noun	echter/adv	economie/noun	eer/noun	effect_beurs/noun	electrisch/adj	enigszins/adv	enkel_blessure/noun	ere/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fiets/noun	fonds/noun	fout_DIM/noun	gebied/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	geschonden/adj	gezag/noun	gezondheid_probleem/noun	gisteren/adv	gisterenavond/adv	glorie/noun	goed/adj	golfer/noun	griep/noun	griep_aanval/noun	hart_operatie/noun	helemaal/adv	help/verb	help_mee/verb	herneem/verb	iets/adv	ingreep/noun	installatie/noun	intussen/adv	kan/verb	kerk_toren/noun	kiezer/noun	kliniek/noun	knie_operatie/noun	koers_val/noun	kom_terug/verb	kosten/noun	kraan/noun	krachtig/adj	kwetsuur/noun	laat/adj	laat/verb	land/noun	leiding/noun	letsel/noun	lever/noun	lever_in/verb	licht/adj	lies_blessure/noun	lijk/verb	maand/noun	markt/noun	mede/adv	meer/adv	meteen/adv	middag/noun	middenvelder/noun	misstap/noun	moet/verb	mogelijk/adj	momenteel/adj	muur/noun	naai/verb	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nodig/adj	nog/adv	norm/noun	normaal/adj	olie_prijs/noun	onafhankelijkheid/noun	onbemand/adj	onderhoud/verb	onmiddellijk/adj	oorspronkelijk/adj	op_doffer/noun	opening_fase/noun	operatie/noun	opereer/verb	opnieuw/adv	orde/noun	oud/adj	paars_wit/adj	pas/adv	pas_aan/verb	patiënt/noun	patiënte/noun	ploeg/noun	politiek/noun	populatie/noun	probeer/verb	redelijk/adj	reliëf/noun	reputatie/noun	rij_richting/noun	rust/noun	samenleving/noun	sars/noun	schade/noun	schouder_blessure/noun	situatie/noun	slecht/adj	sluit_post/noun	snel/adj	spectaculair/adj	spel_maker/noun	staat/noun	stijl/noun	strand/verb	systeem/noun	termijn/noun	terug/adv	thuis/adv	thuisploeg/noun	tijd/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	trauma/noun	val_partij/noun	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veerkrachtig/adj	veiligheid/noun	verbeter/verb	verbetering/noun	vergeef/verb	vertrouwen/noun	vervolgens/adv	voet_blessure/noun	voldoende/adj	voldoende/adv	volk/noun	volledig/adj	voorlopig/adj	vrijwel/adv	waarschijnlijk/adj	wat/adv	water_kanon/noun	water_kwaliteit/noun	weeg/verb	weer/adv	wegdek/noun	wereld_gemeenschap/noun	wil/verb	winstwaarschuwing/noun	wonderbaarlijk/adj	woning/noun	word/verb	zal/verb	ziekenhuis/noun	ziekte/noun	zodanig/adj	zuiverheid/noun
veiligheid/noun	0.9023134	0.72473705	0.8760813	0.9094942	0.88379824	0.8638446	0.87896806	0.7335508	0.8165505	0.75933915	0.663119	0.708263	0.89192253	0.66606534	0.7762391	0.68989265	0.90658104	0.8169812	0.9675762	0.9217768	0.6762134	0.8706869	0.9646167	0.9069212	0.49447095	0.522892	0.8595702	0.68206346	0.62867963	0.8103257	0.9154979	0.81271297	0.6090342	0.818773	0.8736711	0.7792731	0.79779	0.793252	0.71042836	0.852564	0.8716525	0.85038066	0.6702686	0.79131246	0.6874602	0.6483555	0.75442624	0.70183146	0.7659184	0.71946216	0.7447245	0.5393125	0.87559843	0.9717913	0.87215817	0.9462976	0.7885334	0.89534855	0.88121545	0.9078878	0.8738593	0.80217564	0.6435989	0.5022218	0.9389843	0.8110105	0.68410206	0.70305914	0.8419563	0.6129296	0.92498064	0.7283658	0.79527867	0.92843497	0.9229642	0.9131852	0.7001003	0.8964253	0.74187005	0.89346564	0.95862186	0.84467196	0.69373083	0.8624176	0.90783805	0.8338249	0.84473366	0.7691519	0.84160966	0.80451965	0.96796185	0.75766486	0.8456021	0.76397103	0.79014474	0.9839247	0.93849677	0.89589226	0.60447586	0.7640429	0.8472494	0.94983673	0.9273914	0.6305529	0.5909951	0.88846505	0.62165964	0.58356273	0.7752692	0.6267693	0.8072401	0.8980145	0.8011775	0.87970376	0.8043598	0.743762	0.8140798	0.8251082	0.92912227	0.80868024	0.8016261	0.83110225	0.6086073	0.87094414	0.80686235	0.87013334	0.6051384	0.724733	0.9300445	0.835145	0.7163367	0.7269275	0.6797428	0.6710652	0.82442176	0.74560666	0.9127534	0.6705	0.5168525	0.8782855	0.7463461	0.9212725	0.52693015	0.8165958	0.77384746	0.72881377	0.6674206	0.8873324	0.73413116	0.96301925	0.96228975	0.5839988	0.62819797	0.7788682	0.9162185	0.76740587	0.81578887	0.7611685	0.6808454	0.6389402	0.8122118	0.82283413	0.93584305	0.8290596	0.9465359	0.7681507	0.7839871	0.0	0.6429138	0.68174374	0.89625704	0.6520603	0.9035562	0.86679727	0.66581315	0.7442442	0.69892025	0.7415239	0.71256864	0.85541594	0.8741783	0.7906992	0.8307398	0.44028062	0.85399014	0.75801706	0.7539064	0.7085912	0.7454636	0.88435924	0.7711958	0.7416477	0.7537187	0.6776668	0.8816866	0.91991544	0.5553864	0.751133
verbeter/verb	0.88088465	0.69670343	0.73709834	0.84697396	0.7468164	0.73408335	0.7502629	0.82791805	0.8658846	0.8263769	0.7479538	0.7218329	0.8779853	0.7312858	0.82284087	0.78928494	0.89086837	0.67297304	0.88344723	0.8079181	0.689934	0.66047704	0.9299986	0.928663	0.6814226	0.6084243	0.95762354	0.66357595	0.59170854	0.9216517	0.82303715	0.80328393	0.6952068	0.8904637	0.88891995	0.73802173	0.6288768	0.75862145	0.5741435	0.89559823	0.80989325	0.9038284	0.6690085	0.81484663	0.73208743	0.6915184	0.8850224	0.75923944	0.6855557	0.8843777	0.714985	0.7757988	0.7812692	0.8847904	0.8467257	0.9297348	0.74699795	0.89203995	0.92592007	0.9016453	0.74703276	0.8246155	0.56684595	0.62443715	0.77202606	0.64710724	0.67076695	0.7882246	0.64282876	0.6843832	0.9440759	0.8094	0.7699503	0.8686192	0.76255375	0.88784045	0.6054534	0.82903194	0.68947875	0.89684224	0.91841406	0.91050094	0.52103925	0.9627403	0.8586643	0.83943856	0.8431059	0.77228236	0.89377487	0.79195434	0.73642075	0.78108144	0.7378526	0.81686676	0.83557475	0.8099255	0.9685797	0.9006985	0.65426654	0.61569315	0.75665444	0.9568895	0.91653365	0.647367	0.67503166	0.95530146	0.7599819	0.6953359	0.8586704	0.67467606	0.64139557	0.6075001	0.8556837	0.8885022	0.712144	0.78568363	0.80166054	0.8479429	0.8885051	0.71466696	0.7157028	0.72979057	0.7180518	0.85052663	0.89020425	0.83116245	0.45611912	0.67960346	0.8783422	0.93301857	0.77217656	0.6796806	0.79059535	0.5934665	0.8339806	0.86162996	0.7523584	0.8704962	0.64482373	0.8775189	0.6528803	0.9248854	0.69509006	0.58238375	0.74216306	0.6473103	0.7292638	0.94890505	0.6800365	0.81160545	0.9701938	0.52524626	0.63106215	0.8825427	0.7483821	0.85560703	0.7937281	0.67502046	0.6381774	0.6965201	0.8897917	0.8783491	0.84718883	0.6588973	0.7933696	0.7839414	0.7597133	0.6429138	0.0	0.21422589	0.9184556	0.7170185	0.7102173	0.91636026	0.6798047	0.80187505	0.7831609	0.65581197	0.74374926	0.6930419	0.7732649	0.7063829	0.9256124	0.69335103	0.6810226	0.7550643	0.789026	0.8131721	0.74745345	0.7869639	0.6432235	0.8584901	0.6172224	0.61260533	0.83926266	0.87814695	0.49960697	0.92578787
verbetering/noun	0.98826706	0.6728158	0.81968427	0.95776784	0.64447993	0.7146878	0.7969234	0.8707682	0.9232067	0.87106	0.84113234	0.7308177	0.83731383	0.92282504	0.84941155	0.86221296	0.85500133	0.713546	0.8568109	0.9987809	0.63010323	0.7496127	0.7587775	0.9126033	0.7228876	0.69920236	0.9388171	0.6947657	0.6014252	0.99398136	0.75541073	0.84966326	0.8185143	0.8461727	0.9485496	0.730082	0.66226053	0.79816383	0.7014409	0.8992755	0.86098886	0.892167	0.80120516	0.85763127	0.8855499	0.7056424	0.9174789	0.82417446	0.79776156	0.92866445	0.7442561	0.8427318	0.7738493	0.8877992	0.87652826	0.93728125	0.8606621	0.9367807	0.89022565	0.84136134	0.76715744	0.86115336	0.7341987	0.6331126	0.74958545	0.62670624	0.60181123	0.78593683	0.7658726	0.74985635	0.9518352	0.902912	0.81169385	0.88790953	0.7632201	0.9000684	0.7157473	0.8627647	0.68621385	0.85272753	0.94560254	0.9091041	0.59311146	0.94472015	0.8435873	0.92843133	0.8632986	0.7069646	0.80940723	0.7795105	0.816044	0.7800267	0.77346456	0.9133009	0.88270676	0.7294228	0.974339	0.88719386	0.71836144	0.67759037	0.8325514	0.9511345	0.98234653	0.80481106	0.82156247	0.99457556	0.84124863	0.7323115	0.8817454	0.8024324	0.75889176	0.5723939	0.90160376	0.8206509	0.8102974	0.8768833	0.9132468	0.8430767	0.8373459	0.75978327	0.8405805	0.84374267	0.7818698	0.8679812	0.9564007	0.8591116	0.6183865	0.77255815	0.91460896	0.9777904	0.83270013	0.78984094	0.8304289	0.6788305	0.7973554	0.9473012	0.73860824	0.8932246	0.7979505	0.85576725	0.6455708	0.88777804	0.72888035	0.67750615	0.7983991	0.7348275	0.7265947	0.91937137	0.7474912	0.8377962	0.97824794	0.5835675	0.66660726	0.9294126	0.8120961	0.81751144	0.8981004	0.6698034	0.777339	0.70668715	0.9530855	0.91422933	0.81261086	0.5982007	0.7176788	0.8966893	0.7317429	0.68174374	0.21422589	0.0	0.9233288	0.733769	0.8178976	0.8774957	0.7523563	0.80946594	0.8756511	0.7384181	0.7773161	0.7306938	0.7843804	0.71821773	0.9427074	0.695473	0.6349844	0.80461746	0.7797091	0.8834336	0.73646617	0.79699886	0.7753221	0.8633389	0.70629895	0.6257216	0.8426803	0.93401	0.69632685	0.96822065
vergeef/verb	0.8028654	0.9106436	0.99703026	0.96268356	0.90312934	0.9699301	0.96817136	0.52514315	0.71073717	0.9209551	0.9592496	0.7822521	0.9966488	0.8839912	0.9294232	0.96589327	0.8634668	0.9206298	0.8506141	0.9779023	0.9875895	0.9078423	0.9701258	0.9726298	0.83146614	0.84383893	0.8705071	0.73071814	0.9463901	0.9785439	0.9687301	0.9493651	0.8834562	0.93938637	0.96450126	0.8795636	0.8992854	0.63693416	0.91111577	0.9307872	0.9839537	0.45553648	0.9176048	0.9699305	0.9194288	0.88807774	0.856209	0.90637356	0.9509545	0.9267671	0.9254831	0.92420304	0.9178803	0.96501434	0.78297275	0.9636724	0.88128716	0.98708296	0.95250195	0.9380853	0.93811285	0.8600835	0.8348163	0.9063565	0.90971357	0.92003316	0.94097763	0.9514361	0.8908801	0.5829797	0.96529025	0.67695296	0.9652996	0.9335613	0.9581365	0.87433004	0.9091239	0.9522604	0.9104199	0.92592907	0.94410104	0.85000426	0.8870046	0.87336427	0.94344366	0.9715684	0.8722433	0.9591435	0.93213856	0.8028145	0.9797824	0.9462205	0.9041428	0.6807153	0.6794678	0.9513356	0.8556429	0.48330563	0.7358495	0.72203016	0.9204335	0.9768836	0.90735084	0.92496455	0.81084067	0.9378788	0.7266911	0.89523613	0.78260714	0.96411806	0.8283038	0.9628862	0.8897014	0.958662	0.96484894	0.69605994	0.9439709	0.8926352	0.9557593	0.9195852	0.8537921	0.8884013	0.85580283	0.94641286	0.9319583	0.89821965	0.88294464	0.9544557	0.99234575	0.8007522	0.88643885	0.92407185	0.76320887	0.89797115	0.93686914	0.9641365	0.95186234	0.9403553	0.94905674	0.9535356	0.8830143	0.9391141	0.9272348	0.98128396	0.88990015	0.73606664	0.9790588	0.9383736	0.90026915	0.9593011	0.989561	0.8661074	0.9166049	0.9027156	0.8854501	0.85019076	0.9172258	0.9338474	0.8625173	0.9389558	0.8918248	0.93420535	0.9439388	0.9291396	0.9755322	0.79605186	0.83003956	0.89625704	0.9184556	0.9233288	0.0	0.8457506	0.8586552	0.9425127	0.81797546	0.85865474	0.6863727	0.9284417	0.92811096	0.76209974	0.83629835	0.8495303	0.9702354	0.97706175	0.9791002	0.8068656	0.97625595	0.88296914	0.73558795	0.9939474	0.9260453	0.9594104	0.790194	0.6300148	0.9327055	0.9654487	0.92333394	0.87486184
vertrouwen/noun	0.920933	0.46615332	0.7060398	0.8306501	0.8665841	0.75143445	0.86099845	0.89155823	0.8530288	0.76216614	0.8582395	0.7600733	0.88641864	0.7462294	0.8349741	0.9206817	0.85265994	0.70072913	0.8551106	0.88538706	0.46333694	0.89180034	0.9490524	0.9742365	0.36756253	0.71608067	0.82375306	0.7001999	0.5927582	0.6307758	0.8259461	0.9274949	0.574266	0.8698231	0.92794317	0.87835747	0.8578067	0.946072	0.7402364	0.9821505	0.6904535	0.8690257	0.75409794	0.95602965	0.7751198	0.81979954	0.49610126	0.3732577	0.9593926	0.59727204	0.59481514	0.4816141	0.9356874	0.8160272	0.9400016	0.95650077	0.7798934	0.8766794	0.93806064	0.8385162	0.88241845	0.8741251	0.8166803	0.8401292	0.83446175	0.7416193	0.85787797	0.9351937	0.73166007	0.77974707	0.9725398	0.43758225	0.91283506	0.8724254	0.8430057	0.82514286	0.9038884	0.92061114	0.7665647	0.8849485	0.84589696	0.82473767	0.6452109	0.8466349	0.9361534	0.9028597	0.8900809	0.8435211	0.890645	0.7460202	0.8163414	0.54270446	0.7870949	0.71998596	0.8756756	0.9110216	0.89698803	0.88131845	0.80348593	0.8474637	0.8163212	0.9674705	0.9691737	0.7893879	0.7319019	0.8438038	0.7891777	0.7014115	0.81108344	0.69885164	0.876959	0.7436326	0.72104776	0.9577547	0.9346262	0.7819371	0.8344643	0.76800716	0.8269083	0.74312854	0.83500904	0.74682796	0.7749615	0.889156	0.8357368	0.89522207	0.82718605	0.8961802	0.9655493	0.7643021	0.45085	0.8746935	0.6866053	0.7649003	0.948037	0.5665115	0.95863473	0.78925693	0.5268147	0.87174654	0.735368	0.8891213	0.90812045	0.74930835	0.8448907	0.8577339	0.78926635	0.88076746	0.72562003	0.9243743	0.9064413	0.7481675	0.79219484	0.8897534	0.890095	0.80673194	0.81530416	0.90211725	0.8452233	0.87190264	0.7677026	0.6539843	0.977905	0.5926978	0.83183724	0.80412674	0.6756084	0.6520603	0.7170185	0.733769	0.8457506	0.0	0.87181497	0.90950906	0.6709249	0.8439313	0.68450165	0.857856	0.84007746	0.7243787	0.83680767	0.6936401	0.9278253	0.87333435	0.7570455	0.6096235	0.94512707	0.79265285	0.8666014	0.7710059	0.89528924	0.9471533	0.8943985	0.7624755	0.9632246	0.9443057	0.6633799	0.79263926
vervolgens/adv	0.8230307	0.9578438	0.8467925	0.9123824	0.6919744	0.9259961	0.93767446	0.7581717	0.77978987	0.8506989	0.8985717	0.9354149	0.87008506	0.8669644	0.7685947	0.89360696	0.86739904	0.85466886	0.86369586	0.87891716	0.9636476	0.7636349	0.92469	0.7231326	0.89668363	0.59251153	0.855155	0.70385057	0.91977715	0.9611047	0.8378407	0.68371344	0.8729285	0.85442895	0.9094621	0.7510638	0.7046137	0.77895844	0.7025826	0.68869776	0.86011827	0.7599479	0.8150183	0.8296357	0.8097437	0.76538134	0.9541617	0.9009793	0.89647025	0.8572069	0.94551873	0.8745939	0.8493983	0.7923827	0.75179327	0.9405957	0.9005836	0.9200043	0.9342863	0.9304122	0.84087896	0.80715	0.7417865	0.89040875	0.78119653	0.7855392	0.793501	0.6976966	0.7194129	0.7994495	0.898077	0.84987843	0.6598089	0.8181344	0.89193916	0.7835958	0.8298837	0.66641545	0.72262025	0.8606174	0.81628084	0.65228236	0.80039513	0.7786001	0.79843044	0.70078576	0.8597784	0.7618541	0.8719748	0.98443156	0.94569886	0.9049772	0.8258958	0.7984654	0.7406827	0.69552386	0.8518697	0.8699137	0.6282753	0.73864084	0.80624276	0.5865388	0.5106393	0.89582705	0.8081783	0.8519827	0.87181866	0.7791835	0.81035715	0.8825243	0.84163415	0.90931165	0.927236	0.84797686	0.730414	0.6193485	0.7537259	0.7571156	0.8488353	0.7479291	0.6473496	0.6448832	0.8445458	0.8614286	0.7969413	0.7720182	0.75650495	0.77818173	0.93518716	0.8553199	0.9312133	0.8717488	0.78184134	0.8928508	0.7538584	0.98465925	0.8178187	0.82450366	0.8280786	0.90251595	0.70895445	0.8132747	0.89785904	0.8872989	0.8071569	0.8264905	0.90607846	0.8379091	0.8450675	0.78036124	0.74898183	0.7241838	0.8901596	0.7919405	0.7718668	0.69278544	0.9205001	0.8025557	0.72802734	0.80233246	0.9250588	0.9007457	0.7817088	0.6316645	0.7791518	0.7654759	0.85996246	0.9035562	0.7102173	0.8178976	0.8586552	0.87181497	0.0	0.88374466	0.8555063	0.9401828	0.91046065	0.7297537	0.8590241	0.8109696	0.749268	0.6298125	0.6833271	0.96832234	0.8240335	0.6534316	0.75151634	0.8126012	0.87049735	0.92510104	0.8523286	0.808653	0.59711456	0.77243483	0.7559209	0.84656537	0.6878721	0.96479017
voet_blessure/noun	0.5605424	0.978392	0.8837423	0.7700837	0.8100985	0.8690898	0.7639174	0.8966803	0.43788862	0.9679064	0.85926074	0.80083483	0.75890017	0.92822355	0.7545861	0.9265336	0.3242849	0.76613635	0.559771	0.95007354	0.8725645	0.99292815	0.42269695	0.9395835	0.9913021	0.85015965	0.4167078	0.71135616	0.9319302	0.9726693	0.8591629	0.8960089	0.9191166	0.21113831	0.9516433	0.69811213	0.75551337	0.73808205	0.866871	0.8487345	0.85857993	0.71662724	0.8781763	0.8646365	0.93998843	0.9087923	0.991748	0.97705376	0.9004804	0.7560679	0.9655108	0.9100034	0.65325963	0.76160824	0.68831384	0.9500723	0.8748918	0.9228869	0.3960278	0.5007241	0.5657543	0.86588395	0.91338414	0.9357795	0.49044055	0.86225635	0.762988	0.9512529	0.8542932	0.73363686	0.96036434	0.90690935	0.8414146	0.533582	0.8581604	0.7198111	0.9329312	0.96825993	0.90773547	0.33258027	0.8192224	0.6523702	0.94258803	0.84796053	0.50119007	0.6757802	0.83826023	0.58351177	0.12866116	0.71014875	0.83772665	0.79043984	0.8581423	0.9011023	0.80063987	0.8527927	0.33133948	0.85886824	0.8018579	0.86784095	0.7204405	0.9029839	0.920937	0.9353416	0.77296287	0.6261473	0.7591756	0.83668524	0.71390295	0.98673254	0.8119788	0.8317044	0.9303627	0.9306759	0.9223845	0.8137411	0.98799	0.7607027	0.7983115	0.7306818	0.6129953	0.6863305	0.80099314	0.9029083	0.6437157	0.6890106	0.87108076	0.69781953	0.8090627	0.6598989	0.9378567	0.838467	0.8899318	0.8872955	0.9323895	0.9789314	0.93075305	0.6584306	0.96103954	0.79853535	0.7932339	0.33302933	0.9118301	0.9447572	0.8109752	0.91445494	0.95030403	0.39747274	0.961583	0.8235311	0.7427462	0.8626685	0.93961054	0.6077348	0.83903706	0.71417093	0.8513755	0.8685834	0.6629535	0.84412116	0.8765549	0.82458746	0.59086347	0.82220805	0.85495406	0.9350999	0.86892414	0.86679727	0.91636026	0.8774957	0.9425127	0.90950906	0.88374466	0.0	0.64503133	0.88852173	0.99669856	0.7791363	0.8456401	0.91341126	0.6827663	0.82559544	0.9346115	0.903278	0.767285	0.86995983	0.8626127	0.9379039	0.9469838	0.7999938	0.8036463	0.8491598	0.6977352	0.8169148	0.58110213	0.6815775	0.83177125	0.9528907
voldoende/adj	0.9097806	0.8654852	0.7861885	0.83766764	0.8781027	0.80262774	0.8403499	0.77357996	0.572981	0.8059467	0.7584179	0.7496103	0.86588943	0.83260226	0.80134356	0.84147143	0.6451453	0.6906482	0.79078144	0.9726507	0.7498427	0.82559514	0.7832769	0.8875276	0.7291311	0.6992413	0.7285943	0.49585205	0.8137369	0.8596916	0.8551929	0.8531595	0.66838175	0.5767877	0.96064156	0.5594195	0.63009834	0.5838709	0.7062377	0.819356	0.85385484	0.76934975	0.65089315	0.82455665	0.7072852	0.7343092	0.80383927	0.7108421	0.7602329	0.6643837	0.8284703	0.734656	0.6713486	0.84710634	0.6861838	0.9842124	0.7914277	0.8637273	0.6880526	0.70583713	0.79963994	0.67922145	0.7834128	0.8682755	0.660097	0.69084096	0.6695123	0.839631	0.61718327	0.5624188	0.95381415	0.72517157	0.8263793	0.76758945	0.8362237	0.79583126	0.7098063	0.8633424	0.70066893	0.6580974	0.7726788	0.75599563	0.7301892	0.72732913	0.73717034	0.76300097	0.8073909	0.6530571	0.594723	0.6976377	0.9130316	0.82972044	0.734969	0.6180078	0.797849	0.89281595	0.7775639	0.87213236	0.64486754	0.6723593	0.779452	0.97518945	0.9353129	0.7704167	0.5856707	0.76878434	0.5723009	0.48208678	0.68660176	0.73295593	0.57635474	0.8146236	0.8193291	0.81234795	0.8777486	0.7578839	0.7955261	0.8082552	0.86114156	0.71192926	0.67362314	0.74878335	0.5551269	0.90138906	0.83540344	0.7718076	0.7796402	0.711349	0.8255592	0.769408	0.81419504	0.61033595	0.6691849	0.6549143	0.84758335	0.81601286	0.8391199	0.7583989	0.7250321	0.7822226	0.72106826	0.7102337	0.80018306	0.8791714	0.7600126	0.62932277	0.7159878	0.7288348	0.82294774	0.8216412	0.88915455	0.7825657	0.78349316	0.6676127	0.7885417	0.8309833	0.7493076	0.6662173	0.5703397	0.87052196	0.88036853	0.78908867	0.79318327	0.66750896	0.74701715	0.65200824	0.8116579	0.66581315	0.6798047	0.7523563	0.81797546	0.6709249	0.8555063	0.64503133	0.0	0.6260857	0.84755	0.61705995	0.7471626	0.78138524	0.6611649	0.6794531	0.9194058	0.84115213	0.75075805	0.7191664	0.8426739	0.77783215	0.85870016	0.8097475	0.7700921	0.8370378	0.6866688	0.64265096	0.7586289	0.65606886	0.6086038	0.86636895
voldoende/adv	0.95648456	0.8825272	0.93000174	0.82973844	0.82714313	0.81702006	0.8080877	0.8172753	0.81357104	0.9889783	0.82645077	0.8232564	0.9608367	0.8941584	0.9405585	0.9454998	0.90003675	0.8377063	0.75077176	0.96722287	0.8645683	0.9023621	0.9792338	0.9565857	0.81305426	0.78803915	0.93647313	0.7215742	0.8021456	0.9830357	0.9422113	0.9302923	0.8620119	0.84329814	0.9373077	0.7951823	0.89505696	0.852747	0.8850804	0.96001077	0.9207731	0.88287103	0.8879456	0.9053372	0.780602	0.86266387	0.8717804	0.8452608	0.87501466	0.94215626	0.8198897	0.8705716	0.7754922	0.9415437	0.88145053	0.9681476	0.88367563	0.8928453	0.9155655	0.90993774	0.81425	0.8005001	0.70272493	0.8811159	0.83585477	0.8025265	0.56125236	0.8619797	0.85740113	0.7653637	0.96955335	0.7035668	0.7739989	0.77594024	0.9115825	0.81990856	0.71342313	0.93168116	0.8261846	0.8462138	0.85336995	0.82877326	0.92061365	0.8176386	0.77695596	0.910387	0.98563725	0.71295345	0.89668405	0.64137715	0.8067142	0.9260313	0.8744892	0.76601535	0.8988194	0.9418013	0.77242494	0.85592544	0.6317797	0.7939165	0.6244439	0.9785655	0.96023065	0.83999234	0.78405076	0.81980675	0.7715174	0.5541338	0.7981928	0.83731234	0.77396154	0.8549258	0.9323601	0.9176767	0.94104284	0.8610723	0.9423514	0.9258692	0.94231445	0.58565766	0.6363877	0.826413	0.83415365	0.9151602	0.9068257	0.7211652	0.83571637	0.6349945	0.53712523	0.9246373	0.78102267	0.8954532	0.87927794	0.7292728	0.8139271	0.9464859	0.87115455	0.8324223	0.7819101	0.866073	0.82200396	0.8792519	0.8619792	0.93759435	0.6533855	0.8482692	0.8760523	0.87303317	0.9153218	0.8698633	0.9726315	0.86398417	0.74266595	0.7038645	0.72489905	0.9507735	0.9200148	0.7386726	0.7789519	0.7240838	0.8228302	0.90368736	0.83801764	0.87259966	0.9228724	0.88118535	0.8476973	0.7442442	0.80187505	0.80946594	0.85865474	0.8439313	0.9401828	0.88852173	0.6260857	0.0	0.91423494	0.7455653	0.83088124	0.9336154	0.74959123	0.8270098	0.9207127	0.86596894	0.8491269	0.7729821	0.91586363	0.79961723	0.8576087	0.908138	0.8552047	0.97613186	0.83833706	0.69417197	0.63234353	0.85523766	0.8744681	0.85097915
volk/noun	0.884024	0.67894685	0.91571784	0.91140234	0.953921	0.8042079	0.96917826	0.7258032	0.8528331	0.54379815	0.8215376	0.8000672	0.8830308	0.6393447	0.9342951	0.80829	0.97879136	0.9235692	0.87138224	0.84205496	0.84031993	0.93072295	1.0	0.9358254	0.3635471	0.6408348	0.9157419	0.8303469	0.6807329	0.78726757	0.83490604	0.94563293	0.885849	0.9835343	0.7688799	0.95341843	0.8797124	0.85420287	0.77778393	0.98492455	0.91834897	0.85356385	0.68771595	0.8429091	0.6661676	0.84690666	0.40803677	0.5491999	0.79730326	0.88226646	0.6371802	0.5373643	0.9640892	0.9236839	0.89213765	0.81524926	0.8203194	0.77116454	0.9860715	0.96724147	0.9661401	0.8856496	0.7953976	0.8232213	0.9178409	0.9542005	0.92067546	0.9017319	0.8716792	0.823147	0.84849834	0.5531676	0.9287267	0.98051333	0.9474256	0.90648645	0.91472715	0.96332586	0.7726059	0.964239	0.9713946	0.9013834	0.5682233	0.9005556	0.9757811	0.9481623	0.8792105	0.9800519	0.9932151	0.8594781	0.995692	0.74778384	0.85511816	0.8457036	0.89137304	0.9617485	0.96498483	0.7705682	0.82229376	0.89026624	0.9338217	0.94195944	0.89004356	0.8083284	0.8441582	0.95232695	0.8371324	0.8189777	0.9076957	0.6411318	0.86785924	0.9392332	0.48317146	0.9097081	0.788483	0.7879856	0.65336984	0.9835927	0.96632266	0.89682007	0.8449402	0.86290157	0.73429155	0.8291842	0.9264714	0.9907944	0.8830267	0.8657762	0.95731366	0.9301635	0.5030378	0.93255484	0.9088757	0.7759551	0.9485595	0.74206674	0.97085524	0.89236486	0.55257255	0.9511032	0.9193543	0.9625014	0.9096946	0.80584854	0.8415861	0.89220834	0.9546345	0.9494487	0.45483875	0.88643336	0.9929467	0.7684593	0.8347041	0.87751466	0.95527273	0.96681803	0.96298474	0.8794521	0.8942602	0.8126837	0.62480724	0.90365106	0.99027467	0.918291	0.9285687	0.7642647	0.787322	0.69892025	0.7831609	0.8756511	0.6863727	0.68450165	0.91046065	0.99669856	0.84755	0.91423494	0.0	0.8299109	0.91458154	0.8676357	0.92399955	0.85173625	0.9873085	0.8892184	0.89091676	0.8670143	0.88292164	0.5973079	0.7281403	0.8715142	0.9314116	0.96611327	0.85564953	0.7819636	0.9749409	0.97415966	0.6809404	0.5527164
