	tegenslag/noun	men/pron	verhouding/noun	zich/pron	speler/noun	spier_pijn/noun	soms/adv	wieler_sport/noun	behoorlijk/adj	provincie_raad_lid/noun	door/prep	golfplaat/noun	gewoon/adj	angst/noun	overigens/adv	Chris/name	Verhaegen/name	pijn/noun	zo/adv	dag/noun	ertegen/pp	nauwelijks/adv	Schneider/name	hitte/noun	hier/adv	zodat/comp	ik/pron	lucht/noun	twijfel/noun	snel/adj	stank/noun	daarom/pp	alleen/adv	blijkbaar/adj	als/comp	bovendien/adv	zonder/prep	Ronaldo/name	student/noun	verdriet/noun	wereld_DIM/noun	mentaal/adj	tijdens/prep	maar/adv	simpelweg/adv	's/adv	thuis/adv	eerst/adv	er/adv	wanneer/comp	weekend/noun	binnen/adv	zodra/comp	om/comp	andapos;s/adv	huid/noun	niet/adv	dan/adv	eenmaal/noun	tot/adv	evenwel/adv	voor/comp	nog/adv	werk/noun	Lelièvre/name	meestal/adv	me/pron	ze/pron	daar/adv	geur/noun	mij/pron	uzelf/pron	sinds/comp	even/adj	plots/adj	verschrikkelijk/adj	volgens/prep	toen/comp	kaas/noun	beetje/noun	tegen/prep	evengoed/adv	ondanks/prep	makkelijk/adj	bijna/adv	wel/adv	vaak/adj	zeeman/noun	haar/pron	karakter/noun	toch/adv	gips/noun	pupil/noun	net/adv	wat/pron	weer/adv	intussen/adv	anders/adj	Lance/name	Amsterdammer/noun	amper/adv	dat/det	kind/noun	we/pron	leven/noun	al/adv	bloem/noun	hem/pron	ziel/noun	week/noun	beton/noun	hen/pron	hij/pron	concurrentie/noun	eind/adv	zolang/comp
bloem/noun	0.90643036	0.88469857	0.91835225	0.8813238	0.90977407	0.89384675	0.79444635	0.8537026	0.8809805	0.9371417	0.8245363	0.80199957	0.8129244	0.8974025	0.91095114	0.948827	0.91298985	0.8697608	0.8695509	0.8401366	0.8946709	0.90190583	0.89495504	0.7925732	0.8103638	0.74786735	0.88222677	0.6843864	0.9349601	0.9044885	0.76330525	0.90335375	0.85400784	0.88722074	0.8765145	0.86273766	0.85792685	0.8822329	0.8828258	0.83093655	0.8690502	0.93236893	0.9267091	0.8860663	0.85634345	0.83463866	0.8338717	0.8566113	0.85676515	0.8213097	0.8892778	0.7471218	0.79424703	0.86882305	0.84965664	0.6778451	0.94047266	0.8657813	0.82650566	0.9349154	0.9096314	0.85818744	0.8889921	0.839969	0.91779786	0.75918853	0.87926376	0.76702946	0.81030285	0.58806574	0.8819734	0.89904445	0.92626375	0.83448684	0.8133011	0.8909552	0.9618862	0.89972705	0.5359762	0.8302206	0.9310876	0.8090426	0.9097109	0.8828836	0.85591316	0.92704713	0.8641501	0.8344582	0.7767999	0.8430115	0.888695	0.8018117	0.87621933	0.8924192	0.91897416	0.8321339	0.8635632	0.9408499	0.8927233	0.89357823	0.85975295	0.9209633	0.8538116	0.8819489	0.8800586	0.9087833	0.0	0.84223723	0.78668916	0.9413501	0.6783278	0.8705474	0.84956956	0.9417814	0.94428384	0.90548134
hem/pron	0.8236221	0.6641879	0.9004918	0.71396244	0.79433674	0.8516886	0.7159375	0.8101193	0.81386966	0.90164834	0.7069017	0.91906476	0.7510751	0.7892	0.7328224	0.9198698	0.8744929	0.7836668	0.76008046	0.85854864	0.78850406	0.72771883	0.8339903	0.85936904	0.7623083	0.78998613	0.5924207	0.87019914	0.85825473	0.7949429	0.8165611	0.6835872	0.8045261	0.6823309	0.66784084	0.73669374	0.8544292	0.81117547	0.8478261	0.77730423	0.7906343	0.8682642	0.8757882	0.7492306	0.72114563	0.8671303	0.7794041	0.7345643	0.8212443	0.6709582	0.91286707	0.83240056	0.74018884	0.6949488	0.867707	0.8452858	0.64746475	0.68563914	0.7604209	0.79480505	0.75654715	0.76953113	0.7654291	0.8537023	0.78131545	0.778391	0.41111708	0.45404422	0.761112	0.83712476	0.38371325	0.6902598	0.8388411	0.72094405	0.7304261	0.77226466	0.8510724	0.70996785	0.9075811	0.76145446	0.8737461	0.797087	0.9005219	0.78009045	0.88980234	0.704528	0.7266243	0.80676275	0.16091561	0.8827776	0.6980032	0.879393	0.76898664	0.80723083	0.6735822	0.74016005	0.7819018	0.81735915	0.8118136	0.7687201	0.8604553	0.69175327	0.76369214	0.68984485	0.80843425	0.8248072	0.84223723	0.0	0.81132185	0.85971135	0.88081306	0.26451212	0.44062573	0.86357987	0.9035598	0.7732424
ziel/noun	0.88283086	0.84811866	0.8523692	0.86998576	0.8924193	0.9030589	0.74711144	0.8236791	0.8618872	0.9497516	0.83515376	0.87586075	0.83507395	0.7423789	0.91269636	0.9427462	0.92799056	0.72526896	0.8355932	0.8999229	0.86005664	0.86673075	0.8835562	0.83565664	0.822374	0.8317026	0.81773037	0.803206	0.8545272	0.9034848	0.83657014	0.88063675	0.8284527	0.82330906	0.81871015	0.877041	0.8452451	0.8787904	0.858618	0.68254864	0.8253867	0.8839117	0.9272711	0.8460255	0.8506553	0.91718113	0.8813404	0.87805945	0.8697253	0.79252845	0.9262379	0.83591455	0.8179427	0.8538356	0.9183756	0.6628309	0.8763944	0.8519981	0.84504557	0.8939059	0.8897552	0.85056233	0.8684745	0.8607611	0.9207592	0.827616	0.83214414	0.7586472	0.8308457	0.77843285	0.8166015	0.8180552	0.87906545	0.844345	0.8148818	0.8061995	0.93724376	0.8878415	0.8592086	0.7763877	0.9063526	0.7718908	0.9116466	0.8844119	0.8504034	0.8911684	0.8220513	0.7791787	0.7528037	0.761022	0.8438063	0.870382	0.86264175	0.89310735	0.8633964	0.867692	0.85794294	0.8912348	0.90958875	0.85393995	0.8763984	0.877274	0.80212235	0.8636934	0.71061075	0.9045999	0.78668916	0.81132185	0.0	0.9524625	0.82364994	0.8381164	0.8014667	0.93443644	0.95366555	0.8476733
week/noun	0.838632	0.8918211	0.9207975	0.8818186	0.7586592	0.8882896	0.8972299	0.88420194	0.87144536	0.92210233	0.8578015	0.9406862	0.909441	0.94208217	0.8370038	0.92842114	0.8880005	0.9080668	0.889795	0.4051841	0.9094969	0.8769031	0.8709693	0.8833601	0.86884165	0.8237542	0.85777634	0.94735056	0.8915638	0.86100626	0.9212902	0.82740355	0.93121463	0.92466354	0.85089636	0.87397265	0.88221467	0.80455077	0.87095344	0.93320864	0.91866213	0.8727168	0.66465986	0.87462026	0.9020755	0.8418119	0.7927898	0.75773674	0.82144976	0.80583435	0.5854807	0.8988632	0.79334	0.8576802	0.8622696	0.95647717	0.913337	0.85292697	0.7851576	0.8186565	0.82093203	0.72479486	0.7413558	0.87900776	0.8890398	0.86842537	0.9178578	0.8215588	0.83788025	0.955506	0.923696	0.9003369	0.71908724	0.82322973	0.83430254	0.8961644	0.8506445	0.7270004	0.9644405	0.92957157	0.7896606	0.88739747	0.855452	0.9226177	0.80761725	0.91540045	0.88191605	0.87251794	0.88933134	0.9498079	0.8885895	0.79063076	0.8640067	0.80363494	0.93526936	0.7748463	0.70575213	0.9218252	0.8794713	0.815045	0.74660206	0.9166767	0.86681616	0.7990608	0.87170297	0.6535484	0.9413501	0.85971135	0.9524625	0.0	0.9317306	0.8571061	0.73619676	0.9151624	0.6546774	0.8428891
beton/noun	0.87822366	0.8298499	0.8880387	0.88223296	0.9149922	0.8836355	0.78922975	0.8584671	0.8204732	0.93351394	0.75953025	0.58619946	0.8162624	0.87014633	0.88337326	0.9637873	0.9148163	0.88340646	0.85865927	0.8693217	0.86131346	0.830894	0.9214111	0.7076551	0.81146234	0.6263805	0.8923668	0.66080475	0.9051006	0.82848305	0.7525841	0.8608683	0.83462715	0.8612634	0.8777552	0.77876127	0.84424937	0.9016544	0.8859394	0.8642567	0.87397575	0.8930953	0.9311526	0.8682566	0.8092839	0.8665255	0.88848865	0.8047416	0.82081085	0.8215819	0.89793307	0.7228513	0.771851	0.82824975	0.8624363	0.66583574	0.88803166	0.8581588	0.81027865	0.88376826	0.84968305	0.82708734	0.86922586	0.8574734	0.9192293	0.77608573	0.88906723	0.8077712	0.7846549	0.72285616	0.89486504	0.8835723	0.8929064	0.8576362	0.7654444	0.86646104	0.9340337	0.8571197	0.73167074	0.832859	0.9020716	0.8088587	0.8902465	0.83096856	0.84461236	0.9101944	0.8398576	0.8504635	0.84339553	0.8409937	0.8704736	0.7195618	0.88222224	0.8766016	0.9191741	0.810862	0.8437054	0.91543883	0.9261714	0.870034	0.8353821	0.87177306	0.90965337	0.8580387	0.8890361	0.894611	0.6783278	0.88081306	0.82364994	0.9317306	0.0	0.87936425	0.86218894	0.87559897	0.90652764	0.8644156
hen/pron	0.8361467	0.6727216	0.8886581	0.70594966	0.7948765	0.87575436	0.761835	0.8213221	0.8323406	0.9113804	0.7025558	0.9113732	0.7726685	0.76415807	0.77162606	0.94706595	0.9002989	0.8248657	0.8009037	0.8263098	0.7861359	0.73637044	0.87372893	0.8310666	0.7658796	0.7481115	0.699721	0.88053215	0.8663762	0.80454195	0.8118062	0.6746499	0.7898488	0.68875504	0.7167431	0.67503875	0.81582594	0.87014395	0.73715603	0.77771616	0.8010642	0.8238748	0.86367023	0.7817267	0.7076845	0.86547536	0.78650284	0.7494956	0.783386	0.69083863	0.88569915	0.85173404	0.7389117	0.6223464	0.8448453	0.8640641	0.6767952	0.7541852	0.78775793	0.81026965	0.75466454	0.77934	0.79133236	0.83849615	0.79359347	0.7667165	0.53285587	0.47726893	0.7595495	0.84953034	0.50087935	0.6958081	0.8559793	0.7897494	0.7730925	0.7936536	0.8420909	0.75928694	0.9213293	0.81608063	0.87686086	0.792848	0.90547144	0.7722187	0.86906344	0.7648149	0.7174186	0.78321385	0.3381704	0.8790325	0.7537507	0.8991819	0.77210593	0.8659329	0.7065248	0.79469526	0.7548034	0.84799063	0.85931945	0.75413656	0.84277415	0.732653	0.6434559	0.6825433	0.8016699	0.8306544	0.8705474	0.26451212	0.8381164	0.8571061	0.87936425	0.0	0.56960034	0.83065534	0.9024935	0.72765946
hij/pron	0.8026898	0.52041614	0.8929327	0.688707	0.75825423	0.8249029	0.6732889	0.7628696	0.76143605	0.8365308	0.77608347	0.88877773	0.7165874	0.78825283	0.7035929	0.8923237	0.8338474	0.741261	0.68370986	0.76933706	0.7626774	0.7347067	0.7562808	0.825409	0.69014394	0.796543	0.4063241	0.85223675	0.83426094	0.7502935	0.8294636	0.67677224	0.7853019	0.741856	0.62698174	0.730162	0.81250596	0.7330836	0.8206582	0.7599531	0.74245685	0.83069825	0.8018771	0.70485336	0.7251934	0.8181302	0.7324837	0.64934343	0.75744534	0.6222749	0.8410508	0.79869556	0.6920579	0.7127733	0.8257863	0.8525385	0.6386773	0.6218368	0.6907339	0.7762351	0.70409423	0.65852344	0.68227196	0.8444449	0.7382052	0.7414224	0.5836266	0.24600583	0.68793917	0.8503076	0.6149002	0.7004132	0.736608	0.6416028	0.6754595	0.7059069	0.8967553	0.5891666	0.91006196	0.712006	0.85628307	0.75951314	0.861354	0.7733919	0.8560952	0.6602588	0.68580806	0.77429557	0.48642606	0.8584516	0.6526429	0.8228246	0.73117733	0.77234685	0.69489336	0.67147756	0.6935071	0.7516823	0.75315493	0.72357494	0.80855316	0.7286055	0.7489034	0.5452429	0.763167	0.6790551	0.84956956	0.44062573	0.8014667	0.73619676	0.86218894	0.56960034	0.0	0.8541771	0.80340344	0.77196836
concurrentie/noun	0.7640513	0.7987803	0.76247436	0.8615488	0.8423188	0.8314674	0.81861895	0.83571327	0.7809815	0.94581866	0.7991202	0.91812265	0.8696105	0.8015125	0.8033661	0.9594492	0.9271519	0.8058448	0.8360408	0.93639576	0.8496951	0.7774717	0.8771976	0.76139426	0.89343166	0.7697633	0.85914874	0.8885512	0.81111765	0.7712114	0.80701464	0.79133797	0.7824194	0.8178835	0.84876746	0.6412772	0.8799533	0.8892201	0.848559	0.86956435	0.8411348	0.79544854	0.9297601	0.867209	0.77759373	0.94693094	0.9133301	0.893055	0.8083156	0.8230908	0.9264801	0.93519884	0.83220506	0.7840135	0.9477854	0.8803309	0.81189513	0.85703254	0.88430905	0.8435142	0.7724089	0.9207612	0.84232724	0.8759544	0.9441981	0.8193903	0.8838271	0.82962704	0.87972605	0.89493704	0.8853607	0.8517736	0.8456321	0.85799646	0.83898044	0.8831109	0.8505471	0.90992796	0.90590376	0.8590706	0.8715218	0.85505307	0.7801652	0.8371615	0.89272213	0.8719964	0.7863074	0.8763622	0.8780594	0.82258976	0.8345629	0.91444594	0.852808	0.8995527	0.8762971	0.8499639	0.8315094	0.9049264	0.87327516	0.8549308	0.8898436	0.81333387	0.9001142	0.78924364	0.8967449	0.8696314	0.9417814	0.86357987	0.93443644	0.9151624	0.87559897	0.83065534	0.8541771	0.0	0.93129957	0.81244236
eind/adv	0.9139844	0.8733923	0.94692594	0.92311037	0.8957994	0.9408078	0.9651774	0.87992835	0.9423041	0.7989153	0.84910995	0.9285035	0.9391132	0.9709602	0.88727206	0.9120384	0.87588024	0.9545483	0.9404392	0.8123561	0.92198205	0.93444496	0.87539953	0.9221074	0.92668563	0.8174099	0.9241556	0.9613644	0.9522369	0.8532255	0.9332409	0.82508135	0.9534025	0.9182587	0.894602	0.88839805	0.89778465	0.86698353	0.8859173	0.95550627	0.9247668	0.95080924	0.7879369	0.9447779	0.9032529	0.91044736	0.89638704	0.8224602	0.86353296	0.8010274	0.6899245	0.9273873	0.75848955	0.8605872	0.8719122	0.9655525	0.93014586	0.8744544	0.8674023	0.8963295	0.82962954	0.7352594	0.8318851	0.83512414	0.83630437	0.9233167	0.94564635	0.88294023	0.86868143	0.9546161	0.94674766	0.93073136	0.65048397	0.9172448	0.8528945	0.95860595	0.8693349	0.693942	0.9622014	0.9714194	0.84212244	0.8868777	0.92236024	0.92615575	0.8273014	0.9487933	0.95429826	0.8948126	0.92836607	0.96140355	0.9302314	0.88127905	0.8850342	0.8909284	0.949792	0.85723966	0.6916746	0.92777115	0.9118119	0.87490165	0.85675883	0.9253526	0.9454007	0.86134046	0.9371603	0.72806764	0.94428384	0.9035598	0.95366555	0.6546774	0.90652764	0.9024935	0.80340344	0.93129957	0.0	0.85375875
zolang/comp	0.8358638	0.73278356	0.7350801	0.7877367	0.84941643	0.8623642	0.7648039	0.8200782	0.7779782	0.914866	0.7529598	0.93137777	0.70519054	0.7336248	0.69473934	0.97186446	0.9095879	0.8157513	0.7819041	0.8662865	0.77150124	0.73160565	0.90253484	0.8408984	0.7376603	0.64891577	0.7392421	0.87829334	0.7950668	0.76993614	0.80533814	0.6637003	0.68040174	0.7095951	0.53395605	0.6140417	0.67024785	0.8737414	0.8697951	0.82925165	0.7964492	0.8188935	0.87301564	0.75032336	0.65406084	0.8993447	0.86219966	0.7435328	0.7019086	0.6155513	0.9154454	0.8847233	0.5625318	0.6124371	0.90281194	0.8716394	0.65374833	0.6927715	0.765963	0.7080984	0.64613134	0.6958405	0.7043466	0.8435527	0.8911873	0.7298378	0.77225745	0.7240298	0.76152855	0.8619487	0.7482436	0.8060343	0.7228012	0.79589313	0.8232938	0.78011054	0.73088384	0.8521836	0.8895733	0.78800344	0.73849195	0.74816537	0.72483355	0.8010728	0.8708765	0.72526413	0.76217234	0.863044	0.8203625	0.82531166	0.6882881	0.90329355	0.8717816	0.8891665	0.74189675	0.781516	0.69106615	0.8105518	0.90804935	0.8312487	0.8770556	0.6866394	0.8450881	0.7222136	0.80938935	0.8422294	0.90548134	0.7732424	0.8476733	0.8428891	0.8644156	0.72765946	0.77196836	0.81244236	0.85375875	0.0
