	tegenslag/noun	men/pron	verhouding/noun	zich/pron	speler/noun	spier_pijn/noun	soms/adv	wieler_sport/noun	behoorlijk/adj	provincie_raad_lid/noun	door/prep	golfplaat/noun	gewoon/adj	angst/noun	overigens/adv	Chris/name	Verhaegen/name	pijn/noun	zo/adv	dag/noun	ertegen/pp	nauwelijks/adv	Schneider/name	hitte/noun	hier/adv	zodat/comp	ik/pron	lucht/noun	twijfel/noun	snel/adj	stank/noun	daarom/pp	alleen/adv	blijkbaar/adj	als/comp	bovendien/adv	zonder/prep	Ronaldo/name	student/noun	verdriet/noun	wereld_DIM/noun	mentaal/adj	tijdens/prep	maar/adv	simpelweg/adv	's/adv	thuis/adv	eerst/adv	er/adv	wanneer/comp	weekend/noun	binnen/adv	zodra/comp	om/comp	andapos;s/adv	huid/noun	niet/adv	dan/adv	eenmaal/noun	tot/adv	evenwel/adv	voor/comp	nog/adv	werk/noun	Lelièvre/name	meestal/adv	me/pron	ze/pron	daar/adv	geur/noun	mij/pron	uzelf/pron	sinds/comp	even/adj	plots/adj	verschrikkelijk/adj	volgens/prep	toen/comp	kaas/noun	beetje/noun	tegen/prep	evengoed/adv	ondanks/prep	makkelijk/adj	bijna/adv	wel/adv	vaak/adj	zeeman/noun	haar/pron	karakter/noun	toch/adv	gips/noun	pupil/noun	net/adv	wat/pron	weer/adv	intussen/adv	anders/adj	Lance/name	Amsterdammer/noun	amper/adv	dat/det	kind/noun	we/pron	leven/noun	al/adv	bloem/noun	hem/pron	ziel/noun	week/noun	beton/noun	hen/pron	hij/pron	concurrentie/noun	eind/adv	zolang/comp
binnen/adv	0.9127913	0.84164524	0.955973	0.8849786	0.9148425	0.88717794	0.7921143	0.8995559	0.8305098	0.94233644	0.8269181	0.72868484	0.7601839	0.8871841	0.9060036	0.955046	0.8815264	0.88653564	0.84138966	0.8213022	0.85105395	0.8717243	0.904652	0.72783214	0.74223155	0.6843303	0.8171734	0.6775825	0.93653786	0.8246368	0.764118	0.90039796	0.8477011	0.8494235	0.7858244	0.87435186	0.8038357	0.8399898	0.9091545	0.89061505	0.8577022	0.91665345	0.88889384	0.8260344	0.85064864	0.6874892	0.7156358	0.71403	0.7939318	0.76654243	0.79099977	0.0	0.7460569	0.83561784	0.68301046	0.7679424	0.87140095	0.75208473	0.74803317	0.91102594	0.8057992	0.7850373	0.79671806	0.91666466	0.90966964	0.7535507	0.86245763	0.7002846	0.69276154	0.7684399	0.8715434	0.8662305	0.923857	0.69292784	0.67433125	0.8449973	0.96874905	0.72271705	0.8173242	0.81470656	0.8658539	0.83182544	0.8958461	0.8126115	0.8661033	0.8727249	0.8425742	0.88287574	0.7990011	0.91700315	0.8068452	0.8617794	0.864383	0.80973756	0.9054682	0.7176627	0.8374958	0.8647828	0.9176303	0.8779636	0.82078564	0.9130045	0.87164617	0.78718203	0.91267717	0.8705662	0.7471218	0.83240056	0.83591455	0.8988632	0.7228513	0.85173404	0.79869556	0.93519884	0.9273873	0.8847233
zodra/comp	0.83489925	0.7679399	0.83045363	0.79438007	0.84479195	0.8624326	0.70320964	0.831196	0.7731949	0.91551673	0.7295183	0.855438	0.71605	0.7709732	0.8069272	0.96246266	0.89122033	0.7928292	0.81661206	0.7939527	0.7977104	0.71504664	0.8570782	0.7432069	0.7285731	0.5139952	0.7491665	0.71894413	0.8472296	0.5938462	0.74256027	0.75605816	0.7646268	0.7532252	0.4850797	0.6775144	0.68438834	0.83454204	0.87051314	0.8279328	0.79018897	0.8235241	0.84433657	0.7921912	0.6813611	0.74943006	0.80202377	0.66828275	0.69580054	0.38696027	0.838764	0.7460569	0.0	0.63609576	0.7552853	0.75918746	0.74083745	0.6108693	0.50866055	0.80159324	0.71634376	0.47117257	0.7599567	0.84169585	0.8641441	0.6807443	0.79039395	0.6344778	0.6641433	0.75901437	0.80434304	0.80111295	0.7061145	0.6967321	0.56959045	0.7825417	0.83284324	0.608096	0.8427739	0.7908301	0.8179814	0.7451118	0.806069	0.7371267	0.82472163	0.7717535	0.7041364	0.83306956	0.7397255	0.8627669	0.7456646	0.8478147	0.8283932	0.784604	0.79156566	0.5834279	0.62339944	0.8201717	0.8829386	0.83082336	0.8297918	0.7908836	0.82599044	0.7296268	0.84007275	0.7733175	0.79424703	0.74018884	0.8179427	0.79334	0.771851	0.7389117	0.6920579	0.83220506	0.75848955	0.5625318
om/comp	0.826699	0.6612347	0.8090639	0.7638031	0.81063354	0.8958096	0.7279516	0.7878767	0.7604368	0.90223306	0.78903747	0.8988532	0.722439	0.7791351	0.77124107	0.97324294	0.89136595	0.8325157	0.7564548	0.8611376	0.77507186	0.7226105	0.8876893	0.83090734	0.78549176	0.5484216	0.7157775	0.8565201	0.8314234	0.7058407	0.79738045	0.5285603	0.72791785	0.66840893	0.65256596	0.57510626	0.71601766	0.87071455	0.78218853	0.837517	0.802238	0.7720433	0.8973971	0.76150036	0.62871206	0.8593306	0.83141667	0.6504889	0.7262429	0.6518241	0.87819993	0.83561784	0.63609576	0.0	0.8504374	0.8344347	0.68952584	0.7164207	0.7457391	0.8183696	0.6826593	0.69098294	0.7330708	0.80434144	0.86937296	0.74430406	0.74066114	0.62329435	0.7639239	0.8403231	0.74823236	0.73533344	0.8570808	0.7369081	0.8005693	0.83085775	0.8387208	0.85045815	0.85318196	0.78610706	0.81967795	0.78773063	0.7825357	0.72331595	0.89623606	0.7133673	0.7220329	0.83534855	0.7216213	0.8185211	0.70064604	0.88663876	0.81774783	0.86753976	0.7714264	0.7292347	0.7210741	0.85310096	0.8704164	0.8320724	0.8559472	0.7170813	0.79137695	0.6059288	0.8012828	0.8053183	0.86882305	0.6949488	0.8538356	0.8576802	0.82824975	0.6223464	0.7127733	0.7840135	0.8605872	0.6124371
andapos;s/adv	0.9364952	0.845139	0.95498794	0.91174626	0.916254	0.87331986	0.7979586	0.9179032	0.88290644	0.9229054	0.8578034	0.86712074	0.7595669	0.91570455	0.93249947	0.9457733	0.9012059	0.8825972	0.90614617	0.7053766	0.8925449	0.87275124	0.9380087	0.7862673	0.70414925	0.74094343	0.7876115	0.841558	0.9542122	0.8612295	0.79179263	0.9017835	0.84123826	0.8689693	0.7600798	0.8776823	0.8552572	0.88521117	0.8666185	0.91802156	0.88002455	0.91332555	0.8203987	0.8612568	0.8712826	0.18020332	0.63277894	0.8053874	0.78574765	0.68117833	0.6680167	0.68301046	0.7552853	0.8504374	0.0	0.8830017	0.8910544	0.7792152	0.78436494	0.9297945	0.88757193	0.7417915	0.8535183	0.8793081	0.8503188	0.7046996	0.8694973	0.7364551	0.69811666	0.8404031	0.87983954	0.8910773	0.8751579	0.7726486	0.7227979	0.8802756	0.9590218	0.70228076	0.87390345	0.88115335	0.90429276	0.8560471	0.9384783	0.87334055	0.89358556	0.8988841	0.8037197	0.8614759	0.83341664	0.9454389	0.8738027	0.8871686	0.86689115	0.86905694	0.92833525	0.7327655	0.8422638	0.9283886	0.90533733	0.89830476	0.8214582	0.9318172	0.7539686	0.7895975	0.91434216	0.8401103	0.84965664	0.867707	0.9183756	0.8622696	0.8624363	0.8448453	0.8257863	0.9477854	0.8719122	0.90281194
huid/noun	0.8952446	0.87099576	0.8515643	0.86855817	0.9099979	0.8335761	0.71272206	0.8698526	0.81486577	0.9640856	0.79483616	0.80094635	0.81594634	0.82718337	0.8968985	0.9468435	0.9452249	0.74346685	0.79392374	0.8882496	0.8792754	0.84493136	0.9080401	0.7314913	0.8482636	0.68391824	0.8755267	0.6863916	0.90524316	0.8548936	0.7635505	0.87276924	0.8354809	0.860735	0.82066095	0.80200255	0.8508499	0.8923607	0.92211133	0.7855077	0.85664487	0.8553287	0.9384491	0.86541796	0.8392194	0.88071084	0.8770244	0.83365834	0.8845737	0.75372005	0.923804	0.7679424	0.75918746	0.8344347	0.8830017	0.0	0.8835075	0.856301	0.8287625	0.9205315	0.87084633	0.85007054	0.8758405	0.89334935	0.9096693	0.72439766	0.8658148	0.76287305	0.86300635	0.6546681	0.88416964	0.8305926	0.9120968	0.8131758	0.8086758	0.8372709	0.94242024	0.89196205	0.7073471	0.7926142	0.9188188	0.81081426	0.88771415	0.83435726	0.8819984	0.89086944	0.7962337	0.8481449	0.7289361	0.80799955	0.8527529	0.7615376	0.837445	0.8722578	0.8950697	0.8131379	0.8665137	0.91390705	0.9195535	0.89213216	0.8996361	0.8790215	0.82723737	0.882876	0.79213065	0.93009466	0.6778451	0.8452858	0.6628309	0.95647717	0.66583574	0.8640641	0.8525385	0.8803309	0.9655525	0.8716394
niet/adv	0.8025524	0.52835083	0.8597157	0.7646482	0.8235466	0.84995604	0.6707649	0.8111508	0.7446596	0.9412288	0.89921343	0.9166847	0.64686096	0.8234412	0.6221131	0.9744112	0.9080521	0.78259397	0.6301255	0.8982086	0.8292961	0.61099774	0.8940793	0.859684	0.6491996	0.73571205	0.48716813	0.9038852	0.8256769	0.7704128	0.83062446	0.62683487	0.6659569	0.53480387	0.52896476	0.6577866	0.8280525	0.86394405	0.88783395	0.82384604	0.7472004	0.8031501	0.9507422	0.61443615	0.68005955	0.8975029	0.8290986	0.7809539	0.7183167	0.6419044	0.91300255	0.87140095	0.74083745	0.68952584	0.8910544	0.8835075	0.0	0.5211723	0.7730525	0.7967715	0.6212367	0.7543005	0.62379766	0.86604005	0.8643978	0.7248788	0.56906843	0.5472445	0.745899	0.8742536	0.52450013	0.7346584	0.88894725	0.691573	0.77774525	0.75246423	0.8616486	0.84863627	0.9139914	0.68083113	0.9281827	0.7639123	0.87625957	0.66260815	0.8637445	0.47890973	0.71255046	0.8823223	0.6922662	0.85370076	0.47945994	0.89551634	0.86621386	0.8074948	0.60170346	0.75850224	0.795973	0.6690838	0.8736211	0.80917823	0.82104355	0.48342288	0.8353789	0.52845764	0.8282297	0.7583663	0.94047266	0.64746475	0.8763944	0.913337	0.88803166	0.6767952	0.6386773	0.81189513	0.93014586	0.65374833
dan/adv	0.8095496	0.5960281	0.90367115	0.8185016	0.8375504	0.8205389	0.55919945	0.81402665	0.74606186	0.9382769	0.89747924	0.9040002	0.5385171	0.81215036	0.75136364	0.97226655	0.90431815	0.73076534	0.6219796	0.83859414	0.80243653	0.77103996	0.89710724	0.82307166	0.5574724	0.66433346	0.42111927	0.8272395	0.85753614	0.71207833	0.8115864	0.62205625	0.7068364	0.6432009	0.35226166	0.73995006	0.82609683	0.8319203	0.8994522	0.81697035	0.77681494	0.8434654	0.9215813	0.53015935	0.7287352	0.7542163	0.70651007	0.65360856	0.6249002	0.5012242	0.84875596	0.75208473	0.6108693	0.7164207	0.7792152	0.856301	0.5211723	0.0	0.67391425	0.8471666	0.72128594	0.61574084	0.6299007	0.8690102	0.8801505	0.640043	0.56973433	0.48996627	0.54400074	0.84842354	0.54406536	0.72242165	0.883332	0.542644	0.6190753	0.6858363	0.91796863	0.71747816	0.86011696	0.58255655	0.90572584	0.7529185	0.870005	0.7031977	0.81749576	0.51017857	0.68200123	0.8742516	0.70523393	0.89894325	0.40093523	0.8590887	0.85056484	0.79596376	0.58191544	0.5402019	0.76172245	0.58045816	0.85941875	0.84203947	0.84213036	0.54058886	0.8235292	0.4732806	0.8360963	0.7893001	0.8657813	0.68563914	0.8519981	0.85292697	0.8581588	0.7541852	0.6218368	0.85703254	0.8744544	0.6927715
eenmaal/noun	0.8491763	0.78570986	0.89641184	0.85579944	0.8404865	0.8993591	0.7771322	0.83963376	0.8114959	0.9282327	0.8085795	0.8629443	0.7607053	0.8435126	0.8613985	0.95489615	0.8926244	0.82355165	0.8304426	0.7893756	0.8767178	0.7842695	0.8777453	0.7864454	0.72753394	0.67709315	0.7358602	0.774296	0.9027041	0.6769966	0.7987631	0.8383111	0.8064172	0.78784156	0.6458772	0.79964757	0.8012911	0.8171275	0.871857	0.85719025	0.7874414	0.84270304	0.86251473	0.7837924	0.78571135	0.78108853	0.7574323	0.7104122	0.7915561	0.60625386	0.82697314	0.74803317	0.50866055	0.7457391	0.78436494	0.8287625	0.7730525	0.67391425	0.0	0.8113164	0.8043492	0.56189007	0.74630797	0.89434344	0.90169495	0.74818623	0.80183464	0.6519003	0.67764866	0.8021966	0.8103135	0.8473198	0.79048496	0.67372113	0.6605097	0.81394315	0.9206744	0.65386915	0.86583304	0.7852324	0.8538553	0.76479435	0.8879859	0.7649066	0.8346675	0.8055888	0.76972044	0.8260803	0.754629	0.91298777	0.74000424	0.847334	0.82982314	0.7217674	0.8356248	0.6196983	0.7438977	0.8502121	0.8477458	0.8302368	0.7871145	0.8239488	0.824565	0.70871985	0.8396509	0.77380586	0.82650566	0.7604209	0.84504557	0.7851576	0.81027865	0.78775793	0.6907339	0.88430905	0.8674023	0.765963
tot/adv	0.78990865	0.79185057	0.83202744	0.8034133	0.8192085	0.9004831	0.82573783	0.83095884	0.7904341	0.93995655	0.7775917	0.92099684	0.90300363	0.8494467	0.6116313	0.9408051	0.90395415	0.8874319	0.84875077	0.87151515	0.82487714	0.77156156	0.8638059	0.86365664	0.85975546	0.81718636	0.85311526	0.9211157	0.8345617	0.8525266	0.87139004	0.7868427	0.799403	0.8003306	0.79600966	0.7061401	0.81676996	0.8047474	0.8420694	0.89070344	0.8345649	0.86439717	0.834268	0.79903173	0.7681068	0.9302484	0.9010795	0.8318979	0.7869258	0.7987084	0.881268	0.91102594	0.80159324	0.8183696	0.9297945	0.9205315	0.7967715	0.8471666	0.8113164	0.0	0.65322536	0.858587	0.75249577	0.87656957	0.89331883	0.7704966	0.86197346	0.80498904	0.86574936	0.90573484	0.8499286	0.8655761	0.7821818	0.8770226	0.85773355	0.8745066	0.7614454	0.82752055	0.9160642	0.89222354	0.7806259	0.8275479	0.7317736	0.83694094	0.83921695	0.85067534	0.7767143	0.85473907	0.8320807	0.8597948	0.7779201	0.91179216	0.8519543	0.8799262	0.86163914	0.89453006	0.76397145	0.8784885	0.8787381	0.8031243	0.8125981	0.7799396	0.8971127	0.80077094	0.90110904	0.814994	0.9349154	0.79480505	0.8939059	0.8186565	0.88376826	0.81026965	0.7762351	0.8435142	0.8963295	0.7080984
evenwel/adv	0.7581991	0.63582635	0.7947857	0.77520376	0.7931535	0.85608613	0.7256035	0.79814875	0.72769594	0.8645814	0.77491885	0.9025257	0.83113813	0.8086327	0.49946457	0.9113437	0.82836527	0.8549869	0.7561754	0.8623798	0.7970549	0.71425784	0.85933524	0.8070574	0.82828313	0.66664934	0.78303325	0.82509446	0.7446786	0.73502284	0.8299822	0.616863	0.7488372	0.60909677	0.7378943	0.54799604	0.7298392	0.796789	0.8896139	0.8641211	0.8214941	0.77970845	0.85789406	0.76005304	0.694948	0.9132705	0.8539989	0.7036147	0.6665081	0.7055403	0.7906052	0.8057992	0.71634376	0.6826593	0.88757193	0.87084633	0.6212367	0.72128594	0.8043492	0.65322536	0.0	0.7797377	0.66661525	0.8541797	0.8480715	0.6812531	0.81327736	0.7392338	0.82091284	0.87023866	0.7732615	0.7876766	0.84295535	0.73894143	0.733219	0.82955545	0.7041424	0.7859236	0.9131049	0.8177228	0.768915	0.75657815	0.6407414	0.7722405	0.8555381	0.7029418	0.7336459	0.86928177	0.81343776	0.77642274	0.608638	0.86227185	0.84873676	0.84047806	0.80149156	0.79390717	0.6819755	0.8138218	0.85826874	0.82792914	0.80459225	0.6633035	0.92563856	0.67536914	0.862844	0.78466517	0.9096314	0.75654715	0.8897552	0.82093203	0.84968305	0.75466454	0.70409423	0.7724089	0.82962954	0.64613134
voor/comp	0.86784387	0.75289685	0.9149276	0.8689611	0.8485521	0.88677824	0.76784223	0.85542977	0.83704185	0.9044633	0.82928056	0.8811852	0.73928106	0.8562857	0.8675033	0.95921427	0.89680284	0.8317071	0.82054466	0.73005927	0.8323704	0.7824998	0.8841086	0.8113464	0.7303567	0.6561964	0.69820166	0.823593	0.89443815	0.6744194	0.8155311	0.79314995	0.8343079	0.7870321	0.59147316	0.82219636	0.75665677	0.84595644	0.8695868	0.85976195	0.82932156	0.8505986	0.83044887	0.7537439	0.7749628	0.7292659	0.75990474	0.5879872	0.73849344	0.5335908	0.82263225	0.7850373	0.47117257	0.69098294	0.7417915	0.85007054	0.7543005	0.61574084	0.56189007	0.858587	0.7797377	0.0	0.665699	0.8589584	0.8713678	0.7453145	0.8128272	0.62300646	0.684863	0.8584699	0.81748056	0.8041264	0.743747	0.6671046	0.6899752	0.8072841	0.9000448	0.58524156	0.8692618	0.8094567	0.87360215	0.79634124	0.9102637	0.779472	0.81068647	0.77285975	0.79235184	0.8300742	0.767869	0.9265722	0.7372756	0.8423383	0.8713911	0.794911	0.77499616	0.6591694	0.6642792	0.8307731	0.88388693	0.86089045	0.7747119	0.83196604	0.81641257	0.6766817	0.84772015	0.6834298	0.85818744	0.76953113	0.85056233	0.72479486	0.82708734	0.77934	0.65852344	0.9207612	0.7352594	0.6958405
nog/adv	0.78853244	0.6700474	0.8933122	0.8499035	0.759156	0.8086752	0.72749496	0.83514774	0.74085635	0.93379575	0.9244381	0.89541185	0.7454057	0.8509422	0.6971793	0.9649114	0.8882772	0.8023567	0.7352263	0.74915075	0.86250263	0.7196984	0.89642316	0.85774213	0.6500168	0.7063707	0.59614205	0.87710595	0.8047137	0.7679615	0.85448927	0.76807654	0.7409855	0.6802237	0.6912065	0.7053833	0.8230564	0.81794226	0.8745457	0.84844047	0.81110847	0.79474074	0.8895029	0.58046776	0.79102284	0.8475128	0.76319623	0.6626221	0.5596999	0.7150376	0.8308555	0.79671806	0.7599567	0.7330708	0.8535183	0.8758405	0.62379766	0.6299007	0.74630797	0.75249577	0.66661525	0.665699	0.0	0.86079764	0.8783689	0.74258506	0.7280499	0.6492572	0.7045321	0.8696128	0.7267804	0.79841846	0.8485615	0.629423	0.7751653	0.80603623	0.9095876	0.7916794	0.8796145	0.73766744	0.88425803	0.81643665	0.84663284	0.7811374	0.78122497	0.58598477	0.75416213	0.8884024	0.7870402	0.8698278	0.56169534	0.83645743	0.8572446	0.7661386	0.7149435	0.63024056	0.69345796	0.7574319	0.8671161	0.7956598	0.7071581	0.7170427	0.86575395	0.5301435	0.8533747	0.5834116	0.8889921	0.7654291	0.8684745	0.7413558	0.86922586	0.79133236	0.68227196	0.84232724	0.8318851	0.7043466
werk/noun	0.8658373	0.8300588	0.85231054	0.8358762	0.87345576	0.91707635	0.81975764	0.83854127	0.84541255	0.9210557	0.81411105	0.9244822	0.8128387	0.8981323	0.82677627	0.927191	0.9087813	0.875166	0.84567666	0.89934784	0.8977642	0.8381001	0.8941561	0.8926511	0.834646	0.7721338	0.8440879	0.9203669	0.9011882	0.87739867	0.8879204	0.7986609	0.85268265	0.8355284	0.85894614	0.7637275	0.85822	0.89099973	0.8183044	0.8604131	0.8272118	0.8507935	0.8991193	0.883261	0.80988836	0.9144943	0.88143075	0.84555435	0.844723	0.8292542	0.8857553	0.91666466	0.84169585	0.80434144	0.8793081	0.89334935	0.86604005	0.8690102	0.89434344	0.87656957	0.8541797	0.8589584	0.86079764	0.0	0.9039869	0.7807667	0.8532522	0.8152915	0.878855	0.88478637	0.84429884	0.85573524	0.9097441	0.8645531	0.8990843	0.89817107	0.90321183	0.9150994	0.8887373	0.892593	0.9301167	0.83777213	0.8712194	0.86736226	0.8954345	0.86731386	0.8019079	0.8641405	0.8629442	0.7906376	0.8608656	0.89995813	0.87875605	0.8893944	0.8893379	0.8677741	0.8082983	0.9121929	0.9040742	0.8691031	0.9156486	0.84308577	0.83929026	0.8065534	0.7352068	0.86113995	0.839969	0.8537023	0.8607611	0.87900776	0.8574734	0.83849615	0.8444449	0.8759544	0.83512414	0.8435527
Lelièvre/name	0.9187246	0.84186995	0.9280984	0.86522603	0.9193507	0.93641806	0.8841264	0.9043307	0.90608245	0.85058844	0.85265875	0.9495038	0.90701973	0.91147316	0.84906876	0.8697521	0.8617612	0.926826	0.9084803	0.84858996	0.89484096	0.8998519	0.8337433	0.91840637	0.88539624	0.88172805	0.8565532	0.9396395	0.9247782	0.9155769	0.9042737	0.8867265	0.9177324	0.87765455	0.8699639	0.87223613	0.8993209	0.89190507	0.905676	0.90768754	0.8710791	0.9092279	0.88565993	0.896736	0.8859825	0.8699444	0.89647424	0.8796249	0.86241776	0.81762075	0.88216805	0.90966964	0.8641441	0.86937296	0.8503188	0.9096693	0.8643978	0.8801505	0.90169495	0.89331883	0.8480715	0.8713678	0.8783689	0.9039869	0.0	0.879503	0.8741086	0.7792872	0.867947	0.9174418	0.86033726	0.8748273	0.84678626	0.8884205	0.857519	0.8748956	0.84616613	0.79998964	0.938051	0.9096122	0.8900066	0.88496315	0.9072018	0.91036236	0.9175082	0.8735118	0.8719537	0.8991192	0.8062503	0.9133278	0.88538665	0.913309	0.85703313	0.9262812	0.903314	0.8851227	0.83161587	0.9245353	0.87611175	0.85605	0.8890577	0.8862717	0.8710433	0.862061	0.89954865	0.863341	0.91779786	0.78131545	0.9207592	0.8890398	0.9192293	0.79359347	0.7382052	0.9441981	0.83630437	0.8911873
meestal/adv	0.81924856	0.72314894	0.7989098	0.8013956	0.8298571	0.7913109	0.45422745	0.8340547	0.68251	0.95033425	0.77392185	0.83674383	0.62413824	0.7802641	0.68786424	0.95635664	0.918538	0.7822944	0.70593035	0.7682016	0.82228225	0.70918095	0.8754966	0.7212912	0.6299521	0.64752907	0.7132433	0.73057425	0.8491059	0.76248693	0.7575266	0.7664418	0.6318133	0.69671935	0.616164	0.6385791	0.73365283	0.85600615	0.7799595	0.78197277	0.7620522	0.7910075	0.8501505	0.66311103	0.6700217	0.6983752	0.7149286	0.73239386	0.6973063	0.57311314	0.8123901	0.7535507	0.6807443	0.74430406	0.7046996	0.72439766	0.7248788	0.640043	0.74818623	0.7704966	0.6812531	0.7453145	0.74258506	0.7807667	0.879503	0.0	0.785723	0.64682627	0.6904733	0.72794056	0.7510127	0.78686273	0.87512684	0.7037884	0.71984446	0.7058693	0.876062	0.8091638	0.7595764	0.6959102	0.88555026	0.64666235	0.785324	0.6993545	0.8291668	0.68965137	0.3814934	0.77894485	0.7393954	0.75236785	0.6695583	0.82550484	0.839491	0.78636366	0.77459055	0.7492602	0.8051291	0.77323085	0.90044624	0.8090594	0.8057942	0.6912827	0.73011863	0.7309079	0.80701864	0.7962559	0.75918853	0.778391	0.827616	0.86842537	0.77608573	0.7667165	0.7414224	0.8193903	0.9233167	0.7298378
me/pron	0.8287902	0.64333135	0.9155233	0.52179396	0.83116174	0.82089835	0.6129875	0.8231062	0.7550254	0.9363199	0.85401535	0.91414064	0.65598476	0.79215014	0.7581848	0.95186055	0.90308845	0.6944351	0.6546514	0.89117664	0.8235106	0.7360719	0.89041436	0.8548334	0.6633518	0.7967872	0.3885492	0.89488244	0.88524574	0.8100415	0.81346214	0.6756687	0.7896544	0.6445396	0.5857976	0.7510964	0.8782023	0.85755837	0.8788565	0.7715734	0.76417124	0.81116897	0.9377346	0.66966736	0.7824098	0.8659818	0.7820879	0.7783073	0.7949498	0.6877961	0.93122756	0.86245763	0.79039395	0.74066114	0.8694973	0.8658148	0.56906843	0.56973433	0.80183464	0.86197346	0.81327736	0.8128272	0.7280499	0.8532522	0.8741086	0.785723	0.0	0.5074731	0.707965	0.83461493	0.16012663	0.6852786	0.9062705	0.68570447	0.7251353	0.6792353	0.950661	0.79155034	0.90642023	0.63696194	0.9228298	0.79294306	0.8984889	0.7437376	0.89233154	0.5864867	0.7328565	0.86187875	0.43355644	0.89171815	0.5544954	0.9067298	0.82138735	0.8188438	0.596003	0.7245687	0.83562917	0.72223353	0.85761446	0.81201863	0.86885333	0.5959314	0.79023033	0.60112786	0.7962285	0.8241473	0.87926376	0.41111708	0.83214414	0.9178578	0.88906723	0.53285587	0.5836266	0.8838271	0.94564635	0.77225745
ze/pron	0.79961556	0.4212575	0.8895443	0.71018076	0.77616346	0.8054912	0.5718056	0.78463936	0.73669934	0.9071229	0.7984156	0.8428204	0.56789696	0.7380718	0.74414843	0.9422362	0.8785768	0.67543316	0.61873907	0.7740345	0.74968886	0.6893111	0.83816653	0.76476765	0.55569744	0.6812218	0.32076526	0.79218185	0.8540159	0.71350265	0.7361937	0.6271332	0.71838105	0.6580471	0.5085058	0.67367744	0.79078364	0.8108166	0.7649561	0.7086341	0.70051336	0.8197078	0.8566206	0.60592985	0.6641096	0.72762346	0.6259661	0.5837774	0.67891544	0.5378996	0.844282	0.7002846	0.6344778	0.62329435	0.7364551	0.76287305	0.5472445	0.48996627	0.6519003	0.80498904	0.7392338	0.62300646	0.6492572	0.8152915	0.7792872	0.64682627	0.5074731	0.0	0.5678327	0.7612241	0.5442066	0.6490071	0.8349583	0.5511743	0.63542455	0.64135206	0.9113355	0.6592628	0.81309545	0.6027086	0.88852054	0.73413455	0.8988989	0.6821687	0.84054613	0.5712275	0.6104148	0.7676483	0.41680914	0.84182584	0.5642663	0.8277192	0.75227964	0.77520293	0.60711014	0.6137295	0.6903919	0.66562855	0.81802636	0.74321496	0.8138544	0.63533723	0.60887855	0.3794402	0.7370747	0.7227032	0.76702946	0.45404422	0.7586472	0.8215588	0.8077712	0.47726893	0.24600583	0.82962704	0.88294023	0.7240298
daar/adv	0.8500557	0.72152543	0.90017897	0.8273471	0.86062366	0.8620229	0.68440104	0.8578398	0.78113055	0.94794095	0.8650409	0.82744735	0.6415099	0.8284023	0.8291925	0.9697368	0.9147144	0.8126219	0.74542403	0.79156756	0.8311877	0.79031	0.8861717	0.77730775	0.37705553	0.72035974	0.60533386	0.79314613	0.88395226	0.78114057	0.7624397	0.7909701	0.7627632	0.7498667	0.6256459	0.77684045	0.81622887	0.8593783	0.8291909	0.8326631	0.7269324	0.86259043	0.8473798	0.7054918	0.7767846	0.6991428	0.67957306	0.7077019	0.50928295	0.6480546	0.7833215	0.69276154	0.6641433	0.7639239	0.69811666	0.86300635	0.745899	0.54400074	0.67764866	0.86574936	0.82091284	0.684863	0.7045321	0.878855	0.867947	0.6904733	0.707965	0.5678327	0.0	0.80615276	0.7030468	0.7980348	0.81531626	0.6649187	0.65755767	0.72578186	0.91401994	0.7158439	0.8528814	0.7263391	0.8903726	0.7527176	0.8998603	0.77775323	0.85843843	0.7078299	0.7096838	0.82266116	0.74033976	0.89674234	0.6480223	0.88774043	0.85345125	0.7969607	0.7150718	0.6500502	0.7615864	0.7154243	0.88168585	0.81501687	0.83726907	0.7347235	0.7756144	0.6360003	0.8297911	0.79091173	0.81030285	0.761112	0.8308457	0.83788025	0.7846549	0.7595495	0.68793917	0.87972605	0.86868143	0.76152855
