	2001/noun	Hilversums/adj	Koreaan/noun	afloop/noun	alleen/adj	alleen/adv	amper/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beslotenheid/noun	betref/verb	bezoeker/noun	bijna/adv	blijk/verb	blijkbaar/adj	bloem/noun	buiten/adv	buurt/noun	coach/noun	concurrentie/noun	daar/adv	dag/noun	daglicht/noun	dan/adv	discipline/noun	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenlijk/adj	er/adv	even/adj	evengoed/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	geheel/noun	geur/noun	gevormd/adj	gewoon/adj	gips/noun	golfplaat/noun	haast/adv	heb/verb	helemaal/adv	hier/adv	hitte/noun	huid/noun	huid_ziekte/noun	in_activiteit/noun	inmiddels/adv	intussen/adv	jarenlang/adj	jeugd/noun	kaas/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	laag/adj	langer/adv	leeftijd/noun	leven/noun	list/noun	louter/adj	lucht/noun	luid/verb	maand/noun	maar/adv	makkelijk/adj	meer/adv	meestal/adv	mentaal/adj	minder/adj	minstens/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	nauwelijks/adv	net/adv	niet/adv	nog/adv	omtrek/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	schaar/verb	selecteer/verb	simpelweg/adv	sla/verb	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soms/adv	speler/noun	spier_pijn/noun	sprong/noun	stank/noun	stel_uit/verb	sterk/verb	stilte/noun	stress/noun	strijd/noun	student/noun	systeem/noun	teen/noun	thuis/adv	toch/adv	toerist/noun	train/verb	vaak/adj	val/verb	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verleden/noun	verlokking/noun	verschrikkelijk/adj	verspreid/verb	vervolg/noun	vind/verb	voeg_toe/verb	voldoende/adj	vooral/adv	vooruitzicht/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	water/noun	waterput/noun	week/adj	week/noun	weer/adv	weer/noun	wel/adv	wellicht/adv	wenk/verb	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijs_uit/verb	zaak/noun	zeeman/noun	zeer/adv	zeg/verb	ziel/noun	zo/adv	zwem/verb
behoorlijk/adj	0.87305236	0.90035737	0.74754095	0.6259596	0.73888063	0.7101376	0.6559217	0.7844503	0.7074304	0.49049312	0.0	0.74105227	0.5359571	0.9047976	0.760458	0.8617544	0.58867323	0.673044	0.65734744	0.880686	0.78029007	0.6944635	0.73682535	0.72780585	0.7479615	0.6646936	0.76601136	0.7450917	0.6580957	0.67601067	0.8584001	0.8272488	0.7217574	0.5937154	0.76222837	0.78143454	0.7996129	0.80171037	0.7081629	0.7041744	0.6893947	0.8236021	0.5473225	0.7756937	0.7273315	0.65065825	0.8508027	0.7428254	0.80316144	0.7969059	0.66111535	0.75566024	0.95417714	0.64433897	0.6457591	0.59847426	0.68192923	0.7161595	0.8194394	0.88970786	0.88338006	0.83306706	0.7373918	0.6592814	0.75989425	0.7971654	0.7398736	0.6484189	0.69746	0.7862123	0.7666628	0.5681245	0.84009284	0.6621666	0.7760286	0.8697634	0.79056984	0.75659	0.91998345	0.7821347	0.75105363	0.7346263	0.81678253	0.54392886	0.56066215	0.6053419	0.8118937	0.56253767	0.70827377	0.6418312	0.79656816	0.5497837	0.69546986	0.8017384	0.76261	0.8418861	0.92279005	0.8204055	0.7992237	0.8707459	0.76897275	0.7676693	0.5877117	0.7674351	0.8246246	0.74367225	0.80086315	0.78703487	0.8118455	0.7476677	0.9244811	0.8016793	0.76815736	0.7664903	0.8582393	0.542323	0.7079239	0.6668817	0.80006385	0.39966488	0.677596	0.7623926	0.67432904	0.7342272	0.91468227	0.8319564	0.83628845	0.6213113	0.75625324	0.8887141	0.7167723	0.647171	0.7798882	0.6815069	0.8472861	0.5223857	0.5259906	0.8729502	0.71761227	0.7602153	0.8132548	0.7991745	0.85284436	0.82832646	0.5073507	0.756499	0.911056	0.7170037	0.8317465	0.6387315	0.5326228	0.74885345	0.81798345	0.68002045	0.83266246	0.74357855	0.91580987	0.8502748	0.73666525	0.63828766	0.67424107	0.53740937	0.6176566	0.9263184	0.60904396	0.619254	0.8179666	0.7862476	0.7288905	0.7733984	0.7842543	0.52167845	0.8087725	0.78263247	0.72445136	0.7635158
beleef/verb	0.9478551	0.85472727	0.83964264	0.8137237	0.7576072	0.7884183	0.7390634	0.7449938	0.78108263	0.7491554	0.74105227	0.0	0.6744267	0.76697344	0.78197414	0.80584276	0.6848104	0.8151376	0.6927226	0.8978114	0.849099	0.8770783	0.9385288	0.8257367	0.7070443	0.6876213	0.77209353	0.7382776	0.7370031	0.7710533	0.94012624	0.92194605	0.7536425	0.80565506	0.736578	0.84807885	0.9107904	0.7660035	0.675181	0.74773026	0.67451084	0.9610318	0.8303943	0.7619574	0.68781734	0.8274048	0.839058	0.81323135	0.9064787	0.83959365	0.7873219	0.8438184	0.9039042	0.68076634	0.69201267	0.7348545	0.66221726	0.8731797	0.97502667	0.9137631	0.834671	0.91866225	0.86159915	0.84211046	0.53601503	0.98121804	0.75468147	0.786343	0.92635113	0.918347	0.72494054	0.90429354	0.936024	0.80687875	0.6976831	0.9247095	0.81967646	0.78311026	0.92977595	0.82294244	0.7884135	0.7640557	0.83481896	0.7474564	0.7841908	0.83267313	0.7525442	0.62562585	0.86718655	0.7720209	0.8494512	0.74913555	0.83125645	0.8268397	0.7625923	0.92900115	0.84436464	0.83241636	0.86770445	0.95399565	0.8255274	0.8559246	0.74500275	0.74969465	0.9648996	0.8248515	0.742009	0.9553303	0.7240555	0.9529204	0.96040285	0.9160507	0.79102886	0.9247672	0.9106915	0.70213306	0.9155459	0.88492733	0.89089715	0.63478094	0.85768086	0.79597425	0.8706511	0.9063426	0.83420455	0.71495175	0.59933704	0.77894396	0.9095742	0.9184412	0.9731696	0.9411479	0.75222313	0.72079444	0.81123334	0.63467824	0.67612755	0.6514776	0.7448819	0.7207973	0.85586613	0.8684352	0.8462471	0.7534042	0.7272231	0.91287774	0.9072237	0.7665484	0.89783627	0.9182807	0.69120526	0.8233166	0.93449265	0.7042949	0.8770027	0.85787505	0.8959348	0.9116897	0.7822509	0.72796583	0.79912126	0.7837981	0.7407937	0.8410891	0.79069424	0.7947163	0.77299887	0.66501755	0.8502038	0.87399507	0.8031191	0.81807643	0.84477854	0.8237815	0.79226047	0.81896657
ben/verb	0.87297654	0.8274807	0.71745455	0.7874301	0.5774361	0.69209206	0.8354105	0.5651296	0.7979768	0.6596259	0.5359571	0.6744267	0.0	0.8266161	0.57048315	0.80989856	0.74014056	0.38152212	0.4586718	0.9406455	0.7914877	0.875245	0.8637945	0.67149746	0.62633276	0.7975375	0.79685247	0.57102954	0.6580775	0.60580873	0.8979895	0.8260535	0.6244645	0.6741295	0.66940606	0.7741614	0.7895885	0.5776794	0.5486139	0.6943824	0.77670294	0.7464459	0.7647323	0.7870656	0.73118305	0.5568291	0.67111623	0.8096141	0.8158861	0.7711711	0.64150846	0.81723654	0.9446589	0.72294986	0.52831715	0.4851253	0.5484564	0.77673125	0.850413	0.8016238	0.73358995	0.77741903	0.7373769	0.9100383	0.82004505	0.8734286	0.47636896	0.66370136	0.66302264	0.7075302	0.7288066	0.7425439	0.7011682	0.661952	0.69928867	0.9544021	0.7216774	0.7941519	0.8358117	0.8296723	0.63127583	0.66648895	0.60435784	0.59911317	0.6008915	0.6991897	0.7864663	0.5386405	0.6299813	0.6786815	0.7139076	0.73351175	0.63484776	0.454287	0.5837494	0.88873875	0.7135452	0.71052665	0.7934839	0.8339942	0.5771265	0.80083406	0.7344886	0.65715945	0.88338137	0.84505236	0.67523575	0.76653147	0.7746099	0.81329715	0.85833967	0.73607796	0.7477469	0.8510211	0.85442454	0.6636995	0.7034026	0.6787212	0.795843	0.47586316	0.6257863	0.68627894	0.7997509	0.7402278	0.7756901	0.81889784	0.8114271	0.68900496	0.7854493	0.7826363	0.6913798	0.8337334	0.63307005	0.42259312	0.76930857	0.59437114	0.5817017	0.6712277	0.5297526	0.845861	0.7732728	0.7853265	0.798962	0.80170274	0.7076124	0.8325386	0.9094454	0.35528558	0.8537066	0.5663578	0.7422433	0.7803571	0.7812584	0.7265885	0.8466393	0.8306207	0.8937968	0.8962893	0.8147509	0.6025151	0.63630533	0.45077246	0.5430819	0.8483583	0.64610493	0.60023296	0.74167144	0.7205193	0.72016287	0.6969288	0.8042052	0.6018771	0.74135923	0.8888212	0.5786483	0.795477
beslotenheid/noun	0.97249925	0.891947	0.65775627	0.86422545	0.81290793	0.91377926	0.9678037	0.8780724	0.71689516	0.8468207	0.9047976	0.76697344	0.8266161	0.0	0.76811004	0.9549679	0.8923355	0.92634606	0.9331673	0.8740897	0.9178894	0.9376121	0.98197985	0.9467561	0.862592	0.9397035	0.88660645	0.8769952	0.9195018	0.7982326	0.92169434	0.91347885	0.8707743	0.90267473	0.9026614	0.89645463	0.89524406	0.8633151	0.8902216	0.8856509	0.81166863	0.9158011	0.8451617	0.9247949	0.91628975	0.9396779	0.8373083	0.907938	0.9551618	0.8403866	0.85892475	0.93135583	0.9322111	0.8665178	0.71470046	0.90580946	0.83321226	0.9169196	0.94855845	0.902775	0.90278333	0.9511839	0.9361872	0.9593683	0.8861469	0.94843256	0.84178495	0.91501224	0.8805761	0.90841556	0.7637828	0.97368616	0.92556775	0.9220467	0.8872024	0.89015734	0.6865777	0.964595	0.9576134	0.9568069	0.75577724	0.87389344	0.8906718	0.84208477	0.9582705	0.91950715	0.96299344	0.80506635	0.87463486	0.761849	0.8627062	0.9592881	0.92378557	0.84528834	0.87657034	0.9645879	0.98303103	0.9796878	0.8216502	0.9686409	0.8764496	0.92024815	0.71247065	0.9041661	0.9720205	0.9690389	0.8011375	0.78750587	0.8147794	0.9426843	0.9071302	0.9293532	0.91790426	0.9361255	0.9618931	0.8658922	0.8488646	0.9069877	0.87150705	0.8079117	0.91828734	0.91936195	0.9161908	0.935182	0.7487117	0.72221005	0.78492415	0.837687	0.9593759	0.9163426	0.9492345	0.93909997	0.8304161	0.8983578	0.9081181	0.8819864	0.83650017	0.93044704	0.80602056	0.7648586	0.9536188	0.943235	0.9096533	0.9223905	0.8947405	0.97756195	0.70355046	0.8790302	0.99639153	0.8133595	0.8828927	0.9634249	0.92177	0.8215964	0.8064907	0.955462	0.96812683	0.87067556	0.9561937	0.8771645	0.8478974	0.88810825	0.9033323	0.7830397	0.9226714	0.96807075	0.8795016	0.8521447	0.896429	0.92604434	0.8110432	0.8520375	0.99012345	0.85939634	0.95598185	0.9287598
betref/verb	0.98290133	0.9522213	0.76712686	0.91003644	0.5948428	0.80718195	0.89405316	0.70691836	0.8097566	0.88484013	0.760458	0.78197414	0.57048315	0.76811004	0.0	0.8861283	0.8704176	0.81000775	0.7661923	0.9213579	0.8994246	0.8479842	0.922908	0.8082464	0.67738974	0.919986	0.8316593	0.7715515	0.6684092	0.65974176	0.9161787	0.92141557	0.7688843	0.88548785	0.8161296	0.86588293	0.8549304	0.70894206	0.759405	0.9247833	0.8324902	0.7040185	0.8219241	0.871881	0.78446174	0.86497164	0.8276607	0.84184116	0.9363153	0.8282215	0.74125874	0.9252979	0.96424156	0.79133224	0.76367354	0.8038444	0.7925058	0.925823	0.91406155	0.91244745	0.9280953	0.7764885	0.8282732	0.8706919	0.8033309	0.86012256	0.70444465	0.58301264	0.84327805	0.87607056	0.7773416	0.71197283	0.7708893	0.74479604	0.72206295	0.950016	0.4892972	0.86737263	0.97380024	0.9757598	0.76620984	0.8509102	0.75893277	0.711335	0.75149107	0.8358022	0.8972795	0.6922292	0.78117174	0.80980164	0.72052217	0.763817	0.89108115	0.6267904	0.8432052	0.82599515	0.9243637	0.86258936	0.80987346	0.8240778	0.61032695	0.85708356	0.8899441	0.5733583	0.9634802	0.86509013	0.89420396	0.9115132	0.86463076	0.9165173	0.89782536	0.76198375	0.82001936	0.9525142	0.9514555	0.77208173	0.8721839	0.8342426	0.67983896	0.72001106	0.80523443	0.86759883	0.85303855	0.90267104	0.82836896	0.7841339	0.85263705	0.86989045	0.90310097	0.72694993	0.74675715	0.9454075	0.7611198	0.68570334	0.7657832	0.7687674	0.7319715	0.8712783	0.6844064	0.85216814	0.7906879	0.7695937	0.8676491	0.92321265	0.8759393	0.9656968	0.82910603	0.76821697	0.89712596	0.8363851	0.7849958	0.861807	0.8907723	0.79041076	0.95402694	0.926407	0.9034634	0.9294621	0.97173536	0.92564523	0.79805523	0.7523651	0.8585223	0.90187037	0.75837934	0.7834852	0.8698555	0.6615813	0.87817204	0.7959984	0.83559626	0.63060725	0.9473487	0.9306807	0.84475964	0.84429324
bezoeker/noun	0.8140491	0.8310892	0.8964564	0.8762233	0.88757455	0.85923684	0.79223967	0.8565001	0.91422534	0.9150528	0.8617544	0.80584276	0.80989856	0.9549679	0.8861283	0.0	0.8565837	0.8104141	0.79112005	0.8797061	0.72505236	0.7991924	0.8851934	0.8382246	0.75771797	0.68672717	0.8313542	0.7247469	0.9126065	0.82345355	0.8771165	0.7699072	0.86954606	0.9340604	0.84136814	0.7904104	0.8490067	0.9008131	0.6881726	0.6183051	0.7259078	0.9645129	0.8550542	0.7565991	0.75386	0.9231821	0.82630086	0.94481915	0.8782121	0.936677	0.79427713	0.9086494	0.8779363	0.84524477	0.92290473	0.90159154	0.7584363	0.82321596	0.9204258	0.90277183	0.7518258	0.8967896	0.86447793	0.90532386	0.864212	0.92568505	0.8008748	0.9560573	0.8714476	0.9868776	0.8244121	0.93232197	0.8949501	0.87180567	0.84702265	0.91909283	0.97408485	0.86440974	0.9678071	0.70328194	0.8283113	0.73163426	0.8704085	0.80101013	0.9327822	0.67365336	0.82532626	0.8878038	0.7563945	0.84062403	0.93275946	0.80435467	0.85393023	0.88819575	0.72767305	0.86866134	0.8821258	0.8882371	0.85061944	0.89212376	0.94050515	0.7664788	0.8861303	0.94099885	0.98386055	0.9553574	0.85355836	0.94121873	0.8091898	0.81325597	0.9730602	0.9516655	0.9027333	0.82578146	0.8918547	0.87539774	0.89728016	0.7828113	0.9150272	0.810666	0.8330109	0.79223883	0.9040532	0.7730725	0.7741718	0.97344387	0.80845433	0.8609337	0.8919065	0.73994255	0.9281543	0.93458486	0.8074971	0.76592827	0.53495175	0.74979687	0.8211823	0.791934	0.82589006	0.96967596	0.9870096	0.7425631	0.9715501	0.72367823	0.89805996	0.8563864	0.975558	0.9006503	0.9353819	0.93058604	0.7756062	0.8305893	0.96997017	0.79420143	0.81169456	0.8470032	0.8791909	0.856143	0.76297253	0.80666083	0.720436	0.8437558	0.7780799	0.7391423	0.868093	0.88220733	0.8576527	0.95632344	0.9342831	0.9113709	0.87959075	0.8836653	0.82134354	0.85866153	0.7706362	0.8092048
bijna/adv	0.77000856	0.8919245	0.7883202	0.73800325	0.8133266	0.8266684	0.5036105	0.8450204	0.8365376	0.7972374	0.58867323	0.6848104	0.74014056	0.8923355	0.8704176	0.8565837	0.0	0.7292042	0.7966142	0.84224874	0.821627	0.8681091	0.8947824	0.7535397	0.8685479	0.6461096	0.80946314	0.8587807	0.90080357	0.6916056	0.85264957	0.85362035	0.6957934	0.7100733	0.8273935	0.80286217	0.8211372	0.8093493	0.79803246	0.81627214	0.7673262	0.92890465	0.692839	0.81858623	0.7675537	0.655339	0.82579076	0.8104377	0.86475456	0.7583821	0.78707814	0.61012375	0.8249787	0.599995	0.7101798	0.7459367	0.7864786	0.83162516	0.731095	0.9067948	0.77172065	0.89392394	0.9106076	0.6766237	0.92157066	0.9552168	0.8383807	0.79215014	0.92172545	0.810366	0.8331208	0.78415567	0.9428887	0.79416716	0.83438253	0.9231033	0.8701936	0.7530292	0.8845304	0.66371965	0.84944826	0.7047342	0.89712864	0.6905388	0.74986327	0.7810764	0.5629653	0.829648	0.8879746	0.8245605	0.94905895	0.67808366	0.75844085	0.8310889	0.7524966	0.82090473	0.9850962	0.94408154	0.68932986	0.814388	0.8326848	0.91836524	0.84652114	0.89735824	0.93467087	0.8167475	0.8456142	0.9242346	0.78749293	0.8801135	0.82400835	0.8550069	0.86077255	0.8518667	0.8387239	0.71750855	0.8971041	0.8209634	0.8389972	0.6853824	0.8756052	0.8806539	0.86120296	0.9001371	0.7150296	0.95603216	0.78201205	0.8187506	0.86991787	0.85248655	0.9456148	0.77118146	0.8368586	0.8209909	0.81844014	0.6324533	0.7783351	0.84125143	0.7528255	0.834453	0.7817104	0.94854534	0.8836452	0.8582941	0.7678945	0.78958154	0.818155	0.93337	0.89344347	0.77622986	0.7544588	0.796075	0.81145525	0.6934798	0.90635026	0.768244	0.89366573	0.77735734	0.6814859	0.54092216	0.7647848	0.76923585	0.679073	0.82374	0.8118314	0.858129	0.8639247	0.8941084	0.6665143	0.919258	0.94125676	0.7583873	0.97096705	0.81639415	0.8015071	0.83691156
blijk/verb	0.90962726	0.9019058	0.7979568	0.880334	0.8255373	0.78900987	0.816494	0.7912563	0.8538877	0.84678465	0.673044	0.8151376	0.38152212	0.92634606	0.81000775	0.8104141	0.7292042	0.0	0.51466477	0.91217136	0.7756205	0.88628525	0.8405794	0.72245073	0.7710547	0.9044514	0.7332454	0.7108952	0.8472781	0.68277085	0.8671258	0.78251386	0.6030457	0.80766654	0.8086498	0.7836499	0.85467494	0.75306237	0.6691452	0.7904539	0.9425227	0.81273985	0.7516545	0.8404768	0.83044696	0.5956527	0.788714	0.8422794	0.8234674	0.7987277	0.8870043	0.7873012	0.8503067	0.84231097	0.6100873	0.6648507	0.7785117	0.7923423	0.7575965	0.7536569	0.7138715	0.849365	0.85568094	0.94925886	0.8979367	0.95862067	0.702891	0.8597894	0.81982285	0.79726845	0.78311944	0.80890906	0.7526377	0.7868795	0.83939946	0.9685473	0.83850574	0.78915673	0.77553624	0.8840967	0.7569005	0.7089534	0.8201337	0.69358474	0.6913298	0.7468729	0.68502176	0.7302202	0.7906736	0.86511105	0.90588355	0.83017004	0.5662397	0.7081573	0.6071176	0.9138988	0.7846272	0.85501575	0.7942804	0.8038742	0.7547783	0.8281143	0.8162159	0.80277	0.903008	0.89234334	0.7574322	0.8497912	0.7186594	0.8667264	0.7434903	0.8328999	0.8648242	0.7378874	0.86013407	0.7641684	0.8312991	0.691138	0.8337223	0.69161034	0.7626622	0.7873665	0.8554672	0.8219204	0.8556379	0.88854206	0.9365444	0.7673354	0.85133475	0.8304072	0.8087343	0.8056561	0.6985813	0.6868919	0.7920646	0.6685848	0.5994277	0.7238173	0.65375483	0.9052689	0.8622732	0.82220846	0.8106022	0.88217145	0.7411332	0.77990985	0.91216195	0.61177266	0.88921374	0.7188548	0.79120934	0.79382926	0.84131646	0.8326548	0.8701295	0.78204644	0.9091389	0.8079165	0.8793689	0.69697237	0.800021	0.64208	0.6293925	0.9057936	0.7667763	0.7099054	0.7833437	0.9244274	0.6112885	0.8486904	0.879945	0.6481154	0.76380163	0.9088762	0.7371708	0.85266817
blijkbaar/adj	0.9228106	0.95735	0.74515533	0.7937561	0.7005385	0.69608766	0.8057414	0.6742134	0.77701604	0.69659024	0.65734744	0.6927226	0.4586718	0.9331673	0.7661923	0.79112005	0.7966142	0.51466477	0.0	0.8771488	0.74770623	0.83436114	0.838712	0.6621921	0.67212796	0.838673	0.8411917	0.6394948	0.6750125	0.67430586	0.8993377	0.7394196	0.7611176	0.67650604	0.5860822	0.795735	0.7835601	0.5767684	0.6392466	0.7008953	0.78652763	0.857986	0.68196917	0.83806175	0.74157536	0.603281	0.78543556	0.737445	0.8852367	0.8549381	0.74415064	0.8980232	0.76967525	0.68740904	0.77135473	0.6112766	0.66143215	0.7303276	0.7957474	0.9075377	0.8731942	0.72786653	0.75729465	0.85177433	0.77311933	0.8940635	0.58609545	0.72252274	0.7705152	0.8004476	0.8182905	0.9069573	0.55275	0.7491872	0.7348221	0.96600866	0.77724147	0.6986625	0.8468303	0.9132552	0.7112458	0.55495024	0.8023857	0.5771564	0.6160211	0.5942433	0.84980214	0.6358224	0.68346393	0.8072446	0.79371756	0.7144037	0.72529656	0.62810683	0.72263634	0.8331026	0.9386879	0.77082264	0.87738514	0.80820554	0.6830877	0.81345147	0.74064726	0.73975796	0.9408622	0.87671506	0.69618046	0.90569335	0.7322055	0.8541071	0.96939826	0.7913361	0.7334516	0.8325306	0.8668195	0.68857735	0.8114528	0.6709399	0.81726164	0.6504495	0.7800063	0.8660294	0.8583828	0.74932015	0.85661775	0.80099696	0.8595474	0.66137064	0.75339353	0.7980619	0.8100995	0.8310761	0.75478894	0.57467246	0.7234994	0.687357	0.61631644	0.7588075	0.72739255	0.7333144	0.8117329	0.7693208	0.8028288	0.74992967	0.7485299	0.8415785	0.8512887	0.6373576	0.8503864	0.67760503	0.6549958	0.8573486	0.81570184	0.7909262	0.8240215	0.7362166	0.883713	0.86487275	0.88631415	0.7660117	0.64570683	0.59669566	0.5199699	0.9229943	0.7358185	0.69903636	0.6429266	0.8203658	0.82617885	0.79687893	0.9477019	0.6885103	0.80153096	0.93537545	0.71588933	0.84977806
bloem/noun	0.9325456	0.9058497	0.888063	0.79452497	0.83546513	0.7896963	0.78243476	0.9016066	0.8309871	0.75915754	0.880686	0.8978114	0.9406455	0.8740897	0.9213579	0.8797061	0.84224874	0.91217136	0.8771488	0.0	0.61080265	0.83134145	0.92363644	0.90299064	0.81470525	0.8754239	0.9129187	0.8387412	0.87476546	0.7969215	0.6720842	0.50429004	0.834748	0.8475347	0.8428427	0.6838633	0.7315215	0.94805497	0.884413	0.8244704	0.76066244	0.9172354	0.8115324	0.9311365	0.837188	0.9667773	0.9484335	0.6174996	0.52673465	0.50945115	0.8386127	0.8336726	0.6530187	0.784764	0.9384959	0.9337867	0.82944864	0.6643237	0.57666767	0.9868852	0.9850268	0.8739778	0.8918293	0.8893401	0.8613347	0.39336097	0.9093497	0.81114423	0.86363614	0.9181595	0.8937243	0.9038817	0.96512556	0.9583374	0.9041947	0.9697722	0.808223	0.5678233	0.9562302	0.98808444	0.8867199	0.86473906	0.92944777	0.7748021	0.9235691	0.88924384	0.9015508	0.97226137	0.8905716	0.84908754	0.9597909	0.8487036	0.8386396	0.9552454	0.88621336	0.65830827	0.9836794	0.9435408	0.95745337	0.4853136	0.9406662	0.9117166	0.8489592	0.8918429	0.99886805	0.9467497	0.72471756	0.81002444	0.62934875	0.70088744	0.93357223	0.9298358	0.8840991	0.8603028	0.88272536	0.9054394	0.71330637	0.7856973	0.991749	0.74599314	0.9521211	0.9232777	0.9021963	0.7353097	0.94870234	0.931201	0.7449429	0.9105848	0.94158477	0.9437238	0.9597345	0.5846493	0.9055745	0.9269525	0.8059453	0.93974966	0.8756497	0.8242234	0.8952988	0.8085232	0.7112404	0.87346375	0.8487649	0.98976666	0.83291465	0.575921	0.9330766	0.9592205	0.5026836	0.7786833	0.9049103	0.8988594	0.7216923	0.697983	0.697772	0.497702	0.87186086	0.6654476	0.9612869	0.8687826	0.7467238	0.91500163	0.8936502	0.9083886	0.9700314	0.94027174	0.96616083	0.9511611	0.90626115	0.97124976	0.7877677	0.8616874	0.9026193	0.6840355	0.93220854	0.88084084
buiten/adv	0.90293586	0.8595415	0.89436215	0.819497	0.82950133	0.7787733	0.7817368	0.7344272	0.84762526	0.7366043	0.78029007	0.849099	0.7914877	0.9178894	0.8994246	0.72505236	0.821627	0.7756205	0.74770623	0.61080265	0.0	0.6648844	0.8998818	0.91069037	0.6311543	0.68535095	0.85732996	0.58971226	0.9349485	0.6421788	0.60767114	0.5620723	0.66638446	0.8879989	0.77134377	0.6913322	0.5973711	0.8662467	0.6703652	0.6485661	0.8694984	0.9303227	0.68456113	0.60295254	0.6034312	0.818754	0.7539012	0.8163568	0.619872	0.6357331	0.6387692	0.7700686	0.5652369	0.7108486	0.9039181	0.7983035	0.6548054	0.4649083	0.7080455	0.977657	0.91887575	0.8883021	0.64205074	0.89741427	0.89092934	0.7541549	0.6807277	0.82714504	0.8484483	0.9707767	0.8125126	0.926199	0.85908955	0.8762208	0.83141786	0.9167342	0.93882644	0.33189303	0.83972204	0.90157545	0.7504089	0.7572157	0.78234625	0.70945597	0.9155067	0.7305145	0.7644398	0.8916643	0.7689872	0.8703188	0.9813008	0.8222734	0.83784187	0.79893607	0.803351	0.87896997	0.9301679	0.9294988	0.89033794	0.7485038	0.8975183	0.7669666	0.8764171	0.87745684	0.9879627	0.86880344	0.673398	0.73318726	0.70227873	0.54407895	0.8749155	0.93638295	0.8870654	0.64816535	0.8568356	0.8362331	0.6492765	0.5637244	0.96306103	0.72152674	0.91299546	0.88440067	0.8475446	0.52485204	0.82344395	0.94638795	0.73518896	0.798383	0.8573931	0.8378108	0.8799836	0.7021606	0.5954894	0.7299823	0.6975305	0.7493316	0.8152821	0.7342036	0.8028625	0.83348906	0.9956939	0.684232	0.8879903	0.84134215	0.68179643	0.6529839	0.88587314	0.8940178	0.8451366	0.80475116	0.80528766	0.82750493	0.8695653	0.7334771	0.6408633	0.4599858	0.79862225	0.7971685	0.83376575	0.69754064	0.4899463	0.83828926	0.7634116	0.83662146	0.820792	0.88207716	0.8741535	0.93009657	0.9228069	0.8338655	0.82330114	0.87895846	0.8919201	0.8416433	0.8333876	0.68382293
buurt/noun	0.94475985	0.92206883	0.9531979	0.9381822	0.83008164	0.7946118	0.8751695	0.87966096	0.8743056	0.8281784	0.6944635	0.8770783	0.875245	0.9376121	0.8479842	0.7991924	0.8681091	0.88628525	0.83436114	0.83134145	0.6648844	0.0	0.96110326	0.9159654	0.64208114	0.90071046	0.9495883	0.8784656	0.9394041	0.77066004	0.8024481	0.9142631	0.7812745	0.7944084	0.80828124	0.88645434	0.7856938	0.8403874	0.70948553	0.89337796	0.79614943	0.8743119	0.73293346	0.78967124	0.79330957	0.9824119	0.94437605	0.79123926	0.7093895	0.84193647	0.82533014	0.9013469	0.77312464	0.80196226	0.9192245	0.9441644	0.7189879	0.6616485	0.8688406	0.96276706	0.9859579	0.9226631	0.79937476	0.8092361	0.78433764	0.8557553	0.8934629	0.8179318	0.7198497	0.9728767	0.8364763	0.8585549	0.7400815	0.8996755	0.821915	0.9684348	0.8299811	0.61954796	0.8499056	0.9732134	0.8544355	0.8852647	0.92164606	0.84390885	0.9352484	0.7137146	0.93930787	0.94950527	0.86088985	0.90779763	0.92416424	0.7404244	0.82542294	0.93807137	0.93657947	0.85271883	0.96298534	0.9391969	0.92297226	0.9216813	0.9644991	0.36596	0.95490205	0.92706376	0.99667937	0.9179816	0.70661074	0.7524677	0.9028355	0.69652987	0.9872358	0.9783081	0.8345429	0.63669205	0.9269392	0.927016	0.6157956	0.78948665	0.7986164	0.71495074	0.97378594	0.96550065	0.95963174	0.46081012	0.9922726	0.9424665	0.9148528	0.8697783	0.76401705	0.76864034	0.8953073	0.85944575	0.882948	0.88256234	0.5941179	0.9071559	0.7125045	0.8901927	0.8521492	0.821761	0.86968076	0.5077671	0.82203794	0.95795333	0.7039689	0.6370788	0.9693402	0.79244757	0.9075984	0.9111454	0.70083046	0.9589319	0.87237525	0.8187425	0.6851649	0.58442503	0.7468651	0.8725735	0.95365334	0.854367	0.6836855	0.8832401	0.8332119	0.9498324	0.75419235	0.91109854	0.91963214	0.94147784	0.74531925	0.88318294	0.7584398	0.8805051	0.9807403	0.7685509	0.8855477	0.777624
