	2001/noun	Hilversums/adj	Koreaan/noun	afloop/noun	alleen/adj	alleen/adv	amper/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beslotenheid/noun	betref/verb	bezoeker/noun	bijna/adv	blijk/verb	blijkbaar/adj	bloem/noun	buiten/adv	buurt/noun	coach/noun	concurrentie/noun	daar/adv	dag/noun	daglicht/noun	dan/adv	discipline/noun	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenlijk/adj	er/adv	even/adj	evengoed/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	geheel/noun	geur/noun	gevormd/adj	gewoon/adj	gips/noun	golfplaat/noun	haast/adv	heb/verb	helemaal/adv	hier/adv	hitte/noun	huid/noun	huid_ziekte/noun	in_activiteit/noun	inmiddels/adv	intussen/adv	jarenlang/adj	jeugd/noun	kaas/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	laag/adj	langer/adv	leeftijd/noun	leven/noun	list/noun	louter/adj	lucht/noun	luid/verb	maand/noun	maar/adv	makkelijk/adj	meer/adv	meestal/adv	mentaal/adj	minder/adj	minstens/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	nauwelijks/adv	net/adv	niet/adv	nog/adv	omtrek/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	schaar/verb	selecteer/verb	simpelweg/adv	sla/verb	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soms/adv	speler/noun	spier_pijn/noun	sprong/noun	stank/noun	stel_uit/verb	sterk/verb	stilte/noun	stress/noun	strijd/noun	student/noun	systeem/noun	teen/noun	thuis/adv	toch/adv	toerist/noun	train/verb	vaak/adj	val/verb	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verleden/noun	verlokking/noun	verschrikkelijk/adj	verspreid/verb	vervolg/noun	vind/verb	voeg_toe/verb	voldoende/adj	vooral/adv	vooruitzicht/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	water/noun	waterput/noun	week/adj	week/noun	weer/adv	weer/noun	wel/adv	wellicht/adv	wenk/verb	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijs_uit/verb	zaak/noun	zeeman/noun	zeer/adv	zeg/verb	ziel/noun	zo/adv	zwem/verb
verschrikkelijk/adj	0.91930807	0.9112203	0.8919146	0.68696505	0.7843629	0.70382947	0.7063807	0.79938406	0.6179774	0.5451124	0.5073507	0.7272231	0.7076124	0.8947405	0.8759393	0.89805996	0.7678945	0.7411332	0.7485299	0.83291465	0.68179643	0.7039689	0.8658394	0.8882426	0.78264594	0.67927206	0.8293635	0.77586067	0.8461648	0.8354228	0.7344375	0.88360286	0.71370685	0.7371016	0.65206337	0.8714515	0.8676949	0.7534174	0.75316364	0.8030425	0.72050387	0.8544893	0.6122781	0.7813942	0.64930326	0.88045895	0.82486844	0.879065	0.64377534	0.90654355	0.6821539	0.83489645	0.9124646	0.7610935	0.58381426	0.74905264	0.6822593	0.671247	0.75648713	0.70193124	0.8914758	0.9122756	0.81880766	0.68047583	0.77513874	0.86337376	0.7378738	0.8237492	0.7458704	0.9343699	0.6137548	0.8259189	0.8778695	0.91286236	0.7227932	0.92209506	0.8497022	0.72906554	0.8693687	0.9480748	0.7518357	0.75970626	0.8147908	0.6958475	0.71650374	0.70211047	0.811624	0.70225704	0.8267486	0.8307232	0.8101975	0.5516075	0.770795	0.84636396	0.8297769	0.94368523	0.8325226	0.88521296	0.8015468	0.91062605	0.8374603	0.7605599	0.5496723	0.8751161	0.94665205	0.83693147	0.7955054	0.7394065	0.90991056	0.6004009	0.9653033	0.94407535	0.8535039	0.7382623	0.9417107	0.7028074	0.59554327	0.7435649	0.8502866	0.44740528	0.88297415	0.70313114	0.8734582	0.60527176	0.928066	0.84682095	0.79848975	0.6182056	0.8059094	0.86747277	0.88628244	0.8012002	0.82568794	0.77069664	0.8263304	0.64846206	0.5812354	0.873445	0.7887437	0.6785433	0.9638262	0.7915452	0.7528545	0.89176565	0.0	0.6500271	0.94038963	0.67535126	0.9342721	0.84426326	0.56694865	0.840886	0.8243539	0.7790104	0.7061442	0.79988563	0.86564684	0.8997469	0.84627247	0.82409275	0.68252516	0.7252257	0.7010947	0.9631028	0.70988095	0.77109885	0.87940013	0.8888128	0.82198125	0.8608308	0.78014207	0.68952787	0.79285663	0.79451513	0.76882845	0.72610223
verspreid/verb	0.9912168	0.9038061	0.9531219	0.89236534	0.8460761	0.8111431	0.8794166	0.95920295	0.75086325	0.8416165	0.756499	0.91287774	0.8325386	0.97756195	0.9656968	0.8563864	0.78958154	0.77990985	0.8415785	0.575921	0.6529839	0.6370788	0.9750172	0.8356188	0.8839933	0.91993314	0.8417102	0.9185089	0.9716511	0.763719	0.44186997	0.80935055	0.7890662	0.7527995	0.72179747	0.8146362	0.8524895	0.8924285	0.8076679	0.8528362	0.73569226	0.81040984	0.676139	0.88108546	0.86707747	0.95894194	0.9523712	0.9065986	0.30180025	0.618629	0.9223014	0.91280454	0.80234826	0.75529826	0.9021269	0.84871995	0.80945724	0.5387733	0.71005535	0.9615843	0.972709	0.80254173	0.88817525	0.8752733	0.88745767	0.79371876	0.8983729	0.8064464	0.7230393	0.9695967	0.9458833	0.85915244	0.90835786	0.9309277	0.8782462	0.9221824	0.86745155	0.42005628	0.9705041	0.9833178	0.9063782	0.8559489	0.92086506	0.8299718	0.88019437	0.8303048	0.91434884	0.9221313	0.9358798	0.9257417	0.9407477	0.8904009	0.81993794	0.91009665	0.97382885	0.7824554	0.9643754	0.8956465	0.9523649	0.67392457	0.944179	0.67837113	0.8979894	0.91799754	0.9843903	0.9799957	0.8524558	0.59862685	0.89920914	0.35044783	0.95206404	0.92033756	0.7112291	0.65566665	0.87218386	0.89062715	0.42234987	0.7920479	0.9378714	0.7419206	0.97470117	0.9287498	0.8859023	0.489627	0.9360609	0.96885896	0.8027658	0.80144	0.8707093	0.9267155	0.80003273	0.79019564	0.91642445	0.9551538	0.80557597	0.9136827	0.8640646	0.84218013	0.7562543	0.8850622	0.71429044	0.7645837	0.8048891	0.8713474	0.6500271	0.0	0.73115575	0.8794513	0.7805208	0.85579336	0.8098886	0.9548801	0.7695737	0.9128472	0.686375	0.55418754	0.9119612	0.79097193	0.96354514	0.86998177	0.7104545	0.9273021	0.8304585	0.9527922	0.88390577	0.8834204	0.89365864	0.96024185	0.6565173	0.83024424	0.8929639	0.7040445	0.97119236	0.7065479	0.82726187	0.8104289
vervolg/noun	0.9636901	0.9582397	0.65045273	0.9163329	0.82508177	0.855108	0.94267005	0.93881416	0.65810215	0.89026296	0.911056	0.9072237	0.9094454	0.70355046	0.82910603	0.975558	0.818155	0.91216195	0.8512887	0.9330766	0.88587314	0.9693402	0.90702176	0.8879507	0.9154488	0.92705804	0.81589305	0.9359302	0.9286598	0.8584962	0.8672478	0.9117556	0.8890907	0.88219315	0.89645594	0.9499296	0.9076775	0.8401627	0.95073605	0.8970341	0.9103129	0.9068427	0.82931805	0.9730961	0.9087096	0.8947622	0.87118185	0.91436213	0.71654725	0.9253744	0.92363846	0.86206466	0.96007746	0.7749203	0.9173677	0.86968917	0.90313816	0.86939573	0.89065826	0.9612993	0.93608385	0.7470639	0.9420669	0.82821846	0.9009612	0.977642	0.9395614	0.6111166	0.9291643	0.9619651	0.9543547	0.88874644	0.92397594	0.8780902	0.9304587	0.7760402	0.82552695	0.82692504	0.9706791	0.9633121	0.9296643	0.9195068	0.89964014	0.8049257	0.8922238	0.9408422	0.9089943	0.9126524	0.92306995	0.9268443	0.9301629	0.9282792	0.860139	0.923587	0.8788062	0.9976701	0.99378556	0.9440007	0.7485969	0.866007	0.9186927	0.89301986	0.8483351	0.9005924	0.9728966	0.95801824	0.92693377	0.83808684	0.9247846	0.7543142	0.8558964	0.9484076	0.64291155	0.93831754	0.975946	0.91905904	0.763644	0.949393	0.96846426	0.8429512	0.9771146	0.9171722	0.8696079	0.92394143	0.8617893	0.9365757	0.88980716	0.88963217	0.9299723	0.98799545	0.821613	0.89740217	0.93735635	0.94582814	0.9597831	0.9156891	0.9306322	0.9694103	0.9473785	0.7709718	0.97132653	0.96109337	0.82477725	0.9762707	0.94038963	0.73115575	0.0	0.9757995	0.9486214	0.97114414	0.89164424	0.89252883	0.870752	0.84853524	0.9129478	0.88210076	0.9234792	0.79775286	0.96568	0.9357798	0.9117254	0.94385546	0.8225974	0.8759241	0.92944545	0.95598525	0.9542822	0.9119472	0.6814002	0.72781765	0.973185	0.7976283	0.9854917	0.90876055	0.9196353	0.83254266
vind/verb	0.93918604	0.8121855	0.8668147	0.80035615	0.6600512	0.7434648	0.9368539	0.62657446	0.88641423	0.68242973	0.7170037	0.7665484	0.35528558	0.8790302	0.76821697	0.9006503	0.93337	0.61177266	0.6373576	0.9592205	0.8940178	0.79244757	0.9634403	0.8557795	0.60649836	0.9355525	0.90311104	0.67517054	0.81938773	0.7994915	0.943539	0.87564933	0.85117257	0.82546073	0.74962944	0.92623794	0.8771611	0.57666135	0.64615005	0.7790789	0.9123869	0.9218614	0.89890695	0.8167253	0.7851778	0.8088642	0.7888181	0.8434682	0.8104842	0.95621455	0.65178	0.86772716	0.97403735	0.88640845	0.66403574	0.7609326	0.58963156	0.8256482	0.9204118	0.8434455	0.92747396	0.8987355	0.84345853	0.96272063	0.8144245	0.91114646	0.60484207	0.8460361	0.81732494	0.9242304	0.79996467	0.89134663	0.7601329	0.91027826	0.7807528	0.97425365	0.8284435	0.87770385	0.9063742	0.9807422	0.7075621	0.68761706	0.73110676	0.6929705	0.79590076	0.83015597	0.92547363	0.60588074	0.75213426	0.79347855	0.8018484	0.82004917	0.68034065	0.66189843	0.68656754	0.9744685	0.6320946	0.7256495	0.9395541	0.92700195	0.74797136	0.87351424	0.7565035	0.86450505	0.81921554	0.93180704	0.77042603	0.81987983	0.8769521	0.8433899	0.93759096	0.90111166	0.8192186	0.73094666	0.96163934	0.8710778	0.6916636	0.8166113	0.9016707	0.5820402	0.86712444	0.67057127	0.90536773	0.73291546	0.9199206	0.9133152	0.9391423	0.8000007	0.9052483	0.87443393	0.80037653	0.89424	0.72817343	0.54666674	0.7960985	0.8156663	0.69119674	0.72777617	0.74630105	0.87326884	0.90515196	0.8864896	0.7738931	0.8203584	0.67535126	0.8794513	0.9757995	0.0	0.90659064	0.7881321	0.8660755	0.8460946	0.940698	0.87364936	0.8894327	0.7973275	0.7955313	0.94621056	0.9859604	0.8199827	0.7366686	0.6798407	0.761871	0.9603137	0.76426417	0.7485951	0.8101842	0.89930373	0.8506514	0.81186044	0.8325647	0.7167226	0.59731185	0.9041157	0.5800657	0.775143
voeg_toe/verb	0.97603893	0.9308317	0.9362642	0.84963787	0.88314074	0.85235906	0.9283314	0.9230847	0.9458293	0.71320915	0.8317465	0.89783627	0.8537066	0.99639153	0.89712596	0.9353819	0.89344347	0.88921374	0.8503864	0.5026836	0.8451366	0.9075984	0.87719864	0.893217	0.88100994	0.9561879	0.830051	0.88638735	0.8175883	0.87857574	0.8438246	0.68058574	0.88658005	0.8184309	0.92728454	0.8673475	0.80212355	0.8357793	0.8564671	0.83886504	0.83424556	0.8879403	0.843516	0.9233345	0.8814695	0.77403146	0.8901987	0.74960935	0.6913048	0.6589466	0.8583952	0.8308025	0.8419222	0.7986139	0.90503925	0.8867312	0.87509	0.88141155	0.8591192	0.99897426	0.9162224	0.9294557	0.9145178	0.96948516	0.9138383	0.5481001	0.8951088	0.8112929	0.77836037	0.79235214	0.9855092	0.8524877	0.9342547	0.9461899	0.9454283	0.9468614	0.8519857	0.76366013	0.92673874	0.9761698	0.86065817	0.874174	0.9716501	0.791481	0.9361841	0.8697772	0.90338683	0.90614235	0.845043	0.91150033	0.9522526	0.8792248	0.7715784	0.9225472	0.9257751	0.8043458	0.98059607	0.94905317	0.97405475	0.80355394	0.8950649	0.9382851	0.90773445	0.8236948	0.9979218	0.90491873	0.87600744	0.87721586	0.6816584	0.8763846	0.9867338	0.7644265	0.90326643	0.92700434	0.88638866	0.91358757	0.7595519	0.8692808	0.95446265	0.81757843	0.80649287	0.93714374	0.9156388	0.8179651	0.92993146	0.9054224	0.89701444	0.97394186	0.9093669	0.97407854	0.8862389	0.6165819	0.9524435	0.83080876	0.9642444	0.85808766	0.8851028	0.8545244	0.81569284	0.92850906	0.8923729	0.95272267	0.95367014	0.9526998	0.9342721	0.7805208	0.9486214	0.90659064	0.0	0.79321027	0.90758026	0.95374924	0.54442775	0.80171937	0.9457927	0.6824473	0.8567109	0.787844	0.9559111	0.83945847	0.90489143	0.86046076	0.8132056	0.9695858	0.94188684	0.9287551	0.95589316	0.83171874	0.9082805	0.7677735	0.89892554	0.8280232	0.9526874	0.85935426	0.87815577	0.81131715
voldoende/adj	0.89187753	0.9627925	0.7240999	0.83902645	0.70064473	0.7397787	0.6957998	0.740364	0.89416504	0.77488476	0.6387315	0.9182807	0.5663578	0.8133595	0.8363851	0.93058604	0.77622986	0.7188548	0.67760503	0.7786833	0.80475116	0.9111454	0.7141764	0.841818	0.70103717	0.75740397	0.8241564	0.6363122	0.8012407	0.83664757	0.8860429	0.6691786	0.83863556	0.8214568	0.81328684	0.6780521	0.61336553	0.7599952	0.68424785	0.80791414	0.8804993	0.8294174	0.84362626	0.8972397	0.7976537	0.4698242	0.8276846	0.83005136	0.8832928	0.7587326	0.7460449	0.67955875	0.89505595	0.76831865	0.76869476	0.5042789	0.7496302	0.7950614	0.81648266	0.89873856	0.66334635	0.8265145	0.6367351	0.8464702	0.77885926	0.71703815	0.68213975	0.86365914	0.8128886	0.55023396	0.8858417	0.85525	0.77347183	0.77521	0.9534544	0.9365332	0.72768885	0.79492897	0.94948345	0.7355	0.7226182	0.6916169	0.77739084	0.78966546	0.6347492	0.7169641	0.7306324	0.6995714	0.66206825	0.8595558	0.78823876	0.7185068	0.7754358	0.6375879	0.58443964	0.874122	0.9403961	0.90651864	0.76856816	0.8885159	0.70624536	0.91097254	0.88263965	0.76982284	0.9328666	0.8496019	0.819221	0.87807745	0.7576096	0.88422894	0.9445982	0.6791351	0.8096711	0.9259599	0.8830172	0.7368088	0.84343076	0.63933516	0.88577056	0.7991601	0.47194445	0.8391325	0.7133495	0.8873445	0.8680609	0.7909344	0.84374493	0.79770833	0.90193975	0.85315233	0.8181425	0.6866895	0.7828007	0.66139436	0.90261567	0.58342487	0.75481343	0.8048656	0.77055204	0.90677124	0.90502876	0.8749629	0.8170899	0.8408411	0.84426326	0.85579336	0.97114414	0.7881321	0.79321027	0.0	0.7733791	0.81946343	0.75589824	0.77979827	0.8664937	0.79203844	0.8731435	0.68363786	0.68014634	0.61796343	0.7648766	0.675895	0.5829567	0.9233763	0.84359807	0.70758075	0.8234657	0.815632	0.7118541	0.81578743	0.8520845	0.70505834	0.9364347	0.8782023	0.709414	0.7663493
vooral/adv	0.89172894	0.8600791	0.7120567	0.76187	0.7645805	0.67045677	0.8112794	0.8845734	0.7204422	0.70787483	0.5326228	0.69120526	0.7422433	0.8828927	0.7849958	0.7756062	0.7544588	0.79120934	0.6549958	0.9049103	0.80528766	0.70083046	0.805579	0.7634844	0.7985704	0.7431283	0.87338006	0.82642716	0.58503985	0.8036219	0.88877344	0.863349	0.83654535	0.74970376	0.8373848	0.8520158	0.86986196	0.8587326	0.76369387	0.79047275	0.71457464	0.71921086	0.5615876	0.78473836	0.6927917	0.74535936	0.88203216	0.78559816	0.8539473	0.7935244	0.74981546	0.94399196	0.86331105	0.7181493	0.68671286	0.78126276	0.653013	0.74617505	0.800832	0.63387734	0.93981445	0.87633556	0.8060603	0.7675843	0.6732487	0.9177083	0.8198426	0.7249754	0.71954036	0.89394575	0.65778404	0.7038628	0.8479562	0.6330544	0.74325323	0.8819704	0.706212	0.8590123	0.9449816	0.92210114	0.8168305	0.82359594	0.8932633	0.56757694	0.5622943	0.5281788	0.8184516	0.66115236	0.70378804	0.71396863	0.64210665	0.6871528	0.90007275	0.90716076	0.8579565	0.8240597	0.89337295	0.87268573	0.81349087	0.89462656	0.844761	0.66121817	0.7011229	0.68276376	0.9386862	0.7768545	0.82009983	0.8844458	0.7288181	0.80596566	0.96207356	0.69296813	0.75589097	0.7976499	0.83637303	0.5541086	0.78802204	0.819079	0.60033965	0.6279539	0.7250447	0.85034645	0.7285544	0.72835755	0.8906251	0.56199	0.8736707	0.59166086	0.70018566	0.7503234	0.8043144	0.88459635	0.7963765	0.81063825	0.6972828	0.65316606	0.49740857	0.92934656	0.7409742	0.7578855	0.83278435	0.74300164	0.8523908	0.7540323	0.56694865	0.8098886	0.89164424	0.8660755	0.90758026	0.7733791	0.0	0.7877238	0.7434664	0.74672186	0.765839	0.8483178	0.8814003	0.88510936	0.8643946	0.7901219	0.69436824	0.78423697	0.7531157	0.8754995	0.7384014	0.69841313	0.78034395	0.73023236	0.8374113	0.8119568	0.76153654	0.5830878	0.9499602	0.8195088	0.85403776	0.7905525
vooruitzicht/noun	0.59704745	0.8243979	0.85588026	0.8744892	0.91223615	0.76862127	0.79735065	0.9334244	0.87867075	0.8245093	0.74885345	0.8233166	0.7803571	0.9634249	0.861807	0.8305893	0.796075	0.79382926	0.8573486	0.8988594	0.82750493	0.9589319	0.79611665	0.80090344	0.8683939	0.7247086	0.89722973	0.8246323	0.90545493	0.82778907	0.98308563	0.8026294	0.8295447	0.8550284	0.9226458	0.92731786	0.9060136	0.9400492	0.84430337	0.87593925	0.84788626	0.9111909	0.79363394	0.9042789	0.78454643	0.838821	0.8221463	0.7685582	0.9129096	0.8960778	0.8579699	0.72718453	0.95326436	0.7325274	0.8640869	0.91154945	0.86477256	0.91678065	0.88215214	0.9303949	0.82648456	0.9333284	0.6702677	0.9189203	0.79583323	0.9662742	0.87658715	0.71284693	0.8883821	0.81952786	0.88829714	0.66049373	0.9072443	0.9116062	0.8838785	0.9650607	0.8467104	0.92911595	0.8914141	0.8450516	0.80657387	0.8703759	0.86168325	0.78506374	0.790955	0.63777876	0.8425269	0.7284274	0.80494446	0.75045073	0.8101759	0.7875532	0.8862715	0.86660093	0.81460047	0.93180084	0.9320257	0.7896975	0.84934807	0.8778511	0.85401225	0.9532689	0.8690692	0.81811035	0.6007192	0.9231936	0.9014418	0.9682751	0.88005143	0.9228663	0.86829627	0.95333457	0.8989673	0.92997956	0.9768493	0.7337103	0.88081115	0.8465	0.83100003	0.78113836	0.8820712	0.8428159	0.9447145	0.92041487	0.8561162	0.85879886	0.9215787	0.8390351	0.8443769	0.9118754	0.7729386	0.8100735	0.76391375	0.82291377	0.83974314	0.64381	0.8035821	0.96600395	0.85558784	0.9025098	0.9001118	0.90867144	0.85740876	0.88319606	0.840886	0.9548801	0.89252883	0.8460946	0.95374924	0.81946343	0.7877238	0.0	0.88514805	0.76891506	0.88752747	0.8869823	0.9538969	0.719038	0.793792	0.81486464	0.7220839	0.8742251	0.7251099	0.8604891	0.87924296	0.6347791	0.9520647	0.87969697	0.9410533	0.9546871	0.8059229	0.7926695	0.8520604	0.8090169	0.8730622	0.8663703
vorm/verb	0.8717232	0.8353139	0.80511475	0.82280767	0.8462572	0.81065464	0.87760794	0.91403204	0.8426489	0.82629716	0.81798345	0.93449265	0.7812584	0.92177	0.8907723	0.96997017	0.81145525	0.84131646	0.81570184	0.7216923	0.8695653	0.87237525	0.86211586	0.845519	0.8323569	0.9336768	0.88291967	0.940163	0.8341843	0.8084426	0.8833093	0.7459914	0.834427	0.6510389	0.962504	0.8346813	0.8106135	0.9087953	0.9357933	0.92014605	0.9168677	0.8082992	0.76489687	0.9732186	0.9097861	0.79982257	0.9601972	0.6904817	0.85645574	0.6297288	0.923138	0.8479364	0.75556546	0.6905494	0.7904501	0.90224755	0.896501	0.7689205	0.6501643	0.7396157	0.88317275	0.8579114	0.9056193	0.80652887	0.87770796	0.7790872	0.8528049	0.67171824	0.5894486	0.75166804	0.8318426	0.8545184	0.8896812	0.89890033	0.8677894	0.9731935	0.82706356	0.7980328	0.9671159	0.9586154	0.93642324	0.8567968	0.90213287	0.82290924	0.7660541	0.8070023	0.8305638	0.8580298	0.8695526	0.7686187	0.85242313	0.78729856	0.8407059	0.8975923	0.95230097	0.746151	0.9255909	0.93330866	0.86990714	0.78938574	0.8524097	0.8854424	0.9244782	0.7940687	0.9773691	0.9091344	0.87966686	0.9143359	0.9003198	0.91627085	0.9906317	0.81482047	0.86536705	0.9547518	0.86365765	0.82707727	0.77920425	0.8471	0.7854217	0.7819791	0.762837	0.94590086	0.8989401	0.8708437	0.8863501	0.86352694	0.91358644	0.9324995	0.7536337	0.8930446	0.80062956	0.7757542	0.9618414	0.897558	0.84056073	0.8591002	0.78160363	0.8694255	0.7681586	0.90303385	0.804339	0.8953616	0.8579833	0.90130776	0.8243539	0.7695737	0.870752	0.940698	0.54442775	0.75589824	0.7434664	0.88514805	0.0	0.737429	0.84791005	0.7588735	0.88631594	0.7443459	0.9563186	0.9107152	0.87228113	0.90047854	0.7637879	0.9289867	0.91741383	0.88709503	0.93729436	0.8638176	0.9065129	0.7919591	0.9326729	0.6246654	0.9838532	0.81502765	0.89546037	0.92423844
vrolijk/adj	0.7461037	0.7472136	0.7033808	0.741789	0.73201954	0.79516125	0.84665847	0.6698717	0.8179556	0.6550776	0.68002045	0.7042949	0.7265885	0.8215964	0.79041076	0.79420143	0.6934798	0.8326548	0.7909262	0.697983	0.7334771	0.8187425	0.8610121	0.76367927	0.7025685	0.65882397	0.90596694	0.64024544	0.7526955	0.6521393	0.8548102	0.6819507	0.6475581	0.67305684	0.80798703	0.721286	0.71770585	0.8015065	0.7530927	0.5869653	0.7647915	0.91969734	0.81782466	0.7753915	0.60749507	0.7746493	0.6253929	0.5730291	0.85945076	0.73944944	0.5511613	0.90701634	0.92215204	0.6449566	0.833835	0.7648778	0.65512455	0.8426368	0.84814495	0.94270533	0.89302325	0.79749507	0.66294885	0.8228206	0.6503305	0.6528262	0.67645156	0.59756106	0.8782823	0.8951237	0.7485932	0.8040243	0.8767899	0.8078697	0.6944597	0.9313228	0.8005557	0.8430003	0.8721187	0.8586105	0.7150117	0.6942664	0.7941046	0.6350163	0.73453736	0.74992377	0.76368785	0.7510384	0.71734214	0.5870701	0.87364197	0.797765	0.72397995	0.7807685	0.70902884	0.8322703	0.95026356	0.85564363	0.86301374	0.8022092	0.8735339	0.91522807	0.79648775	0.857437	0.9121211	0.8111538	0.8777364	0.88162696	0.818789	0.87542045	0.93940026	0.9168349	0.8312055	0.8490871	0.9096643	0.72755086	0.8460927	0.67227006	0.883376	0.5471418	0.8170973	0.85162044	0.7615385	0.85520124	0.85199666	0.7980575	0.7105298	0.84461415	0.8578388	0.8132669	0.92243963	0.81196713	0.75368255	0.620868	0.8201318	0.70466065	0.66864914	0.8207315	0.7383005	0.72230464	0.8581482	0.8792531	0.86807406	0.86223954	0.7790104	0.9128472	0.84853524	0.87364936	0.80171937	0.77979827	0.74672186	0.76891506	0.737429	0.0	0.9163792	0.78891945	0.9466687	0.8003974	0.8813818	0.6478778	0.65280074	0.6480665	0.7923651	0.6634873	0.7126075	0.84830475	0.80772036	0.7639092	0.89019257	0.9216641	0.85006994	0.7593476	0.8729819	0.7938093	0.74403596	0.7433986
vuiligheid/noun	0.80854976	0.9281386	0.9082147	0.85785073	0.8033865	0.658864	0.70500433	0.8574207	0.8271174	0.7882314	0.83266246	0.8770027	0.8466393	0.8064907	0.95402694	0.81169456	0.90635026	0.8701295	0.8240215	0.697772	0.6408633	0.6851649	0.97458404	0.9118935	0.75853467	0.83542037	0.9645664	0.7498145	0.962647	0.8010882	0.7733415	0.76080847	0.7791707	0.82956934	0.73332465	0.68843544	0.8943609	0.89657533	0.72723055	0.8282764	0.7962538	0.83167815	0.71163917	0.9063924	0.8504995	0.9380487	0.8734857	0.9627422	0.72683465	0.93630266	0.86046547	0.9736352	0.49584538	0.8477056	0.8809899	0.88088375	0.7755529	0.5058079	0.9107434	0.96867883	0.97915024	0.97145337	0.84939325	0.882967	0.9132001	0.918887	0.8719389	0.9406779	0.8109333	0.9793968	0.8391982	0.9284544	0.9615959	0.99768895	0.9143455	0.96542346	0.8800056	0.65359986	0.96904534	0.95179015	0.813856	0.9134012	0.84447664	0.86037123	0.93873644	0.7419045	0.96496	0.9424776	0.8675337	0.8798636	0.93333596	0.8192775	0.8863635	0.84821343	0.80760676	0.9360352	0.9466977	0.8729575	0.98246217	0.6749814	0.96835124	0.60392284	0.84423417	0.9725832	0.94919044	0.98862547	0.61545837	0.9481872	0.8957497	0.5869831	0.8948747	0.9683124	0.81352484	0.80135715	0.9359424	0.78653306	0.6973741	0.87637997	0.90079916	0.811676	0.9463726	0.9868154	0.8259032	0.6306011	0.84994656	0.9114912	0.76740485	0.70242786	0.81307924	0.90896165	0.92857486	0.930278	0.8959832	0.88634706	0.6320723	0.89517045	0.7931981	0.72563696	0.8624838	0.8558928	0.96343356	0.66032386	0.9314658	0.78487664	0.7061442	0.686375	0.9129478	0.8894327	0.9457927	0.8664937	0.765839	0.88752747	0.84791005	0.9163792	0.0	0.69144595	0.7534394	0.9696486	0.9402037	0.8870943	0.69031423	0.88774127	0.7572604	0.88292634	0.93182176	0.94747144	0.8678592	0.98217994	0.80128837	0.9117418	0.8263493	0.9240078	0.97598636	0.9416921	0.87499046	0.85211635
water/noun	0.857606	0.8487526	0.9617043	0.89231896	0.8389542	0.8111093	0.8272306	0.88571167	0.8650626	0.7080585	0.74357855	0.85787505	0.8306207	0.955462	0.926407	0.8470032	0.768244	0.78204644	0.7362166	0.497702	0.4599858	0.58442503	0.9595743	0.87300444	0.5977679	0.807106	0.7674031	0.79695797	0.82520896	0.72812504	0.6610134	0.49635243	0.7957195	0.8097674	0.87032425	0.6557896	0.6036397	0.78816986	0.71904707	0.7898111	0.91412055	0.9259369	0.61285007	0.68854016	0.66965425	0.86724544	0.9289836	0.70143926	0.5078204	0.617348	0.7820103	0.70681566	0.56057143	0.7415318	0.9515936	0.8318392	0.738898	0.44876117	0.552994	0.938922	0.9332546	0.8625073	0.82406086	0.8581184	0.87084824	0.67713904	0.8071154	0.8105581	0.8066388	0.860121	0.8232132	0.78369105	0.8060007	0.9280296	0.8963788	0.8539019	0.74159515	0.3146971	0.92599785	0.91866803	0.84468067	0.8106142	0.90653276	0.70244837	0.89178205	0.7652197	0.81234896	0.9059766	0.78943235	0.883575	0.9618271	0.8049988	0.63902855	0.8957346	0.8118225	0.616899	0.9701651	0.96729827	0.94174486	0.534026	0.90803975	0.7688104	0.8622104	0.888643	0.9897497	0.9105737	0.6515241	0.663817	0.794433	0.51908326	0.8906705	0.96934307	0.824885	0.54864705	0.79361904	0.91022456	0.550461	0.65489846	0.9098527	0.73102045	0.9580651	0.90069735	0.73593014	0.5937795	0.9151139	0.9524487	0.7903256	0.86640453	0.8559824	0.9055276	0.86098516	0.5108366	0.8551705	0.8680153	0.7081152	0.8087859	0.77489483	0.68331087	0.8448957	0.88055736	0.797915	0.81642634	0.8366518	0.811508	0.79988563	0.55418754	0.88210076	0.7973275	0.6824473	0.79203844	0.8483178	0.8869823	0.7588735	0.78891945	0.69144595	0.0	0.5926579	0.66033643	0.8686223	0.7812847	0.6035524	0.8604233	0.73140454	0.93682414	0.88183194	0.8795825	0.8806099	0.94971055	0.77840817	0.84339225	0.7423699	0.775799	0.9812686	0.74362075	0.7968546	0.5841857
