	1ste/num	2de/num	3de/num	Aalsterse/adj	Australisch/adj	Engelstalig/adj	Euro2000/name	Istanboel/name	Nederlandstalig/adj	PROV/name	Romein/noun	aantal/noun	accent/noun	advertentie/noun	affiche/noun	alle/det	ander/adj	auto_wrak/noun	begin/verb	ben_uit/verb	beperkt/adj	bijtend/adj	blijf_achter/verb	buis/noun	centraal/adj	combineer/verb	de/det	dergelijk/adj	detective/noun	die/det	die/pron	discriminatie/noun	door/prep	drama/noun	drijf/verb	een/det	eentje/pron	eenzaam/adj	en/vg	enig/det	ere_plaats/noun	ernst/noun	fel/adj	flankeer/verb	flyers/noun	gebruik/verb	geest/noun	gehard/adj	gekleurd/adj	geluid_effect/noun	geplaatst/adj	geweigerd/adj	goedmoedig/adj	groot_macht/noun	halfnaakt/adj	hang/adj	hang/verb	hang_op/verb	heb_op/verb	helder/adj	honderden/noun	hoon/noun	hoor/verb	humor/noun	in/prep	industrieel/adj	ingebouwd/adj	ingehouden/adj	introduceer/verb	ironie/noun	jazz/noun	kaars/noun	kijk_terug/verb	kinderachtig/adj	kom_over/verb	laat_los/verb	lawaaierig/adj	letter_DIM/noun	licht/adj	licht/noun	licht/prefix	lijk/verb	loop/verb	loper/noun	maak/verb	macho/noun	met/prep	mikpunt/noun	mild/adj	minachting/noun	moet_in/verb	niet_commercieel/adj	nostalgie/noun	omgeving/noun	ondanks/prep	onder/prep	onderwerp/noun	ontlok/verb	oog/noun	op/prep	plaats/noun	plafond/noun	politicus/noun	pose/noun	precies/adv	priem/verb	productie_huis/noun	prognose/noun	publiek/adj	radio/noun	ragfijn/adj	reeks/noun	richt/verb	rood/adj	samenleving/noun	schemer_door/verb	schrijven/noun	sla_gade/verb	slechts/adv	sta/verb	stem/noun	storend/adj	studio/noun	surrealistisch/adj	symboliek/noun	tafel/noun	tafereel/noun	terloops/adj	tv/noun	van/prep	varieer/verb	verander/verb	verblind/adj	verdwijn/verb	verholen/adj	verwondering/noun	vleugel/noun	voeg_toe/verb	voer_op/verb	vol/adj	vol/prep	voor/prep	vooroordeel/noun	voorwerp/noun	vrolijk/adj	waarmee/pp	waarschuw/verb	waarvoor/pp	wapen/noun	wat/det	weiger/verb	welk/det	wereld_pers/noun	wereld_top/noun	word/verb	zelf/adv	zend_uit/verb	zie/verb	zijn/det	zulk/det	zweem/noun	één/pron
varieer/verb	0.95499426	0.9619266	0.95649207	0.92853296	0.8794479	0.87914336	0.94635326	0.947683	0.85241365	0.98701406	0.9127892	0.7985859	0.82662916	0.85976624	0.8646755	0.8005724	0.825452	0.9437774	0.883673	0.87657535	0.7485991	0.8851639	0.8553268	0.84840226	0.86355424	0.7716412	0.7859758	0.7951679	0.91195375	0.80681837	0.7841399	0.9057708	0.8282132	0.85909414	0.8398073	0.7348631	0.89461607	0.86436343	0.67843735	0.84675825	0.9370052	0.8733436	0.85374373	0.9253326	0.94931847	0.7840875	0.8639222	0.940183	0.8255646	0.9043408	0.8905771	0.94034487	0.9528968	0.94112396	0.95781004	0.9271786	0.8293794	0.86609936	0.901821	0.80854976	0.83403414	0.9387771	0.8781594	0.84379894	0.86084425	0.84645134	0.87994045	0.84390855	0.8337079	0.8784381	0.82378244	0.8564323	0.91139436	0.87882644	0.8562304	0.84035456	0.9202166	0.90124327	0.78352875	0.83760613	0.91334	0.85922956	0.89093596	0.89792556	0.8348122	0.93718	0.75825703	0.9273253	0.82145137	0.921442	0.9068358	0.9359559	0.8874006	0.84981227	0.79894316	0.8574824	0.8608751	0.9156022	0.89586926	0.85992837	0.9004576	0.8573545	0.8963605	0.89675266	0.81108385	0.94144386	0.9424776	0.90413034	0.89675903	0.86294514	0.88811696	0.8644589	0.85741353	0.82470936	0.86808825	0.8998299	0.8799322	0.91031724	0.80129576	0.87525487	0.8657866	0.8865339	0.8887006	0.8430048	0.861898	0.8405851	0.85205436	0.8710878	0.8871243	0.72609186	0.0	0.8316677	0.9213774	0.85306454	0.939157	0.88312584	0.87836933	0.78651315	0.8274648	0.8259435	0.7696353	0.81287456	0.88487387	0.82473546	0.82374096	0.7430681	0.88243836	0.801416	0.87759274	0.83039284	0.8915119	0.7913888	0.95002556	0.9206456	0.86033493	0.8856423	0.8723014	0.8779452	0.8421063	0.7862344	0.8801536	0.8321388
verander/verb	0.986497	0.9856254	0.9911528	0.95251375	0.88961357	0.9324652	0.9675583	0.9317661	0.9106305	1.0	0.8996832	0.867806	0.8715959	0.91181695	0.9166311	0.84357595	0.78424877	0.9697362	0.8898698	0.8738501	0.84270644	0.9076637	0.8853791	0.90675896	0.8499752	0.8361389	0.7816482	0.7951098	0.93990046	0.76165444	0.76493526	0.875113	0.82849044	0.8774622	0.8317549	0.7453395	0.90770835	0.8346499	0.73556924	0.869625	0.9660453	0.9065392	0.8650444	0.9442426	0.9634393	0.8026783	0.8259735	0.9409932	0.8527371	0.95457655	0.91094995	0.96872777	0.92167366	0.9515033	0.9446527	0.93082285	0.8403487	0.8808777	0.9192419	0.84747237	0.8391057	0.94965845	0.88032323	0.8524726	0.81752473	0.8587783	0.88876724	0.9028574	0.8166807	0.90011996	0.92097586	0.92309815	0.93078256	0.93755573	0.8563615	0.8170122	0.9504439	0.9117788	0.8426254	0.84195924	0.94648963	0.78467166	0.8585427	0.9374743	0.81768167	0.8910292	0.84142137	0.94845176	0.8908611	0.9029145	0.92832774	0.9613044	0.90875405	0.81234014	0.8129605	0.86222124	0.8494384	0.927046	0.8412151	0.88560945	0.91534007	0.87769186	0.86272824	0.901386	0.8155922	0.94106895	0.93513703	0.9369091	0.866784	0.89345515	0.95538425	0.87252176	0.8170122	0.8347362	0.79642695	0.93293643	0.89852524	0.9189941	0.86429566	0.8926272	0.8789499	0.9146495	0.9167526	0.90361524	0.8854077	0.882899	0.87339675	0.92417145	0.8844407	0.7738145	0.8316677	0.0	0.9073447	0.79461485	0.969376	0.9071024	0.8989351	0.82378155	0.81002617	0.8716613	0.7759402	0.8716522	0.8816749	0.8755286	0.8263663	0.76976895	0.86694694	0.8204849	0.87794137	0.86653346	0.89183074	0.75590974	0.957309	0.93151504	0.8736967	0.89666206	0.87901974	0.8229572	0.8366425	0.77191895	0.9231091	0.85802716
verblind/adj	0.9735434	0.97444427	0.97529334	0.93020993	0.95159024	0.9679989	0.94127136	0.96684366	0.94165534	0.97830373	0.9525395	0.96613604	0.8890244	0.9547149	0.91778624	0.90706325	0.940364	0.9673639	0.94096607	0.91733956	0.927955	0.9199844	0.9001973	0.9283832	0.9366195	0.8973434	0.88650095	0.9081602	0.9463776	0.8794743	0.86141807	0.94593036	0.8698907	0.9104276	0.8634659	0.8545777	0.9173732	0.9069872	0.8266417	0.8701693	0.9483214	0.91013527	0.85544634	0.95469695	0.9624521	0.9249375	0.8484486	0.9549515	0.86261237	0.9563397	0.9487577	0.978941	0.9441238	0.94775575	0.94482076	0.9072841	0.88505673	0.92790884	0.9313525	0.8618536	0.9012883	0.9315951	0.96033037	0.89074785	0.90000916	0.9441659	0.9164411	0.89485615	0.9328995	0.88568735	0.9419029	0.8868457	0.9435081	0.90704066	0.91435856	0.90824395	0.9400525	0.9475807	0.89928406	0.81991595	0.9274834	0.87698954	0.9344946	0.9368897	0.9092045	0.9330502	0.8829041	0.9350311	0.9187823	0.9158686	0.90916264	0.9815284	0.9017954	0.9057537	0.8891809	0.94132483	0.92637575	0.9025859	0.85573834	0.9208176	0.96920377	0.9009918	0.8901646	0.89590955	0.9099101	0.8851805	0.96813226	0.9612033	0.9262297	0.95049536	0.9087473	0.95416754	0.92338	0.8609617	0.90761095	0.9194647	0.9527056	0.89282	0.9160522	0.9275441	0.9410278	0.90647936	0.94365853	0.89867085	0.90767926	0.9343053	0.8969607	0.9352634	0.94625294	0.87449145	0.9213774	0.9073447	0.0	0.8927891	0.9166863	0.9112396	0.90963	0.9354324	0.92791456	0.86120653	0.8243643	0.93411714	0.90472114	0.91238797	0.90354186	0.87385213	0.909126	0.929693	0.92416275	0.91229904	0.9415387	0.9201137	0.9579852	0.9326519	0.9241329	0.9384654	0.9765331	0.8450498	0.8679429	0.8659236	0.8952632	0.93427795
verdwijn/verb	0.9622079	0.9653384	0.9613774	0.91728187	0.8778951	0.9314594	0.94595736	0.942896	0.9116101	0.9999401	0.8884019	0.8376398	0.8915292	0.86814374	0.8536041	0.7928815	0.7976313	0.8671624	0.8554274	0.842305	0.81844586	0.9063824	0.8116814	0.83857626	0.8237534	0.8129914	0.69535756	0.8171765	0.91904676	0.77602327	0.74799675	0.90503025	0.7806756	0.88503706	0.77432144	0.7014135	0.87935877	0.80887413	0.6411456	0.7980217	0.95267355	0.88657683	0.8335266	0.9227643	0.9512895	0.7541561	0.85753036	0.95110494	0.7955564	0.9702332	0.84269	0.9485461	0.9385764	0.9338118	0.9274683	0.8724523	0.72164077	0.84125876	0.90941554	0.8512989	0.7385771	0.93912894	0.85761636	0.8796159	0.758204	0.8256225	0.8271532	0.9135919	0.808534	0.88681656	0.9168651	0.859465	0.9081774	0.9417102	0.90694153	0.7921723	0.8933911	0.925007	0.79180765	0.7801667	0.9440894	0.7696873	0.8058703	0.90530956	0.8584335	0.9354167	0.7494896	0.9156716	0.88456494	0.91823703	0.8656352	0.9524231	0.8774013	0.7704943	0.80682087	0.7896099	0.88603526	0.9229766	0.8305981	0.8024631	0.8873363	0.8125173	0.880434	0.92269623	0.78597736	0.91481906	0.9549099	0.94133735	0.84699863	0.8107202	0.91213727	0.9048396	0.85883236	0.76968837	0.8325776	0.9388765	0.91272825	0.8956563	0.8281611	0.79047924	0.8760972	0.88523805	0.8820923	0.9060321	0.90818906	0.8112087	0.8785024	0.92604846	0.83846533	0.74785244	0.85306454	0.79461485	0.8927891	0.0	0.95436877	0.91869867	0.86451125	0.8357734	0.8666944	0.78461826	0.6899116	0.834339	0.9087204	0.7905718	0.82820624	0.7410672	0.85464716	0.79882705	0.83001834	0.7976456	0.84204507	0.82445383	0.9629675	0.9409963	0.8167982	0.9018066	0.86761063	0.7609048	0.78350174	0.8178759	0.8975828	0.81864935
verholen/adj	0.988172	0.9997574	0.99616414	0.95935977	0.92793465	0.9330597	0.94283646	0.9608672	0.9515663	1.0	0.9640706	0.96728987	0.93568885	0.9373944	0.9490835	0.9296258	0.9320532	0.9845276	0.95660865	0.9189425	0.96136683	0.89556354	0.9501549	0.97890675	0.94664747	0.9514303	0.9090594	0.8879908	0.97023475	0.8846737	0.89584136	0.890775	0.9100833	0.90173465	0.888324	0.9105592	0.96125555	0.9203726	0.8786924	0.8151682	0.9697028	0.89905995	0.8947294	0.95833856	0.9650382	0.96469444	0.94018066	0.9535939	0.95049876	0.9810182	0.9700334	0.9029332	0.9511924	0.92118365	0.9753657	0.927779	0.9664996	0.96367383	0.943243	0.9265633	0.94322366	0.8605539	0.94985443	0.8733789	0.9280304	0.9713791	0.98356223	0.87706614	0.94927275	0.8368491	0.95472074	0.9853122	0.87030673	0.9451278	0.92474735	0.94139963	0.9569332	0.96640134	0.9118189	0.97385615	0.98242366	0.9279287	0.97345793	0.9651062	0.9557281	0.9454834	0.8935293	0.91486454	0.8885488	0.7779393	0.9710484	0.9836615	0.8742056	0.94754505	0.9017694	0.9455505	0.9035518	0.8875309	0.92643654	0.9592346	0.9894885	0.98001826	0.84659916	0.93043125	0.9437848	0.9552281	0.9741551	0.9726408	0.90429944	0.9516662	0.9665492	0.94655585	0.9056126	0.9698101	0.9037415	0.8688403	0.9256509	0.885999	0.9457392	0.977619	0.9280607	0.90708184	0.9374012	0.92834914	0.91869277	0.97134507	0.9111713	0.9166379	0.92012155	0.8971193	0.939157	0.969376	0.9166863	0.95436877	0.0	0.81438476	0.9654426	0.95323	0.9328618	0.92340624	0.83983785	0.9335623	0.89569336	0.93800193	0.92549646	0.8861469	0.9128255	0.9491449	0.9284705	0.92260635	0.91155887	0.93945205	0.9693828	0.9564087	0.95338255	0.9523126	0.9462815	0.93769336	0.86895907	0.8912146	0.8481408	0.92678404
verwondering/noun	0.9804577	0.9751706	0.9815273	0.9238857	0.93186647	0.89809513	0.93839884	0.9398265	0.9130993	0.98298854	0.9217286	0.9272483	0.8707664	0.9312849	0.9108965	0.89062905	0.90211624	0.9743131	0.91981685	0.9229437	0.9324637	0.884122	0.95288706	0.93964565	0.93181556	0.87072444	0.8787854	0.8662564	0.8939734	0.8097241	0.85039604	0.90229815	0.86067	0.84638846	0.8565355	0.866486	0.9207427	0.8939394	0.8208492	0.80947405	0.9575668	0.8448322	0.90334773	0.93526626	0.9684087	0.941914	0.8346498	0.94483393	0.905245	0.9236474	0.93714565	0.9129886	0.8749995	0.9528066	0.9507934	0.9328628	0.9190062	0.93147576	0.9322822	0.86812866	0.9170795	0.8875948	0.9140168	0.77023166	0.9068366	0.9383283	0.9231322	0.8106334	0.9233116	0.7874477	0.899657	0.9411927	0.8503946	0.90245026	0.9194333	0.9085567	0.94254136	0.9501676	0.8679581	0.89120483	0.94122916	0.86163396	0.9477611	0.9425101	0.91272813	0.9191229	0.87606364	0.9084698	0.8734708	0.82473814	0.9592388	0.9434261	0.78431726	0.8986308	0.85180223	0.9282855	0.8587925	0.83908933	0.86152357	0.9332932	0.95756197	0.932896	0.8902482	0.9020692	0.87851167	0.9310213	0.9469131	0.94765514	0.866038	0.92181796	0.90705955	0.9216386	0.92300004	0.92438537	0.8811937	0.9151957	0.87317216	0.82024413	0.8945697	0.9339306	0.87958103	0.8831845	0.91186553	0.8747915	0.8790735	0.91774255	0.8277296	0.86629	0.86873484	0.84844923	0.88312584	0.9071024	0.9112396	0.91869867	0.81438476	0.0	0.92703325	0.92315197	0.9120739	0.8747545	0.7817614	0.882703	0.86821973	0.8597626	0.84490514	0.8550114	0.9226789	0.9118539	0.93143475	0.86380017	0.94013596	0.8955115	0.9161163	0.9096897	0.92490965	0.9152454	0.9456441	0.8780591	0.80634224	0.82394564	0.8562336	0.9104087
vleugel/noun	0.94753516	0.957704	0.9398812	0.90006125	0.88402665	0.9224084	0.929176	0.9205309	0.8955472	0.991037	0.8955636	0.89716166	0.83353126	0.9060863	0.87274003	0.8607301	0.8881574	0.91295063	0.9157979	0.9044542	0.87982893	0.92606616	0.8851014	0.8126467	0.85568947	0.85172486	0.7501332	0.88315916	0.9331547	0.85374665	0.7669085	0.94215643	0.7486695	0.87828135	0.83850056	0.7671892	0.85927427	0.85939866	0.733075	0.88130695	0.9278921	0.9122708	0.80704635	0.8781955	0.96598655	0.86884177	0.85582465	0.94098604	0.83084106	0.91547126	0.86097574	0.95927006	0.9552876	0.9191117	0.90325207	0.8781088	0.8001349	0.83460736	0.9062444	0.8505882	0.8165686	0.96267074	0.88485307	0.8797256	0.81981987	0.8596282	0.88865113	0.888581	0.8634409	0.8944235	0.87245804	0.86717445	0.9309297	0.9619302	0.89343566	0.85931396	0.9340136	0.9245421	0.82454634	0.8314424	0.93546504	0.870213	0.89905095	0.89216936	0.91817313	0.9367747	0.78300893	0.9474756	0.8899995	0.91144705	0.9061053	0.95002186	0.89812416	0.8372326	0.85761416	0.82435244	0.9042159	0.91825855	0.82899785	0.8784505	0.88398105	0.758732	0.8150069	0.8902715	0.85716236	0.9104341	0.9420679	0.93439823	0.8905664	0.8720919	0.8981147	0.89058906	0.8727617	0.7997495	0.8664752	0.92390025	0.92029256	0.91265905	0.8821025	0.87626356	0.7805019	0.9151573	0.8285295	0.8803942	0.8656218	0.83391494	0.85784626	0.9216606	0.9022675	0.797721	0.87836933	0.8989351	0.90963	0.86451125	0.9654426	0.92703325	0.0	0.86982256	0.88258123	0.85569423	0.792614	0.8708519	0.9123556	0.831496	0.84422857	0.81368387	0.8579604	0.8648128	0.84564173	0.86812747	0.88533914	0.913518	0.95849454	0.9457892	0.8423235	0.9135228	0.92360663	0.86412054	0.83000755	0.8478824	0.93826616	0.8184176
voeg_toe/verb	0.9271102	0.946849	0.9441583	0.94558924	0.8795615	0.91011	0.95318425	0.9670462	0.88496315	0.9817023	0.91588205	0.8591161	0.8224023	0.8713599	0.88126296	0.7961955	0.822136	0.96414936	0.89418095	0.8896647	0.80075943	0.8419609	0.89177674	0.863981	0.85133445	0.75541973	0.8413297	0.7957104	0.9127327	0.7946919	0.7748886	0.921905	0.8349979	0.8408905	0.8463806	0.7396698	0.89189744	0.8934541	0.64403975	0.82432055	0.95491993	0.8930971	0.84904134	0.9347652	0.9587392	0.6817417	0.87762225	0.934146	0.8038615	0.91194534	0.91511005	0.96002996	0.9310053	0.9312711	0.9601678	0.9200824	0.83622277	0.87249583	0.9191307	0.78733397	0.8352376	0.95086104	0.8300126	0.8056792	0.8618983	0.82038915	0.86883813	0.8839989	0.8051083	0.8534907	0.8535043	0.8932836	0.90770227	0.9069754	0.8343799	0.8399647	0.95870614	0.9062517	0.7502218	0.83383787	0.94506115	0.8283811	0.9094604	0.9177272	0.8272206	0.9413302	0.716117	0.93459857	0.8258035	0.95620406	0.93982726	0.9622979	0.89583665	0.86014366	0.8282433	0.8927504	0.83024454	0.8837385	0.83963895	0.8716312	0.92182076	0.8807273	0.87354106	0.90660954	0.81726265	0.9506608	0.9586606	0.9299429	0.87325174	0.86879385	0.8583569	0.8307052	0.854422	0.7575192	0.8689687	0.8833649	0.87624335	0.9286382	0.8469218	0.87303364	0.84428215	0.88374466	0.8910826	0.8712643	0.8773858	0.8202188	0.88110214	0.8626832	0.8796269	0.80177057	0.78651315	0.82378155	0.9354324	0.8357734	0.95323	0.92315197	0.86982256	0.0	0.83519965	0.7956136	0.6987197	0.8590478	0.8793541	0.83436716	0.83195794	0.71700114	0.85191154	0.8123957	0.88260245	0.72531235	0.8672098	0.7911922	0.9637113	0.956196	0.8539299	0.88064975	0.8737922	0.8830415	0.84612536	0.777326	0.8864923	0.83498883
voer_op/verb	0.94538254	0.92939496	0.9365539	0.88981277	0.84515613	0.87170327	0.92972267	0.9504138	0.8653181	0.98988503	0.90890086	0.79456586	0.8257069	0.89011437	0.857774	0.80232376	0.81119746	0.9482511	0.8516123	0.8722895	0.808231	0.8872117	0.8302148	0.8663996	0.83305	0.81166077	0.7127211	0.79897153	0.8571439	0.8124808	0.72179747	0.8670697	0.7485672	0.7798746	0.78594136	0.73825574	0.9025315	0.8179917	0.7002603	0.83722854	0.9512354	0.86255366	0.81335545	0.90252924	0.9476757	0.8119961	0.82122064	0.92202085	0.8763179	0.9155436	0.90089154	0.9554319	0.9004893	0.9028125	0.88660276	0.91996366	0.8752422	0.8485733	0.88187677	0.8662411	0.77853256	0.9257707	0.8472339	0.7863877	0.8297519	0.8558247	0.92706174	0.90462554	0.8173215	0.8473402	0.85386753	0.9215277	0.89331466	0.9050417	0.81422293	0.836525	0.9316557	0.9593441	0.84666073	0.8739828	0.90434915	0.84412277	0.86445886	0.8874015	0.8411477	0.8807515	0.79426116	0.8903165	0.8499764	0.9103688	0.902859	0.9465582	0.85416216	0.8469902	0.78819394	0.7985627	0.8172289	0.87624884	0.8819431	0.8593821	0.92618054	0.896628	0.7909588	0.8583238	0.8470817	0.9627347	0.91075236	0.92060286	0.8362665	0.8434448	0.935947	0.7981418	0.8059017	0.8770485	0.8514198	0.87759984	0.8709017	0.88508594	0.8387429	0.89561015	0.8525527	0.89780366	0.86964667	0.8474481	0.86041623	0.88740075	0.81944925	0.8873607	0.84336835	0.72717583	0.8274648	0.81002617	0.92791456	0.8666944	0.9328618	0.9120739	0.88258123	0.83519965	0.0	0.858966	0.7665731	0.81463015	0.87662184	0.88781595	0.78232914	0.77156615	0.79309297	0.8016017	0.821451	0.8600118	0.8290847	0.84118396	0.93917197	0.9333524	0.84203357	0.8727523	0.8267703	0.8165865	0.8137625	0.77626884	0.91172904	0.78806096
vol/adj	0.95967466	0.96499485	0.95565844	0.894817	0.8916545	0.9324428	0.9329497	0.937802	0.91575074	0.989698	0.90426403	0.903314	0.84785914	0.8833386	0.8499923	0.80330765	0.87686145	0.87815404	0.8132769	0.8676569	0.8260882	0.8691945	0.85540926	0.8096906	0.86454654	0.82578987	0.76208526	0.8503935	0.93286306	0.79868245	0.7995144	0.9465123	0.8014545	0.8509595	0.8135767	0.71545994	0.8481655	0.8313037	0.66104496	0.8043075	0.94550604	0.89870894	0.79375327	0.9032752	0.92031574	0.8085625	0.84083265	0.8882364	0.7831248	0.95457464	0.86039805	0.9610973	0.94971794	0.93714494	0.936944	0.85350776	0.72165877	0.82766616	0.8984638	0.8046473	0.7674397	0.91440153	0.8239209	0.8404709	0.7341768	0.8615277	0.8666761	0.87595487	0.8643186	0.86972195	0.8779809	0.80635375	0.8974519	0.93200964	0.8705367	0.86014396	0.9097324	0.9274829	0.773293	0.7892497	0.9199225	0.8260272	0.80648124	0.85798174	0.8606304	0.91416454	0.71064496	0.9309566	0.8676096	0.9357333	0.86062914	0.96220565	0.8530998	0.8393407	0.79419714	0.83373594	0.8645015	0.9269109	0.78030646	0.8173525	0.90078425	0.79848105	0.88697374	0.881811	0.8191637	0.8970727	0.95388764	0.952934	0.8888509	0.8399747	0.90878314	0.8823177	0.880544	0.7058673	0.8903095	0.93363446	0.8946463	0.85591805	0.82792664	0.7668407	0.8204564	0.894716	0.86868304	0.91273415	0.8754139	0.7453581	0.83546686	0.8948821	0.81353956	0.8155403	0.8259435	0.8716613	0.86120653	0.78461826	0.92340624	0.8747545	0.85569423	0.7956136	0.858966	0.0	0.5642174	0.8715656	0.9315381	0.83432305	0.7486054	0.7792967	0.8751712	0.86151576	0.87934893	0.7392317	0.89761186	0.8724791	0.95807177	0.940919	0.87069577	0.8933468	0.8989825	0.7947641	0.7628242	0.8248359	0.8969649	0.83874696
vol/prep	0.95314074	0.9551671	0.94638234	0.8699461	0.82482505	0.82798177	0.9192149	0.90603614	0.8392651	0.9891263	0.8284539	0.8545016	0.76035446	0.81915754	0.7272324	0.7402921	0.7766836	0.82610893	0.8302244	0.8126087	0.8283449	0.76376903	0.7873622	0.73867434	0.79137814	0.6637186	0.7630689	0.7434268	0.8374563	0.7016667	0.6389381	0.8999085	0.7064405	0.69576114	0.6531848	0.5284915	0.80455464	0.7074689	0.43806493	0.75309515	0.9314937	0.8332385	0.7565037	0.836141	0.8672978	0.6589166	0.72010267	0.8711223	0.6398168	0.8577184	0.81652427	0.9276153	0.872704	0.93328094	0.8363294	0.7703678	0.58238375	0.712751	0.8582292	0.6768044	0.65385735	0.8927666	0.7514669	0.6434367	0.71684074	0.7975565	0.81338376	0.7757592	0.7497771	0.742234	0.748721	0.74427176	0.81998837	0.8501917	0.74306273	0.7440409	0.8704785	0.8891734	0.68249786	0.72044253	0.87571746	0.7210953	0.76227266	0.8645786	0.73618376	0.8477913	0.5280051	0.8891174	0.7995883	0.85191345	0.84441197	0.9367546	0.7504079	0.72425157	0.738099	0.78090715	0.770199	0.82098466	0.68203104	0.7715112	0.8812682	0.66788614	0.82096267	0.77585125	0.7637089	0.850468	0.9261084	0.94447976	0.84482193	0.8169497	0.8428025	0.72092855	0.82886183	0.6195323	0.81615704	0.89440656	0.82025564	0.80373526	0.8160823	0.6957218	0.74878967	0.8262181	0.80102056	0.7335106	0.7520652	0.65666485	0.6669533	0.81208885	0.7357758	0.744626	0.7696353	0.7759402	0.8243643	0.6899116	0.83983785	0.7817614	0.792614	0.6987197	0.7665731	0.5642174	0.0	0.8195787	0.8072053	0.6749798	0.6026628	0.6150247	0.8221377	0.75888836	0.7982161	0.6125739	0.8597972	0.78535175	0.92111206	0.9067556	0.826772	0.85886395	0.8223701	0.67923146	0.68913794	0.6522814	0.81306577	0.7424414
voor/prep	0.9224067	0.9200849	0.9219955	0.87507296	0.84844863	0.8814354	0.8477815	0.9271268	0.82174206	0.988211	0.9135422	0.7514702	0.86166847	0.82987595	0.88238424	0.6951734	0.7544957	0.9255985	0.80778396	0.8175962	0.7169646	0.94551015	0.8514107	0.88751984	0.7825089	0.7991636	0.65081257	0.6447164	0.91163665	0.7596907	0.72351813	0.80700696	0.8216883	0.8661977	0.83727753	0.66878605	0.89299333	0.8774231	0.684095	0.762642	0.87586415	0.8658166	0.8538117	0.9338227	0.93052953	0.6996455	0.89311075	0.9401613	0.8993646	0.9515562	0.8876849	0.88589597	0.9450494	0.91808915	0.9587608	0.9410814	0.88672996	0.8984611	0.88872385	0.87367773	0.7857996	0.9067265	0.89156467	0.86281276	0.84152234	0.7818862	0.86750376	0.91627955	0.7920845	0.8918746	0.89630413	0.89767367	0.90298265	0.89578885	0.86406314	0.87046915	0.90143275	0.91569513	0.86068994	0.8782109	0.93378216	0.7869071	0.8643459	0.86828274	0.78150505	0.947167	0.80808663	0.88753223	0.8518157	0.8873296	0.87064296	0.87078696	0.89514035	0.8374897	0.7555298	0.81719553	0.8067908	0.87728995	0.8866108	0.826903	0.83330995	0.90722996	0.83127683	0.9382612	0.8273179	0.9515434	0.8982199	0.868574	0.74043167	0.8548173	0.9459396	0.8319964	0.7410499	0.8998136	0.8032535	0.8768468	0.8541037	0.893615	0.7491431	0.8576298	0.8886707	0.9108357	0.8510248	0.9169123	0.8853583	0.84945285	0.90786755	0.8960939	0.8210087	0.65062124	0.81287456	0.8716522	0.93411714	0.834339	0.9335623	0.882703	0.8708519	0.8590478	0.81463015	0.8715656	0.8195787	0.0	0.8783656	0.8794883	0.8729012	0.7386507	0.7929193	0.57635546	0.8275929	0.8077005	0.7601568	0.7517614	0.93403625	0.8843492	0.79446065	0.8067458	0.86430424	0.8694858	0.8116597	0.76141524	0.9278846	0.8343109
vooroordeel/noun	0.94936925	0.9661654	0.9502545	0.90349984	0.901517	0.8713557	0.93221974	0.9363769	0.8822117	0.97719014	0.8782837	0.8922139	0.82918715	0.8905695	0.8968314	0.8169581	0.84828544	0.9563285	0.92377067	0.8559003	0.8808942	0.8919108	0.9178249	0.9228277	0.90019655	0.8321351	0.84212375	0.80897266	0.8693789	0.7420502	0.74514675	0.7451102	0.80459243	0.85668135	0.8200604	0.82635826	0.88591254	0.8714873	0.7650919	0.82670295	0.94593257	0.84755856	0.84360605	0.94096893	0.9621432	0.87812716	0.78218126	0.9373172	0.8591952	0.9218038	0.9069372	0.94888777	0.921998	0.903667	0.93640864	0.92729926	0.91335946	0.90259176	0.87236476	0.85040784	0.8670797	0.9034705	0.8918735	0.7747842	0.8994241	0.9111682	0.92750496	0.90891314	0.887106	0.8219684	0.8544446	0.92855716	0.903358	0.8810526	0.83055615	0.86357945	0.940486	0.91986775	0.9007852	0.9143177	0.96979177	0.8222263	0.93439335	0.9149548	0.86705506	0.88071007	0.8320544	0.8804447	0.86509526	0.79455537	0.9093459	0.9309362	0.8454812	0.878057	0.83393425	0.8606389	0.8257843	0.88774204	0.8721913	0.9098136	0.946049	0.91098243	0.8088276	0.8532585	0.8847921	0.9550699	0.94221836	0.8693495	0.8523217	0.88866615	0.9426926	0.9207973	0.85505486	0.8997729	0.7724408	0.88387823	0.880846	0.9054197	0.8936196	0.91096604	0.8931798	0.863398	0.9278403	0.87804693	0.8198313	0.92446566	0.867975	0.87393045	0.88905895	0.83504003	0.88487387	0.8816749	0.90472114	0.9087204	0.89569336	0.86821973	0.9123556	0.8793541	0.87662184	0.9315381	0.8072053	0.8783656	0.0	0.861834	0.84741646	0.78862673	0.8988655	0.8743228	0.88620955	0.8496922	0.852435	0.83844715	0.9381571	0.9142695	0.853524	0.8901535	0.9334631	0.8955116	0.8297248	0.76588696	0.8588364	0.8933148
