	1ste/num	2de/num	3de/num	Aalsterse/adj	Australisch/adj	Engelstalig/adj	Euro2000/name	Istanboel/name	Nederlandstalig/adj	PROV/name	Romein/noun	aantal/noun	accent/noun	advertentie/noun	affiche/noun	alle/det	ander/adj	auto_wrak/noun	begin/verb	ben_uit/verb	beperkt/adj	bijtend/adj	blijf_achter/verb	buis/noun	centraal/adj	combineer/verb	de/det	dergelijk/adj	detective/noun	die/det	die/pron	discriminatie/noun	door/prep	drama/noun	drijf/verb	een/det	eentje/pron	eenzaam/adj	en/vg	enig/det	ere_plaats/noun	ernst/noun	fel/adj	flankeer/verb	flyers/noun	gebruik/verb	geest/noun	gehard/adj	gekleurd/adj	geluid_effect/noun	geplaatst/adj	geweigerd/adj	goedmoedig/adj	groot_macht/noun	halfnaakt/adj	hang/adj	hang/verb	hang_op/verb	heb_op/verb	helder/adj	honderden/noun	hoon/noun	hoor/verb	humor/noun	in/prep	industrieel/adj	ingebouwd/adj	ingehouden/adj	introduceer/verb	ironie/noun	jazz/noun	kaars/noun	kijk_terug/verb	kinderachtig/adj	kom_over/verb	laat_los/verb	lawaaierig/adj	letter_DIM/noun	licht/adj	licht/noun	licht/prefix	lijk/verb	loop/verb	loper/noun	maak/verb	macho/noun	met/prep	mikpunt/noun	mild/adj	minachting/noun	moet_in/verb	niet_commercieel/adj	nostalgie/noun	omgeving/noun	ondanks/prep	onder/prep	onderwerp/noun	ontlok/verb	oog/noun	op/prep	plaats/noun	plafond/noun	politicus/noun	pose/noun	precies/adv	priem/verb	productie_huis/noun	prognose/noun	publiek/adj	radio/noun	ragfijn/adj	reeks/noun	richt/verb	rood/adj	samenleving/noun	schemer_door/verb	schrijven/noun	sla_gade/verb	slechts/adv	sta/verb	stem/noun	storend/adj	studio/noun	surrealistisch/adj	symboliek/noun	tafel/noun	tafereel/noun	terloops/adj	tv/noun	van/prep	varieer/verb	verander/verb	verblind/adj	verdwijn/verb	verholen/adj	verwondering/noun	vleugel/noun	voeg_toe/verb	voer_op/verb	vol/adj	vol/prep	voor/prep	vooroordeel/noun	voorwerp/noun	vrolijk/adj	waarmee/pp	waarschuw/verb	waarvoor/pp	wapen/noun	wat/det	weiger/verb	welk/det	wereld_pers/noun	wereld_top/noun	word/verb	zelf/adv	zend_uit/verb	zie/verb	zijn/det	zulk/det	zweem/noun	één/pron
hang/adj	0.9775461	0.9761636	0.97575885	0.95174706	0.92863846	0.9363885	0.9324803	0.9679689	0.955737	1.0	0.9360025	0.9545205	0.8943273	0.9430961	0.9104292	0.9063867	0.9147396	0.86790097	0.95086545	0.9341142	0.9588576	0.923711	0.88066006	0.79153615	0.90781397	0.9130033	0.85142946	0.9316044	0.9287809	0.8802763	0.8660745	0.96232975	0.8890798	0.9273915	0.8775015	0.81248873	0.8373342	0.84702045	0.80437946	0.9363997	0.9452353	0.9497259	0.8886956	0.90306205	0.95522374	0.89523983	0.93368185	0.9120151	0.7945352	0.93002415	0.85769993	0.96364754	0.9224203	0.9534988	0.90044063	0.0	0.6867318	0.8290869	0.9332253	0.8841356	0.871505	0.95828533	0.92537576	0.90451306	0.88223994	0.9295831	0.89213413	0.9073266	0.9287749	0.9293946	0.92538977	0.8755875	0.9299612	0.9281954	0.9292889	0.8922254	0.9326503	0.9476956	0.8366108	0.84658974	0.9364277	0.8834348	0.8516989	0.90918374	0.93589586	0.91896313	0.8178415	0.9344877	0.92760736	0.9427606	0.90699434	0.94296986	0.92467254	0.91230917	0.92249817	0.88338953	0.9401059	0.9275318	0.80077195	0.8505194	0.9545393	0.76013833	0.94614315	0.8393247	0.9215387	0.8161771	0.9728208	0.9703126	0.9459513	0.94634056	0.8702915	0.9316945	0.9265022	0.78665507	0.9445606	0.9569777	0.9527795	0.8918252	0.9291393	0.8186367	0.9044287	0.8981942	0.91341865	0.9034332	0.89145625	0.84090173	0.8505166	0.9172383	0.89047515	0.91476357	0.9271786	0.93082285	0.9072841	0.8724523	0.927779	0.9328628	0.8781088	0.9200824	0.91996366	0.85350776	0.7703678	0.9410814	0.92729926	0.8403778	0.8237641	0.8610123	0.94848895	0.93306583	0.93833447	0.87593144	0.957707	0.91187656	0.9466317	0.9670901	0.91560113	0.93405604	0.9508237	0.8492791	0.851458	0.8950305	0.92253643	0.89359486
hang/verb	0.9471418	0.97175634	0.9418838	0.90609896	0.9101524	0.9317244	0.9331657	0.941151	0.93339276	0.99397236	0.90410733	0.8922214	0.8519233	0.85137385	0.7621413	0.8330816	0.88630563	0.8698244	0.88814783	0.8770189	0.8664944	0.8604596	0.84832174	0.73736405	0.8505446	0.805189	0.75523686	0.86799866	0.9303321	0.8080163	0.7922135	0.95462054	0.80265146	0.86268306	0.7759465	0.6373199	0.8294441	0.7906221	0.6258551	0.8566726	0.92783046	0.91049063	0.7950394	0.87441885	0.9151169	0.7643181	0.86595786	0.93226904	0.6747304	0.941702	0.7745247	0.956378	0.9308826	0.94756556	0.8353065	0.6867318	0.0	0.59468883	0.8950294	0.7972225	0.7743398	0.9498202	0.8397169	0.8672708	0.77717614	0.8842344	0.834123	0.8751501	0.85565966	0.9019988	0.8962304	0.7572481	0.9165332	0.91212755	0.8673732	0.8256404	0.9031879	0.9020399	0.747006	0.72715497	0.914678	0.80421174	0.76044273	0.8920255	0.84222317	0.91521823	0.66294765	0.9415337	0.88538367	0.9495903	0.8663804	0.94522434	0.8756647	0.80779964	0.82699585	0.80077374	0.8593383	0.9142972	0.7258905	0.79169405	0.90337086	0.6136527	0.90481305	0.8549992	0.8337996	0.7936559	0.9532472	0.9621927	0.90395755	0.8690535	0.8222373	0.84737134	0.8681275	0.6236279	0.9112664	0.9423971	0.90494037	0.83729804	0.8585179	0.6512027	0.8413391	0.9084265	0.855507	0.8449171	0.8688447	0.7009657	0.7865793	0.9142369	0.804899	0.7949781	0.8293794	0.8403487	0.88505673	0.72164077	0.9664996	0.9190062	0.8001349	0.83622277	0.8752422	0.72165877	0.58238375	0.88672996	0.91335946	0.70553833	0.7305319	0.73540366	0.8612815	0.8394152	0.8671571	0.78351426	0.8987415	0.8713918	0.9415333	0.95932007	0.8697095	0.8927447	0.9010173	0.69601995	0.77683544	0.8280308	0.88730735	0.8095314
hang_op/verb	0.96280277	0.970134	0.9779772	0.8927397	0.89721894	0.8880598	0.9335248	0.9018228	0.8988509	0.99132127	0.9074303	0.89303076	0.8821525	0.8245592	0.7805923	0.8412183	0.8787513	0.93610436	0.90493417	0.8726032	0.9163599	0.8844788	0.87869227	0.8455454	0.86927676	0.85179096	0.7857955	0.86228764	0.88457936	0.83552384	0.7795134	0.9253759	0.8211768	0.83825266	0.85800534	0.7328001	0.8406172	0.8266008	0.72363013	0.9055351	0.9301163	0.910092	0.86653596	0.92138046	0.8881108	0.806405	0.88738436	0.9185306	0.76239175	0.94118524	0.82334757	0.94090414	0.9103733	0.9449026	0.8776204	0.8290869	0.59468883	0.0	0.9011769	0.83062994	0.7792197	0.95059264	0.85410106	0.87174	0.83117294	0.88970435	0.8701532	0.89628655	0.8662679	0.90899545	0.90011185	0.8322998	0.8940293	0.9085655	0.8561247	0.8325547	0.921901	0.8974781	0.8818758	0.83146113	0.9231426	0.87826705	0.8682419	0.8994242	0.86573476	0.89970696	0.78015727	0.9240568	0.89162433	0.9445424	0.8903967	0.9321289	0.90808666	0.8674084	0.88096577	0.8471795	0.8601449	0.9099619	0.8394065	0.85042787	0.91727006	0.76106536	0.8794509	0.8786317	0.8729682	0.88376486	0.93201506	0.9464625	0.9034852	0.8682376	0.86754614	0.82321477	0.8741612	0.7978268	0.89464915	0.914688	0.91174364	0.87210727	0.8850771	0.75448114	0.87879837	0.9145572	0.870252	0.85802925	0.87538517	0.8238915	0.7909229	0.9056899	0.81959194	0.8228816	0.86609936	0.8808777	0.92790884	0.84125876	0.96367383	0.93147576	0.83460736	0.87249583	0.8485733	0.82766616	0.712751	0.8984611	0.90259176	0.78340924	0.80687433	0.8028654	0.854184	0.87314594	0.8800961	0.87305266	0.87449044	0.88092923	0.9474574	0.96569747	0.8561142	0.87614834	0.8558963	0.7806052	0.8357478	0.8295935	0.9319599	0.8336122
heb_op/verb	0.95229256	0.9522249	0.95506084	0.9142044	0.89349604	0.9212822	0.93102664	0.9316139	0.9023333	0.97844034	0.9091014	0.88397646	0.86867076	0.90378666	0.9292512	0.8695781	0.8907473	0.94721025	0.9357847	0.90116584	0.90451	0.9296259	0.90378964	0.90990114	0.9202223	0.8701638	0.8193439	0.8872048	0.91129225	0.828559	0.8135533	0.90193766	0.83303654	0.91865206	0.86331564	0.80357325	0.8670416	0.8900863	0.7820876	0.86594737	0.9215863	0.91434115	0.8776293	0.92561513	0.94907016	0.9089357	0.89877796	0.9106324	0.8252926	0.96168315	0.91480386	0.96147513	0.9457015	0.9248047	0.9334189	0.9332253	0.8950294	0.9011769	0.0	0.8733868	0.8612037	0.9235056	0.91333854	0.91026366	0.8928146	0.92908883	0.9042313	0.92335933	0.8798935	0.9144647	0.92368734	0.899451	0.9266564	0.9196587	0.89079666	0.8754548	0.93999374	0.95204675	0.9036201	0.90863353	0.9535787	0.87323964	0.9322636	0.8606132	0.92569745	0.8843408	0.83400726	0.9398734	0.9014975	0.9046247	0.91675544	0.9663846	0.9035978	0.92644775	0.8750505	0.8511054	0.9091735	0.90141416	0.8756503	0.8639198	0.9434454	0.8992121	0.8507147	0.9145018	0.91740584	0.91585034	0.9652176	0.9234778	0.90062207	0.9225178	0.936713	0.9189661	0.8805781	0.8432742	0.89182806	0.8965642	0.9095831	0.8869566	0.8818941	0.9148587	0.90380526	0.91644543	0.91239965	0.9348178	0.896702	0.8502137	0.8970694	0.9122983	0.9157994	0.86093473	0.901821	0.9192419	0.9313525	0.90941554	0.943243	0.9322822	0.9062444	0.9191307	0.88187677	0.8984638	0.8582292	0.88872385	0.87236476	0.9019826	0.85264766	0.8574021	0.8955415	0.87328964	0.8826827	0.8820358	0.8595239	0.89062196	0.97218996	0.9332936	0.9051158	0.9070421	0.93660307	0.8783412	0.83921796	0.8705912	0.9027485	0.8784837
helder/adj	0.96640223	0.97943705	0.97700477	0.917101	0.8882326	0.8550433	0.94876504	0.964808	0.8542067	0.99446183	0.88758844	0.9007581	0.79582924	0.89039326	0.8458613	0.8336416	0.8438895	0.94185144	0.8877582	0.89738727	0.82959265	0.8412644	0.8926739	0.84347045	0.8398949	0.7581047	0.843222	0.76173776	0.8968551	0.75116575	0.7708464	0.9104122	0.7918508	0.77204174	0.83232987	0.6898551	0.8872059	0.8375286	0.64343774	0.8169775	0.9488589	0.8239422	0.7637061	0.88870597	0.9333516	0.82286525	0.75166214	0.93654674	0.7063213	0.8756192	0.87061626	0.9608673	0.89135903	0.92652524	0.9066797	0.8841356	0.7972225	0.83062994	0.8733868	0.0	0.8635103	0.9570059	0.8323828	0.7430449	0.84771454	0.8387097	0.87454844	0.7850119	0.81190014	0.7950609	0.7975235	0.8552638	0.88236666	0.8972098	0.7401981	0.8229585	0.9455852	0.9055244	0.7314052	0.6652981	0.8419379	0.76263714	0.9050114	0.9004856	0.7851223	0.937142	0.7588056	0.93554604	0.7839068	0.9184133	0.94025815	0.9158726	0.85420156	0.77084374	0.81257963	0.88539696	0.74372107	0.8683869	0.73763067	0.89112514	0.91785556	0.79935753	0.83337677	0.8231716	0.78530705	0.87889785	0.9210759	0.8765089	0.84002376	0.88648534	0.8224001	0.79615843	0.8479856	0.7275982	0.7826326	0.86967325	0.816441	0.89410436	0.8454593	0.8734937	0.7649889	0.85531044	0.86021924	0.79896605	0.8095318	0.83566546	0.784675	0.77790856	0.8641601	0.8110824	0.80854976	0.84747237	0.8618536	0.8512989	0.9265633	0.86812866	0.8505882	0.78733397	0.8662411	0.8046473	0.6768044	0.87367773	0.85040784	0.78863144	0.7536927	0.7396784	0.9035085	0.82545537	0.91257375	0.82587874	0.9156293	0.79337984	0.94855666	0.9536152	0.86936045	0.8684526	0.8558669	0.7799148	0.784912	0.7144674	0.8651818	0.8262808
honderden/noun	0.95633274	0.94865185	0.9565532	0.87751204	0.7781316	0.8538834	0.91468424	0.8439466	0.88172346	0.9908795	0.8453956	0.66908	0.86170745	0.8217824	0.8027985	0.68598735	0.7059964	0.8326698	0.83779085	0.8209622	0.8264457	0.88781816	0.78198075	0.8122761	0.8296925	0.85771024	0.6664205	0.8054918	0.8935281	0.8089824	0.56589174	0.88648087	0.6235808	0.8459904	0.74553525	0.66919494	0.81992805	0.77955955	0.61584985	0.82934403	0.9183535	0.9095138	0.7867744	0.88784665	0.87337947	0.72068083	0.82338417	0.87202454	0.78707117	0.96665907	0.84170246	0.909795	0.9230168	0.911869	0.86943305	0.871505	0.7743398	0.7792197	0.8612037	0.8635103	0.0	0.9134668	0.82827884	0.8894777	0.7341697	0.84632206	0.8688213	0.922322	0.8457023	0.9031266	0.88521016	0.80825514	0.8862685	0.9194881	0.86226076	0.81809324	0.89488614	0.9394734	0.814053	0.8182969	0.9268967	0.8432468	0.81534874	0.83785206	0.8508654	0.9141526	0.7009086	0.8748439	0.8809653	0.90773547	0.85897064	0.93378687	0.891638	0.73896277	0.8403951	0.68543756	0.87241405	0.9069089	0.82198596	0.7962384	0.8540761	0.8221598	0.7958124	0.9258139	0.80242777	0.9264083	0.92547566	0.93689114	0.841522	0.8246096	0.9296207	0.8036865	0.8247038	0.7765657	0.842618	0.8954045	0.9014678	0.8351225	0.76300037	0.78139603	0.8504664	0.9093811	0.8082621	0.89454436	0.89393854	0.7822924	0.7989125	0.90125734	0.7965446	0.7242038	0.83403414	0.8391057	0.9012883	0.7385771	0.94322366	0.9170795	0.8165686	0.8352376	0.77853256	0.7674397	0.65385735	0.7857996	0.8670797	0.76262087	0.77188814	0.71983093	0.74742436	0.75490606	0.71114194	0.7824676	0.7423539	0.80788344	0.8949178	0.92252475	0.69310164	0.7954688	0.8298536	0.76841754	0.81448424	0.78133196	0.93141073	0.72863996
hoon/noun	0.9710549	0.9594963	0.9695062	0.90942127	0.93145216	0.93604785	0.94870263	0.9594415	0.9334762	0.97971636	0.95545435	0.9564787	0.91715837	0.9464496	0.95174116	0.9118375	0.9381627	0.97727966	0.9613117	0.95472234	0.9551222	0.9245752	0.9564609	0.9724254	0.9590362	0.96371406	0.89214385	0.91403615	0.94479305	0.90480196	0.89228165	0.8988193	0.9062237	0.9305189	0.91124237	0.92275715	0.9553528	0.95303065	0.90108925	0.86691093	0.9546225	0.8934904	0.90497196	0.96194017	0.97343177	0.9730831	0.91947234	0.93285465	0.931288	0.99183786	0.937659	0.9388403	0.9746262	0.93896514	0.9856522	0.95828533	0.9498202	0.95059264	0.9235056	0.9570059	0.9134668	0.0	0.91804206	0.88150847	0.9537602	0.9665077	0.9682532	0.92367107	0.94844127	0.87213486	0.96088415	0.94310683	0.9009392	0.9370166	0.9241961	0.9528252	0.9633701	0.9632981	0.9471236	0.9465648	0.96646243	0.9206999	0.9642766	0.9504682	0.9260055	0.93945783	0.9191699	0.8238135	0.8899848	0.83407235	0.955362	0.9791062	0.90703225	0.95145667	0.8842569	0.9029295	0.9152049	0.8359862	0.94120675	0.93867046	0.9774451	0.9315912	0.8656529	0.9421738	0.9541679	0.981972	0.9688374	0.95452774	0.9119912	0.95803225	0.96290386	0.9402242	0.9088353	0.943747	0.9271315	0.90393347	0.93447924	0.90259254	0.921474	0.9758964	0.91478205	0.9429918	0.95119756	0.9454797	0.9303053	0.9500154	0.9208969	0.9231405	0.93517303	0.8996384	0.9387771	0.94965845	0.9315951	0.93912894	0.8605539	0.8875948	0.96267074	0.95086104	0.9257707	0.91440153	0.8927666	0.9067265	0.9034705	0.9473342	0.930185	0.9118986	0.9202047	0.9173669	0.9279926	0.91697836	0.92719054	0.94362307	0.9492191	0.9553604	0.90850365	0.90952927	0.9492901	0.94905686	0.8712914	0.90136886	0.90878487	0.93938994
hoor/verb	0.97679263	0.9762249	0.95361656	0.90854895	0.90769964	0.88446975	0.9427117	0.95225364	0.86989987	0.9939059	0.9414126	0.9024752	0.86412984	0.92825764	0.8791534	0.8761613	0.86680746	0.9553602	0.7568968	0.880928	0.9005142	0.885049	0.9193452	0.8981649	0.8966099	0.828348	0.84904337	0.86429805	0.9189757	0.8187664	0.79940516	0.945192	0.8119296	0.8659545	0.85056865	0.7754631	0.88354474	0.8250901	0.7217833	0.8452255	0.96847624	0.8936409	0.85044694	0.9101584	0.9587057	0.8717618	0.8460374	0.9573436	0.8876909	0.87251055	0.9357126	0.9441625	0.95127887	0.970993	0.9311474	0.92537576	0.8397169	0.85410106	0.91333854	0.8323828	0.82827884	0.91804206	0.0	0.838925	0.8912359	0.9286328	0.9082779	0.83950424	0.84053826	0.89077336	0.788087	0.9091881	0.9253355	0.9127609	0.8313259	0.85682416	0.89947534	0.94177395	0.8364383	0.8467823	0.94858587	0.8512369	0.8668495	0.9212816	0.8595919	0.93886065	0.79280293	0.91126674	0.8813852	0.9102481	0.9432076	0.972666	0.88268703	0.87397796	0.82683396	0.864215	0.8848074	0.8206729	0.81626564	0.8782137	0.95267254	0.87569654	0.8665964	0.90389913	0.8728245	0.9532087	0.9696846	0.9514556	0.86958987	0.80193263	0.93260527	0.85703486	0.89114785	0.86284643	0.9096228	0.8951254	0.882356	0.8693522	0.87685823	0.87447244	0.6769563	0.84217465	0.8444636	0.87834525	0.91397786	0.8334787	0.8488119	0.8835559	0.82019717	0.84266883	0.8781594	0.88032323	0.96033037	0.85761636	0.94985443	0.9140168	0.88485307	0.8300126	0.8472339	0.8239209	0.7514669	0.89156467	0.8918735	0.90934	0.7482778	0.81107575	0.8794941	0.845702	0.9095745	0.78715765	0.8670148	0.86707306	0.93811125	0.9648665	0.8945815	0.869361	0.8467027	0.81564647	0.8232717	0.81316924	0.90083617	0.8233606
humor/noun	0.9736669	0.9816678	0.96158206	0.8898094	0.8822359	0.8408809	0.91645443	0.9550097	0.8197837	0.97532105	0.90031874	0.9153053	0.78035635	0.8740891	0.83834386	0.83072203	0.87389004	0.951745	0.86951417	0.86611724	0.880576	0.7658957	0.91355914	0.8820761	0.877471	0.69665504	0.858418	0.7765703	0.8195943	0.7302047	0.74410594	0.88360715	0.8265077	0.6081766	0.77386487	0.7402089	0.8762993	0.8421557	0.6430646	0.7279086	0.9534302	0.73578644	0.84672207	0.91396534	0.95252067	0.861298	0.7247705	0.90755343	0.86118287	0.8840374	0.91132236	0.966893	0.85180783	0.90757674	0.93162596	0.90451306	0.8672708	0.87174	0.91026366	0.7430449	0.8894777	0.88150847	0.838925	0.0	0.90617317	0.87852556	0.9036578	0.7543392	0.8346145	0.5666864	0.7271557	0.91654533	0.8426945	0.81858325	0.69582576	0.8402293	0.90371543	0.92833215	0.80018413	0.84008706	0.8784447	0.757443	0.9186851	0.9060069	0.7904403	0.8799534	0.7505777	0.8901448	0.75473	0.82243395	0.9523713	0.9128137	0.70674074	0.8495967	0.77076524	0.9071229	0.7332394	0.850099	0.8145548	0.9126494	0.9215942	0.9011824	0.80881345	0.75743365	0.8137324	0.9474446	0.9346718	0.9194966	0.8418224	0.8786878	0.87062526	0.8105228	0.8724173	0.87035704	0.7985248	0.89261913	0.7762846	0.87151796	0.8763185	0.9169574	0.7726024	0.8558679	0.87736833	0.71263266	0.7130387	0.87967265	0.7265668	0.8079503	0.8231801	0.82228667	0.84379894	0.8524726	0.89074785	0.8796159	0.8733789	0.77023166	0.8797256	0.8056792	0.7863877	0.8404709	0.6434367	0.86281276	0.7747842	0.8386643	0.7021744	0.71120924	0.9101692	0.82718134	0.88904434	0.7676003	0.9193522	0.8402973	0.9397059	0.92552286	0.888726	0.88121015	0.86972225	0.86216164	0.7422477	0.6626649	0.79048246	0.8121639
in/prep	0.8851309	0.8714708	0.88617116	0.87933177	0.81803465	0.8660324	0.88594335	0.8174387	0.85321796	0.977589	0.86183727	0.83311486	0.8601439	0.8841298	0.85957056	0.7940977	0.8328331	0.8933203	0.80047345	0.8426813	0.84185714	0.9192599	0.80951345	0.83446574	0.79399097	0.83962303	0.62842214	0.8170378	0.9000114	0.8320509	0.774974	0.9080786	0.79275936	0.8378707	0.7706779	0.6767005	0.8772233	0.7929069	0.7444962	0.8477632	0.8787667	0.89771646	0.7943301	0.9134733	0.931129	0.8366737	0.8514868	0.9318489	0.80118525	0.9493706	0.8372787	0.90937555	0.95537925	0.87001944	0.9237302	0.88223994	0.77717614	0.83117294	0.8928146	0.84771454	0.7341697	0.9537602	0.8912359	0.90617317	0.0	0.8200267	0.9053167	0.9257003	0.8563694	0.88858813	0.87638426	0.86474615	0.87246555	0.92580295	0.9236572	0.85024655	0.8833829	0.9424082	0.82669353	0.7977808	0.9388019	0.8242233	0.8184246	0.8792206	0.8857933	0.9057266	0.82578397	0.9217427	0.86743075	0.9242226	0.7969186	0.9270326	0.87049884	0.7378875	0.8343022	0.79264665	0.86183065	0.94750196	0.8656906	0.820734	0.78889346	0.8240563	0.85828084	0.9224076	0.8038828	0.9220829	0.9203847	0.9304597	0.84425455	0.83992535	0.91557604	0.79607123	0.82805586	0.8016395	0.8378335	0.88756204	0.87975824	0.8789237	0.8475153	0.7667955	0.8942204	0.88699293	0.8010124	0.86678207	0.8865872	0.83280075	0.83934224	0.8939693	0.82255137	0.7317512	0.86084425	0.81752473	0.90000916	0.758204	0.9280304	0.9068366	0.81981987	0.8618983	0.8297519	0.7341768	0.71684074	0.84152234	0.8994241	0.8192058	0.839228	0.8201375	0.8262781	0.8031213	0.84658206	0.8510932	0.83209765	0.8352619	0.9240361	0.9062465	0.801034	0.88527644	0.83156085	0.8134823	0.7663702	0.8141516	0.9363913	0.81253326
industrieel/adj	0.9482193	0.9427328	0.96306777	0.9229387	0.87064993	0.88247097	0.92786777	0.93565226	0.86731994	0.99965763	0.90032613	0.8399439	0.84654844	0.880053	0.89815205	0.8063632	0.7951987	0.89069617	0.89443755	0.9084575	0.79230326	0.9202007	0.8144798	0.8427961	0.8048427	0.8065654	0.74076045	0.7734024	0.9345996	0.8192942	0.7736754	0.91092795	0.8153403	0.87278855	0.8306186	0.7780112	0.9227664	0.895154	0.69275147	0.8752438	0.9434175	0.9173956	0.8685347	0.9178667	0.94905406	0.7387568	0.8754938	0.942689	0.82061446	0.9253302	0.8913896	0.9526779	0.9748598	0.8749542	0.96980536	0.9295831	0.8842344	0.88970435	0.92908883	0.8387097	0.84632206	0.9665077	0.9286328	0.87852556	0.8200267	0.0	0.88084865	0.909262	0.8156034	0.88555187	0.8276886	0.9006538	0.9347628	0.9233164	0.92173123	0.87908787	0.91276485	0.94704306	0.8270954	0.8511505	0.92196304	0.84810734	0.93078077	0.94742274	0.83135194	0.94270575	0.8177248	0.9385406	0.9011547	0.9231471	0.9136716	0.8692167	0.8815634	0.82610893	0.8310442	0.87253207	0.8613393	0.9314942	0.91072977	0.876142	0.90010774	0.8660184	0.90512025	0.9232859	0.85745716	0.97107625	0.9236645	0.8611666	0.8234936	0.9051118	0.93304265	0.88521385	0.8078801	0.87087196	0.8426487	0.940785	0.898227	0.93649834	0.863991	0.90171695	0.920892	0.906859	0.88807577	0.87690115	0.8897308	0.89910567	0.89739853	0.9357372	0.90467674	0.6925721	0.84645134	0.8587783	0.9441659	0.8256225	0.9713791	0.9383283	0.8596282	0.82038915	0.8558247	0.8615277	0.7975565	0.7818862	0.9111682	0.7969874	0.88380295	0.75967807	0.8753122	0.79330957	0.842196	0.8589789	0.92091537	0.8081373	0.9629815	0.9254507	0.8394399	0.8808545	0.90712667	0.8936115	0.8724848	0.80988014	0.95404017	0.8332943
ingebouwd/adj	0.9739678	0.9738377	0.978013	0.9675497	0.95637244	0.9303821	0.95146155	0.9646267	0.903334	0.9928158	0.9508273	0.90803564	0.90952384	0.9125738	0.9078584	0.8397417	0.8689944	0.93484753	0.97051257	0.92741513	0.87728256	0.9357689	0.926409	0.8075469	0.8149705	0.8417053	0.85281676	0.83516455	0.91198444	0.82191366	0.81227124	0.9340533	0.88784605	0.93353915	0.9092816	0.75778604	0.88178873	0.9073609	0.7797638	0.89724743	0.9487983	0.9257972	0.89406186	0.93528193	0.94058746	0.7464751	0.9126695	0.91419	0.8320279	0.93650293	0.83176076	0.9711702	0.9545783	0.9354085	0.95470566	0.89213413	0.834123	0.8701532	0.9042313	0.87454844	0.8688213	0.9682532	0.9082779	0.9036578	0.9053167	0.88084865	0.0	0.9314401	0.8383992	0.9027573	0.90615195	0.87269676	0.96188647	0.92088604	0.9468102	0.8870705	0.9221543	0.90979886	0.8861589	0.8316188	0.88828325	0.9176426	0.9272827	0.9305421	0.869886	0.96135014	0.77444875	0.96438825	0.95895416	0.97188556	0.9276805	0.959491	0.94063675	0.9093735	0.900482	0.9023883	0.9164218	0.93948376	0.8983204	0.8643502	0.94222486	0.8306983	0.9308479	0.91761327	0.86540717	0.9322042	0.9307341	0.95014447	0.91630846	0.775336	0.9336457	0.923534	0.9007834	0.85444444	0.910072	0.94851935	0.9051204	0.9296738	0.8806969	0.85578686	0.922851	0.8911825	0.8768424	0.9320355	0.9030962	0.8902709	0.9061626	0.9272476	0.7670232	0.87595606	0.87994045	0.88876724	0.9164411	0.8271532	0.98356223	0.9231322	0.88865113	0.86883813	0.92706174	0.8666761	0.81338376	0.86750376	0.92750496	0.8453282	0.87678844	0.7166422	0.9030708	0.86512	0.8362764	0.8820875	0.93232715	0.8202052	0.9483252	0.9517084	0.88033986	0.9074142	0.8887491	0.89026535	0.8832032	0.84700894	0.9601812	0.89235985
ingehouden/adj	0.98269254	0.9737754	0.9794813	0.9326513	0.91978043	0.91728956	0.9478142	0.9272556	0.91813	0.9885688	0.9126283	0.9362463	0.855361	0.91154796	0.90827525	0.92193455	0.94129765	0.9563087	0.9053262	0.92997974	0.9086711	0.87207675	0.9215651	0.91551256	0.9154142	0.8130681	0.8892547	0.87137544	0.92066747	0.8360913	0.86554503	0.9392494	0.87070495	0.78563815	0.8729305	0.83194244	0.93083525	0.8550022	0.7577566	0.8318826	0.95227104	0.854929	0.871595	0.9462029	0.9436137	0.9236143	0.8583699	0.9543362	0.86637694	0.8763055	0.91887724	0.94817865	0.8866457	0.92806363	0.947384	0.9073266	0.8751501	0.89628655	0.92335933	0.7850119	0.922322	0.92367107	0.83950424	0.7543392	0.9257003	0.909262	0.9314401	0.0	0.8928967	0.80475533	0.8314692	0.9066919	0.8966106	0.8874439	0.81440175	0.88080245	0.93218046	0.9164135	0.8406219	0.892684	0.9118283	0.857452	0.952053	0.9317787	0.8794603	0.8957869	0.8277394	0.93269384	0.84052587	0.86223096	0.9459703	0.95169264	0.80559474	0.8894542	0.8384342	0.920216	0.8767468	0.83711314	0.8611664	0.9008345	0.95646244	0.8929565	0.91398335	0.8489504	0.90068483	0.91649127	0.96413565	0.9431515	0.8899474	0.9249623	0.8815373	0.89616174	0.90617526	0.90854204	0.8779119	0.8947562	0.8681624	0.8664911	0.9012283	0.92006296	0.7733866	0.8471739	0.9022558	0.8501845	0.84085894	0.90482265	0.8365243	0.84860504	0.8913258	0.8652303	0.84390855	0.9028574	0.89485615	0.9135919	0.87706614	0.8106334	0.888581	0.8839989	0.90462554	0.87595487	0.7757592	0.91627955	0.90891314	0.89621234	0.82076263	0.8247025	0.92388093	0.90223205	0.9237798	0.8563647	0.9347826	0.9150207	0.931624	0.9421509	0.9247837	0.9208462	0.926932	0.89531446	0.82470363	0.82129323	0.8309432	0.89265645
