	5-1/num	Blok/name	Bram/name	Charlotte/name	Clinton/name	Croes/name	Eddy/name	Frank/name	Gerard/name	Grosjean/name	Hewitt/name	Ids/name	Lamine/name	Lily/name	Madonna/name	Marja/name	Michiels/name	Mike/name	Nationaal/name	Ria/name	Rijkaard/name	Robert/name	Rosenmöller/name	SP/name	Ten/adv	The/name	Tomislav/name	VVD'er/noun	Von/name	aan/prep	acht_baan/noun	achteraf/pp	alleen/adj	alleen/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	atlete/noun	begin_periode/noun	bewindsman/noun	bitter/adj	blijf/adj	café_bezoeker/noun	concert/noun	correct/adj	daaraan/pp	dag/noun	dagelijks/adj	dat/det	detail/noun	die/det	discussie/noun	documentaire/noun	dokter/noun	duur_voort/adj	eens/adv	eraan/pp	feit/noun	foto/noun	geleden/adj	gelukkig/adj	gesprek/noun	geweeklaag/noun	goed/adj	graag/adv	haar/pron	hem/pron	het/adj	hij/pron	iedereen/pron	iets/noun	ik/pron	inwoner/noun	je/pron	kast/noun	kerst_avond/noun	klassieker/noun	laat/adj	lang/adj	leraar/noun	les/noun	levendig/adj	lezer/noun	lief/adj	maar/adv	magie/noun	man/noun	me/pron	meer/adj	meisje/noun	men/pron	mens/noun	mentor/noun	mij/pron	minister-president/noun	misschien/adv	muziek/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	ons/noun	ons/pron	ook/adv	opeens/adv	partij_genoot/noun	passage/noun	periode/noun	plaat/noun	plek/noun	politicus/noun	producer/noun	publiek/noun	satire/noun	song/noun	tekst/noun	toen/adv	toen/comp	tv_kijker/noun	u/pron	uit/prep	vaak/adj	veel/adj	veld_slag/noun	versregel/noun	vooral/adv	voorman/noun	voornaam/noun	voorts/adv	voorzitter/noun	we/pron	weer/adv	weinig/adj	werk_dag/noun	wie/pron	wij/pron	woord/noun	ze/pron	zelfs/adv	zich/pron	zij/pron	zo/adv
hij/pron	0.94520193	0.812199	0.78785896	0.8609866	0.699337	0.84685844	0.7297603	0.7198659	0.7537626	0.85203165	0.77477396	0.8596747	0.842598	0.9040812	0.7973353	0.88893116	0.8343173	0.7853577	0.9242959	0.8541485	0.7225672	0.7717561	0.7729958	0.8132893	0.86239755	0.8888736	0.8816236	0.78659815	0.81535363	0.80524	0.90864724	0.68269074	0.75445676	0.7754432	0.7512957	0.71433336	0.63488495	0.6639502	0.766959	0.844088	0.90910333	0.7567637	0.8288411	0.8418822	0.8866642	0.8525631	0.82231104	0.81956625	0.7915234	0.8249649	0.7923621	0.81645316	0.7248554	0.8830351	0.8797574	0.71976334	0.6871383	0.6450089	0.80894804	0.7783195	0.8680762	0.7677036	0.7378187	0.84641457	0.93140876	0.84243727	0.7943775	0.5453319	0.47234505	0.8328929	0.0	0.6284997	0.76607084	0.42126942	0.87369245	0.5915654	0.8696716	0.885075	0.85958415	0.74205863	0.78117186	0.7575952	0.84562546	0.8731708	0.71500957	0.7005305	0.6890613	0.85120803	0.54990596	0.597386	0.84205514	0.6797314	0.67329824	0.68057406	0.85177004	0.6232424	0.7732691	0.70334405	0.85661757	0.6434016	0.7145144	0.82900417	0.8195206	0.7858983	0.7655704	0.8873894	0.73321795	0.7105504	0.7466152	0.73211944	0.7360376	0.82247055	0.8627923	0.8336278	0.83748055	0.7067042	0.8172968	0.7086045	0.86749184	0.8212234	0.8023922	0.6058126	0.585117	0.86579466	0.6426096	0.85507345	0.6960932	0.8128886	0.91867334	0.92835367	0.811767	0.83022684	0.86134624	0.7962192	0.8015112	0.7102916	0.72500265	0.8004931	0.90920144	0.6748974	0.69064224	0.7516689	0.3501256	0.66863155	0.7133212	0.46963906	0.683974
iedereen/pron	0.9587073	0.8380447	0.8596951	0.9013668	0.8325047	0.9316678	0.8578684	0.8473669	0.86470914	0.91748095	0.86604494	0.9222371	0.92604303	0.94112146	0.8562598	0.9220191	0.9151533	0.90143013	0.9294973	0.8977972	0.7953946	0.8862531	0.8336549	0.88073444	0.87983733	0.942841	0.92085403	0.88532853	0.91101456	0.8639562	0.9260815	0.7217172	0.7244495	0.7301198	0.7304664	0.8295689	0.6856073	0.5852116	0.7993197	0.92113566	0.93323326	0.84110594	0.85737115	0.8756024	0.89100164	0.87578917	0.8148273	0.8597091	0.83210653	0.8052416	0.75936735	0.85990083	0.7505554	0.87350523	0.9179136	0.8343593	0.7401857	0.7179041	0.85023206	0.86344063	0.8818325	0.9220017	0.7542249	0.88399994	0.9414387	0.81095594	0.8302032	0.6625701	0.66714716	0.8373178	0.6284997	0.0	0.78746116	0.54665065	0.80758566	0.5585003	0.8701401	0.9105605	0.90837044	0.8784627	0.83499587	0.8079094	0.8523458	0.8667437	0.69689643	0.71181434	0.67849004	0.8695419	0.7723693	0.63855386	0.8018824	0.77920943	0.60309255	0.6182567	0.90917116	0.64650446	0.8548376	0.711197	0.8344628	0.61484814	0.6604369	0.84511256	0.8452681	0.78870356	0.76849306	0.90787303	0.70656025	0.6422075	0.6730243	0.75189066	0.8332215	0.88942975	0.90207446	0.86378515	0.82709557	0.77941924	0.8933905	0.6270009	0.89858687	0.86062026	0.84162813	0.7614397	0.7776927	0.8523503	0.62639505	0.897314	0.76026297	0.7708393	0.94161993	0.9604832	0.7870771	0.92370546	0.88796395	0.85020787	0.91389114	0.6211517	0.72514826	0.80745995	0.89916503	0.655092	0.60011905	0.7844146	0.52371556	0.7173648	0.78872204	0.64425623	0.6783289
iets/noun	0.9522383	0.905897	0.92898595	0.9189089	0.89392865	0.95295274	0.9144728	0.9112607	0.90998995	0.93579	0.92955035	0.9535065	0.94680643	0.95347977	0.89059603	0.9335307	0.95702225	0.92022663	0.93872845	0.8988195	0.89011496	0.90835035	0.90473175	0.91079175	0.9032261	0.9387163	0.9719855	0.92233527	0.9015125	0.85866094	0.93305403	0.80291873	0.7984749	0.79034734	0.6963006	0.85065997	0.73287886	0.714288	0.82934684	0.95380235	0.9341657	0.9118895	0.83705086	0.86553884	0.9219183	0.891635	0.8611331	0.86584425	0.9058255	0.875832	0.7234768	0.8081323	0.7494192	0.85282785	0.88949597	0.8798061	0.80573404	0.73688096	0.85920984	0.8604904	0.89247465	0.9325921	0.7935605	0.8695931	0.93340296	0.87120044	0.8766625	0.80000573	0.797281	0.88856375	0.76607084	0.78746116	0.0	0.6887752	0.9346665	0.6605778	0.892915	0.9350223	0.8960467	0.9224953	0.88552785	0.8807554	0.86946476	0.8715983	0.7727325	0.76302123	0.7180712	0.8265426	0.87638485	0.747409	0.74362135	0.8525988	0.73029137	0.78155303	0.93648964	0.7319279	0.908492	0.65025246	0.7916758	0.78574425	0.7792679	0.77036333	0.56417906	0.6020328	0.76749074	0.9227947	0.7987262	0.77367747	0.73028004	0.79232097	0.9286962	0.8037854	0.8741854	0.84337825	0.8391095	0.8528106	0.8985576	0.839474	0.8867165	0.79645467	0.8074229	0.8292239	0.8894222	0.9258735	0.7681314	0.9139357	0.74041975	0.6728973	0.9228832	0.9430069	0.8038472	0.9198914	0.91184676	0.8843672	0.95461124	0.7149638	0.78308904	0.6660515	0.9336263	0.82681525	0.7335458	0.7482904	0.70103645	0.7509774	0.85215414	0.7932419	0.6671411
ik/pron	0.9541754	0.8993505	0.85757864	0.8877031	0.8721671	0.8869158	0.85393065	0.8593897	0.8449248	0.8826783	0.8561855	0.90400577	0.8913451	0.92390203	0.8510258	0.8939465	0.9231101	0.8832536	0.95730025	0.86430717	0.7738683	0.9051676	0.8591274	0.8846022	0.9144024	0.95245075	0.90898037	0.85700285	0.90370256	0.8435184	0.8925244	0.7057049	0.77204096	0.76142216	0.728349	0.8497772	0.7153504	0.58580583	0.8073514	0.8979959	0.91312885	0.86981547	0.8519184	0.8794085	0.8975768	0.8807003	0.8797657	0.8460488	0.81684625	0.8407191	0.6818451	0.8711431	0.69909924	0.9101662	0.922416	0.82151586	0.7560164	0.6063806	0.78894794	0.87454677	0.92713743	0.9168955	0.7041662	0.88949233	0.91096497	0.79614806	0.8056004	0.64741874	0.6473707	0.80687916	0.42126942	0.54665065	0.6887752	0.0	0.9147684	0.37608832	0.9000315	0.88267446	0.8901444	0.8446448	0.8175701	0.81607985	0.831193	0.8993736	0.727177	0.69476664	0.5826174	0.8738838	0.7856691	0.46637648	0.8186956	0.77778673	0.6285618	0.6520866	0.9071042	0.51027894	0.8893708	0.6133499	0.8638243	0.62599754	0.63608474	0.8272936	0.76579654	0.7236836	0.6903432	0.93503773	0.7682191	0.6608999	0.71381986	0.76417166	0.86860824	0.87953687	0.8845413	0.87375885	0.870703	0.8312537	0.9061562	0.77518773	0.898634	0.8701162	0.8740253	0.67500436	0.71531	0.8561619	0.52953005	0.92677015	0.72181094	0.73196155	0.9491953	0.9176316	0.8145697	0.9366589	0.90118504	0.89172983	0.921919	0.4845174	0.7295264	0.81347597	0.9165175	0.6550217	0.5646323	0.7818834	0.41048956	0.73968005	0.8038854	0.64647126	0.6649984
inwoner/noun	0.9814964	0.8823022	0.9458782	0.9469627	0.8808244	0.962643	0.88269734	0.9143303	0.8938999	0.9523854	0.9353122	0.9812358	0.9346799	0.9555513	0.91985214	0.9663767	0.94416726	0.9241153	0.8771626	0.94268715	0.93672323	0.8950908	0.9305857	0.8639536	0.85869557	0.95766914	0.9405594	0.91163754	0.93089885	0.85855216	0.9485906	0.88077086	0.8332562	0.82802075	0.89839375	0.8508313	0.87889284	0.8713308	0.81937337	0.9117717	0.95038575	0.8822331	0.90214074	0.8594373	0.94392985	0.90496004	0.86513054	0.8768486	0.86305964	0.81212884	0.9184047	0.9188999	0.86881095	0.918342	0.8986249	0.8824464	0.8542293	0.9138015	0.90967405	0.8891636	0.9175807	0.8728442	0.8929424	0.9057049	0.9506951	0.9098969	0.8914926	0.8768662	0.88257825	0.9112642	0.87369245	0.80758566	0.9346665	0.9147684	0.0	0.89904153	0.92011464	0.9315233	0.9134453	0.9112058	0.88943774	0.8431632	0.90307534	0.9035368	0.8265225	0.864347	0.8851227	0.93363506	0.82011473	0.9227196	0.8009087	0.8064437	0.822206	0.70700765	0.94263256	0.9080376	0.8631633	0.88830817	0.88645583	0.84330344	0.8951157	0.9145225	0.9301848	0.9094249	0.9054382	0.91374046	0.85856134	0.88101363	0.83376515	0.89401805	0.90208787	0.93913084	0.88743544	0.9211082	0.83898735	0.7992257	0.94150084	0.8535547	0.95194817	0.91652703	0.890803	0.8528106	0.85018605	0.8845937	0.8548908	0.7859217	0.8211461	0.8410819	0.8843138	0.95881146	0.78854895	0.8896319	0.9051699	0.8197863	0.89066803	0.9077275	0.9009433	0.85294414	0.8951087	0.8041477	0.8311988	0.89629847	0.8227178	0.84999835	0.87284887	0.7665722	0.8732557
je/pron	0.9306497	0.8779399	0.88738626	0.8974472	0.8979591	0.9124061	0.8954271	0.889709	0.8711986	0.9326407	0.89434785	0.9261566	0.9253792	0.9211376	0.84245723	0.89874226	0.92590034	0.88370913	0.9337197	0.878405	0.83765453	0.89510405	0.8703117	0.90061283	0.88426167	0.9304954	0.9502588	0.87646395	0.9045255	0.85554767	0.8699677	0.7265803	0.7014482	0.6904572	0.6651834	0.8175254	0.60798025	0.59590125	0.78902507	0.9264329	0.92808795	0.8945088	0.825781	0.86370754	0.89614266	0.8570585	0.81909347	0.8279237	0.81693506	0.7407479	0.6425986	0.78886193	0.6400945	0.8878231	0.8880714	0.81619966	0.6831127	0.5870056	0.79606134	0.8818367	0.84844583	0.9409715	0.7014705	0.88411295	0.91419494	0.7750888	0.79131216	0.6363663	0.65937996	0.7750108	0.5915654	0.5585003	0.6605778	0.37608832	0.89904153	0.0	0.8222182	0.89139235	0.8662093	0.8704051	0.7846284	0.8155619	0.8213142	0.85582083	0.65961444	0.6272584	0.5601612	0.81478286	0.7815194	0.51088536	0.7574134	0.75231415	0.5487511	0.62725294	0.8952365	0.5516933	0.90184236	0.61942494	0.7765919	0.6627221	0.63832617	0.8230964	0.76588935	0.7138583	0.7557872	0.9273389	0.69628257	0.6187536	0.684559	0.71825397	0.8894438	0.8548403	0.8948107	0.8013526	0.804739	0.82463396	0.896656	0.73372835	0.88893867	0.79161596	0.7881098	0.74245596	0.77564037	0.84824175	0.47654665	0.8768823	0.65625	0.68696344	0.94071805	0.9225188	0.7981418	0.9335881	0.901348	0.84580255	0.95869833	0.50104356	0.70236576	0.7738208	0.88875324	0.5948224	0.59644717	0.76450944	0.4038365	0.7030828	0.7393026	0.66419053	0.6401994
kast/noun	0.9470492	0.9248174	0.91038394	0.9172141	0.901013	0.9556117	0.9211827	0.90547156	0.91721123	0.95943415	0.92020845	0.9600068	0.9682713	0.9515902	0.8806522	0.95050085	0.9190429	0.9231038	0.91882664	0.9081545	0.9153864	0.8932742	0.9407908	0.9426316	0.89644367	0.92499095	0.9579043	0.944684	0.9168817	0.8814045	0.9323726	0.8640504	0.8643847	0.83178467	0.80629724	0.85881793	0.79597807	0.87395895	0.8690269	0.95704406	0.9255835	0.9305154	0.90113825	0.92677027	0.9436152	0.8993444	0.89406097	0.8934437	0.9300653	0.871017	0.9297559	0.8381651	0.843287	0.9361275	0.9074381	0.90316176	0.84786725	0.83206576	0.8773886	0.93839276	0.7665236	0.9272735	0.8684697	0.9244822	0.9850965	0.90510565	0.93064857	0.84201396	0.8822584	0.9276523	0.8696716	0.8701401	0.892915	0.9000315	0.92011464	0.8222182	0.0	0.9457228	0.8722053	0.90846527	0.8691697	0.89381266	0.89623696	0.89324445	0.8838901	0.8230339	0.844501	0.90439194	0.8447003	0.9069487	0.8992416	0.8507689	0.87206566	0.91380084	0.9585443	0.9104024	0.9300341	0.889578	0.85122526	0.9171715	0.9316715	0.90940386	0.9113803	0.8782852	0.90106785	0.90935063	0.8679508	0.92608845	0.87167275	0.7949128	0.9308676	0.8643544	0.91827613	0.7555816	0.8186404	0.9096268	0.9112584	0.8754965	0.9204481	0.858045	0.7950902	0.8452045	0.8640907	0.9482821	0.8837027	0.75616324	0.83882713	0.9003611	0.9461803	0.95223236	0.880704	0.9463008	0.9324842	0.828249	0.95736283	0.90215945	0.83046246	0.9104048	0.9261164	0.8757028	0.92922145	0.87732494	0.7780574	0.7963138	0.9183257	0.88308483	0.8880614
kerst_avond/noun	0.9689325	0.93616396	0.9479406	0.94217384	0.9164324	0.94508547	0.94138867	0.9576877	0.94390464	0.9483067	0.945431	0.9203939	0.9300214	0.91588664	0.9360606	0.9540109	0.96240187	0.92359775	0.9517477	0.9339448	0.9287472	0.9171958	0.94911736	0.9579615	0.94893366	0.9551796	0.9406217	0.9369771	0.91698134	0.9122478	0.93552375	0.9202194	0.91678214	0.92931885	0.9256817	0.91094613	0.92402315	0.9155384	0.9362635	0.9410515	0.9584535	0.94511825	0.9076303	0.9414679	0.9079711	0.8884539	0.950423	0.9481146	0.8480514	0.90399337	0.938614	0.94638735	0.89267784	0.9587681	0.9249194	0.9113249	0.9147199	0.9048418	0.936612	0.93486774	0.9453212	0.90093994	0.89041144	0.9148929	0.9582161	0.9285504	0.9081904	0.88033044	0.8891182	0.9443302	0.885075	0.9105605	0.9350223	0.88267446	0.9315233	0.89139235	0.9457228	0.0	0.9528124	0.9231449	0.9139051	0.9369953	0.94299406	0.92329615	0.9025882	0.8828727	0.9083663	0.9384056	0.87563455	0.90424895	0.93638253	0.9036809	0.9132168	0.8878768	0.9470725	0.90558	0.93605167	0.9194442	0.91972095	0.908547	0.93426144	0.9343277	0.95801175	0.9486342	0.9335868	0.9588513	0.92311746	0.9157214	0.9108214	0.92238116	0.9530133	0.9466275	0.90059894	0.9408625	0.9175433	0.9242444	0.9598212	0.91778314	0.9293879	0.94941425	0.94955724	0.87751555	0.8580861	0.92334354	0.8909337	0.9317703	0.8830313	0.92134947	0.8895394	0.97883326	0.9108552	0.9439763	0.94347996	0.92873985	0.95431817	0.9054229	0.92104036	0.93256235	0.9214671	0.8864688	0.9103683	0.9461796	0.8670732	0.9059981	0.93934935	0.8926312	0.91380733
klassieker/noun	0.9537415	0.9351549	0.8671187	0.87078077	0.9026061	0.9306484	0.85596824	0.8323461	0.8499765	0.92787147	0.9173635	0.9392221	0.9705602	0.93931395	0.79920995	0.9374895	0.89826936	0.86128366	0.8980482	0.8921424	0.90496176	0.82858205	0.9339887	0.94966817	0.910778	0.728807	0.9466775	0.9465571	0.8649845	0.8991936	0.93164194	0.8959615	0.86981666	0.871096	0.8830512	0.80565333	0.85628617	0.832761	0.8966248	0.8973409	0.92445755	0.91744334	0.87024796	0.9247071	0.9641497	0.7837284	0.903749	0.9074686	0.9093858	0.8793554	0.90581477	0.85200125	0.8494693	0.8963317	0.7452587	0.89399004	0.86042255	0.87427133	0.90689826	0.9282594	0.81700635	0.9258872	0.89388376	0.881632	0.9591978	0.8930936	0.9352254	0.87640285	0.88891006	0.8835469	0.85958415	0.90837044	0.8960467	0.8901444	0.9134453	0.8662093	0.8722053	0.9528124	0.0	0.8867744	0.88340133	0.89741045	0.85151756	0.8405648	0.8255948	0.86439574	0.87349284	0.87883806	0.898599	0.9100204	0.8982702	0.8945307	0.8771748	0.92695653	0.8898107	0.8960931	0.9162193	0.8517423	0.6946137	0.9429015	0.9254759	0.9009216	0.9338861	0.91037244	0.9144481	0.8879619	0.88014483	0.92635846	0.8441666	0.8423549	0.92778945	0.7871511	0.88130105	0.7459465	0.8503121	0.87661195	0.8332558	0.8583927	0.81537753	0.7033082	0.7310616	0.89826345	0.9126281	0.9244097	0.8769669	0.7890181	0.82536715	0.89221174	0.8788107	0.89049065	0.80770266	0.8912067	0.9241751	0.8544799	0.944291	0.91272867	0.8790905	0.8753569	0.9311946	0.848767	0.89892125	0.8594135	0.8882768	0.8002708	0.93334925	0.89052117	0.848737
laat/adj	0.9086664	0.9135746	0.88003296	0.92234296	0.87712836	0.9231972	0.8615752	0.8726838	0.8677893	0.91072166	0.8708086	0.8974643	0.9243372	0.95523465	0.9125583	0.9472387	0.9252838	0.9025404	0.9046087	0.9340133	0.89028525	0.8800185	0.9297918	0.91957647	0.8975333	0.87748665	0.938515	0.9396338	0.91497743	0.89203775	0.933294	0.80674934	0.90434474	0.88278615	0.90313876	0.8478415	0.8365944	0.8952464	0.82544893	0.9148093	0.90867585	0.9097702	0.90630555	0.91439337	0.95954865	0.873395	0.8960761	0.9181756	0.77465457	0.88299835	0.8803345	0.8970114	0.80459887	0.9213876	0.89114755	0.8647623	0.8499751	0.81882364	0.911798	0.8909424	0.91658473	0.7257364	0.84368736	0.8999436	0.96869177	0.93746936	0.918152	0.8282652	0.83088493	0.89812875	0.74205863	0.8784627	0.9224953	0.8446448	0.9112058	0.8704051	0.90846527	0.9231449	0.8867744	0.0	0.8016969	0.934609	0.92459416	0.9329779	0.8839789	0.87113327	0.83587724	0.93296915	0.8542443	0.8744918	0.9094274	0.8732655	0.88248533	0.90280426	0.9552006	0.8701817	0.90674824	0.8683255	0.91675115	0.85483116	0.91715443	0.9175028	0.92466176	0.9037011	0.77760774	0.914595	0.8805328	0.8830418	0.88833606	0.8388939	0.9395972	0.9080644	0.830707	0.8868606	0.8802204	0.91654104	0.9307831	0.8754207	0.93815655	0.9223548	0.89601654	0.7213814	0.6805781	0.9380083	0.86446166	0.8201072	0.86008155	0.91677487	0.9250607	0.9667766	0.90389	0.93322456	0.927556	0.88108456	0.93432134	0.86701906	0.77402484	0.91752744	0.89517397	0.86770546	0.91240156	0.90790975	0.79441774	0.7970216	0.9118874	0.83338857	0.91128135
lang/adj	0.95745385	0.89851934	0.9100459	0.9149857	0.903404	0.9361185	0.9146231	0.8867814	0.8942102	0.9421999	0.9013938	0.9161446	0.97240317	0.9566722	0.87648314	0.93141645	0.9469903	0.92782503	0.93850124	0.9208019	0.8887767	0.9020977	0.9121945	0.8858776	0.87560815	0.93039095	0.9610301	0.90667105	0.9221538	0.88339233	0.9207493	0.8718922	0.8454365	0.82121515	0.8653515	0.8555923	0.79274416	0.75119126	0.78266776	0.90958005	0.9319496	0.91723275	0.86962795	0.87995934	0.93609625	0.8778465	0.89725184	0.8797823	0.7114959	0.82539654	0.8761897	0.86513186	0.7922512	0.85867065	0.88340896	0.88953793	0.7721578	0.83489746	0.8659096	0.91164565	0.87962943	0.8642	0.8369003	0.8877886	0.9372349	0.87509	0.9196323	0.78275	0.84082043	0.86814	0.78117186	0.83499587	0.88552785	0.8175701	0.88943774	0.7846284	0.8691697	0.9139051	0.88340133	0.8016969	0.0	0.8950135	0.91227627	0.8637746	0.8576497	0.7749785	0.7806077	0.87893116	0.80273694	0.85256743	0.8513303	0.81609994	0.8185893	0.8565006	0.9454725	0.86541045	0.88784814	0.849617	0.8758038	0.8641422	0.8437684	0.89206296	0.9094396	0.8861049	0.7614702	0.9162145	0.83680004	0.85949445	0.8554294	0.778026	0.91448635	0.8707299	0.804352	0.8482506	0.8389183	0.87572753	0.9200027	0.84408665	0.92940867	0.8854707	0.89561355	0.8083156	0.83719504	0.9059066	0.8577001	0.8607428	0.79072255	0.8316219	0.9002166	0.9588897	0.82912326	0.9406645	0.9352009	0.84505934	0.9390038	0.82021475	0.8196838	0.89145225	0.8576908	0.8412192	0.84653914	0.89585084	0.75792634	0.7931857	0.8673209	0.8148421	0.8043051
leraar/noun	0.97885674	0.8788157	0.8612893	0.8751077	0.85314685	0.94358337	0.83192664	0.83313197	0.83738124	0.9531301	0.91338295	0.95138365	0.9146091	0.92067915	0.9027064	0.9036878	0.89645267	0.8809858	0.8850554	0.89032423	0.8859173	0.8283136	0.8970717	0.88324857	0.89167404	0.9189571	0.9471842	0.8928734	0.8676286	0.83662367	0.92909825	0.8630978	0.8214427	0.8264575	0.8907957	0.74906665	0.8191832	0.80771065	0.8736665	0.89732677	0.94164324	0.80902404	0.8853862	0.8685882	0.94418013	0.8795658	0.83209366	0.8446309	0.9124646	0.8227699	0.8771028	0.8623115	0.83098054	0.8760905	0.87115306	0.79951286	0.8130332	0.8534121	0.87829375	0.8708631	0.90805537	0.9191553	0.8613341	0.85873044	0.9586396	0.85805523	0.8942695	0.7933085	0.79586977	0.8871779	0.7575952	0.8079094	0.8807554	0.81607985	0.8431632	0.8155619	0.89381266	0.9369953	0.89741045	0.934609	0.8950135	0.0	0.6733505	0.88647467	0.7841819	0.8042884	0.8504863	0.92360926	0.7625949	0.85533625	0.8301112	0.798527	0.80822647	0.7562412	0.80666393	0.8340074	0.8594983	0.8332511	0.8291292	0.83027583	0.86461276	0.8652547	0.9114511	0.89057976	0.9146439	0.9005514	0.8235861	0.8423119	0.7955862	0.83719563	0.8629613	0.8637868	0.90816164	0.88454396	0.8879341	0.71692175	0.86519116	0.81934595	0.90040016	0.88953227	0.8066526	0.8311612	0.84875685	0.9152112	0.85495096	0.84981614	0.7629568	0.84509003	0.92315143	0.9484777	0.80080557	0.8733529	0.8789743	0.8080759	0.8799968	0.88133126	0.890127	0.8201189	0.91305995	0.7865064	0.8167138	0.79402894	0.74605477	0.7757405	0.83526117	0.7194637	0.82685286
les/noun	0.96514595	0.9049799	0.88842446	0.9217401	0.90398586	0.95884645	0.8878651	0.8987971	0.921966	0.94486886	0.93630475	0.9561481	0.94978267	0.95477706	0.8865278	0.95385915	0.93846136	0.90461487	0.90660554	0.9270224	0.9243569	0.8865247	0.9283465	0.91660625	0.88298434	0.8926906	0.9680361	0.9152015	0.92204374	0.84871864	0.96937805	0.88495237	0.84523875	0.83516216	0.88035804	0.8050982	0.8306527	0.81936413	0.8740847	0.9421135	0.95147496	0.9050535	0.8652084	0.90772486	0.9733071	0.8425972	0.8455562	0.8643803	0.8908744	0.82580847	0.8850782	0.82260734	0.8431057	0.858575	0.8251325	0.86503214	0.830107	0.8776604	0.86816275	0.9026942	0.8899786	0.9326767	0.8623944	0.8456529	0.9731468	0.89223766	0.92855066	0.844326	0.8660564	0.92057073	0.84562546	0.8523458	0.86946476	0.831193	0.90307534	0.8213142	0.89623696	0.94299406	0.85151756	0.92459416	0.91227627	0.6733505	0.0	0.86083746	0.8095817	0.8444046	0.8539381	0.87687665	0.87470186	0.86215216	0.83011556	0.8335432	0.8270953	0.8542267	0.8757685	0.84846216	0.89322025	0.82788867	0.7823863	0.89331514	0.8928751	0.89552146	0.9045898	0.88754237	0.91030675	0.85416293	0.8568696	0.8729587	0.79587364	0.850028	0.92651314	0.8435629	0.8988193	0.8815702	0.9075091	0.85233414	0.91164464	0.8651264	0.8809536	0.8549526	0.7592881	0.86414105	0.90509474	0.94841343	0.85196334	0.84633285	0.8303725	0.83990717	0.9150536	0.927106	0.8077581	0.9201265	0.91725403	0.84234774	0.93541574	0.8727551	0.89941525	0.83421385	0.92788625	0.83447516	0.85792744	0.7503528	0.81096494	0.80582714	0.8883327	0.82127714	0.87379456
levendig/adj	0.9550459	0.9025921	0.8700664	0.85403955	0.90509427	0.945078	0.91308695	0.89231044	0.86549926	0.9430396	0.9154107	0.9473001	0.9329151	0.89581925	0.8715258	0.91996694	0.91769373	0.8927372	0.91917694	0.8964018	0.90916204	0.8758377	0.91165876	0.92860943	0.90367347	0.85963804	0.97966355	0.90979993	0.87705946	0.89414537	0.92642266	0.8802518	0.87083244	0.85353893	0.87941945	0.8258436	0.8256818	0.7830609	0.91275126	0.9311557	0.88165325	0.9068003	0.8302034	0.8681344	0.9397306	0.8067842	0.83167964	0.8791301	0.89756507	0.86286056	0.897021	0.7486148	0.8136388	0.8678862	0.7859568	0.9176071	0.8058047	0.9127898	0.8954494	0.893229	0.82755935	0.9447921	0.87828684	0.8785131	0.91813266	0.8692637	0.91885525	0.8638561	0.9045694	0.9354995	0.8731708	0.8667437	0.8715983	0.8993736	0.9035368	0.85582083	0.89324445	0.92329615	0.8405648	0.9329779	0.8637746	0.88647467	0.86083746	0.0	0.82034695	0.8319659	0.86601794	0.8727361	0.9016449	0.8888909	0.8441508	0.8573714	0.86177176	0.8747066	0.923697	0.8865971	0.9143314	0.8560446	0.7118775	0.9204471	0.93124837	0.8917284	0.91461146	0.9239458	0.8999726	0.8849808	0.86849105	0.9132374	0.8297318	0.83215904	0.91589254	0.7768224	0.87026185	0.8188857	0.83653957	0.86776555	0.8803336	0.8168795	0.8271865	0.75797796	0.75895107	0.89589137	0.91598415	0.9198241	0.87794906	0.80809116	0.7914394	0.8210556	0.8829594	0.90939116	0.75717294	0.88269573	0.91531944	0.8442585	0.9426279	0.9030528	0.8510683	0.8025513	0.9195264	0.8917083	0.8853848	0.81820095	0.8785475	0.82326406	0.9154335	0.88532764	0.7895266
