	5-1/num	Blok/name	Bram/name	Charlotte/name	Clinton/name	Croes/name	Eddy/name	Frank/name	Gerard/name	Grosjean/name	Hewitt/name	Ids/name	Lamine/name	Lily/name	Madonna/name	Marja/name	Michiels/name	Mike/name	Nationaal/name	Ria/name	Rijkaard/name	Robert/name	Rosenmöller/name	SP/name	Ten/adv	The/name	Tomislav/name	VVD'er/noun	Von/name	aan/prep	acht_baan/noun	achteraf/pp	alleen/adj	alleen/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	atlete/noun	begin_periode/noun	bewindsman/noun	bitter/adj	blijf/adj	café_bezoeker/noun	concert/noun	correct/adj	daaraan/pp	dag/noun	dagelijks/adj	dat/det	detail/noun	die/det	discussie/noun	documentaire/noun	dokter/noun	duur_voort/adj	eens/adv	eraan/pp	feit/noun	foto/noun	geleden/adj	gelukkig/adj	gesprek/noun	geweeklaag/noun	goed/adj	graag/adv	haar/pron	hem/pron	het/adj	hij/pron	iedereen/pron	iets/noun	ik/pron	inwoner/noun	je/pron	kast/noun	kerst_avond/noun	klassieker/noun	laat/adj	lang/adj	leraar/noun	les/noun	levendig/adj	lezer/noun	lief/adj	maar/adv	magie/noun	man/noun	me/pron	meer/adj	meisje/noun	men/pron	mens/noun	mentor/noun	mij/pron	minister-president/noun	misschien/adv	muziek/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	ons/noun	ons/pron	ook/adv	opeens/adv	partij_genoot/noun	passage/noun	periode/noun	plaat/noun	plek/noun	politicus/noun	producer/noun	publiek/noun	satire/noun	song/noun	tekst/noun	toen/adv	toen/comp	tv_kijker/noun	u/pron	uit/prep	vaak/adj	veel/adj	veld_slag/noun	versregel/noun	vooral/adv	voorman/noun	voornaam/noun	voorts/adv	voorzitter/noun	we/pron	weer/adv	weinig/adj	werk_dag/noun	wie/pron	wij/pron	woord/noun	ze/pron	zelfs/adv	zich/pron	zij/pron	zo/adv
veel/adj	0.97126114	0.86799836	0.90709925	0.91911733	0.87243485	0.9318712	0.90076935	0.9045285	0.8997606	0.919745	0.88950276	0.93861145	0.92759067	0.9350532	0.88519436	0.9082425	0.9354768	0.9301738	0.95145315	0.89907664	0.8628176	0.9038577	0.8955055	0.8925595	0.8595072	0.9304954	0.9581833	0.9054103	0.9089896	0.78356934	0.90692365	0.8092275	0.73329854	0.69940007	0.7900294	0.82090193	0.8088552	0.6582599	0.76974934	0.91426146	0.9097863	0.874483	0.81511277	0.7979596	0.93566406	0.8798434	0.8130422	0.84089005	0.86437446	0.780879	0.7469514	0.80092454	0.73226166	0.8548394	0.88587725	0.85661423	0.74417096	0.80894417	0.8213654	0.87123346	0.89788085	0.93503153	0.7572202	0.8915242	0.91288686	0.796028	0.84461564	0.8320302	0.848763	0.8618267	0.8128886	0.7708393	0.6728973	0.73196155	0.8410819	0.68696344	0.9003611	0.92134947	0.89221174	0.91677487	0.8316219	0.84509003	0.83990717	0.8210556	0.7707169	0.7398689	0.7077037	0.86221606	0.8747663	0.8190033	0.4737308	0.86620367	0.710001	0.7315078	0.91531104	0.7850492	0.9064317	0.6723051	0.8149666	0.78379095	0.7682283	0.8014749	0.7583012	0.7611546	0.7617575	0.9052517	0.81419253	0.7832006	0.6578715	0.81813824	0.8876561	0.8340616	0.81164706	0.8491775	0.8526399	0.8061046	0.91508484	0.779692	0.8719322	0.81811774	0.8413121	0.8412369	0.8737695	0.91218865	0.78322697	0.8711533	0.6308273	0.0	0.92511886	0.9629849	0.577912	0.9210555	0.9232715	0.8118528	0.9453528	0.71918267	0.83653975	0.47080177	0.8912412	0.77493435	0.69850683	0.8294783	0.7480128	0.7358537	0.8377146	0.77422297	0.6575045
veld_slag/noun	0.9507495	0.9185436	0.94615126	0.9274848	0.880054	0.92867017	0.93855125	0.9274688	0.91656417	0.9376832	0.9030745	0.9298849	0.95094204	0.95189255	0.90859187	0.94793713	0.94651085	0.8828479	0.8980907	0.9389674	0.92866147	0.89966655	0.93108255	0.9406532	0.90528965	0.9100894	0.9304405	0.9358191	0.880381	0.9212938	0.91928744	0.91957664	0.90463674	0.906706	0.91629434	0.8579923	0.8861314	0.9145534	0.93067193	0.9268538	0.95179576	0.9209067	0.8678556	0.90067565	0.93986803	0.8762562	0.9253969	0.9193838	0.86381227	0.8771694	0.9440638	0.81497943	0.8901771	0.8569671	0.81425226	0.93435323	0.8674923	0.9474816	0.93053424	0.89854145	0.8900024	0.8982346	0.92126864	0.87030965	0.95428616	0.94759095	0.9358172	0.915116	0.9102644	0.9420452	0.91867334	0.94161993	0.9228832	0.9491953	0.8843138	0.94071805	0.9461803	0.8895394	0.8788107	0.9250607	0.9002166	0.92315143	0.9150536	0.8829594	0.9056522	0.9119828	0.9393469	0.8969114	0.90707594	0.93794197	0.9157206	0.9116338	0.92122936	0.9281126	0.9255643	0.9357944	0.92749625	0.92637265	0.8762095	0.94821334	0.95569384	0.897978	0.92296195	0.93822825	0.9031884	0.92606205	0.90135145	0.93088454	0.91499084	0.88879865	0.90977806	0.8560654	0.89207125	0.91293776	0.90489155	0.8698801	0.94498765	0.9307907	0.8916994	0.8973842	0.85599715	0.88015723	0.8603599	0.9057282	0.9470699	0.88370204	0.86600655	0.92511886	0.0	0.9382946	0.88220894	0.8757324	0.92609835	0.89677197	0.93458533	0.93153435	0.9204576	0.9007462	0.9093811	0.9208926	0.93603665	0.8948969	0.9272866	0.86436766	0.89150584	0.89528275	0.89298105
versregel/noun	0.9867418	0.9837774	0.97489	0.95724845	0.96862376	0.96621037	0.9623004	0.9490935	0.9247192	0.9704868	0.95754105	0.97129506	0.9622896	0.9373026	0.9464811	0.9262987	0.9869309	0.96420777	0.9754482	0.95916533	0.96247816	0.94229853	0.96973485	0.98905736	0.94751364	0.9192188	0.9723798	0.94427276	0.9363063	0.97060823	0.93923485	0.97611177	0.9510054	0.95882535	0.954918	0.94879633	0.9324497	0.9362986	0.96689516	0.9593504	0.9559174	0.9548997	0.9376496	0.959341	0.968301	0.93710685	0.9267835	0.97735184	0.950496	0.9505101	0.94139296	0.91269726	0.9020744	0.951388	0.91274863	0.9584254	0.9296166	0.916297	0.96837604	0.9449737	0.89287454	0.9722319	0.96958274	0.9460761	0.9328294	0.96038765	0.95663196	0.9411345	0.9392617	0.97053784	0.92835367	0.9604832	0.9430069	0.9176316	0.95881146	0.9225188	0.95223236	0.97883326	0.89049065	0.9667766	0.9588897	0.9484777	0.927106	0.90939116	0.8906953	0.9546675	0.92420757	0.95053446	0.9481263	0.9471348	0.9684876	0.9545339	0.9311616	0.9432542	0.951125	0.9402325	0.94817483	0.9464028	0.88966507	0.96236527	0.9576362	0.952721	0.9433253	0.9675353	0.94397956	0.922343	0.9664052	0.96030015	0.93214566	0.9175434	0.9800479	0.8669101	0.9614329	0.9015813	0.9453776	0.9486749	0.9633026	0.9513768	0.94244987	0.8896804	0.83003724	0.9487228	0.95817286	0.9665762	0.917655	0.91543096	0.91688186	0.9629849	0.9382946	0.0	0.9499812	0.96578884	0.92993355	0.9393854	0.9878428	0.9572681	0.961767	0.9695074	0.95875555	0.95058155	0.95167035	0.82308906	0.9317194	0.9373817	0.9574645	0.95601904	0.937201
vooral/adv	0.95994693	0.8289292	0.88394284	0.8857962	0.83259106	0.93332404	0.87731373	0.8638818	0.86792123	0.92040324	0.8657282	0.9185478	0.8999087	0.92531794	0.846514	0.9170986	0.8990946	0.8789491	0.89613605	0.89593637	0.860086	0.83521914	0.87663066	0.8367672	0.831412	0.85572505	0.95041835	0.87296057	0.87952214	0.7728765	0.9184952	0.8314542	0.63111806	0.6189723	0.82616174	0.7010359	0.7844253	0.68545294	0.8194152	0.9114631	0.8881439	0.8293557	0.81384087	0.74430704	0.93654424	0.8256881	0.8122745	0.79677504	0.8880005	0.75985765	0.7984999	0.73830336	0.69594896	0.7953774	0.8117044	0.84985054	0.68027055	0.864714	0.84119254	0.7742424	0.8698338	0.9203489	0.7995887	0.85592103	0.91121453	0.7867616	0.86254525	0.8224773	0.83035535	0.8240454	0.811767	0.7870771	0.8038472	0.8145697	0.78854895	0.7981418	0.880704	0.9108552	0.80770266	0.90389	0.82912326	0.80080557	0.8077581	0.75717294	0.7389344	0.749907	0.77405894	0.82746714	0.8265247	0.81560516	0.59895754	0.8155924	0.7500473	0.75493604	0.8786642	0.78846335	0.86535287	0.7338176	0.70054734	0.8548996	0.8451345	0.818964	0.8771515	0.8482135	0.8534164	0.8486139	0.7659925	0.7941942	0.55538344	0.794729	0.87918353	0.7898052	0.7738682	0.7933512	0.81876713	0.72827065	0.82234114	0.7338516	0.8157948	0.7781131	0.78807867	0.83994144	0.8705581	0.889998	0.8289274	0.76628715	0.60245234	0.577912	0.88220894	0.9499812	0.0	0.83348584	0.8996894	0.7369965	0.91003096	0.82492405	0.8346072	0.64633775	0.91124296	0.77652586	0.7530113	0.8156824	0.8156785	0.7139945	0.80198735	0.7581204	0.7333188
voorman/noun	0.96683747	0.8382362	0.8984865	0.9366931	0.8117461	0.9440966	0.9257604	0.89760274	0.88337773	0.96891963	0.9301353	0.9399661	0.92225254	0.94807404	0.8911698	0.94038284	0.93454564	0.89056575	0.858794	0.9323262	0.90321916	0.82096857	0.8512572	0.860022	0.89529717	0.8838841	0.94531965	0.8801819	0.8652283	0.9232023	0.9408607	0.89644897	0.9043685	0.89416593	0.93436277	0.80810505	0.8879736	0.90821	0.9416909	0.92462724	0.9352903	0.83237326	0.8412685	0.8862389	0.9752026	0.89472055	0.90107477	0.91654253	0.9429814	0.923279	0.94442344	0.9121959	0.89091545	0.9051883	0.86898345	0.90054536	0.86361575	0.9341286	0.93735677	0.9145704	0.95145404	0.9280565	0.9517463	0.9026389	0.9622597	0.94053805	0.9009901	0.891475	0.87570536	0.9369752	0.83022684	0.92370546	0.9198914	0.9366589	0.8896319	0.9335881	0.9463008	0.9439763	0.8912067	0.93322456	0.9406645	0.8733529	0.9201265	0.88269573	0.92113256	0.9154218	0.93701285	0.9360101	0.8395915	0.9382006	0.9261681	0.8754076	0.9013418	0.9026842	0.87484896	0.9332561	0.8284478	0.907229	0.88115555	0.91511744	0.94701576	0.8951194	0.95435876	0.94533896	0.9591599	0.9054356	0.8985406	0.9404154	0.90053296	0.874617	0.78390205	0.9079407	0.9233644	0.89911294	0.9392383	0.67862725	0.86072797	0.87081826	0.86817586	0.8852773	0.8979204	0.88748646	0.867775	0.95049995	0.93213063	0.88139826	0.87222606	0.9210555	0.8757324	0.96578884	0.83348584	0.0	0.9021809	0.88025	0.81267124	0.9359475	0.9319192	0.88613737	0.9446816	0.9014849	0.9061727	0.91445065	0.8889194	0.8566518	0.8720301	0.8420572	0.88429046
voornaam/noun	0.9678355	0.93738127	0.928426	0.9211513	0.9127758	0.9373191	0.8865518	0.9063615	0.9024646	0.9381987	0.9280597	0.93649757	0.9354807	0.9226835	0.8664086	0.90476906	0.9432591	0.9020824	0.93645793	0.8983829	0.9208522	0.8897071	0.9349321	0.92454666	0.9119648	0.89721847	0.95829266	0.9364474	0.8920728	0.9307631	0.9698287	0.91010576	0.87536615	0.88854474	0.9207935	0.8376314	0.8760031	0.8734366	0.93650174	0.9396876	0.9311407	0.8988983	0.9145459	0.9286671	0.9506818	0.9450373	0.8901692	0.92066944	0.94485116	0.9205224	0.90779907	0.8984126	0.85067	0.9399107	0.9071074	0.88720495	0.9172407	0.95340204	0.92399275	0.9133864	0.89870256	0.9498391	0.9262213	0.9204912	0.9085865	0.9349523	0.89014566	0.8657129	0.8762956	0.9546857	0.86134624	0.88796395	0.91184676	0.90118504	0.9051699	0.901348	0.9324842	0.94347996	0.9241751	0.927556	0.9352009	0.8789743	0.91725403	0.91531944	0.8956106	0.87740636	0.9158885	0.9053969	0.905739	0.9227171	0.9245639	0.87921226	0.8922456	0.91622186	0.9537482	0.8920781	0.94678116	0.916727	0.9082966	0.9158659	0.90801036	0.9247122	0.9289748	0.9252436	0.9374862	0.9080024	0.8919716	0.9105832	0.893242	0.9065229	0.92271024	0.9051972	0.951664	0.885228	0.88707256	0.90802026	0.8684202	0.9136768	0.9250434	0.9029495	0.83797145	0.90258276	0.9219571	0.93538845	0.8903862	0.8710922	0.8872828	0.9232715	0.92609835	0.92993355	0.8996894	0.9021809	0.0	0.9033289	0.95774573	0.91606265	0.9411347	0.9003818	0.92021275	0.84403896	0.9083197	0.7880941	0.8812733	0.8602817	0.9287362	0.8754095	0.8956932
voorts/adv	0.97086275	0.845589	0.8692206	0.8852495	0.80974656	0.89665616	0.8416987	0.8221662	0.8542092	0.9328443	0.90918875	0.9305829	0.9114589	0.94174796	0.86320484	0.9167309	0.8748819	0.8836414	0.8474218	0.8930646	0.86722094	0.84832394	0.8540832	0.83811736	0.8065864	0.8797806	0.94797754	0.8778216	0.87518644	0.7945578	0.9358511	0.8267684	0.77266407	0.7964755	0.86742604	0.77572346	0.82450104	0.834072	0.8547462	0.9195613	0.91824263	0.8152027	0.87503636	0.82276976	0.9486354	0.85974866	0.82831573	0.8042779	0.84847677	0.7768343	0.8629259	0.80623364	0.7843571	0.85510695	0.8433039	0.8447126	0.78123295	0.8645954	0.858415	0.84369934	0.80037934	0.89430827	0.86468524	0.83877754	0.95189327	0.8533935	0.90414965	0.83503485	0.82743	0.89376557	0.7962192	0.85020787	0.8843672	0.89172983	0.8197863	0.84580255	0.828249	0.92873985	0.8544799	0.88108456	0.84505934	0.8080759	0.84234774	0.8442585	0.83699334	0.82053053	0.86617595	0.9054349	0.85978377	0.89280176	0.79307973	0.86218846	0.79201865	0.8660537	0.90540624	0.88826007	0.84434146	0.8685909	0.8295569	0.8553479	0.86164653	0.8664628	0.90074813	0.88262266	0.8575618	0.82299083	0.8320975	0.8650601	0.71578085	0.8314685	0.8633238	0.8272469	0.83738995	0.8360168	0.83449686	0.81294066	0.889919	0.84761095	0.90371394	0.8516914	0.7960212	0.84691113	0.8656996	0.91245806	0.8416882	0.8030426	0.78259516	0.8118528	0.89677197	0.9393854	0.7369965	0.88025	0.9033289	0.0	0.8708497	0.83902764	0.8574159	0.8114461	0.8664946	0.80230093	0.81063354	0.85474026	0.8046731	0.76021224	0.8524136	0.7504832	0.8300417
voorzitter/noun	0.9703487	0.85613114	0.901663	0.94538045	0.7879361	0.8675822	0.83712596	0.8311174	0.83344126	0.96476114	0.932998	0.9438758	0.827934	0.93523926	0.9579639	0.96341467	0.9215294	0.89545053	0.92023426	0.9408143	0.8914042	0.82221913	0.87919676	0.8408471	0.92000985	0.9384586	0.93652856	0.8488456	0.90826243	0.91599256	0.9865782	0.85700834	0.9264602	0.9321918	0.9497219	0.8251005	0.9361557	0.9240716	0.9268258	0.9259185	0.9710005	0.7772359	0.92267704	0.94105095	0.98872197	0.92626476	0.90603036	0.9296362	0.94585824	0.9277704	0.93528676	0.9306289	0.91111314	0.9067628	0.93446934	0.9021281	0.9131527	0.91071415	0.9288237	0.93514144	0.94788975	0.88904333	0.93748456	0.8595475	0.979869	0.9586834	0.95750177	0.89110637	0.8442965	0.9646584	0.8015112	0.91389114	0.95461124	0.921919	0.89066803	0.95869833	0.95736283	0.95431817	0.944291	0.93432134	0.9390038	0.8799968	0.93541574	0.9426279	0.9137361	0.92114425	0.94269204	0.9705864	0.9254703	0.92229915	0.9408623	0.91856426	0.9032132	0.95651925	0.8982517	0.9098642	0.71534234	0.9346443	0.94161916	0.91406196	0.9286447	0.91627514	0.94575316	0.944059	0.9190793	0.9002194	0.9063939	0.9201258	0.9038418	0.9391558	0.71699965	0.9369682	0.93100214	0.95848143	0.9547011	0.7573291	0.90746266	0.9137756	0.9616623	0.95296013	0.91334	0.8871553	0.90109193	0.95602167	0.9122251	0.93178546	0.93006307	0.9453528	0.93458533	0.9878428	0.91003096	0.81267124	0.95774573	0.8708497	0.0	0.9324726	0.9426444	0.9222666	0.95186347	0.9272789	0.9159679	0.9180928	0.9138947	0.8871535	0.9022682	0.8590014	0.9301569
we/pron	0.88587606	0.8762238	0.9085902	0.91575086	0.8925876	0.88577646	0.9032751	0.9093777	0.8948914	0.89416975	0.889182	0.9006536	0.8923081	0.9452069	0.8985436	0.92301357	0.9072132	0.9055406	0.93821245	0.9104409	0.80952454	0.92462647	0.8894303	0.83843875	0.85772073	0.95669335	0.93660134	0.8907578	0.91527843	0.8729496	0.9122435	0.75527936	0.78923184	0.80149204	0.7310314	0.89781827	0.8119761	0.6960391	0.8060488	0.9250823	0.9065534	0.8813347	0.87524724	0.87492394	0.9105045	0.90147406	0.8530959	0.86012363	0.8363539	0.8377104	0.7058345	0.8683378	0.7224709	0.89028233	0.9379619	0.88244545	0.7680925	0.661857	0.8733537	0.8953505	0.93494576	0.92191565	0.74957967	0.88945454	0.94507295	0.7566284	0.8422981	0.8014953	0.79914653	0.850729	0.7102916	0.6211517	0.7149638	0.4845174	0.9077275	0.50104356	0.90215945	0.9054229	0.91272867	0.86701906	0.82021475	0.88133126	0.8727551	0.9030528	0.80186594	0.75625336	0.6370561	0.91876316	0.8938409	0.7253617	0.7610092	0.8836408	0.5918611	0.7685767	0.9066012	0.73813844	0.89365673	0.7220569	0.90440536	0.71893275	0.6736801	0.8611909	0.79143983	0.7521484	0.6670591	0.894188	0.7706348	0.637905	0.72942626	0.8278352	0.9045472	0.92678225	0.8508116	0.888844	0.87752134	0.87252915	0.9171636	0.8326625	0.9480648	0.89186215	0.895638	0.7593471	0.8125477	0.89529437	0.68252885	0.9343121	0.798251	0.71918267	0.93153435	0.9572681	0.82492405	0.9359475	0.91606265	0.83902764	0.9324726	0.0	0.7097146	0.7605959	0.8843016	0.7431416	0.33972	0.8855623	0.5451077	0.80653644	0.8529899	0.6899259	0.7342416
weer/adv	0.9314126	0.89022094	0.89110124	0.9117939	0.8663308	0.9148112	0.8520588	0.8646194	0.89488703	0.9023511	0.8764853	0.9123165	0.9424424	0.95514184	0.8684632	0.90421087	0.90580213	0.86033547	0.9278897	0.9197581	0.81219304	0.90598565	0.8943673	0.87684274	0.90972334	0.9340807	0.9016344	0.8857522	0.89490664	0.8818626	0.8997075	0.83534753	0.8318327	0.80560374	0.7587862	0.8694565	0.7155697	0.74515975	0.7789828	0.9147634	0.89642256	0.89096355	0.849295	0.8587861	0.94540113	0.868865	0.8891359	0.88666725	0.7790524	0.82422614	0.8423446	0.8618815	0.76009065	0.82864594	0.89165837	0.86682963	0.7246645	0.6855694	0.84558535	0.92040944	0.9081086	0.84525514	0.76394975	0.8673063	0.935918	0.86734533	0.87242573	0.78548455	0.7908857	0.8738541	0.72500265	0.72514826	0.78308904	0.7295264	0.9009433	0.70236576	0.83046246	0.92104036	0.8790905	0.77402484	0.8196838	0.890127	0.89941525	0.8510683	0.84498924	0.77495575	0.7368176	0.8660527	0.8562675	0.7895065	0.8465477	0.83345	0.7922983	0.8512305	0.93509686	0.8123396	0.8902274	0.77774537	0.8446833	0.83303905	0.82139087	0.8771141	0.8807294	0.8629866	0.7369768	0.91877043	0.8083149	0.8238404	0.8479883	0.68211204	0.8975464	0.8657814	0.8388133	0.8350651	0.8209758	0.8738646	0.90447724	0.79038715	0.9266838	0.82006466	0.8669723	0.70688766	0.71550435	0.9115026	0.8258812	0.8416694	0.7935189	0.83653975	0.9204576	0.961767	0.8346072	0.9319192	0.9411347	0.8574159	0.9426444	0.7097146	0.0	0.85556525	0.8733565	0.83615506	0.79931235	0.8684183	0.6764437	0.7821317	0.8610207	0.8122653	0.7765355
weinig/adj	0.952175	0.86218065	0.886652	0.92816395	0.8665812	0.9250828	0.8825559	0.9043372	0.897673	0.92741686	0.9030341	0.9486373	0.89647746	0.940372	0.8974309	0.93878	0.91685027	0.91294974	0.91923094	0.92128426	0.857308	0.876371	0.868259	0.8573941	0.89045316	0.9307289	0.97077996	0.8977452	0.8821224	0.80433404	0.9454733	0.8058147	0.747351	0.7324464	0.82255393	0.8157792	0.8270685	0.6905097	0.7514202	0.9193829	0.93426806	0.84744275	0.8024668	0.80828744	0.95961374	0.85673046	0.7742677	0.81065226	0.9098015	0.8354316	0.7575183	0.77681977	0.7392369	0.8213281	0.8589216	0.86247015	0.7685675	0.8733986	0.8597724	0.835588	0.9087224	0.943227	0.76835823	0.855141	0.9351736	0.756709	0.8784069	0.84547484	0.83392	0.86852586	0.8004931	0.80745995	0.6660515	0.81347597	0.85294414	0.7738208	0.9104048	0.93256235	0.8753569	0.91752744	0.89145225	0.8201189	0.83421385	0.8025513	0.7603894	0.7838472	0.7370295	0.8725721	0.8665396	0.84717274	0.50449866	0.8855161	0.72630227	0.78809965	0.87654966	0.8096118	0.87961763	0.70962703	0.81936896	0.7592646	0.7247547	0.7550763	0.6684052	0.725658	0.79535955	0.87704307	0.80893826	0.81013525	0.65995455	0.8286159	0.86965907	0.81589544	0.84383935	0.84258974	0.848543	0.7587063	0.89393216	0.79255426	0.86552113	0.8178936	0.82006186	0.8773577	0.91062206	0.917608	0.8307151	0.88958925	0.7132737	0.47080177	0.9007462	0.9695074	0.64633775	0.88613737	0.9003818	0.8114461	0.9222666	0.7605959	0.85556525	0.0	0.90875804	0.8281685	0.71602315	0.8115165	0.79439604	0.7605036	0.85525686	0.7618538	0.68220663
werk_dag/noun	0.9511589	0.91050273	0.93127185	0.9797622	0.92786753	0.94962275	0.9447012	0.9557987	0.94185865	0.9606939	0.9378158	0.93524176	0.93067026	0.9620322	0.9249316	0.95875007	0.9475634	0.92502934	0.90256834	0.94442314	0.91666675	0.95153147	0.9304302	0.9383525	0.9070147	0.97112006	0.97471374	0.94008267	0.9445414	0.8851812	0.96267015	0.8984131	0.8906247	0.88326365	0.8748001	0.9023219	0.91892207	0.903078	0.8629267	0.9303578	0.94190514	0.9274543	0.9022237	0.9153394	0.944517	0.8795117	0.8825861	0.90097326	0.7396443	0.80678326	0.9020414	0.9070042	0.86764777	0.9093943	0.9074434	0.911563	0.88352925	0.9091109	0.9207722	0.9446253	0.9221562	0.93240476	0.9046749	0.888316	0.95879936	0.90647656	0.92532027	0.90789235	0.9285032	0.9427662	0.90920144	0.89916503	0.9336263	0.9165175	0.8951087	0.88875324	0.9261164	0.9214671	0.9311946	0.89517397	0.8576908	0.91305995	0.92788625	0.9195264	0.9138365	0.9016124	0.9014312	0.9370076	0.92267925	0.9371576	0.85139775	0.9329349	0.8918506	0.9114293	0.9652068	0.9138421	0.9484342	0.922985	0.9158759	0.9213077	0.889529	0.91259557	0.9234005	0.92046475	0.85654664	0.922296	0.8880332	0.9090433	0.88346696	0.9087417	0.9446095	0.92360914	0.8400481	0.90971106	0.8899181	0.93694687	0.95063865	0.9236814	0.9484033	0.92717147	0.9059487	0.8910548	0.90613556	0.9249727	0.8990971	0.9171842	0.880233	0.8912412	0.9093811	0.95875555	0.91124296	0.9446816	0.92021275	0.8664946	0.95186347	0.8843016	0.8733565	0.90875804	0.0	0.8796615	0.90403146	0.9281308	0.8947631	0.88381577	0.9322807	0.8952666	0.9031168
wie/pron	0.96439105	0.86324644	0.86788595	0.85372627	0.83228076	0.92702127	0.84167707	0.81392276	0.8397428	0.94741565	0.898711	0.9159129	0.891294	0.90555984	0.836228	0.8892869	0.9006171	0.85853857	0.9111595	0.8827336	0.8557554	0.80491036	0.8862321	0.89199716	0.84563917	0.9002503	0.9491483	0.87021405	0.86258465	0.83024454	0.92995197	0.7940315	0.6821487	0.6934117	0.7958814	0.7229443	0.7526964	0.70621604	0.7946721	0.90432	0.94688594	0.8510481	0.8691892	0.863286	0.9240583	0.85366917	0.8264201	0.8313916	0.8597391	0.783635	0.80841875	0.8324591	0.7527375	0.8849121	0.8641685	0.78591025	0.8093889	0.7314869	0.82856315	0.84695095	0.85380256	0.86171454	0.78725815	0.8542198	0.94770837	0.8468219	0.81574214	0.6974435	0.7024516	0.7813697	0.6748974	0.655092	0.82681525	0.6550217	0.8041477	0.5948224	0.8757028	0.8864688	0.848767	0.86770546	0.8412192	0.7865064	0.83447516	0.8917083	0.72340345	0.7172216	0.6983795	0.87660635	0.7405342	0.7763612	0.81421244	0.7551253	0.66365075	0.63572204	0.8582198	0.74056476	0.8767113	0.7300584	0.83006406	0.6588736	0.7451016	0.8411824	0.82456017	0.8092401	0.79330873	0.8981134	0.76855403	0.7783253	0.720896	0.8077616	0.8602817	0.86427796	0.9054114	0.8703694	0.83129424	0.7319633	0.8636572	0.78752065	0.90454555	0.85552377	0.82797974	0.7656064	0.78614724	0.8619727	0.6206391	0.8351042	0.6985783	0.77493435	0.9208926	0.95058155	0.77652586	0.9014849	0.84403896	0.80230093	0.9272789	0.7431416	0.83615506	0.8281685	0.8796615	0.0	0.67153776	0.7972441	0.6003454	0.7161993	0.7965057	0.5762087	0.79129726
wij/pron	0.9309808	0.80318624	0.9079183	0.918107	0.83727777	0.89419824	0.8961508	0.88259083	0.8822779	0.8932275	0.8729446	0.889234	0.8811805	0.929568	0.89136827	0.89868027	0.92023957	0.906958	0.93123126	0.89434016	0.80924374	0.90882474	0.86160934	0.783357	0.8744849	0.9547527	0.9459107	0.8403533	0.88513535	0.84284	0.93264765	0.7550432	0.7097709	0.7388215	0.7494202	0.78726035	0.7872131	0.64563525	0.8106537	0.913435	0.9291349	0.8152869	0.8660806	0.8593798	0.91895646	0.8982314	0.76852196	0.8322045	0.888661	0.8194771	0.69439423	0.85877466	0.68597656	0.84105414	0.9150128	0.85458326	0.7503904	0.75317615	0.8603064	0.82148564	0.9314131	0.9076819	0.76027656	0.87370443	0.9507525	0.7564512	0.8233575	0.7696097	0.7595711	0.8359002	0.69064224	0.60011905	0.7335458	0.5646323	0.8311988	0.59644717	0.92922145	0.9103683	0.89892125	0.91240156	0.84653914	0.8167138	0.85792744	0.8853848	0.7392168	0.7414487	0.67663586	0.90549207	0.8652184	0.7216236	0.70462465	0.87530434	0.563954	0.6951195	0.90086967	0.7012392	0.8652659	0.7120251	0.8880753	0.67966485	0.6247895	0.83599526	0.77298975	0.76129305	0.75099856	0.8734656	0.7147497	0.58876157	0.6681188	0.8234887	0.858289	0.8973199	0.8735701	0.89139843	0.8555969	0.7752318	0.9181156	0.8032271	0.92720467	0.89282537	0.86820686	0.7896658	0.8510742	0.86559373	0.6534282	0.9145437	0.7486932	0.69850683	0.93603665	0.95167035	0.7530113	0.9061727	0.9083197	0.81063354	0.9159679	0.33972	0.79931235	0.71602315	0.90403146	0.67153776	0.0	0.8357003	0.57352155	0.77365696	0.7603543	0.5264117	0.7106754
