	16/noun	2003/noun	7/noun	9/noun	Belgisch/adj	Brugse/adj	Frans/adj	Genkse/adj	Ier/noun	Ninoofse/adj	Oudenaardse/adj	Sint-Niklase/adj	Spanjaard/noun	Thais/adj	aanpak/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	afgelopen/adj	al/adv	ander/adj	be/noun	beeldhouwer/noun	begrip/noun	behaal/verb	bekom/verb	bewogen/adj	blijkbaar/adj	bovendien/adv	briljant/adj	burgemeester/noun	burgerlijk/adj	campus/noun	carrière/noun	credo/noun	daar/adv	daarentegen/adv	dank/verb	dans/noun	decennium/noun	decor/noun	dienst/noun	diner/noun	donderdag/noun	drager/noun	drie/noun	duidelijkheid/noun	eerder/noun	eerst/adj	eigenaardig/adj	eind/adv	eind_winnaar/noun	elektricien/noun	ere_burger/noun	ere_podium/noun	ere_titel/noun	feest_zaal/noun	filosofie/noun	filosoof/noun	ga_op/verb	gelovig/adj	gemeente/noun	gemeente_bestuur/noun	genodigd/adj	gereformeerd/adj	gesneuveld/adj	gisteravond/adv	gisteren/adv	goed/adj	groente/noun	helder/adj	ideaal/noun	idioot/adj	immers/adv	in/adj	indrukwekkend/adj	ingebruikname/noun	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	jaarlijks/adj	jong/adj	judoka/noun	junior/noun	kampioen/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	laat/verb	lang/adj	laureaat/noun	legislatuur/noun	lid/noun	lijst/noun	loopbaan/noun	loos/adj	louter/adj	maand_blad/noun	maart/noun	mag/verb	medaille/noun	meest/adj	mei/noun	mening/noun	midden_stip/noun	minister/noun	minstens/adv	misvatting/noun	morgenavond/adv	muze/noun	muzikaal/adj	namelijk/adv	nationaal/adj	neem_plaats/verb	nerveus/adj	never/noun	nieuw/adj	numerus/noun	officieel/adj	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	parool/noun	passend/adj	persoon/noun	persoonlijk/adv	plein/noun	ploeg/noun	ploeg_makker/noun	premier/noun	principe/noun	provincie/noun	reder/noun	reflex/noun	restaurant/noun	rij/noun	samenleving/noun	schepen/noun	schepen_college/noun	seizoen/noun	simplistisch/adj	sociaal-democraat/noun	sport_laureaat/noun	sport_mens/noun	sport_raad/noun	sporter/noun	sporthal/noun	stad/noun	stad_bestuur/noun	stadhuis/noun	stadion/noun	standpunt/noun	stap_af/verb	start/adj	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	strijdlustig/adj	succesvol/adj	supporter/noun	tegelijk/adj	tienjarige/adj	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	u/noun	uur/noun	vader/noun	vasten/noun	verdienstelijk/adj	verdrijving/noun	verkoudheid/noun	vier/verb	visie/noun	volg/adj	voortaan/adv	voorzitter/noun	vorig/adj	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	wereldbeker/noun	wetenschapper/noun	winnaar/noun	winnares/noun	word/verb	yoga/noun
jaarlijks/adj	0.8753779	0.53538394	0.870021	0.87124187	0.7315048	0.9051254	0.8133831	0.88742036	0.9290316	0.9562233	0.9521149	0.94429	0.8984234	0.89672077	0.932264	0.5228294	0.9271013	0.798923	0.6217698	0.66435736	0.94429356	0.9481439	0.9572718	0.93490136	0.6946746	0.91219556	0.9589704	0.9298912	0.80254614	0.9511426	0.903246	0.78198326	0.85399723	0.90837616	0.9653325	0.8386213	0.79661787	0.91775644	0.9151217	0.8914708	0.91033685	0.6961355	0.9030348	0.87283564	0.8797111	0.90462434	0.9253184	0.858255	0.87640643	0.97636557	0.69070053	0.9378676	0.94623935	0.96412796	0.94268215	0.96189964	0.91287327	0.97741276	0.95929825	0.8392147	0.8493212	0.6216197	0.7921589	0.73527884	0.9388695	0.8801285	0.86689126	0.8499511	0.92517483	0.86885023	0.9363831	0.9587865	0.9734638	0.8311258	0.8520438	0.84664375	0.9188342	0.38474786	0.8653933	0.96880525	0.35857826	0.0	0.8814586	0.95482445	0.91706115	0.8934256	0.76488674	0.9120636	0.9890894	0.939339	0.9251373	0.73648334	0.85931635	0.8594034	0.5397611	0.7761081	0.9194388	0.9414179	0.95423204	0.9127754	0.74572676	0.857043	0.8894428	0.87497985	0.8090754	0.8942794	0.9794007	0.95217204	0.4546821	0.97307265	0.92034286	0.9748147	0.9223213	0.8708106	0.8703694	0.9198984	0.968263	0.99147516	0.79538155	0.94252104	0.7619789	0.87598294	0.7721665	0.8564521	0.92681086	0.97080743	0.9781485	0.96034485	0.9739876	0.9516942	0.46527874	0.93430835	0.90963674	0.9408612	0.99279916	0.9472407	0.9122807	0.6864308	0.9306274	0.9690222	0.83856356	0.8916021	0.91456985	0.9134123	0.87512755	0.9032709	0.9699702	0.94832116	0.9402392	0.9483625	0.9213318	0.7936227	0.87983304	0.7109937	0.76893854	0.88509434	0.7462258	0.9500114	0.9623703	0.91761947	0.9001724	0.9469153	0.932697	0.92430604	0.985339	0.90894604	0.74530196	0.87069976	0.9299975	0.85624814	0.9649024	0.76663554	0.9193475	0.92975456	0.8755636	0.9383934	0.9691398	0.92412645	0.9138343	0.9878013	0.84680283	0.9414394	0.73981255	0.76245266	0.90001374	0.48622656	0.86976385	0.6444249	0.91839117	0.8172666	0.51281404	0.88261205	0.83705086	0.83747464	0.90264285	0.88583297	0.7796329	0.8963457	0.8399442	0.97971773
jong/adj	0.8892159	0.8907374	0.9007321	0.8969354	0.84097344	0.888273	0.8270887	0.9573678	0.9236753	0.9571498	0.9579834	0.9558248	0.87838095	0.9458156	0.8818874	0.8532033	0.9535165	0.8364421	0.8369131	0.86348087	0.8300303	0.962342	0.9173936	0.91499054	0.8579346	0.9573367	0.95170623	0.8546558	0.8440205	0.8603403	0.864668	0.91141826	0.9847899	0.8303564	0.93737483	0.8947907	0.8655991	0.8874543	0.865267	0.87293893	0.9020294	0.8660609	0.9610847	0.88103575	0.9337339	0.9114302	0.9554317	0.94464517	0.848486	0.94464606	0.86371094	0.9466392	0.96405965	0.96461594	0.9450951	0.9756204	0.96336544	0.9142331	0.902683	0.9175102	0.94701296	0.89040476	0.91639084	0.9656984	0.9534403	0.94928014	0.8377082	0.84219754	0.86280805	0.95887095	0.937822	0.8920176	0.94798374	0.84327143	0.8301045	0.8675226	0.9773989	0.87959164	0.9070207	0.9239029	0.871738	0.8814586	0.0	0.95744145	0.87997204	0.82291454	0.88079727	0.86658484	0.96885085	0.87086654	0.8037189	0.8902283	0.9291377	0.9576574	0.8159671	0.8689971	0.8705304	0.9177539	0.9125299	0.9239726	0.8541906	0.81545854	0.898334	0.74174213	0.8530053	0.876009	0.99438745	0.92350394	0.89115685	0.9786094	0.9302413	0.8990903	0.82654387	0.8284281	0.8408134	0.8971786	0.9207803	0.9840859	0.8332762	1.0	0.82471514	0.9259606	0.90081865	0.9079788	0.8404971	0.92683303	0.87804246	0.89186215	0.9471374	0.92053896	0.88260305	0.9450102	0.9416827	0.88610893	0.95468	0.88226515	0.89549947	0.90047395	0.9731456	0.96006566	0.88903874	0.8908741	0.8814951	0.8964032	0.9334471	0.8381543	0.9774632	0.9423378	0.95690084	0.9606014	0.9516158	0.9208446	0.92977154	0.8713504	0.91604495	0.9216943	0.927169	0.9121652	0.94605654	0.9465528	0.85740155	0.9171437	0.96761256	0.95092785	0.9171591	0.8245549	0.91053975	0.8687083	0.91184866	0.79719836	0.9172686	0.9179343	0.85333717	0.9440849	0.92760223	0.72510386	0.9686478	0.9297869	0.93620783	0.9697803	0.8308717	0.90581477	0.8562552	0.8809954	0.8357068	0.826607	0.8755221	0.90254766	0.9538455	0.82163125	0.9155841	0.876496	0.8451739	0.85189486	0.9453882	0.89644146	0.8361686	0.8834076	0.83966744	0.95540774
judoka/noun	0.9444194	0.95603955	0.961548	0.9417858	0.9007398	0.94071066	0.9747131	0.9375334	0.92668784	0.9593902	0.9483776	0.94174284	0.8490476	0.93443483	0.9585457	0.9784724	0.9663296	0.97550744	0.9028321	0.93342435	0.975139	0.98776203	0.94989794	0.97949344	0.85975087	0.92181206	0.9588446	0.9752643	0.9517729	0.9585868	0.96237534	0.9669837	0.9627608	0.83525324	0.9715302	0.9418063	0.94901353	0.9384566	0.95245636	0.9643291	0.95325094	0.9716656	0.9601087	0.93813914	0.9811123	0.930799	0.96478707	0.94819313	0.92340887	0.96548694	0.9296454	0.9443476	0.8899465	0.8997455	0.91511893	0.9067961	0.9636259	0.9502585	0.9647558	0.93669033	0.97870314	0.9627813	0.9834945	0.9466903	0.9427974	0.97906697	0.8795537	0.85221064	0.93471044	0.9721703	0.98676676	0.9815413	0.96989787	0.9631539	0.96462405	0.94676507	0.98254174	0.899111	0.9634201	0.9919351	0.94400364	0.95482445	0.95744145	0.0	0.89920795	0.81840384	0.94318	0.97105706	0.96221733	0.9846622	0.961306	0.96127695	0.90432215	0.9696297	0.94970083	0.93464047	0.85118115	0.965115	0.96054846	0.9381082	0.9193702	0.94442976	0.76310086	0.94757646	0.9451152	0.9761019	0.99641293	0.9710709	0.93712217	0.97547317	0.93800867	0.93522924	0.96491575	0.9467483	0.91122216	0.96148336	0.9751147	0.9851488	0.97976965	1.0	0.92146724	0.9798908	0.94364524	0.9257611	0.9407841	0.96765256	0.99077815	0.9670034	0.9976156	0.979402	0.96233296	0.95170885	0.9682285	0.92944163	0.92919147	0.95251644	0.96704245	0.9726283	0.9404431	0.9578614	0.9482031	0.95684737	0.9849788	0.9608695	0.9903117	0.89336324	0.98886997	0.96782094	0.9764778	0.87086284	0.9686022	0.8990483	0.9579672	0.9529482	0.988261	0.9531944	0.9570825	0.9715137	0.9233022	0.9775349	0.9791998	0.95449245	0.9760759	0.97119796	0.94816655	0.90419346	0.9294629	0.98287106	0.95584977	0.9098583	0.90365404	0.9195754	0.97003543	0.97173685	0.9743172	0.9127779	0.9890083	0.9399355	0.9886049	0.96079254	0.9345344	0.9833	0.9476171	0.9559715	0.93086904	0.9175945	0.95064825	0.96031964	0.95983845	0.9251257	0.9632148	0.9590402	0.92454904	0.90225637	0.8879416	0.95646095	0.8833191	0.8624125	0.92511785	0.9810502
junior/noun	0.80259186	0.874102	0.80524147	0.8022994	0.8236216	0.904814	0.9376836	0.92802787	0.8538556	0.94232947	0.9450693	0.9503836	0.91225696	0.93655574	0.95343643	0.9514708	0.8205627	0.90943015	0.93178463	0.9039967	0.9887105	0.9575555	0.9514466	0.951931	0.8197724	0.92448413	0.9564559	0.9388412	0.9638149	0.95502055	0.8806155	0.9458719	0.9553411	0.8842058	0.97655654	0.9452665	0.92890465	0.9328883	0.9420304	0.95624226	0.94261354	0.93207145	0.96784854	0.80780804	0.97234356	0.8932793	0.9554764	0.9570141	0.9205156	0.958607	0.8803969	0.9114776	0.95232904	0.9469665	0.9005971	0.9803552	0.8984759	0.9777409	0.94227755	0.9541455	0.965191	0.92759675	0.91396636	0.9571894	0.9623356	0.95384485	0.89899015	0.8813822	0.9485592	0.95067424	0.9849468	0.9522358	0.98777175	0.9221899	0.94948024	0.9039656	0.97093695	0.9027233	0.92940104	0.9825538	0.91040576	0.91706115	0.87997204	0.89920795	0.0	0.7160185	0.868968	0.96587014	0.9702529	0.95073104	0.9502172	0.9515975	0.86431265	0.95767707	0.91292304	0.9156945	0.88351256	0.9606812	0.9583036	0.94908106	0.8453805	0.90378344	0.8105211	0.96822786	0.826334	0.9620557	0.97502494	0.95145005	0.9125713	0.99374	0.925014	0.96613455	0.9081582	0.9486032	0.785769	0.9448419	0.95323336	0.9786918	0.95943	0.9890306	0.91445565	0.96896076	0.9379778	0.9432619	0.9715755	0.96454644	0.9725778	0.9762543	0.9755212	0.9671887	0.90761113	0.9481046	0.9467098	0.8553779	0.8492378	0.9569847	0.95190567	0.90300673	0.94472694	0.9535017	0.9318285	0.84721714	0.98125637	0.8941951	0.9189918	0.8024218	0.9656961	0.9586389	0.9359777	0.9668745	0.9341932	0.9516313	0.8478888	0.9646864	0.95201945	0.8960668	0.9434355	0.96162593	0.93867594	0.95291287	0.9787252	0.9374089	0.96685934	0.9716008	0.9247177	0.91943705	0.9235954	0.96288145	0.9504499	0.77472746	0.8534082	0.9247288	0.9648364	0.8257963	0.7945012	0.90676755	0.94400334	0.85787266	0.985445	0.9711454	0.84761727	0.9783427	0.8704123	0.94674206	0.8788373	0.90840137	0.80533105	0.9100785	0.9700987	0.93937624	0.94417393	0.81689996	0.9107711	0.8206434	0.80234015	0.9642196	0.79780877	0.8733696	0.914961	0.94201887
kampioen/noun	0.84172636	0.8651632	0.8176058	0.83964926	0.7507519	0.8728957	0.85808265	0.8968409	0.8609465	0.93073744	0.9326158	0.9580428	0.82301104	0.9396677	0.9422601	0.924934	0.89493483	0.85953873	0.8595749	0.79736775	0.95037246	0.9419593	0.9071869	0.9367607	0.65376097	0.92689276	0.91407853	0.88756824	0.88368326	0.9033189	0.8790076	0.9208499	0.95875055	0.7599194	0.96420205	0.9050003	0.8476087	0.86017966	0.91555595	0.9230161	0.9300685	0.89313954	0.9528425	0.8699957	0.9405165	0.8502884	0.9319629	0.9201694	0.7623271	0.9087987	0.8153705	0.8662466	0.9289181	0.9265045	0.8529988	0.93449056	0.92403	0.9435103	0.906379	0.90030265	0.9517415	0.90920794	0.90675545	0.9348351	0.9484128	0.955215	0.7811035	0.80133516	0.8732505	0.96465445	0.95725095	0.9370745	0.9728777	0.85139585	0.87978613	0.8570248	0.9502833	0.87423676	0.89030474	0.9566313	0.8950907	0.8934256	0.82291454	0.81840384	0.7160185	0.0	0.7606371	0.91348624	0.9591344	0.9096707	0.87210435	0.9367721	0.78739023	0.9382666	0.855461	0.90333384	0.79439765	0.9409328	0.9395938	0.9142015	0.8290404	0.82454836	0.63965356	0.9405263	0.8155672	0.9444284	0.9406246	0.94937706	0.9105457	0.97380894	0.8562206	0.94942784	0.8975029	0.88775575	0.6361729	0.8903319	0.89807945	0.96512055	0.9208094	0.97262746	0.8725383	0.9357134	0.9193976	0.88186526	0.94711065	0.94425845	0.9608704	0.90787846	0.984407	0.9318566	0.93191135	0.9136861	0.9375253	0.6413317	0.8767161	0.919251	0.9318848	0.88542783	0.9217583	0.95835483	0.9164012	0.77320534	0.9483062	0.89148545	0.9214395	0.5777435	0.9849207	0.93753886	0.9010979	0.95724595	0.92633927	0.8790934	0.85866016	0.92175317	0.92507994	0.9408732	0.8097733	0.96039623	0.8802709	0.9576887	0.92570037	0.9271553	0.95042396	0.9512377	0.9276556	0.80015755	0.8103472	0.9432189	0.9288086	0.58504146	0.7899789	0.9177066	0.91745734	0.8844241	0.9155095	0.8350996	0.9725511	0.8205061	0.9604648	0.9713762	0.773451	0.93567926	0.7796191	0.9278254	0.8130205	0.8390194	0.86802816	0.9110162	0.9518997	0.84911764	0.9340632	0.6392826	0.8361665	0.7615925	0.8024103	0.91688114	0.65870845	0.7771504	0.8350458	0.95324004
keer/noun	0.8890651	0.81819785	0.8854764	0.8699991	0.83402324	0.8789009	0.87421495	0.90305597	0.9306947	0.95535386	0.97894794	0.9684771	0.86994904	0.9351873	0.9368552	0.86058944	0.93441445	0.88735455	0.79306084	0.7290768	0.93990976	0.97831124	0.9607341	0.9306688	0.68402505	0.96469986	0.951466	0.9209945	0.8522645	0.9267361	0.9354568	0.9211545	0.9833349	0.7150005	0.983618	0.9004062	0.9063429	0.91009635	0.9322283	0.9280962	0.89316916	0.8739235	0.97049385	0.8893109	0.9356113	0.90853673	0.9581133	0.9102903	0.80516917	0.9643284	0.8292059	0.87818176	0.9693643	0.9418969	0.9509836	0.9864962	0.940494	0.96454895	0.9682249	0.931681	0.93315053	0.89243066	0.9444558	0.9397497	0.971395	0.9498826	0.8226885	0.8052604	0.8468424	0.95118093	0.9596157	0.97934717	0.9684224	0.8606455	0.8583272	0.8767282	0.9612772	0.82976556	0.88545966	0.9585391	0.769568	0.76488674	0.88079727	0.94318	0.868968	0.7606371	0.0	0.9238465	0.9853338	0.9410579	0.87457466	0.8463086	0.8199839	0.941926	0.83850354	0.757602	0.76940584	0.97082704	0.96653503	0.95496947	0.83142066	0.80070704	0.8410722	0.9123452	0.81571615	0.9641503	0.9962154	0.9696968	0.84129167	0.99215245	0.93788046	0.9860507	0.89089787	0.86439794	0.7881985	0.9305545	0.9423122	0.9862656	0.9194032	0.97398406	0.81807244	0.95595205	0.93295836	0.8914163	0.92327964	0.96218395	0.9733002	0.9486628	0.9938076	0.92474073	0.81961215	0.9639218	0.9570281	0.79994696	0.95099616	0.94894505	0.9350165	0.8955299	0.96753436	0.94543713	0.9048703	0.684281	0.955084	0.9581791	0.96679074	0.69425714	0.9967363	0.97866476	0.98520124	0.97744364	0.9364115	0.9128155	0.92435163	0.9038551	0.9298424	0.9347936	0.8749694	0.96739745	0.93106717	0.9569786	0.8909338	0.8719353	0.7857761	0.9666638	0.97151184	0.8442763	0.8494105	0.93257296	0.96829396	0.73200846	0.838127	0.9172831	0.92050433	0.8629036	0.9458888	0.8742322	0.96219254	0.8137628	0.9793957	0.9804614	0.6034284	0.94893545	0.83296096	0.8793181	0.9147117	0.77766156	0.89561564	0.88545465	0.9831395	0.8835205	0.86898756	0.667632	0.7843486	0.7441453	0.86561656	0.9305078	0.7075212	0.8780225	0.82698035	0.9959816
kennelijk/adj	0.92890525	0.93429965	0.92508495	0.93627745	0.94653934	0.96434665	0.9061695	0.9730682	0.9499329	0.9799049	0.9917204	0.99607307	0.92446303	0.99125105	0.893542	0.9422348	0.9694668	0.8753296	0.83578604	0.8790028	0.91684544	0.9863539	0.94875336	0.87631834	0.9014549	0.94552815	0.9410866	0.9421123	0.9007127	0.93675226	0.9305182	0.96205187	0.98754156	0.8968921	0.9195224	0.92576593	0.8751549	0.892893	0.94927543	0.9398728	0.9510664	0.93035173	0.9473273	0.91389424	0.94280815	0.9464471	0.9473419	0.8879876	0.9004051	0.96237934	0.9193033	0.9334393	0.99219066	0.9918368	0.9617616	0.9812703	0.99156356	0.9131386	0.925689	0.8997004	0.98801553	0.9351347	0.9807716	0.9740559	0.9637282	0.9604299	0.8495471	0.8236036	0.9614972	0.9848613	0.9402001	0.94186914	0.9529514	0.900235	0.91831976	0.90777856	0.99973804	0.93123126	0.94229776	0.91172385	0.93467426	0.9120636	0.86658484	0.97105706	0.96587014	0.91348624	0.9238465	0.0	0.9464316	0.8986657	0.84222186	0.93144643	0.95461625	0.9663975	0.89967203	0.9037728	0.90599126	0.95815635	0.93720883	0.9702711	0.90739334	0.9127803	0.94541705	0.91598237	0.89901924	0.8883291	0.9907836	0.9105235	0.9461888	0.99161375	0.9363985	0.97938055	0.9253266	0.9049249	0.92373365	0.9558821	0.94471014	0.9652412	0.9028012	1.0	0.8975253	0.9364336	0.92762357	0.9400686	0.8952345	0.9129603	0.86749226	0.899439	0.9780829	0.96256053	0.95396477	0.9168473	0.95034266	0.9432303	0.9753157	0.88159007	0.94657475	0.91898966	0.9924443	0.97661173	0.9308159	0.93015915	0.9195589	0.9807815	0.9914758	0.92458874	0.98025346	0.9392596	0.9981685	0.9774936	0.9922967	0.9683762	0.97921824	0.915698	0.96514225	0.9416847	0.9290029	0.90020716	0.9693189	0.9798119	0.8956008	0.9165901	0.993499	0.8586931	0.9673908	0.88334405	0.9400639	0.9250249	0.9505514	0.9190577	0.93640584	0.9690527	0.9211675	0.9627176	0.9713216	0.87797105	0.99700373	0.9848483	0.97870594	0.9706725	0.91257364	0.8718084	0.92459303	0.9319356	0.8764212	0.8845563	0.92458874	0.9434832	0.9870263	0.8685894	0.9222044	0.9431262	0.8747545	0.9330652	0.95762277	0.9301032	0.8960148	0.9668911	0.88498086	0.9994382
kommer/noun	0.95547324	0.98278093	0.9676243	0.96745896	0.98672616	0.9818171	0.99078107	0.98962796	0.97138226	0.9871276	0.9562058	0.9721716	0.9860165	0.96930945	0.97820073	0.9858455	0.9699297	0.96023774	0.9590883	0.96998316	0.9835119	1.0	0.9764175	0.97285545	0.967353	0.9694627	0.96358097	0.95683527	0.9612819	0.97080326	0.9841693	0.9918141	0.9496425	0.99423516	0.9697119	0.95214176	0.94140637	0.95108265	0.97847986	0.9707095	0.9637673	0.9722852	0.9841658	0.9595164	0.99906254	0.9761685	0.9633725	0.96816903	0.9541973	0.90614736	0.9770838	0.99827725	0.9978892	0.9605729	0.95830023	0.9903257	0.9571068	0.96330374	0.9724597	0.96823287	0.99496824	0.97622937	0.96948016	0.96374696	0.9843448	0.9723618	0.9413187	0.94006217	0.86049736	0.9958341	1.0	0.9868677	0.8706974	0.9614273	0.98206705	0.9623874	0.9767096	0.9853829	0.9849533	0.98406714	0.9897382	0.9890894	0.96885085	0.96221733	0.9702529	0.9591344	0.9853338	0.9464316	0.0	0.9787518	0.9494839	0.9931744	0.9625343	0.98624426	0.9938158	0.9591029	0.98548	0.99197483	0.9768723	0.9763495	0.9691945	0.9504779	0.9764936	0.9338374	0.9641115	0.9416052	0.9368797	0.95947593	0.9917942	0.9878188	0.92624545	0.9587337	0.9897118	0.9853306	0.96582294	0.9879674	0.9954605	0.9997697	0.9560372	1.0	0.9746055	0.9999027	0.9819742	0.9518208	0.9354687	0.99400234	0.9679448	0.9665069	0.98430693	0.9811404	0.9917445	0.9899219	0.979931	0.9585165	0.926193	0.9844309	0.9684298	0.99636734	0.985852	0.9980025	0.96817994	0.991273	0.9843562	0.97821856	0.96593744	0.94406927	0.99971473	0.99623674	0.98754	1.0	0.9738307	0.99171585	0.98625934	0.97061527	0.9860314	0.97617286	0.94989353	0.96415913	0.9691735	0.99143595	0.9970475	1.0	0.9701766	0.9506161	0.9797672	0.9558353	0.95077425	0.99884915	0.99308085	0.9679032	0.97954607	0.95858973	0.94124043	0.98651737	0.9869145	0.95855695	1.0	0.96862185	0.9934812	0.9966593	0.9611865	0.9708998	0.9560562	0.99272454	0.97789776	0.97924775	0.9562745	0.9891295	0.95917976	0.9093454	0.96491957	0.95315444	0.95839304	0.97076976	0.97701997	0.96521765	0.9682578	0.99007094	0.97216916	1.0
kring/noun	0.8896899	0.9366501	0.89894	0.8922536	0.9243414	0.9310271	0.9258669	0.9680799	0.9704481	0.9883038	0.9836338	0.9647697	0.9648557	0.9871082	0.8881806	0.93922	0.95281017	0.8893425	0.888201	0.9114107	0.9226271	0.98577845	0.92750716	0.89779353	0.91585904	0.95901185	0.93114424	0.9254652	0.91479313	0.9548348	0.8788606	0.9410857	0.96990454	0.87814903	0.9425815	0.93605685	0.9263141	0.94238114	0.89756054	0.9216007	0.92444235	0.9011453	0.951601	0.903224	0.95993865	0.9524315	0.95459926	0.9189774	0.88132596	0.95578444	0.8779927	0.9946272	0.9797904	0.96195316	0.97340965	0.9441701	0.92731243	0.9467914	0.9260864	0.8902557	0.9249691	0.9095701	0.8680657	0.9596145	0.9324618	0.96394247	0.8790618	0.8524287	0.98108685	0.9606408	0.9685747	0.9263874	0.9581153	0.92493767	0.93624204	0.9352136	0.9933078	0.91617376	0.9486151	0.9449401	0.9561239	0.939339	0.87086654	0.9846622	0.95073104	0.9096707	0.9410579	0.8986657	0.9787518	0.0	0.88340366	0.97201174	0.9330101	0.93314916	0.8893417	0.91537637	0.9243228	0.9603825	0.942788	0.9586119	0.8725954	0.91561735	0.96391684	0.92057747	0.87864536	0.92574984	0.9919509	0.9019407	0.9619571	0.9275671	0.9426774	0.9322983	0.9142528	0.923644	0.89891714	0.95969445	0.9411742	0.99191463	0.9205735	1.0	0.88233453	0.9416344	0.90479934	0.9072208	0.93597656	0.94770443	0.8818299	0.9208277	0.9792247	0.9402478	0.9440555	0.9499888	0.8802543	0.9314082	0.9949122	0.8115863	0.95524335	0.91567355	0.9787212	0.98182184	0.92471397	0.91600764	0.8919407	0.90397763	0.9005282	0.9449717	0.94646513	0.9307025	0.9612239	0.9961658	0.9308339	0.96164805	0.88902366	0.9186698	0.9221303	0.93010086	0.9248732	0.8890731	0.96018803	0.98539484	0.9285672	0.9142188	0.96401244	0.9393736	0.98020566	0.9024111	0.9339956	0.9098439	0.9680121	0.89989877	0.92868525	0.96864486	0.88374394	0.9540764	0.95614433	0.8624754	1.0	0.95303345	0.9427426	0.9875668	0.85878587	0.9529568	0.92253387	0.9202794	0.87571913	0.92347056	0.9207148	0.92343354	0.96777254	0.88027287	0.9614473	0.9344292	0.89242595	0.9030678	0.9715321	0.9246351	0.91688466	0.94427085	0.88478404	0.9835109
laat/verb	0.92170745	0.9200513	0.9296023	0.9479288	0.8459482	0.9432945	0.85427696	0.95302933	0.9641114	0.97011	0.98031056	0.9838056	0.92821926	0.9743626	0.86902344	0.921023	0.9582576	0.7940333	0.8254739	0.87384725	0.87392515	0.9740511	0.9395803	0.8397826	0.90040654	0.94487476	0.9489505	0.84051263	0.79636407	0.89776266	0.85746384	0.9519149	0.9668869	0.8569903	0.9719952	0.88786864	0.8450932	0.84159553	0.9340932	0.93598115	0.9262377	0.86610246	0.9603693	0.8599444	0.98650694	0.9171971	0.88220596	0.9109562	0.8529954	0.938359	0.8920141	0.9780575	0.9963559	0.9819184	0.97790796	0.99194	0.9920224	0.9466409	0.9208226	0.90716726	0.9611143	0.9220652	0.944791	0.95905286	0.97570527	0.9734606	0.7780323	0.67341894	0.82857895	0.9580203	0.9041469	0.91811687	0.90953016	0.8092036	0.8384182	0.9001484	0.9841488	0.9467002	0.8684503	0.92183334	0.9336313	0.9251373	0.8037189	0.961306	0.9502172	0.87210435	0.87457466	0.84222186	0.9494839	0.88340366	0.0	0.9140214	0.9515239	0.9805084	0.8671594	0.8771193	0.9119826	0.94075364	0.9414796	0.95065665	0.8966489	0.7848289	0.93287665	0.860889	0.9020362	0.8499476	0.9793213	0.82476795	0.92802036	0.9666509	0.91343427	0.9598043	0.8670561	0.8604685	0.8600515	0.87826306	0.9097792	0.9853435	0.805324	1.0	0.8198651	0.92497444	0.92969865	0.9595777	0.7600173	0.91137373	0.85734916	0.9128768	0.9768766	0.93376964	0.9362648	0.90873873	0.947331	0.8267646	0.9587664	0.8311707	0.9069064	0.92631435	0.99175966	0.94777405	0.9302196	0.854584	0.9124309	0.90851545	0.9446684	0.8293889	0.95728284	0.93610704	0.99405134	0.9800912	0.98768556	0.94928074	0.9590817	0.9156339	0.9440862	0.93319	0.9053479	0.8721299	0.92435765	0.9694341	0.8333695	0.8511431	0.9715542	0.8719711	0.93977374	0.87634027	0.8875462	0.890527	0.96925575	0.87226325	0.9210005	0.9142445	0.90616465	0.9578134	0.95879906	0.8243944	0.9817666	0.9559673	0.9477677	0.99472827	0.8712001	0.84750867	0.83171123	0.8700601	0.7838119	0.83151466	0.88901347	0.9425296	0.9689961	0.865906	0.924287	0.85664964	0.76043093	0.8894367	0.9716689	0.924583	0.8509668	0.9411834	0.9136482	1.0
