	Adriaens/name	Armstrong/name	Bangoura/noun	Baouf/name	Bouma/name	Claeys/name	Cliteur/name	Crasson/noun	De/name	Dirk/name	Gino/name	Hugo/name	Kanu/name	Koller/name	Kristof/name	Ma/name	Marion/name	Mestdagh/name	Mike/name	Mpenza/name	Mutavdzic/name	Pasanen/name	Penders/name	Rossi/name	Ruth/name	Stijn/name	Thomas/name	Van/name	Vereecke/name	Vermant/name	White/name	aan/prep	achter/adv	achter/prep	af/adv	al/comp	alles/noun	alsof/comp	alweer/adv	arm/adj	arm/noun	auto/noun	beeld/noun	beetje/noun	beide/pron	beneden/adv	beugel/noun	bijvoorbeeld/adv	blik/noun	brom_fietser/noun	component/noun	daardoor/pp	daarin/pp	daarop/pp	dan/adv	demonstratief/adj	design/noun	deur/noun	die/det	dief/noun	dimensie/noun	donderdag_morgen/noun	door/comp	door/prep	duim/noun	echter/adv	eindeloos/adj	en/vg	energiek/adj	er/adv	ergens/adv	fiets/noun	fietser/noun	foutief/adj	gaandeweg/adv	gedachte/noun	gek/noun	geluid/noun	gemeente_personeel/noun	getrokken/adj	gewoon/adj	graag/adj	h/noun	halfweg/prep	hand/noun	harnas/noun	hij/pron	ideaal/adj	iedereen/pron	iemand/noun	ik/pron	immers/adv	in/prep	ineen/pp	je/pron	kar/noun	ketting/noun	klassieker/noun	kwartier/noun	laat/adj	langzaam/adj	leverancier/noun	licht/adj	lijf_DIM/noun	me/pron	men/pron	met/prep	meteen/adv	mij/pron	minuut/noun	naam/noun	naar/adj	naar/prep	nadrukkelijk/adj	nog/adv	of/comp	of/vg	om/prep	oma/noun	onderaan/adv	onhandig/adj	oog/noun	opnieuw/adv	outfit/noun	poot_DIM/noun	punt/noun	pyjama/noun	rechter_been/noun	regisseur/noun	renner/noun	rugzak/noun	schrijver/noun	sjaal_DIM/noun	sluimer/adj	snel/adj	soms/adv	song/noun	stuk/adv	stuur/noun	systeem/noun	tas/noun	tegenstander/noun	telkens/adv	ter/prep	terwijl/comp	tijd/noun	toen/adv	toen/comp	touw_DIM/noun	traditioneel/adj	trein/noun	trein_DIM/noun	twee/num	uitblinker/noun	vervolgens/adv	vinger/noun	voertuig/noun	voet/noun	volk/noun	wagen/noun	wagen_DIM/noun	wagon_DIM/noun	wetswijziging/noun	wielertoeristen/noun	wolk/noun	zak_DIM/noun	zakdoek/noun	ze/pron	zich/pron	zo/adv	zodat/comp	zodra/comp	zondag_avond/noun	zuiver/adj	zweet/adj
telkens/adv	0.9094211	0.8295888	0.93929136	0.96225184	0.89869976	0.87103486	0.94303703	0.9528438	0.89951026	0.8453206	0.89662296	0.82137513	0.9202658	0.8871073	0.8468339	0.9013843	0.9084049	0.9236573	0.8654546	0.8510071	0.96776736	0.92824984	0.92871624	0.90295976	0.8932848	0.8565167	0.87058115	0.87831724	0.8958157	0.9110372	0.8552841	0.84487283	0.81592894	0.8133031	0.7210252	0.783918	0.81938213	0.72865987	0.7126814	0.8506583	0.802498	0.7933718	0.7571268	0.79137444	0.79371053	0.7912688	0.9038881	0.779867	0.7971134	0.8981852	0.91848844	0.7730098	0.72759223	0.7093043	0.7121568	0.90051293	0.8765948	0.7803394	0.7153474	0.7508546	0.86150277	0.8707897	0.70939505	0.73806167	0.86187977	0.73320353	0.74692154	0.6794367	0.8519657	0.80963576	0.78524494	0.79538214	0.8431393	0.86844176	0.8173213	0.78289455	0.87316215	0.78253365	0.9111491	0.8666026	0.79010844	0.8025096	0.8702236	0.8140608	0.80092734	0.9098666	0.7398614	0.8043394	0.79757595	0.7632883	0.8035123	0.7449542	0.7726218	0.8863914	0.7392826	0.8814444	0.85077715	0.82806873	0.7600068	0.7503366	0.75852567	0.89039963	0.8073088	0.9281959	0.799971	0.7727751	0.7132632	0.69712895	0.79868484	0.74999046	0.8362507	0.774133	0.8126957	0.80674773	0.81533724	0.8312681	0.7235848	0.801358	0.8811924	0.86210996	0.8292697	0.8058321	0.6982403	0.91769916	0.8828276	0.8618121	0.9232639	0.9077045	0.8357639	0.78936225	0.8605762	0.8281647	0.93571216	0.91786677	0.78072345	0.6852247	0.78817	0.79609954	0.8523961	0.833295	0.8036015	0.7927848	0.0	0.8210749	0.72376037	0.86902684	0.7415908	0.7032399	0.894648	0.79677427	0.8301352	0.923539	0.7119554	0.84714806	0.64951247	0.8232597	0.80622876	0.80420315	0.85574776	0.77777845	0.9142853	0.9607506	0.92245674	0.87237525	0.84972304	0.87520045	0.8918077	0.70461893	0.84279704	0.7885748	0.67351186	0.72525334	0.7670603	0.83264184	0.8976356
ter/prep	0.97661275	0.9086143	0.9453227	0.97788256	0.96459705	0.9348982	0.97369254	0.975674	0.8943194	0.8984055	0.9074899	0.90189695	0.9572078	0.94722325	0.9286769	0.95619273	0.9390194	0.9699698	0.9372379	0.9558909	0.9595591	0.9835398	0.94918954	0.9448479	0.9702598	0.91519684	0.90620244	0.9362648	0.96500504	0.9568217	0.9449804	0.7966896	0.85404503	0.8453075	0.8534702	0.91206276	0.89190006	0.8269875	0.8451367	0.8676123	0.8234533	0.7423647	0.86239445	0.91139275	0.864708	0.81176674	0.9230025	0.7936598	0.8702254	0.8101164	0.9053764	0.81634617	0.8395761	0.7735803	0.8828938	0.9056527	0.9215838	0.81604934	0.88258076	0.78644943	0.93532383	0.8335359	0.82981884	0.784491	0.9016674	0.88668346	0.8877948	0.7270042	0.95842427	0.85726106	0.8281477	0.7795312	0.7941567	0.91304964	0.91739315	0.8950139	0.933101	0.8669366	0.8996838	0.9128801	0.85143614	0.88672096	0.90775347	0.92818606	0.82750016	0.94464844	0.87219054	0.85729814	0.8968329	0.86051804	0.941643	0.8188765	0.7968023	0.91263056	0.8749246	0.90296906	0.8079407	0.9212514	0.86103684	0.87519073	0.84581065	0.8629411	0.8414693	0.9641651	0.93205154	0.83954835	0.77936184	0.7929543	0.9356657	0.89796424	0.88080907	0.8852892	0.798615	0.9079125	0.9178343	0.87677425	0.74009997	0.84503305	0.89854956	0.9143596	0.9221665	0.8827332	0.83665365	0.9342159	0.90792096	0.9634505	0.9402601	0.91160035	0.91766596	0.8673968	0.8716821	0.9107399	0.944409	0.9562909	0.81650823	0.8859285	0.93107843	0.8965797	0.8519486	0.8695386	0.8403233	0.91985214	0.8210749	0.0	0.7837856	0.9215798	0.8566068	0.77075	0.91172737	0.8246746	0.7940948	0.9266141	0.77357006	0.96156853	0.731454	0.82716733	0.7267147	0.817117	0.90608466	0.7299672	0.89953274	0.94575334	0.928276	0.907287	0.8851024	0.8577108	0.9382201	0.8392141	0.9068628	0.9299597	0.7446674	0.8114997	0.778026	0.8930448	0.9294151
terwijl/comp	0.9199499	0.8021877	0.94157696	0.94784445	0.88563085	0.8870876	0.94134074	0.952438	0.92305773	0.8201598	0.8743779	0.8487339	0.90562874	0.8792381	0.8536194	0.88211894	0.89231217	0.92981666	0.85306907	0.87745965	0.9400621	0.94096833	0.919696	0.9081299	0.9128486	0.8386657	0.821983	0.8929232	0.924183	0.91495585	0.8541691	0.80231136	0.7847749	0.71500576	0.63101923	0.74968916	0.7616746	0.56288236	0.704357	0.69245696	0.6756842	0.74860126	0.73375785	0.71500105	0.7624957	0.68208957	0.86125004	0.6931276	0.6609401	0.90083647	0.8835812	0.66949666	0.76011133	0.7012814	0.68063897	0.8292346	0.8539411	0.776541	0.7510444	0.8117433	0.8674151	0.897082	0.65428454	0.6458226	0.8093082	0.75994194	0.709704	0.51203376	0.815143	0.76916015	0.72542155	0.7797563	0.8161174	0.8845245	0.7875856	0.7701319	0.8106714	0.6905297	0.94229215	0.83405584	0.66609955	0.73271596	0.87844986	0.85066855	0.6916392	0.87936693	0.646154	0.77920055	0.70447195	0.6765382	0.7660662	0.6945621	0.75516	0.87210023	0.6770754	0.85305715	0.82324344	0.8617744	0.7676028	0.82203114	0.66242874	0.83514035	0.7043882	0.91352046	0.78629744	0.7103495	0.6419599	0.7438024	0.8119298	0.7581651	0.8688297	0.72572607	0.73849	0.7895884	0.8077642	0.78823847	0.59235024	0.7966814	0.76670396	0.85351044	0.80210274	0.6714542	0.7452946	0.85603184	0.8047299	0.8718553	0.8536067	0.88045347	0.8197574	0.7936128	0.82136667	0.82441366	0.8969779	0.8939427	0.7238133	0.62917435	0.791772	0.7908888	0.7756404	0.8211692	0.7751392	0.7744216	0.72376037	0.7837856	0.0	0.81042767	0.71545434	0.65080667	0.84779936	0.70187116	0.78123444	0.88577616	0.7147597	0.86741394	0.5818889	0.71645904	0.8002055	0.7118176	0.7704324	0.7694638	0.8848801	0.9390286	0.91590863	0.9124141	0.74418706	0.80922157	0.86388206	0.5691611	0.75698924	0.7338121	0.6262342	0.671137	0.7801147	0.78797334	0.8073496
tijd/noun	0.9324449	0.8724026	0.94009686	0.9553299	0.90543896	0.93410397	0.95190966	0.9871741	0.9477688	0.9067926	0.92280215	0.91500807	0.9349786	0.89104897	0.88969904	0.94377315	0.9220222	0.9383185	0.9060289	0.88771385	0.9664048	0.9310293	0.952837	0.9300684	0.93071985	0.91085935	0.90424746	0.9204883	0.9333367	0.95014495	0.9366402	0.87141174	0.9070375	0.9000838	0.83179206	0.8003851	0.8571623	0.84524673	0.76651376	0.9038731	0.9195113	0.94051814	0.8666866	0.8072884	0.85269	0.9212543	0.95549095	0.8629948	0.8770534	0.9709769	0.95146745	0.8207388	0.87219083	0.8883306	0.7964044	0.9474875	0.911914	0.93741816	0.802387	0.93583477	0.89742893	0.9368647	0.8235653	0.8517119	0.93022335	0.8366524	0.8158934	0.81761026	0.9200005	0.80813676	0.85843146	0.9188346	0.93606275	0.9283116	0.85383713	0.81270444	0.9118381	0.8817633	0.9435563	0.93049115	0.84086466	0.80915153	0.92254806	0.86647004	0.9267475	0.9348576	0.79497623	0.87215954	0.83639616	0.86289394	0.7942008	0.8070088	0.8535967	0.9124247	0.8127651	0.9242086	0.92575324	0.8738814	0.82607436	0.81053555	0.8202592	0.92447263	0.88722837	0.97333336	0.8577961	0.80643284	0.8645649	0.8599256	0.8409801	0.8368194	0.9106533	0.8275331	0.8796293	0.8794957	0.75209427	0.8943209	0.86459297	0.8963966	0.9050674	0.9216633	0.92056257	0.88904333	0.8003309	0.927752	0.9289544	0.9227804	0.95020616	0.9485655	0.91118157	0.8939761	0.91079533	0.87351924	0.9546677	0.89627177	0.8242266	0.80919826	0.90403426	0.9038632	0.9432729	0.8741102	0.92608774	0.9018998	0.86902684	0.9215798	0.81042767	0.0	0.76523614	0.79694855	0.93510556	0.8549604	0.898731	0.95175	0.8839982	0.9290851	0.84435755	0.91884756	0.9409212	0.90367484	0.8709104	0.94209456	0.9421584	0.96940947	0.9490438	0.9504877	0.9032276	0.94923127	0.9559823	0.8080772	0.8771399	0.8385039	0.82370836	0.8275856	0.8771138	0.8964112	0.93762094
toen/adv	0.9322107	0.7935833	0.9265242	0.91884124	0.8932253	0.8840141	0.93248177	0.95828277	0.9011132	0.8533687	0.87213695	0.8317816	0.8889445	0.8903871	0.84737813	0.9227451	0.8855487	0.9443277	0.8587837	0.84129167	0.9321016	0.9192338	0.93629503	0.88616264	0.893305	0.8272197	0.8407073	0.8647547	0.90408033	0.9060941	0.8844557	0.8729759	0.8599754	0.84300756	0.7532804	0.76605874	0.8012674	0.73756105	0.7085136	0.8129292	0.81812555	0.83885396	0.8317061	0.77249545	0.7743821	0.84455943	0.9236967	0.83457494	0.8319159	0.89680636	0.9584107	0.802142	0.83676475	0.7126817	0.6401981	0.88850987	0.8932481	0.8054719	0.7622007	0.8206483	0.9242189	0.87107325	0.78066784	0.743404	0.89290994	0.74278784	0.84073156	0.7584908	0.90076125	0.77921695	0.7792578	0.86694384	0.8791126	0.9109008	0.8442918	0.8123121	0.851513	0.84902257	0.94729924	0.8972467	0.7756928	0.8062543	0.88487214	0.8010858	0.836828	0.93157303	0.6058126	0.8750049	0.7614397	0.7042552	0.67500436	0.7748822	0.7991705	0.8912343	0.74245596	0.9024354	0.87849903	0.89826345	0.7863394	0.7213814	0.79504144	0.906003	0.8374059	0.9734617	0.743866	0.79186314	0.802063	0.6532417	0.7512057	0.7932106	0.8534833	0.8106464	0.8346426	0.83774275	0.7493013	0.83750963	0.7919123	0.84754014	0.81037617	0.92727274	0.8932027	0.83227736	0.7142606	0.8925142	0.8997403	0.8681189	0.92327607	0.92327374	0.8410207	0.7876497	0.8786513	0.82501894	0.9459377	0.90108764	0.7656747	0.7605165	0.8922537	0.8507726	0.85991365	0.8743187	0.8576094	0.79763776	0.7415908	0.8566068	0.71545434	0.76523614	0.0	0.48479992	0.9234247	0.84736496	0.8530445	0.9269656	0.7787587	0.8619473	0.67566025	0.87714136	0.8734694	0.8411802	0.8249899	0.865833	0.9195287	0.9518214	0.9310527	0.9219929	0.87022686	0.9054856	0.91536504	0.6254232	0.84120494	0.78167766	0.79475117	0.72411174	0.76958114	0.8857265	0.9153055
toen/comp	0.89727503	0.8124159	0.89621437	0.932026	0.89527935	0.86620843	0.9572315	0.9340151	0.90403473	0.85830134	0.8730244	0.8308401	0.86873186	0.870625	0.8395149	0.9254487	0.8849112	0.90335804	0.8600788	0.8399834	0.9054313	0.9066434	0.88758224	0.8662105	0.89622355	0.82888156	0.84678864	0.84995234	0.90343523	0.8824618	0.8947711	0.85080135	0.82407916	0.8021669	0.752703	0.79996157	0.84216857	0.6972213	0.6854782	0.82440674	0.7628678	0.7388915	0.8538276	0.8006482	0.76117843	0.79909754	0.927364	0.86036754	0.8170317	0.8212966	0.96378046	0.7941577	0.8603861	0.65910614	0.67716414	0.8599701	0.9313759	0.7537103	0.8084644	0.7358024	0.92712235	0.77793694	0.7695364	0.6813582	0.86755925	0.7419795	0.8317137	0.74672	0.91118306	0.7913074	0.7693107	0.8145187	0.80506575	0.86168635	0.8350253	0.8458362	0.8417392	0.83649033	0.9409107	0.8562765	0.8272445	0.8609655	0.895575	0.7997246	0.81178665	0.92673695	0.585117	0.89486533	0.7776927	0.6852524	0.71531	0.8174144	0.77083147	0.8979275	0.77564037	0.8928844	0.83180606	0.9126281	0.7090439	0.6805781	0.7848274	0.90424263	0.7878485	0.9682658	0.76938665	0.82633615	0.7797011	0.6144011	0.7934298	0.71919596	0.9048132	0.83300877	0.82011676	0.8670262	0.7990948	0.8503502	0.79365706	0.8354569	0.7988257	0.91185457	0.8759099	0.825724	0.6915532	0.89474875	0.8945583	0.9019387	0.88911736	0.88764095	0.84449565	0.7881223	0.8604686	0.8372524	0.931615	0.87203574	0.71898526	0.78309286	0.90620595	0.8645488	0.7995546	0.90635693	0.82396364	0.78068525	0.7032399	0.77075	0.65080667	0.79694855	0.48479992	0.0	0.9122719	0.87646794	0.7765131	0.8970425	0.68316305	0.8540251	0.64342856	0.84454787	0.75303066	0.80104804	0.8081513	0.7346875	0.9098875	0.92868334	0.9523244	0.88744724	0.83604825	0.9100002	0.89474624	0.61763436	0.8166937	0.84003645	0.76432306	0.6597562	0.6779182	0.9143636	0.8707439
touw_DIM/noun	0.95300627	0.92410016	0.9402031	0.9337528	0.9368937	0.95661163	0.9480783	0.9433311	0.950339	0.9453893	0.9470936	0.92580897	0.9479134	0.942673	0.96336275	0.9518005	0.9594412	0.9392174	0.9007114	0.9323702	0.9656822	0.9445714	0.9386032	0.93553895	0.9343637	0.9434139	0.9444194	0.94865316	0.9516777	0.9632289	0.9247053	0.89233196	0.842657	0.845627	0.8755526	0.92005527	0.9158735	0.85454106	0.91987556	0.8992027	0.83515924	0.9076493	0.93272066	0.9100584	0.8979257	0.85162544	0.8769088	0.9140262	0.86514676	0.96184534	0.9470612	0.90009236	0.87622994	0.8826879	0.8972742	0.89241326	0.92490184	0.9016253	0.87589514	0.906279	0.9208894	0.90400314	0.86501217	0.8680861	0.8710277	0.9147978	0.8947281	0.8264419	0.91375184	0.9285071	0.88676715	0.88341165	0.9381651	0.9352305	0.9011454	0.9250518	0.8794921	0.89045376	0.95117205	0.8871895	0.91385543	0.91622746	0.9412686	0.9464486	0.83239067	0.92235816	0.889884	0.90721947	0.9203935	0.89253527	0.92698157	0.90292275	0.911862	0.9230709	0.8794689	0.85805583	0.8456341	0.94893175	0.91512775	0.9477939	0.87673616	0.9208007	0.90063787	0.9173988	0.91552925	0.91413355	0.8583752	0.9240365	0.938291	0.9261025	0.93813187	0.91053915	0.92862856	0.89284045	0.9496778	0.9242584	0.84666926	0.90441036	0.90549994	0.8650975	0.87758857	0.8758115	0.93145007	0.9316983	0.8360697	0.9685906	0.8826882	0.9165802	0.93734175	0.9257139	0.8723898	0.94196606	0.8597882	0.93861485	0.9101496	0.87694454	0.92085093	0.913	0.8839646	0.9098216	0.85161084	0.90244836	0.894648	0.91172737	0.84779936	0.93510556	0.9234247	0.9122719	0.0	0.9064791	0.93268174	0.92242837	0.8800164	0.9268018	0.84579444	0.8683377	0.92385644	0.84576035	0.9130159	0.91693914	0.9335283	0.9313101	0.93915176	0.9479535	0.8837918	0.8519688	0.8585218	0.86800444	0.90426344	0.9140728	0.8605274	0.87555194	0.9233456	0.90928304	0.89479506
traditioneel/adj	0.96585	0.87086177	0.97814107	0.9568802	0.9548515	0.9055306	0.91898626	0.9865217	0.91897625	0.8584041	0.9014466	0.8478778	0.95224214	0.92696655	0.8938866	0.89696497	0.9192705	0.9779951	0.85668427	0.93758434	0.9832231	0.96849406	0.9688188	0.9041512	0.89250964	0.88882643	0.8493143	0.9544319	0.9494946	0.95950717	0.8584077	0.82966053	0.86614704	0.8433637	0.8184409	0.8132315	0.8507292	0.77182555	0.808205	0.76494247	0.8347379	0.87577116	0.7584861	0.8147491	0.75984263	0.87499344	0.9387304	0.6558682	0.80851674	0.95724463	0.83518636	0.79704964	0.7590146	0.8050315	0.87448364	0.8865484	0.7916401	0.8696608	0.77655333	0.89865017	0.8046243	0.9333545	0.76057696	0.7406187	0.8695022	0.82840645	0.80033964	0.5707178	0.83130836	0.8620373	0.8289941	0.8658442	0.9054898	0.9256984	0.81873953	0.7823558	0.88324744	0.77242005	0.95236754	0.87876374	0.77990836	0.78018093	0.89184237	0.90398884	0.8152252	0.8843118	0.8599881	0.7563188	0.8644007	0.860067	0.9132547	0.71918905	0.7559509	0.8846421	0.85247326	0.84838355	0.86493206	0.7769139	0.89261585	0.87741345	0.7871746	0.80640656	0.78003836	0.9409381	0.91892636	0.7829983	0.69046676	0.8773909	0.88672215	0.90163153	0.79956913	0.7989079	0.8497275	0.778291	0.90730673	0.87218326	0.65513086	0.85173243	0.860643	0.88654244	0.8641409	0.8402386	0.85281754	0.8681277	0.90365285	0.9154741	0.8990731	0.9644852	0.7823987	0.8860106	0.87005675	0.76688683	0.9097134	0.9105724	0.8641006	0.7778334	0.788648	0.7986854	0.90187484	0.7942965	0.8458084	0.8061194	0.79677427	0.8246746	0.70187116	0.8549604	0.84736496	0.87646794	0.9064791	0.0	0.8806989	0.9104918	0.8152653	0.92615163	0.7991673	0.86173284	0.8822592	0.8467094	0.68280876	0.896817	0.88205826	0.96886486	0.9295151	0.92964786	0.8662176	0.8572868	0.91291904	0.8305291	0.8279999	0.8409803	0.79541826	0.82160693	0.85094196	0.7220792	0.89953303
trein/noun	0.9689244	0.91616154	0.94981766	0.9878705	0.96400094	0.95496356	0.9832119	0.98480296	0.9360221	0.92193353	0.9437547	0.94493985	0.9507907	0.94365215	0.94022167	0.96296525	0.9597332	0.9686308	0.9478683	0.9457156	0.97563	0.976528	0.9648152	0.94759023	0.9594216	0.9366069	0.96209115	0.98051614	0.9489802	0.9513021	0.94175816	0.8811231	0.85653734	0.8572267	0.84129095	0.9091917	0.88781214	0.8154073	0.8467394	0.87339604	0.86108345	0.614063	0.8652822	0.8860102	0.85704005	0.82014894	0.92853385	0.82857764	0.8574834	0.8378991	0.91988516	0.8045312	0.88057554	0.83155906	0.85970867	0.9293769	0.934215	0.75987947	0.8689146	0.8439132	0.93526924	0.80654734	0.83330667	0.7320267	0.9409247	0.89520836	0.8646368	0.7630727	0.94485515	0.8490787	0.8370202	0.71286476	0.75364673	0.91054356	0.91245705	0.8988638	0.90158534	0.8234303	0.93690944	0.88468707	0.84461665	0.9240003	0.9261014	0.9253398	0.8793984	0.9315226	0.8690661	0.8930307	0.8690609	0.86871886	0.91602635	0.83340687	0.83850235	0.9439554	0.86181915	0.8554131	0.8547711	0.93071777	0.8525417	0.8982428	0.8328547	0.873386	0.84302986	0.94532067	0.8912057	0.8718437	0.8005715	0.8262733	0.9019496	0.8710051	0.9330589	0.8810187	0.7919116	0.92563194	0.92412156	0.90744805	0.7923163	0.8812148	0.9060916	0.9293638	0.88317275	0.8764731	0.8445103	0.94412726	0.89537	0.9515623	0.9218701	0.9435582	0.93077666	0.8787209	0.87572384	0.94128263	0.9575279	0.94349277	0.84681386	0.8437706	0.9301117	0.9126653	0.79032135	0.84319466	0.81878424	0.9014717	0.8301352	0.7940948	0.78123444	0.898731	0.8530445	0.7765131	0.93268174	0.8806989	0.0	0.83319426	0.7823156	0.9551561	0.7740435	0.90082717	0.62459064	0.862372	0.8709653	0.6478878	0.85523266	0.9436687	0.97267586	0.9009246	0.84516495	0.89975214	0.9436621	0.82053185	0.89346206	0.9071363	0.77227896	0.7958384	0.7980522	0.91940325	0.9198721
trein_DIM/noun	0.92514324	0.90609235	0.934404	0.9177366	0.9477537	0.9510481	0.9549745	0.92791617	0.9637009	0.95116514	0.90711915	0.96678907	0.96273094	0.9449148	0.9559919	0.95635414	0.9276397	0.92821795	0.949919	0.92527455	0.93672866	0.9474243	0.9421201	0.9390596	0.98113364	0.9202414	0.94806296	0.97348213	0.9180744	0.92586523	0.969086	0.9260036	0.8962242	0.858345	0.8989165	0.94634587	0.92151827	0.8865033	0.9097595	0.9374358	0.9095772	0.8409771	0.9285488	0.94417286	0.934845	0.8773532	0.9595196	0.9215547	0.91614795	0.9131046	0.93539476	0.91581506	0.92766976	0.9231473	0.90230095	0.907183	0.93059665	0.903729	0.8964055	0.91646296	0.9287411	0.9336402	0.9011539	0.8437642	0.94962925	0.93975425	0.910205	0.8797525	0.95286214	0.90922314	0.8891139	0.83103406	0.9036534	0.9521191	0.943023	0.95894444	0.9223662	0.90362155	0.9374322	0.8891839	0.89793134	0.92976445	0.9398246	0.9159551	0.905298	0.9703317	0.91355854	0.9211043	0.92353237	0.92768747	0.92003083	0.9295985	0.8848436	0.9289674	0.8806205	0.859713	0.87279725	0.93043005	0.918667	0.94105154	0.87106824	0.9234912	0.9035625	0.94322807	0.9346324	0.9293752	0.8879364	0.910596	0.9462435	0.9239398	0.9558808	0.92138034	0.89782065	0.9433316	0.92678994	0.9539056	0.9011904	0.91945755	0.91284037	0.91739565	0.91349334	0.92839843	0.9370028	0.93837637	0.89310586	0.95221907	0.90980124	0.9394493	0.9556271	0.8980605	0.9079565	0.954825	0.9528841	0.9325509	0.9064992	0.91992927	0.9413591	0.9210324	0.900977	0.90345216	0.89045864	0.9286363	0.923539	0.9266141	0.88577616	0.95175	0.9269656	0.8970425	0.92242837	0.9104918	0.83319426	0.0	0.8915681	0.9387505	0.88130724	0.9181783	0.8416329	0.88624007	0.9648214	0.850817	0.7843555	0.8835722	0.9503899	0.90870494	0.8776642	0.9235811	0.8948618	0.90430194	0.9307532	0.94479835	0.8739619	0.8924158	0.9100931	0.9338125	0.9124473
twee/num	0.93697125	0.8374015	0.92496365	0.9189784	0.892121	0.86529434	0.9666029	0.92950594	0.87574625	0.8539304	0.8229027	0.8709295	0.8655032	0.88323534	0.83415926	0.90461165	0.87993467	0.9218987	0.8289691	0.88303685	0.93857324	0.9428077	0.9068547	0.87447536	0.9152066	0.8566221	0.8359996	0.8634182	0.9211798	0.9026534	0.8674667	0.85851717	0.80329365	0.76529044	0.86450213	0.9063319	0.935289	0.8267729	0.76400983	0.8238439	0.77005225	0.6967083	0.8595266	0.9336654	0.7618506	0.81375265	0.8778232	0.7940989	0.8660685	0.819856	0.90417427	0.813216	0.791437	0.74844086	0.89437026	0.8699881	0.9098152	0.79418325	0.82348895	0.71500045	0.92775446	0.7824518	0.8219712	0.70163864	0.8310102	0.868165	0.8475206	0.6745895	0.9160354	0.84335804	0.828375	0.79377836	0.80480975	0.8877326	0.8974073	0.90209633	0.89185286	0.86080956	0.94347733	0.84288096	0.82112724	0.8739195	0.87152094	0.8488459	0.8184754	0.9089637	0.807848	0.85077333	0.9280496	0.85079974	0.926107	0.81707835	0.7618814	0.8909247	0.89767265	0.8781874	0.8162211	0.8829571	0.8048127	0.7520685	0.84229964	0.86444664	0.8000657	0.9445119	0.9316164	0.9109957	0.6628891	0.8125397	0.93461275	0.78413886	0.8720546	0.8764194	0.8374584	0.88939387	0.8516389	0.89088607	0.7251953	0.8354074	0.8497846	0.8632026	0.8601184	0.8758902	0.80355954	0.89674145	0.8701569	0.83406746	0.8918918	0.887015	0.8833624	0.8355123	0.8187327	0.88747096	0.93596613	0.94112104	0.8567752	0.85696536	0.9040254	0.80011135	0.78688234	0.87198025	0.80441064	0.81911117	0.7119554	0.77357006	0.7147597	0.8839982	0.7787587	0.68316305	0.8800164	0.8152653	0.7823156	0.8915681	0.0	0.87223244	0.7172826	0.8479128	0.71443856	0.81204045	0.8707501	0.7075008	0.8723053	0.9467472	0.9384543	0.88722336	0.8713106	0.84493387	0.8876321	0.8181393	0.86831164	0.9395794	0.75451237	0.8065666	0.7228617	0.9046349	0.9104711
uitblinker/noun	0.84273684	0.8520066	0.87145746	0.8651484	0.8088701	0.87871426	0.9368858	0.87495065	0.88266045	0.91677535	0.86316663	0.9044974	0.8406079	0.80160177	0.82569313	0.94869417	0.90105367	0.85685134	0.89195013	0.79089934	0.89101374	0.87734956	0.8275695	0.88131416	0.89932704	0.8719327	0.88158685	0.794455	0.9079664	0.81524456	0.86618763	0.9356537	0.89742553	0.91820323	0.8944397	0.87169635	0.9378873	0.8894299	0.8399096	0.9231762	0.9353331	0.95193404	0.9279735	0.9053366	0.86995834	0.9202486	0.96162677	0.9455592	0.8836185	0.95540315	0.9397062	0.8779372	0.90489954	0.8961992	0.9141281	0.95208	0.8987184	0.9594742	0.8862631	0.92854947	0.9432311	0.95987064	0.877308	0.8753787	0.89258707	0.85143983	0.9016891	0.86993504	0.87123346	0.9401836	0.92254853	0.9416703	0.93464476	0.86071134	0.89983106	0.933466	0.9121982	0.93245685	0.92520493	0.9230957	0.9319361	0.9125952	0.917661	0.7607334	0.9174038	0.96440756	0.83323014	0.9213986	0.8832593	0.9111732	0.8956743	0.8945233	0.90846497	0.94136363	0.91869724	0.946425	0.9321296	0.893044	0.7507434	0.86967665	0.9028703	0.9470724	0.9010148	0.95748264	0.9201644	0.92115283	0.8922743	0.83896506	0.91170955	0.75265986	0.9323433	0.8991649	0.9215442	0.88681656	0.8766357	0.95912206	0.9397652	0.9640139	0.92749125	0.9153458	0.9262644	0.9265341	0.8803358	0.91507006	0.93244815	0.8673972	0.95052844	0.94614995	0.88777566	0.87249994	0.94016284	0.9186029	0.96399564	0.94431615	0.8560394	0.8969205	0.8941852	0.9042703	0.92449206	0.9295939	0.96171814	0.813505	0.84714806	0.96156853	0.86741394	0.9290851	0.8619473	0.8540251	0.9268018	0.92615163	0.9551561	0.9387505	0.87223244	0.0	0.8620989	0.9088388	0.94138056	0.89278364	0.8988374	0.94965005	0.9380814	0.96260077	0.9691815	0.94588596	0.9271663	0.9249482	0.93114585	0.8852551	0.9139515	0.87974787	0.89176595	0.90107423	0.90808845	0.8989952	0.95744973
