	ABVV/name	Bodson/name	Buurmeijer/name	Christian/name	Cédric/name	De/name	Declercq/name	Dekker/name	Demol/name	Europees/adj	Faber/name	Freddy/name	Gerets/name	Hezbollah/name	Koffrie/name	Magda/name	Midden-Oosten/name	Polen/name	Priscilla/name	Rob/name	Standaard/name	Swatch/name	Van/name	Wall/name	Wijk/name	Winter/name	Wotte/name	aanblik/noun	aangeschaft/adj	aanpak/noun	aanvang/noun	afkomst/noun	afloop/noun	analist/noun	auteur/noun	begin/noun	bevolking/noun	bewoording/noun	bijzonder/adj	blik/noun	boek/noun	boodschap/noun	brief/noun	buis/noun	buitengewoon/adj	buurtbewoner/noun	coach/noun	commentaar/noun	constatering/noun	dag/noun	dansbare/adj	dat/comp	dat/det	debuut/noun	dichter/noun	discussie/noun	dit/det	doorbraak/noun	dorp_DIM/noun	droef/adj	echt/adj	einde/noun	erg/adj	even/adj	feestganger/noun	film/noun	gegeven/noun	gelijkspel/noun	geluid/noun	gericht/adj	geschiedenis/noun	gesprek/noun	gestemd/adj	geval/noun	glorieus/adj	hacker/noun	herdershond/noun	herstel/noun	het/noun	hij/pron	iedereen/pron	iets/adv	ik/pron	indicator/noun	integratie/noun	kansloos/adj	kant/noun	kwartaal/noun	liberalisering/noun	luchtig/adj	markt/noun	me/pron	men/pron	mevrouw/noun	mij/pron	minder/adj	moment/noun	mond/noun	nog/adv	ondertitel/noun	ontwikkeling/noun	ontzettend/adj	opgewekt/adj	oplossing/noun	opnieuw/adv	oppositie/noun	optimistisch/adj	ouder/noun	perspectief/noun	positief/adj	reactie/noun	realiteit/noun	rest/noun	resultaat/noun	rots/noun	sarcastisch/adj	seizoen/noun	signaal/noun	steeds/adv	strohalm/noun	student/noun	team/noun	tegelijk/adj	teken/noun	tendens/noun	teneur/noun	terugkeer/noun	titelstrijd/noun	toekomst/noun	tolk/noun	trip/noun	u/pron	uitlating/noun	uitslag/noun	veel/noun	verandering/noun	verklaring/noun	vermager/verb	vertrouwen/noun	vertwijfeld/adj	verwachting/noun	vlak/noun	voorbeeld/noun	vrolijk/adj	wanhoop/noun	wat/pron	we/pron	wedloop/noun	week/noun	weekeinde/noun	weinig/adj	wel/adv	wending/noun	wij/pron	woordvoerder/noun	ze/pron	zeer/adv	zege/noun	zo/adv	zomermaand/noun
Hezbollah/name	0.96505564	0.94842243	0.95178324	0.93727803	0.99812675	0.9769966	0.9911523	0.98450124	0.90330154	0.9445007	0.89539564	0.97552127	0.9629056	0.0	0.9437719	0.998658	0.5103837	0.9810599	0.9621835	0.93944335	0.95775384	0.9245185	0.9791324	0.9388368	0.9521146	0.9787717	0.9630812	0.9935563	0.99848026	0.8937354	0.98863864	0.711048	0.9594386	0.9055539	0.95024717	0.9887224	0.71672714	0.9585491	0.9715718	0.9627341	0.9969319	0.9629882	0.9078565	0.9937964	0.9673747	0.9411749	0.99633044	0.8452951	0.9681365	0.9357139	0.99626786	0.8809819	0.9697788	0.9955901	0.9733251	0.9660667	0.9502352	0.8594836	0.9778914	0.9669955	0.99188447	0.99613553	0.96589756	0.99327576	0.95403737	0.98993605	0.9768352	0.9989991	0.9873866	0.8393864	0.8800903	0.99209327	0.964458	0.9867908	0.9513914	0.97452086	0.9962974	0.92095506	0.95111364	0.9290622	0.97942865	0.9880458	0.9657285	0.8969843	0.82401395	0.9894596	0.89458406	0.97343665	0.9604256	0.95969373	0.92733294	0.98523194	0.8862045	0.98808163	0.9766386	0.98125887	0.9809789	0.9974622	0.9784609	0.98519117	0.8316635	0.94876087	0.98086596	0.8849363	0.8276714	0.86542296	0.95614105	0.8986377	0.93130046	0.87987024	0.8119488	0.87822276	0.7779179	0.96972746	0.9918905	0.9315755	0.98273474	0.81513005	0.90862715	0.9411337	0.9440215	0.9893426	0.9677641	0.902782	0.9256226	0.8989923	0.88696885	0.9689939	0.94084215	0.95087624	0.84742206	0.95205945	0.86781037	0.95241064	0.98946655	0.8643789	0.85100406	0.98791766	0.92441285	0.96644866	0.9332631	0.96050656	0.67479074	0.98977256	0.88865745	0.9828526	0.93853277	0.983656	0.9569641	0.930377	0.94856375	0.9781433	0.9090337	0.9389482	0.6877151	0.9638479	0.9338927	0.9860942	0.97493	0.96491754
Koffrie/name	0.93983245	0.6943849	0.85204434	0.98223454	1.0	0.98317975	0.9514437	0.97100717	0.9965717	0.8842999	0.95016927	0.9537916	0.8798382	0.9437719	0.0	0.99872094	0.8956466	0.9892369	0.9769821	0.9752573	0.90079576	0.8134372	0.9497901	0.61422515	0.80957466	0.9944287	0.840488	0.9266151	0.9990218	0.9274249	0.9083985	0.99458826	0.8209018	0.44638658	0.9755201	0.815854	0.9702515	0.8343696	0.8381836	0.9457937	0.9688873	0.86068016	0.93404394	1.0	0.7839675	0.8624595	0.93816435	0.84292316	0.8660729	0.8447016	0.96893126	0.77271014	0.8633325	0.9291265	0.94483864	0.9037087	0.7497963	0.8186135	0.99645627	0.8664963	0.8475691	0.8217287	0.7864685	0.91152585	0.95368737	0.87960166	0.9365461	0.8727401	0.6501939	0.8226763	0.9494957	0.89801615	0.5464929	0.9170182	0.77788967	0.97230315	0.79836327	0.47265851	0.85864705	0.8334208	0.8876408	0.63103986	0.8630908	0.73130774	0.8562524	0.9818272	0.9025794	0.52429855	0.90070075	0.8742827	0.742948	0.9393755	0.8077945	0.971804	0.9156593	0.7502463	0.9307447	0.9278181	0.86134905	0.92782974	0.7405327	0.8290265	0.7276621	0.9277441	0.86106205	0.94355905	0.5888375	0.9229511	0.7290939	0.5225198	0.8703077	0.97087544	0.93560773	0.7176652	0.9918728	0.9124927	0.8795889	0.6289365	0.8362758	0.7546095	0.994481	0.9757019	0.9065833	0.6618137	0.8341515	0.64927197	0.85387367	0.93720603	0.78465724	0.8681581	0.9741149	0.88911283	0.7593806	0.92472494	0.9051651	0.7995378	0.7750131	0.9308775	0.6932675	0.92585397	0.36990368	0.9009146	0.9596593	0.8627587	0.8507184	0.91289896	0.8033272	0.8665301	0.7413518	0.9076576	0.8199204	0.85152054	0.8247824	0.83047587	0.92109334	0.9332831	0.7258835	0.9943135	0.8875436	0.99635386
Magda/name	0.65563285	0.9750656	0.9979807	0.47621828	0.64139074	0.43961674	0.3991058	0.9271172	0.55880034	0.9698697	0.9525828	0.3734908	0.77568203	0.998658	0.99872094	0.0	0.8956862	0.9417707	0.9401721	0.9311262	0.68357927	1.0	0.51897895	0.9772511	0.8265598	0.7192462	0.9695685	0.9672289	0.99056005	0.9031223	0.9200525	0.9993496	0.9051903	0.99849296	0.916998	0.9995543	0.9915547	0.9433909	0.9945214	0.99853224	0.992738	0.99669653	0.9804214	0.99594724	0.9980228	0.92805964	0.70278513	0.98230064	0.9994837	0.9661658	1.0	0.9959274	0.985334	0.98040164	0.78070813	0.9774269	0.987348	0.98648316	1.0	0.9798134	0.9975342	0.9718415	0.9966139	0.96363	0.9498947	0.9945918	1.0	0.9484229	1.0	0.9864049	0.98336583	0.8876459	1.0	0.9999005	0.981753	0.97915065	0.9728097	0.9999185	1.0	0.9796017	0.9924407	0.9999649	0.9928204	0.98636925	0.9516289	0.8488666	0.99457604	1.0	0.98455423	0.9980387	0.9959779	0.96087766	0.98936373	0.8690549	1.0	0.99546355	1.0	0.917618	0.99941164	0.99362534	0.9838982	0.99678665	0.9872934	0.991191	0.9624643	0.9690171	0.95125604	0.9931277	0.96986187	0.9883852	0.9462919	0.99402815	1.0	0.99712884	0.99763954	0.9679908	0.88768053	1.0	1.0	1.0	0.9917684	0.8485589	0.99681747	0.990348	0.9872414	0.964161	0.9684264	0.86802655	0.9984546	0.98473734	0.94727486	0.96034515	0.9534	0.9923463	0.97583544	0.9946004	0.9932897	0.9667512	0.97937703	0.98253274	0.983044	0.88622165	0.97378665	0.98053646	0.8801996	0.99946404	0.95540714	1.0	0.967635	0.9732657	0.9890221	0.9999294	0.9839384	0.9651045	0.82216835	0.9939666	0.99511546	0.9558392	0.99365866	0.9557451
Midden-Oosten/name	0.93260354	0.9086495	0.9119972	0.9666693	0.9997723	0.95881104	0.96087795	0.93692106	0.75538653	0.68417984	0.9048393	0.93419445	0.8301404	0.5103837	0.8956466	0.8956862	0.0	0.7718015	0.9314086	0.9913268	0.9691392	0.97316116	0.980381	0.87603664	0.93793744	0.8544945	0.96442163	0.92564404	0.9964873	0.7369879	0.89143384	0.81872725	0.88569504	0.8816024	0.9535268	0.9384613	0.6237924	0.9339968	0.85595644	0.819848	0.92770565	0.93409395	0.8764411	0.9845058	0.8561536	0.9140447	0.88309014	0.88729924	0.86934245	0.8708159	0.9933098	0.8304126	0.9218077	0.9507635	0.93228793	0.76079786	0.8890389	0.7383381	0.97736233	0.87202626	0.79174125	0.93748647	0.90881485	0.9533361	0.92738694	0.83410364	0.89436245	0.96764606	0.9655269	0.70559204	0.6963223	0.897858	0.9435519	0.9650192	0.8730197	0.9347894	1.0	0.8029663	0.98124194	0.9376276	0.9778236	0.9493584	0.99273115	0.6022715	0.6271073	0.9383052	0.9048371	0.9780787	0.84710205	0.9288972	0.74910164	0.9475676	0.8497286	0.9355031	0.9718238	0.9009652	0.8940757	0.8958726	0.9700046	0.8811686	0.60505736	0.98786724	0.9529269	0.8154061	0.8268024	0.8761572	0.80373186	0.8799747	0.5996146	0.74590164	0.848302	0.7363167	0.7864362	0.92191297	0.9103273	0.9833298	0.84240246	0.7382221	0.8025197	0.88300675	0.94270056	0.8237717	0.8612835	0.7829731	0.79339945	0.94413704	0.75095665	0.8470331	0.8042859	0.8809761	0.68416965	0.98752916	0.91026044	0.91408414	0.93711925	0.7379484	0.8430377	0.94261456	0.8057141	0.93991154	0.8124233	0.647894	0.65901124	0.90919214	0.8242682	0.9464039	0.9079424	0.8407287	0.8915467	0.92172986	0.85709536	0.91794056	0.78401583	0.89723396	0.7835772	0.969624	0.8189075	0.9796281	0.9713756	0.83950186
Polen/name	0.97067946	0.96706444	0.9913365	0.86445355	0.7945125	0.9760001	0.91377866	0.8502471	0.9844952	0.590204	0.9679553	0.94452876	0.8851402	0.9810599	0.9892369	0.9417707	0.7718015	0.0	0.90458137	0.88999265	0.91090226	0.990614	0.9453482	0.89050454	0.936941	0.9097671	0.870263	0.9752964	0.9960586	0.92077005	0.873111	0.9177388	0.78687257	0.89339966	0.8853371	0.90079546	0.8762304	0.91186434	0.8406506	0.88093984	0.91067135	0.82831216	0.8538724	0.9906997	0.9208669	0.89829695	0.8725324	0.8415252	0.89594585	0.9109358	0.9995351	0.928055	0.92556584	0.84203273	0.8342919	0.7304314	0.83175796	0.7233093	0.970994	0.924983	0.8674991	0.9663496	0.97609824	0.9491426	0.9558873	0.8844516	0.9979393	0.60683393	0.97062147	0.8371118	0.8583716	0.8613623	0.94919187	0.9914909	0.87612045	0.96860576	1.0	0.93334246	0.96886075	0.8479563	0.9721673	0.9200546	0.9552914	0.8786634	0.64077234	0.6715308	0.939528	0.9567116	0.81161594	0.90829074	0.85580105	0.92653704	0.9349785	0.9093222	0.95980567	0.9556396	0.92648804	0.8532951	0.9162489	0.9819725	0.8812583	0.946064	0.92264116	0.9147321	0.7403649	0.86249816	0.8493297	0.9153843	0.6774685	0.8738532	0.8547535	0.9282744	0.9185662	0.90608644	0.9088517	0.9243295	0.80612725	0.9500531	0.916913	0.8567992	0.92927176	0.7181171	0.88615406	0.8879545	0.87324667	0.8402685	0.83324254	0.56550014	0.9505749	0.9091816	0.5673286	0.99510413	0.8974708	0.7189344	0.83298284	0.9797579	0.83640224	0.97910845	0.8314287	0.90882057	0.8794795	0.7321173	0.83630806	0.9106638	0.9752265	0.91935897	0.83434373	0.87190425	0.79033375	0.6859615	0.9428889	0.9755556	0.837541	0.8784002	0.9791284	0.90182114	0.95030373	0.61950356	0.8723213	0.7792829
Priscilla/name	0.98233736	0.9890988	1.0	0.9489773	0.94112206	0.9635269	0.98314106	0.99271923	0.9966877	0.9897213	0.99515826	0.905114	0.97189623	0.9621835	0.9769821	0.9401721	0.9314086	0.90458137	0.0	0.8656415	0.9991548	0.98541147	0.76047343	0.9565397	0.915172	0.984008	0.9894684	0.99731004	1.0	0.95719934	0.9958402	0.9886782	0.85022926	0.9641557	0.9671156	0.9847366	0.9192617	0.9819362	0.98887646	0.788967	0.9829179	0.83653563	0.83833426	0.9596069	0.87615275	0.39090413	0.8933476	0.95175564	0.9842129	0.94269013	0.99438053	0.88137805	0.96386385	0.99063295	0.86607176	0.9259655	0.9597115	0.97780955	0.98819876	0.98192745	0.96313244	0.98687476	0.9932301	0.93299806	0.9896826	0.8465383	0.99257517	0.9979599	0.9728668	0.8974488	0.9795715	0.9330913	0.99680865	0.9666063	0.99364597	0.95192623	0.78915274	0.950299	0.95783246	0.8326514	0.7192483	0.9983541	0.95082265	0.9468758	0.97357905	0.985952	0.9787052	1.0	0.99352497	0.9808967	0.9589766	0.8846957	0.8779612	0.864997	0.9310884	0.99732983	0.87546337	0.85181355	0.9726681	0.93633336	0.98611796	0.9762463	0.9878508	0.5482673	0.97976655	0.9839137	0.94289964	0.68800837	0.9911337	0.91568524	0.8856227	0.9837981	0.9616106	0.9983075	1.0	0.9937646	1.0	0.7431473	0.9013531	0.9763368	0.9363864	0.99984246	0.8604418	0.9669604	0.9472037	0.9406177	0.998651	0.9993739	0.97616	0.97846675	0.9853314	0.9855419	0.9771236	0.9995639	0.99390984	0.97289	0.5991252	0.98160434	0.9648336	0.53908956	0.99881923	0.8800669	0.80471677	0.9849345	0.92921877	0.86043155	0.937422	0.9965652	0.97175425	0.9991856	0.98032725	0.936008	0.936754	0.9017176	0.9493986	0.8607436	0.9447706	0.9959745	0.9826503	0.9183932
Rob/name	0.71652585	0.88441634	0.98278475	0.6545998	0.8592718	0.55406	0.819218	0.7332489	0.86974484	0.9850488	0.86954945	0.7843359	0.8867488	0.93944335	0.9752573	0.9311262	0.9913268	0.88999265	0.8656415	0.0	0.8573346	0.945904	0.4689756	0.9341118	0.3628338	0.65470564	0.699314	0.91917133	0.9974797	0.85682744	0.80610394	0.94647616	0.6042672	0.8283329	0.7124964	0.8480627	0.9979951	0.6954706	0.9289245	0.7497217	0.832752	0.79856586	0.8070417	0.8946102	0.86615235	0.8953156	0.68954	0.616254	0.82537425	0.8992304	0.96753	0.9474701	0.9597279	0.6145616	0.61255866	0.8837591	0.96502686	0.9465471	0.9947154	0.91713655	0.9804247	0.8776336	0.9279609	0.86765367	0.8286839	0.8939018	0.9907768	0.8693274	0.9235401	0.93635184	0.9228158	0.6764374	0.9154137	0.99999243	0.898291	0.97497094	0.9998273	0.95843095	0.98342186	0.78491473	0.950905	0.9167696	0.9542018	0.99857885	0.9759777	0.7388002	0.9423264	0.99735296	0.98991776	0.89595014	0.99506074	0.9104135	0.94551194	0.64961624	0.96265244	0.9252053	0.8203488	0.7966008	0.972991	0.87317836	0.97576815	0.980138	0.87925124	0.91612804	0.9817029	0.8971483	0.75656253	0.90481573	0.94182664	0.89527667	0.8147932	0.9518361	0.95124906	0.9485201	0.9479301	0.6847286	0.8663223	0.94374603	0.923891	0.96973944	0.97649455	0.8332778	0.8636066	0.99384433	0.9913526	0.83439195	0.77751064	0.9636317	0.9092384	0.91794777	0.9568287	0.9990639	0.7071843	0.8882127	0.8127761	0.98715603	0.8164903	1.0	0.8979687	0.8226652	0.9549611	0.9262189	0.7438871	0.869081	0.93624026	0.9132813	0.9880144	1.0	0.91973853	0.8089671	0.91927814	0.98294264	0.91160595	0.9705221	0.67599636	0.8797147	0.95586634	0.82358646	0.8789233	0.9770454
Standaard/name	0.64621246	0.6117832	0.9577191	0.7478864	0.92667973	0.48231137	0.8098293	0.9368182	0.871964	0.9725941	0.82906485	0.60958844	0.8194738	0.95775384	0.90079576	0.68357927	0.9691392	0.91090226	0.9991548	0.8573346	0.0	0.98453075	0.78597575	0.9052384	0.8345257	0.65199375	0.819767	0.98304087	0.9667687	0.99914175	0.83344376	0.96409714	0.86604494	0.955278	0.7739321	0.91229427	0.97808784	0.8608308	0.8354505	0.9881233	0.8813615	0.905042	0.84520876	0.99737734	0.95423144	0.8900677	0.86098146	0.7997062	0.93281347	0.8085357	0.9745982	0.90023625	0.94885755	0.9282482	0.822368	0.91236264	0.9194318	0.9145478	0.9313353	0.89484006	0.9204162	0.9051647	0.9327334	0.9513621	0.9197553	0.95287263	0.8743939	0.83969325	0.9994356	0.9970638	0.9079906	0.65573037	0.93625534	0.9671663	0.94355386	0.75022656	0.9849285	0.99593216	0.97589517	0.9218931	0.99426603	0.90444225	0.94132775	0.9964565	0.97949743	0.8983683	0.9830775	0.9270332	0.9970526	0.88866585	0.9866722	0.974794	0.9372493	0.7462328	0.9300936	0.9610185	0.9841281	0.9369024	0.91328526	0.9274355	0.95665205	0.92603946	0.932954	0.97258246	0.8775371	0.95321596	0.88567615	0.9238801	0.95795304	0.84785146	0.8112437	0.9830917	0.914078	0.94360673	1.0	0.8206785	0.9319489	0.96330523	0.9571921	0.96943957	0.9702428	0.82268786	0.9797395	0.9939169	0.9858855	0.8057814	0.90786624	0.8958219	0.8978985	0.8551395	0.97208166	0.6788894	0.7462955	0.8071056	0.88373625	0.98440677	0.8807792	0.9304498	0.91004705	0.9557415	0.9708494	0.99577034	0.9204759	0.95147395	0.9869356	0.8736835	0.90858316	0.9780918	0.7035729	0.839324	0.88682574	0.955353	0.85730344	0.9005387	0.7653344	0.99283403	0.8944817	0.8568096	0.9414812	0.95003223
Swatch/name	0.95873636	0.9202811	0.9773491	0.94305354	1.0	0.97890735	0.9561243	0.95573807	1.0	0.90981627	0.94508696	0.9492546	0.9614925	0.9245185	0.8134372	1.0	0.97316116	0.990614	0.98541147	0.945904	0.98453075	0.0	0.9712528	0.92088634	0.87853134	0.98956335	0.93659174	0.87545085	0.9619422	0.89052147	0.9739358	1.0	0.8888078	0.8439319	0.9931246	0.88136995	0.99720144	0.8637643	0.7528639	0.94629556	0.94507873	0.86975557	0.99361885	0.9559124	0.8570112	0.9455867	0.95984846	0.9031443	0.9869739	0.9688255	0.74986947	0.93806416	0.9095395	0.98928684	0.95908344	0.9913559	0.8811697	0.90373814	0.9713726	0.8827384	0.89760214	0.9667498	0.6679784	0.8679181	0.8206376	0.9204447	0.97673535	0.9120678	0.79807144	0.9170755	0.97339535	0.95416844	0.66429186	0.8071997	0.94708705	0.94941276	0.98746103	0.85909677	0.92490005	0.90488803	0.8788837	0.85030395	0.89997995	0.8997721	0.9183251	0.9879198	0.84143686	0.8538294	0.8696547	0.8444717	0.6574349	0.9385738	0.8861099	0.9452717	0.94739705	0.6146087	0.938959	0.9997582	0.9428209	0.950399	0.8625344	0.89796257	0.8235436	0.96143353	0.9936693	0.94460547	0.68737257	0.9716624	0.8824242	0.8796481	0.9384074	0.9638033	0.8974575	0.7622666	0.9645374	0.970147	0.9525513	0.8839593	0.8880774	0.97670794	0.9657743	0.9843928	0.8846214	0.9738523	0.91689086	0.87505805	0.9504888	0.9760852	0.86799264	0.9932402	0.92572194	0.81610405	0.8913809	0.97086084	0.9103127	0.94335604	0.92746073	0.909802	0.9360184	1.0	0.80438006	0.90390843	0.72107375	0.7095374	0.8856771	0.91445553	0.9004598	0.9829641	0.94747555	0.97663426	0.8413001	0.87137574	0.9539089	0.67241	0.66960025	0.93175495	0.8486762	0.99663675	0.8170761	0.9149327
Van/name	0.6918852	0.9215405	0.9272667	0.3819276	0.50286627	0.3467996	0.50584596	0.7399652	0.704598	0.99001825	0.8047893	0.48804706	0.77483505	0.9791324	0.9497901	0.51897895	0.980381	0.9453482	0.76047343	0.4689756	0.78597575	0.9712528	0.0	0.93997616	0.4653824	0.6769701	0.85722125	0.9536473	0.89545107	0.9149916	0.93055314	1.0	0.7798103	0.8597817	0.90721464	0.9499605	0.9997122	0.7342009	0.9789785	0.97260386	0.9796212	0.9760833	0.89803636	0.90202594	0.94661295	0.7922876	0.6921373	0.8287586	0.87443036	0.96551275	1.0	0.9484052	0.99579567	0.8003052	0.794402	0.95301646	0.9978824	0.9859037	1.0	0.9225295	0.9979142	0.98923105	0.968507	0.9346935	0.9488726	0.95006025	1.0	0.8624679	0.98274857	0.9802982	0.9942009	0.8574031	0.94157434	0.986881	0.97059226	0.99735796	1.0	0.9631607	0.99547774	0.92816675	0.89619046	0.9615005	0.97320443	0.99563146	0.9722461	0.71248746	0.97009915	0.99209553	0.9828794	0.9925748	0.99253005	0.94327986	0.9823697	0.63183546	0.9463731	0.98218906	0.98089665	0.910827	0.9888992	0.9802788	0.9591128	0.9856311	0.8834186	0.91735035	0.9244694	0.9359954	0.7975677	0.96113586	0.9797796	0.9437242	0.88675565	0.99477345	0.9952889	0.96669245	0.99924076	0.78705865	0.89647657	0.87301815	0.9956239	0.9563629	0.9388108	0.82602215	0.9862632	0.9987091	0.9833398	0.8852507	0.8966198	0.9022966	0.97713417	0.9516948	0.9629262	0.9280621	0.7557881	0.9279373	0.93552744	0.99681747	0.82525903	1.0	0.89584273	0.7382004	0.9578848	0.9782271	0.8128978	0.9487951	0.8997989	0.9867962	0.97216594	0.99652815	0.9536163	0.92966163	0.98809505	0.9953949	0.985738	0.98449284	0.6803601	0.97881067	0.9472288	0.76870966	0.9860371	0.93083036
Wall/name	0.85851127	0.7133012	0.89064	0.9407005	0.974201	0.9749754	0.96601945	0.89558864	0.9976874	0.794971	0.9695033	0.8663471	0.89966893	0.9388368	0.61422515	0.9772511	0.87603664	0.89050454	0.9565397	0.9341118	0.9052384	0.92088634	0.93997616	0.0	0.8250445	0.94628376	0.8940118	0.79941434	0.9913487	0.89373845	0.91595477	0.9772158	0.7646519	0.32179892	0.77055806	0.7583113	0.7766104	0.8145566	0.7154381	0.8562344	0.89206356	0.66611373	0.8593219	0.92879045	0.733577	0.87109697	0.92655647	0.55356205	0.83856016	0.83515835	0.9350593	0.6584334	0.8788761	0.90384203	0.96304905	0.82722783	0.8200673	0.852424	0.9358996	0.702923	0.91105044	0.8852702	0.77345765	0.8117348	0.9516092	0.8341688	0.8488124	0.92478096	0.5339708	0.85956526	0.86131626	0.6462389	0.48224854	0.8464464	0.80979973	0.94744164	0.9812095	0.45953852	0.9088265	0.8188204	0.8862635	0.51942176	0.89374405	0.61186147	0.8384423	0.9844234	0.6937076	0.49303013	0.8779601	0.75534105	0.48670572	0.9143818	0.84755695	0.8955454	0.8212225	0.8134617	0.9373192	0.73816204	0.93776006	0.9423159	0.5928209	0.87194014	0.48241276	0.9606958	0.8745943	0.8763339	0.33552247	0.9476283	0.7741053	0.44755012	0.55343163	0.8384576	0.83339643	0.5293884	0.9875872	0.8294035	0.9589791	0.6112052	0.81947535	0.8799916	0.9655054	0.89591014	0.7373463	0.5617981	0.6917546	0.62207973	0.82557786	0.8888446	0.66285396	0.9240796	0.8867806	0.92414355	0.6068935	0.82643265	0.80575395	0.8070425	0.5921973	0.95682746	0.76195985	0.978875	0.4349962	0.8647005	0.86162513	0.59616673	0.9236549	0.90232784	0.85221326	0.9298872	0.7922557	0.8270953	0.79050714	0.86857307	0.7805019	0.7816417	0.8538843	0.92228615	0.6031138	0.9820845	0.79534245	0.93703604
Wijk/name	0.69060415	0.85197943	0.844782	0.7125937	0.80354357	0.6631652	0.88977987	0.74283785	0.9290962	0.9525053	0.9168041	0.7618765	0.82405734	0.9521146	0.80957466	0.8265598	0.93793744	0.936941	0.915172	0.3628338	0.8345257	0.87853134	0.4653824	0.8250445	0.0	0.6637846	0.73159903	0.97862077	0.88139814	0.82539916	0.86514986	0.9902137	0.6867457	0.70182407	0.83863133	0.9282741	0.97443146	0.70683813	0.86067456	0.91102266	0.93764114	0.8280973	0.81794524	0.82823783	0.7767444	0.9367837	0.71682835	0.61480886	0.8378016	0.9802968	0.9543404	0.8887317	0.98189044	0.80018497	0.77112037	0.9327618	0.9275598	0.9159194	0.9950629	0.92766625	0.969559	0.9308462	0.8270174	0.85593325	0.8221767	0.93470037	0.9942423	0.76274717	0.8381525	0.93555045	0.9830617	0.81693333	0.81646556	0.98444635	0.89825296	0.9785729	0.99673367	0.8695545	0.9752648	0.7430622	0.90156835	0.75452	0.90868884	0.910511	0.9108744	0.94349533	0.9008074	0.87975574	0.9792855	0.88616747	0.92799723	0.96850103	0.8738748	0.6553374	0.96805114	0.805762	0.9382878	0.864729	0.9633766	0.92789316	0.89349306	0.9445023	0.81684935	0.97574	0.9827817	0.89660954	0.72442734	0.9738009	0.9036697	0.83820814	0.81883395	0.98488086	0.9392946	0.8659272	0.99365866	0.6641488	0.9443964	0.86792666	0.9067044	0.92719615	0.9768899	0.9413115	0.9111868	0.9464832	0.95964587	0.73128164	0.86279994	0.9290396	0.87655616	0.9587256	0.978985	0.918433	0.6494153	0.899144	0.88607645	0.9619633	0.80551696	0.9907254	0.88863313	0.8032918	0.7830578	0.9674208	0.87092733	0.89138675	0.9365017	0.9579209	0.88704085	0.97147	0.92078024	0.87015903	0.8384389	0.9566567	0.9632336	0.9048227	0.59408915	0.9607397	0.7636655	0.8918502	0.946335	0.9877168
Winter/name	0.85191125	0.93662715	0.95069885	0.5994232	0.83837026	0.46400917	0.8756992	0.7840414	0.6575968	0.95256126	0.6725184	0.7408657	0.77077204	0.9787717	0.9944287	0.7192462	0.8544945	0.9097671	0.984008	0.65470564	0.65199375	0.98956335	0.6769701	0.94628376	0.6637846	0.0	0.7797483	0.9777238	0.8590491	0.9325088	0.9303483	0.9326053	0.84770113	0.9778381	0.59255457	0.96654975	0.98105514	0.74621624	0.83274835	0.95113695	0.82023597	0.9601543	0.809933	0.9919717	0.9508543	0.9708984	0.71698475	0.8666593	0.7686318	0.974012	0.95658904	0.889258	0.9335991	0.7995413	0.64018226	0.9337699	0.93522286	0.9535174	0.9928558	0.90043306	0.9731087	0.9682938	0.955913	0.9481161	0.9164385	0.9566688	0.90291375	0.94870865	0.9908324	0.9738294	0.9427928	0.82927716	0.97168124	0.9575208	0.87661034	0.9811616	1.0	0.99372435	0.99437505	0.88456076	0.9863049	0.8689268	0.96582913	0.9994943	0.96298724	0.7809227	1.0	0.96817726	0.982629	0.85633653	1.0	0.9265367	0.95187026	0.47501582	0.94879186	0.96617866	0.982468	0.9025948	0.96963996	0.8945269	0.9745465	0.9485398	0.8725894	0.99973637	0.9428083	0.89793515	0.93647105	0.9449805	0.94673723	0.917624	0.91346955	0.94340336	0.95116967	0.9958263	0.97207123	0.757876	0.9058747	0.9908609	0.94451755	0.9953112	0.99970627	0.8442358	0.9237486	0.943771	0.9896796	0.8986078	0.8695622	0.92037284	0.9615008	0.9216897	0.78590006	0.89725804	0.8347889	0.9784667	0.72694796	0.99019754	0.8517988	0.9991681	0.9338597	0.86284655	0.96912926	0.94890445	0.96510863	0.9052243	0.8309394	0.9481389	0.944942	0.99808	0.9301179	0.85512996	0.9345869	0.98262316	0.9644323	0.94003874	0.6601835	0.9720958	0.9218538	0.9576138	0.94337654	0.95234084
