	Merksemse/adj	Ten/adv	aangrijpend/adj	acht_baan/noun	alleen/adj	alleen/adv	alles/noun	altijd/adv	amper/adv	atlete/noun	atmosfeer/noun	bar/noun	bepaald/adj	bitter/adj	blijf/adj	bloed_heet/adj	carrière/noun	commotie/noun	concert/noun	context/noun	correct/adj	dag/noun	dagelijks/adj	detail/noun	duur_voort/adj	echt/adv	eens/adv	eiland/noun	er/noun	feit/noun	gebeur/verb	gebeuren/noun	gelukkig/adj	gespannen/adj	gesprek/noun	geweeklaag/noun	gisteren/adv	goed/adj	gozer/noun	graag/adv	gras/noun	herkomst/noun	heroïsch/adj	het/adj	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	iemand/noun	iets/noun	ingeslagen/adj	inwoner/noun	jeugd/noun	jongeman/noun	kan/verb	kast/noun	kerst_avond/noun	kiezer/noun	kunstenares/noun	kwaad/noun	lang/adj	lezer/noun	lief/adj	liefst/adj	lui/adj	maar/adv	man/noun	meen/verb	meer/adj	meer/adv	meisje/noun	meneer/noun	mens/noun	midden/noun	misschien/adv	moment/noun	mooi/adj	muur/noun	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	onraad/noun	ons/noun	ooit/adv	ook/adv	oud/adj	partij_genoot/noun	periode/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaquette/noun	plek/noun	politicus/noun	producer/noun	protestants/adj	riek/verb	sarcastisch/adj	schilderij/noun	schoonheid/noun	staal_industrie/noun	tekst/noun	tijd/noun	tv_kijker/noun	vaak/adj	veel/adj	veld_slag/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	visser_dorp/noun	voor_woord/noun	vooral/adv	voorts/adv	voorzitter/noun	vorig/adj	vroeg/adj	vroeger/adv	wanneer/adv	weer/adv	weinig/adj	word/verb	zal/verb	zelfs/adv	zo/adv	zomer/noun
gelukkig/adj	0.94861585	0.9009697	0.9118493	0.9467938	0.7837207	0.7657777	0.7723491	0.72676796	0.7665014	0.9264666	0.8983011	0.8768108	0.8391242	0.831839	0.8548498	0.9488187	0.8536854	0.8938322	0.873699	0.89226747	0.8554837	0.85446376	0.8481815	0.8391022	0.7682734	0.8316039	0.79361	0.8790235	0.840618	0.8835646	0.87479115	0.89740974	0.0	0.86995834	0.88834053	0.9622183	0.90064543	0.80173755	0.9350264	0.90583587	0.84314567	0.93448424	0.90364045	0.8695279	0.78586197	0.94275165	0.9587524	0.74263775	0.7935605	0.93388116	0.8929424	0.81399536	0.82753986	0.76640725	0.8684697	0.89041144	0.87297386	0.91640985	0.84776783	0.8369003	0.7875883	0.749555	0.8388436	0.8580081	0.7196443	0.7807841	0.84044534	0.8416727	0.8447727	0.7954176	0.83518803	0.763189	0.86943746	0.7008465	0.77120775	0.79369307	0.8524169	0.7610379	0.83916914	0.79753697	0.79025555	0.77952445	0.92012054	0.8998805	0.7514968	0.8150424	0.76906985	0.8231994	0.9152688	0.8542781	0.76016563	0.8537658	0.9391672	0.97316754	0.82608455	0.8548668	0.9172035	0.91523176	0.88527006	0.90907526	0.8733666	0.8271805	0.9741233	0.83576614	0.807341	0.9156212	0.7278162	0.7572202	0.92126864	0.8328611	0.91606283	0.96958274	0.92749614	0.96743786	0.9351288	0.7995887	0.86468524	0.93748456	0.8946696	0.8204322	0.93905693	0.7849229	0.76394975	0.76835823	0.82675034	0.8161412	0.73137856	0.75564265	0.8539125
gespannen/adj	0.9680988	0.8772888	0.89987385	0.91801596	0.86983055	0.8601369	0.9158633	0.8304448	0.90458745	0.93426883	0.8378901	0.8929024	0.8812687	0.843312	0.8840771	0.9310618	0.910323	0.91884655	0.9043576	0.8755769	0.89203626	0.8902157	0.9051222	0.87185365	0.78593004	0.9245759	0.9037569	0.89181256	0.90455896	0.9110155	0.93073124	0.87783104	0.86995834	0.0	0.8609612	0.9441343	0.8367443	0.9076206	0.94776684	0.938086	0.86728674	0.9226965	0.8812975	0.93804145	0.85428685	0.9795385	0.93527955	0.8905434	0.89522874	0.9375696	0.893785	0.9058792	0.88657963	0.9018705	0.91064453	0.9437188	0.88196635	0.9307436	0.8916521	0.8875669	0.8901903	0.89571345	0.8819973	0.8927508	0.8929519	0.86634487	0.86801887	0.89891416	0.92858845	0.8574466	0.877875	0.887858	0.8763195	0.8728193	0.8508327	0.8574743	0.86121047	0.93189734	0.88856876	0.9280391	0.9268652	0.91648126	0.91577625	0.9513741	0.89622015	0.89939797	0.87939835	0.90527296	0.9108089	0.9033005	0.82253456	0.88116574	0.9624436	0.9406537	0.90229654	0.8483207	0.92363393	0.8845747	0.89933836	0.88089055	0.88499874	0.88183355	0.961696	0.87239367	0.8909911	0.92942286	0.8001392	0.87047666	0.8743719	0.9034744	0.9336909	0.95944923	0.93029374	0.94676477	0.95271325	0.82670957	0.87703055	0.9333642	0.92085147	0.90838075	0.9248085	0.8793173	0.8492429	0.8717338	0.8939877	0.88034725	0.84544766	0.861603	0.9328568
gesprek/noun	0.9690259	0.90859175	0.8488494	0.95930034	0.8593437	0.874445	0.87874395	0.83743745	0.89601874	0.9414533	0.91880757	0.90207	0.88348633	0.86994386	0.89822835	0.94408345	0.8292093	0.9058264	0.83003557	0.8600346	0.86804575	0.87778944	0.84304965	0.8127734	0.8159282	0.93139476	0.8465533	0.87688315	0.9331097	0.87426585	0.8845726	0.88608164	0.88834053	0.8609612	0.0	0.92047757	0.7376994	0.9252494	0.9578781	0.9202701	0.9442434	0.9017538	0.89231145	0.9340468	0.84618795	0.9550632	0.90100217	0.8747223	0.8695931	0.96500987	0.9057049	0.88049626	0.89663863	0.8840366	0.9244822	0.9148929	0.88784134	0.9029583	0.92084837	0.8877886	0.8077563	0.840026	0.87771416	0.92526776	0.8739668	0.89750063	0.7899319	0.87136555	0.91032934	0.87491435	0.8684039	0.89671254	0.91598743	0.87367964	0.86377895	0.87722254	0.9100259	0.9178011	0.8769788	0.8929795	0.87981	0.88386977	0.82213616	0.927946	0.86431277	0.86467326	0.8504434	0.8884774	0.86704624	0.8813103	0.8511441	0.88689363	0.94782996	0.95623183	0.9084402	0.7975317	0.91253567	0.90418506	0.9015807	0.9271492	0.90999126	0.8944567	0.9689699	0.7864257	0.9000995	0.9150656	0.80894333	0.8915242	0.87030965	0.8569764	0.95255023	0.9460761	0.9297014	0.9563456	0.8787264	0.85592103	0.83877754	0.8595475	0.8713495	0.87515485	0.91601413	0.8611614	0.8673063	0.855141	0.867285	0.829813	0.822659	0.8394214	0.8801404
geweeklaag/noun	0.98763174	0.9559924	0.9435053	0.9802442	0.93630886	0.9328169	0.9569682	0.94574434	0.966364	0.9658515	0.93810046	0.9898636	0.95227253	0.8978716	0.9385213	0.9724888	0.97042876	0.91094285	0.9278553	0.9189248	0.950273	0.9434567	0.9334825	0.93692684	0.91791964	0.96532017	0.95349336	0.9552707	0.9330048	0.95142376	0.98691744	0.9662178	0.9622183	0.9441343	0.92047757	0.0	0.9652003	0.93523914	0.9764686	0.9455225	0.936209	0.97882795	0.926369	0.9196489	0.9032252	0.98469675	0.97355664	0.9513977	0.93340296	0.951498	0.9506951	0.9407769	0.9647395	0.92571676	0.9850965	0.9582161	0.97318	0.97798055	0.9613218	0.9372349	0.92586327	0.9384882	0.95244795	0.9745207	0.9352761	0.9607398	0.9629142	0.9375485	0.96206623	0.9513016	0.9731433	0.92948306	0.9708085	0.9303758	0.9225421	0.9247637	0.9628208	0.93886137	0.9484818	0.93368316	0.95158327	0.9531342	0.9586797	0.96473897	0.941533	0.92892945	0.9368939	0.96547985	0.9676157	0.91550714	0.90308285	0.94549143	0.9470678	0.96793413	0.9474472	0.94281614	0.97439474	0.92682993	0.9388996	0.92903364	0.95861775	0.9070197	0.9607971	0.91697246	0.94323075	0.9320592	0.8820489	0.91288686	0.95428616	0.9570792	0.93004274	0.9328294	0.97062033	0.9683347	0.9195222	0.91121453	0.95189327	0.979869	0.9669039	0.9580213	0.9327294	0.9443182	0.935918	0.9351736	0.967686	0.9427345	0.9215676	0.93839675	0.9358992
gisteren/adv	0.9354557	0.8288002	0.9263956	0.9471561	0.9198262	0.9027762	0.91889447	0.9196364	0.8533108	0.8478205	0.9283519	0.889251	0.9211719	0.84406286	0.90265596	0.9077529	0.8801767	0.8496393	0.87328506	0.9024887	0.8974194	0.7431575	0.8569212	0.8873907	0.8375844	0.94840187	0.8686662	0.8016094	0.9293937	0.86061436	0.87451625	0.88983405	0.90064543	0.8367443	0.7376994	0.9652003	0.0	0.951376	0.96967	0.90638644	0.9374844	0.8992137	0.8965809	0.90925574	0.9163181	0.9654797	0.8744808	0.9134025	0.94895196	0.9426916	0.78988665	0.91671264	0.83735734	0.9108913	0.9303105	0.8780696	0.79897904	0.87107635	0.92404664	0.8940664	0.90376484	0.903449	0.90946126	0.9481262	0.91953874	0.8531972	0.82848936	0.92633134	0.92944086	0.8446206	0.90558666	0.90278137	0.9009236	0.93517065	0.88289064	0.9540556	0.9142455	0.91084874	0.8842096	0.9004297	0.9195099	0.8421835	0.851406	0.90846056	0.90097195	0.8706141	0.884942	0.93357754	0.80802166	0.8972459	0.85588384	0.9405759	0.9477496	0.9468735	0.9048647	0.753567	0.91748023	0.8513764	0.9302788	0.9333064	0.94455594	0.9357077	0.91721606	0.90310097	0.9102257	0.9003093	0.90345263	0.9224839	0.825446	0.8816067	0.9452083	0.9558454	0.92761886	0.92319	0.9146087	0.876793	0.8015115	0.6950134	0.6014287	0.90633285	0.9707771	0.8525135	0.8439816	0.91032207	0.76377463	0.7745347	0.8435104	0.9084499	0.80881804
goed/adj	0.9666107	0.87535024	0.89165044	0.9428858	0.79818994	0.8079162	0.80875134	0.78172755	0.83753103	0.904438	0.9016639	0.91959107	0.82995796	0.9052944	0.86558425	0.95228416	0.8688518	0.94903433	0.8998747	0.87171936	0.7973664	0.9153091	0.85965633	0.8408844	0.8420864	0.8507835	0.8892244	0.9171359	0.8580835	0.9032573	0.8864682	0.9049803	0.80173755	0.9076206	0.9252494	0.93523914	0.951376	0.0	0.9360795	0.90855205	0.9056739	0.90610445	0.91856444	0.8140052	0.78346354	0.92786896	0.9206925	0.86387414	0.87120044	0.92257	0.9098969	0.86318046	0.9416829	0.7585029	0.90510565	0.9285504	0.8763157	0.9508011	0.9042637	0.87509	0.8353771	0.8164792	0.870688	0.9190388	0.7966761	0.931127	0.88750243	0.78687185	0.82249063	0.9269688	0.9082061	0.85263705	0.92154676	0.82072544	0.8981078	0.76850224	0.918831	0.7519493	0.8757846	0.89498484	0.87340665	0.8253547	0.8949739	0.95533884	0.84793276	0.8569045	0.7747865	0.9053438	0.9529742	0.89461046	0.8954824	0.8861849	0.9301028	0.95514977	0.8816506	0.8657232	0.88645196	0.93162036	0.9418031	0.9249429	0.92513585	0.9062949	0.9334722	0.8852292	0.84735215	0.9125444	0.83078814	0.796028	0.94759095	0.8955014	0.92737234	0.96038765	0.95346826	0.97222126	0.94322354	0.7867616	0.8533935	0.9586834	0.9352047	0.9013576	0.9170718	0.8729361	0.86734533	0.756709	0.8818034	0.86006296	0.8470141	0.79893965	0.9148027
gozer/noun	0.9454872	0.9677473	0.945189	0.9423345	0.9288787	0.93605465	0.9256047	0.8722151	0.9691954	0.953726	0.95862716	0.9267009	0.9609768	0.95590603	0.9475061	0.9657839	0.94650215	0.9436561	0.9589722	0.9635567	0.9483368	0.9526019	0.9681622	0.9447289	0.94687533	0.920639	0.9084357	0.9607202	0.9085132	0.95761776	0.97310215	0.9648306	0.9350264	0.94776684	0.9578781	0.9764686	0.96967	0.9360795	0.0	0.9453005	0.92800283	0.98305887	0.9531787	0.9663456	0.88850534	0.9614254	0.96956724	0.8725044	0.8732927	0.9339224	0.9797761	0.9308088	0.89210653	0.93387413	0.9656058	0.9364038	0.978139	0.9620618	0.9571953	0.9349886	0.92831933	0.8865807	0.9308251	0.9061509	0.90962315	0.88900846	0.97486717	0.9676713	0.9496731	0.9019699	0.9126264	0.87901896	0.97074187	0.8893663	0.92505103	0.9300055	0.9727348	0.900098	0.92246497	0.92520404	0.89361167	0.9224113	0.95304614	0.9597707	0.9255923	0.92247385	0.9012532	0.93928164	0.9587687	0.9779097	0.94526225	0.9270506	0.9774705	0.970225	0.9384931	0.9555681	0.9258794	0.95726967	0.9363089	0.9394181	0.96869075	0.94458807	0.9825407	0.9656381	0.90987796	0.939578	0.9208283	0.9363459	0.9651217	0.95994675	0.9537346	0.9471509	0.9751763	0.9719183	0.9783113	0.9381139	0.95686114	0.9770222	0.97766507	0.93261397	0.93958527	0.9339954	0.91695285	0.9447033	0.9597922	0.9537673	0.9064045	0.86743057	0.9632828
graag/adv	0.96675193	0.91618264	0.9494809	0.9511987	0.8471736	0.8524301	0.88207525	0.8412685	0.90203077	0.9302938	0.93436563	0.90353423	0.8803295	0.88108104	0.8947569	0.9508589	0.93464845	0.9253067	0.93668705	0.9248347	0.8799713	0.89727396	0.88053155	0.922997	0.8704152	0.8585534	0.87306666	0.919257	0.8702842	0.92094994	0.9204366	0.93259287	0.90583587	0.938086	0.9202701	0.9455225	0.90638644	0.90855205	0.9453005	0.0	0.9223641	0.89412016	0.900042	0.9101838	0.8683742	0.94513494	0.93499196	0.8240613	0.8766625	0.94009095	0.8914926	0.88163495	0.88032466	0.88749206	0.93064857	0.9081904	0.88982856	0.93333274	0.9057671	0.9196323	0.8910109	0.76822484	0.82523626	0.89674115	0.84827733	0.8546715	0.88413835	0.88126534	0.865589	0.8907114	0.891724	0.8323836	0.9346877	0.85835415	0.9020001	0.90727013	0.92217153	0.81524956	0.87073123	0.8835715	0.87303084	0.892018	0.95431185	0.923939	0.8501253	0.8573746	0.8700615	0.868564	0.9012557	0.9385629	0.8881513	0.9145692	0.9532214	0.94915265	0.91894865	0.86250156	0.9119584	0.9252614	0.9011349	0.94379884	0.9345089	0.8993414	0.96245664	0.90742904	0.9016991	0.9298041	0.78212756	0.84461564	0.9358172	0.8890316	0.9375597	0.95663196	0.91774106	0.9779419	0.9434576	0.86254525	0.90414965	0.95750177	0.93117315	0.85297036	0.9184076	0.8583601	0.87242573	0.8784069	0.84775776	0.8411808	0.83355844	0.8790813	0.92314553
gras/noun	0.9742885	0.9009832	0.9410615	0.93011796	0.8507776	0.8183019	0.8342054	0.858912	0.8357448	0.954734	0.8458407	0.8320772	0.87743175	0.8411201	0.9028439	0.89794225	0.9227811	0.9501206	0.909513	0.93519104	0.9147286	0.8694404	0.8500915	0.8914026	0.8265892	0.8931868	0.847296	0.8291755	0.89220804	0.94011974	0.9536789	0.9317713	0.84314567	0.86728674	0.9442434	0.936209	0.9374844	0.9056739	0.92800283	0.9223641	0.0	0.90092784	0.9370469	0.8992586	0.8770802	0.94135576	0.96606547	0.8448486	0.8650198	0.905094	0.9050557	0.887913	0.86719114	0.86171263	0.82541025	0.9434288	0.91566217	0.9194487	0.9144763	0.8327331	0.8968515	0.7825943	0.8008074	0.8685143	0.8466814	0.8573937	0.9287398	0.8935735	0.8693164	0.83289117	0.88681954	0.8754692	0.7617276	0.8798339	0.90293574	0.7622633	0.7032925	0.90765953	0.89323324	0.91906404	0.8830096	0.87418056	0.946116	0.9222781	0.8437382	0.8445867	0.9016576	0.82827234	0.9330143	0.90605086	0.9054439	0.81534773	0.9562507	0.9466886	0.76547253	0.92389	0.9352176	0.93516123	0.84867805	0.93807507	0.83225703	0.8533071	0.9548863	0.8700707	0.8962928	0.9461209	0.8399041	0.8508221	0.92788064	0.90040064	0.88315237	0.9533807	0.8572726	0.92859507	0.96600664	0.8684888	0.86202884	0.96849954	0.94146466	0.84756273	0.93698686	0.8671949	0.80798626	0.8789459	0.8744577	0.9219459	0.7997211	0.82558346	0.8292476
herkomst/noun	0.97920626	0.8679197	0.9285621	0.9451412	0.8216727	0.82587326	0.9088556	0.88775015	0.92454773	0.9368894	0.90218425	0.89551884	0.7620213	0.90680903	0.8697412	0.96278024	0.9267717	0.91176724	0.917517	0.8335412	0.84288126	0.93665725	0.8762666	0.84019	0.9028742	0.9209056	0.9423322	0.8715024	0.9576073	0.85847557	0.8993292	0.8911754	0.93448424	0.9226965	0.9017538	0.97882795	0.8992137	0.90610445	0.98305887	0.89412016	0.90092784	0.0	0.923849	0.934031	0.86144733	0.9431195	0.9444847	0.88760895	0.9081167	0.9444759	0.85219336	0.86782277	0.8638954	0.8573953	0.88634974	0.97094876	0.8975448	0.91846585	0.90988386	0.9314878	0.89189434	0.8964824	0.89002764	0.92077434	0.9129071	0.88530153	0.85883105	0.87520254	0.8734219	0.8597053	0.91195786	0.880445	0.89811134	0.90045	0.9402774	0.89924514	0.8935919	0.9059258	0.8966625	0.9217428	0.9442272	0.9028909	0.8990138	0.9468723	0.91143525	0.8639334	0.8573394	0.8311265	0.9442004	0.89846945	0.91729736	0.9093465	0.960895	0.97156775	0.8894583	0.867941	0.9258104	0.8943899	0.8944703	0.96283156	0.853847	0.85481954	0.9596651	0.86105937	0.9075373	0.9495188	0.82884765	0.89595175	0.8944749	0.8439643	0.92233557	0.95464385	0.9113722	0.94210017	0.92312795	0.83196115	0.84719604	0.9520334	0.9405466	0.88430345	0.9380222	0.87268704	0.9364433	0.8911244	0.83870196	0.87991965	0.8644682	0.9086991	0.9335665
heroïsch/adj	0.9694912	0.93319845	0.8190863	0.91945994	0.8965881	0.9017627	0.9217643	0.8630725	0.9200063	0.90098584	0.90199643	0.939882	0.89264196	0.83769894	0.9053919	0.9267124	0.8427129	0.9238519	0.89755726	0.8569417	0.9028721	0.90426266	0.8918203	0.8635293	0.87593013	0.926343	0.92058015	0.9152941	0.9232933	0.91102153	0.96091473	0.88807386	0.90364045	0.8812975	0.89231145	0.926369	0.8965809	0.91856444	0.9531787	0.900042	0.9370469	0.923849	0.0	0.9415659	0.8464724	0.95102596	0.9534206	0.900546	0.8831416	0.9543398	0.9438838	0.85703975	0.88787615	0.9071127	0.942028	0.91537976	0.9145989	0.9040232	0.880272	0.8956186	0.8799166	0.90302336	0.89591414	0.8991348	0.9051933	0.8997538	0.9060969	0.91578776	0.9422955	0.89012134	0.9116541	0.9137475	0.94141525	0.8980447	0.8717958	0.83952326	0.9314762	0.930892	0.8988136	0.93879884	0.9227375	0.9078301	0.9207325	0.96196747	0.8973054	0.86081135	0.91900635	0.8651632	0.9162424	0.904231	0.8619276	0.90530294	0.961533	0.92374414	0.910428	0.8656994	0.9296137	0.91395754	0.89906836	0.9106047	0.84866786	0.79666567	0.94045526	0.86288077	0.88529223	0.92284626	0.84776723	0.8779378	0.8016977	0.82795066	0.91994923	0.91761637	0.9119409	0.94303465	0.9121236	0.85718614	0.91856426	0.94198227	0.9263488	0.8450094	0.89623934	0.90148693	0.9058787	0.87137175	0.90120554	0.9013111	0.87024176	0.8839975	0.92291075
het/adj	0.9789652	0.9123169	0.941632	0.9468656	0.82573414	0.84904355	0.87991583	0.8053968	0.8669354	0.9275959	0.9314204	0.9213108	0.8835727	0.928123	0.9140898	0.96115655	0.89768827	0.94989735	0.89525145	0.88638735	0.8982966	0.90078235	0.86827767	0.8835196	0.86270404	0.894704	0.8608376	0.8927677	0.85889995	0.9231995	0.912775	0.92410386	0.8695279	0.93804145	0.9340468	0.9196489	0.90925574	0.8140052	0.9663456	0.9101838	0.8992586	0.934031	0.9415659	0.0	0.8183674	0.94752425	0.9615113	0.8608129	0.88856375	0.9678063	0.9112642	0.88964736	0.93984103	0.80171573	0.9276523	0.9443302	0.9048388	0.9419629	0.92479813	0.86814	0.8811117	0.8489686	0.7840837	0.9221351	0.8543182	0.9161175	0.89302236	0.83443624	0.87423193	0.89416933	0.9203458	0.84199256	0.91641164	0.758264	0.88321376	0.8968881	0.93971413	0.84425056	0.8828864	0.92794657	0.8930392	0.82025343	0.9470559	0.95430386	0.83512044	0.8202518	0.83582306	0.9001154	0.92593896	0.8808224	0.9030854	0.9001906	0.9536927	0.9865441	0.8422395	0.8833626	0.93373823	0.94262916	0.93087155	0.9610284	0.9021785	0.90077764	0.94964564	0.8998132	0.9006456	0.91722476	0.8218039	0.8618267	0.9420452	0.9079703	0.9623973	0.97053784	0.9683076	0.97130126	0.9174003	0.8240454	0.89376557	0.9646584	0.888369	0.9007998	0.9719631	0.8321159	0.8738541	0.86852586	0.86996007	0.8546235	0.83184105	0.8287472	0.8552792
hoe/adj	0.9381417	0.8709924	0.80933094	0.8917951	0.7181109	0.7452934	0.732936	0.66034555	0.8296064	0.9314609	0.82366467	0.90146744	0.7662978	0.8332226	0.84306693	0.951533	0.875443	0.8999685	0.8751106	0.7557882	0.7370703	0.87418985	0.8020463	0.6914135	0.7426636	0.80796343	0.74715984	0.89013827	0.7910404	0.7880648	0.82796276	0.8330042	0.78586197	0.85428685	0.84618795	0.9032252	0.9163181	0.78346354	0.88850534	0.8683742	0.8770802	0.86144733	0.8464724	0.8183674	0.0	0.8973471	0.9183764	0.70411277	0.723204	0.93273747	0.8920594	0.7647507	0.8289459	0.7012656	0.88753855	0.8948331	0.79052335	0.90172607	0.81205946	0.81366694	0.6777554	0.7596586	0.8327619	0.82920295	0.69983983	0.7903112	0.78670293	0.80968624	0.8333141	0.77930105	0.8352344	0.6899269	0.87852687	0.6392457	0.74049294	0.8115015	0.87047	0.7514149	0.8339767	0.81799334	0.839433	0.78494	0.86525345	0.93809175	0.7759049	0.7652682	0.728847	0.8579042	0.89946795	0.8430904	0.75069284	0.8508727	0.9449039	0.93743235	0.8151778	0.7468779	0.8859051	0.90867454	0.87513196	0.8598469	0.8185283	0.77440715	0.9574004	0.77078384	0.8370352	0.8544431	0.66026056	0.7341577	0.86880934	0.7951282	0.90876436	0.9220958	0.94493926	0.93016034	0.8868516	0.7578001	0.8341929	0.95684075	0.9542596	0.8417168	0.8945123	0.701439	0.85066855	0.74917865	0.79732156	0.7735033	0.7225739	0.49981612	0.8830558
homeopathisch/adj	0.98526466	0.9440882	0.97720927	0.95910686	0.8603946	0.8889606	0.94573414	0.91616863	0.9372421	0.9472077	0.9339252	0.9497272	0.8521313	0.93739796	0.89164543	0.97150797	0.9709867	0.954036	0.95943147	0.9540063	0.90031344	0.9527852	0.89072883	0.9554377	0.9307632	0.9347433	0.9465351	0.980311	0.94354916	0.92545515	0.9380252	0.95338225	0.94275165	0.9795385	0.9550632	0.98469675	0.9654797	0.92786896	0.9614254	0.94513494	0.94135576	0.9431195	0.95102596	0.94752425	0.8973471	0.0	0.9432379	0.9155077	0.95706403	0.9654099	0.95050794	0.9516692	0.955302	0.8595015	0.972971	0.94649816	0.91774184	0.9658935	0.9192138	0.9413249	0.9338965	0.93961626	0.9559011	0.9313964	0.91574806	0.9558345	0.92262214	0.9000232	0.89517057	0.96118206	0.95394695	0.86935556	0.98202723	0.9298816	0.9721628	0.9754025	0.9704431	0.9110483	0.9428385	0.94038105	0.9536697	0.93502045	0.94464463	0.9496952	0.9492857	0.9537694	0.8804699	0.96844405	0.9567764	0.9581498	0.9337341	0.9625788	0.96066207	0.9838772	0.96900064	0.9482422	0.9738785	0.9555872	0.9312223	0.9634935	0.96689177	0.94938684	0.96838367	0.96419495	0.9741825	0.9380179	0.8622378	0.9013799	0.9688325	0.95262575	0.95018953	0.96788836	0.9697515	0.97205657	0.954062	0.88851184	0.88275796	0.9841311	0.9711952	0.9613065	0.96473837	0.9169973	0.9554536	0.9166609	0.9068159	0.90169936	0.9129604	0.9184597	0.97838026
hoofd_redactie/noun	0.9500105	0.92634404	0.9544938	0.9714123	0.8977014	0.929901	0.94952947	0.91870517	0.94665694	0.9433593	0.9549506	0.9702539	0.9052714	0.93189025	0.92442405	0.9773073	0.91779274	0.91139185	0.9435885	0.91917133	0.9149722	0.943162	0.91652495	0.9293121	0.9021085	0.95985425	0.9160508	0.97083306	0.95224273	0.8747574	0.9542473	0.93128765	0.9587524	0.93527955	0.90100217	0.97355664	0.8744808	0.9206925	0.96956724	0.93499196	0.96606547	0.9444847	0.9534206	0.9615113	0.9183764	0.9432379	0.0	0.879951	0.95266545	0.94102746	0.9447361	0.93134785	0.9523135	0.8804439	0.9562185	0.9405843	0.8974141	0.9384042	0.9566988	0.95349336	0.82879853	0.92909807	0.9506776	0.9416434	0.911912	0.94044834	0.9146092	0.9273513	0.913581	0.936675	0.8949023	0.92735225	0.9625601	0.92956287	0.94617313	0.9484761	0.9744029	0.88990206	0.9398196	0.94456136	0.95680034	0.9298941	0.89264095	0.94877976	0.89309245	0.9214195	0.89433545	0.9398665	0.8791477	0.9660389	0.9278582	0.9514866	0.9625752	0.9609273	0.95625544	0.8629165	0.9256608	0.9401489	0.9410449	0.91893077	0.95396924	0.9490221	0.9229632	0.9229299	0.96742946	0.90735865	0.9110522	0.9264616	0.93712616	0.9172391	0.9657308	0.9518858	0.9522203	0.9744528	0.9196454	0.9033871	0.9097282	0.8997237	0.9356772	0.94836277	0.9530242	0.93479794	0.93856394	0.92777455	0.8729135	0.87752575	0.8968514	0.9197943	0.9517391
iemand/noun	0.9501963	0.8903989	0.90465736	0.9366218	0.7247791	0.7256875	0.7588296	0.6815764	0.8066531	0.90589905	0.9176661	0.8668252	0.7568219	0.8814564	0.8239846	0.9510943	0.8665065	0.8887401	0.89003897	0.8779125	0.82873726	0.8459314	0.8054204	0.8381381	0.7037146	0.7592249	0.6753339	0.8965998	0.8173354	0.83166695	0.8602677	0.9065989	0.74263775	0.8905434	0.8747223	0.9513977	0.9134025	0.86387414	0.8725044	0.8240613	0.8448486	0.88760895	0.900546	0.8608129	0.70411277	0.9155077	0.879951	0.0	0.73607767	0.90193963	0.84603107	0.7968778	0.7103206	0.70646256	0.8437999	0.8908149	0.80525196	0.87970465	0.7962364	0.8539837	0.7312838	0.69486165	0.7726015	0.8426891	0.6978657	0.59546846	0.8093077	0.8306536	0.79363906	0.6957046	0.7332876	0.50067246	0.8647481	0.67966974	0.79037404	0.8348541	0.8449625	0.69573873	0.83327913	0.8264568	0.77793497	0.83821315	0.8999158	0.8865517	0.70199835	0.76247966	0.7352035	0.8206776	0.8352175	0.9035488	0.79326373	0.86181366	0.93848807	0.9581931	0.81936705	0.7344464	0.877748	0.89130616	0.8530833	0.88647294	0.87347317	0.80373	0.9687997	0.8115267	0.86289394	0.89294004	0.6560483	0.7721236	0.9310348	0.8091195	0.9204692	0.9331121	0.9300471	0.94458514	0.8976648	0.8039952	0.84837985	0.90830106	0.92165554	0.81001234	0.92802906	0.74096227	0.7813842	0.81264913	0.7154609	0.7500917	0.67481065	0.7093508	0.89561445
