	Merksemse/adj	Ten/adv	aangrijpend/adj	acht_baan/noun	alleen/adj	alleen/adv	alles/noun	altijd/adv	amper/adv	atlete/noun	atmosfeer/noun	bar/noun	bepaald/adj	bitter/adj	blijf/adj	bloed_heet/adj	carrière/noun	commotie/noun	concert/noun	context/noun	correct/adj	dag/noun	dagelijks/adj	detail/noun	duur_voort/adj	echt/adv	eens/adv	eiland/noun	er/noun	feit/noun	gebeur/verb	gebeuren/noun	gelukkig/adj	gespannen/adj	gesprek/noun	geweeklaag/noun	gisteren/adv	goed/adj	gozer/noun	graag/adv	gras/noun	herkomst/noun	heroïsch/adj	het/adj	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	iemand/noun	iets/noun	ingeslagen/adj	inwoner/noun	jeugd/noun	jongeman/noun	kan/verb	kast/noun	kerst_avond/noun	kiezer/noun	kunstenares/noun	kwaad/noun	lang/adj	lezer/noun	lief/adj	liefst/adj	lui/adj	maar/adv	man/noun	meen/verb	meer/adj	meer/adv	meisje/noun	meneer/noun	mens/noun	midden/noun	misschien/adv	moment/noun	mooi/adj	muur/noun	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	onraad/noun	ons/noun	ooit/adv	ook/adv	oud/adj	partij_genoot/noun	periode/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaquette/noun	plek/noun	politicus/noun	producer/noun	protestants/adj	riek/verb	sarcastisch/adj	schilderij/noun	schoonheid/noun	staal_industrie/noun	tekst/noun	tijd/noun	tv_kijker/noun	vaak/adj	veel/adj	veld_slag/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	visser_dorp/noun	voor_woord/noun	vooral/adv	voorts/adv	voorzitter/noun	vorig/adj	vroeg/adj	vroeger/adv	wanneer/adv	weer/adv	weinig/adj	word/verb	zal/verb	zelfs/adv	zo/adv	zomer/noun
carrière/noun	0.9514494	0.9205738	0.86120945	0.92658377	0.8732332	0.860415	0.8736095	0.8410284	0.84254384	0.85699713	0.9193887	0.94047636	0.8774761	0.8731175	0.88281435	0.9058925	0.0	0.92243004	0.8318053	0.89901114	0.9072807	0.88049924	0.89036727	0.88131213	0.8501571	0.91051906	0.898317	0.9065986	0.91362226	0.9105492	0.9344118	0.87116814	0.8536854	0.910323	0.8292093	0.97042876	0.8801767	0.8688518	0.94650215	0.93464845	0.9227811	0.9267717	0.8427129	0.89768827	0.875443	0.9709867	0.91779274	0.8665065	0.8901369	0.9366608	0.91804653	0.81514215	0.88922954	0.8859528	0.93149936	0.92249423	0.91132116	0.8742898	0.9170725	0.8508619	0.8732687	0.86969995	0.86725	0.89273506	0.8701536	0.8701881	0.88914484	0.8724067	0.9047103	0.8817884	0.8861347	0.9095148	0.89531654	0.8310628	0.823903	0.8189442	0.9161636	0.8961514	0.88826036	0.931519	0.90697324	0.8744302	0.92210007	0.95940185	0.87664545	0.7533938	0.8724624	0.88123006	0.9010663	0.7664093	0.8256179	0.8334468	0.95798755	0.95657134	0.8925475	0.817786	0.8384091	0.9359385	0.9327007	0.89983743	0.8884136	0.8519044	0.9197858	0.8924931	0.8386721	0.9420876	0.84011686	0.8576271	0.8790569	0.79583824	0.94124526	0.9407736	0.91927594	0.95198035	0.92177117	0.834075	0.87683797	0.9215913	0.81739783	0.83773476	0.92372394	0.88259727	0.836144	0.8642979	0.8661231	0.86137605	0.83258545	0.8633661	0.79576004
commotie/noun	0.9544921	0.9091593	0.92260325	0.9773572	0.9108906	0.90288293	0.9297612	0.8975288	0.91256213	0.92250186	0.9046213	0.91078955	0.8925932	0.8915888	0.8919708	0.9565877	0.92243004	0.0	0.92161125	0.89543486	0.9089674	0.8721825	0.9069284	0.92191887	0.8569435	0.89887345	0.91339993	0.9308958	0.9277678	0.8656875	0.8973246	0.91147137	0.8938322	0.91884655	0.9058264	0.91094285	0.8496393	0.94903433	0.9436561	0.9253067	0.9501206	0.91176724	0.9238519	0.94989735	0.8999685	0.954036	0.91139185	0.8887401	0.9258519	0.9603707	0.8986553	0.9065496	0.89953744	0.8928837	0.9244514	0.95495206	0.88141376	0.9461448	0.9160573	0.9252451	0.88559675	0.89637494	0.9268112	0.94161946	0.90821576	0.9139053	0.87347233	0.92185855	0.9295339	0.91924894	0.917763	0.89349276	0.931381	0.882608	0.8986623	0.93032634	0.9316807	0.89672196	0.89390165	0.903156	0.91090435	0.9022436	0.88537866	0.9587888	0.91293705	0.9077259	0.8696321	0.92842877	0.8720944	0.9024182	0.8696635	0.9325171	0.96787834	0.9804735	0.927649	0.84239084	0.95008105	0.8707206	0.92432445	0.92875123	0.92345315	0.90125316	0.9466496	0.9184668	0.9294127	0.9379926	0.86277926	0.8965092	0.9022219	0.8949012	0.93052095	0.96305937	0.9422013	0.9550795	0.93308955	0.86658055	0.8680527	0.8995067	0.8786955	0.9068092	0.9732644	0.912449	0.8889643	0.913331	0.85699874	0.8517329	0.8640332	0.9021758	0.87117803
concert/noun	0.96583635	0.8984905	0.8105049	0.95588446	0.87945074	0.8772715	0.8715935	0.8311829	0.8839257	0.92007524	0.8885553	0.7978967	0.88957214	0.9027741	0.9124352	0.93564725	0.8318053	0.92161125	0.0	0.8715158	0.91406137	0.83669895	0.8501517	0.8477895	0.8645991	0.91509306	0.88955283	0.8801315	0.946958	0.93224585	0.9498677	0.7594792	0.873699	0.9043576	0.83003557	0.9278553	0.87328506	0.8998747	0.9589722	0.93668705	0.909513	0.917517	0.89755726	0.89525145	0.8751106	0.95943147	0.9435885	0.89003897	0.891635	0.9511901	0.90496004	0.83741117	0.89814454	0.90064734	0.8993444	0.8884539	0.88456106	0.8880029	0.93332016	0.8778465	0.8621043	0.8581762	0.87996477	0.9089593	0.8731201	0.9070187	0.9376132	0.8740442	0.9231538	0.8568911	0.9054081	0.8974616	0.86758095	0.873256	0.8096755	0.76656866	0.88803756	0.92818236	0.90885764	0.93588394	0.91250044	0.9180851	0.9021079	0.96476066	0.877092	0.80957913	0.8449007	0.8824947	0.93517417	0.8771386	0.87867486	0.70553523	0.8941382	0.9532377	0.85466075	0.89031655	0.7918219	0.9184393	0.92040706	0.9244367	0.8419049	0.8457704	0.9565007	0.78283393	0.9044779	0.90762836	0.819096	0.8798434	0.8762562	0.89626396	0.96360075	0.93710685	0.92276454	0.93563086	0.9001225	0.8256881	0.85974866	0.92626476	0.8768414	0.85207057	0.9118693	0.8961099	0.868865	0.85673046	0.8632244	0.90074897	0.82729053	0.84968394	0.8393685
context/noun	0.95756704	0.86367893	0.80955106	0.9279011	0.79790187	0.83194137	0.8599137	0.83102614	0.9089254	0.95459056	0.8413729	0.9254714	0.77910745	0.87947327	0.8670108	0.97406787	0.89901114	0.89543486	0.8715158	0.0	0.8050436	0.9376982	0.85970134	0.7640122	0.83488333	0.9180152	0.89205086	0.8374934	0.9349242	0.8113824	0.9122621	0.8162668	0.89226747	0.8755769	0.8600346	0.9189248	0.9024887	0.87171936	0.9635567	0.9248347	0.93519104	0.8335412	0.8569417	0.88638735	0.7557882	0.9540063	0.91917133	0.8779125	0.8351135	0.93447995	0.8962236	0.846377	0.90399826	0.8501362	0.9003873	0.96213394	0.8600075	0.8947005	0.8627938	0.90783614	0.79826033	0.864503	0.8859185	0.91835856	0.8492026	0.9220583	0.8489951	0.8418189	0.8986278	0.89295524	0.9069259	0.8841763	0.8612598	0.8103565	0.85956395	0.8173945	0.88701105	0.8597654	0.84986717	0.88774043	0.9052793	0.9020555	0.82690436	0.970328	0.86278313	0.8618493	0.7959283	0.8692382	0.912703	0.8585022	0.8457998	0.8408809	0.9585173	0.955989	0.85779613	0.8311507	0.9244627	0.88051826	0.89014906	0.89071345	0.77870727	0.7851842	0.951714	0.71890783	0.8846249	0.9269543	0.763803	0.8468331	0.8600564	0.7963514	0.9371149	0.92991644	0.91850775	0.93433565	0.87711525	0.78943694	0.827717	0.92492056	0.94733703	0.878746	0.9501966	0.8715868	0.91057575	0.81721604	0.85587966	0.8506309	0.84109724	0.80538356	0.9265873
correct/adj	0.96201587	0.878471	0.88490754	0.96095365	0.77274656	0.7885103	0.84610426	0.7594321	0.87653357	0.9473576	0.8786574	0.9017761	0.7331711	0.8580817	0.84827447	0.98210704	0.9072807	0.9089674	0.91406137	0.8050436	0.0	0.92099583	0.8363082	0.8088749	0.8237584	0.88108295	0.8866755	0.9152424	0.89314777	0.8260671	0.83895296	0.85975975	0.8554837	0.89203626	0.86804575	0.950273	0.8974194	0.7973664	0.9483368	0.8799713	0.9147286	0.84288126	0.9028721	0.8982966	0.7370703	0.90031344	0.9149722	0.82873726	0.8611331	0.9398641	0.86513054	0.8556404	0.8654844	0.7929709	0.89406097	0.950423	0.83947945	0.92471534	0.8728795	0.89725184	0.799109	0.8175174	0.84725344	0.8776083	0.8329643	0.8799358	0.8137192	0.82335705	0.8577119	0.886915	0.8405143	0.84091485	0.87905616	0.8255268	0.887908	0.8372984	0.8917731	0.8106261	0.8356335	0.8735031	0.8924032	0.87840545	0.80438006	0.9321556	0.8375592	0.846586	0.80510134	0.87968695	0.87054086	0.87741864	0.8358172	0.87329334	0.9642716	0.955818	0.8773551	0.7773611	0.9127083	0.88545936	0.8794793	0.89592516	0.87037474	0.8600669	0.9430239	0.79741645	0.9053239	0.9333827	0.76235783	0.8130422	0.9253969	0.86256963	0.9243848	0.9267835	0.9415502	0.9534793	0.89806014	0.8122745	0.82831573	0.90603036	0.9257249	0.86181486	0.9255754	0.8013947	0.8891359	0.7742677	0.7900555	0.81130815	0.8068024	0.74198693	0.9184999
dag/noun	0.96116865	0.87312186	0.9121296	0.9396697	0.88328207	0.86050963	0.8684987	0.830525	0.8106773	0.94265014	0.8965777	0.8585168	0.90215987	0.86622727	0.90485376	0.8709267	0.88049924	0.8721825	0.83669895	0.9376982	0.92099583	0.0	0.68682134	0.9008632	0.7949139	0.8449985	0.82578397	0.81524235	0.91520697	0.927891	0.86570054	0.87268806	0.85446376	0.8902157	0.87778944	0.9434567	0.7431575	0.9153091	0.9526019	0.89727396	0.8694404	0.93665725	0.90426266	0.90078235	0.87418985	0.9527852	0.943162	0.8459314	0.9058255	0.93558687	0.86305964	0.860285	0.8794937	0.85989374	0.9300653	0.8480514	0.9167418	0.9314557	0.9158379	0.7114959	0.8934473	0.817342	0.8697965	0.88630563	0.82883227	0.8446648	0.931119	0.8579909	0.8796547	0.8640559	0.8644651	0.829187	0.8742932	0.87044954	0.7365726	0.9150885	0.8925818	0.897407	0.90171206	0.91676193	0.88070107	0.799357	0.9373854	0.9369671	0.8483225	0.87079686	0.8823428	0.91180307	0.93837345	0.6982119	0.87314844	0.8941356	0.9204592	0.9651282	0.8382132	0.90519536	0.9446314	0.9145958	0.90315646	0.9376482	0.9193567	0.9221214	0.9499509	0.9098954	0.73355114	0.89048296	0.8256068	0.86437446	0.86381227	0.87777114	0.9280709	0.950496	0.9488056	0.9328174	0.9574673	0.8880005	0.84847677	0.94585824	0.8321464	0.8350724	0.92812943	0.82491976	0.7790524	0.9098015	0.7878054	0.83301437	0.80115736	0.8734999	0.6662309
dagelijks/adj	0.9631766	0.8525157	0.88829273	0.92954487	0.7767097	0.7620591	0.8418094	0.80532277	0.8054288	0.93138385	0.87225986	0.8310025	0.75231236	0.8354341	0.8528247	0.9344808	0.89036727	0.9069284	0.8501517	0.85970134	0.8363082	0.68682134	0.0	0.8163134	0.69385636	0.8809295	0.8366377	0.85107803	0.90405524	0.85896385	0.8827426	0.8601655	0.8481815	0.9051222	0.84304965	0.9334825	0.8569212	0.85965633	0.9681622	0.88053155	0.8500915	0.8762666	0.8918203	0.86827767	0.8020463	0.89072883	0.91652495	0.8054204	0.875832	0.9344683	0.81212884	0.8165641	0.86061	0.7820849	0.871017	0.90399337	0.87393796	0.90559316	0.8696959	0.82539654	0.77599794	0.793876	0.8458769	0.8897874	0.8282744	0.84506834	0.8589356	0.7785049	0.78971326	0.8354791	0.8699309	0.74823487	0.85831803	0.8488216	0.8694579	0.8627033	0.8429126	0.8813802	0.87253165	0.89888424	0.85888976	0.87063813	0.88194406	0.9521521	0.78537655	0.8416545	0.7845761	0.8325623	0.92041093	0.87006414	0.82425344	0.86483544	0.91508675	0.9763987	0.8339864	0.84707224	0.92314905	0.8923744	0.86125904	0.9289527	0.8423383	0.85562694	0.95878816	0.80133325	0.8397719	0.897861	0.71781766	0.780879	0.8771694	0.8259131	0.925212	0.9505101	0.88617337	0.936656	0.9206172	0.75985765	0.7768343	0.9277704	0.8872161	0.81722766	0.93136936	0.8105765	0.82422614	0.8354316	0.75283825	0.8422197	0.7779789	0.8489876	0.8238207
detail/noun	0.97477025	0.8754011	0.7816861	0.9134118	0.79947215	0.80716026	0.7700716	0.79951775	0.8702618	0.95908433	0.82214344	0.87656903	0.7797342	0.8589334	0.8762084	0.9615538	0.88131213	0.92191887	0.8477895	0.7640122	0.8088749	0.9008632	0.8163134	0.0	0.7584175	0.89540523	0.8789106	0.9008486	0.9024173	0.76754546	0.8780561	0.80343235	0.8391022	0.87185365	0.8127734	0.93692684	0.8873907	0.8408844	0.9447289	0.922997	0.8914026	0.84019	0.8635293	0.8835196	0.6914135	0.9554377	0.9293121	0.8381381	0.8081323	0.9617953	0.9188999	0.8197682	0.87728786	0.8272552	0.8381651	0.94638735	0.8905455	0.87270623	0.87269163	0.86513186	0.74190474	0.82545316	0.8617048	0.9085926	0.82617843	0.8815379	0.8485622	0.81446576	0.87868387	0.85785896	0.8599583	0.8626251	0.8441711	0.80130213	0.8104881	0.7429782	0.8021142	0.84452534	0.84829456	0.85805225	0.86460114	0.85455203	0.83108115	0.93291104	0.8081645	0.82164246	0.7824938	0.8344705	0.9352686	0.8647396	0.788296	0.7932732	0.94334096	0.94029516	0.8307396	0.84552616	0.8868476	0.9320162	0.9141806	0.8861776	0.69488454	0.7472445	0.97311926	0.6938114	0.89829564	0.91475356	0.72844416	0.80092454	0.81497943	0.80121714	0.95822614	0.91269726	0.9112106	0.95748055	0.86451566	0.73830336	0.80623364	0.9306289	0.91097254	0.8546745	0.92710364	0.826409	0.8618815	0.77681977	0.8050275	0.8490027	0.76033807	0.741544	0.8882973
duur_voort/adj	0.9518567	0.8507267	0.86192644	0.9056276	0.7538993	0.7269312	0.7630987	0.691735	0.7930128	0.9008016	0.8176836	0.84336853	0.7206864	0.80622315	0.76635456	0.9368343	0.8501571	0.8569435	0.8645991	0.83488333	0.8237584	0.7949139	0.69385636	0.7584175	0.0	0.87280977	0.7475784	0.8274168	0.8507514	0.79380625	0.85789675	0.8335914	0.7682734	0.78593004	0.8159282	0.91791964	0.8375844	0.8420864	0.94687533	0.8704152	0.8265892	0.9028742	0.87593013	0.86270404	0.7426636	0.9307632	0.9021085	0.7037146	0.80573404	0.9264953	0.8542293	0.75993633	0.8019479	0.76296526	0.84786725	0.9147199	0.7978171	0.90054286	0.79826367	0.7721578	0.7352116	0.76042086	0.8222306	0.8386756	0.75085425	0.7826963	0.8008841	0.7716092	0.80446863	0.7831936	0.81219155	0.7608635	0.81814533	0.76712406	0.76957417	0.8122883	0.7959416	0.8256071	0.8108771	0.8565818	0.82868695	0.85326433	0.8628652	0.9087478	0.73750144	0.815952	0.78019094	0.8175978	0.8578614	0.8217587	0.7329054	0.81940705	0.93108785	0.9732321	0.8044685	0.7379128	0.88737035	0.85889006	0.8547097	0.8978875	0.8462982	0.78713983	0.9285386	0.75551045	0.81091714	0.8997669	0.6198503	0.74417096	0.8674923	0.7437072	0.8988341	0.9296166	0.91083086	0.94076777	0.90236944	0.68027055	0.78123295	0.9131527	0.8899195	0.8111596	0.91113585	0.7596911	0.7246645	0.7685675	0.71833056	0.7748676	0.7027801	0.7427824	0.8424662
echt/adv	0.9496675	0.91806656	0.9492614	0.9500004	0.8124895	0.8130221	0.82314634	0.76669925	0.8195226	0.9160433	0.9407003	0.88401604	0.85795057	0.90041137	0.91708624	0.9517693	0.91051906	0.89887345	0.91509306	0.9180152	0.88108295	0.8449985	0.8809295	0.89540523	0.87280977	0.0	0.83320904	0.9248529	0.81979644	0.93410456	0.91599405	0.88934666	0.8316039	0.9245759	0.93139476	0.96532017	0.94840187	0.8507835	0.920639	0.8585534	0.8931868	0.9209056	0.926343	0.894704	0.80796343	0.9347433	0.95985425	0.7592249	0.81944215	0.940208	0.9064233	0.8744195	0.8763354	0.7990527	0.89223814	0.94004184	0.8626854	0.9515271	0.9118704	0.8397045	0.8678599	0.80945164	0.85054994	0.88007325	0.75598687	0.8440906	0.88256645	0.84414566	0.74393755	0.87769854	0.8545782	0.80008113	0.90028334	0.79165936	0.89224654	0.8996642	0.9226801	0.60658145	0.85361725	0.81944156	0.79335815	0.84726954	0.94886345	0.9319638	0.83328843	0.85209525	0.7963797	0.8908964	0.9182482	0.9278102	0.9059529	0.9003066	0.95075065	0.9695842	0.9100946	0.8593669	0.9423515	0.9520151	0.89663714	0.9498566	0.91794133	0.8808907	0.97352755	0.9131632	0.8682443	0.9109674	0.80970466	0.82465386	0.9524406	0.8965095	0.96024674	0.9686545	0.9612141	0.96751577	0.9725378	0.85898083	0.88102293	0.9323418	0.94882965	0.8556126	0.9344813	0.84550244	0.8697537	0.8229873	0.8597546	0.811681	0.79040015	0.7804802	0.8988404
eens/adv	0.93786556	0.8925791	0.9456435	0.9141235	0.83497065	0.7986536	0.80165106	0.74495953	0.80645037	0.9400506	0.93317455	0.8572973	0.8867964	0.8851692	0.9143243	0.953284	0.898317	0.91339993	0.88955283	0.89205086	0.8866755	0.82578397	0.8366377	0.8789106	0.7475784	0.83320904	0.0	0.9250606	0.76719874	0.8731179	0.880901	0.93021506	0.79361	0.9037569	0.8465533	0.95349336	0.8686662	0.8892244	0.9084357	0.87306666	0.847296	0.9423322	0.92058015	0.8608376	0.74715984	0.9465351	0.9160508	0.6753339	0.73688096	0.9310796	0.9138015	0.8471682	0.84369016	0.741225	0.83206576	0.9048418	0.8528111	0.9323667	0.88627523	0.83489746	0.7980198	0.7234707	0.8159388	0.8731934	0.6266408	0.8314158	0.8577936	0.86113566	0.8335916	0.8261291	0.7759017	0.8166639	0.899264	0.71847045	0.8071072	0.84847164	0.88401556	0.78251237	0.8548565	0.8132278	0.7948622	0.7000364	0.9016144	0.9006346	0.7969013	0.7840792	0.7887725	0.8660081	0.852268	0.90057313	0.84097356	0.87920386	0.9281556	0.971576	0.8773031	0.8295716	0.90586627	0.9411591	0.875776	0.91253954	0.9082559	0.8984057	0.9727677	0.84492624	0.83730555	0.916924	0.69335365	0.80894417	0.9474816	0.83761054	0.92972535	0.916297	0.9296658	0.95327926	0.90281856	0.864714	0.8645954	0.91071415	0.90043914	0.8308542	0.8683847	0.7422972	0.6855694	0.8733986	0.80086756	0.7635614	0.7459576	0.7585297	0.8435962
eiland/noun	0.94968283	0.85975075	0.9156393	0.9239056	0.8583657	0.83139396	0.8935919	0.8743826	0.8681351	0.92325705	0.85504496	0.8048553	0.8642493	0.8712641	0.892728	0.9097477	0.9065986	0.9308958	0.8801315	0.8374934	0.9152424	0.81524235	0.85107803	0.9008486	0.8274168	0.9248529	0.9250606	0.0	0.95195013	0.91505754	0.9198777	0.8858849	0.8790235	0.89181256	0.87688315	0.9552707	0.8016094	0.9171359	0.9607202	0.919257	0.8291755	0.8715024	0.9152941	0.8927677	0.89013827	0.980311	0.97083306	0.8965998	0.9118509	0.946514	0.70168936	0.8214118	0.8676816	0.8857409	0.8996033	0.9037406	0.8640771	0.89102495	0.8854316	0.85280305	0.88380873	0.83642906	0.82960397	0.9086349	0.89769936	0.87719584	0.884027	0.8861922	0.903373	0.83327925	0.88743836	0.83355784	0.79049385	0.887109	0.8805596	0.84133613	0.7997807	0.93596184	0.88677454	0.92852336	0.9211019	0.9140184	0.93422526	0.9707276	0.83217686	0.7613721	0.8885636	0.793985	0.9152044	0.8507476	0.89224285	0.8729739	0.93109906	0.9580186	0.69896257	0.8649824	0.9155253	0.8392671	0.9188222	0.95025235	0.8544717	0.8097974	0.9420845	0.88515085	0.8747816	0.9438996	0.8402338	0.8933845	0.87381256	0.8353468	0.9387627	0.94847214	0.84005904	0.827883	0.9419253	0.831669	0.84460425	0.9236887	0.88995665	0.81442535	0.95767254	0.87107325	0.85530305	0.89180505	0.8052503	0.8549239	0.82996935	0.8771624	0.7822386
er/noun	0.9436785	0.9269166	0.95221347	0.9144241	0.8704986	0.8654019	0.82748014	0.78788483	0.874378	0.9427372	0.9406851	0.923367	0.8999643	0.89419365	0.91445696	0.9529314	0.91362226	0.9277678	0.946958	0.9349242	0.89314777	0.91520697	0.90405524	0.9024173	0.8507514	0.81979644	0.76719874	0.95195013	0.0	0.88657594	0.927519	0.92379063	0.840618	0.90455896	0.9331097	0.9330048	0.9293937	0.8580835	0.9085132	0.8702842	0.89220804	0.9576073	0.9232933	0.85889995	0.7910404	0.94354916	0.95224273	0.8173354	0.8189767	0.9254575	0.9406003	0.88861024	0.90072936	0.8494786	0.9222922	0.9081077	0.89429736	0.95375377	0.9162354	0.89778006	0.8350358	0.8344721	0.8806359	0.90451694	0.7192534	0.90228945	0.91173756	0.86985147	0.8586007	0.9022745	0.87813467	0.83832026	0.92081946	0.79848564	0.88029283	0.91281927	0.9167781	0.8011114	0.89227283	0.86742073	0.85804397	0.7779581	0.9446666	0.9422101	0.86592674	0.89637387	0.8334332	0.93274015	0.8918779	0.9362952	0.9052336	0.89709437	0.9426704	0.9669952	0.90973204	0.8524538	0.9255139	0.9609857	0.9413801	0.91370517	0.9434517	0.921921	0.9659159	0.9144446	0.8841416	0.91953295	0.82929516	0.8029963	0.9602955	0.9215314	0.9477993	0.94502455	0.97081393	0.9704347	0.9223488	0.85921836	0.92625606	0.956364	0.9619955	0.8852729	0.9060555	0.85536975	0.85434306	0.83554703	0.9139778	0.8468677	0.84910023	0.7740888	0.9135715
feit/noun	0.9681739	0.8992858	0.86341476	0.9595549	0.79161	0.8370942	0.85423356	0.8306972	0.9008075	0.9379447	0.9302977	0.93452907	0.8147072	0.86434966	0.84638786	0.9861658	0.9105492	0.8656875	0.93224585	0.8113824	0.8260671	0.927891	0.85896385	0.76754546	0.79380625	0.93410456	0.8731179	0.91505754	0.88657594	0.0	0.84968066	0.8579871	0.8835646	0.9110155	0.87426585	0.95142376	0.86061436	0.9032573	0.95761776	0.92094994	0.94011974	0.85847557	0.91102153	0.9231995	0.7880648	0.92545515	0.8747574	0.83166695	0.8604904	0.95593524	0.8891636	0.84788543	0.8295287	0.84647465	0.93839276	0.93486774	0.87114	0.93377817	0.86340344	0.91164565	0.7921659	0.88220435	0.9282851	0.93677485	0.8525051	0.8395419	0.7968222	0.88564086	0.8805003	0.88570833	0.89662725	0.8615378	0.903404	0.82213295	0.8710362	0.9115135	0.9183424	0.82448024	0.87006956	0.8493487	0.86892205	0.8700153	0.8395597	0.9454504	0.8448884	0.86699665	0.8112423	0.90169877	0.8725561	0.8361428	0.82614386	0.91883755	0.96381223	0.9640844	0.8939859	0.83287704	0.9308475	0.9154978	0.9276435	0.92345047	0.8872969	0.8968355	0.94089484	0.8314416	0.90423197	0.92643154	0.75253236	0.87123346	0.89854145	0.74877286	0.9596374	0.9449737	0.9304149	0.95391726	0.8920851	0.7742424	0.84369934	0.93514144	0.8855159	0.8896575	0.94012344	0.8182342	0.92040944	0.835588	0.7934743	0.7955765	0.82177067	0.82022953	0.9020144
gebeur/verb	0.94546306	0.903349	0.9495701	0.94582325	0.84460056	0.8367724	0.8656659	0.89445764	0.8855645	0.95933074	0.9219364	0.94232905	0.8435809	0.93416244	0.89988095	0.957708	0.9344118	0.8973246	0.9498677	0.9122621	0.83895296	0.86570054	0.8827426	0.8780561	0.85789675	0.91599405	0.880901	0.9198777	0.927519	0.84968066	0.0	0.90151054	0.87479115	0.93073124	0.8845726	0.98691744	0.87451625	0.8864682	0.97310215	0.9204366	0.9536789	0.8993292	0.96091473	0.912775	0.82796276	0.9380252	0.9542473	0.8602677	0.8710518	0.9582971	0.8963806	0.91749305	0.8918466	0.831115	0.931557	0.9547975	0.9238612	0.96048814	0.9228989	0.9128653	0.9151858	0.8827285	0.90985686	0.9319306	0.8503212	0.9063131	0.8842515	0.8542855	0.90034896	0.8979792	0.91714984	0.8940582	0.91932327	0.8686644	0.8804861	0.9213635	0.92115045	0.8659543	0.9107643	0.8703407	0.8654506	0.87960243	0.91513777	0.9456247	0.9125437	0.9112908	0.8485036	0.9384223	0.9353776	0.86891454	0.8657721	0.9186264	0.9563076	0.97212476	0.8801149	0.9153404	0.9496661	0.95550317	0.93786174	0.9466691	0.93117034	0.9422481	0.95074415	0.9135887	0.90401065	0.963404	0.8298352	0.8747849	0.92224	0.88625443	0.9560138	0.98271376	0.920123	0.9780654	0.9748443	0.87772566	0.8749461	0.94971025	0.904919	0.8971404	0.958891	0.8377545	0.9087875	0.86789346	0.77688026	0.78593713	0.86507267	0.8669814	0.8956258
gebeuren/noun	0.9709492	0.8963192	0.8566441	0.9281421	0.8558668	0.8616923	0.84719586	0.8412134	0.88165724	0.9300516	0.85439223	0.8762798	0.87184554	0.8895553	0.8611553	0.9308661	0.87116814	0.91147137	0.7594792	0.8162668	0.85975975	0.87268806	0.8601655	0.80343235	0.8335914	0.88934666	0.93021506	0.8858849	0.92379063	0.8579871	0.90151054	0.0	0.89740974	0.87783104	0.88608164	0.9662178	0.88983405	0.9049803	0.9648306	0.93259287	0.9317713	0.8911754	0.88807386	0.92410386	0.8330042	0.95338225	0.93128765	0.9065989	0.842308	0.9428772	0.90669477	0.86362696	0.89620835	0.89023983	0.9325394	0.92159677	0.90565926	0.9150488	0.88086694	0.8905754	0.8293912	0.85422516	0.8782115	0.9111182	0.8572927	0.9160555	0.9140268	0.8376822	0.9135529	0.89555204	0.8923903	0.8862163	0.8837265	0.8515672	0.8379177	0.86225986	0.9025996	0.90222955	0.8841837	0.8967511	0.9066421	0.9099266	0.89257014	0.9655842	0.8486457	0.8912473	0.82892114	0.9087566	0.915545	0.8886996	0.85905224	0.8756801	0.94266915	0.93845713	0.8606655	0.88039744	0.8894171	0.90114176	0.92256045	0.9047867	0.84209186	0.80630755	0.9408756	0.86062235	0.9004172	0.8890713	0.8398008	0.8713257	0.8426684	0.8609229	0.9641963	0.9479111	0.9054258	0.90468585	0.9410351	0.7780543	0.84171414	0.93873036	0.94580626	0.8883056	0.9558959	0.90694827	0.8873677	0.84310657	0.8587059	0.87262416	0.8492474	0.8293096	0.8880019
