	Jong/name	Zwitser/noun	aanvankelijk/adj	achterkant/noun	arrangement/noun	bak/noun	beeld_merk/noun	begeleiding/noun	benadering/noun	beweging/noun	bijzonder/adj	blik/noun	bocht/noun	body/noun	breakdance/noun	carrosserie/noun	choreografie/noun	compositie/noun	constructie/noun	dan_pas_DIM/noun	dance/noun	decolleté/noun	des/adv	die/det	eenzijdig/adj	eerder/adj	elleboog/noun	en/vg	even/adj	even/adv	figuur/noun	film/noun	fysiek/noun	gebaar/noun	gebouw/noun	gelaat/noun	gelaat_trek/noun	geluid/noun	generaal/noun	gezicht/noun	gitaar/noun	glas/noun	grafiek/noun	grooves/noun	handschrift/noun	hartstochtelijk/adj	heftigheid/noun	heup/noun	hoofd/noun	iets/noun	ietwat/adv	interview/noun	jongen/noun	kaak/noun	kant_DIM/noun	kap_DIM/noun	karakter/noun	kassei/noun	kast_DIM/noun	klank/noun	koets_werk/noun	kop/noun	korrel/noun	la/noun	landschap/noun	lekker/adj	letter/noun	lichaam/noun	lichaam_taal/noun	lied/noun	lied_DIM/noun	lijn/noun	look/noun	manier/noun	mengsel/noun	minder/adj	model/noun	mooi/adj	motoriek/noun	muziek/noun	nogal/adv	one-liners/noun	opgebouwd/adj	opgetrokken/adj	patroon/noun	persoonlijkheid/noun	pixels/noun	raam/noun	ritme/noun	ritmiek/noun	rock/noun	ronding/noun	schouder/noun	slurf/noun	snavel/noun	snuit/noun	speelstijl/noun	steeds/adv	steen/noun	stekel/noun	stijl/noun	symbool/noun	taal/noun	tafel/noun	tamelijk/adj	te/adv	thema/noun	tred/noun	trek/noun	trouwring/noun	uitgestoken/adj	uitspanning/noun	uitwerking/noun	vaas/noun	veel/adj	veelal/adv	verfilming/noun	verzorger/noun	vijver/noun	viool/noun	volume/noun	vorm/noun	wat/adv	weg_net/noun	wolkenkrabber/noun	woonkamer/noun	ze/pron	zeer/adv	zo/adj	zo/adv
manier/noun	0.8988695	0.8955654	0.8148899	0.88397384	0.8181465	0.9033103	0.9406111	0.8131988	0.6284182	0.7267488	0.67046523	0.77396184	0.8798291	0.88638246	0.9543831	0.92322767	0.7587067	0.7337772	0.7629528	0.887992	0.90885603	0.9215403	0.7670979	0.74366355	0.79539335	0.8483732	0.9342682	0.66684896	0.7746143	0.6462829	0.72500694	0.75145864	0.9143021	0.73150593	0.8766485	0.86506605	0.9190784	0.76071465	0.87972724	0.80167544	0.8647523	0.88431627	0.8703535	0.8546636	0.867114	0.84447783	0.9024516	0.9324473	0.90871924	0.7138475	0.74406993	0.8551848	0.8247099	0.93424475	0.8335	0.96048373	0.6304494	0.94146174	0.9188263	0.7476759	0.9019768	0.8554926	0.90537447	0.8692032	0.79143107	0.8217149	0.87329507	0.8105848	0.83254296	0.828368	0.79431725	0.8103129	0.85882676	0.0	0.86808455	0.7214289	0.7613274	0.79353297	0.84749615	0.74348575	0.66791505	0.9186815	0.81256664	0.92947423	0.7820418	0.7094668	0.93214476	0.9208435	0.7693156	0.8357969	0.81517565	0.90119755	0.9115832	0.9552352	0.9344096	0.93853116	0.78159845	0.73980886	0.8825337	0.9485265	0.6222913	0.8098178	0.7139898	0.8834219	0.6812476	0.71325827	0.72520703	0.87865233	0.801172	0.9572407	0.923095	0.9605967	0.77837706	0.9093214	0.72060573	0.7857169	0.83733153	0.89797276	0.92679477	0.87043184	0.8587367	0.65957475	0.68626964	0.8897195	0.9148874	0.9190984	0.7116343	0.58727753	0.6950145	0.53820443
mengsel/noun	0.9443023	0.9511319	0.89907265	0.8830985	0.86534	0.7712821	0.9632923	0.89942867	0.88898706	0.82989395	0.8313614	0.8182124	0.90158415	0.8817894	0.92973804	0.8995187	0.8427919	0.8307347	0.8478783	0.94534403	0.8455703	0.8992634	0.8539538	0.84183466	0.9132986	0.9255189	0.9125674	0.656821	0.8655156	0.82032377	0.86113703	0.866895	0.908236	0.8737428	0.88443524	0.8531842	0.90967685	0.82849145	0.942306	0.8162693	0.86086464	0.72535855	0.90392834	0.8713097	0.89272755	0.90356374	0.9437661	0.91456985	0.89100623	0.87163883	0.85511595	0.9275677	0.8954796	0.9100568	0.8792688	0.8783593	0.8184726	0.8776368	0.90078133	0.76559496	0.9100631	0.81675416	0.7319429	0.83904725	0.84983945	0.7431316	0.86141574	0.7939041	0.89680314	0.8504587	0.8455391	0.8901583	0.8019682	0.86808455	0.0	0.84609723	0.85906404	0.8105282	0.896933	0.7959867	0.8583659	0.93803954	0.85265523	0.8907139	0.83847183	0.85205114	0.9312342	0.8845579	0.7954516	0.859203	0.7937973	0.92262936	0.92468655	0.9486426	0.9102834	0.92602956	0.9138293	0.8806063	0.78579026	0.89932406	0.7988422	0.8372579	0.86109275	0.84801173	0.8495197	0.86487377	0.8395951	0.91535175	0.85829645	0.94737506	0.95499825	0.93812966	0.9056477	0.87150705	0.84764606	0.838568	0.89659774	0.9075618	0.86429733	0.8930315	0.8384892	0.7723378	0.8345857	0.9489386	0.90444297	0.88472617	0.86278677	0.81846994	0.8570702	0.85677886
minder/adj	0.9068088	0.89308405	0.73448724	0.89733315	0.86772406	0.85724056	0.9506175	0.827455	0.78270507	0.8120261	0.62592983	0.8045724	0.85060906	0.8744925	0.9398618	0.9151982	0.8592506	0.82779706	0.8595351	0.91170007	0.9113726	0.9275558	0.71980476	0.7775578	0.82398534	0.8207849	0.92092216	0.6353283	0.75288546	0.66576636	0.80521005	0.83092004	0.83872247	0.82942194	0.87426424	0.8841126	0.93504083	0.80709916	0.89378595	0.8250624	0.9033523	0.8208635	0.8763379	0.9213274	0.9168283	0.8776944	0.92294353	0.8847385	0.89325583	0.7644735	0.78078955	0.8980396	0.82823634	0.9200656	0.86671907	0.95896816	0.7248393	0.9095008	0.91606796	0.827966	0.8918576	0.84532773	0.8662472	0.8982732	0.83352584	0.80222815	0.8838543	0.7958199	0.87860614	0.8742578	0.85748243	0.8372842	0.87897754	0.7214289	0.84609723	0.0	0.80193174	0.81738317	0.9027165	0.8323187	0.6531251	0.94116616	0.8668581	0.91066736	0.8204895	0.8087049	0.944221	0.8972271	0.8551513	0.90087014	0.86172956	0.94080865	0.8687467	0.94331384	0.9300165	0.9053076	0.847859	0.66785175	0.88577837	0.9509655	0.7807777	0.85995	0.8200747	0.86294734	0.692917	0.5690918	0.80047345	0.85351086	0.807414	0.9421255	0.9511186	0.9438948	0.8448854	0.90571135	0.5107087	0.7501992	0.869879	0.8895449	0.8926623	0.89947665	0.7948264	0.74305487	0.64965	0.88711476	0.9213479	0.91531724	0.7833335	0.5349331	0.6817952	0.6292175
model/noun	0.8815144	0.91404957	0.80815935	0.81526756	0.8111343	0.84410685	0.9072057	0.86908364	0.7534221	0.75064594	0.7793105	0.77135104	0.87276363	0.8591988	0.9323883	0.8082762	0.8038169	0.74543417	0.71339643	0.8706912	0.87244284	0.83961904	0.8379078	0.7833092	0.8578858	0.8258403	0.8986219	0.65101284	0.8277683	0.7491976	0.69836557	0.75216377	0.9227759	0.83189726	0.79387134	0.83773947	0.85923076	0.7565663	0.8654039	0.758295	0.8188727	0.7687174	0.83344805	0.8805356	0.81762445	0.87122667	0.94519717	0.8671237	0.8095392	0.8305126	0.7743812	0.8278041	0.8262346	0.8833529	0.8942216	0.8710693	0.7279997	0.8959183	0.86615086	0.7572737	0.81562316	0.8100593	0.90116584	0.8479707	0.7452048	0.83852243	0.78181005	0.77189535	0.8923088	0.81970185	0.7905342	0.7685617	0.80313253	0.7613274	0.85906404	0.80193174	0.0	0.71474856	0.88007563	0.75644267	0.7650688	0.9432775	0.83806956	0.8408021	0.7573854	0.7971215	0.90207535	0.81363606	0.7920958	0.8838896	0.81303716	0.8876486	0.856563	0.94007564	0.91791606	0.897788	0.84995973	0.7657939	0.79055107	0.9055302	0.65051866	0.7653216	0.76277333	0.8142438	0.7644019	0.8302697	0.7759583	0.8710362	0.79235244	0.9184356	0.9314369	0.9416109	0.833578	0.7896142	0.82027245	0.7478813	0.8461988	0.9060406	0.888777	0.8571572	0.80346435	0.68480396	0.78177375	0.9200459	0.8491116	0.8306701	0.8019266	0.7358275	0.80424255	0.7731383
mooi/adj	0.8856796	0.91593146	0.85756135	0.8025782	0.75413585	0.82950544	0.8889828	0.8543097	0.83167696	0.7963561	0.6449224	0.7155204	0.84818053	0.846515	0.940745	0.83095527	0.7679447	0.66713065	0.76031876	0.85572195	0.8710401	0.80373096	0.7906475	0.782871	0.9150315	0.847605	0.8909626	0.6075773	0.76764953	0.7096541	0.7130909	0.72707736	0.9215653	0.7854638	0.7892202	0.8008429	0.88601315	0.72743714	0.9214872	0.71206874	0.7698775	0.70563245	0.8109834	0.8751795	0.8096923	0.8444885	0.9588594	0.850072	0.80541027	0.78684783	0.7148101	0.82035714	0.813055	0.8791431	0.8534403	0.8951199	0.7242708	0.86005014	0.85097945	0.70943046	0.85147417	0.7990683	0.8556967	0.78048456	0.67184246	0.69862866	0.7415265	0.77183914	0.8911891	0.7201227	0.6739939	0.7665796	0.7742982	0.79353297	0.8105282	0.81738317	0.71474856	0.0	0.8850354	0.6865349	0.76506495	0.89046395	0.7526179	0.76049113	0.74748284	0.8001207	0.9290609	0.75330734	0.7661381	0.84360886	0.7857538	0.8429439	0.8211278	0.9226532	0.9038291	0.8911979	0.8553581	0.8530829	0.76212066	0.88943064	0.6231673	0.79821587	0.79460126	0.74254775	0.7592007	0.8446889	0.7738511	0.83748466	0.81807816	0.90812457	0.9375003	0.9076032	0.85341024	0.7117405	0.8091759	0.76788336	0.8058964	0.9208931	0.8266814	0.7856764	0.81190675	0.72972083	0.73213744	0.95035934	0.8476994	0.82004863	0.7961766	0.7308929	0.78099674	0.7588575
motoriek/noun	0.9423205	0.9396845	0.91518044	0.9265751	0.89451057	0.92864937	0.9580157	0.8887852	0.8429017	0.7820152	0.8583361	0.8466665	0.91937304	0.87900984	0.93051976	0.93722963	0.8154814	0.8352086	0.8690125	0.82064337	0.90526515	0.90018076	0.883919	0.8731991	0.8961756	0.95202947	0.877501	0.8111394	0.8831274	0.84577143	0.8331783	0.8742764	0.85314995	0.7914145	0.9346072	0.87696546	0.8757727	0.84637123	0.9431913	0.8507667	0.8379676	0.9060324	0.9242094	0.834798	0.87792325	0.89902747	0.8878128	0.8742299	0.9225412	0.895607	0.8552279	0.95024514	0.9047023	0.91264933	0.8882761	0.9510935	0.81783706	0.9341727	0.91357356	0.80463237	0.8986571	0.9146661	0.91635513	0.9138352	0.8841506	0.905764	0.8932371	0.8550444	0.77395666	0.89539653	0.86034745	0.8779025	0.89849234	0.84749615	0.896933	0.9027165	0.88007563	0.8850354	0.0	0.8403462	0.83735424	0.90195334	0.9014764	0.9222193	0.8471683	0.8181402	0.93833774	0.94712514	0.8040761	0.78790766	0.88302743	0.88977796	0.89487946	0.91002005	0.9224501	0.9318349	0.8191997	0.88461185	0.93377966	0.88580394	0.79767287	0.8949756	0.828665	0.9492389	0.8448568	0.87895226	0.86604893	0.8861698	0.89006406	0.93493354	0.93585384	0.9524421	0.8445805	0.9134333	0.8929682	0.8761281	0.8927198	0.92671114	0.94682133	0.8839265	0.9298499	0.836046	0.827848	0.9334811	0.93086463	0.93474007	0.8988254	0.8376741	0.85768056	0.8585566
muziek/noun	0.89378434	0.9293844	0.8278238	0.8948136	0.6850749	0.8602624	0.94051915	0.77477986	0.76286435	0.71622896	0.7251385	0.77929324	0.905886	0.8504275	0.72534025	0.9154512	0.6407126	0.54207104	0.8284545	0.7668774	0.5868624	0.89576876	0.8083443	0.79194033	0.8890737	0.88169825	0.9380273	0.58927464	0.8129309	0.7165302	0.6945629	0.5636271	0.9068099	0.7876792	0.8569249	0.8382177	0.87398005	0.55876076	0.9130916	0.799512	0.60467964	0.81333447	0.8145025	0.6936809	0.83033085	0.81451666	0.9074485	0.8830723	0.87245095	0.7916758	0.7646698	0.7587178	0.8046192	0.9226319	0.86545444	0.95080554	0.67062485	0.92624664	0.88585526	0.45836282	0.8900975	0.8675886	0.9198263	0.731764	0.7226043	0.75453645	0.8127143	0.8125589	0.8229711	0.55153316	0.46487015	0.8340001	0.8435397	0.74348575	0.7959867	0.8323187	0.75644267	0.6865349	0.8403462	0.0	0.73793995	0.8777538	0.80778563	0.89069223	0.79701245	0.73626006	0.91315424	0.8756563	0.5057624	0.6676922	0.49396378	0.9274193	0.89502305	0.9487065	0.9419876	0.9548451	0.8119615	0.78975844	0.8817092	0.94850135	0.5245322	0.79239017	0.6591146	0.8447598	0.74465024	0.8476495	0.6718516	0.8944105	0.7814181	0.97327197	0.94695103	0.9374491	0.8377148	0.86034286	0.8149666	0.73708	0.8189027	0.9269505	0.90066636	0.6578175	0.8115758	0.7317016	0.7718053	0.943117	0.8842151	0.86113906	0.833851	0.76542675	0.78362167	0.76972663
nogal/adv	0.8557378	0.8762179	0.71479166	0.8407706	0.8070198	0.8687063	0.95144284	0.82758534	0.69233763	0.72197354	0.5988294	0.6898102	0.81745243	0.8851296	0.92756176	0.9108081	0.76494074	0.7397498	0.77370715	0.8655313	0.8584859	0.8695189	0.7403985	0.7043493	0.79014266	0.7631999	0.8763828	0.6334823	0.69790125	0.5774319	0.6849102	0.7123098	0.8830435	0.72528964	0.8375855	0.83131266	0.88655317	0.7116601	0.85759103	0.7094164	0.7927767	0.8069513	0.8902732	0.90589136	0.8574238	0.8319262	0.90207064	0.87688375	0.8239191	0.702854	0.5362757	0.78998446	0.76837134	0.86172616	0.7968117	0.93919414	0.6002132	0.89030725	0.8984392	0.72608054	0.88119197	0.76715523	0.8857152	0.8285295	0.7478861	0.7928705	0.8295791	0.7851483	0.83220947	0.7848369	0.7350248	0.78438234	0.88009834	0.66791505	0.8583659	0.6531251	0.7650688	0.76506495	0.83735424	0.73793995	0.0	0.9101773	0.81262064	0.8672283	0.81689584	0.7538685	0.93461484	0.8417515	0.7629304	0.866423	0.7793497	0.91297805	0.81810015	0.9204252	0.90205747	0.88048524	0.8145232	0.6730573	0.8293959	0.91572464	0.62884283	0.7794019	0.69541156	0.82739276	0.49831033	0.4982382	0.7462071	0.8342438	0.7541761	0.93848485	0.92640376	0.93493074	0.8212241	0.864778	0.62679124	0.66453314	0.8111458	0.89338607	0.8771437	0.82632315	0.8641008	0.72633016	0.44021916	0.92793775	0.8971359	0.860879	0.74873215	0.5379038	0.57368124	0.55973136
one-liners/noun	0.9647223	0.936799	0.9131191	0.96045107	0.92868775	0.9301747	0.9568409	0.94610596	0.94398576	0.8997832	0.91058797	0.9436815	0.93994075	0.9290896	0.95702386	0.9294654	0.86834615	0.8972147	0.9390974	0.8776219	0.91808355	0.92394483	0.94404787	0.9134488	0.93670034	0.9420918	0.9536892	0.89548665	0.9249477	0.8916224	0.9019425	0.8567921	0.912778	0.9109202	0.9669606	0.94260216	0.93356895	0.91239977	0.94214916	0.92324394	0.8890091	0.96848583	0.9287161	0.88078904	0.9421551	0.9166072	0.9170602	0.9523507	0.9533351	0.9415848	0.91056573	0.9152921	0.9386752	0.94948614	0.91113645	0.93718666	0.92474806	0.93892896	0.9429023	0.8846939	0.94263023	0.93944436	0.9353529	0.942023	0.9476912	0.9421336	0.92095804	0.966822	0.91794336	0.8891477	0.82393324	0.9382799	0.9295986	0.9186815	0.93803954	0.94116616	0.9432775	0.89046395	0.90195334	0.8777538	0.9101773	0.0	0.9147778	0.9713332	0.9372689	0.8989979	0.92656237	0.9705349	0.88834035	0.9032772	0.9025232	0.95835304	0.94139326	0.95592636	0.9716442	0.9385041	0.9135709	0.93331593	0.9534802	0.9367236	0.85641265	0.9466721	0.89228594	0.95434326	0.89717895	0.94705385	0.8934447	0.96045196	0.94768655	0.952754	0.92004263	0.9178484	0.93753284	0.94701964	0.9349918	0.9003064	0.8920016	0.9627133	0.9506744	0.9159283	0.95095235	0.9360402	0.9282424	0.9485565	0.9466247	0.9653274	0.9355067	0.9163263	0.94645625	0.90903664
opgebouwd/adj	0.9157833	0.9196938	0.8784299	0.8634918	0.83874464	0.86036795	0.92989224	0.8670812	0.81627303	0.81031734	0.7925153	0.8552876	0.87053424	0.8967332	0.91597015	0.862808	0.8102522	0.72901946	0.7337997	0.91042036	0.8898343	0.9532536	0.8557023	0.8053667	0.870243	0.8895511	0.94021285	0.74582523	0.8765341	0.79534286	0.8136334	0.79147846	0.9059754	0.853052	0.83174235	0.9085795	0.9214633	0.80871	0.908906	0.887686	0.85410386	0.82569844	0.8541646	0.8939681	0.8606112	0.87538266	0.9291571	0.9124148	0.9110175	0.92278534	0.84389323	0.8717402	0.925273	0.92856944	0.91063374	0.917536	0.799135	0.88550556	0.8873919	0.8188775	0.8570646	0.9037581	0.8936625	0.89728445	0.7955358	0.897032	0.8376601	0.86303055	0.91355854	0.83896506	0.8242896	0.81538	0.9050649	0.81256664	0.85265523	0.8668581	0.83806956	0.7526179	0.9014764	0.80778563	0.81262064	0.9147778	0.0	0.80828923	0.7618317	0.8443367	0.9269913	0.8572712	0.8065723	0.85498905	0.8460461	0.92344916	0.919052	0.9250467	0.9391523	0.94390625	0.8818324	0.85661453	0.8227061	0.9440816	0.7667946	0.842466	0.86541206	0.8771752	0.79138434	0.8674532	0.81441855	0.8891325	0.86772394	0.9552088	0.9282321	0.9331266	0.8600742	0.85682875	0.8667306	0.78080416	0.853552	0.92912334	0.85623693	0.8454519	0.84159654	0.7910123	0.8593557	0.9352545	0.8837007	0.8832792	0.90233624	0.78675115	0.8427345	0.8525753
opgetrokken/adj	0.93338794	0.9354904	0.8992047	0.80881155	0.9071913	0.83286273	0.9255408	0.92748684	0.9120784	0.8691009	0.8923105	0.78819054	0.885878	0.8918248	0.9589946	0.86333275	0.89130735	0.85161656	0.7341386	0.9038763	0.9323459	0.89730936	0.9144163	0.8818238	0.94016474	0.9304444	0.8938508	0.7718077	0.8891586	0.8260313	0.82742834	0.90820247	0.91963005	0.86522514	0.7193384	0.8456731	0.87065583	0.86491334	0.9140736	0.81089914	0.8789796	0.76127553	0.9104078	0.94158286	0.86686957	0.926298	0.96442306	0.87809944	0.8501487	0.9336881	0.82718676	0.9335691	0.8946595	0.87655663	0.9163881	0.8641293	0.87041473	0.85699916	0.8632162	0.8483595	0.87691134	0.8358147	0.86741185	0.9183551	0.79131913	0.88112855	0.847934	0.8471631	0.8904656	0.86250424	0.8799694	0.8642187	0.8378295	0.92947423	0.8907139	0.91066736	0.8408021	0.76049113	0.9222193	0.89069223	0.8672283	0.9713332	0.80828923	0.0	0.8575141	0.90456295	0.9372829	0.74205333	0.87493914	0.9252465	0.8960122	0.8692403	0.841202	0.90955484	0.9092606	0.8885787	0.92895424	0.9165221	0.7343881	0.8817303	0.8063289	0.8577278	0.9177118	0.8174001	0.87214947	0.89340067	0.9327166	0.8467974	0.866471	0.9468738	0.90897286	0.8864406	0.9389494	0.795282	0.90578586	0.8400245	0.9399989	0.9372056	0.85241926	0.8941889	0.8565856	0.85511184	0.86941403	0.9296331	0.83447206	0.82353103	0.8863561	0.88737524	0.88250935	0.8961522
patroon/noun	0.91783696	0.8984621	0.83631194	0.85214025	0.82161105	0.85316914	0.9272723	0.88027257	0.7918997	0.7464695	0.7973685	0.79940915	0.8510319	0.90336335	0.9018327	0.86779344	0.7971112	0.700948	0.7427604	0.89449215	0.8828101	0.8833652	0.83159685	0.7788582	0.86648864	0.8824547	0.9075956	0.69651705	0.83913994	0.78851783	0.7195194	0.85207033	0.9171226	0.8010103	0.82049644	0.8127084	0.8712263	0.7541015	0.90971744	0.75721014	0.8387267	0.801924	0.83222365	0.87724817	0.83153796	0.88697535	0.92299116	0.8620829	0.8260975	0.86857307	0.8230865	0.8974448	0.87516534	0.8834158	0.8776964	0.8932289	0.74194324	0.87729347	0.8280812	0.7618487	0.8717616	0.842469	0.83183193	0.87462294	0.7289369	0.8675216	0.7471194	0.7438357	0.8646702	0.8346377	0.8139976	0.7189008	0.8711397	0.7820418	0.83847183	0.8204895	0.7573854	0.74748284	0.8471683	0.79701245	0.81689584	0.9372689	0.7618317	0.8575141	0.0	0.8297013	0.8698978	0.8076828	0.7289078	0.8265919	0.86374587	0.88112247	0.846918	0.92961246	0.9015696	0.91665447	0.8541206	0.79406613	0.7897407	0.92976993	0.73989224	0.8023588	0.805878	0.859868	0.80612206	0.84061825	0.7671023	0.8519219	0.8277847	0.9353519	0.91543543	0.94041586	0.8399155	0.8083888	0.84320515	0.7729034	0.8878206	0.9094373	0.8348259	0.84639525	0.81794786	0.72704506	0.8313521	0.917905	0.8660563	0.8401131	0.8318956	0.7670723	0.8057794	0.8048536
persoonlijkheid/noun	0.8751635	0.8928371	0.82912165	0.8825541	0.83076274	0.9252216	0.9212574	0.85387707	0.7487707	0.7486867	0.7247642	0.79530853	0.8957572	0.8743372	0.88958436	0.92063123	0.77110666	0.74634886	0.8106975	0.8943336	0.88487345	0.89587826	0.8148874	0.7512049	0.8606857	0.88034624	0.9311114	0.70764977	0.8317346	0.7063619	0.62028533	0.7537013	0.84908545	0.77094537	0.87952805	0.82674754	0.869406	0.79837036	0.8573843	0.7829472	0.8565088	0.8820921	0.89687544	0.8693371	0.85781956	0.81873894	0.90656877	0.920333	0.89996326	0.78276634	0.7567593	0.85377824	0.82495236	0.9098046	0.83021456	0.94503665	0.6072089	0.9283615	0.93918145	0.72937477	0.8802154	0.8753861	0.9266525	0.85855097	0.7848795	0.884714	0.8674241	0.8067056	0.8090328	0.8221557	0.81195277	0.83864474	0.8591684	0.7094668	0.85205114	0.8087049	0.7971215	0.8001207	0.8181402	0.73626006	0.7538685	0.8989979	0.8443367	0.90456295	0.8297013	0.0	0.9342004	0.9053405	0.7687616	0.8192407	0.7887773	0.9421535	0.910552	0.9399245	0.9048057	0.9148236	0.78643197	0.7770393	0.8869194	0.91977453	0.62587905	0.79096353	0.78201485	0.9227116	0.7336166	0.81633914	0.77527803	0.8929926	0.8066051	0.9523616	0.95582205	0.9499433	0.82971275	0.87254	0.7705341	0.7808682	0.83692795	0.9041563	0.91907007	0.8729334	0.8728334	0.7518713	0.774899	0.94320714	0.8793466	0.9084573	0.8320394	0.7028477	0.7957783	0.726633
pixels/noun	0.9821241	0.96871185	0.9691573	0.9439622	0.92347616	0.94459134	0.94802266	0.9734841	0.9384313	0.9163292	0.9483549	0.94617194	0.9560274	0.94314873	0.94391966	0.93830526	0.91462183	0.8765667	0.9010933	0.94308937	0.9300659	0.94166017	0.95903355	0.9133116	0.92792004	0.9767417	0.95298505	0.92127633	0.96992224	0.96806693	0.91348344	0.9368816	0.9262142	0.9388571	0.93604267	0.9064257	0.890066	0.8715895	0.9802796	0.92552537	0.9460552	0.93541944	0.86839414	0.92112	0.91649234	0.981031	0.94660056	0.9378545	0.9535059	0.9432711	0.9262755	0.95955455	0.9672395	0.9206311	0.9415629	0.9359324	0.9259592	0.9490463	0.87154925	0.9005147	0.90954804	0.96445626	0.90204847	0.9783344	0.92429686	0.95699257	0.8508771	0.9108998	0.933859	0.9568235	0.93206406	0.9138506	0.91531163	0.93214476	0.9312342	0.944221	0.90207535	0.9290609	0.93833774	0.91315424	0.93461484	0.92656237	0.9269913	0.9372829	0.8698978	0.9342004	0.0	0.94475883	0.90841615	0.9514516	0.9464036	0.91853786	0.96003175	0.91171217	0.9487246	0.929486	0.9536779	0.9251576	0.9403289	0.9515709	0.9214146	0.92774236	0.9407763	0.9548485	0.93754685	0.94157714	0.93458617	0.9463535	0.9428087	0.9478943	0.9112915	0.9488915	0.94309616	0.92913145	0.9380659	0.906941	0.9653477	0.93599504	0.9463507	0.96526384	0.86275643	0.90386	0.95123297	0.91689664	0.93242294	0.9287697	0.95251906	0.9394698	0.9586169	0.95794314
raam/noun	0.8964063	0.91012686	0.869419	0.67842937	0.9050984	0.7043668	0.9357486	0.9118605	0.9329534	0.86667407	0.8877957	0.7197054	0.793996	0.9073348	0.9638903	0.7825058	0.9177926	0.85074544	0.7272341	0.9522629	0.93131864	0.8721677	0.88809997	0.8609799	0.94139916	0.92286295	0.8327686	0.67734617	0.78235143	0.792832	0.8193901	0.91471153	0.9601051	0.8711994	0.6034219	0.84199095	0.89443827	0.79131436	0.9205603	0.71066606	0.80606323	0.589361	0.9103431	0.94559157	0.88252324	0.93193805	0.9882048	0.8366467	0.70709455	0.8894107	0.8244387	0.9309216	0.8321936	0.85355043	0.9111487	0.84541106	0.8781221	0.83480424	0.7550726	0.8557375	0.8075729	0.79222953	0.88104963	0.88688993	0.77926666	0.8146486	0.75789833	0.7499229	0.93272084	0.89112896	0.8914326	0.8067192	0.91611564	0.9208435	0.8845579	0.8972271	0.81363606	0.75330734	0.94712514	0.8756563	0.8417515	0.9705349	0.8572712	0.74205333	0.8076828	0.9053405	0.94475883	0.0	0.8645634	0.92031354	0.91068906	0.90282744	0.7708128	0.8622496	0.8467256	0.90930706	0.96102786	0.8680161	0.65243626	0.9185102	0.83676493	0.83966047	0.8983733	0.71468544	0.85744077	0.8986951	0.90334016	0.8665149	0.87669295	0.9056047	0.9277918	0.89892304	0.9348861	0.7617137	0.9179615	0.82733047	0.951005	0.91729903	0.8098718	0.8904075	0.8293905	0.8332352	0.8376981	0.94545627	0.8075973	0.6645858	0.7544253	0.89258116	0.8575622	0.8800191
ritme/noun	0.91308683	0.9059016	0.811565	0.89507246	0.71278524	0.85587853	0.9481504	0.8109176	0.8053801	0.690902	0.7872464	0.7635066	0.8395058	0.8622725	0.7760763	0.89039207	0.68666446	0.6191284	0.7931639	0.7876149	0.69748384	0.8867681	0.8208904	0.802035	0.8979812	0.8945711	0.882913	0.6552168	0.7972659	0.7224879	0.756884	0.7842379	0.86921835	0.772831	0.8763398	0.84258986	0.8677592	0.62603986	0.90254617	0.7935646	0.6441798	0.8291494	0.8686554	0.63858926	0.84925306	0.84264386	0.8765526	0.8294211	0.83680505	0.8162834	0.770941	0.8781593	0.8411032	0.8853743	0.8957522	0.93243253	0.69718635	0.88623273	0.88492686	0.52925056	0.8722657	0.8374343	0.90019447	0.81790197	0.7612344	0.7960881	0.8191514	0.7757665	0.83684206	0.7206974	0.6669792	0.7652612	0.84198856	0.7693156	0.7954516	0.8551513	0.7920958	0.7661381	0.8040761	0.5057624	0.7629304	0.88834035	0.8065723	0.87493914	0.7289078	0.7687616	0.90841615	0.8645634	0.0	0.6132567	0.65067726	0.8877325	0.8414707	0.9189138	0.9290968	0.92688084	0.8113418	0.8302717	0.86267954	0.91273236	0.58294064	0.83308446	0.754318	0.8747421	0.7591501	0.8483296	0.7656795	0.836931	0.81043833	0.9520189	0.9275437	0.95848346	0.8399149	0.8675374	0.84601134	0.7857728	0.86328	0.91091615	0.88733435	0.71525776	0.81063366	0.74754906	0.7523413	0.9348995	0.89392924	0.88959086	0.8324995	0.7944109	0.79835975	0.7852912
