	1999/noun	AG/name	Bax/name	Belgische/name	Chrysler/name	Europa/name	Fabricom/name	Franse/name	Hof/name	Italiaan/noun	Nissan/name	Philips/name	Top/name	Unilever/name	activiteit/noun	administratie/noun	afdeling/noun	al/adv	bank/noun	bank_sector/noun	bedrijf/noun	bedrijf_terrein/noun	bestuurder/noun	binnen/prep	bovendien/adv	brandweer/noun	choreografie/noun	club/noun	concern/noun	container_park/noun	daarom/pp	dagenlang/adj	die/det	dienst/noun	diep/noun	directie/noun	dochter/noun	doorgaans/adv	drastisch/adj	dringend/adj	druk/noun	dus/adv	economie/noun	eerder/noun	eerst/adv	en/vg	er/adv	fabriek/noun	familie_bedrijf/noun	filiaal/noun	flink/adj	fors/adj	gebied/noun	gewoon/adj	groep/noun	grondig/adj	grotendeels/adv	het/det	huishouding/noun	ingekort/adj	intussen/adv	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	keer/adv	landbouw_sector/noun	leger/noun	lening/noun	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	maar/adv	management/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	merk/noun	moet/verb	namelijk/adv	netwerk/noun	nu/adv	om/comp	onderneming/noun	opleiding/noun	opnieuw/adv	organisatie/noun	overheid_schuld/noun	productie/noun	regio/noun	schooljaar/noun	schuld/noun	secretariaat/noun	sector/noun	slechts/adv	snel/adj	spoor_weg/noun	staal_industrie/noun	staat_bedrijf/noun	tak/noun	ten/adv	terwijl/comp	tijd/noun	top/noun	topman/noun	tot/prep	totaal/noun	traject/noun	uiteindelijk/adj	ver/adj	vermoedelijk/adj	vermogen/noun	vervolgens/adv	voetbal/noun	voetbal_bond/noun	volgens/prep	volledig/adj	volop/adv	voor/comp	waardoor/pp	we/pron	weer/adv	wij/pron	ze/pron	zich/pron	zichzelf/pron	zodat/comp	zonder/comp	zonder/prep	zwaar/adj
totaal/noun	0.7759437	0.92445815	0.9521168	0.923357	0.8979988	0.85178113	0.93787754	0.91721714	0.89822036	0.879846	0.8973193	0.8787174	0.9175546	0.8945901	0.8628182	0.8235242	0.8545417	0.85417455	0.8236556	0.9111625	0.78485453	0.8871328	0.8054147	0.85336673	0.7859064	0.8668842	0.94803137	0.91134304	0.8337715	0.8812551	0.8535803	0.9043084	0.8538796	0.85044914	0.9402691	0.8807568	0.89267063	0.84585	0.8438028	0.88412213	0.8900429	0.84589845	0.9171399	0.8636509	0.8495007	0.7936936	0.8109977	0.83731544	0.91714704	0.8330884	0.82710296	0.7812231	0.8192593	0.83874846	0.82354224	0.88231975	0.8241924	0.83823913	0.93851405	0.9596011	0.8199229	0.81425446	0.94904745	0.96666306	0.90756917	0.9276159	0.87753063	0.8134806	0.92324585	0.87568855	0.85326385	0.8936995	0.91791654	0.96370465	0.8627468	0.86373764	0.9348006	0.881897	0.81379455	0.82761467	0.8524325	0.82125926	0.8182976	0.8188726	0.8827519	0.8142698	0.85838896	0.920281	0.82615876	0.8056195	0.8694564	0.8379929	0.87546086	0.8674637	0.71406436	0.860096	0.86891973	0.9569535	0.8868293	0.9209554	0.7759874	0.7860354	0.912093	0.8792947	0.8950153	0.8523246	0.0	0.8520663	0.81912065	0.88799673	0.7921524	0.80901766	0.79909956	0.9297957	0.9073917	0.7993996	0.7852267	0.86823016	0.8128315	0.78755087	0.90260243	0.8979054	0.88553184	0.8446639	0.9154781	0.902957	0.79858446	0.8312736	0.85233426	0.85673344
traject/noun	0.92795825	0.959749	0.97049385	0.94343525	0.9448867	0.8834771	0.95339227	0.89413	0.9382659	0.9325708	0.933549	0.93974423	0.93113434	0.94087166	0.8062247	0.87300867	0.89631665	0.8949451	0.9229449	0.914677	0.8725884	0.8329974	0.8602232	0.8554738	0.7943378	0.8838725	0.92011744	0.9144932	0.9067985	0.8600744	0.85136133	0.9318371	0.8523496	0.8574272	0.89269745	0.9008317	0.9576574	0.87337005	0.8944013	0.8885504	0.9203274	0.85116845	0.9315773	0.9300075	0.8520113	0.7981724	0.84753096	0.8834616	0.9382921	0.88894236	0.8583101	0.88926774	0.7402675	0.88314176	0.8848904	0.8784055	0.8585081	0.85745454	0.9490112	0.9310175	0.87394035	0.9144202	0.9403704	0.9663587	0.91083854	0.93354195	0.91574633	0.9154811	0.9402022	0.89506453	0.9059702	0.8916412	0.92657185	0.97060895	0.8901852	0.88341284	0.96622145	0.8931453	0.8514904	0.8352604	0.80408823	0.8684402	0.8435266	0.8391464	0.8777353	0.8681052	0.88992846	0.95919496	0.8827337	0.8029654	0.8700396	0.9306794	0.92510617	0.883421	0.8581283	0.8489109	0.78229713	0.93848705	0.9420042	0.89094	0.8711475	0.8658398	0.89461946	0.881162	0.94123733	0.90729886	0.8520663	0.0	0.8914631	0.84919554	0.87913275	0.9006873	0.8273505	0.9432049	0.93472165	0.9012923	0.8186846	0.86723673	0.86033005	0.763029	0.90391666	0.87499714	0.9033434	0.90282863	0.8949765	0.9170913	0.74270695	0.8437599	0.86045045	0.86157155
uiteindelijk/adj	0.8257525	0.92843807	0.96161926	0.8883841	0.87579155	0.8404201	0.9399772	0.8762687	0.853662	0.7467468	0.900005	0.8668595	0.87439984	0.8705295	0.88607246	0.8918617	0.90108323	0.8144679	0.860999	0.89173925	0.8534126	0.9192508	0.83580035	0.8221228	0.7531099	0.8388016	0.9190733	0.85474426	0.85758704	0.9102581	0.7158921	0.82661396	0.72250605	0.904552	0.89375824	0.81271696	0.8411191	0.78635144	0.83555734	0.8367584	0.838807	0.71943927	0.8555316	0.8374871	0.73554146	0.74204576	0.8145456	0.86452675	0.9047038	0.89513385	0.7845043	0.8141109	0.8657614	0.8052374	0.8340395	0.8734083	0.78966284	0.76729494	0.9444113	0.94742554	0.7182643	0.8705321	0.9384424	0.9605263	0.79377866	0.9303702	0.8373379	0.8740655	0.9172187	0.875983	0.731856	0.8734652	0.9138867	0.94389474	0.8633313	0.7648922	0.9237942	0.87863785	0.6847373	0.76734793	0.8791578	0.7387808	0.71142	0.82392526	0.89662373	0.7338054	0.85942733	0.9454253	0.87590915	0.87688017	0.8895181	0.8200668	0.9134911	0.871694	0.73644984	0.6800972	0.8919296	0.9176002	0.9118505	0.89144874	0.73404145	0.7386503	0.8120469	0.8344277	0.859049	0.7302048	0.81912065	0.8914631	0.0	0.78932345	0.75816834	0.8439611	0.66094184	0.85599625	0.87958527	0.82415783	0.7702766	0.86030483	0.68209064	0.70112294	0.7781867	0.7508859	0.77361596	0.7054614	0.8484997	0.76446915	0.7005437	0.7406976	0.75566244	0.8133161
ver/adj	0.8817171	0.9277445	0.9729237	0.9435391	0.9396454	0.76449007	0.94776255	0.92501533	0.9195186	0.9025344	0.9380232	0.85847557	0.93598026	0.86940724	0.8358972	0.8660737	0.8871635	0.8516103	0.85541815	0.85289884	0.83358485	0.9263837	0.88602364	0.794101	0.7643665	0.8906291	0.9280908	0.887631	0.82431227	0.89859563	0.7822459	0.8998212	0.80274534	0.91059124	0.87869185	0.8270382	0.9197705	0.8425993	0.7379073	0.8417361	0.82222986	0.79964924	0.77256614	0.8909748	0.81248003	0.7810688	0.8398142	0.8668363	0.8997802	0.9000174	0.7333391	0.7213903	0.7900053	0.8628726	0.8784245	0.8248937	0.7810118	0.80302334	0.94004655	0.9573321	0.73982525	0.88337207	0.9235828	0.9487412	0.8789226	0.9082587	0.89020723	0.9160334	0.9454276	0.8894764	0.8133693	0.8781196	0.9135114	0.9588644	0.83045524	0.7710115	0.9013056	0.8859494	0.815757	0.8307985	0.87344086	0.78386587	0.76676416	0.8474359	0.90981925	0.78646207	0.878054	0.91427785	0.85363865	0.7981911	0.90252554	0.87867546	0.94456637	0.78888935	0.8463065	0.70803845	0.8827128	0.9046816	0.8968833	0.8891445	0.8238716	0.76025456	0.8656455	0.8457669	0.9103729	0.7872527	0.88799673	0.84919554	0.78932345	0.0	0.8720969	0.8628127	0.794992	0.89310604	0.91437745	0.8676368	0.78130364	0.81697935	0.8287071	0.7197697	0.77545077	0.7651424	0.81514114	0.8329548	0.8724508	0.8705572	0.7350116	0.778748	0.8153293	0.875703
vermoedelijk/adj	0.80731297	0.9494856	0.9661218	0.9087228	0.9195622	0.85244226	0.9558491	0.8841323	0.8899365	0.79658437	0.87644213	0.90529263	0.92201483	0.9240545	0.8498744	0.8959531	0.86709625	0.8531941	0.8753066	0.93723816	0.8610186	0.88623774	0.8112997	0.8529734	0.79723454	0.730641	0.94465685	0.9019047	0.8867139	0.8779996	0.84029305	0.80944717	0.82295096	0.8627913	0.91525805	0.88003397	0.8191346	0.7866975	0.8765696	0.8867382	0.8573695	0.84099466	0.8827248	0.83161414	0.7917761	0.6937222	0.82682484	0.83067936	0.93061197	0.8500987	0.8340856	0.84455097	0.7830284	0.8442265	0.78291917	0.85684776	0.79049605	0.80626976	0.96146005	0.9519739	0.76750183	0.8871743	0.971604	0.9683137	0.8566457	0.9504341	0.7258949	0.9031037	0.95938396	0.88366055	0.85802716	0.89932156	0.93624085	0.9684241	0.871703	0.81139064	0.955551	0.8905752	0.85856277	0.7766943	0.83505464	0.86289823	0.80694914	0.8715683	0.9048355	0.79850996	0.8252467	0.97135043	0.8489878	0.7892969	0.92925704	0.8342184	0.94051886	0.8932497	0.82557493	0.8212997	0.8741682	0.9369521	0.89188814	0.8301578	0.78126264	0.74400306	0.8841034	0.87752867	0.8832777	0.8392139	0.7921524	0.87913275	0.75816834	0.8720969	0.0	0.8566923	0.7127223	0.90302336	0.8622972	0.73500043	0.806092	0.85079336	0.7733294	0.6938193	0.92561626	0.86492586	0.89623845	0.81176376	0.8398929	0.83932394	0.7504717	0.8065399	0.79474753	0.6978675
vermogen/noun	0.82935727	0.9129946	0.97344625	0.9082399	0.905167	0.84027165	0.94412476	0.9026454	0.8934642	0.8946957	0.87832147	0.8650521	0.93180984	0.8200195	0.80150276	0.8435221	0.87855834	0.90417886	0.7726393	0.8690223	0.76722914	0.9096146	0.8977232	0.8363426	0.70520395	0.93302083	0.8925116	0.8988706	0.78495646	0.92525625	0.8210118	0.9222468	0.77056974	0.8707938	0.93395144	0.8750128	0.8741791	0.7845489	0.86916655	0.9007113	0.85545284	0.76221293	0.8255149	0.91381884	0.8605323	0.75970906	0.9020121	0.88203245	0.888775	0.88205785	0.79836833	0.77809405	0.8483105	0.8682103	0.8672045	0.89116824	0.8071852	0.8527709	0.8374163	0.96774566	0.8665717	0.8744315	0.9209938	0.96083266	0.91425925	0.9137769	0.92366964	0.75281465	0.937992	0.86902887	0.8517716	0.8062706	0.8789009	0.91964936	0.8211283	0.79080665	0.9105114	0.8242816	0.8112739	0.76176625	0.8074671	0.8858483	0.7940834	0.7049464	0.86990416	0.8755218	0.8400361	0.8470664	0.8264054	0.8927951	0.9298939	0.76875806	0.9115707	0.7869269	0.8161094	0.8492026	0.87872696	0.90064937	0.8755066	0.89538205	0.79404986	0.81695414	0.8975605	0.8979737	0.85576236	0.862663	0.80901766	0.9006873	0.8439611	0.8628127	0.8566923	0.0	0.8356936	0.8947275	0.9314856	0.8596193	0.8047866	0.87949574	0.86214715	0.7265209	0.8838581	0.88279545	0.83899707	0.8649226	0.9126634	0.83807826	0.76365614	0.79144603	0.82343644	0.86008894
vervolgens/adv	0.82057035	0.90498257	0.932953	0.904439	0.902633	0.8473891	0.9568387	0.8782294	0.83924836	0.79567206	0.8657422	0.8428168	0.85901225	0.85549533	0.8462199	0.8285372	0.85562956	0.83579063	0.7863754	0.9035063	0.83223206	0.8807864	0.7697684	0.83963764	0.73944956	0.77835053	0.8807734	0.87921584	0.85552573	0.86492896	0.7352905	0.7935703	0.7180854	0.8349733	0.85611045	0.81708235	0.78488153	0.7565604	0.8471719	0.80880326	0.8395641	0.7623813	0.8738427	0.82520294	0.5451771	0.5770817	0.80257106	0.80405205	0.89647555	0.85275024	0.7276008	0.8010911	0.82066584	0.7162856	0.8453985	0.80257684	0.7577199	0.7495174	0.94087744	0.9114718	0.6799684	0.87836653	0.94016975	0.9668908	0.7875511	0.94218427	0.8033471	0.8658385	0.94484025	0.8651422	0.7523875	0.8482252	0.8920576	0.9386423	0.8153708	0.8116104	0.9263242	0.81571275	0.7180831	0.7097844	0.7992012	0.7708533	0.6900004	0.8359452	0.8690394	0.69049895	0.8539422	0.9459351	0.8180958	0.8360636	0.87661356	0.84346336	0.86794186	0.87619185	0.79038256	0.7159896	0.86184037	0.943175	0.8933484	0.80310994	0.74822587	0.5818889	0.84435755	0.8343848	0.8677647	0.80606925	0.79909956	0.8273505	0.66094184	0.794992	0.7127223	0.8356936	0.0	0.8767347	0.85500515	0.81535256	0.7132156	0.81313646	0.62649894	0.6064234	0.7659585	0.7013652	0.78429765	0.52286345	0.7924531	0.74503106	0.5515312	0.62542784	0.7258954	0.80004245
voetbal/noun	0.9007232	0.9394022	0.93807983	0.9095729	0.93653345	0.8441397	0.9648592	0.87049425	0.9047572	0.83329296	0.9429265	0.88282377	0.88321906	0.89642656	0.84623003	0.9105933	0.8695169	0.87212014	0.86960226	0.9051751	0.8740001	0.9699798	0.9224346	0.8722859	0.8179522	0.9649877	0.88080937	0.6377684	0.8756203	0.9656979	0.8383798	0.8950182	0.81779677	0.89330053	0.909128	0.9130418	0.89254117	0.8363216	0.91814387	0.90696865	0.8885654	0.8227103	0.8137364	0.8923475	0.88305503	0.80305576	0.9137667	0.90808165	0.8907719	0.89220405	0.8917357	0.9259909	0.92155904	0.8553394	0.85360837	0.9050428	0.88417494	0.8344557	0.9171407	0.9509005	0.8343336	0.8972915	0.93143237	0.77496684	0.8904302	0.91240114	0.88513845	0.926462	0.9388693	0.86435485	0.8213695	0.86656153	0.8508785	0.9761793	0.85415375	0.82455814	0.92005706	0.8392805	0.87806594	0.82928646	0.88169086	0.8460827	0.8569498	0.86007863	0.8434737	0.8288664	0.84220016	0.93874997	0.8848281	0.87662625	0.902279	0.90744966	0.94779474	0.83566284	0.8614321	0.8842075	0.9202761	0.9075765	0.8796849	0.86213344	0.88716763	0.8386117	0.857589	0.81709766	0.9075037	0.9103619	0.9297957	0.9432049	0.85599625	0.89310604	0.90302336	0.8947275	0.8767347	0.0	0.7318351	0.88712937	0.8828578	0.8390912	0.895982	0.85177666	0.82933	0.8379453	0.82259023	0.85197884	0.8942821	0.8560488	0.88268185	0.83880925	0.8326252	0.9012919
voetbal_bond/noun	0.9023797	0.9150265	0.95278996	0.8788067	0.9284096	0.91194206	0.894054	0.8314797	0.8088699	0.8782284	0.92852557	0.8832312	0.9242166	0.89923877	0.88702595	0.8798161	0.8786188	0.901187	0.7642851	0.8592243	0.8228865	0.9621561	0.89449763	0.8586489	0.861738	0.95264274	0.9547118	0.68401444	0.82784355	0.96193826	0.83211863	0.8833983	0.8790677	0.80756056	0.94229215	0.7734435	0.8552134	0.885967	0.9002617	0.85958046	0.88107705	0.90004724	0.80022085	0.84289116	0.8591739	0.8969027	0.91255367	0.8759125	0.9021147	0.8212412	0.92499954	0.9096774	0.9139371	0.9404775	0.8220682	0.89621335	0.89540774	0.8643045	0.92467725	0.9571852	0.8317838	0.9342547	0.9176254	0.90756124	0.8941713	0.8859538	0.7493664	0.8935518	0.88900834	0.70676386	0.9211408	0.8498209	0.91398424	0.96263796	0.86923903	0.89126027	0.8508955	0.88151574	0.8408669	0.8895272	0.8399337	0.865818	0.83863777	0.8478446	0.9068306	0.85460776	0.79765004	0.90762526	0.92864543	0.88786256	0.92356765	0.8561206	0.89320415	0.91580755	0.90295374	0.9170972	0.82056546	0.91527545	0.7588758	0.864054	0.8814594	0.9061419	0.9460625	0.8466399	0.8460023	0.9182496	0.9073917	0.93472165	0.87958527	0.91437745	0.8622972	0.9314856	0.85500515	0.7318351	0.0	0.76575184	0.8982276	0.9176645	0.89872646	0.8927221	0.890022	0.9194564	0.8531592	0.9059996	0.8899556	0.9211802	0.8881184	0.8931981	0.8977699	0.9359815
volgens/prep	0.77943176	0.90790796	0.92460805	0.9115465	0.91661274	0.8076676	0.90230703	0.8638104	0.80062693	0.87618524	0.91114503	0.8509226	0.8949431	0.8536348	0.808209	0.7944844	0.8216123	0.8853405	0.7719573	0.8280768	0.75988156	0.9257526	0.8494473	0.74864197	0.70916384	0.89010656	0.9672915	0.87191474	0.796134	0.9080227	0.7305012	0.85555416	0.806902	0.7583262	0.9467693	0.78622085	0.84648085	0.7812721	0.8140515	0.8131532	0.7597286	0.7955979	0.7472112	0.7993063	0.8335303	0.79616314	0.84173435	0.8512413	0.89000285	0.82133275	0.8804377	0.81467503	0.7895582	0.8813177	0.7883858	0.83622694	0.7937063	0.7635192	0.88202786	0.9682126	0.75203216	0.90491205	0.9164964	0.9565666	0.87515384	0.89515346	0.6651578	0.8519418	0.916701	0.7505364	0.9061222	0.81224674	0.8717457	0.9384245	0.8432639	0.7880894	0.89622486	0.8739015	0.80040205	0.7561444	0.79287803	0.82266533	0.8127856	0.7622739	0.84078115	0.84462404	0.74115765	0.89142406	0.86135685	0.79009223	0.9317157	0.7861473	0.8800188	0.7907821	0.83935916	0.8748423	0.8300638	0.90088445	0.8131744	0.8376053	0.77898264	0.82127804	0.9053126	0.8659765	0.83480746	0.8655466	0.7993996	0.9012923	0.82415783	0.8676368	0.73500043	0.8596193	0.81535256	0.88712937	0.76575184	0.0	0.82264185	0.8676254	0.84628254	0.78131294	0.92005605	0.92347187	0.8596753	0.8919852	0.84069747	0.8686532	0.8069713	0.8146019	0.8277513	0.83378255
volledig/adj	0.833881	0.8961461	0.9714457	0.90242445	0.89531064	0.7904117	0.92585206	0.8732864	0.88641596	0.87073255	0.88186044	0.85678667	0.91394377	0.8620114	0.79320836	0.7780878	0.804588	0.8672269	0.8042822	0.8741432	0.77341354	0.83920324	0.8382579	0.7791029	0.6815394	0.8071476	0.9007602	0.88084775	0.80632377	0.8523777	0.74110043	0.8956347	0.7363657	0.8205062	0.9282229	0.79811114	0.8879917	0.7722767	0.76959985	0.7692443	0.8221891	0.72181326	0.83345556	0.85152274	0.77434343	0.68999165	0.8764438	0.7697712	0.8815159	0.83486074	0.8031139	0.8076621	0.7800952	0.82196105	0.8632386	0.723685	0.5570451	0.76112705	0.9010326	0.9160037	0.7480057	0.86254376	0.9327851	0.953953	0.8750609	0.8893579	0.83464295	0.7966858	0.91701776	0.8595998	0.83959305	0.82910734	0.86697674	0.95336777	0.7856408	0.7828273	0.8963713	0.84683573	0.7317204	0.755135	0.7800356	0.75661224	0.7587044	0.7814026	0.8185879	0.74328303	0.8208387	0.9370216	0.7663009	0.8263037	0.86070395	0.8342607	0.86420786	0.8014476	0.7970158	0.73076296	0.83089286	0.9167352	0.85787547	0.8631337	0.73323166	0.75807106	0.86504173	0.8529659	0.88232183	0.82986045	0.7852267	0.8186846	0.7702766	0.78130364	0.806092	0.8047866	0.7132156	0.8828578	0.8982276	0.82264185	0.0	0.7850691	0.74456906	0.6465275	0.83738256	0.77876645	0.7851423	0.7912799	0.8345528	0.7862646	0.6026029	0.74267054	0.7851721	0.8389996
volop/adv	0.88664377	0.9218627	0.9766762	0.92129505	0.9268316	0.7940361	0.9431695	0.9174673	0.88716996	0.876312	0.90286684	0.8891399	0.9040937	0.8735081	0.8074029	0.88049614	0.8361791	0.7607157	0.87493384	0.8946466	0.8159445	0.9042822	0.9133186	0.8350551	0.7805129	0.90448755	0.9050181	0.851236	0.84154207	0.9049396	0.79027015	0.8704572	0.82684714	0.86688876	0.85909575	0.8622046	0.8974839	0.8111061	0.862519	0.8546313	0.8813039	0.80441546	0.81991285	0.89845777	0.78414845	0.71168655	0.78524256	0.84328794	0.88733745	0.89023304	0.7887163	0.83672136	0.8488605	0.81047475	0.85217786	0.819278	0.7987536	0.81721646	0.9429113	0.9374489	0.75539494	0.83663535	0.9109023	0.9052227	0.9029854	0.92004573	0.8945717	0.9056518	0.9374584	0.8802823	0.82730293	0.8708211	0.8594522	0.9536424	0.8057189	0.8419583	0.9310705	0.81982964	0.82979137	0.7816134	0.8463372	0.7394024	0.7798726	0.837523	0.85716045	0.7663348	0.8504158	0.94983184	0.80612534	0.83825576	0.8716179	0.92388535	0.9242551	0.80140847	0.85236627	0.83000004	0.88508385	0.8913659	0.91767377	0.86826533	0.8309819	0.75002486	0.8008107	0.8712391	0.90052533	0.86045384	0.86823016	0.86723673	0.86030483	0.81697935	0.85079336	0.87949574	0.81313646	0.8390912	0.9176645	0.8676254	0.7850691	0.0	0.8060283	0.7925357	0.7976566	0.78086185	0.80757684	0.8251263	0.87187445	0.8670213	0.7705039	0.80445766	0.8374911	0.8867961
voor/comp	0.83538944	0.9589887	0.9577852	0.9286158	0.9094901	0.8460249	0.9342227	0.9074577	0.8715166	0.8502754	0.9008799	0.88126224	0.9176161	0.89405286	0.89769596	0.85056597	0.87816596	0.73295355	0.8661546	0.93253917	0.87804043	0.89701515	0.8374044	0.8280918	0.7592243	0.8001424	0.9161415	0.8977368	0.88029236	0.88474876	0.76107824	0.83568376	0.7585906	0.8911119	0.85359854	0.83958185	0.83685124	0.7896508	0.862781	0.8141926	0.87099457	0.7385113	0.88067454	0.8560591	0.6318822	0.7012434	0.7632092	0.8507429	0.9051733	0.8897701	0.7997992	0.83305883	0.8499755	0.7452582	0.87745017	0.8027211	0.81367683	0.7717923	0.9548128	0.9572871	0.68757355	0.843879	0.9505272	0.957405	0.8283176	0.95632577	0.85005826	0.88815594	0.948818	0.8978018	0.73704636	0.8768106	0.9129477	0.96127194	0.86755776	0.85094565	0.9515794	0.871993	0.69384074	0.7561697	0.8789645	0.74578774	0.697225	0.883764	0.8659508	0.74060756	0.8879173	0.95242304	0.87370324	0.88996077	0.8665221	0.86855835	0.90523595	0.88911545	0.8116922	0.6734588	0.88315886	0.9488569	0.93392915	0.8645509	0.7779456	0.6811857	0.7900211	0.8693535	0.8779331	0.8145193	0.8128315	0.86033005	0.68209064	0.8287071	0.7733294	0.86214715	0.62649894	0.895982	0.89872646	0.84628254	0.74456906	0.8060283	0.0	0.7172112	0.77128124	0.71467805	0.8005261	0.62210697	0.8302135	0.80554545	0.6601572	0.66889846	0.7292179	0.82688713
waardoor/pp	0.8033385	0.9114383	0.9682957	0.9004145	0.88016135	0.727121	0.94864	0.8762965	0.87114507	0.8283306	0.8434478	0.80495155	0.890174	0.8381909	0.7568905	0.7933298	0.8115953	0.8237846	0.76815283	0.8457856	0.7153103	0.83680516	0.78072375	0.7424693	0.5401989	0.76673365	0.84881186	0.8542732	0.7622339	0.8449513	0.68991613	0.8347659	0.6642389	0.8227743	0.85268503	0.80263746	0.85574573	0.71013635	0.7012124	0.78357345	0.7118812	0.64763486	0.7624134	0.8426254	0.73153424	0.54713666	0.7201834	0.75780684	0.87180525	0.871716	0.652457	0.66446954	0.7331369	0.7533789	0.8067278	0.8023628	0.69734037	0.7183969	0.8935583	0.89998496	0.7283853	0.85299224	0.90373963	0.95205	0.8115341	0.87656325	0.8579621	0.79455936	0.93076706	0.82527626	0.78334004	0.81775403	0.85325885	0.94099885	0.71560884	0.6724272	0.88711286	0.7987343	0.7049906	0.6281589	0.7371067	0.80818045	0.6693902	0.7437695	0.84770215	0.7130793	0.80825233	0.89121413	0.6960956	0.7626782	0.88743144	0.7819887	0.91208076	0.724527	0.70467687	0.62738353	0.792867	0.8867965	0.8609734	0.77530724	0.73446697	0.62305796	0.82336336	0.8328932	0.8599971	0.75781524	0.78755087	0.763029	0.70112294	0.7197697	0.6938193	0.7265209	0.6064234	0.85177666	0.8927221	0.78131294	0.6465275	0.7925357	0.7172112	0.0	0.8234094	0.72863156	0.8121124	0.76009387	0.8363227	0.80551434	0.39565986	0.66423166	0.64072543	0.67733485
we/pron	0.9291463	0.9331142	0.9412851	0.9391923	0.91763306	0.8763668	0.9204386	0.93550557	0.9450019	0.87337506	0.9129377	0.8964561	0.90658224	0.8834483	0.88095	0.87944895	0.9098557	0.76487565	0.89899147	0.91091925	0.8740912	0.92051613	0.90449953	0.8850063	0.74346614	0.91380614	0.9121253	0.81752884	0.88304156	0.9166937	0.6526724	0.8908593	0.7224709	0.91958785	0.873382	0.82196206	0.90591514	0.82770646	0.8939302	0.8033283	0.87723863	0.63658726	0.89976835	0.91486806	0.7162725	0.8320772	0.7530987	0.89948434	0.8849542	0.9273609	0.82696706	0.8858029	0.9175295	0.69035184	0.85624504	0.82990795	0.88055944	0.866175	0.928372	0.94894946	0.7595561	0.8867494	0.8853706	0.9198085	0.8601912	0.9280991	0.9244241	0.9176059	0.9286293	0.9064751	0.6370561	0.8716221	0.87744564	0.91457343	0.8787677	0.8837973	0.9204461	0.8748592	0.600922	0.8173541	0.88297635	0.6107141	0.65882754	0.88380986	0.9131305	0.75816345	0.871619	0.93142605	0.9038806	0.920024	0.8520187	0.91284335	0.9096608	0.8719238	0.84892946	0.76987076	0.8935572	0.92331135	0.9240949	0.94119495	0.85948384	0.79763436	0.80887103	0.8545909	0.93662745	0.9016921	0.90260243	0.90391666	0.7781867	0.77545077	0.92561626	0.8838581	0.7659585	0.82933	0.890022	0.92005605	0.83738256	0.7976566	0.77128124	0.8234094	0.0	0.7097146	0.33972	0.5451077	0.8529899	0.82252634	0.7459605	0.70838314	0.8578682	0.9152502
weer/adv	0.86962754	0.9408205	0.93097997	0.9326284	0.9121506	0.839625	0.9725331	0.9177438	0.9175543	0.8615078	0.9083017	0.8670229	0.9022022	0.8802031	0.8900169	0.922591	0.90923977	0.7853035	0.8884855	0.91842246	0.9057021	0.90948266	0.8783381	0.8668545	0.8133809	0.8906634	0.88940096	0.8578069	0.88908815	0.91287565	0.7790493	0.8582113	0.76009065	0.9328878	0.86466396	0.8892629	0.8785728	0.82408315	0.8653469	0.8528725	0.8742914	0.7504246	0.82313275	0.88670105	0.7660826	0.7535912	0.78986394	0.869469	0.9153744	0.91897494	0.7606568	0.82892984	0.8893603	0.7586586	0.8793258	0.86944246	0.8254899	0.8041584	0.94652945	0.95642585	0.70946515	0.8490037	0.9457047	0.949686	0.8260211	0.92950004	0.9120282	0.9201875	0.9551506	0.9153899	0.7368176	0.90546554	0.9244321	0.9634113	0.84821	0.82723117	0.9280464	0.86368454	0.7701476	0.8145597	0.9014887	0.6694745	0.7344719	0.902677	0.9398515	0.4687388	0.9160697	0.94452524	0.88954747	0.88236064	0.8488784	0.90540564	0.94686776	0.86340415	0.8592617	0.6935869	0.888176	0.9395756	0.9257149	0.85827446	0.8552503	0.69701624	0.76976776	0.8376754	0.8953331	0.8614974	0.8979054	0.87499714	0.7508859	0.7651424	0.86492586	0.88279545	0.7013652	0.8379453	0.9194564	0.92347187	0.77876645	0.78086185	0.71467805	0.72863156	0.7097146	0.0	0.79931235	0.6764437	0.8610207	0.83546257	0.70426214	0.73409486	0.80726457	0.8620763
