	1999/noun	AG/name	Bax/name	Belgische/name	Chrysler/name	Europa/name	Fabricom/name	Franse/name	Hof/name	Italiaan/noun	Nissan/name	Philips/name	Top/name	Unilever/name	activiteit/noun	administratie/noun	afdeling/noun	al/adv	bank/noun	bank_sector/noun	bedrijf/noun	bedrijf_terrein/noun	bestuurder/noun	binnen/prep	bovendien/adv	brandweer/noun	choreografie/noun	club/noun	concern/noun	container_park/noun	daarom/pp	dagenlang/adj	die/det	dienst/noun	diep/noun	directie/noun	dochter/noun	doorgaans/adv	drastisch/adj	dringend/adj	druk/noun	dus/adv	economie/noun	eerder/noun	eerst/adv	en/vg	er/adv	fabriek/noun	familie_bedrijf/noun	filiaal/noun	flink/adj	fors/adj	gebied/noun	gewoon/adj	groep/noun	grondig/adj	grotendeels/adv	het/det	huishouding/noun	ingekort/adj	intussen/adv	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	keer/adv	landbouw_sector/noun	leger/noun	lening/noun	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	maar/adv	management/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	merk/noun	moet/verb	namelijk/adv	netwerk/noun	nu/adv	om/comp	onderneming/noun	opleiding/noun	opnieuw/adv	organisatie/noun	overheid_schuld/noun	productie/noun	regio/noun	schooljaar/noun	schuld/noun	secretariaat/noun	sector/noun	slechts/adv	snel/adj	spoor_weg/noun	staal_industrie/noun	staat_bedrijf/noun	tak/noun	ten/adv	terwijl/comp	tijd/noun	top/noun	topman/noun	tot/prep	totaal/noun	traject/noun	uiteindelijk/adj	ver/adj	vermoedelijk/adj	vermogen/noun	vervolgens/adv	voetbal/noun	voetbal_bond/noun	volgens/prep	volledig/adj	volop/adv	voor/comp	waardoor/pp	we/pron	weer/adv	wij/pron	ze/pron	zich/pron	zichzelf/pron	zodat/comp	zonder/comp	zonder/prep	zwaar/adj
economie/noun	0.7991883	0.90749556	0.9646819	0.9267056	0.8861139	0.6580652	0.9563957	0.8765435	0.9180504	0.91048115	0.8983382	0.80311364	0.93008775	0.8102547	0.774875	0.8555312	0.8078119	0.90678453	0.75835997	0.74909294	0.6741595	0.94650453	0.91229975	0.82052517	0.75470746	0.9530486	0.9285872	0.82539934	0.72424626	0.94834036	0.81154627	0.91669565	0.83635736	0.81534374	0.9241226	0.8863882	0.8548456	0.8236922	0.7735928	0.8451156	0.74980086	0.8062122	0.0	0.84571105	0.88357204	0.7780355	0.89338326	0.8164231	0.8277399	0.82930183	0.77396774	0.70129704	0.8168992	0.91406566	0.7971379	0.8679483	0.79224306	0.8134432	0.9066286	0.9756066	0.8166468	0.82377803	0.86241555	0.9093739	0.905048	0.78832465	0.75158846	0.8209491	0.92632306	0.76131445	0.893755	0.79396176	0.8125492	0.9476682	0.6059056	0.74101126	0.8565427	0.8174023	0.8551127	0.8342571	0.80159056	0.8729725	0.8295587	0.6798922	0.82674325	0.8358024	0.7759558	0.78225684	0.7896507	0.7497133	0.9171389	0.8068397	0.93976605	0.61540127	0.87356246	0.79827183	0.8562504	0.75872344	0.76322687	0.79928565	0.8270645	0.79813075	0.85925174	0.83399844	0.8135128	0.84589493	0.9171399	0.9315773	0.8555316	0.77256614	0.8827248	0.8255149	0.8738427	0.8137364	0.80022085	0.7472112	0.83345556	0.81991285	0.88067454	0.7624134	0.89976835	0.82313275	0.88264585	0.9116412	0.9189392	0.8853928	0.8254833	0.84105784	0.8648163	0.8742691
eerder/noun	0.8276007	0.9246861	0.9377229	0.91304	0.88315547	0.8343685	0.8967848	0.87396485	0.8906611	0.86307716	0.8978802	0.8494763	0.9124452	0.8698726	0.85729635	0.8808676	0.8913323	0.8692066	0.8393679	0.8723413	0.83318824	0.9361939	0.8976109	0.85907006	0.8494648	0.9103632	0.9156768	0.890959	0.813299	0.9445971	0.84686005	0.8369593	0.85676277	0.8953266	0.925677	0.84020954	0.854419	0.8236972	0.86000365	0.8967399	0.8923407	0.88990957	0.84571105	0.0	0.8616578	0.83006275	0.88185227	0.89990234	0.9136962	0.8729815	0.87893414	0.8418612	0.8592812	0.91845816	0.8674979	0.8746757	0.8714129	0.87228143	0.938425	0.9628659	0.8232752	0.8772211	0.933256	0.97040814	0.8730202	0.9145956	0.79197687	0.89565355	0.9245237	0.81912076	0.903988	0.8644364	0.9071342	0.94841903	0.852388	0.83144164	0.8887844	0.911309	0.85620797	0.870493	0.8854844	0.8802192	0.8522451	0.8609253	0.9089703	0.8247726	0.84425455	0.9166345	0.87496156	0.8646889	0.91243404	0.84555686	0.9331652	0.8535938	0.8859895	0.8725927	0.8929881	0.9215808	0.8744271	0.88462406	0.86449885	0.85402596	0.89561	0.9003359	0.85578436	0.8608016	0.8636509	0.9300075	0.8374871	0.8909748	0.83161414	0.91381884	0.82520294	0.8923475	0.84289116	0.7993063	0.85152274	0.89845777	0.8560591	0.8426254	0.91486806	0.88670105	0.88018596	0.85845715	0.8638637	0.8704177	0.86656636	0.84071386	0.8855585	0.8676471
eerst/adv	0.87314	0.9238204	0.9310133	0.9255477	0.9306886	0.84995484	0.94013184	0.92146367	0.8839719	0.83907664	0.90355974	0.8971087	0.8976494	0.90833837	0.900166	0.83375615	0.8458809	0.8102102	0.8641186	0.90048826	0.89078414	0.8996189	0.8416805	0.8227329	0.7650299	0.8344679	0.92848575	0.8818343	0.9021902	0.89538157	0.73377585	0.8561016	0.75021315	0.8644191	0.886963	0.80588377	0.84556675	0.80608433	0.8661666	0.79999596	0.86914676	0.7656143	0.88357204	0.8616578	0.0	0.6669824	0.77228355	0.8698156	0.9193673	0.9041049	0.78033626	0.83734757	0.8467192	0.7222971	0.874845	0.7446804	0.8385245	0.79677755	0.9336654	0.951792	0.7052192	0.8961185	0.9006247	0.9606373	0.8362171	0.9350075	0.85434127	0.8789096	0.9438016	0.8962397	0.7667193	0.85668886	0.88909155	0.95237154	0.86273587	0.8411356	0.9452471	0.8627099	0.670122	0.75371933	0.86338615	0.7526782	0.6621512	0.8821959	0.81165993	0.7104322	0.8740095	0.9430128	0.8782373	0.8488797	0.8710594	0.8659822	0.8905452	0.87939733	0.8265308	0.7440891	0.8681082	0.9417202	0.916134	0.8531884	0.77888477	0.69998896	0.84452856	0.86206174	0.906946	0.84537065	0.8495007	0.8520113	0.73554146	0.81248003	0.7917761	0.8605323	0.5451771	0.88305503	0.8591739	0.8335303	0.77434343	0.78414845	0.6318822	0.73153424	0.7162725	0.7660826	0.762146	0.6343434	0.8246875	0.79059374	0.6471492	0.6783964	0.77123976	0.8460066
en/vg	0.8541193	0.8977292	0.9419081	0.8943152	0.89375854	0.75497633	0.9444686	0.8361955	0.83883244	0.74547267	0.8474916	0.83515036	0.8679592	0.8714287	0.73080194	0.7894001	0.69459224	0.86686426	0.81799173	0.8954481	0.7851737	0.85868895	0.76590204	0.76016253	0.6019671	0.7994801	0.7447145	0.8646838	0.8477603	0.8569005	0.7238822	0.77473867	0.692927	0.7563624	0.8232194	0.8275331	0.7493863	0.6232321	0.7790117	0.7851724	0.78337026	0.7228632	0.7780355	0.83006275	0.6669824	0.0	0.764575	0.7395781	0.8519062	0.8556182	0.65857995	0.7379266	0.69827664	0.65150046	0.7071935	0.74951625	0.68587375	0.74238086	0.89802754	0.91577995	0.7033113	0.8928459	0.87887853	0.93048286	0.81168234	0.895404	0.78052473	0.87156844	0.94069433	0.8632586	0.7219881	0.77408683	0.7909298	0.9421031	0.730404	0.6958039	0.91969365	0.7188132	0.7685013	0.64639276	0.7285303	0.8416377	0.7139592	0.77499354	0.72722125	0.7566012	0.7441684	0.93891865	0.66902757	0.7417492	0.8534435	0.81587315	0.8525265	0.7324843	0.763038	0.7309598	0.8139204	0.9206114	0.8733044	0.7092217	0.708207	0.51203376	0.81761026	0.81152004	0.85540056	0.75713724	0.7936936	0.7981724	0.74204576	0.7810688	0.6937222	0.75970906	0.5770817	0.80305576	0.8969027	0.79616314	0.68999165	0.71168655	0.7012434	0.54713666	0.8320772	0.7535912	0.7737557	0.63421607	0.7993822	0.71857	0.5567566	0.6203084	0.5969489	0.69783545
er/adv	0.9007416	0.93859243	0.9646218	0.92186725	0.93575805	0.8757683	0.93445235	0.94131356	0.91904795	0.8932717	0.93075985	0.90630835	0.9371825	0.90398777	0.86498964	0.86344403	0.89652026	0.74852717	0.9009159	0.9068668	0.8700769	0.88147205	0.847991	0.7897289	0.70169413	0.8378872	0.9296726	0.90012395	0.90824515	0.8723096	0.77968323	0.8503958	0.7610036	0.9013974	0.86981773	0.8331605	0.92742366	0.8151916	0.8681151	0.8398991	0.9051515	0.7191294	0.89338326	0.88185227	0.77228355	0.764575	0.0	0.8653861	0.9128203	0.8944858	0.77699226	0.828887	0.85127765	0.8080268	0.87545294	0.8455886	0.854439	0.8181928	0.94356763	0.96266145	0.76748556	0.879128	0.89554507	0.92853165	0.87480146	0.92973715	0.90187085	0.9356219	0.9463068	0.8975766	0.7568079	0.88360184	0.9163033	0.9307421	0.8594763	0.8298996	0.9663435	0.88667744	0.7915291	0.7613304	0.8846756	0.72182137	0.75310546	0.8790624	0.8989533	0.7828489	0.8861846	0.9532998	0.8956733	0.84631056	0.8954625	0.89890593	0.8968981	0.844476	0.79608774	0.80598176	0.86677307	0.9351814	0.9397107	0.89893013	0.81251097	0.76916015	0.80813676	0.91327393	0.9279469	0.8438485	0.8109977	0.84753096	0.8145456	0.8398142	0.82682484	0.9020121	0.80257106	0.9137667	0.91255367	0.84173435	0.8764438	0.78524256	0.7632092	0.7201834	0.7530987	0.78986394	0.790833	0.7879283	0.921484	0.9134463	0.7305304	0.77374905	0.7309774	0.85778296
fabriek/noun	0.8600742	0.854089	0.97208184	0.91604006	0.8486228	0.79632115	0.88822746	0.88547933	0.9201254	0.9012517	0.8288608	0.751455	0.9133234	0.8435111	0.76682943	0.8249213	0.7391998	0.89981395	0.7937481	0.87145805	0.6470134	0.74749297	0.9175235	0.8974832	0.80133474	0.8444746	0.93281484	0.8548979	0.7380247	0.7702067	0.85065997	0.88649946	0.86526656	0.79829514	0.93527144	0.81848276	0.844864	0.8500874	0.83645844	0.8858738	0.8759394	0.8619212	0.8164231	0.89990234	0.8698156	0.7395781	0.8653861	0.0	0.8566865	0.69871795	0.86375946	0.8453872	0.7968377	0.86606854	0.8577819	0.866286	0.7847913	0.82049346	0.8930508	0.968773	0.82441527	0.89786416	0.96737283	0.95543295	0.9224941	0.89582235	0.8205	0.86866844	0.88155675	0.78285706	0.91278607	0.8781155	0.8719343	0.9106644	0.72676134	0.8561914	0.87822664	0.7424546	0.85906327	0.814929	0.76978016	0.8545159	0.8274982	0.74285054	0.8884157	0.8676753	0.86078113	0.95016134	0.62846637	0.79918444	0.8995747	0.8971166	0.88307834	0.7654977	0.8735726	0.85953987	0.74802095	0.84123147	0.7758158	0.82265013	0.8545232	0.8129165	0.92465603	0.8897623	0.8483224	0.8732736	0.83731544	0.8834616	0.86452675	0.8668363	0.83067936	0.88203245	0.80405205	0.90808165	0.8759125	0.8512413	0.7697712	0.84328794	0.8507429	0.75780684	0.89948434	0.869469	0.90050626	0.87310326	0.9344425	0.917992	0.76655424	0.85347503	0.86749375	0.8502207
familie_bedrijf/noun	0.88467944	0.85100716	0.9273701	0.91713154	0.8840362	0.8578276	0.8999754	0.8970559	0.94119936	0.92291045	0.85970414	0.85349697	0.93586534	0.84308076	0.8344902	0.89142835	0.86272377	0.89493513	0.8421299	0.8853736	0.70410967	0.9077976	0.8935226	0.865769	0.8737201	0.91827494	0.91993123	0.8045697	0.7573492	0.8985952	0.892692	0.93715435	0.86374396	0.87556046	0.92753935	0.87371236	0.87107676	0.88329405	0.91877186	0.91948897	0.93702674	0.8871293	0.8277399	0.9136962	0.9193673	0.8519062	0.9128203	0.8566865	0.0	0.8307898	0.90209305	0.89610386	0.889068	0.9103614	0.8562441	0.8982387	0.85835916	0.8643996	0.8869983	0.96983254	0.86668056	0.89132726	0.8919177	0.906292	0.9370069	0.90814483	0.9057153	0.9050395	0.8847928	0.8351736	0.92360127	0.80796486	0.82326484	0.9186437	0.8213152	0.9011949	0.7940132	0.79029214	0.87876356	0.89635307	0.81919503	0.89466655	0.85683066	0.6990212	0.88183355	0.90638936	0.8286828	0.9238174	0.87131083	0.8868148	0.91792035	0.9258338	0.9185534	0.83171535	0.9227838	0.8856145	0.8860101	0.90354866	0.81457555	0.85995597	0.9083621	0.9062438	0.9327223	0.9069816	0.83842707	0.8797009	0.91714704	0.9382921	0.9047038	0.8997802	0.93061197	0.888775	0.89647555	0.8907719	0.9021147	0.89000285	0.8815159	0.88733745	0.9051733	0.87180525	0.8849542	0.9153744	0.8695771	0.8938555	0.93240595	0.93092376	0.8646874	0.89674735	0.9112787	0.94589317
filiaal/noun	0.8554359	0.85115725	0.9449124	0.86987877	0.91350865	0.8397119	0.91167045	0.8762809	0.91898656	0.9404373	0.8738672	0.8641813	0.8964597	0.8537523	0.76119596	0.8153392	0.7412359	0.9107825	0.674029	0.8035466	0.6696131	0.88007694	0.92079765	0.8743115	0.8723414	0.89675486	0.9441394	0.80882347	0.7343429	0.81636506	0.8809932	0.9219386	0.8968977	0.77980065	0.9491666	0.8373066	0.802716	0.8860541	0.8913071	0.89222467	0.9077085	0.90172905	0.82930183	0.8729815	0.9041049	0.8556182	0.8944858	0.69871795	0.8307898	0.0	0.9040581	0.8615606	0.87741786	0.9226755	0.79102516	0.8856977	0.8509711	0.8434645	0.9209748	0.9745652	0.8590888	0.90552574	0.93173766	0.94312733	0.947967	0.91511476	0.8386812	0.82950383	0.8641517	0.7363416	0.9449715	0.8338225	0.879033	0.9284862	0.7759531	0.9028549	0.8118787	0.82542694	0.8974707	0.883108	0.77039915	0.864961	0.8969486	0.71936154	0.876868	0.8877485	0.8482406	0.92502713	0.8360088	0.83471155	0.88342005	0.87564856	0.8072349	0.82067466	0.8971178	0.9287126	0.8334554	0.87520814	0.78262454	0.82665616	0.89944726	0.8817778	0.93867075	0.8933165	0.8080177	0.89033335	0.8330884	0.88894236	0.89513385	0.9000174	0.8500987	0.88205785	0.85275024	0.89220405	0.8212412	0.82133275	0.83486074	0.89023304	0.8897701	0.871716	0.9273609	0.91897494	0.9224371	0.9108806	0.94376796	0.92956007	0.8569298	0.9009876	0.9209188	0.9421232
flink/adj	0.8376266	0.90989643	0.96047026	0.9205828	0.9235234	0.8013454	0.9514284	0.8900323	0.9144267	0.87109196	0.9150824	0.7860015	0.9232728	0.80325806	0.84458584	0.88323545	0.8647059	0.82369876	0.8217546	0.89452404	0.8045969	0.93682295	0.8292538	0.85686266	0.6923282	0.8828316	0.92333317	0.8707317	0.8049111	0.904575	0.7986691	0.86757493	0.7821735	0.90918744	0.8806474	0.85806626	0.8912242	0.8030507	0.72452945	0.86496866	0.83807856	0.7551584	0.77396774	0.87893414	0.78033626	0.65857995	0.77699226	0.86375946	0.90209305	0.9040581	0.0	0.43065572	0.8605914	0.77996516	0.8675775	0.8202295	0.8036436	0.8177637	0.9379371	0.9537597	0.7402972	0.82629395	0.93992263	0.92680216	0.84792805	0.90533996	0.8938456	0.8550038	0.94967747	0.85182416	0.78834563	0.8524363	0.8724209	0.9437827	0.8010977	0.7559681	0.9377193	0.82409996	0.77072734	0.76507926	0.87690544	0.8184093	0.7682581	0.81220514	0.8985497	0.74482733	0.87215686	0.9099109	0.81262	0.8426524	0.9101976	0.8294548	0.9315809	0.7672987	0.7921161	0.7635687	0.8924906	0.93499815	0.89322096	0.80745995	0.8199178	0.69548774	0.85194814	0.8415997	0.8484879	0.80020595	0.82710296	0.8583101	0.7845043	0.7333391	0.8340856	0.79836833	0.7276008	0.8917357	0.92499954	0.8804377	0.8031139	0.7887163	0.7997992	0.652457	0.82696706	0.7606568	0.84038436	0.7808487	0.89708114	0.85604936	0.6945089	0.7271068	0.76021874	0.6617609
fors/adj	0.7710908	0.8819941	0.97545105	0.8935147	0.87743914	0.7325966	0.927883	0.91484237	0.91002655	0.88220435	0.881592	0.7557946	0.91836727	0.73529816	0.813154	0.82329804	0.84410554	0.86177576	0.7420529	0.83276284	0.7075007	0.9198505	0.8282971	0.8211409	0.67100346	0.907832	0.95518863	0.863074	0.7007146	0.89643306	0.8021233	0.91628414	0.8017139	0.8586341	0.9280854	0.8102478	0.88051945	0.8209295	0.640998	0.8451993	0.78325874	0.77064914	0.70129704	0.8418612	0.83734757	0.7379266	0.828887	0.8453872	0.89610386	0.8615606	0.43065572	0.0	0.86345494	0.85913527	0.84527564	0.84831524	0.77206457	0.8177228	0.9110278	0.9615133	0.7937281	0.7819495	0.9432064	0.93407285	0.87955016	0.8842016	0.8881656	0.7566321	0.9028028	0.7788636	0.8627677	0.83986187	0.8861318	0.95668423	0.74272716	0.72736037	0.90206885	0.83329624	0.76772326	0.79002213	0.8652082	0.83721584	0.8096483	0.7450648	0.90337664	0.7869203	0.8428948	0.8452955	0.7914706	0.8320729	0.9280172	0.77859104	0.9365421	0.6875673	0.7965843	0.77294654	0.865028	0.8867551	0.84552467	0.853819	0.8042133	0.7259933	0.88496876	0.8501174	0.809296	0.7647564	0.7812231	0.88926774	0.8141109	0.7213903	0.84455097	0.77809405	0.8010911	0.9259909	0.9096774	0.81467503	0.8076621	0.83672136	0.83305883	0.66446954	0.8858029	0.82892984	0.87470937	0.88609374	0.90842557	0.8894982	0.7368946	0.7871306	0.78237087	0.6933507
gebied/noun	0.85076094	0.9270017	0.9760178	0.9206997	0.93380415	0.7184231	0.9232382	0.86921996	0.8842676	0.89741707	0.9075948	0.90457875	0.9365439	0.9114945	0.759477	0.8810677	0.8156115	0.8916024	0.8788944	0.9100728	0.80401814	0.7551009	0.8882356	0.76179504	0.76371264	0.8302837	0.9427382	0.91196966	0.8848169	0.8567394	0.805148	0.8376377	0.83311594	0.82151544	0.87974346	0.89960265	0.90166616	0.80073774	0.82980275	0.8620748	0.8405428	0.8429816	0.8168992	0.8592812	0.8467192	0.69827664	0.85127765	0.7968377	0.889068	0.87741786	0.8605914	0.86345494	0.0	0.89680505	0.7728948	0.8467944	0.72172844	0.7889473	0.9311624	0.96877015	0.8088394	0.9022828	0.94307756	0.95084286	0.8987948	0.87851065	0.6559271	0.8735596	0.9471473	0.87881523	0.90979916	0.8968965	0.89631844	0.9668371	0.79398763	0.81848264	0.94028324	0.8807391	0.8435358	0.80742747	0.75762314	0.85264057	0.8064523	0.81836873	0.86355335	0.8291598	0.7860324	0.95611525	0.8494005	0.5164125	0.9154417	0.8701918	0.91713405	0.7589821	0.8407539	0.8746615	0.7981061	0.9250468	0.8792651	0.8192464	0.7971907	0.7862747	0.88690656	0.83401144	0.90280944	0.8447236	0.8192593	0.7402675	0.8657614	0.7900053	0.7830284	0.8483105	0.82066584	0.92155904	0.9139371	0.7895582	0.7800952	0.8488605	0.8499755	0.7331369	0.9175295	0.8893603	0.8769954	0.87814283	0.8511716	0.8673426	0.7320072	0.8232656	0.8581369	0.79427296
gewoon/adj	0.9032588	0.93937135	0.9599571	0.9404528	0.922412	0.88205326	0.9723709	0.91373104	0.9202348	0.8381443	0.9205	0.8716834	0.92513424	0.8919984	0.88739413	0.8883474	0.84829056	0.8594863	0.87733465	0.9434478	0.8697705	0.91796756	0.86582816	0.8836154	0.7354473	0.9063475	0.92068267	0.8830992	0.9071445	0.90186846	0.74832547	0.8508313	0.7356237	0.88309085	0.8625161	0.88130337	0.84512824	0.7707952	0.88914317	0.84736884	0.9024093	0.6732371	0.91406566	0.91845816	0.7222971	0.65150046	0.8080268	0.86606854	0.9103614	0.9226755	0.77996516	0.85913527	0.89680505	0.0	0.8590969	0.88488364	0.8239596	0.8328329	0.9295852	0.95650387	0.7828977	0.9075721	0.9663777	0.95599735	0.86192685	0.9541729	0.9137176	0.88958144	0.9777287	0.90575856	0.6279923	0.877067	0.8782919	0.9392638	0.8309118	0.87258613	0.9669244	0.8128444	0.7379493	0.72312725	0.8710414	0.78678554	0.7449216	0.8712286	0.89549804	0.841751	0.9125383	0.96930945	0.85676277	0.89268976	0.8876299	0.8859456	0.91303194	0.8860723	0.8283781	0.7977346	0.87085885	0.9516918	0.92498046	0.87924856	0.8278681	0.66609955	0.84086466	0.8873583	0.9196736	0.88092965	0.83874846	0.88314176	0.8052374	0.8628726	0.8442265	0.8682103	0.7162856	0.8553394	0.9404775	0.8813177	0.82196105	0.81047475	0.7452582	0.7533789	0.69035184	0.7586586	0.7105381	0.62283105	0.8758791	0.808438	0.6957693	0.7172458	0.7706178	0.8620179
groep/noun	0.84092486	0.8881163	0.94647783	0.889474	0.9072362	0.7589414	0.93189776	0.8700886	0.9099652	0.7967922	0.9128848	0.87353003	0.8831831	0.88182735	0.7481537	0.88744813	0.8064304	0.85795856	0.7939537	0.88241464	0.72406876	0.9277373	0.8659276	0.787284	0.7816436	0.9431007	0.86822313	0.73668766	0.7518509	0.9300542	0.82717574	0.86572564	0.8253395	0.8317462	0.92677987	0.8717172	0.8046427	0.74059474	0.89503783	0.8921516	0.8325734	0.84938854	0.7971379	0.8674979	0.874845	0.7071935	0.87545294	0.8577819	0.8562441	0.79102516	0.8675775	0.84527564	0.7728948	0.8590969	0.0	0.90306485	0.8136052	0.8781449	0.9144032	0.9576221	0.7888217	0.89066166	0.89846236	0.9354986	0.8803526	0.92739785	0.7376075	0.86051285	0.8807278	0.79849494	0.868225	0.84500045	0.8816246	0.93657064	0.78254867	0.82652134	0.83516234	0.81443334	0.8903867	0.8160907	0.72282666	0.84482193	0.84048027	0.7382307	0.83315784	0.84297913	0.66738945	0.9355328	0.852208	0.7499018	0.9133976	0.84888566	0.9114704	0.7847154	0.8338674	0.8680512	0.8928077	0.8996788	0.82211137	0.8065618	0.83224726	0.7613585	0.8957268	0.79841435	0.82885885	0.8513617	0.82354224	0.8848904	0.8340395	0.8784245	0.78291917	0.8672045	0.8453985	0.85360837	0.8220682	0.7883858	0.8632386	0.85217786	0.87745017	0.8067278	0.85624504	0.8793258	0.8352925	0.8302216	0.7923776	0.81478643	0.82274055	0.8627816	0.8805579	0.87444234
grondig/adj	0.8744108	0.9661579	0.97503763	0.911672	0.95318216	0.8268108	0.95655143	0.89077073	0.88300157	0.9066196	0.90638137	0.9047636	0.9151522	0.9083359	0.87838876	0.7736666	0.8503179	0.88126206	0.91205823	0.9103507	0.8630149	0.9146423	0.8803459	0.8043027	0.7827367	0.8759966	0.9301585	0.9178561	0.8973035	0.8869061	0.7606075	0.9071014	0.8072041	0.84837687	0.9159304	0.81324106	0.91036254	0.83946466	0.7013473	0.7204212	0.8573696	0.844921	0.8679483	0.8746757	0.7446804	0.74951625	0.8455886	0.866286	0.8982387	0.8856977	0.8202295	0.84831524	0.8467944	0.88488364	0.90306485	0.0	0.8257188	0.80915326	0.9338119	0.92450535	0.77938867	0.90286696	0.8764919	0.951246	0.8681102	0.91288686	0.87066424	0.9162042	0.9498591	0.8976968	0.8870353	0.85181963	0.8853842	0.9784751	0.89232886	0.8212982	0.93219036	0.91021013	0.7624357	0.8371675	0.86200905	0.83503664	0.78110737	0.8704716	0.8484738	0.78301454	0.8426174	0.9359507	0.8735099	0.8722829	0.8584239	0.9205971	0.892659	0.84951186	0.9019016	0.831232	0.8843017	0.942757	0.8943924	0.8790157	0.8194258	0.8259592	0.8667165	0.90252244	0.8955561	0.8551554	0.88231975	0.8784055	0.8734083	0.8248937	0.85684776	0.89116824	0.80257684	0.9050428	0.89621335	0.83622694	0.723685	0.819278	0.8027211	0.8023628	0.82990795	0.86944246	0.8195908	0.82701564	0.8886854	0.84451485	0.7593809	0.7906351	0.8430389	0.883164
grotendeels/adv	0.8452526	0.9126648	0.9520269	0.9207335	0.90403444	0.7577825	0.933972	0.85861933	0.86638457	0.8493223	0.8887948	0.8386415	0.9101971	0.8515487	0.77791905	0.81826454	0.8193418	0.86677104	0.83165604	0.87396175	0.77645874	0.8453365	0.87003624	0.7952211	0.7052369	0.8346477	0.872343	0.8781322	0.8022953	0.85347337	0.77227056	0.85375786	0.7403946	0.84303993	0.8930801	0.8455515	0.8529754	0.74374545	0.7610049	0.844762	0.8176456	0.75987023	0.79224306	0.8714129	0.8385245	0.68587375	0.854439	0.7847913	0.85835916	0.8509711	0.8036436	0.77206457	0.72172844	0.8239596	0.8136052	0.8257188	0.0	0.7501583	0.90667737	0.93235326	0.79213977	0.85705715	0.9203404	0.95035225	0.86968696	0.90534055	0.8122046	0.81013954	0.9385715	0.86227244	0.8464259	0.85287255	0.8715656	0.9504732	0.7694792	0.6969656	0.8971435	0.8255571	0.7876445	0.7538145	0.80101275	0.79980576	0.7893895	0.78012294	0.8546232	0.8014269	0.80730957	0.9077486	0.7725134	0.7765157	0.89500916	0.82279575	0.8957434	0.78999305	0.7934141	0.7878679	0.8360891	0.902917	0.8530548	0.8492725	0.77237123	0.7600015	0.84210384	0.8529089	0.87832683	0.8400969	0.8241924	0.8585081	0.78966284	0.7810118	0.79049605	0.8071852	0.7577199	0.88417494	0.89540774	0.7937063	0.5570451	0.7987536	0.81367683	0.69734037	0.88055944	0.8254899	0.84361064	0.84064186	0.8563137	0.81615216	0.6992387	0.7863804	0.79803026	0.83265
het/det	0.8015838	0.9111211	0.9572889	0.9034923	0.90139884	0.7763616	0.9149392	0.8383299	0.81900555	0.86430395	0.8971025	0.8626017	0.887982	0.8661887	0.8073144	0.8361943	0.8445506	0.8538175	0.8163687	0.89124453	0.8386773	0.865383	0.8640792	0.7585705	0.7646503	0.8514073	0.89920837	0.82468307	0.83533275	0.8820439	0.7909057	0.8346584	0.8797456	0.8389996	0.85383534	0.81527454	0.86823744	0.8033721	0.8103369	0.8234041	0.83735013	0.8124677	0.8134432	0.87228143	0.79677755	0.74238086	0.8181928	0.82049346	0.8643996	0.8434645	0.8177637	0.8177228	0.7889473	0.8328329	0.8781449	0.80915326	0.7501583	0.0	0.9169464	0.9282039	0.7631367	0.84605706	0.91251314	0.9418877	0.8445411	0.8923033	0.82638973	0.9034848	0.92547786	0.8473282	0.85011923	0.86219233	0.86492157	0.94267696	0.83581865	0.7843273	0.8903452	0.8541069	0.8057053	0.7288364	0.83403075	0.8247554	0.7803985	0.80064756	0.8689364	0.7752469	0.8186493	0.90594393	0.830506	0.7862645	0.85563964	0.85889626	0.898942	0.83657944	0.82955635	0.8261808	0.83780634	0.903654	0.868964	0.8416985	0.8036252	0.7799107	0.8587525	0.81750464	0.87332046	0.80734766	0.83823913	0.85745454	0.76729494	0.80302334	0.80626976	0.8527709	0.7495174	0.8344557	0.8643045	0.7635192	0.76112705	0.81721646	0.7717923	0.7183969	0.866175	0.8041584	0.8595637	0.8522482	0.87349445	0.8735324	0.73195636	0.75754255	0.79263115	0.84726447
