	1-1_gelijkspel/noun	Ambiorix/name	Amerika/name	Amerikaan/noun	C2/name	Europa/name	IBA/name	Kosovo/name	Rineke/name	Sparta/name	aan/prep	aanschaf/noun	af/adv	al/comp	alleen/adj	allochtoon/noun	als/comp	amateur_club/noun	beetje/noun	bij/prep	boer/noun	bouw/noun	bovendien/adv	bovenop/prep	broer/noun	buitenlander/noun	buur/noun	carrière/noun	chauffeur/noun	computer/noun	creativiteit/noun	cursist/noun	daaraan/pp	daarbij/pp	daarmee/pp	dame/noun	dan/adv	dat/det	democratie/noun	dokter/noun	door/comp	door/prep	drugsverslaafd/adj	dus/adv	echt/adj	elkaar/pron	en/comp	ervaring/noun	even/adj	familie/noun	familie_lid/noun	fiets/noun	gehandicapt/adj	gelukkig/adj	gemeente/noun	gemeente_bestuur/noun	ginds/adj	god/noun	graag/adj	haar/pron	handjevol/noun	hem/pron	hen/pron	het/det	het/noun	hij/pron	honderdduizenden/noun	huis_bezitter/noun	hulp/noun	iemand/noun	ik/pron	imago/noun	index/noun	je/pron	jongen/noun	juist/adj	klant/noun	kopman/noun	lezer/noun	maar/adv	maatregel/noun	markt_economie/noun	me/pron	mede/adv	mee/adv	mens/noun	met/prep	mezelf/pron	mij/pron	misschien/adv	natuurlijk/adj	niemand/pron	niet/adv	niets/noun	niks/noun	of/comp	of/vg	om/comp	ons/noun	ons/pron	oog_arts/noun	ook/adv	op/adj	opticien/noun	ouder/noun	overeind/adv	partner/noun	persoon/noun	president/noun	probleem/noun	regeringstroepen/noun	snel/adj	soms/adv	stage/noun	systeem/noun	te/comp	tegen/prep	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	trouwens/adv	tussenstap/noun	u/pron	uit/prep	uitstekend/adj	vader/noun	vakantieganger/noun	valk/noun	veel/adj	ver/adj	vooruit/adv	vriend/noun	vrouw/noun	we/pron	weduwe/noun	weer/adv	weg/noun	weinig/det	wel/adv	wereld/noun	werkloos/adj	wijze/noun	ze/pron	zeker/adj	zelfs/adv	zichzelf/pron	zij/pron	zo/adv	zogezegd/adj	zoon/noun
we/pron	0.91556144	0.965194	0.88027364	0.86392057	0.94850314	0.8763668	0.8830641	0.9172727	0.9608973	0.8058164	0.8729496	0.91104615	0.7947798	0.67383957	0.78923184	0.874053	0.63174963	0.89490145	0.7536373	0.8659815	0.8747863	0.90983194	0.74346614	0.9069727	0.8832431	0.8949647	0.8229944	0.8603548	0.86916006	0.8774052	0.8637357	0.852021	0.86012363	0.8398722	0.7952083	0.86261725	0.5358746	0.7058345	0.8893397	0.88244545	0.72849727	0.9106904	0.9209977	0.63658726	0.72473264	0.7890341	0.62879705	0.80996454	0.70369756	0.8788365	0.89577353	0.887553	0.8977765	0.74957967	0.8599199	0.8180004	0.81129086	0.8726368	0.74170196	0.8014953	0.9187209	0.79914653	0.7826807	0.866175	0.8346238	0.7102916	0.91059536	0.9128334	0.9147691	0.7324796	0.4845174	0.857324	0.9128907	0.50104356	0.8167654	0.7934576	0.81340307	0.8755499	0.80186594	0.6370561	0.8639163	0.9053745	0.7253617	0.8837973	0.7827523	0.7685767	0.8304619	0.7059821	0.73813844	0.7220569	0.73239315	0.71893275	0.6736801	0.79143983	0.7521484	0.7557967	0.86198074	0.65882754	0.7706348	0.637905	0.9039816	0.72942626	0.86575264	0.9098099	0.83541447	0.89207834	0.86832124	0.8837958	0.95008487	0.8791387	0.94923663	0.76987076	0.7872905	0.91095257	0.83625185	0.60040474	0.89693046	0.9214828	0.87519264	0.9082594	0.5762937	0.74603117	0.93044835	0.68252885	0.9343121	0.83095706	0.89988124	0.8809565	0.95286	0.71918267	0.77545077	0.8581378	0.8365457	0.90666544	0.0	0.9433674	0.7097146	0.8853735	0.8241261	0.60961324	0.89020175	0.92487705	0.85609764	0.5451077	0.7987221	0.80653644	0.82252634	0.6899259	0.7342416	0.8719022	0.90554094
weduwe/noun	0.98829305	0.9685343	0.87288684	0.82000047	0.9695184	0.9336705	0.9508964	0.9068248	0.9299717	0.9329386	0.8635117	0.9273596	0.8858344	0.89637434	0.8539232	0.8662304	0.878994	0.93785465	0.8733419	0.89211833	0.7804048	0.94204277	0.88731754	0.8986979	0.6916232	0.882927	0.8344108	0.8758872	0.8801246	0.9351126	0.93773955	0.8983272	0.88997644	0.87072486	0.9120608	0.7334457	0.9130768	0.92091656	0.90613186	0.8211881	0.8787887	0.8074778	0.8827171	0.89605266	0.88669467	0.8716759	0.8666742	0.8762942	0.8880221	0.6644705	0.7125592	0.9188057	0.841605	0.86474895	0.9042368	0.88880247	0.9332378	0.84183925	0.87602067	0.7877986	0.87540066	0.81830746	0.8349162	0.90050024	0.93974984	0.7915769	0.82735157	0.9464492	0.82508963	0.8453796	0.89851356	0.88849527	0.9524211	0.91018397	0.7908946	0.9030621	0.88368946	0.89327776	0.83920544	0.9109038	0.94018817	0.9603258	0.89690626	0.8851066	0.9040462	0.8151412	0.86428833	0.9182352	0.88791627	0.8639632	0.9060904	0.88358796	0.9307439	0.93938017	0.94196415	0.90697014	0.8156401	0.89128107	0.8871739	0.90793324	0.90770864	0.8974716	0.9014222	0.950276	0.7178308	0.90277076	0.82139593	0.83246344	0.81633055	0.9421295	0.93001306	0.9330281	0.81868786	0.9151263	0.9306201	0.8858692	0.91369736	0.9207471	0.8903706	0.8930871	0.9184231	0.8933069	0.9877102	0.9038325	0.82175666	0.89866954	0.6196177	0.8793289	0.9468177	0.9174841	0.9559034	0.92767626	0.7480901	0.66020334	0.9433674	0.0	0.9028799	0.94511163	0.92085385	0.9207685	0.8821233	0.8330005	0.8342551	0.80602723	0.9079917	0.8321483	0.8741754	0.7582865	0.86296505	0.8808013	0.6686398
weer/adv	0.9479306	0.96676934	0.82392216	0.8634721	0.9214538	0.839625	0.9287553	0.88592947	0.9578663	0.8384341	0.8818626	0.9256958	0.69686425	0.7616836	0.8318327	0.89552236	0.6625624	0.9105663	0.72577226	0.8420962	0.8521937	0.9120865	0.8133809	0.82931036	0.8769102	0.9023364	0.8252355	0.836144	0.8512408	0.8922693	0.838403	0.90293795	0.88666725	0.8552396	0.7994354	0.7972561	0.6073997	0.8423446	0.8491608	0.86682963	0.7501258	0.8189188	0.93407834	0.7504246	0.7834126	0.81463957	0.67565316	0.87266874	0.6224054	0.8872601	0.8710096	0.8257127	0.904008	0.76394975	0.9151913	0.8878449	0.8754699	0.84869426	0.80059433	0.78548455	0.90539473	0.7908857	0.8270565	0.8041584	0.89067787	0.72500265	0.88855934	0.9316187	0.91572595	0.7813842	0.7295264	0.8398838	0.8678676	0.70236576	0.7971977	0.8133675	0.86086535	0.88486624	0.84498924	0.7368176	0.92026323	0.91568553	0.7895065	0.82723117	0.7629392	0.8512305	0.81843424	0.8119085	0.8123396	0.77774537	0.7929913	0.83303905	0.82139087	0.8807294	0.8629866	0.8651949	0.82244146	0.7344719	0.8083149	0.8238404	0.952029	0.8479883	0.8262617	0.93747574	0.8718591	0.84230196	0.89970255	0.91031176	0.93456507	0.8873684	0.961349	0.6935869	0.7428788	0.9158631	0.89041203	0.6812118	0.9039177	0.8974653	0.92254895	0.83879185	0.6830257	0.82699513	0.9524631	0.8258812	0.8416694	0.8652746	0.8645666	0.88791025	0.9314029	0.83653975	0.7651424	0.8149181	0.8690115	0.87517923	0.7097146	0.9028799	0.0	0.82331836	0.84585625	0.78925	0.84881955	0.8906165	0.85500723	0.6764437	0.8444337	0.7821317	0.83546257	0.8122653	0.7765355	0.8765232	0.8845416
weg/noun	0.9783361	0.97760886	0.867543	0.8808846	0.9679316	0.86119056	0.96495575	0.85190284	0.9784388	0.9297869	0.8633732	0.93193483	0.81237674	0.8906492	0.8612199	0.9117575	0.87438405	0.95157504	0.862136	0.87768394	0.8196449	0.82548755	0.80869526	0.8238857	0.89094484	0.9128866	0.8625715	0.8898418	0.73750424	0.8915625	0.92403316	0.9258129	0.8837237	0.8209895	0.84065014	0.8497358	0.8643181	0.90927935	0.8611409	0.90161574	0.7992934	0.7266904	0.9415325	0.84999144	0.8698544	0.85664296	0.8588183	0.91369426	0.83677715	0.904549	0.91096663	0.74858093	0.9147455	0.852646	0.82202905	0.8319848	0.8998998	0.8935846	0.8975182	0.87230754	0.90768445	0.8988502	0.86566275	0.7955402	0.9361034	0.87969697	0.8743019	0.9500936	0.8879334	0.8935566	0.9223775	0.8867393	0.936423	0.85321873	0.87856126	0.8439822	0.8857594	0.92598087	0.8976258	0.8883612	0.87137127	0.91462165	0.8987245	0.8664575	0.82536846	0.89533645	0.8205273	0.8989616	0.9157399	0.87756795	0.86334074	0.8767878	0.9191617	0.9269779	0.8898808	0.9255714	0.7891366	0.8001455	0.8446828	0.8961212	0.9705626	0.9021182	0.7963748	0.9616187	0.9111035	0.85026526	0.92089397	0.90611935	0.92203593	0.9117968	0.95125747	0.812528	0.7970431	0.9275779	0.8457778	0.8232084	0.8756122	0.90402555	0.9285392	0.8259856	0.89019644	0.8648829	0.9138815	0.91014993	0.84901893	0.8823445	0.92239434	0.87001014	0.956839	0.8626752	0.7760562	0.84315264	0.9078723	0.9003544	0.8853735	0.94511163	0.82331836	0.0	0.88327205	0.9143535	0.8456836	0.9179312	0.86000574	0.85202813	0.8895305	0.8382955	0.88058627	0.86555284	0.8621216	0.92397845	0.9178139
weinig/det	0.95642203	0.9600183	0.8192346	0.8109728	0.9512611	0.8340693	0.8975451	0.878159	0.94840914	0.8993586	0.77086884	0.89429134	0.8470288	0.74129057	0.7289277	0.82756424	0.8129809	0.9307046	0.7836719	0.8332308	0.84834766	0.88008773	0.6734872	0.8595888	0.9162452	0.82058924	0.8615576	0.8936906	0.8811722	0.87713045	0.7863438	0.8872186	0.8040783	0.7804114	0.797975	0.8765649	0.8372898	0.79739916	0.84592086	0.88083315	0.7478725	0.8123498	0.9215075	0.7260423	0.7869729	0.884075	0.7722508	0.761315	0.86539215	0.8816024	0.8850795	0.91266096	0.88290906	0.7783549	0.8655696	0.87624997	0.9296071	0.85913706	0.8073106	0.8715514	0.8647386	0.8527492	0.79613227	0.8306445	0.86272746	0.84087694	0.851629	0.8885118	0.83388406	0.8327805	0.8344189	0.84699416	0.90865993	0.7786273	0.8924558	0.7530126	0.82548887	0.9094609	0.7887944	0.75272185	0.8208644	0.8930025	0.88947344	0.78224754	0.86687946	0.8078917	0.79379356	0.8538376	0.85537994	0.7851331	0.7325841	0.78764683	0.8298105	0.6902739	0.7594689	0.8293102	0.7597327	0.7342236	0.8096413	0.85586095	0.94019806	0.6921745	0.84766823	0.9238519	0.85388064	0.87599427	0.8650794	0.8403679	0.8827794	0.84938496	0.9621841	0.8485007	0.77381945	0.91363513	0.8252968	0.78048944	0.86246264	0.793126	0.8865739	0.83798444	0.7549095	0.78655744	0.9588064	0.831397	0.84147084	0.80496407	0.89329094	0.883265	0.9668906	0.5416725	0.8392073	0.88475174	0.9096385	0.8824179	0.8241261	0.92085385	0.84585625	0.88327205	0.0	0.7401228	0.8414202	0.8651743	0.8098204	0.8069859	0.7708928	0.7784215	0.83220935	0.7524348	0.8203711	0.89632857	0.9129808
wel/adv	0.943902	0.9567063	0.886847	0.8523443	0.95618814	0.9023859	0.9364449	0.9295371	0.972624	0.87266135	0.874705	0.9037118	0.7546295	0.55630505	0.7012414	0.8806404	0.5717671	0.9248203	0.6681956	0.89016813	0.8780968	0.9317687	0.6866847	0.8980674	0.88309187	0.88144594	0.8659769	0.89503765	0.8848312	0.9098235	0.8469844	0.8612151	0.8404604	0.8047154	0.8435549	0.8418329	0.59005255	0.58224726	0.86385405	0.8771782	0.7738702	0.8995491	0.9458892	0.60741186	0.6633649	0.86726785	0.60456717	0.80427665	0.68796724	0.90704715	0.9023561	0.90020776	0.9043628	0.7278112	0.8739145	0.8440408	0.8776339	0.85714954	0.73823035	0.78636503	0.8993695	0.7706144	0.7787043	0.855091	0.6541476	0.70641994	0.9302246	0.9240233	0.90758824	0.6989316	0.54143494	0.8438324	0.9197993	0.5843467	0.8174953	0.77544916	0.8341461	0.9099054	0.731269	0.6194254	0.8484101	0.906089	0.6823517	0.8559966	0.83180714	0.75304997	0.8688818	0.7417007	0.66809404	0.54127645	0.6352061	0.68641305	0.56836534	0.74933785	0.7405423	0.6252356	0.8276472	0.6905738	0.795307	0.7135259	0.93520606	0.6012672	0.85412383	0.9336145	0.8342272	0.8959187	0.86102724	0.86802226	0.9449268	0.8847203	0.9740947	0.7998191	0.6731547	0.91644496	0.8421289	0.7194592	0.9093406	0.89385164	0.891646	0.893867	0.4394908	0.6972467	0.9342006	0.6804943	0.93275446	0.8363942	0.8815247	0.88736904	0.96359575	0.6741821	0.8769968	0.87076044	0.8728941	0.89418966	0.60961324	0.9207685	0.78925	0.9143535	0.7401228	0.0	0.89975655	0.93476266	0.7911956	0.6664227	0.7132896	0.70795643	0.81367135	0.7140276	0.66067433	0.8888307	0.9041165
wereld/noun	0.99137586	0.9690158	0.64012206	0.78016067	0.96530956	0.61733806	0.9324356	0.8323426	0.90949863	0.9227128	0.8941505	0.88706285	0.82578754	0.81408054	0.790784	0.86760044	0.8440364	0.95447844	0.79688656	0.90343535	0.83188	0.8858883	0.80397093	0.88443875	0.84542906	0.8122913	0.8541277	0.84855986	0.9270128	0.80211645	0.83382	0.9029866	0.8624289	0.8422736	0.79930216	0.82194006	0.88850117	0.8677294	0.763837	0.87580407	0.79779685	0.7485751	0.92049694	0.8311392	0.74473095	0.84423804	0.77040744	0.8227312	0.83764136	0.80939037	0.8595964	0.89142764	0.8852094	0.82439464	0.91588163	0.92946446	0.89343053	0.752759	0.8358207	0.83741385	0.86787593	0.8538453	0.8305563	0.8187204	0.88736236	0.8538116	0.8477982	0.95007885	0.8713227	0.8421418	0.87715757	0.77212936	0.8896017	0.8073653	0.8412999	0.82497704	0.8428369	0.9424959	0.7864634	0.8163564	0.9005667	0.86653316	0.8723239	0.83758795	0.8560645	0.7706647	0.8193496	0.8346589	0.849972	0.8051098	0.7919011	0.8666431	0.89658254	0.88808984	0.88364255	0.89384156	0.76991516	0.8319156	0.79910165	0.83983433	0.94284725	0.8170779	0.85618484	0.94491076	0.8574576	0.8858822	0.81890774	0.84302557	0.9131838	0.8694863	0.9212302	0.83948827	0.73982394	0.9374258	0.7516485	0.83413523	0.8685207	0.90457535	0.91831183	0.87825876	0.84540004	0.8169058	0.94736296	0.8732852	0.8131738	0.8469114	0.8345293	0.89239645	0.9615954	0.8249947	0.83388114	0.8792168	0.86819077	0.8334621	0.89020175	0.8821233	0.84881955	0.8456836	0.8414202	0.89975655	0.0	0.8955669	0.7373749	0.81888926	0.8967225	0.7564187	0.78521365	0.7934233	0.75786334	0.86975014	0.8517555
werkloos/adj	0.96495163	0.9829419	0.86689556	0.8523187	0.96010196	0.86094064	0.9412829	0.9020675	0.9582872	0.91865283	0.87804097	0.9108093	0.90540975	0.91510355	0.834532	0.6729355	0.87725586	0.9293089	0.89861083	0.8459524	0.79698133	0.8659936	0.82105404	0.8847074	0.86568785	0.7678983	0.8800485	0.8925601	0.8431243	0.875479	0.9097508	0.8367164	0.8947525	0.83852977	0.86388505	0.86016554	0.90594447	0.9076948	0.91568184	0.8660973	0.8428118	0.7939024	0.7659604	0.8441124	0.89907885	0.90946096	0.90288174	0.88707215	0.90300417	0.8610369	0.83600825	0.8979914	0.74577475	0.8867031	0.8585985	0.90567786	0.9516358	0.9187938	0.8899175	0.8972848	0.87935185	0.90358526	0.825559	0.9002049	0.94322515	0.8884223	0.81261885	0.88415325	0.78695405	0.8672546	0.92776465	0.8869339	0.904433	0.9061517	0.84047914	0.85488075	0.81374973	0.94227254	0.8926337	0.8805805	0.86872756	0.93228304	0.93613595	0.8344592	0.89006466	0.774892	0.88814414	0.93523437	0.93152994	0.9011806	0.9036014	0.90773314	0.917689	0.9388882	0.91896534	0.8965982	0.7965269	0.8291296	0.886468	0.9265311	0.93745106	0.8748786	0.86574936	0.9133837	0.7789298	0.9277162	0.8450494	0.812107	0.92088795	0.8534726	0.935	0.8756575	0.88522327	0.8737464	0.87841874	0.857217	0.8921169	0.79166174	0.87330633	0.78110987	0.9191172	0.8763068	0.9439858	0.92830986	0.86238396	0.8930806	0.8187386	0.86391884	0.9767439	0.86987793	0.90293056	0.9041236	0.8767154	0.78836435	0.92487705	0.8330005	0.8906165	0.9179312	0.8651743	0.93476266	0.8955669	0.0	0.9272115	0.85284877	0.9100627	0.84435105	0.8691567	0.8174149	0.8959893	0.90319717	0.8579787
wijze/noun	0.96589077	0.98228186	0.79250073	0.80015516	0.96020645	0.80479455	0.9560224	0.8410177	0.9559147	0.86328787	0.86076367	0.9001881	0.75773835	0.7548011	0.7483102	0.82270586	0.7801433	0.94686115	0.73610455	0.9039974	0.79745203	0.86367965	0.6783172	0.8742475	0.8248634	0.8268732	0.8634348	0.8260931	0.8631105	0.8268494	0.8027279	0.8829691	0.802995	0.7380494	0.75200236	0.77127504	0.8311986	0.76856023	0.7534985	0.84581155	0.63185346	0.7118741	0.90967906	0.7604272	0.7785973	0.8107717	0.76650655	0.7443667	0.7526978	0.83086693	0.83221793	0.8774644	0.82735693	0.8158159	0.84130645	0.8399688	0.8997029	0.7874986	0.78689885	0.7870308	0.8749075	0.78913975	0.7673908	0.8252877	0.823104	0.7442698	0.8605671	0.9284534	0.84607524	0.77626956	0.8814993	0.73948014	0.88838786	0.7929055	0.809399	0.7222265	0.8257817	0.91081226	0.7335416	0.7934936	0.77952975	0.83703643	0.85952914	0.77250993	0.81817955	0.7844627	0.75615466	0.8295094	0.82995784	0.73760945	0.752553	0.8495026	0.7892729	0.8578998	0.85030437	0.815839	0.7313254	0.72949135	0.7775546	0.8203347	0.9373369	0.76663667	0.8615745	0.93935174	0.8306391	0.8407326	0.8164327	0.779461	0.85368496	0.84990805	0.92158204	0.8036708	0.5828655	0.92373145	0.69535995	0.6898197	0.844777	0.86061174	0.85445154	0.8784646	0.7763181	0.77219284	0.9619996	0.8204024	0.8435992	0.7732515	0.7992663	0.89869	0.96464616	0.76001054	0.85662585	0.8910915	0.86210483	0.7995192	0.85609764	0.8342551	0.85500723	0.86000574	0.8098204	0.7911956	0.7373749	0.9272115	0.0	0.7490738	0.8399501	0.6909933	0.73044145	0.70197594	0.5755472	0.8368299	0.83256066
ze/pron	0.9498526	0.96733594	0.7894881	0.72948337	0.9597785	0.889227	0.9275928	0.8666564	0.9245816	0.8780261	0.8169075	0.8989974	0.6503605	0.6507112	0.7157768	0.82391924	0.5028105	0.9292239	0.6352105	0.8425501	0.73944426	0.924898	0.70902693	0.84180963	0.71789	0.80486965	0.6966825	0.85010755	0.73014885	0.7972491	0.8478853	0.7918627	0.8112971	0.7544422	0.7852024	0.6420251	0.5065234	0.74403	0.86796266	0.7392272	0.61587787	0.74730885	0.8830328	0.67952275	0.71747375	0.6786523	0.51107574	0.8052124	0.5673343	0.74624115	0.71776354	0.7689944	0.79868627	0.7012933	0.85680753	0.8411157	0.82919115	0.7468889	0.65484285	0.4536764	0.8507661	0.5206283	0.5245544	0.8522482	0.86038685	0.3501256	0.8365764	0.9163406	0.854458	0.47296286	0.41048956	0.81698614	0.9030568	0.4038365	0.561952	0.7474613	0.70826167	0.86771405	0.69977313	0.59539187	0.9006407	0.9102256	0.5761424	0.86327046	0.6653347	0.5661545	0.7163482	0.62904626	0.63340104	0.69300723	0.71788704	0.5990969	0.6483663	0.77628577	0.7245033	0.6983608	0.63554966	0.6423496	0.6735667	0.6352968	0.90303963	0.7166682	0.7721991	0.8854657	0.642434	0.85267764	0.8121096	0.7456341	0.9013714	0.8968102	0.92613125	0.7633491	0.6176451	0.9052665	0.8504008	0.5059844	0.8803054	0.9133331	0.8357855	0.8491414	0.6516346	0.74230516	0.95089173	0.5647324	0.8618073	0.8351477	0.64649004	0.8516513	0.93069553	0.7480128	0.8329548	0.8466114	0.70496863	0.57987475	0.5451077	0.80602723	0.6764437	0.85202813	0.8069859	0.6664227	0.81888926	0.85284877	0.7490738	0.0	0.8537768	0.66091764	0.65460527	0.37204784	0.6344617	0.81868225	0.716729
zeker/adj	0.95539546	0.9683363	0.8513591	0.81572807	0.9835464	0.8591529	0.95002663	0.888727	0.979269	0.84079844	0.8236905	0.9489629	0.85100317	0.7173787	0.816597	0.8828994	0.7765705	0.94429743	0.79260755	0.84908426	0.8855661	0.917862	0.75645065	0.9150197	0.8838333	0.8639969	0.88442296	0.87244284	0.92274016	0.92515707	0.79215586	0.92404616	0.85243005	0.7915334	0.7915086	0.8951366	0.7953954	0.76642495	0.8289604	0.89352095	0.7965468	0.8431178	0.9302524	0.733868	0.7918272	0.8900695	0.7713933	0.7970996	0.8557569	0.88348633	0.8783241	0.9205039	0.9167202	0.80854565	0.9225369	0.9171761	0.9118487	0.8706496	0.8526839	0.8553003	0.93025136	0.84287155	0.8317486	0.86729455	0.8416857	0.8337812	0.8893774	0.96027625	0.91339517	0.8305372	0.8231458	0.8316778	0.92245656	0.82990694	0.89637107	0.7851863	0.8867395	0.9187564	0.817639	0.8092539	0.880418	0.94614625	0.8457905	0.79869205	0.88543034	0.82952917	0.8444742	0.8279191	0.8028484	0.67151105	0.72731113	0.8288518	0.8207719	0.8553963	0.8405692	0.8061388	0.8436776	0.7943063	0.83442265	0.8033708	0.9616958	0.7675561	0.8686466	0.97201973	0.87907076	0.90663975	0.87793124	0.85063374	0.889461	0.9037379	0.94625074	0.83839256	0.78486955	0.9433242	0.865287	0.8272946	0.8675819	0.88520527	0.93733764	0.87156045	0.69409007	0.7956703	0.93205357	0.85036457	0.8958962	0.85093147	0.8842162	0.9362371	0.95308	0.7728027	0.8422909	0.8978493	0.8872396	0.8812295	0.7987221	0.9079917	0.8444337	0.8895305	0.7708928	0.7132896	0.8967225	0.9100627	0.8399501	0.8537768	0.0	0.7541026	0.8373606	0.82456344	0.84558994	0.86429435	0.89553523
zelfs/adv	0.9548549	0.9583913	0.7378559	0.7487432	0.9458927	0.79893845	0.93224156	0.8663152	0.9323018	0.84662247	0.84688884	0.84904104	0.6476481	0.65505904	0.7033459	0.82193744	0.6809063	0.9359637	0.6665957	0.8069703	0.7802413	0.87493396	0.6800019	0.78087544	0.7649011	0.80909365	0.76574737	0.83258545	0.7784675	0.8106488	0.84422535	0.8544681	0.80502987	0.7434223	0.76748216	0.70407134	0.72192746	0.7524315	0.81233543	0.7443261	0.6912836	0.6967764	0.92136854	0.70065427	0.72530407	0.80199397	0.63562644	0.7921691	0.6883483	0.7903216	0.7819891	0.8101795	0.81461287	0.73137856	0.8751389	0.85147727	0.8786572	0.7465981	0.7408336	0.66075325	0.80394506	0.69069314	0.7336037	0.7750386	0.8163134	0.66863155	0.82527906	0.93648696	0.82252675	0.67481065	0.73968005	0.76187366	0.86941147	0.7030828	0.746449	0.7523092	0.79275054	0.859133	0.7150717	0.68470013	0.82192856	0.90685344	0.7748974	0.76314294	0.7562022	0.72887343	0.6697727	0.78260326	0.7540631	0.645854	0.7030885	0.7221352	0.7656887	0.8218895	0.7669934	0.7525047	0.55450016	0.7597697	0.72118115	0.77508634	0.94131523	0.6701112	0.8159699	0.93406254	0.7866859	0.85497105	0.82729924	0.76836485	0.848325	0.86163473	0.9555067	0.7913515	0.53356206	0.9163808	0.8204439	0.7643505	0.7934777	0.8303758	0.8762417	0.80584973	0.6817348	0.6812308	0.9467056	0.75194967	0.7854685	0.7903647	0.75337124	0.84478694	0.9277966	0.7358537	0.8230804	0.83085585	0.7572387	0.74031985	0.80653644	0.8321483	0.7821317	0.8382955	0.7784215	0.70795643	0.7564187	0.84435105	0.6909933	0.66091764	0.7541026	0.0	0.7167785	0.7147641	0.6825536	0.82303953	0.7949835
zichzelf/pron	0.9805643	0.98112994	0.78418607	0.7661357	0.9754868	0.8563392	0.95230156	0.87376285	0.9045637	0.9053714	0.85683125	0.93817616	0.8062147	0.76112455	0.767015	0.8795188	0.7415403	0.9606741	0.76469266	0.89300966	0.84685713	0.92896616	0.7526374	0.8857391	0.78978723	0.8577239	0.83871627	0.837062	0.8729919	0.85956204	0.83227366	0.9057306	0.84445435	0.7615646	0.7556801	0.7738005	0.7906556	0.79661703	0.8065906	0.81523883	0.6730511	0.7564464	0.92294437	0.7682793	0.76604176	0.8007122	0.7330614	0.84278786	0.79238856	0.8172058	0.80772007	0.8801344	0.8554379	0.7931534	0.8805441	0.8871323	0.8779054	0.72310567	0.7746288	0.66789305	0.8684945	0.652456	0.669515	0.8735324	0.8411226	0.6491871	0.8706879	0.92720103	0.8590773	0.6631403	0.75032043	0.78361267	0.92530763	0.7110292	0.7745526	0.7943352	0.83286935	0.8411989	0.75368893	0.7631951	0.86763465	0.9011066	0.7295238	0.8537415	0.8235802	0.742281	0.82016	0.499206	0.71077704	0.7296308	0.7690381	0.7628083	0.78577137	0.85124195	0.8303035	0.82741475	0.736989	0.7416333	0.7192244	0.7008883	0.9291912	0.8053024	0.84827787	0.93838316	0.8190752	0.85725164	0.85172755	0.77933717	0.8692732	0.89168394	0.9158765	0.8435836	0.70880175	0.94296074	0.8290309	0.6653751	0.85264295	0.8828883	0.85984635	0.8684554	0.7632626	0.78729916	0.94965434	0.75330985	0.86500007	0.84190226	0.79361415	0.91375554	0.9594545	0.8214522	0.8705572	0.8835427	0.80835897	0.77069145	0.82252634	0.8741754	0.83546257	0.88058627	0.83220935	0.81367135	0.78521365	0.8691567	0.73044145	0.65460527	0.8373606	0.7167785	0.0	0.65292144	0.74261343	0.849031	0.7843517
zij/pron	0.9645731	0.9611336	0.72854215	0.65962744	0.96301275	0.8004947	0.90951395	0.78175485	0.9276832	0.87728536	0.77647185	0.8807091	0.8119613	0.69172156	0.6655775	0.749831	0.61697555	0.89975554	0.787138	0.7942258	0.7095936	0.8934509	0.64016384	0.8527807	0.71127445	0.73006356	0.7512233	0.8328924	0.7518611	0.8322831	0.84584576	0.7910395	0.7744916	0.6599382	0.7079326	0.75298274	0.69096875	0.7590881	0.7659297	0.7383877	0.6114853	0.68093884	0.8629067	0.6880789	0.77329624	0.7740969	0.69030935	0.77775615	0.7683902	0.68426716	0.6660825	0.8605014	0.75983125	0.7667316	0.73388386	0.74293625	0.87500304	0.69875795	0.72131103	0.5758427	0.8379748	0.59530365	0.50203884	0.82513785	0.8756231	0.46963906	0.78005576	0.86062187	0.7586395	0.57397085	0.64647126	0.80610377	0.9160769	0.66419053	0.69567764	0.74028087	0.70159805	0.8703935	0.72297066	0.753545	0.79321134	0.8777292	0.711714	0.79149014	0.7441063	0.5949777	0.77102315	0.7386532	0.6988236	0.74745655	0.7823611	0.62495726	0.6783204	0.81113225	0.8133993	0.7006762	0.69291973	0.60691434	0.71141326	0.6784773	0.8796796	0.67209756	0.811782	0.8791637	0.6109178	0.86329985	0.73640263	0.67796254	0.7911289	0.8444957	0.8623644	0.81040967	0.74235076	0.89607453	0.7828106	0.5247875	0.80033875	0.84552026	0.78326637	0.79041123	0.7487912	0.7581429	0.9401269	0.66953754	0.8453376	0.82365096	0.6556837	0.83747584	0.94588614	0.77422297	0.8443959	0.87323415	0.7345439	0.6240485	0.6899259	0.7582865	0.8122653	0.86555284	0.7524348	0.7140276	0.7934233	0.8174149	0.70197594	0.37204784	0.82456344	0.7147641	0.65292144	0.0	0.7323302	0.7958114	0.6945972
