	1-1_gelijkspel/noun	Ambiorix/name	Amerika/name	Amerikaan/noun	C2/name	Europa/name	IBA/name	Kosovo/name	Rineke/name	Sparta/name	aan/prep	aanschaf/noun	af/adv	al/comp	alleen/adj	allochtoon/noun	als/comp	amateur_club/noun	beetje/noun	bij/prep	boer/noun	bouw/noun	bovendien/adv	bovenop/prep	broer/noun	buitenlander/noun	buur/noun	carrière/noun	chauffeur/noun	computer/noun	creativiteit/noun	cursist/noun	daaraan/pp	daarbij/pp	daarmee/pp	dame/noun	dan/adv	dat/det	democratie/noun	dokter/noun	door/comp	door/prep	drugsverslaafd/adj	dus/adv	echt/adj	elkaar/pron	en/comp	ervaring/noun	even/adj	familie/noun	familie_lid/noun	fiets/noun	gehandicapt/adj	gelukkig/adj	gemeente/noun	gemeente_bestuur/noun	ginds/adj	god/noun	graag/adj	haar/pron	handjevol/noun	hem/pron	hen/pron	het/det	het/noun	hij/pron	honderdduizenden/noun	huis_bezitter/noun	hulp/noun	iemand/noun	ik/pron	imago/noun	index/noun	je/pron	jongen/noun	juist/adj	klant/noun	kopman/noun	lezer/noun	maar/adv	maatregel/noun	markt_economie/noun	me/pron	mede/adv	mee/adv	mens/noun	met/prep	mezelf/pron	mij/pron	misschien/adv	natuurlijk/adj	niemand/pron	niet/adv	niets/noun	niks/noun	of/comp	of/vg	om/comp	ons/noun	ons/pron	oog_arts/noun	ook/adv	op/adj	opticien/noun	ouder/noun	overeind/adv	partner/noun	persoon/noun	president/noun	probleem/noun	regeringstroepen/noun	snel/adj	soms/adv	stage/noun	systeem/noun	te/comp	tegen/prep	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	trouwens/adv	tussenstap/noun	u/pron	uit/prep	uitstekend/adj	vader/noun	vakantieganger/noun	valk/noun	veel/adj	ver/adj	vooruit/adv	vriend/noun	vrouw/noun	we/pron	weduwe/noun	weer/adv	weg/noun	weinig/det	wel/adv	wereld/noun	werkloos/adj	wijze/noun	ze/pron	zeker/adj	zelfs/adv	zichzelf/pron	zij/pron	zo/adv	zogezegd/adj	zoon/noun
toch/adv	0.89869535	0.95976156	0.8379082	0.8198739	0.9415096	0.86701155	0.91673243	0.9077657	0.958193	0.80314213	0.88104266	0.9147496	0.71238136	0.49928594	0.75756055	0.8672166	0.5885662	0.9066427	0.59440196	0.87050164	0.8599594	0.9288106	0.67840636	0.8781398	0.8637542	0.86012876	0.8474913	0.83817476	0.8714567	0.9099617	0.8302134	0.87488335	0.8512429	0.8141738	0.7842975	0.81689274	0.5422865	0.5813257	0.8484857	0.8669089	0.74735945	0.8524786	0.93617576	0.5947825	0.617641	0.8481463	0.57103384	0.7760551	0.6338184	0.88709116	0.88103235	0.869583	0.88442403	0.6750351	0.911401	0.8669534	0.8372785	0.8461873	0.77958286	0.7531791	0.8779533	0.7314967	0.7644603	0.8242446	0.66357654	0.70386904	0.90441215	0.922745	0.9131452	0.7089248	0.55140245	0.79137367	0.89032644	0.5705493	0.79700494	0.78259575	0.835853	0.87112796	0.71969676	0.57630026	0.8792579	0.91781676	0.6633806	0.81787276	0.8001317	0.739545	0.8405663	0.6931751	0.63860774	0.5507719	0.6068067	0.6922647	0.6085407	0.74440813	0.7490104	0.7550208	0.83436453	0.6874014	0.75888455	0.6707158	0.92842793	0.6724151	0.8527405	0.9384835	0.8293899	0.84984523	0.8620132	0.8654933	0.9317313	0.8858824	0.9557068	0.75338376	0.6366396	0.90803045	0.848381	0.692385	0.8905101	0.8889395	0.9109507	0.8938483	0.0	0.710163	0.9349079	0.7170119	0.90973985	0.83464086	0.8620242	0.88553256	0.97400457	0.66541076	0.8187537	0.8569259	0.856303	0.8623191	0.5762937	0.9184231	0.6830257	0.89019644	0.7549095	0.4394908	0.84540004	0.9191172	0.7763181	0.6516346	0.69409007	0.6817348	0.7632626	0.7487912	0.6001626	0.8700496	0.8823217
trouwens/adv	0.94975185	0.9508229	0.80032027	0.8142623	0.9557089	0.8318787	0.9137295	0.8956044	0.9501636	0.90148175	0.830549	0.90768677	0.8014121	0.6989895	0.74237233	0.8372327	0.76041156	0.92603374	0.7641851	0.84743965	0.8361385	0.88546866	0.6836585	0.86883307	0.82228696	0.83499277	0.8316808	0.839147	0.86503017	0.8507389	0.8474144	0.8841275	0.8169081	0.7749339	0.78068185	0.7802662	0.76999116	0.7190261	0.822956	0.8472304	0.76888406	0.7885042	0.9351637	0.6981865	0.71112275	0.8256874	0.69153273	0.7914478	0.78420603	0.81776977	0.87097704	0.8699402	0.85417694	0.7537383	0.8439514	0.7986844	0.87455213	0.82259864	0.7526295	0.7646389	0.90025026	0.77698195	0.78375936	0.8060004	0.7996712	0.7461083	0.86827946	0.9347236	0.8691251	0.7779401	0.7445644	0.82239383	0.91645616	0.74430954	0.7904634	0.7655678	0.8282599	0.89380324	0.77755165	0.7723087	0.8220496	0.91285855	0.77770156	0.8170016	0.80122936	0.8094037	0.76352495	0.82448477	0.7473223	0.7464721	0.70186454	0.7850169	0.7625701	0.8118177	0.78777254	0.7960025	0.7331543	0.77611315	0.78535897	0.7742364	0.9476161	0.6534005	0.8383414	0.9439099	0.85221744	0.8760894	0.84245396	0.82434535	0.9032494	0.85185426	0.9766114	0.84467906	0.73625505	0.9103228	0.7992376	0.79001546	0.8638164	0.8911715	0.9151445	0.8353443	0.710163	0.0	0.934335	0.7534087	0.80840516	0.7816631	0.83707356	0.89324456	0.95309436	0.75421214	0.8589063	0.8968513	0.8322426	0.82039064	0.74603117	0.8933069	0.82699513	0.8648829	0.78655744	0.6972467	0.8169058	0.8763068	0.77219284	0.74230516	0.7956703	0.6812308	0.78729916	0.7581429	0.738812	0.8637926	0.8397944
tussenstap/noun	0.98366827	0.9848958	0.95432997	0.9804238	0.98535144	0.9350152	0.9349055	0.957395	0.9587681	0.9477003	0.94566756	0.91638976	0.974765	0.95450807	0.91894364	0.94923455	0.94292665	0.9239889	0.9700982	0.91493523	0.9627863	0.90796494	0.9067216	0.946649	0.9813157	0.93669987	0.97832096	0.93158126	0.96157837	0.94291735	0.9690858	0.9512605	0.93741465	0.9242001	0.9205203	0.9758579	0.9218	0.91004944	0.9408838	0.95481545	0.927763	0.936985	0.9251134	0.91627765	0.9495528	0.95567673	0.94485813	0.93793464	0.98551905	0.9780422	0.9709728	0.95200247	0.9509165	0.9798968	0.9281782	0.94239485	0.9460538	0.95986366	0.9508425	0.9639452	0.9540275	0.9617603	0.9442145	0.907092	0.93892086	0.946854	0.9606848	0.9216963	0.93724656	0.96222585	0.94570637	0.975135	0.95071435	0.9421029	0.9681102	0.93617624	0.944357	0.95943797	0.95018804	0.9507068	0.9112333	0.94871163	0.9730388	0.93695444	0.9692044	0.9345348	0.94532704	0.9480114	0.9609483	0.9251803	0.93904	0.9742791	0.9299783	0.9680305	0.95525885	0.9377833	0.9243229	0.89312595	0.941352	0.95424366	0.94338083	0.89836186	0.9409417	0.97826713	0.9750351	0.96767974	0.9499829	0.95613927	0.9630955	0.9424046	0.97870773	0.9428975	0.9606668	0.94436437	0.9070245	0.9174964	0.9554693	0.96017534	0.9247447	0.9000949	0.9349079	0.934335	0.0	0.9600766	0.93045926	0.978799	0.9809361	0.9408945	0.971064	0.95176864	0.9517329	0.9380023	0.9858531	0.9613403	0.93044835	0.9877102	0.9524631	0.9138815	0.9588064	0.9342006	0.94736296	0.9439858	0.9619996	0.95089173	0.93205357	0.9467056	0.94965434	0.9401269	0.9489178	0.9321754	0.9744139
u/pron	0.97231674	0.96115565	0.8532643	0.8405261	0.94669634	0.9236994	0.9459466	0.94875807	0.96088225	0.93126357	0.84831285	0.85593075	0.7935262	0.71911895	0.74761266	0.8879945	0.61973274	0.94320333	0.74628174	0.86416423	0.860309	0.94823897	0.7752975	0.8724161	0.8584366	0.87296784	0.81797874	0.89694345	0.8459408	0.8305578	0.89616114	0.8683514	0.83970034	0.83632976	0.8389128	0.78364855	0.6101309	0.75452983	0.905097	0.80259484	0.735892	0.8536999	0.9387917	0.7036412	0.76852524	0.83155274	0.6125789	0.8700936	0.71464455	0.8426696	0.83537877	0.8802182	0.8810127	0.77719116	0.86323076	0.83563447	0.8977682	0.77037835	0.74763685	0.6403811	0.91798955	0.62218094	0.6853885	0.8772814	0.8529142	0.6426096	0.90374315	0.8805371	0.89177495	0.6355041	0.52953005	0.88799	0.92442316	0.47654665	0.82154036	0.7894241	0.72034353	0.92193705	0.6682091	0.6904086	0.89885616	0.93356717	0.5767035	0.8617085	0.7904857	0.7005315	0.7919135	0.7307857	0.5656625	0.72769827	0.75479305	0.71222734	0.7125133	0.80304927	0.7781778	0.7348589	0.69900024	0.74448824	0.71364427	0.61374617	0.9018407	0.74789786	0.8582628	0.8981266	0.76502323	0.8904376	0.86595374	0.787361	0.91672593	0.891248	0.9823079	0.84355915	0.72994506	0.94445467	0.8880519	0.69743073	0.9255226	0.9202943	0.887139	0.90491104	0.7170119	0.7534087	0.9600766	0.0	0.8851584	0.83351684	0.8104871	0.8575938	0.9552426	0.78322697	0.8945518	0.8877153	0.7805882	0.8296891	0.68252885	0.9038325	0.8258812	0.91014993	0.831397	0.6804943	0.8732852	0.92830986	0.8204024	0.5647324	0.85036457	0.75194967	0.75330985	0.66953754	0.7431271	0.87095225	0.85546225
uit/prep	0.9527696	0.9134784	0.8133383	0.8365565	0.9430392	0.84654295	0.94361717	0.8321706	0.94652504	0.8856012	0.85877997	0.8891347	0.80432665	0.8793956	0.8087481	0.8791607	0.8773453	0.9233437	0.86452156	0.84698063	0.7806727	0.8439561	0.83992755	0.8406794	0.83094513	0.83861804	0.84270495	0.83728504	0.83524096	0.81506413	0.88944954	0.8986895	0.8726618	0.8111612	0.84780073	0.79589593	0.8910363	0.92384344	0.88558584	0.8471174	0.8006583	0.74577653	0.9098028	0.8768759	0.84335995	0.8119819	0.83542484	0.8562587	0.84386563	0.7624556	0.7979061	0.8439781	0.8902267	0.8431128	0.8793612	0.8834456	0.8840492	0.804459	0.85571736	0.8418317	0.8608024	0.8660142	0.8629027	0.7447163	0.94845307	0.85507345	0.80191886	0.9440959	0.8345332	0.851019	0.92677015	0.87798727	0.9032048	0.8768823	0.8117287	0.8419292	0.86794066	0.9199389	0.849007	0.8656807	0.9277419	0.92879796	0.9307053	0.84001786	0.80881965	0.86049455	0.7418895	0.8979995	0.90591985	0.86455476	0.83777225	0.8834129	0.9365079	0.91658676	0.8966888	0.88278013	0.68275	0.8513083	0.83595884	0.909045	0.94715023	0.83295536	0.8518156	0.93513966	0.8316461	0.86965334	0.8749144	0.8200857	0.9003221	0.91224205	0.92183906	0.84460807	0.79785717	0.8861359	0.87941283	0.8697082	0.8944064	0.86338603	0.916793	0.829934	0.90973985	0.80840516	0.93045926	0.8851584	0.0	0.83762854	0.80109084	0.8749956	0.92265505	0.8711533	0.87456083	0.86811554	0.835757	0.8116393	0.9343121	0.82175666	0.8416694	0.84901893	0.84147084	0.93275446	0.8131738	0.86238396	0.8435992	0.8618073	0.8958962	0.7854685	0.86500007	0.8453376	0.8928461	0.8460525	0.7873535
uitstekend/adj	0.9593408	0.94911104	0.84722424	0.86172825	0.93893135	0.8538145	0.90686	0.9148681	0.9597036	0.8592787	0.8698424	0.9109649	0.79660887	0.80093324	0.7875163	0.88789964	0.8639071	0.9119029	0.82799613	0.86825085	0.86535025	0.8865288	0.7073355	0.8687455	0.8620018	0.88596815	0.8685965	0.84326863	0.895305	0.8435172	0.84419745	0.869543	0.855521	0.8183643	0.8390478	0.80117136	0.8877632	0.8885317	0.87451506	0.8912525	0.8049159	0.77925575	0.948085	0.8353125	0.8050897	0.87123823	0.78436464	0.80275524	0.83152276	0.87554103	0.9017043	0.88781434	0.8604071	0.8125847	0.9157378	0.89412755	0.8998813	0.88964295	0.8157143	0.85874903	0.86468893	0.866444	0.878912	0.8325993	0.93417627	0.8199178	0.9204961	0.9649624	0.89392763	0.8538807	0.8729921	0.836902	0.9092561	0.82182026	0.8643069	0.7668512	0.871914	0.882581	0.79977524	0.83820283	0.91357416	0.9088477	0.8955804	0.7757584	0.8397231	0.8697974	0.72959656	0.8687136	0.8844278	0.8291189	0.7826064	0.89826447	0.8599677	0.90909934	0.8897096	0.8706489	0.7557661	0.82052046	0.81042695	0.8675901	0.9580483	0.7494606	0.84129256	0.9528003	0.894735	0.8374907	0.854781	0.83176196	0.9228368	0.9021658	0.9553267	0.842082	0.78551227	0.87041205	0.81210107	0.83316815	0.8925288	0.8597588	0.884774	0.879518	0.83464086	0.7816631	0.978799	0.83351684	0.83762854	0.0	0.87637496	0.9079997	0.9424208	0.7944006	0.85793734	0.882252	0.8647469	0.8643806	0.83095706	0.89866954	0.8652746	0.8823445	0.80496407	0.8363942	0.8469114	0.8930806	0.7732515	0.8351477	0.85093147	0.7903647	0.84190226	0.82365096	0.8177611	0.91428816	0.883306
vader/noun	0.9882175	0.9729903	0.774546	0.7552716	0.974778	0.89581704	0.9796115	0.89657176	0.9324358	0.8905104	0.82999766	0.9410392	0.8151209	0.8402611	0.8182078	0.83517706	0.7835467	0.94471765	0.81077635	0.841982	0.76104295	0.9210778	0.8479148	0.8871991	0.51981807	0.8502393	0.76044315	0.812749	0.82583535	0.8993615	0.9032889	0.8899735	0.8615541	0.8360821	0.88997644	0.7312753	0.8440853	0.9134706	0.87166876	0.7449342	0.82711625	0.7582462	0.9138521	0.8572045	0.8221721	0.8135781	0.7660886	0.8480818	0.81049633	0.5583926	0.61736745	0.89803755	0.7766698	0.76312923	0.91892725	0.898478	0.8991924	0.72977924	0.80049896	0.64003694	0.8842314	0.66846085	0.7126534	0.88597935	0.9458377	0.58225423	0.8280341	0.96076703	0.8219298	0.6829525	0.7426096	0.843577	0.9602054	0.81488955	0.6384677	0.8680106	0.8548101	0.8911348	0.7971146	0.8399854	0.9540073	0.9475711	0.80730677	0.8468989	0.82799685	0.71578765	0.78955984	0.8271768	0.78198713	0.80343026	0.83576	0.8173124	0.88589984	0.9041648	0.8823597	0.8454657	0.7150481	0.8477528	0.80065644	0.8444681	0.88894004	0.84703416	0.86361355	0.93926257	0.47319365	0.9030263	0.7482398	0.7608787	0.77915406	0.9172859	0.9370989	0.9071137	0.7669561	0.86836916	0.9051443	0.8256898	0.8956561	0.9247572	0.8780464	0.85261124	0.8620242	0.83707356	0.9809361	0.8104871	0.80109084	0.87637496	0.0	0.90675646	0.9541244	0.8811031	0.911529	0.92596334	0.6108386	0.5397121	0.89988124	0.6196177	0.8645666	0.92239434	0.89329094	0.8815247	0.8345293	0.8187386	0.7992663	0.64649004	0.8842162	0.75337124	0.79361415	0.6556837	0.80485153	0.86078	0.38745564
vakantieganger/noun	0.9748725	0.913773	0.8897846	0.84646827	0.9651406	0.8839678	0.9418217	0.9062081	0.96575433	0.92563516	0.8879284	0.8875276	0.88778865	0.9032194	0.8781183	0.88252175	0.8692734	0.91109776	0.88571537	0.8844822	0.8436762	0.92280626	0.8450725	0.9010244	0.8964644	0.8072843	0.86099994	0.91353035	0.812146	0.89344025	0.9283849	0.8733524	0.910105	0.8887651	0.88946676	0.8659572	0.8771883	0.91709024	0.92140627	0.88894063	0.86010194	0.8402532	0.9069189	0.86082137	0.89690745	0.9021436	0.87651056	0.90954095	0.86829114	0.8588532	0.8663736	0.8583105	0.86400276	0.88293487	0.87763894	0.8868905	0.91619414	0.94852513	0.89780056	0.8776716	0.8637086	0.87921476	0.8440912	0.8678466	0.94724214	0.8911787	0.8434271	0.8907443	0.8635558	0.88023794	0.8915431	0.9010747	0.9173099	0.8577974	0.8785672	0.8877877	0.7498141	0.9377722	0.84059596	0.8848709	0.893688	0.938233	0.90311486	0.88539124	0.8630682	0.79080045	0.8638565	0.92062217	0.9098538	0.8765735	0.89904535	0.8996833	0.9190379	0.9414618	0.9268022	0.913385	0.8325911	0.839359	0.879881	0.8756583	0.9134194	0.84398985	0.8600557	0.9204293	0.8625421	0.9024336	0.9022166	0.8490821	0.9243419	0.9255008	0.95778245	0.88337797	0.8489647	0.87663066	0.9102651	0.86088455	0.93055075	0.9144485	0.887395	0.8450419	0.88553256	0.89324456	0.9408945	0.8575938	0.8749956	0.9079997	0.90675646	0.0	0.94675213	0.83932275	0.8799761	0.9168535	0.85842216	0.86499023	0.8809565	0.8793289	0.88791025	0.87001014	0.883265	0.88736904	0.89239645	0.86391884	0.89869	0.8516513	0.9362371	0.84478694	0.91375554	0.83747584	0.87597644	0.8691616	0.910904
valk/noun	0.99117285	0.94773054	0.95344573	0.941546	0.9765308	0.96843594	0.9656211	0.96845126	0.9712834	0.9772485	0.9750429	0.94128734	0.9467209	0.95493513	0.95729053	0.9767229	0.956062	0.9649685	0.9677081	0.95916903	0.92898595	0.96109986	0.94771177	0.9276812	0.9461836	0.9629506	0.9470171	0.97474205	0.95517826	0.94545937	0.9629447	0.96449596	0.9582066	0.93181795	0.95803744	0.92249745	0.9532425	0.9476644	0.9613486	0.9805089	0.9552748	0.9180522	0.96819663	0.97562957	0.95007455	0.95259714	0.9373995	0.9825211	0.9584848	0.9416651	0.9542883	0.94361293	0.9423388	0.948758	0.9549175	0.9586351	0.95938814	0.9279458	0.93828905	0.93846	0.9580468	0.93273705	0.9570972	0.93533653	0.95556915	0.94695103	0.95773655	0.9836191	0.95535666	0.94210446	0.9452458	0.9400646	0.9442158	0.95360696	0.94309205	0.966476	0.9647629	0.9632569	0.96092755	0.9759238	0.9731699	0.98419994	0.9519988	0.96587455	0.93176615	0.92226183	0.9397655	0.96256906	0.9453845	0.95879036	0.9535782	0.9643427	0.96838564	0.97656083	0.9680759	0.97230476	0.91867095	0.9459323	0.94580597	0.9579836	0.949568	0.9217557	0.96391165	0.9375436	0.97081393	0.94162154	0.96542966	0.956962	0.963806	0.98127687	0.9753903	0.9506073	0.94420344	0.9665622	0.96936566	0.9359591	0.9672456	0.98471403	0.96804273	0.96235573	0.97400457	0.95309436	0.971064	0.9552426	0.92265505	0.9424208	0.9541244	0.94675213	0.0	0.9620855	0.9564871	0.9672039	0.95714104	0.9469441	0.95286	0.9468177	0.9314029	0.956839	0.9668906	0.96359575	0.9615954	0.9767439	0.96464616	0.93069553	0.95308	0.9277966	0.9594545	0.94588614	0.9519655	0.93851304	0.9450588
veel/adj	0.9609675	0.9485065	0.82414937	0.82540226	0.9242816	0.840114	0.9012735	0.9081326	0.9566961	0.87383443	0.78356934	0.8964408	0.75536585	0.7180118	0.73329854	0.8289545	0.7568176	0.9082912	0.68164706	0.8525354	0.8379791	0.8886687	0.6256137	0.88229257	0.8911276	0.83358234	0.8175806	0.8576271	0.86305594	0.8717003	0.7525567	0.85701984	0.84089005	0.7696166	0.8153142	0.83954936	0.7619815	0.7469514	0.8586045	0.85661423	0.7225616	0.81152713	0.90221447	0.6812743	0.7492393	0.8408697	0.6960431	0.7395551	0.76996905	0.8715585	0.8794699	0.8836038	0.86611867	0.7572202	0.8756456	0.8642051	0.8887242	0.8685242	0.75997627	0.8320302	0.8702862	0.848763	0.79036486	0.84247583	0.83137184	0.8128886	0.86656606	0.9083609	0.8756046	0.7721236	0.73196155	0.8044206	0.9012056	0.68696344	0.837608	0.7640506	0.8233195	0.9077365	0.7707169	0.7077037	0.847072	0.8959732	0.8190033	0.788182	0.8397553	0.7315078	0.7559032	0.8090683	0.7850492	0.6723051	0.6945774	0.78379095	0.7682283	0.7583012	0.7611546	0.84431446	0.7431681	0.74313676	0.81419253	0.7832006	0.95660377	0.6578715	0.856687	0.93417495	0.82138777	0.8959961	0.86395013	0.822683	0.93771875	0.8158504	0.9657956	0.78384656	0.6714554	0.91054016	0.8197988	0.78477865	0.8760139	0.8149521	0.87769693	0.86789966	0.66541076	0.75421214	0.95176864	0.78322697	0.8711533	0.7944006	0.8811031	0.83932275	0.9620855	0.0	0.8212027	0.8661498	0.8654533	0.8722761	0.71918267	0.9174841	0.83653975	0.8626752	0.5416725	0.6741821	0.8249947	0.86987793	0.76001054	0.7480128	0.7728027	0.7358537	0.8214522	0.77422297	0.6575045	0.86582434	0.90560424
ver/adj	0.94558346	0.9778336	0.8399335	0.8692102	0.9540864	0.76449007	0.9074996	0.85486156	0.9824561	0.88046986	0.8574674	0.9300828	0.83887607	0.8118431	0.82544124	0.871219	0.81588674	0.9308459	0.8292521	0.86682373	0.86548895	0.85868996	0.7643665	0.8476472	0.914773	0.8919327	0.87623006	0.8955767	0.9004936	0.88870484	0.88955593	0.9062171	0.87068385	0.83035564	0.7620502	0.8981263	0.7899461	0.85948783	0.81847733	0.90101254	0.7516164	0.79332614	0.92548776	0.79964924	0.88297594	0.8722576	0.7991753	0.9063158	0.81080914	0.9037041	0.9259254	0.8862396	0.90660405	0.8374128	0.84578353	0.85837245	0.88654196	0.9026784	0.86342096	0.88824683	0.92156744	0.8959295	0.87562084	0.80302334	0.9400389	0.86722785	0.90771866	0.9127175	0.8951124	0.88750875	0.87150276	0.84697443	0.8517169	0.83461803	0.9153647	0.8262557	0.89782846	0.9257322	0.8690381	0.8133693	0.8283583	0.9047606	0.8929483	0.7710115	0.81623954	0.8998065	0.8618941	0.8923204	0.89929485	0.84355485	0.8396943	0.8637182	0.8747272	0.9017018	0.8975885	0.8743576	0.8438215	0.76676416	0.8323623	0.8465267	0.93206495	0.8306144	0.8517355	0.94228035	0.9109577	0.893367	0.85526466	0.9058445	0.9016293	0.85564536	0.9601416	0.70803845	0.82894194	0.92983496	0.8330918	0.723965	0.88728774	0.87303126	0.91431457	0.8267732	0.8187537	0.8589063	0.9517329	0.8945518	0.87456083	0.85793734	0.911529	0.8799761	0.9564871	0.8212027	0.0	0.8352388	0.9167307	0.9266063	0.77545077	0.9559034	0.7651424	0.7760562	0.8392073	0.8769968	0.83388114	0.90293056	0.85662585	0.8329548	0.8422909	0.8230804	0.8705572	0.8443959	0.8496027	0.9310043	0.9192815
vooruit/adv	0.96589893	0.96968645	0.8815785	0.8992474	0.9631459	0.89282674	0.909278	0.941926	0.9628564	0.87626827	0.896964	0.9246737	0.8286077	0.8543037	0.8661119	0.91555965	0.8528718	0.94131577	0.84237164	0.90358657	0.9100193	0.9243595	0.86340463	0.86221254	0.9140588	0.91002554	0.88590324	0.8686907	0.875995	0.9130071	0.8843658	0.8999825	0.88512796	0.87900126	0.8686454	0.8633262	0.8543905	0.88948596	0.9138636	0.89280367	0.8147221	0.84357595	0.9437838	0.8597367	0.86618	0.85831	0.85100365	0.89217126	0.8264246	0.945975	0.9200868	0.86608195	0.91516834	0.87831515	0.9359679	0.94414675	0.92822444	0.8854033	0.8728991	0.8733148	0.90454555	0.88108987	0.8868278	0.8620559	0.9421465	0.83721584	0.90882427	0.9281004	0.91951364	0.853351	0.8601846	0.90908927	0.8881528	0.82965463	0.8702063	0.8648945	0.9112905	0.9149944	0.8825638	0.8525357	0.9227989	0.94945145	0.8769788	0.8689319	0.8037721	0.90333927	0.8435544	0.8800498	0.8851516	0.832217	0.8832609	0.9040116	0.9121338	0.9288815	0.8914176	0.9088768	0.83746266	0.83508545	0.84994584	0.8689348	0.9508511	0.86800355	0.8716612	0.96263725	0.9252866	0.8674443	0.9259615	0.9226851	0.9517851	0.882388	0.9792724	0.84108067	0.8174083	0.91949344	0.9174257	0.84650975	0.883062	0.9051797	0.93979985	0.9173321	0.8569259	0.8968513	0.9380023	0.8877153	0.86811554	0.882252	0.92596334	0.9168535	0.9672039	0.8661498	0.8352388	0.0	0.92963195	0.8786943	0.8581378	0.92767626	0.8149181	0.84315264	0.88475174	0.87076044	0.8792168	0.9041236	0.8910915	0.8466114	0.8978493	0.83085585	0.8835427	0.87323415	0.8603007	0.90869987	0.93634677
vriend/noun	0.9608008	0.9683909	0.8025062	0.8028794	0.98539525	0.9128254	0.9634836	0.8898918	0.9449716	0.90474343	0.85497844	0.9435195	0.7993476	0.8446258	0.85194826	0.87172824	0.82632685	0.9290497	0.8261857	0.8459594	0.79578114	0.9492056	0.88087946	0.8909941	0.59451556	0.85778636	0.6734981	0.8734038	0.82080066	0.89463586	0.92671585	0.89228505	0.89556557	0.8547836	0.8950817	0.74104685	0.8403222	0.928659	0.87751853	0.7954123	0.8439128	0.7766148	0.8725058	0.86963654	0.8418609	0.73019457	0.7748475	0.8723327	0.77873635	0.57927454	0.61337256	0.889258	0.8170887	0.8017705	0.9229896	0.8767628	0.9088641	0.8183938	0.71016467	0.6560019	0.84894294	0.68985724	0.72001123	0.8838568	0.92300683	0.70034987	0.85368973	0.9635262	0.7984293	0.72554183	0.7800617	0.8935175	0.94825196	0.79167694	0.6924433	0.9003852	0.8121304	0.8727947	0.80688566	0.82974744	0.95936966	0.96417296	0.8047719	0.9001322	0.79876024	0.7628507	0.7834672	0.8499371	0.77789617	0.84964603	0.84844005	0.8230246	0.90529615	0.91863054	0.8752284	0.85895145	0.74503875	0.8303223	0.7974024	0.8251024	0.9160347	0.8331937	0.85577404	0.93165934	0.64411396	0.925189	0.7567275	0.7805509	0.77943975	0.9339968	0.9074791	0.9144044	0.79058623	0.9198388	0.93708646	0.8300533	0.9049977	0.9393407	0.8974688	0.88857096	0.856303	0.8322426	0.9858531	0.7805882	0.835757	0.8647469	0.6108386	0.85842216	0.95714104	0.8654533	0.9167307	0.92963195	0.0	0.6693401	0.8365457	0.7480901	0.8690115	0.9078723	0.9096385	0.8728941	0.86819077	0.8767154	0.86210483	0.70496863	0.8872396	0.7572387	0.80835897	0.7345439	0.83695924	0.8655187	0.63299906
vrouw/noun	0.9748543	0.98227066	0.8112843	0.7524345	0.9681897	0.9148976	0.9686488	0.8956693	0.912262	0.92324704	0.8479864	0.9440498	0.8133044	0.835742	0.80372566	0.7256149	0.77235866	0.93864137	0.8118049	0.8291769	0.7439218	0.9389096	0.8207983	0.87264407	0.6582732	0.8036618	0.7694291	0.8793823	0.77922475	0.9025636	0.911735	0.8868901	0.8702983	0.8029911	0.8706213	0.54336166	0.84471124	0.90828973	0.872051	0.68948454	0.8051368	0.7344675	0.867104	0.8502844	0.8508654	0.79472125	0.74698544	0.865873	0.8013424	0.66609967	0.67398834	0.86759716	0.7116113	0.7853977	0.94041383	0.93319476	0.9069145	0.7821983	0.8168345	0.54562974	0.8678896	0.7076745	0.68457514	0.882186	0.9396746	0.66542864	0.8167675	0.9405875	0.79886156	0.67353445	0.7950962	0.8453387	0.94646204	0.791602	0.510159	0.8470727	0.8275599	0.9009274	0.81693643	0.83614767	0.9286365	0.9428122	0.80021787	0.88539654	0.8251821	0.6352279	0.75372976	0.8188234	0.81246495	0.82206917	0.8385365	0.8124845	0.8643564	0.8940498	0.85590196	0.8145226	0.6598537	0.8422101	0.79413927	0.85433865	0.89100283	0.8575293	0.85314554	0.94310397	0.6015612	0.89041096	0.716693	0.70328665	0.8057148	0.86341536	0.90305936	0.8949542	0.7551904	0.8953883	0.90886074	0.8228228	0.8599491	0.91405815	0.88534135	0.86496246	0.8623191	0.82039064	0.9613403	0.8296891	0.8116393	0.8643806	0.5397121	0.86499023	0.9469441	0.8722761	0.9266063	0.8786943	0.6693401	0.0	0.90666544	0.66020334	0.87517923	0.9003544	0.8824179	0.89418966	0.8334621	0.78836435	0.7995192	0.57987475	0.8812295	0.74031985	0.77069145	0.6240485	0.8113416	0.82891804	0.5897015
