	Flandria/noun	achtergrond/noun	alles/noun	aluminium/noun	ambtenaar/noun	baard/noun	baard_DIM/noun	bak/noun	bastion/noun	bestaan/noun	beton/noun	blad/noun	blok/noun	brij/noun	brommer/noun	brood/noun	dag/noun	deur/noun	doek/noun	doos/noun	druk/noun	dun/adj	erg/adj	even/adv	figuur/noun	gans/noun	garnaal/noun	gebied/noun	gevel/noun	gewaad/noun	glans/adj	golf/noun	graniet/noun	haar/noun	haar/pron	haar_kleur/noun	handel/noun	heer/noun	hemel/noun	hersencellen/noun	hoed/noun	hoofd/noun	hout/noun	imago/noun	inmiddels/adv	jas/noun	kapsel/noun	kimono/noun	klei/noun	klinker/noun	kort/adj	kous/noun	krijt_streep/noun	krul/noun	kubus/noun	kuif/noun	licht/noun	lok/noun	lucht/noun	lul/noun	man/noun	marmer/noun	massa/noun	midden/noun	middenmoot/noun	mist/noun	monster/noun	morgen/adv	muis/noun	muis_DIM/noun	natuur_steen/noun	nauwelijks/adv	nevel/noun	omlijsting/noun	outfit/noun	overweeg/adj	pak/noun	pantalon/noun	panter/noun	plastic/noun	poeder/noun	poes_DIM/noun	pruik/noun	raam/noun	regenjas/noun	robot/noun	rok_DIM/noun	rook_gordijn/noun	rookwolk/noun	rot/noun	sanitair/noun	schakering/noun	schelp/noun	schemer_zone/noun	seizoen/noun	sok/noun	stad/noun	start/noun	steen/noun	straat/noun	tand/noun	tapijt/noun	te/adv	tint/noun	tovenaar/noun	uiterst/adj	vaak/adj	veelal/adv	verleden/noun	vest/noun	vilt/noun	vloer/noun	vlucht_wagen/noun	voorstad/noun	vooruitblik/noun	vuilniszak/noun	waas/noun	wat/adv	water/noun	werkelijkheid/noun	wolf/noun	wolk/noun	wolkendek/noun	zak/noun	zeehond/noun	zo/adv	zone/noun	zoveelste/num
vaak/adj	1.0	0.8818687	0.9236258	0.9987923	0.92191243	0.9640067	0.9228361	0.98130673	0.93214446	0.9503429	0.98764664	0.902752	0.9683279	1.0	0.9517951	0.94079584	0.9516115	0.9370877	0.92161644	0.9822569	0.9410753	0.95315546	0.8545591	0.9300749	0.9030037	0.97196716	0.9387274	0.91406703	0.9767719	0.97759265	0.9880387	0.95346385	0.99767935	0.93848777	0.8267606	1.0	0.9474175	0.9314821	0.95083153	1.0	0.94877845	0.8707239	0.94838744	0.9101778	0.8995568	0.9660735	0.9578625	0.99763423	0.9104618	0.9581469	0.88401616	0.98514414	0.9949141	0.9902415	1.0	0.99973667	0.93601567	0.99785626	0.9497344	1.0	0.9479946	0.996167	0.96233904	0.9434594	0.99444634	0.9637817	0.95570207	0.8940515	0.98521054	0.9940835	0.976107	0.8685982	0.9860065	0.9798576	0.9971254	0.8653352	0.9413092	0.986832	0.95907813	0.9867278	0.9665576	0.98290426	0.9961758	0.9613663	0.9857851	0.98108304	0.9897835	0.9997568	0.964698	0.98602754	0.9840344	0.9967077	0.97659445	0.9668141	0.928887	0.96920776	0.9071944	0.9649473	0.96445966	0.9190302	0.92561257	0.9251124	0.8874234	0.993407	0.9525266	0.9223944	0.0	0.896144	0.8921271	0.9866806	0.99615115	0.9695627	0.99295616	0.9874172	0.99314284	0.9762385	0.9610841	0.894303	0.9253279	0.94028234	0.95138925	0.95374197	0.97452676	0.9409298	0.9937647	0.9597519	0.9623788	0.8979189
veelal/adv	0.9992968	0.89741445	0.97045004	0.9841152	0.89698195	0.9680846	0.98441356	0.97239333	0.94065046	0.94893	0.9312882	0.94014686	0.94459367	0.994026	0.9838026	0.9128636	0.9041032	0.93368596	0.9295626	0.9573228	0.95009637	0.9400517	0.9240811	0.9554545	0.9422719	0.95414495	0.9489922	0.86327535	0.92359906	0.94107443	0.9911423	0.94941497	0.9401671	0.95102966	0.957011	1.0	0.93287545	0.9761476	0.97029626	0.98517203	0.95184815	0.94873196	0.9465023	0.9649613	0.8328614	0.89972264	0.9512718	0.97914654	0.9406371	0.93801683	0.9508534	0.96638167	0.98664	0.9657903	0.9868119	0.99773777	0.9752589	0.9689762	0.9639033	0.9672636	0.9241633	0.96312785	0.91109437	0.9301786	0.94778615	0.9628945	0.9659218	0.93235934	0.95672333	0.9993715	0.9497933	0.9236948	0.9716272	0.99744415	0.9681722	0.8653583	0.954785	0.98461664	0.96925056	0.96491176	0.9737109	0.9845649	0.98770297	0.9632573	0.97901034	0.9783034	0.98780257	1.0	0.96367526	0.995464	0.94821674	0.97211426	0.9646218	0.99191606	0.95779043	0.9843696	0.9059767	0.9345929	0.882884	0.9329976	0.9425959	0.94515187	0.9773719	0.9715383	0.9764578	0.94274557	0.896144	0.0	0.9482664	0.92929494	0.980444	0.8921971	0.985197	0.96573395	0.9901469	0.95097506	0.94355977	0.9536127	0.92033154	0.93791175	0.94923073	0.9855328	0.9959416	0.87386763	0.93748236	0.9913873	0.94114155	0.9135549
verleden/noun	0.99769413	0.8396467	0.91528684	0.9757531	0.94706404	0.968913	0.9658905	0.9461153	0.96935326	0.8904259	0.9718784	0.9061473	0.95519245	1.0	0.9719919	0.9566562	0.9375458	0.9123243	0.93007416	0.9651905	0.89861596	0.9613176	0.8957623	0.9039605	0.8919463	0.9985684	0.98251426	0.92559326	0.9521615	0.993514	0.97475123	0.95668656	0.9956994	0.9507522	0.81370926	1.0	0.9399085	0.8624524	0.90754	0.9978568	0.9664276	0.8600509	0.934959	0.89041907	0.85856265	0.9589308	0.9611668	0.99907905	0.9796586	0.9784095	0.8869505	0.97359264	0.98528	0.9944237	0.9919998	1.0	0.9212974	0.99777126	0.9109881	0.96558654	0.92223686	0.99264884	0.93993384	0.9181828	0.9852781	0.9669121	0.97566986	0.8824531	0.97578776	0.9958815	0.9850789	0.87730336	0.9672916	0.9844183	0.97143877	0.9736326	0.941694	0.98765904	0.9889434	0.9940704	0.9890783	1.0	0.9984709	0.95311326	0.97264224	0.9938087	0.96835315	0.9794092	0.9908348	0.9664937	0.9685709	0.99843705	0.9687671	1.0	0.88184595	0.96318096	0.90958637	0.9383558	0.93196315	0.9221061	0.94186026	0.97009695	0.89874476	0.99308884	0.9580896	0.90093446	0.8921271	0.9482664	0.0	0.9839145	0.99770766	0.9689114	0.98981017	0.9639288	0.9934731	0.9882746	0.9850978	0.8759948	0.9206668	0.9176223	0.9819401	0.95131177	1.0	0.9571889	0.9989499	0.96462655	0.94025934	0.9378991
vest/noun	0.9731249	0.95942485	0.9990726	0.9909368	0.9381726	0.98781925	0.9962373	0.93570507	0.993645	0.96103674	0.913512	0.97615564	0.97661215	0.99876624	0.96786916	0.9623472	0.8986403	0.9417388	0.9679491	0.930175	0.9807358	0.99106234	0.99394786	0.95074725	0.96864927	0.9701325	0.9548616	0.93248296	0.96973205	0.9604199	0.95254093	0.9726283	0.96763843	0.9891604	0.996114	1.0	0.9713593	0.9902146	0.98758525	0.90387046	0.9787694	0.97397393	0.9955859	0.98517644	0.88773066	0.897232	0.9760961	0.9801326	0.9597113	0.94866306	0.973444	0.99361056	0.93019557	0.991469	0.9887281	0.9979369	0.9793956	0.97673535	0.96905607	0.9982375	0.88520867	0.942179	0.9434305	0.96638054	0.9880499	0.99574	0.9606943	0.9526623	0.97978705	0.9957398	0.99685454	0.96001685	0.99976814	0.99627554	0.9462426	0.96042746	0.94909525	0.8613329	1.0	0.99317276	0.9807379	0.99562764	0.9562093	0.97888815	0.95297194	0.9877678	0.95078766	0.98335415	0.9670376	0.99996114	0.9614366	0.95011216	0.99367404	1.0	0.97422165	0.89141893	0.9386904	0.962225	0.96287274	0.9372797	0.94960827	0.97908795	0.97783047	0.9879989	0.9761635	0.9765327	0.9866806	0.92929494	0.9839145	0.0	0.9979527	0.8965493	0.98524034	0.9872014	0.99782485	0.989388	1.0	0.9957598	0.94271415	0.9617727	0.9814989	0.9757354	1.0	0.91225404	0.9465953	0.99609584	0.9784447	0.9827087
vilt/noun	0.9899007	0.991042	0.97907823	0.94718105	0.9922312	1.0	0.99780947	0.9996645	0.9985162	0.9981004	0.9987182	0.9902918	0.98596096	0.9979993	0.9963788	0.9770592	0.98639894	0.9835682	0.96528435	0.9967945	0.99816954	0.9990034	1.0	0.97792745	0.98770285	0.9984707	0.9965543	0.9931251	0.99759585	0.9614798	0.9887466	0.9830747	0.979645	0.99835145	1.0	1.0	0.97439665	1.0	0.99971753	0.99047166	0.92967916	0.97108305	0.9916148	0.99700177	0.97414976	0.94369775	0.98165476	0.9672031	0.9837279	0.99656785	0.98271215	0.9910073	0.9558416	1.0	0.97695917	0.9810289	0.9673332	0.9813866	0.97888964	0.9996529	0.9928514	0.9952891	0.94462705	0.999267	0.9958904	0.999414	1.0	0.9768914	0.9740432	0.9960366	0.99833685	0.9824053	0.9796668	0.96385723	0.96912485	0.9776063	0.98455375	0.99763584	0.9710035	1.0	0.9931568	0.9665849	1.0	0.9994831	0.9371749	0.99808604	0.9875672	0.99887013	0.99905664	0.99336565	0.99975353	1.0	0.99064714	0.9985676	0.9769291	0.99679434	0.96843535	0.9850359	0.9696481	0.9937727	1.0	0.9902633	1.0	0.98151946	0.9657683	0.9877125	0.99615115	0.980444	0.99770766	0.9979527	0.0	0.9759327	0.97636473	0.99932414	0.9998081	0.98093796	1.0	0.97839344	0.99841654	0.9931007	0.97202885	1.0	1.0	0.9890215	0.9902587	1.0	0.9895968	0.9875087
vloer/noun	0.9771988	0.9632299	0.91973686	0.96318954	0.7719573	0.98316455	0.99987674	0.9355457	0.956598	0.93873703	0.8664807	0.8765855	0.94146174	0.99988747	0.9468344	0.8885058	0.78683454	0.87913823	0.9139504	0.9030828	0.9356366	0.95477325	0.94985944	0.9270157	0.944202	0.94045436	0.911497	0.8677421	0.9312155	0.9525395	0.99201035	0.9584475	0.9877095	0.94999415	0.9514619	0.9885782	0.9051393	0.9311831	0.93603784	0.95982546	0.9542728	0.9255373	0.9493773	0.977884	0.80179644	0.9382578	0.96438116	0.9850652	0.95040834	0.9350507	0.94188255	0.9602324	0.99071264	0.99964285	0.95271885	0.9720222	0.9577147	0.98359203	0.96446353	0.9922731	0.8421668	0.9755314	0.9233262	0.931404	0.9719206	0.99123496	0.9507449	0.91770524	0.9479918	0.9855782	0.9139028	0.8921724	0.9742019	0.9649354	0.9740904	0.88464534	0.9106073	0.98676527	0.9696082	0.9290012	0.9710237	0.970986	0.9550771	0.9701799	0.9815434	0.9788258	0.94114184	0.9999364	0.9436383	0.9644512	0.9178843	0.99497485	0.92183274	1.0	0.912661	0.9686867	0.8224054	0.91136384	0.9238547	0.90066826	0.9186693	0.9068254	0.97697705	0.9883149	0.9889424	0.90897036	0.9695627	0.8921971	0.9689114	0.8965493	0.9759327	0.0	0.9981989	0.9433041	0.99455297	0.9254222	0.9915552	0.9102262	0.87348807	0.95284903	0.9544316	0.9598407	0.99798626	0.8453564	0.8635619	0.98797387	0.9096339	0.96085334
vlucht_wagen/noun	0.9901373	0.99952096	1.0	0.9472143	0.9574306	1.0	1.0	0.9402052	0.997848	0.93290234	0.9945737	0.9901886	0.95592546	1.0	0.9735997	0.974776	0.9693012	0.9564114	0.99754894	0.9811585	0.98226297	0.9953036	0.9880152	0.9692126	0.98904485	0.9977271	0.9974517	0.9886717	0.9753863	0.95856375	0.93127483	0.9928616	1.0	1.0	1.0	1.0	0.99696296	0.9842796	0.99031323	0.9877028	0.9832405	0.99411935	0.99936074	0.96280396	0.96567404	0.96108204	0.99531907	1.0	0.9831748	1.0	0.98016274	1.0	0.98416746	0.95413	0.9940291	0.90509874	0.99471754	0.9972552	0.97100997	0.9994458	0.9287278	0.9998975	0.9877737	0.9901195	0.99998194	0.9828229	0.9804805	0.9894439	1.0	1.0	0.99882007	0.99489737	0.95951486	0.9848536	0.9991329	0.99550086	0.982638	0.9933835	0.9895064	0.988677	0.99620605	0.9987785	0.9594411	0.9784576	1.0	0.9895215	1.0	0.9988311	1.0	0.9566273	0.98579216	1.0	0.995071	0.9647501	0.97574633	0.9781042	0.99680793	0.98389107	0.98761857	0.987839	0.9738609	0.9992322	1.0	0.9999341	0.9953626	0.9903107	0.99295616	0.985197	0.98981017	0.98524034	0.97636473	0.9981989	0.0	0.99655706	0.99194473	0.9860407	1.0	0.99771845	0.99567163	0.99956495	0.98930943	0.9999655	0.99990976	0.9959316	0.99253637	1.0	0.9584042	0.9951923
voorstad/noun	0.99581695	0.9358289	0.9890894	0.9918717	0.96459055	0.9662968	1.0	0.98733944	0.9093317	0.98271334	0.95651096	0.9605385	0.96481466	1.0	0.9808189	0.96162635	0.9434763	0.9636786	0.9365039	0.95768315	0.9389251	0.99391204	0.9890382	0.90768504	0.95958894	0.9682263	0.9849568	0.8890961	0.95943314	0.9751415	0.94372874	0.924167	0.9550023	0.9759482	0.9669208	0.96828014	0.9631573	0.97078764	0.9600293	0.99972504	0.9838966	0.9510914	0.9864178	0.9681147	0.9363961	0.97175455	0.9871384	0.9995267	0.99182683	0.98846555	0.95948637	0.99000937	0.9995171	0.93322426	0.99076253	0.9984142	0.97086245	0.9704156	0.93495035	0.99670035	0.92767686	0.98754734	0.9502683	0.94755155	0.97458947	0.976605	0.9637168	0.9402308	0.9577376	0.9281143	0.99491423	0.9608177	0.9888527	0.9800583	0.99397373	0.89832634	0.9635852	0.9572428	0.9796475	0.9925644	0.98951125	0.98158336	0.95604354	0.9583007	0.99613494	0.9474659	0.9994942	0.93542385	0.9581352	0.9790324	0.9969101	0.97989	0.9707438	0.9737171	0.9816316	0.9989266	0.7490736	0.9563461	0.87316257	0.84299064	0.9864808	0.9687655	0.98958886	0.9557994	0.98154324	0.9327646	0.9874172	0.96573395	0.9639288	0.9872014	0.99932414	0.9433041	0.99655706	0.0	0.96871215	0.9854564	1.0	0.9948818	0.9584052	0.9124599	0.96400535	0.960253	0.99590486	0.94855046	0.98396	0.9907896	0.93209094	0.9472883
vooruitblik/noun	0.97573113	0.98689806	0.982321	0.9984219	0.9906466	1.0	1.0	0.99679065	0.9872138	0.94052356	0.9996366	0.9979043	0.97135425	0.99548507	0.99878764	0.9765168	0.94244087	0.95200205	0.9731297	0.9731104	0.9392657	0.9948221	0.98983717	0.9834536	0.9899845	1.0	0.98668796	0.9910638	0.984105	0.9910197	0.99230516	0.97835046	0.99899095	1.0	0.9882946	0.98676527	0.99469876	0.94337225	0.94686306	0.9894514	0.9932103	0.98123276	1.0	0.99430525	0.9832918	1.0	1.0	0.9880765	0.99632215	0.9586631	0.95338273	0.9856027	0.9977072	1.0	0.9899059	0.9989182	0.99831665	0.95877254	0.99766177	0.96010286	0.97010124	0.99570864	0.98370147	0.98072445	0.99841523	0.9862606	0.96895766	0.92613006	0.9930172	0.86357075	0.99448556	0.9917988	0.9721925	0.9834583	0.960479	0.98221725	0.9919644	0.99743074	0.9452019	0.9856533	0.99185205	0.98671335	1.0	0.9848167	0.99948895	0.963536	0.99808794	0.999852	0.9990746	0.9828335	1.0	0.97865444	0.9962885	0.9682282	0.91991246	0.99933684	0.99006623	0.9122687	0.9885492	0.9900601	0.9996112	0.9896349	0.99606884	0.9998174	0.9941147	0.98791325	0.99314284	0.9901469	0.9934731	0.99782485	0.9998081	0.99455297	0.99194473	0.96871215	0.0	0.9981372	0.9998982	0.9990452	0.9789705	0.9946772	0.95727247	0.97619367	0.98790485	0.98392385	0.9958856	0.98848546	0.9753493	0.98413855
vuilniszak/noun	0.93660665	0.9825387	0.982217	0.9814049	0.93727756	0.99126756	0.9974943	0.9670573	0.9966306	0.96357256	0.9599789	0.975577	0.9420082	0.98249644	0.916699	0.95978975	0.90364665	0.92908555	0.98628753	0.9627274	0.9909502	0.94003093	0.98170614	0.937677	0.98968375	0.94895846	0.9623133	0.9455326	0.9176158	0.99873346	0.9944575	0.94045454	0.9974633	0.9934933	0.97993237	0.9858928	0.95000714	0.98820907	0.99362326	0.97576827	0.9892127	0.9815844	0.98193794	0.9812111	0.92979234	0.96608675	0.9779116	0.9875627	0.98844975	0.9444821	0.9768635	0.96761733	1.0	0.98943865	0.9644199	0.98961455	0.96133566	0.9857984	0.95435053	0.99985576	0.9116184	0.97893184	0.9630788	0.9751048	0.9696138	0.9654114	0.9855575	0.93412536	0.9919059	0.984999	0.99151707	0.95909375	0.9915001	0.98794675	0.9912832	0.92691356	0.9509843	0.9753244	0.9985092	0.959085	0.98976976	0.98445046	0.9763015	0.9842136	0.99467856	0.9891535	0.984906	0.99814165	0.93463624	0.98943764	0.92890143	0.99908453	0.9883853	0.97370255	0.9666882	0.9924912	0.9363812	0.9413991	0.94797343	0.90221924	0.99318105	0.979335	0.9799605	0.9543709	0.9710012	0.96359247	0.9762385	0.95097506	0.9882746	0.989388	0.98093796	0.9254222	0.9860407	0.9854564	0.9981372	0.0	1.0	0.9904489	0.9454413	0.981442	0.9620529	0.987282	0.98474765	0.85134363	0.94687223	0.9877449	0.9406526	0.9878345
waas/noun	0.99956334	0.94927686	1.0	1.0	0.9665916	0.9367963	1.0	0.9999366	0.9435974	0.9928794	1.0	0.9614743	0.98382777	0.8334219	0.9933754	0.9869237	1.0	1.0	0.9801748	0.9991511	0.96033514	0.99453926	0.9752103	0.9944659	0.97174984	1.0	0.99967134	0.9685136	0.99126434	1.0	0.9994952	0.98711324	1.0	0.99417603	0.97383523	1.0	0.9963002	0.97861993	1.0	1.0	0.9746233	0.9593741	0.9985674	0.98781693	0.9879847	0.981468	0.9997458	1.0	0.9544012	1.0	0.99619555	0.97090805	0.99955696	1.0	1.0	1.0	0.9950494	0.98564994	0.9953391	1.0	0.98805916	1.0	0.9980577	0.9755226	1.0	0.94015926	0.9844035	0.99167824	1.0	1.0	1.0	0.9720362	1.0	1.0	1.0	0.9256082	0.9943352	1.0	1.0	1.0	0.9933031	1.0	1.0	0.9656252	0.9935821	1.0	1.0	1.0	1.0	0.97949624	1.0	1.0	0.9877899	1.0	0.96124154	0.9999788	0.98153853	0.98424953	0.9647485	0.9597334	0.9954167	1.0	0.9831249	0.9634743	1.0	0.9886571	0.9610841	0.94355977	0.9850978	1.0	1.0	0.9915552	1.0	1.0	0.9998982	1.0	0.0	0.9945458	1.0	0.9957639	0.9971631	0.98114336	1.0	0.9889475	1.0	0.999631	0.98080677	0.93178254
wat/adv	1.0	0.919565	0.82974917	0.9874705	0.9702793	0.9881916	0.95454127	0.93190426	0.9897427	0.9289269	0.96847147	0.89134896	0.94585085	1.0	0.980513	0.95349234	0.91913486	0.8888003	0.9582219	0.95521134	0.8574351	0.9187743	0.80927217	0.89570665	0.93376106	0.9997538	0.9778663	0.9150008	0.96722835	1.0	0.9759026	0.98692787	0.9891132	0.9366409	0.8551252	1.0	0.91987354	0.91940475	0.9194327	1.0	0.96826774	0.88259596	0.9751595	0.9400607	0.9019078	0.9622006	0.9881652	0.9991967	0.98944163	1.0	0.8639796	0.9974955	1.0	0.94971806	0.9956664	0.9849056	0.90267515	0.9834454	0.92562497	0.9913511	0.93676627	1.0	0.9133661	0.9586328	0.96394926	0.96472466	0.99138397	0.8639914	0.9539148	0.9965984	0.9651483	0.8438434	0.9816568	0.94874245	0.99585986	0.9576809	0.9204106	0.96926165	0.99449813	0.9762411	1.0	0.99957615	0.99267787	0.95900047	0.999937	0.9896781	0.9681775	0.9938929	0.99976885	0.97655123	0.97896844	0.9986097	0.995259	0.9972817	0.8405113	0.9888336	0.9307324	0.8945249	0.93547785	0.9266027	0.9251007	0.9871359	0.9186174	0.993524	0.9791821	0.9060971	0.894303	0.9536127	0.8759948	0.9957598	0.97839344	0.9102262	0.99771845	0.9948818	0.9990452	0.9904489	0.9945458	0.0	0.9150865	0.9309457	0.9800177	0.94098586	0.99508023	0.9301865	0.9960432	0.944551	0.9631145	0.9451658
water/noun	0.98281586	0.953962	0.9398863	0.9678691	0.8490416	0.98256594	0.9970727	0.92941004	0.97229207	0.93026245	0.90967196	0.90845156	0.9404075	0.9711626	0.93148744	0.93460727	0.8224277	0.8952501	0.9388627	0.92498773	0.91967887	0.87995267	0.9023377	0.8858999	0.94222295	0.9789267	0.90819204	0.7929959	0.9365372	0.9376748	0.9968007	0.84634745	0.97571576	0.9583481	0.9183849	1.0	0.8647045	0.9473925	0.9599634	0.987449	0.96070135	0.91573066	0.931883	0.94021356	0.82342464	0.927274	0.9828122	0.9796177	0.900143	0.9742552	0.89420176	0.9741989	1.0	0.9927852	0.97501177	0.99959683	0.9283133	0.989466	0.87666565	0.99107033	0.8676363	0.9779316	0.92277575	0.92358124	0.9696781	0.93421626	0.9560867	0.87753576	0.97398686	0.9860498	0.97560275	0.9022934	0.96782696	0.99734515	0.99437886	0.9386033	0.89887273	0.9879847	1.0	0.9784112	0.97712064	0.98648405	0.9950209	0.92038983	0.99861723	0.95485264	0.9812891	0.9993938	0.9867611	0.99577254	0.9208274	0.96406084	0.9510242	0.9968244	0.950621	0.97941315	0.83173615	0.8727609	0.92062396	0.838736	0.9248725	0.95615953	0.9339359	0.9962043	0.98582554	0.9249598	0.9253279	0.92033154	0.9206668	0.94271415	0.99841654	0.87348807	0.99567163	0.9584052	0.9789705	0.9454413	1.0	0.9150865	0.0	0.93002826	0.9371536	0.94757223	0.99639964	0.87795204	0.90129983	0.95228857	0.88474536	0.95919305
werkelijkheid/noun	0.9944198	0.86130166	0.9377954	0.9941526	0.92986536	0.9929713	0.96783435	0.9639793	0.95061326	0.9394774	0.9763951	0.9137299	0.9587023	0.9774832	0.9940542	0.9572951	0.91376865	0.9229105	0.9090177	0.9448433	0.9476135	0.9568528	0.9223217	0.8862164	0.8614814	0.9799971	0.96517295	0.9206896	0.9346698	0.9365356	0.9307852	0.9580168	0.9958756	0.9325354	0.89230645	0.9894324	0.91155106	0.8819445	0.9303806	0.99138355	0.9365396	0.9177731	0.9742176	0.93227315	0.85756236	0.9443812	0.96485466	0.9942315	0.9590232	0.9782423	0.9038461	0.9867729	0.990961	0.99765	0.99945927	0.9957851	0.94735324	0.99445426	0.88898814	0.98215276	0.91129154	0.9901999	0.9419806	0.9470998	0.9773145	0.9450275	0.953015	0.93495965	0.92615354	0.97920096	0.9549256	0.91001135	0.94363415	1.0	0.93700916	0.9320828	0.9400293	0.99057996	0.9704133	0.94770277	0.99211764	0.99995106	0.932305	0.93844336	0.96004426	0.96858835	0.9525198	0.98756415	0.9971884	0.97234577	0.97278655	0.9821771	0.9649232	0.95334345	0.964602	0.9785907	0.8934302	0.9320992	0.92151225	0.9421714	0.9565891	0.9391582	0.9403836	0.98173004	0.97804254	0.9169278	0.94028234	0.93791175	0.9176223	0.9617727	0.9931007	0.95284903	0.99956495	0.9124599	0.9946772	0.981442	0.9957639	0.9309457	0.93002826	0.0	0.9712063	0.96465445	1.0	0.936136	0.97471255	0.9732268	0.9561972	0.9488212
wolf/noun	0.9996708	0.9666097	0.98345715	0.98573506	0.9443705	0.98704106	0.9411068	0.982082	0.9642603	0.94727105	0.97983634	0.97964346	0.9637528	0.9999665	0.9792356	0.9784629	0.91719204	0.9281617	0.95429575	0.9906102	0.96735257	0.97387373	0.97376007	0.9772064	0.9204025	0.96665895	0.97335774	0.9178474	0.9764176	0.9819314	0.9781024	0.9558647	0.9573468	0.99076945	0.95636487	1.0	0.9594923	0.9456734	0.9508228	0.9910656	0.96074027	0.96122646	0.97963166	0.974696	0.9412024	0.9486984	0.9842371	0.9732308	0.99363786	0.9973085	0.96489084	0.9894824	0.9964918	0.9512013	0.9830594	1.0	0.98461485	0.98910576	0.97068447	0.9729519	0.9376685	0.9736292	0.95413715	0.9516963	0.98945934	0.9523506	0.92165035	0.9061462	0.9861936	0.9590311	0.96071154	0.97759145	0.974786	0.94929343	0.9952789	0.9213139	0.9559832	0.9863539	0.9600936	0.9747314	0.9796171	0.95101666	0.9749541	0.9768765	0.9828466	0.9594569	0.98318905	0.9945056	0.9814787	0.9433893	0.9815161	0.9839256	0.9667426	0.9817536	0.9524244	0.9930436	0.9376191	0.96561927	0.9743716	0.947461	0.97378063	0.98080206	0.98720026	0.9824929	0.910159	0.95593375	0.95138925	0.94923073	0.9819401	0.9814989	0.97202885	0.9544316	0.98930943	0.96400535	0.95727247	0.9620529	0.9971631	0.9800177	0.9371536	0.9712063	0.0	0.9332296	0.9898073	0.9515581	0.9705286	0.9619762	0.95532	0.9645398
wolk/noun	0.9895594	0.96850765	0.91020334	0.98688716	0.95923203	0.9897851	0.9781622	0.9620593	0.9756122	0.94354606	0.9489469	0.96266663	0.9665364	0.93975306	0.99117965	0.9709198	0.93224525	0.94844943	0.95873755	0.9601878	0.95456934	0.97613776	0.95582634	0.9497417	0.9231401	0.9922342	0.9753147	0.9435957	0.97174907	0.9963737	0.9836447	0.94162756	0.99071556	0.94783366	0.92231816	0.9737524	0.98673457	0.9331816	0.93445456	1.0	0.9618752	0.9454786	0.9792935	0.9634281	0.970464	0.9787998	0.9787145	0.95977485	0.98537856	0.9931865	0.94564503	0.98687756	0.9926349	0.9842206	0.9838506	1.0	0.9737699	0.9909912	0.9728538	0.98021317	0.9535456	0.97340995	0.9736407	0.95610374	0.967617	0.94841117	0.96104866	0.88566995	0.9909983	0.9934837	0.91790324	0.97033983	0.97169685	0.9864567	0.96162397	0.90662575	0.990566	1.0	0.99933815	0.96602166	0.9576385	0.9262585	0.9653145	0.97655845	0.9869604	0.9891578	0.9956461	0.9999649	0.9568613	0.9574326	0.9810815	1.0	0.9951098	0.9904292	0.9290252	0.99480724	0.970319	0.92037624	0.95496714	0.9598817	0.9546021	0.97427034	0.9785095	0.9808242	0.99156827	0.9534052	0.95374197	0.9855328	0.95131177	0.9757354	1.0	0.9598407	0.9999655	0.960253	0.97619367	0.987282	0.98114336	0.94098586	0.94757223	0.96465445	0.9332296	0.0	0.9940767	0.96755844	0.9950562	0.9698284	0.9500896	0.96650755
wolkendek/noun	0.98265535	1.0	1.0	1.0	0.9999185	1.0	1.0	0.9936796	0.9978373	0.9992995	1.0	0.99935156	0.9962481	1.0	0.97728676	0.9791105	0.99247855	0.98627883	1.0	1.0	0.9935045	1.0	1.0	0.98968625	0.9965633	0.9912146	0.99042326	1.0	1.0	0.99048537	1.0	1.0	1.0	1.0	0.99370193	1.0	0.9973557	0.99847823	0.9967887	1.0	0.99998224	1.0	1.0	0.9945736	0.9933428	0.9982105	0.9982143	1.0	0.97511137	0.9596032	1.0	1.0	1.0	0.99803704	0.95052344	0.99975765	0.9840303	1.0	1.0	1.0	0.99600685	0.9999368	1.0	1.0	0.9922848	0.98497283	1.0	0.985135	0.9981805	0.98314667	0.9992727	1.0	0.9917038	0.9965874	0.99758095	0.98807245	0.9956414	0.9924409	1.0	1.0	0.9967196	0.9566226	1.0	0.99136466	0.99775213	1.0	0.99970204	0.9999618	0.99175256	1.0	1.0	1.0	0.990791	0.9996863	0.9851733	0.9919632	0.9989718	0.99605554	1.0	0.9833897	1.0	0.9999769	0.9958079	0.9998335	0.9982514	0.9950511	0.97452676	0.9959416	1.0	1.0	1.0	0.99798626	0.99990976	0.99590486	0.98790485	0.98474765	1.0	0.99508023	0.99639964	1.0	0.9898073	0.9940767	0.0	0.9990302	0.99189353	1.0	0.99206084	0.9977309
