	Flandria/noun	achtergrond/noun	alles/noun	aluminium/noun	ambtenaar/noun	baard/noun	baard_DIM/noun	bak/noun	bastion/noun	bestaan/noun	beton/noun	blad/noun	blok/noun	brij/noun	brommer/noun	brood/noun	dag/noun	deur/noun	doek/noun	doos/noun	druk/noun	dun/adj	erg/adj	even/adv	figuur/noun	gans/noun	garnaal/noun	gebied/noun	gevel/noun	gewaad/noun	glans/adj	golf/noun	graniet/noun	haar/noun	haar/pron	haar_kleur/noun	handel/noun	heer/noun	hemel/noun	hersencellen/noun	hoed/noun	hoofd/noun	hout/noun	imago/noun	inmiddels/adv	jas/noun	kapsel/noun	kimono/noun	klei/noun	klinker/noun	kort/adj	kous/noun	krijt_streep/noun	krul/noun	kubus/noun	kuif/noun	licht/noun	lok/noun	lucht/noun	lul/noun	man/noun	marmer/noun	massa/noun	midden/noun	middenmoot/noun	mist/noun	monster/noun	morgen/adv	muis/noun	muis_DIM/noun	natuur_steen/noun	nauwelijks/adv	nevel/noun	omlijsting/noun	outfit/noun	overweeg/adj	pak/noun	pantalon/noun	panter/noun	plastic/noun	poeder/noun	poes_DIM/noun	pruik/noun	raam/noun	regenjas/noun	robot/noun	rok_DIM/noun	rook_gordijn/noun	rookwolk/noun	rot/noun	sanitair/noun	schakering/noun	schelp/noun	schemer_zone/noun	seizoen/noun	sok/noun	stad/noun	start/noun	steen/noun	straat/noun	tand/noun	tapijt/noun	te/adv	tint/noun	tovenaar/noun	uiterst/adj	vaak/adj	veelal/adv	verleden/noun	vest/noun	vilt/noun	vloer/noun	vlucht_wagen/noun	voorstad/noun	vooruitblik/noun	vuilniszak/noun	waas/noun	wat/adv	water/noun	werkelijkheid/noun	wolf/noun	wolk/noun	wolkendek/noun	zak/noun	zeehond/noun	zo/adv	zone/noun	zoveelste/num
haar/pron	0.9990872	0.865114	0.8233064	0.9929743	0.9415011	0.972603	0.96337885	0.96611327	0.98799306	0.8651593	0.98631704	0.875956	0.96933943	0.98832655	0.948596	0.964884	0.90832186	0.91579354	0.9170919	0.9378472	0.90656376	0.9386084	0.84998333	0.86844945	0.86024475	0.9820839	0.98265433	0.92901087	0.9562485	0.9666337	0.9435601	0.94465315	0.98584086	0.86015016	0.0	0.9446098	0.95193297	0.86154664	0.9234396	0.9871095	0.9425067	0.8257971	0.94060904	0.90724903	0.8243106	0.94669956	0.8908033	0.9952685	0.9870401	0.97762483	0.851637	0.96532005	0.99409676	0.96573895	1.0	0.98315656	0.93683726	0.96509343	0.9011427	0.9876356	0.8881916	0.9798684	0.95190984	0.92057836	0.9938872	0.9738945	0.9607598	0.8828556	0.930181	0.9774012	1.0	0.8918767	0.96593726	0.97162473	0.9584948	0.9624045	0.9382669	1.0	0.9529228	0.9987974	0.9872098	0.963495	0.9578622	0.94135815	0.96710706	0.97032905	0.96581703	0.95830137	0.9707303	0.95737934	0.9745576	1.0	0.9798653	0.9479717	0.9299736	0.96833557	0.92263734	0.9263431	0.91860056	0.89841545	0.9175727	0.96840596	0.8966912	0.9705019	0.9736952	0.93072283	0.8267606	0.957011	0.81370926	0.996114	1.0	0.9514619	1.0	0.9669208	0.9882946	0.97993237	0.97383523	0.8551252	0.9183849	0.89230645	0.95636487	0.92231816	0.99370193	0.94363815	0.98707086	0.9638701	0.9695613	0.90763843
haar_kleur/noun	1.0	1.0	1.0	0.96460414	0.9954144	1.0	1.0	1.0	1.0	1.0	0.9953656	1.0	0.9850289	1.0	1.0	0.9939863	0.99298966	0.99296737	0.994745	0.9912619	1.0	1.0	1.0	0.9856541	0.9719205	0.8758999	0.9767732	1.0	1.0	1.0	1.0	0.999222	1.0	0.9836111	0.9446098	0.0	1.0	0.99976355	0.99714744	1.0	1.0	0.9798917	0.98804975	0.99890167	0.9815864	0.9832891	0.96455187	1.0	1.0	0.9711095	0.99863815	0.92783767	1.0	1.0	1.0	1.0	1.0	1.0	0.9987554	1.0	0.98712206	0.9996201	0.9911084	0.9985235	0.99897844	0.99957335	0.96386975	0.99235815	0.99971724	0.9600638	1.0	0.99785566	1.0	1.0	0.93163687	1.0	0.9914722	1.0	1.0	1.0	1.0	1.0	0.9530585	0.9982826	1.0	0.9453251	0.96648437	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9200625	1.0	0.9870341	1.0	1.0	0.9683472	0.99666804	1.0	0.9668082	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9885782	1.0	0.96828014	0.98676527	0.9858928	1.0	1.0	1.0	0.9894324	1.0	0.9737524	1.0	1.0	0.9770117	1.0	1.0	0.98347914
handel/noun	0.9882676	0.9443236	0.95978945	0.95196843	0.9041649	0.9730815	0.9628258	0.9562411	0.9591482	0.9472509	0.93894184	0.9219245	0.9324326	0.9888904	0.98810494	0.94665825	0.8734852	0.9400557	0.93502164	0.9465944	0.8732569	0.9505454	0.92545575	0.9338686	0.9329434	0.98550874	0.9175378	0.8816179	0.9435108	0.93335545	0.9910805	0.8768742	0.99354225	0.9639184	0.95193297	1.0	0.0	0.952014	0.9731422	0.98719054	0.99541146	0.9406745	0.9184724	0.94986445	0.8384881	0.9426883	0.9737283	0.98479915	0.9777227	0.98262453	0.9188269	0.9505134	0.97494906	0.98268527	0.9951543	0.9911636	0.9225833	0.99429244	0.9264574	0.9846273	0.9419369	0.99713457	0.94597477	0.90422237	0.9484625	0.9739332	0.9496452	0.92508316	0.9594934	0.98738235	0.97420645	0.8778271	0.97966754	0.9819349	0.9736506	0.89582896	0.95889705	0.9900591	0.9893959	0.9545312	0.93895715	0.97714674	0.99685025	0.9533482	0.97437334	0.9238022	0.96789664	0.9911777	0.9759028	0.98436475	0.95635194	0.95767057	0.98074234	0.9862729	0.9716717	0.9778143	0.91457003	0.93777543	0.90167475	0.9192577	0.96055704	0.97584164	0.95117855	0.9704107	0.9805567	0.9339756	0.9474175	0.93287545	0.9399085	0.9713593	0.97439665	0.9051393	0.99696296	0.9631573	0.99469876	0.95000714	0.9963002	0.91987354	0.8647045	0.91155106	0.9594923	0.98673457	0.9973557	0.8911847	0.9686512	0.9751149	0.93362486	0.9386636
heer/noun	0.98230034	0.8298066	0.9022902	0.98354834	0.9025295	0.95677084	0.9889128	0.9440397	0.98197013	0.8775859	0.95796216	0.89617777	0.93109626	0.9962558	0.98085445	0.9478945	0.94525915	0.9234376	0.9159239	0.9407193	0.8922482	0.9393342	0.89788073	0.8905787	0.8498982	0.982317	0.9813466	0.9223379	0.9291961	0.98192996	0.9600456	0.9247504	0.9859247	0.9283235	0.86154664	0.99976355	0.952014	0.0	0.89936966	0.98559153	0.9144006	0.8616824	0.9316071	0.89202476	0.822276	0.9736259	0.9696528	0.9865015	0.9811623	0.9827792	0.8915758	0.9822923	0.96255004	0.98092103	0.9821713	0.9999488	0.91295177	0.9882643	0.8998772	0.93259454	0.888954	0.9874944	0.9586501	0.9176666	0.9790151	0.95875764	0.94383746	0.8536229	0.92880046	0.98299885	0.98625654	0.90706	0.99109995	0.96401495	0.9501679	0.9396997	0.92824626	0.9955043	0.9869484	0.97570586	0.9787248	0.9910052	0.95600754	0.93595475	0.9860536	0.97833705	0.9885056	0.9506313	0.9923269	0.9343659	0.9939253	0.992461	0.98453766	1.0	0.9124461	0.9405556	0.94321156	0.92616874	0.92328143	0.90996933	0.95363444	0.972646	0.92828614	0.96325105	0.9625864	0.88214946	0.9314821	0.9761476	0.8624524	0.9902146	1.0	0.9311831	0.9842796	0.97078764	0.94337225	0.98820907	0.97861993	0.91940475	0.9473925	0.8819445	0.9456734	0.9331816	0.99847823	0.91700953	0.9870707	0.94775784	0.9222801	0.90781105
hemel/noun	0.9990506	0.9386827	0.9246349	0.9930753	0.9594602	0.97371894	1.0	0.9428594	0.95223844	0.9249462	0.9623629	0.9474589	0.9519703	1.0	0.9984014	0.9560011	0.9317844	0.9314636	0.9466	0.9462151	0.931317	0.9700875	0.95038146	0.9177435	0.93191403	0.9977287	0.9740655	0.9538277	0.9792677	0.97335047	0.9780904	0.9701501	0.9999239	0.9350006	0.9234396	0.99714744	0.9731422	0.89936966	0.0	0.9999147	0.9374466	0.9310652	0.99204576	0.9496731	0.9270983	0.97434187	0.9777239	0.99974704	0.9852722	0.994524	0.9491558	0.99494135	0.9990707	0.97987276	0.9971779	1.0	0.9248605	0.9903102	0.94629425	0.9588616	0.94466484	0.9748645	0.9677965	0.96044344	0.983889	0.97365427	0.9399093	0.9133589	0.92267567	0.9846325	0.9791513	0.95342445	0.98848534	0.97006005	0.9782305	0.9743323	0.98059744	0.99367607	0.9957934	0.92226887	0.9903512	0.9431729	0.9844162	0.9619072	0.99852574	0.9916624	0.9290242	0.9576473	0.9907423	0.972725	0.99173576	1.0	0.98687273	1.0	0.94469684	0.92827547	0.9395503	0.93877363	0.9493785	0.93519175	0.9264036	0.9853436	0.94420063	0.99231863	0.98543835	0.95472515	0.95083153	0.97029626	0.90754	0.98758525	0.99971753	0.93603784	0.99031323	0.9600293	0.94686306	0.99362326	1.0	0.9194327	0.9599634	0.9303806	0.9508228	0.93445456	0.9967887	0.9503472	0.9939794	0.97393954	0.9640587	0.97413874
hersencellen/noun	0.98804307	1.0	0.9965916	0.9957267	0.9912564	0.9987431	0.917924	0.960782	0.99903566	0.99782544	0.99878436	0.97614443	0.9882787	0.9958307	0.9832533	0.99992156	0.9530325	0.9872337	0.99807006	0.9688837	0.98019266	0.97693	0.9912337	0.9945088	0.989402	0.9863534	0.98992616	0.9834225	0.9993909	1.0	1.0	0.9895925	0.98455924	0.9848012	0.9871095	1.0	0.98719054	0.98559153	0.9999147	0.0	0.95134777	0.99376583	0.99563813	1.0	0.9358801	0.98686045	0.9999714	0.9993061	0.97725564	0.9945017	0.99719834	0.9938509	1.0	0.99949765	0.97978294	0.98364466	0.99935275	0.99803	0.9999932	0.96146464	0.908821	0.9587855	0.9785052	0.9996895	0.99882174	0.9701203	0.9844229	0.9851181	0.9688407	0.99993753	0.99784845	0.99507093	0.9980393	0.9862219	1.0	0.9770677	0.95989585	0.99996275	1.0	0.9976481	0.99995816	0.997752	0.9437136	0.98666024	0.97916496	0.9987116	0.9892593	0.9999822	1.0	0.9972574	0.99238294	1.0	0.9974465	1.0	0.99587715	0.9992366	0.9819175	0.98970723	1.0	0.98067844	0.9806048	0.9862523	1.0	1.0	0.91634846	0.9884491	1.0	0.98517203	0.9978568	0.90387046	0.99047166	0.95982546	0.9877028	0.99972504	0.9894514	0.97576827	1.0	1.0	0.987449	0.99138355	0.9910656	1.0	1.0	0.9742165	0.99260086	0.9998099	0.98002696	1.0
hoed/noun	1.0	0.9717356	0.9522994	0.99995327	0.956661	0.96918327	1.0	0.96824425	0.9949253	0.9550991	0.96376324	0.9176351	0.96846855	1.0	0.9931968	0.9511421	0.95146143	0.9142831	0.9272401	0.9592302	0.9677488	0.96605307	0.9200752	0.95896643	0.93897283	0.9685293	0.9921573	0.9576479	0.9908283	0.91964364	0.9942388	0.9725916	0.99023217	0.932026	0.9425067	1.0	0.99541146	0.9144006	0.9374466	0.95134777	0.0	0.947739	0.950611	0.9793422	0.9438263	0.90806895	0.93752027	0.94642156	0.97223216	1.0	0.9503352	0.9579341	0.96586335	0.95520246	0.9563567	0.96988106	0.96596086	0.994908	0.9308944	0.98943967	0.9573099	0.99601537	0.9678855	0.9315162	0.99862266	0.9833853	0.985334	0.9239431	0.99091935	0.98577726	0.9973452	0.9652906	0.99277943	0.9905223	0.984812	0.9534401	0.9581859	1.0	0.9850238	0.97504497	0.9995395	0.9274457	0.9691934	0.9819994	0.9989705	0.9939468	0.9989646	0.97294474	0.99999726	0.96294266	0.98388225	0.9886602	0.98364806	1.0	0.9615987	0.9921774	0.93797415	0.9368247	0.9554155	0.9739885	0.94586045	0.97407246	0.97734785	0.9948279	0.9723163	0.9702884	0.94877845	0.95184815	0.9664276	0.9787694	0.92967916	0.9542728	0.9832405	0.9838966	0.9932103	0.9892127	0.9746233	0.96826774	0.96070135	0.9365396	0.96074027	0.9618752	0.99998224	0.9685761	0.99093294	0.9597876	0.98107177	0.9522896
hoofd/noun	0.98066956	0.88195395	0.8869195	0.9965513	0.8698909	0.91465545	0.965077	0.94529027	0.9895545	0.890814	0.9768258	0.8804153	0.9711387	0.9954201	0.97483844	0.9535328	0.9160548	0.8908218	0.8900801	0.9511377	0.8824195	0.96859807	0.8605824	0.89287275	0.85079354	0.9883736	0.9815559	0.90056026	0.96735585	0.97252184	0.9460056	0.9507817	0.9785818	0.90640515	0.8257971	0.9798917	0.9406745	0.8616824	0.9310652	0.99376583	0.947739	0.0	0.92242384	0.8998442	0.79851395	0.9498708	0.9694682	0.9968664	0.9719636	0.9805252	0.86992884	0.9907809	0.9889924	0.97709143	0.98892015	0.99518573	0.91770566	0.99103063	0.917077	0.9747805	0.8892584	0.97206676	0.940737	0.9199363	0.9656295	0.9348104	0.9461708	0.89175755	0.95396125	0.9938793	0.9823506	0.8652121	0.9530773	0.9847697	0.9825651	0.9608944	0.9018345	0.9970847	0.9749664	0.95335954	0.9438926	0.9999275	0.996534	0.9308959	0.9239573	0.9688359	0.97343415	0.97631025	0.99303657	0.96417683	0.9921087	0.99114525	0.9938502	0.9610999	0.8956687	0.9434269	0.90197825	0.9248011	0.9286648	0.8848205	0.926061	0.9628809	0.91273725	0.9873586	0.9836641	0.8846564	0.8707239	0.94873196	0.8600509	0.97397393	0.97108305	0.9255373	0.99411935	0.9510914	0.98123276	0.9815844	0.9593741	0.88259596	0.91573066	0.9177731	0.96122646	0.9454786	1.0	0.93225193	0.9890454	0.9665005	0.9582121	0.89111185
hout/noun	0.99238706	0.9545764	0.96898735	0.94354254	0.9355754	0.96333253	0.98993415	0.97148085	0.9675973	0.9660026	0.86109877	0.87112725	0.9609546	0.9631287	0.99338645	0.9669656	0.9416607	0.9455648	0.91474557	0.94399846	0.9588796	0.98125285	0.948644	0.9690117	0.94473845	0.97529393	0.93786144	0.9330154	0.92988694	0.94709575	0.9944096	0.93033814	0.9945615	0.96265763	0.94060904	0.98804975	0.9184724	0.9316071	0.99204576	0.99563813	0.950611	0.92242384	0.0	0.9688331	0.9206606	0.951996	0.97875655	0.9987364	0.98777944	0.9932216	0.9560133	1.0	0.9841803	0.9965474	0.98605186	1.0	0.9785747	0.99532956	0.94193584	0.9763433	0.963667	0.95274884	0.94971514	0.93215513	0.98548055	0.95983016	0.94542754	0.94316995	0.98096585	0.9918227	0.9933269	0.9466229	0.99861664	0.97908026	0.9765489	0.9747076	0.94455034	0.97602487	0.9823246	0.9537015	0.9943787	0.99068844	0.9900315	0.9473429	0.97993195	0.9778828	0.97819144	1.0	1.0	0.97293246	0.980617	1.0	0.9932154	0.99880695	0.98438776	0.98082024	0.93410295	0.97604656	0.91747046	0.97823393	0.9797075	0.959318	0.9681883	0.9746269	0.94659287	0.97262293	0.94838744	0.9465023	0.934959	0.9955859	0.9916148	0.9493773	0.99936074	0.9864178	1.0	0.98193794	0.9985674	0.9751595	0.931883	0.9742176	0.97963166	0.9792935	1.0	0.9465969	0.9778764	0.98869073	0.9572894	0.9643199
imago/noun	0.99406546	0.91074365	0.9256799	0.9554565	0.9371927	0.9482504	1.0	0.9620857	0.9654546	0.9323841	0.9545881	0.902655	0.9052303	0.95714754	0.9993688	0.9263738	0.94342417	0.9468227	0.9292055	0.930698	0.93593687	0.9883087	0.8887275	0.89850473	0.8908402	0.9981382	0.98960304	0.93777233	0.9767199	0.97081554	0.9019998	0.9331914	0.9532074	0.92744017	0.90724903	0.99890167	0.94986445	0.89202476	0.9496731	1.0	0.9793422	0.8998442	0.9688331	0.0	0.8796017	0.96408194	0.91625327	0.9979144	0.97793883	0.98494416	0.91579014	0.9916665	0.971749	0.9848584	0.9757073	0.97656643	0.96113	0.95445746	0.9562145	0.9802214	0.9292601	0.99109036	0.981408	0.9574249	0.97095054	0.96356183	0.9841667	0.8950957	0.9392819	0.9963882	0.9960984	0.9048541	0.97129714	0.9864737	0.9770325	0.9545645	0.9160025	0.9760068	0.9873789	0.9492311	0.9892562	0.9956455	0.9816854	0.960893	0.96518534	0.99375826	0.9472115	0.96321774	0.99985	0.99124336	0.98820937	0.95989686	0.9708316	0.9361435	0.9413639	0.987473	0.9325331	0.95531	0.96498036	0.9575523	0.957623	0.9673081	0.9308168	0.97297204	0.961111	0.933466	0.9101778	0.9649613	0.89041907	0.98517644	0.99700177	0.977884	0.96280396	0.9681147	0.99430525	0.9812111	0.98781693	0.9400607	0.94021356	0.93227315	0.974696	0.9634281	0.9945736	0.95835334	0.98263395	0.9687364	0.95450634	0.90086097
inmiddels/adv	0.98241234	0.8952575	0.9009361	0.92918694	0.7163301	0.9271129	0.9701712	0.8925141	0.96462846	0.7704263	0.88843644	0.8496796	0.88873076	0.97657645	0.94867074	0.88731754	0.75181866	0.8560619	0.8773161	0.85515934	0.82068825	0.934031	0.8857522	0.86542535	0.86857015	0.9250697	0.90617263	0.7985444	0.91859496	0.97631764	0.93636477	0.90633726	0.95052445	0.9177228	0.8243106	0.9815864	0.8384881	0.822276	0.9270983	0.9358801	0.9438263	0.79851395	0.9206606	0.8796017	0.0	0.9067734	0.9544196	0.97149587	0.94460875	0.9596981	0.80512136	0.93638027	0.98209625	0.95350283	0.94475883	0.96417844	0.9052003	0.96151674	0.85172755	0.97280025	0.5657561	0.9336474	0.9230698	0.8880441	0.9445245	0.9580505	0.9253552	0.8384988	0.9397196	0.990903	0.9763809	0.8252214	0.95559466	0.98364383	0.9614414	0.87799704	0.8750565	0.9636486	0.980355	0.9479519	0.93488026	0.99650425	0.9452097	0.9042126	0.96560377	0.9573039	0.97731227	0.98616534	0.95481277	0.9261754	0.92336977	0.9740651	0.9637512	0.99775684	0.84667104	0.9421239	0.80755293	0.8563687	0.90213966	0.8106041	0.9197123	0.91065824	0.90055615	0.93753207	0.9240357	0.8581448	0.8995568	0.8328614	0.85856265	0.88773066	0.97414976	0.80179644	0.96567404	0.9363961	0.9832918	0.92979234	0.9879847	0.9019078	0.82342464	0.85756236	0.9412024	0.970464	0.9933428	0.8261712	0.84768856	0.9651842	0.8931108	0.89496136
