	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
kous/noun	0.9678868	0.9325756	0.99486214	0.984811	0.9291898	0.6087681	0.7083845	0.94894725	0.5277747	0.7655999	0.95466447	0.9463163	0.8263631	0.92186564	0.98737013	0.46443826	0.9520211	0.95135343	0.92977273	0.91864157	0.99872667	0.78419554	0.9324924	0.98271304	0.39125383	0.4240045	0.7930878	0.9885724	0.677158	0.88915116	0.9359303	0.9914567	0.85147893	0.6518952	0.9751582	0.8889001	0.417549	0.9117656	0.8105526	0.8946535	0.99061453	0.7778896	0.4092976	0.7758869	0.92777234	0.48234022	0.84373295	0.96916735	0.89977115	0.875835	0.7079835	0.9079303	0.8335669	0.8594469	0.8527909	0.5068817	0.90047085	0.86955714	0.82295066	0.4421174	0.93886274	0.83301353	0.9670034	0.35747272	0.7711061	0.56491673	0.90993214	0.80592453	0.5070691	0.9363133	0.865243	0.7237067	0.65206766	0.8227515	0.8519365	0.96840274	0.7126789	0.83311325	0.97107637	0.5403507	0.61424804	0.9578787	0.9829947	0.96949625	0.9554786	0.6859883	0.71178234	0.8109056	0.80999947	0.8079437	0.9999212	0.8022701	0.8191034	0.81539136	0.9916472	0.903571	0.9640578	0.9420794	0.81952083	0.9882593	0.90798026	0.81822294	0.9360351	0.8675793	0.8667835	0.9996138	0.95994574	0.9698846	0.0	0.91674984	0.8972913	1.0	0.959959	0.7631118	0.9653354	0.9115655	0.91497046	0.9991209	0.47691667	0.42120117	0.9330678	0.9122503	0.8858206	0.88925564	0.6003604	0.7138892	0.9918469	0.9632673
vaak/adj	0.96873647	0.9102213	0.8195794	0.8453781	0.7272373	0.84880733	0.8033699	0.6957931	0.8318536	0.9001204	0.9705256	0.9642257	0.89427763	0.80939376	0.7484611	0.7715125	0.91466856	0.9269383	0.8529748	0.9488968	0.96428734	0.874793	0.92944473	0.9000028	0.78815806	0.925336	0.90851635	0.984562	0.89333904	0.79323	0.84558415	0.8431177	0.87016976	0.8992559	0.6498351	0.84446174	0.86247927	0.90739286	0.8802417	0.6853515	0.838518	0.7029395	0.8804232	0.8038003	0.8580908	0.8424139	0.97759366	0.70745236	0.9140758	0.96642715	0.8546027	0.9329276	0.80238914	0.8981658	0.67153233	0.839793	0.76565707	0.9003948	0.8274879	0.9044329	0.9225438	0.8677053	0.8162833	0.8293646	0.7175031	0.80069095	0.8489667	0.92791176	0.7467705	0.60917413	0.9439251	0.7966672	0.6700263	0.8844438	0.9080555	0.95623666	0.933124	0.8604702	0.79322004	0.81163514	0.786206	0.7666018	0.92238444	0.9640022	0.89963657	0.760536	0.60646725	0.83287364	0.7371515	0.8552148	0.9021316	0.92182946	0.832031	0.8402083	0.8124892	0.9480289	0.77495503	0.910418	0.95022905	0.95078874	0.89094245	0.9003146	0.79420215	0.89416176	0.8534606	0.9034039	0.90821993	0.60800457	0.91674984	0.0	0.73035383	0.81689304	0.92830586	0.644141	0.9542117	0.76871115	0.7205365	0.83487016	0.8446794	0.89783984	0.86795485	0.88986886	0.7357861	0.8169203	0.8751769	0.79081786	0.75416905	0.9762776
wolk/noun	0.9140963	0.9286934	0.4507845	0.9560906	0.40129274	0.6730522	0.8650262	0.41081244	0.9151642	0.8536972	0.8878661	0.9800099	0.7539745	0.64025843	0.84157425	0.90984976	0.8717234	0.7841402	0.60535413	0.70552975	0.8667736	0.9238701	0.83757013	0.9847127	0.7867446	0.83750045	0.58986264	0.8223007	0.75845706	0.44714248	0.43032742	0.7074386	0.56654	0.7586932	0.85725737	0.82436764	0.8751806	0.8536309	0.8749266	0.9169146	0.91949755	0.77818424	0.8381295	0.93584144	0.82373697	0.7793302	0.82842064	0.9615458	0.8540119	0.82767355	0.9477306	0.94966334	0.8948636	0.6527698	0.7751253	0.82161236	0.46956038	0.9083407	0.76489097	0.9235291	0.6737579	0.7705181	0.7422899	0.8459172	0.64804584	0.8529598	0.772796	0.83537304	0.7902558	0.8584476	0.78837204	0.8751654	0.55906403	0.78506154	0.9578767	0.9064061	0.90393317	0.54730344	0.8896619	0.7988118	0.8806675	0.90663046	0.8932554	0.8170586	0.79439163	0.5990515	0.8716289	0.9313468	0.553987	0.6360682	0.8366828	0.847427	0.8087181	0.8655612	0.53077203	0.88725245	0.4204048	0.78432834	0.9888903	0.98198694	0.7747988	0.8923527	0.36699945	0.8304397	0.7113389	0.6539202	0.86968315	0.8503261	0.8972913	0.73035383	0.0	0.83256525	0.9353127	0.7659904	0.82827306	0.61170536	0.37642318	0.7519249	0.8540915	0.76972026	0.7664725	0.7942045	0.7978463	0.46499038	0.8441019	0.7601421	0.747406	0.9159519
zone/noun	0.9833161	0.9516954	0.8720041	0.96779513	0.9837017	0.9499128	0.9452071	0.9558199	0.96609014	0.9825026	0.90294015	0.9949235	0.98924655	0.84097767	0.99073726	0.9330215	0.75220704	0.90755516	0.9651073	0.91549945	0.9947579	0.97404444	0.86903125	0.97445834	0.9381118	0.9677562	0.9623193	0.95886135	0.90836287	0.7764325	0.8403349	0.5487269	0.938721	0.96429694	1.0	0.84532094	0.9437179	0.6133261	0.98482305	0.9329912	0.8202671	0.85397476	0.97751594	0.9855492	0.9900641	0.9794829	0.9484719	0.604416	0.7988859	0.9827279	0.95872074	0.98566616	0.95460176	0.8494724	0.852178	0.9612375	0.74609005	1.0	0.84611994	0.94204164	0.9878686	0.9768263	0.9067915	0.9515981	0.55330265	0.94633776	0.8954004	0.96172243	0.94716084	0.8040831	0.9330666	0.97930706	0.83750015	0.7595845	0.9782151	0.8441216	0.9914406	0.982938	0.7941027	0.97309756	0.9559006	1.0	0.9593248	0.98598355	0.8833236	0.87246037	0.95329976	0.89476943	0.78048235	0.8770542	0.86515594	0.9855325	0.9174651	0.6372659	0.67511666	0.97501063	0.83302283	0.5299617	0.9879309	1.0	0.8254919	0.9427562	0.81290096	0.9813727	0.9123741	0.82900316	1.0	0.9818456	1.0	0.81689304	0.83256525	0.0	0.9783988	0.9369186	0.9412077	0.81276387	0.9053526	1.0	0.946941	0.994397	0.88805234	0.85254675	0.8989512	0.69592583	0.9776514	0.92098093	1.0	0.9669489
sanitair/noun	0.95302814	0.5286257	0.9715761	0.9216692	0.89587575	0.8744774	0.8881373	0.96454406	0.98619044	0.8890712	0.5882894	0.9332032	0.90991986	0.7526232	0.8675222	0.9990893	0.62536496	0.9296936	0.8041166	0.7173412	0.938951	0.97151595	0.770561	0.936393	0.8809451	0.95370936	0.7395818	0.8993426	0.8821803	0.81504536	0.6972196	0.91221076	0.724072	0.8637574	0.918882	0.6241145	0.9729859	0.8865725	0.9097401	0.9635183	0.91820973	0.92089593	0.93276113	0.95960057	0.69523716	0.8707495	0.8294297	0.9605558	0.60336685	0.91771734	0.99846786	0.8432291	0.9122581	0.64307654	0.98537666	0.9266551	0.93010724	0.815995	0.95246494	0.99010575	0.78712976	0.65535533	0.9650069	0.9203085	0.85406893	0.96921545	0.59746444	0.9636249	0.843463	0.8969133	0.8640703	0.9250415	0.87123567	0.72216976	0.8341234	0.9649555	0.9265348	0.9040853	0.9022289	0.9170847	0.8964943	0.99513817	1.0	0.8505121	0.598632	0.84227717	0.93452066	0.8173313	0.95279527	0.80146974	0.81988895	0.60778135	0.92687976	0.743839	0.92269945	0.5889409	0.72254974	0.88051987	0.8869403	0.9964849	0.5886959	0.65005696	0.94670105	0.8034476	0.5345322	0.95891744	0.9981636	0.98232764	0.959959	0.92830586	0.9353127	0.9783988	0.0	0.9279617	0.84181917	0.90149975	0.9417488	0.9185776	0.92568594	0.9648182	0.66374695	0.54443187	0.9384389	0.9600163	0.99968404	0.76070094	0.9623859	0.9117981
wat/adv	0.9812186	0.9262644	0.81627285	0.69460535	0.8133593	0.6633389	0.7025819	0.7608857	0.87270266	0.6204457	0.95447356	0.97387064	0.71265745	0.7307203	0.8523529	0.649752	0.85649616	0.8172524	0.78707147	0.92164165	0.9191537	0.7640479	0.9401518	0.95388436	0.6785325	0.7417617	0.75583094	0.95722353	0.5684803	0.6999451	0.81085277	0.86260694	0.7866488	0.8789139	0.6807676	0.7920133	0.68671256	0.90019	0.7577769	0.61165166	0.927522	0.6919844	0.65334654	0.8638789	0.8529713	0.5960642	0.88820356	0.88841677	0.8609583	0.87898433	0.59982586	0.8487262	0.6933378	0.84639436	0.6109973	0.5229218	0.7503964	0.8362068	0.6897217	0.7884028	0.85280806	0.7597208	0.7790149	0.6683941	0.7185718	0.70442677	0.756201	0.91218895	0.6291319	0.78204316	0.84435403	0.7216813	0.54854906	0.75452673	0.9341113	0.9913348	0.5640836	0.73053586	0.86721766	0.49382246	0.52716064	0.8867259	0.88821507	0.8699194	0.81298035	0.5714936	0.4859836	0.78120327	0.67987543	0.72405946	0.9341228	0.8986654	0.7591374	0.8799506	0.85220075	0.8551324	0.72322315	0.91177607	0.93035084	0.8288391	0.8617608	0.8798167	0.8236512	0.8645233	0.84435225	0.81505334	0.7941179	0.5436071	0.7631118	0.644141	0.7659904	0.9369186	0.9279617	0.0	0.731087	0.71286565	0.80445004	0.86648893	0.6643841	0.65625626	0.81508905	0.86116153	0.81041056	0.796142	0.6903862	0.63583225	0.9653034	0.9702094
blad/noun	0.77895284	0.77923894	0.90411186	0.7637346	0.93851167	0.8096043	0.901601	0.7184966	0.9672048	0.7079009	0.7291752	0.9942236	0.66840005	0.58951163	0.86208105	0.88503486	0.60175717	0.71233904	0.7076658	0.85206896	0.77021563	0.95690465	0.7757681	0.80576605	0.94986033	0.9248899	0.68914384	0.79102623	0.79177386	0.72514594	0.73628616	0.8516017	0.6725168	0.88014346	0.925642	0.5200222	0.9765024	0.7812387	0.75570774	0.7345422	0.8429871	0.76550263	0.88045025	0.9551175	0.59680974	0.7827854	0.82111496	0.971326	0.6317892	0.8762313	0.9803622	0.81056315	0.78441966	0.56837296	0.8360434	0.75806147	0.82344973	0.7369046	0.74484825	0.9828794	0.6039083	0.6682714	0.85867673	0.8606717	0.79755807	0.9548453	0.48990917	0.93187165	0.8177508	0.77871877	0.8048965	0.96985024	0.64654464	0.5725773	0.852257	0.96800303	0.77445513	0.81536955	0.7502331	0.73718715	0.78913593	0.8317127	0.987842	0.8638427	0.49978703	0.571384	0.8575873	0.77017987	0.8895582	0.65428734	0.8507654	0.70550025	0.7071836	0.8082774	0.98389184	0.77400225	0.66613686	0.8884422	0.79618996	0.9742493	0.60160995	0.9534904	0.8453473	0.9050562	0.7144965	0.8856857	0.9233795	0.808399	0.9653354	0.9542117	0.82827306	0.9412077	0.84181917	0.731087	0.0	0.7831876	0.8922	0.8369135	0.7862438	0.8512817	0.5756354	0.6428146	0.87125194	0.87062675	0.8695607	0.5613375	0.9620082	0.9956912
achtergrond/noun	0.9809791	0.8900225	0.73568916	0.7046311	0.8423463	0.73850596	0.7618904	0.7470012	0.94404894	0.7453712	0.88838726	0.97273296	0.667384	0.64820397	0.91580814	0.85087025	0.6901996	0.8556851	0.7063473	0.8811796	0.7689196	0.9591491	0.9124724	0.789917	0.75547314	0.96426946	0.55997443	0.8239126	0.7015327	0.5070771	0.780748	0.70330894	0.71787953	0.9348956	0.8478472	0.7358482	0.8111496	0.84725076	0.83748525	0.9356203	0.8673496	0.6548156	0.83372146	0.8680215	0.82465947	0.785033	0.9086292	0.8606699	0.7703645	0.6226789	0.85959285	0.9015797	0.82184666	0.7104416	0.7922273	0.6954494	0.6396226	0.8232029	0.7472124	0.9493641	0.7084048	0.74535275	0.772068	0.7491249	0.66681564	0.852557	0.7219161	0.771068	0.79130596	0.8290305	0.86591256	0.83874035	0.6590022	0.70032144	0.94789165	0.785257	0.7723032	0.7868309	0.7412529	0.6947335	0.7813223	0.9184971	0.8967696	0.96052176	0.67526793	0.59314644	0.85031354	0.78991216	0.7414846	0.52382636	0.7164029	0.81743366	0.88811773	0.8536223	0.69405854	0.76590365	0.61570704	0.6924455	0.840845	0.95807004	0.7571216	0.9562053	0.6231561	0.86434114	0.7236225	0.8420639	0.9455944	0.77796304	0.9115655	0.76871115	0.61170536	0.81276387	0.90149975	0.71286565	0.7831876	0.0	0.59826034	0.83912516	0.7878053	0.73228306	0.5000615	0.80258775	0.88907754	0.72363204	0.85016984	0.6525884	0.8133309	0.92354935
mist/noun	0.9654955	0.93696105	0.45105582	0.9298125	0.32991397	0.77434444	0.83910537	0.42119354	0.9612336	0.8621779	0.8758147	0.98842365	0.7894665	0.7905861	0.73667866	0.94656205	0.87482417	0.80350286	0.8150792	0.921371	0.98778355	0.95020205	0.961277	0.99039793	0.8928594	0.93233144	0.6706668	0.7714111	0.7356339	0.59434026	0.7309062	0.71922207	0.7474149	0.9327853	0.9692954	0.8838673	0.85825133	0.86735654	0.8442596	0.8375457	0.85271	0.85170424	0.9203496	0.87672824	0.8797121	0.8496406	0.8974414	0.8929864	0.886818	0.9052907	0.8769566	0.9719668	0.9799055	0.814559	0.7889724	0.8235239	0.61905336	0.795682	0.72436696	0.9368073	0.89160097	0.8463805	0.84867465	0.8868011	0.8088242	0.8463683	0.8615314	0.98426676	0.8350441	0.7403115	0.91851884	0.8835853	0.6441301	0.80776125	0.9864912	0.89001316	0.9251723	0.694312	0.8853048	0.82476574	0.8967956	0.9092615	0.93818384	0.91085297	0.8349337	0.72446704	0.8681416	0.9749991	0.6642817	0.73354214	0.8674425	0.90759635	0.8063414	0.92964745	0.6670685	0.95019317	0.5710566	0.6987947	0.9730864	0.86221755	0.72690904	0.9690769	0.5326296	0.8470659	0.81540626	0.7678107	0.8081331	0.82219446	0.91497046	0.7205365	0.37642318	0.9053526	0.9417488	0.80445004	0.8922	0.59826034	0.0	0.63885653	0.8789511	0.8135396	0.761518	0.8626649	0.8303418	0.7243357	0.9252832	0.7951073	0.8407388	0.9101453
start/noun	0.9998563	0.88403225	0.6329475	0.8691379	0.7459572	0.9246073	0.99551684	0.6975232	0.9998837	0.86728245	0.98946553	0.9701337	0.80750847	0.9442124	0.9719058	0.9858012	0.88422817	1.0	0.8617009	0.92801857	0.9956449	0.86198914	0.9571737	0.9986959	0.98278975	0.9971345	0.8964863	0.9404677	0.9636229	0.9115032	0.90958065	0.9336602	0.8201696	0.992612	0.8622673	0.8932396	0.95919484	0.9999423	0.9271783	0.99198866	0.7865239	0.8817708	0.96342766	0.9896325	0.8670944	0.87566876	0.9842364	0.9957748	0.88653463	0.9979915	0.9856528	0.8797756	0.8521764	0.91386086	0.9282295	0.9175667	0.8021044	0.74059033	0.85509175	0.999319	0.90661347	0.92459023	0.9888876	0.95328647	0.89043564	0.9950504	0.912004	0.977003	0.9040473	0.9488862	0.9813773	0.9855341	0.825717	0.9279362	0.9703743	1.0	0.91811544	0.97222465	0.7206212	0.8955866	0.9395262	0.622543	1.0	0.9934687	0.90664625	0.8535692	0.95712245	0.8524797	0.92296535	0.8604804	0.89529026	0.9510617	0.9699328	0.9806319	0.84972256	0.89924216	0.85702205	0.9795256	0.99872667	0.48524916	0.81736195	0.9964109	0.88641346	0.953823	0.8832574	0.8751969	0.52108777	0.93831676	0.9991209	0.83487016	0.7519249	1.0	0.9185776	0.86648893	0.8369135	0.83912516	0.63885653	0.0	0.90436906	0.991652	0.8714772	0.9606639	0.8304771	0.9395251	0.97164977	0.9302605	0.72407705	1.0
rok_DIM/noun	0.8964012	0.91275305	0.99030244	0.86982864	0.900546	0.6157975	0.55907404	0.88659525	0.39768463	0.62984854	0.93812704	0.9695018	0.62165433	0.77128536	0.94490504	0.51342225	0.88148165	0.9108187	0.78824186	0.8821617	0.9610878	0.88536006	0.91360515	0.93325657	0.43544066	0.4607929	0.6883353	0.94705695	0.6171241	0.81430423	0.8918225	0.98394066	0.690035	0.6484364	0.8392432	0.82869005	0.38516992	0.9078025	0.7152685	0.8536266	0.93751997	0.7700362	0.4361915	0.8222457	0.874345	0.45551354	0.9395883	0.9769728	0.87342817	0.80988884	0.68597245	0.6387794	0.8884809	0.8344478	0.7760076	0.51026136	0.84792954	0.7116139	0.66659474	0.38617247	0.78327984	0.7497916	0.769629	0.31778467	0.73756397	0.602945	0.7821889	0.7430428	0.4671132	0.83914155	0.8857951	0.66821724	0.5528614	0.6992967	0.6817218	0.9797033	0.6509584	0.917265	0.8340023	0.48679942	0.56719583	0.88224435	0.9779282	0.9349134	0.8393063	0.6906184	0.63581395	0.816763	0.86657685	0.6804047	0.83598894	0.8008494	0.84557915	0.80248314	0.9901544	0.8486808	0.85883826	0.93587923	0.75845563	0.9903799	0.8983152	0.90312606	0.8956788	0.82761	0.8430686	0.94668293	0.96750915	0.9387017	0.47691667	0.8446794	0.8540915	0.946941	0.92568594	0.6643841	0.7862438	0.7878053	0.8789511	0.90436906	0.0	0.4979154	0.820328	0.9229101	0.97207296	0.8762033	0.5687052	0.6650182	0.93336123	0.9864206
baard/noun	0.9535111	0.9808554	0.93469244	0.84773904	0.8592735	0.38113445	0.6699194	0.8240484	0.6511729	0.4552843	0.91948664	0.98822117	0.40083516	0.7495924	0.94673175	0.4543422	0.8987409	0.85401833	0.8579207	0.895611	0.8998771	0.8120954	0.93404293	0.9670853	0.46338522	0.5598584	0.6271684	0.9836233	0.35812187	0.74468213	0.8024421	0.97321236	0.7506965	0.6948457	0.9232139	0.84961516	0.50477123	0.90197015	0.5276891	0.8756913	0.93644506	0.56178844	0.34595132	0.6746444	0.8862345	0.2699191	0.88657266	0.9623574	0.9408676	0.5365317	0.6317607	0.81951916	0.8934461	0.7965123	0.8581674	0.38370395	0.83738434	0.7794638	0.81877476	0.5514525	0.62844723	0.81754273	0.90087086	0.3315463	0.77565026	0.39508224	0.82786393	0.8685522	0.44833738	0.856785	0.78477854	0.53151834	0.52152	0.64044225	0.85974425	0.9784235	0.44314855	0.6710754	0.95404273	0.28133065	0.37484658	0.93257296	0.99420583	0.8521453	0.88163346	0.64671063	0.7506224	0.8449497	0.7945708	0.6714356	0.9590331	0.79382145	0.83869916	0.7943758	0.9568835	0.8932422	0.8900447	0.942259	0.8288475	0.9924506	0.89043766	0.87595874	0.7841807	0.6671654	0.8927032	0.9069383	0.9778766	0.94040227	0.42120117	0.89783984	0.76972026	0.994397	0.9648182	0.65625626	0.8512817	0.73228306	0.8135396	0.991652	0.4979154	0.0	0.82621574	0.88358915	0.8640241	0.8678321	0.41239846	0.53432477	0.99105996	0.9770443
tapijt/noun	0.9485923	0.6499101	0.8476571	0.90395683	0.7908727	0.77687204	0.69688785	0.78384745	0.96039164	0.85707915	0.60706115	0.96258736	0.6515055	0.46242487	0.7868552	0.9707444	0.42139685	0.80288893	0.69995064	0.68407094	0.90935105	0.89998996	0.69651526	0.90198493	0.8276807	0.8929963	0.6072836	0.7276761	0.6864031	0.6879357	0.6615984	0.88757515	0.55007577	0.77714914	0.8909895	0.3510999	0.91215914	0.6819388	0.80577105	0.92528486	0.8616196	0.6073725	0.8426404	0.83558655	0.53058887	0.84631413	0.86878955	0.971072	0.49369794	0.67939186	0.9346552	0.8473839	0.8734922	0.4076928	0.92569715	0.8069605	0.676234	0.7780402	0.82423884	0.9680653	0.6256398	0.40103847	0.81193084	0.7676352	0.7348942	0.85652226	0.36070454	0.8644071	0.80417794	0.82220376	0.7969043	0.9337631	0.6025048	0.66335154	0.865715	0.90649486	0.81256163	0.84982824	0.86134297	0.7818569	0.8514292	0.94384956	0.9614677	0.8952645	0.3423465	0.47763145	0.89803183	0.64795506	0.799864	0.49014044	0.8670099	0.61548066	0.7389152	0.7292117	0.93772036	0.716714	0.5195801	0.8757533	0.91447663	1.0	0.46395767	0.693267	0.7944106	0.6932285	0.5083245	0.92061585	0.9698788	0.94457096	0.9330678	0.86795485	0.7664725	0.88805234	0.66374695	0.81508905	0.5756354	0.5000615	0.761518	0.8714772	0.820328	0.82621574	0.0	0.43321252	0.93095994	0.8463609	0.9512623	0.39925414	0.8734672	0.9520315
beton/noun	0.9815489	0.6140816	0.9489354	0.87753165	0.857081	0.78266466	0.65240306	0.81177825	0.9579719	0.9294622	0.33382136	0.93319976	0.8647964	0.20143813	0.7116654	0.91128033	0.25262463	0.7280028	0.7124743	0.5548724	0.9656129	0.93525904	0.54342425	0.9642089	0.9197646	0.83418787	0.6666502	0.89368176	0.82717866	0.62203777	0.52781093	0.91000324	0.6065383	0.7399393	0.87584066	0.24604338	0.9785353	0.384408	0.7259437	0.8798306	0.91528356	0.6533396	0.79975975	0.95204794	0.32736874	0.8299815	0.84947735	0.9778681	0.3332399	0.9070483	1.0	0.8460213	0.8315842	0.18954605	0.8487756	0.83811235	0.82294434	0.87561	0.9268323	0.8839662	0.5434046	0.39419794	0.88946825	0.81945395	0.67987263	0.94813526	0.17253059	0.98678607	0.8517283	0.8450194	0.67060703	0.9790886	0.605641	0.48942947	0.87436825	0.9528519	0.89430356	0.8533467	0.9181791	0.90679	0.93523246	1.0	0.97109365	0.7820638	0.2212941	0.5882284	0.9262964	0.81063795	0.86302006	0.7018182	0.8275739	0.5547985	0.7144144	0.68053365	0.92406857	0.570085	0.6535491	0.92611134	0.88897	0.99734837	0.19930083	0.7552694	0.7583774	0.77336204	0.44634217	0.9572009	0.98250425	0.97135764	0.9122503	0.88986886	0.7942045	0.85254675	0.54443187	0.86116153	0.6428146	0.80258775	0.8626649	0.9606639	0.9229101	0.88358915	0.43321252	0.0	0.83877647	0.893693	0.93621886	0.46866918	0.9788766	0.9398716
nauwelijks/adv	0.985624	0.86847305	0.82809377	0.95023185	0.8353144	0.80147946	0.94071907	0.82224023	0.8210842	0.9666024	0.91986835	0.9963951	0.9347899	0.78534585	0.8817916	0.8447051	0.8312702	0.9345677	0.80646735	0.70438707	0.81154054	0.9605802	0.9806447	0.7957144	0.91404337	0.8310932	0.88595784	0.8278179	0.9268618	0.6280283	0.5862268	0.8397513	0.81355584	0.7791076	0.9261291	0.7823251	0.84724575	0.91940993	0.9005098	0.82260156	0.88018984	0.82318854	0.8832863	0.74992454	0.8112633	0.9366931	0.79734087	0.9287126	0.9119109	0.97029144	0.94120663	0.94914895	0.9641224	0.829282	0.85486203	0.88587034	0.78526163	0.9647791	0.92085177	0.87042236	0.8896772	0.8516284	0.9525505	0.8997078	0.8417258	0.72262734	0.8512996	0.9652023	0.6707464	0.8350178	0.6988431	0.7071619	0.7887255	0.8538558	0.96013343	0.9531058	0.93509656	0.83029157	0.87974066	0.8303126	0.75742996	0.9092792	0.96118534	0.7971099	0.9505115	0.84499896	0.86414117	0.96284616	0.8416409	0.90729886	0.8096896	0.8014153	0.7104585	0.74587935	0.8105744	0.8765991	0.8857205	0.87918186	0.798858	0.8953095	0.89677906	0.7160125	0.5460181	0.90224963	0.80976355	0.81065357	0.819681	0.7962926	0.8858206	0.7357861	0.7978463	0.8989512	0.9384389	0.81041056	0.87125194	0.88907754	0.8303418	0.8304771	0.97207296	0.8640241	0.93095994	0.83877647	0.0	0.91348743	0.96666867	0.7674207	0.85873425	0.9840042
wolkendek/noun	0.95806855	0.9840881	0.5205866	0.98891526	0.7563963	0.7580935	0.90563184	0.6704488	0.9248449	0.8369124	0.97550565	0.9890255	0.86359125	0.81046885	0.99282867	0.904701	0.93981814	0.7507468	0.71931386	0.84253436	0.9668721	0.87263465	0.86588466	0.9928589	0.8508907	0.91661376	0.78997517	0.9851159	0.89814895	0.6403146	0.7241637	0.75453675	0.8609193	0.97188216	0.95670265	0.9466926	0.9026022	0.8568696	0.9660718	0.82917506	0.9853494	0.8116165	0.93898094	0.90174145	0.8571193	0.9288646	0.8264495	0.84425175	0.9125135	0.94952464	0.990556	0.99128413	0.9744125	0.8842132	0.63574463	0.8967359	0.54444325	0.9853431	0.5218808	0.95222116	0.8710572	0.8565537	0.8723505	0.9071044	0.6908842	0.92193097	0.8835932	0.7591647	0.92531717	0.8974164	0.8028655	0.92876863	0.6375638	0.88895535	0.97987217	0.7065866	0.9241873	0.8047622	0.94150746	0.87616646	0.9112065	0.9124177	0.8721477	0.8787213	0.9398301	0.73027366	0.78515255	0.9699532	0.5293914	0.6076114	0.914458	0.9745166	0.70965385	0.90980315	0.7581846	0.8741609	0.62705314	0.6065366	0.97501475	0.9375311	0.9311667	0.96785367	0.5982561	0.8882387	0.89973205	0.5893477	0.99881035	0.89638907	0.88925564	0.8169203	0.46499038	0.69592583	0.9600163	0.796142	0.87062675	0.72363204	0.7243357	0.9395251	0.8762033	0.8678321	0.8463609	0.893693	0.91348743	0.0	0.778789	0.8811966	0.83055866	0.9859329
baard_DIM/noun	0.9569695	0.9756781	0.9779322	0.78389823	0.8618505	0.6025046	0.7507329	0.8237833	0.59200126	0.40590417	0.99591196	0.9813224	0.75793946	0.86617994	0.97006965	0.6667399	0.92908245	0.9049797	0.8745564	0.9175394	0.9931702	0.7220171	0.913799	0.95832217	0.4514773	0.6403458	0.8641653	0.98915845	0.5316897	0.84050715	0.8986212	0.9894721	0.93558586	0.79516363	0.9485106	0.9020134	0.81970507	0.9162605	0.65697926	0.8512294	0.9493173	0.8404244	0.6299131	0.86710036	0.9308617	0.44795626	0.8562509	0.99087554	0.9365658	0.8484544	0.8099275	0.834239	0.8520385	0.91758025	0.7624675	0.46918094	0.92722577	0.8088022	0.7754045	0.6302377	0.89365435	0.86911345	0.8712171	0.4651317	0.8756626	0.7347644	0.88996106	0.9268006	0.5902896	0.917706	0.76441354	0.6878212	0.6475965	0.71587825	0.9654865	1.0	0.5421132	0.8262898	0.9262161	0.46200258	0.5478629	0.88328654	0.99938107	0.92818916	0.8800593	0.75097424	0.768595	0.8604492	0.8227895	0.87041354	0.8785553	0.8917977	0.8075273	0.91369396	0.9854974	0.9314551	0.96666956	0.9003905	0.830395	0.98462147	0.9324164	0.9361744	0.9558022	0.8520514	0.92355746	0.9752344	0.95318896	0.9867948	0.6003604	0.8751769	0.8441019	0.9776514	0.99968404	0.6903862	0.8695607	0.85016984	0.9252832	0.97164977	0.5687052	0.41239846	0.9512623	0.93621886	0.96666867	0.778789	0.0	0.74929374	0.9192257	0.9897024
