	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
rot/noun	0.93097544	0.77312756	0.97515386	0.84137213	0.915957	0.9779149	0.91211563	0.9752312	0.8284737	0.9789957	0.8879421	0.98780394	0.9821677	0.8889986	0.96355116	0.7374826	0.8924285	0.87216246	0.8982651	0.8999659	0.96958613	0.9756011	0.8982431	0.9846967	0.9763876	0.97523606	0.97746277	0.94637096	0.8745825	0.8182615	0.8916471	0.96042603	0.8333137	0.9095448	0.8451956	0.874846	0.8157364	0.9588613	0.7656549	0.9411966	0.9147609	0.8710009	0.87874335	0.9995835	0.82734025	0.8485941	0.933061	0.93818176	0.8810296	0.9426533	0.9916821	0.99580437	0.97143185	0.8369553	0.9612882	0.9476023	0.95583355	0.7888507	0.8720466	0.86057705	0.8358586	0.8415389	0.94141656	0.8907703	0.9822829	0.9461572	0.7295166	0.9520027	0.94111884	0.7878433	0.9826845	0.99082553	0.8301956	0.7903635	0.0	0.95613766	0.9691396	0.9513673	0.957654	0.86261064	0.85827076	0.95417863	0.978816	0.90178466	0.88672644	0.803981	0.83094347	0.99586684	0.9410014	0.7913079	0.9742364	0.93191874	0.91252667	0.8519734	0.8997487	0.813264	0.8553084	0.97446793	0.85886484	0.98897034	0.8581259	0.9229933	0.9765771	0.9454595	0.7560164	0.98713666	0.9208629	0.9493993	0.8519365	0.9080555	0.9578767	0.9782151	0.8341234	0.9341113	0.852257	0.94789165	0.9864912	0.9703743	0.6817218	0.85974425	0.865715	0.87436825	0.96013343	0.97987217	0.9654865	0.7666086	0.8640325	0.98872936
voorstad/noun	0.9364774	0.99389124	0.7760471	0.97674644	0.9667036	0.9750387	1.0	0.87059593	0.9950466	0.97162825	0.9587439	0.9853032	0.9661263	0.8941096	1.0	0.9688026	0.9407264	0.73307574	0.8760767	0.9776013	1.0	1.0	0.9546858	0.9793518	0.94552195	0.9992503	0.9615978	0.97827494	0.991312	0.94844484	0.9457841	0.4634875	0.9502073	0.99291384	0.9649276	0.9656267	0.9196846	0.90992856	1.0	0.9887415	0.9664166	0.895441	0.9730662	0.9854033	0.9432709	0.98249364	0.9036543	0.8555341	0.91071135	0.95372033	1.0	0.9884124	0.8605806	0.9661296	0.99262655	0.935295	0.61143	0.990961	0.86622214	0.9875867	0.91941655	0.9730815	0.9151144	0.96309704	0.74814105	0.9013156	0.93890256	0.8923943	0.98795956	0.9319708	0.9572101	0.91036063	0.9424845	0.8295935	0.95613766	0.0	0.9850188	0.96059096	0.9384059	0.98614657	0.9982788	1.0	0.7730478	0.9763528	0.9828208	0.8198354	0.97462577	0.9731366	0.9698945	0.77106273	0.98183644	0.98452383	0.9160397	0.7525829	0.9003901	0.9008041	0.85557973	0.57958	0.9712752	0.9539546	0.980455	0.9375799	0.903503	0.9493917	0.9391755	0.91727585	1.0	0.88112354	0.96840274	0.95623666	0.9064061	0.8441216	0.9649555	0.9913348	0.96800303	0.785257	0.89001316	1.0	0.9797033	0.9784235	0.90649486	0.9528519	0.9531058	0.7065866	1.0	0.95178473	0.93749774	0.9891785
lok/noun	0.94420034	0.9668105	1.0	0.7281153	0.9001029	0.3823474	0.81749904	0.87464046	0.8796697	0.32642186	0.87814724	0.9809269	0.5684244	0.8217787	0.97102004	0.4974237	0.79500324	0.9578594	0.85836405	0.96401864	0.97645956	0.89887273	0.9503233	0.968379	0.6893552	0.694379	0.74345905	0.9735522	0.23836523	0.8451844	0.9068688	0.9794749	0.8144791	0.89324296	0.8904472	0.78748703	0.5599344	0.9369087	0.57400525	0.8157505	0.949067	0.7758325	0.5446094	0.7883681	0.8686155	0.3980782	0.95283806	0.9916973	0.8523301	0.85583174	0.699978	0.7947682	0.9185267	0.844385	0.87221193	0.4143399	0.89656746	0.79033625	0.77477264	0.7191491	0.8584368	0.7902614	0.9171235	0.5634695	0.91737217	0.51685774	0.79161644	0.86535096	0.50638974	0.9302628	0.87690413	0.6115612	0.4798954	0.6892442	0.9691396	0.9850188	0.0	0.78377724	0.9088647	0.22592777	0.29675972	0.9447993	0.98543835	0.9561368	0.76125467	0.6983584	0.86583996	0.8470999	0.77557254	0.8150441	0.9359886	0.8957172	0.92471945	0.8782598	0.9759457	0.90631294	0.81893	0.9485081	0.9640208	0.99316627	0.768	0.93267155	0.93544644	0.84046817	0.8634064	0.7997103	0.9992388	0.8615752	0.7126789	0.933124	0.90393317	0.9914406	0.9265348	0.5640836	0.77445513	0.7723032	0.9251723	0.91811544	0.6509584	0.44314855	0.81256163	0.89430356	0.93509656	0.9241873	0.5421132	0.53062737	0.9965147	0.9873156
golf/noun	0.95239294	0.9204809	0.7998202	0.950668	0.7618264	0.64732313	0.989835	0.66631734	0.9825929	0.79134965	0.94251484	0.9313333	0.778727	0.83956504	0.9237391	0.7168622	0.8542758	0.8518828	0.87553227	0.8439817	0.9020009	0.94002265	0.90019643	0.9407935	0.84498525	0.8107761	0.7489113	0.89896053	0.66699076	0.5905484	0.59781754	0.90674937	0.74897176	0.8483659	0.93547827	0.8015855	0.78757924	0.8945382	0.80798906	0.8887699	0.9836482	0.7759939	0.784144	0.9175745	0.8771412	0.795902	0.7395251	0.9631268	0.79788506	0.88595915	0.9071336	0.97560865	0.91810006	0.7644859	0.92818725	0.691385	0.7927241	0.5572753	0.86417824	0.9152285	0.6889379	0.8970709	0.91533077	0.8139086	0.8053704	0.82441103	0.81843394	0.84492505	0.8070134	0.87387824	0.8075119	0.85795736	0.7159387	0.7735163	0.9513673	0.96059096	0.78377724	0.0	0.8847612	0.7458838	0.81934136	0.92879695	0.99054676	0.76855266	0.91088116	0.678252	0.85691756	0.8341372	0.6545104	0.715801	0.96691704	0.87549156	0.766625	0.84962654	0.8162799	0.90112275	0.6303349	0.9200227	0.9721203	0.9906049	0.87413716	0.89063954	0.68329024	0.8687109	0.80989915	0.8732129	0.96186787	0.98355126	0.83311325	0.8604702	0.54730344	0.982938	0.9040853	0.73053586	0.81536955	0.7868309	0.694312	0.97222465	0.917265	0.6710754	0.84982824	0.8533467	0.83029157	0.8047622	0.8262898	0.7864489	0.75243235	0.94954926
bestaan/noun	0.969465	0.9075973	0.8964152	0.7111107	0.8919939	0.95023316	0.9902769	0.9073347	0.97303647	0.88459754	0.97949255	0.9676373	0.8705511	0.9098432	0.99484766	0.92207325	0.9255235	0.89763623	0.8680297	0.8901335	0.72194314	0.8906461	0.90748376	0.7166317	0.9562361	0.967685	0.70249414	0.972636	0.9430126	0.828109	0.9028152	0.91563606	0.87174046	0.9857232	0.9405764	0.9110385	0.986311	0.9497706	0.9215135	0.79037094	0.64037526	0.7675631	0.96627104	0.9721768	0.89534605	0.8971974	0.96868384	0.52554154	0.9180576	0.78456867	1.0	0.85943836	0.8400276	0.9194535	0.75150347	0.874131	0.9057967	0.86488974	0.7882505	0.9604091	0.85600775	0.89296764	0.84743273	0.94545287	0.6837937	0.99054736	0.8942321	0.9338159	0.92669153	0.5879837	0.86146903	0.9800061	0.8417702	0.90910876	0.957654	0.9384059	0.9088647	0.8847612	0.0	0.88302755	0.87626606	0.7998923	0.9755405	0.98099226	0.8889985	0.88503766	0.84085876	0.85768366	0.9047912	0.886502	0.7607429	0.8324647	0.96245635	0.97613436	0.8765369	0.8858127	0.78246367	0.93634903	0.84567845	0.7390337	0.862245	0.9930181	0.9162986	0.8974898	0.936654	0.90214413	0.77548355	0.9404814	0.97107637	0.79322004	0.8896619	0.7941027	0.9022289	0.86721766	0.7502331	0.7412529	0.8853048	0.7206212	0.8340023	0.95404273	0.86134297	0.9181791	0.87974066	0.94150746	0.9262161	0.8735147	0.819728	0.9984814
haar/noun	0.92105633	0.9235603	0.95007175	0.70934254	0.86228466	0.4262867	0.7144067	0.8047047	0.6558131	0.43041545	0.9592239	0.98246264	0.4904735	0.7783592	0.9066166	0.3905543	0.82908934	0.9097067	0.8204538	0.9192953	0.9339254	0.8120904	0.9518686	0.96066415	0.5481471	0.53282976	0.68328893	0.9706701	0.2362634	0.726266	0.8504618	0.9578743	0.73317873	0.7456163	0.93432015	0.7773632	0.4492988	0.92196405	0.46717483	0.7518543	0.89032567	0.68097126	0.3676203	0.67118835	0.81546354	0.24116778	0.90448654	0.98593915	0.8518816	0.6965101	0.60137486	0.82875186	0.86689675	0.80827373	0.7485986	0.3156761	0.8526658	0.7531248	0.5993809	0.5821038	0.71685827	0.7536564	0.8481505	0.39962453	0.78847605	0.33206922	0.7869869	0.85710883	0.34050858	0.7987002	0.82784086	0.4856823	0.39816236	0.65246034	0.86261064	0.98614657	0.22592777	0.7458838	0.88302755	0.0	0.15627319	0.9248854	0.99622816	0.9000165	0.79620695	0.5644077	0.7382221	0.77175164	0.6903554	0.64102066	0.88512826	0.8298651	0.79145765	0.79726183	0.99592745	0.8984175	0.7679488	0.9302275	0.84595764	0.9591362	0.84643096	0.8908551	0.78281236	0.71456134	0.8253429	0.7791631	0.97626585	0.85200745	0.5403507	0.81163514	0.7988118	0.97309756	0.9170847	0.49382246	0.73718715	0.6947335	0.82476574	0.8955866	0.48679942	0.28133065	0.7818569	0.90679	0.8303126	0.87616646	0.46200258	0.49192393	0.94875586	0.9775983
haar/pron	0.9759588	0.85222477	0.9830973	0.6804056	0.9241382	0.43140084	0.79489994	0.89896035	0.7564539	0.48246986	0.9627628	0.98587877	0.52958816	0.8311773	0.86092436	0.38318568	0.89557624	0.9564633	0.8528108	0.94806916	0.8346509	0.8318604	0.9514	0.7585063	0.6371166	0.5842936	0.7668301	0.85687107	0.33396626	0.8159174	0.89927673	0.97454834	0.7893985	0.767033	0.9088863	0.82388973	0.4957248	0.956739	0.50896454	0.69634163	0.88488823	0.74905455	0.45252347	0.6522049	0.8785354	0.33644086	0.80342114	0.9339721	0.8899755	0.7884275	0.5466686	0.7777714	0.9202382	0.8949977	0.704641	0.31603807	0.87005794	0.80667245	0.7302268	0.66028446	0.7991735	0.8159998	0.8843194	0.45554549	0.829164	0.34393388	0.83608425	0.91030896	0.39057666	0.8934244	0.8780324	0.5686164	0.45383757	0.7190857	0.85827076	0.9982788	0.29675972	0.81934136	0.87626606	0.15627319	0.0	0.9567119	0.9799819	0.9373821	0.82434154	0.6613401	0.698418	0.7959279	0.7178383	0.7902877	0.94204706	0.7699337	0.8165131	0.69413626	0.9836181	0.9193185	0.8693588	0.94918215	0.7936431	0.9577374	0.8671018	0.84044	0.8950431	0.7737471	0.8580016	0.7493401	0.98470795	0.80300593	0.61424804	0.786206	0.8806675	0.9559006	0.8964943	0.52716064	0.78913593	0.7813223	0.8967956	0.9395262	0.56719583	0.37484658	0.8514292	0.93523246	0.75742996	0.9112065	0.5478629	0.5598912	0.9784106	0.98845744
vooruitblik/noun	0.9205719	0.9634599	0.84140235	0.9352517	0.95316863	1.0	0.9794529	0.95976007	0.95952594	0.9151661	1.0	0.91376066	0.9929271	0.9958954	0.9512054	0.95233077	0.97107345	0.8752732	0.9753339	0.96385336	0.96660066	0.96874535	0.97526133	0.8957537	0.94125456	0.95632184	0.9513775	0.9986485	0.92614424	0.96377766	0.98562837	0.98471403	0.95685905	0.99909246	0.84383583	0.99729943	0.957058	0.9375427	0.9951533	0.83827305	0.99506664	0.9407884	0.9945358	0.95492035	0.97013	0.9691609	0.9826949	0.9901163	1.0	1.0	0.9504822	0.96913475	0.83524674	0.985046	0.9084619	0.9178224	0.91126835	0.85888875	0.9409677	0.98224443	0.9500615	0.9960525	0.8926711	0.9791226	0.9265788	0.98368424	0.9630115	0.9168349	1.0	0.9671395	0.96218944	0.9677725	0.91812444	0.97395986	0.95417863	1.0	0.9447993	0.92879695	0.7998923	0.9248854	0.9567119	0.0	0.96868163	0.9999689	0.9842864	0.96583337	0.724721	0.9842569	0.9772073	0.9487363	1.0	0.99800783	0.9987317	0.9809859	0.99913627	0.989576	0.98696244	0.9870796	0.99505985	0.782296	0.96660846	0.9888852	0.9886005	0.9993821	1.0	0.8261067	0.9651287	0.9029098	0.9578787	0.7666018	0.90663046	1.0	0.99513817	0.8867259	0.8317127	0.9184971	0.9092615	0.622543	0.88224435	0.93257296	0.94384956	1.0	0.9092792	0.9124177	0.88328654	0.91204774	0.98335385	0.98804414
ambtenaar/noun	0.99421674	0.9900084	0.87315947	0.8517599	0.9553118	0.9067698	0.9826495	0.94170576	0.96102434	0.9995573	0.98984075	0.9700987	1.0	0.8660384	0.9572553	0.98440623	0.9842298	0.8208997	0.6354444	0.9605717	0.98288715	0.961047	0.9998433	0.99220234	0.9400872	0.9509036	0.9431269	0.95405537	0.99753	0.9891252	0.9320784	0.7516127	0.8478876	0.846239	0.9183051	0.9839366	0.95907533	0.9812467	0.9968233	0.9416304	0.9833426	0.9658308	0.9782312	0.9518369	0.9710221	0.994208	0.9340994	0.9470014	0.9852154	1.0	0.98397267	0.9921229	0.71159035	0.9334669	0.97644866	0.96424174	0.7442527	1.0	0.9311544	0.9615568	0.96642464	0.9507167	0.9801545	0.95127136	0.91423225	0.9381408	0.92861044	1.0	0.9181808	0.9693066	0.8571049	0.9425509	0.94438237	0.98095167	0.978816	0.7730478	0.98543835	0.99054676	0.9755405	0.99622816	0.9799819	0.96868163	0.0	0.946722	1.0	0.92374593	0.93415046	0.9583107	0.9187531	0.9535748	0.9941757	0.94402254	0.9544475	0.89906454	0.959924	0.965544	0.9795605	0.8158828	0.98075384	0.972794	0.9990634	0.9293376	0.95654446	0.9756755	0.95408326	0.9558576	0.99558175	0.8366792	0.9829947	0.92238444	0.8932554	0.9593248	1.0	0.88821507	0.987842	0.8967696	0.93818384	1.0	0.9779282	0.99420583	0.9614677	0.97109365	0.96118534	0.8721477	0.99938107	0.9111794	0.99504876	0.98739415
garnaal/noun	0.9619483	0.88264143	0.94523484	0.8636826	0.91430175	0.8517321	0.94474405	0.89825535	0.9502015	0.9524059	0.94013107	0.99999195	0.881768	0.8065911	0.90414417	0.959143	0.9161473	0.7049415	0.84189016	0.68643457	0.93485796	0.9422724	0.9838523	0.8693839	0.9397779	0.82445216	0.81866616	0.90679705	0.9173927	0.7719346	0.5767101	0.914048	0.7029381	0.73754656	0.94648606	0.83831376	0.94933313	0.94367284	0.74515116	0.9263529	0.7290507	0.7724581	0.9069084	0.88881975	0.82781833	0.9242244	0.54472506	0.999765	0.8069934	0.89233124	1.0	0.9887932	0.765306	0.772204	0.90922153	0.9563172	0.9081358	0.7562938	0.9261755	0.9480742	0.5448763	0.7964629	1.0	0.92842853	0.8893305	0.9925222	0.80473274	0.9837195	0.8973349	0.89981675	0.6136629	0.9932406	0.7974361	0.6897323	0.90178466	0.9763528	0.9561368	0.76855266	0.98099226	0.9000165	0.9373821	0.9999689	0.946722	0.0	0.95092356	0.9319051	0.91385245	0.88911384	0.91690713	0.8338863	0.87942994	0.6554067	0.7005336	0.9021938	0.9711766	0.86446154	0.8894877	0.7443043	0.87664896	0.99975574	0.8962416	0.8262475	0.8072921	0.6206639	0.9103408	0.8976957	0.9427163	0.9922529	0.96949625	0.9640022	0.8170586	0.98598355	0.8505121	0.8699194	0.8638427	0.96052176	0.91085297	0.9934687	0.9349134	0.8521453	0.8952645	0.7820638	0.7971099	0.8787213	0.92818916	0.8245321	0.93927383	0.4356947
marmer/noun	0.9616232	0.6876017	0.9999886	0.8298885	0.9013697	0.79652464	0.7071435	0.7083971	0.9847538	0.7673744	0.30015343	0.9513334	0.82887757	0.26655704	0.77306676	0.956814	0.22992337	0.8492897	0.6863344	0.6933389	0.93503445	0.97119385	0.57312655	0.9931977	0.8855387	0.90565115	0.61107314	0.8941895	0.70452833	0.6562887	0.5881214	0.96005243	0.5762465	0.82196414	0.85962695	0.25598806	0.9348496	0.45719314	0.7465745	0.9261056	0.90701586	0.7100941	0.90451086	0.98079884	0.36336458	0.8278849	0.9232453	0.95074356	0.33635312	0.8753896	0.92109793	0.82374704	0.87732255	0.26396418	0.8708116	0.6928872	0.7679579	0.867903	0.84977734	0.99231964	0.64855623	0.43945867	0.7529327	0.8303725	0.6829914	0.9484182	0.20803332	0.9941129	0.82666427	0.8418954	0.80214036	0.9413793	0.6054417	0.48498368	0.88672644	0.9828208	0.76125467	0.91088116	0.8889985	0.79620695	0.82434154	0.9842864	1.0	0.95092356	0.0	0.5294206	0.94415826	0.81424105	0.86512256	0.63129646	0.86976224	0.6421932	0.70962346	0.76738137	0.96186984	0.65252614	0.641876	0.9685147	0.9557163	0.9983833	0.23380804	0.85668707	0.8506771	0.8569026	0.48518038	0.996883	1.0	0.9307556	0.9554786	0.89963657	0.79439163	0.8833236	0.598632	0.81298035	0.49978703	0.67526793	0.8349337	0.90664625	0.8393063	0.88163346	0.3423465	0.2212941	0.9505115	0.9398301	0.8800593	0.37122607	0.99055177	0.9416323
tint/noun	0.9473828	0.79969007	0.7671304	0.75456583	0.7200385	0.6449401	0.6487615	0.6298531	0.82424736	0.74325764	0.71357393	0.9701612	0.7543354	0.45647615	0.85461164	0.7011459	0.57329667	0.78353256	0.6978655	0.7725239	0.89899904	0.9268162	0.7072111	0.9883572	0.7144385	0.8245516	0.61567	0.88403183	0.6188489	0.64734983	0.65190315	0.80736476	0.6202992	0.7509304	0.8591181	0.47576863	0.66739595	0.75309056	0.7316057	0.74402463	0.893862	0.4933023	0.55986583	0.8699405	0.6807948	0.52184993	0.88912725	0.91782457	0.6486842	0.82452404	0.6307241	0.8761061	0.8845607	0.53449345	0.7509953	0.49901092	0.5712566	0.84526	0.610778	0.7125099	0.7654066	0.59610224	0.66669357	0.5918051	0.61535215	0.7467441	0.45267677	0.8187174	0.6765864	0.7338232	0.80199987	0.80614376	0.48108715	0.681479	0.803981	0.8198354	0.6983584	0.678252	0.88503766	0.5644077	0.6613401	0.96583337	0.92374593	0.9319051	0.5294206	0.0	0.80790544	0.8626757	0.75766426	0.5649873	0.9108835	0.8076632	0.70778185	0.7891473	0.8554534	0.7988106	0.5453797	0.82205224	0.91469455	0.9733358	0.5833229	0.82663155	0.68695045	0.8316392	0.6761948	0.9182969	0.92851895	0.8800848	0.6859883	0.760536	0.5990515	0.87246037	0.84227717	0.5714936	0.571384	0.59314644	0.72446704	0.8535692	0.6906184	0.64671063	0.47763145	0.5882284	0.84499896	0.73027366	0.75097424	0.50877106	0.85349053	0.97642326
te/adv	0.8448501	0.9066947	0.9993937	0.9341077	0.86384255	0.8797355	0.84760743	0.89774853	0.7497305	0.7993241	0.9757118	0.9628888	0.9088333	0.8779559	0.8938322	0.5995959	0.9637347	0.8682628	0.8175397	0.8939803	0.86892027	0.836975	0.99307823	0.8130682	0.77354836	0.80137724	0.87699497	0.901507	0.8669014	0.85402447	0.86428833	0.94237345	0.8073443	0.82460594	0.52564514	0.92022645	0.81274223	0.8416171	0.9208372	0.5014136	0.94527656	0.77545905	0.8371309	0.8488247	0.90196353	0.83548266	0.8195145	0.85080117	0.96457964	0.9700981	0.9441057	0.92458713	0.81542003	0.91676277	0.5989281	0.8249294	0.93932116	0.87027586	0.6489059	0.7865208	0.9556053	0.8405018	0.9880872	0.76847047	0.8540626	0.83755136	0.88852453	0.8741699	0.8212842	0.80136955	0.8063593	0.93696195	0.712258	0.8968375	0.83094347	0.97462577	0.86583996	0.85691756	0.84085876	0.7382221	0.698418	0.724721	0.93415046	0.91385245	0.94415826	0.80790544	0.0	0.8301429	0.79199517	0.83801186	0.9957817	0.855147	0.75123775	0.7460524	0.9830228	0.9869158	0.9018073	0.8645787	0.7185348	0.95612645	0.92316294	0.81434596	0.9752355	0.8913167	0.9337733	0.9700946	0.9753245	0.60124743	0.71178234	0.60646725	0.8716289	0.95329976	0.93452066	0.4859836	0.8575873	0.85031354	0.8681416	0.95712245	0.63581395	0.7506224	0.89803183	0.9262964	0.86414117	0.78515255	0.768595	0.8208124	0.9404628	0.9941432
brommer/noun	0.9960713	0.8660889	0.97445846	0.8797898	0.9588386	0.8380204	0.9412074	0.9470457	0.8463193	0.8082644	0.95312494	0.94349766	0.75630826	0.882719	0.9211987	0.87981087	0.8293316	0.98647577	0.80973125	0.8338705	0.9578303	0.3735001	0.92202437	0.92215073	0.77693635	0.62157893	0.7645612	0.9019405	0.91491216	0.88425875	0.89317954	0.9342549	0.8293167	0.6705905	0.9385948	0.77426434	0.9409381	0.92649376	0.8074542	0.8686341	0.8930193	0.87367964	0.83163875	0.86948055	0.8676538	0.79095656	0.853647	0.96091866	0.7538389	0.8259127	0.9656785	0.81838167	0.7729677	0.782395	0.9517643	0.84798014	0.9451767	0.80301476	0.9342568	0.84111214	0.82435846	0.73353404	0.9602426	0.70340335	0.8702172	0.74828446	0.82744884	0.85822326	0.7151561	0.951914	0.89878285	0.9866991	0.78309995	0.8434251	0.99586684	0.9731366	0.8470999	0.8341372	0.85768366	0.77175164	0.7959279	0.9842569	0.9583107	0.88911384	0.81424105	0.8626757	0.8301429	0.0	0.765137	0.79696363	0.8066238	0.6310328	0.95472354	0.7167655	0.9799483	0.80381227	0.887317	0.9664964	0.87936896	0.80670524	0.84842235	0.77662444	0.9590669	0.72178406	0.8166324	0.9903608	0.99447215	0.9244696	0.8109056	0.83287364	0.9313468	0.89476943	0.8173313	0.78120327	0.77017987	0.78991216	0.9749991	0.8524797	0.816763	0.8449497	0.64795506	0.81063795	0.96284616	0.9699532	0.8604492	0.7375696	0.9202881	0.94991064
even/adv	0.98508054	0.7960304	0.7377243	0.9456682	0.797526	0.6709335	0.8637558	0.8192268	0.9163333	0.8949269	0.91816306	0.95766634	0.8433968	0.80064976	0.9075141	0.7310357	0.88542813	0.9001902	0.77093637	0.8217895	0.93621457	0.7290772	0.8508319	0.9890998	0.7895332	0.7196803	0.7965472	0.8846893	0.7206346	0.58100957	0.7477498	0.7632533	0.7502187	0.8233981	0.9218013	0.81999344	0.7052617	0.9354935	0.74628	0.6723734	0.9723252	0.7658667	0.74060833	0.892646	0.78143334	0.8789208	0.91615844	0.94941837	0.7993002	0.8860513	0.84730804	0.9222399	0.9362517	0.76923984	0.70713913	0.7867141	0.61306596	0.77496207	0.5155271	0.7616857	0.8712069	0.74492013	0.8396622	0.7664736	0.60928565	0.71906376	0.78286487	0.85501343	0.76175094	0.73690724	0.8404704	0.92079103	0.5231753	0.7731017	0.9410014	0.9698945	0.77557254	0.6545104	0.9047912	0.6903554	0.7178383	0.9772073	0.9187531	0.91690713	0.86512256	0.75766426	0.79199517	0.765137	0.0	0.48895693	0.7184305	0.8592235	0.7240279	0.8379917	0.650929	0.7753671	0.6594862	0.871299	0.96573764	0.88793755	0.8503052	0.8840497	0.5695779	0.81826174	0.7069094	0.59272933	0.9702062	0.85617447	0.80999947	0.7371515	0.553987	0.78048235	0.95279527	0.67987543	0.8895582	0.7414846	0.6642817	0.92296535	0.86657685	0.7945708	0.799864	0.86302006	0.8416409	0.5293914	0.8227895	0.7077422	0.9061292	0.9660798
doek/noun	0.9152325	0.6779877	0.76783574	0.9065907	0.83781344	0.69910336	0.6771664	0.75838405	0.8829016	0.76898843	0.83313453	0.931695	0.58099604	0.5746753	0.836271	0.78712523	0.6434963	0.7245592	0.68782043	0.8396281	0.89551765	0.9312569	0.79240453	0.96289426	0.7691737	0.8917074	0.643715	0.8878466	0.6961087	0.5767159	0.69587994	0.8524655	0.62159157	0.7801727	0.9651222	0.621722	0.7482453	0.8417926	0.7530515	0.88889676	0.8971303	0.60018206	0.7299945	0.84142035	0.5829475	0.7264162	0.88892084	0.89648235	0.64371204	0.71351033	0.81038177	0.91032326	0.9192159	0.5554073	0.86692154	0.732536	0.5710154	0.66581583	0.53394055	0.870765	0.5827063	0.5845843	0.6965722	0.64656353	0.6104504	0.8325252	0.5783813	0.7765228	0.7801753	0.68129784	0.8430017	0.8986654	0.5613309	0.6797092	0.7913079	0.77106273	0.8150441	0.715801	0.886502	0.64102066	0.7902877	0.9487363	0.9535748	0.8338863	0.63129646	0.5649873	0.83801186	0.79696363	0.48895693	0.0	0.86267525	0.7432557	0.72430766	0.77114683	0.8797025	0.6697631	0.5612272	0.8692367	0.9034021	0.9803129	0.77235156	0.826664	0.6657251	0.7665256	0.6216802	0.8492827	0.982206	0.8655919	0.8079437	0.8552148	0.6360682	0.8770542	0.80146974	0.72405946	0.65428734	0.52382636	0.73354214	0.8604804	0.6804047	0.6714356	0.49014044	0.7018182	0.90729886	0.6076114	0.87041354	0.4959141	0.85378635	0.91190946
robot/noun	0.9927625	0.94958377	0.9960521	0.9295459	0.95628417	0.88588625	0.88215667	0.9664355	0.8731518	0.9095384	0.9151044	1.0	0.8698458	0.8669876	0.98520225	0.96165836	0.8782845	0.9554601	0.87185925	0.6654016	0.97499174	0.97640866	0.8952537	0.9821381	0.8759389	0.8546026	0.87337834	0.97715634	0.99283063	0.7103745	0.872468	0.7602056	0.87410235	0.84551966	0.99198943	0.8930509	0.9113353	0.975509	0.88852483	0.95181805	0.90612906	0.8587398	0.8844914	0.9810215	0.9147812	0.8299451	0.9493738	0.9334416	0.88749146	0.8815099	1.0	0.91668445	0.85626245	0.8445191	0.9256749	0.9312657	0.96547794	0.8921269	0.92455316	0.7562065	0.8521687	0.845545	0.8854882	0.84430397	0.8938176	0.9484394	0.8692722	0.9243927	0.8296979	0.78578293	0.9117433	0.9592583	0.889778	0.88244754	0.9742364	0.98183644	0.9359886	0.96691704	0.7607429	0.88512826	0.94204706	1.0	0.9941757	0.87942994	0.86976224	0.9108835	0.9957817	0.8066238	0.7184305	0.86267525	0.0	0.80686426	0.99670905	0.9006814	0.4787553	0.7881742	0.90800816	0.8479375	0.87200546	0.9879365	0.88098645	0.917816	0.6138699	0.7072995	0.8056966	0.97989	0.979059	0.95336777	0.9999212	0.9021316	0.8366828	0.86515594	0.81988895	0.9341228	0.8507654	0.7164029	0.8674425	0.89529026	0.83598894	0.9590331	0.8670099	0.8275739	0.8096896	0.914458	0.8785553	0.8457491	0.90875894	0.9813888
