	Al/det	Belgisch/adj	Francesco/name	afloop/noun	al/adv	alle/det	alles/noun	ballast/noun	beetje/noun	bel_af/verb	belangstellende/noun	ben/verb	benzine/noun	besta/verb	beterschap/noun	bevat/verb	bevrediging/noun	bied/verb	blijf/verb	blijk/verb	boodschap/noun	breng/verb	conflict/noun	daarmee/pp	dag/noun	de/det	die/det	ding/noun	doe/verb	droom/noun	druk_in/verb	druk_uit/verb	een/det	einde/noun	ellende/noun	en/vg	enig/adj	enig/det	ervaring/noun	flauw/adj	geduld/noun	geef/verb	geef_op/verb	geef_uit/verb	geen/det	geld/noun	gelijkmaker/noun	geloof/noun	geluk/noun	gelul/verb	genees_middel/noun	genezing/noun	gezeur/noun	gloor/verb	goed/adj	gooi/verb	groei/verb	groot/adj	haar/det	heb/verb	heb_op/verb	heel/adj	hele/adj	herstel/noun	herstructurering/noun	horizon/noun	hulpverlener/noun	hun/det	ijdel/adj	in/prep	in/verb	incasseringsvermogen/noun	injecteer/verb	inspireer/adj	kabaal/noun	kennis/noun	kind_DIM/noun	koers_stijging/noun	koester/verb	koop/verb	krijg/verb	laat/adj	laat/verb	leef_op/verb	leer/verb	leven_DIM/noun	licht_DIM/noun	liefde/noun	lig/verb	lijk/verb	loop_mis/verb	loot/noun	materiaal/noun	meer/det	mens/noun	mijn/det	nauwelijks/det	nieuw/adj	ondanks/prep	ons/det	ontleen/verb	ontneem/verb	onzin/noun	op/prep	oppositie/noun	overlast/noun	overleving/noun	pelgrim/noun	plaats_DIM/noun	poen/noun	pril/adj	puin/noun	put/verb	rechtvaardig/verb	redding/noun	renner/noun	rente/noun	reëel/adj	rijs/verb	rommel/noun	rotzooi/noun	rumoer/noun	rust/noun	scheel/verb	schenk/verb	schep/verb	schiet_af/verb	slordig/adj	solidariteit/noun	sprankje/noun	spreek_uit/verb	staal/noun	staar/verb	stang/noun	stel/verb	sterf/verb	sterk/verb	stil/adj	teken/noun	telefoon_gesprek/noun	terug_match/noun	tijd/noun	toekomst/noun	toepassing/noun	troost/noun	tussen/prep	uit_weg/noun	vaag/adj	vals/adj	veeg/verb	veel/adj	veel/det	verandering/noun	verbetering/noun	verdriet/noun	verg/verb	verlies/verb	verlossing/noun	vertrouwen/noun	verwachting/noun	vestig/verb	vod/noun	voor/prep	vooral/adv	vrede/noun	vrede_regeling/noun	vrees/noun	vreugde/noun	vurig/adj	waai_over/verb	waarheid/noun	wanhoop/noun	wat/det	weer/adv	weinig/adj	weinig/det	wek_op/verb	werk/noun	zegen/noun	zet/verb	zie_tegemoet/verb	zijn/det	zonder/prep	één/num
troost/noun	0.8604994	0.92123795	0.946039	0.8564081	0.9252142	0.86773163	0.9050206	0.9180093	0.82869625	0.95024776	0.92197144	0.842171	0.9209076	0.87534046	0.8996582	0.8697777	0.8820237	0.8078163	0.89054406	0.882197	0.85310155	0.85756403	0.9124891	0.88422215	0.9070604	0.85008365	0.8105245	0.88625515	0.93537235	0.8244616	0.9549228	0.8533689	0.80119467	0.9021373	0.8162655	0.7985084	0.8416166	0.7923347	0.84359115	0.9117461	0.8384963	0.87367016	0.8917149	0.9136603	0.8092706	0.89073914	0.9040119	0.7994807	0.78454465	0.92011577	0.9190815	0.8306875	0.8913654	0.8919365	0.9220889	0.8794822	0.9081667	0.88876235	0.813496	0.85558265	0.89368516	0.9069526	0.9441164	0.91056126	0.95442516	0.90722203	0.8803474	0.797194	0.8927733	0.888664	0.8930397	0.90387124	0.96083134	0.86292934	0.9405951	0.85503423	0.864375	0.95248127	0.8586579	0.8964324	0.8832231	0.90223855	0.91343385	0.9119196	0.89081115	0.9326132	0.9021922	0.73231614	0.91040033	0.82295537	0.9184337	0.9442203	0.90893203	0.85622144	0.8137735	0.8251244	0.8892975	0.92338645	0.8636227	0.84859705	0.8348552	0.88694745	0.885026	0.91192645	0.9026657	0.9187917	0.927286	0.8617347	0.8989976	0.9189254	0.885389	0.91833985	0.8147077	0.88441426	0.83562607	0.92187077	0.94670117	0.87204534	0.90235066	0.922715	0.9065362	0.92131346	0.86590916	0.9028302	0.82513005	0.8517252	0.9295864	0.8773923	0.822411	0.9024689	0.84202486	0.943866	0.8709204	0.96310866	0.919233	0.8479527	0.902122	0.8436258	0.82275915	0.9061015	0.95546436	0.88278264	0.87387186	0.91063476	0.0	0.8817135	0.843218	0.84591067	0.8851171	0.87761956	0.85192776	0.8208794	0.891936	0.914858	0.71501434	0.9024208	0.88512784	0.8010601	0.8693387	0.92381805	0.9219046	0.94937265	0.8300537	0.8419559	0.8179691	0.9491145	0.88704747	0.7825687	0.88497937	0.9181609	0.8103522	0.7952412	0.832631	0.8710184	0.82856566	0.82135606	0.8429214	0.901079	0.88416785	0.9246558	0.920296	0.8181057	0.8397389	0.90075463
tussen/prep	0.8797901	0.84779286	0.93048126	0.8924236	0.88146687	0.7667297	0.89829403	0.9211813	0.86934423	0.9417933	0.8989063	0.843165	0.91619706	0.673247	0.9408728	0.82872814	0.9385851	0.8038066	0.8672265	0.8470835	0.8419645	0.84106576	0.6410111	0.81476784	0.9051261	0.6820456	0.77645797	0.9016642	0.9470188	0.8384854	0.9139129	0.8529061	0.7082164	0.8321214	0.84855276	0.6054604	0.8050235	0.78284776	0.8714404	0.8940616	0.8888609	0.9159459	0.8485116	0.9073569	0.8212988	0.9316218	0.9540401	0.78990346	0.8730478	0.93009514	0.91569215	0.9259035	0.9422235	0.90948665	0.89775723	0.85140824	0.79796666	0.768747	0.8637141	0.87876827	0.88709414	0.8539354	0.93901503	0.8506161	0.88974345	0.8402518	0.8662685	0.78077185	0.91745865	0.78845096	0.86514616	0.9438663	0.9258936	0.9046989	0.9030114	0.8311103	0.883207	0.9498608	0.81283605	0.90194744	0.9204922	0.91488934	0.8860338	0.91426796	0.88358176	0.93840593	0.8969217	0.8008558	0.80452096	0.79697376	0.8790063	0.9268276	0.8628182	0.7929731	0.8655707	0.89617276	0.82028514	0.84605134	0.79662687	0.83933944	0.85379934	0.8573976	0.8566003	0.8483021	0.82424	0.87026787	0.9004158	0.89984894	0.8666723	0.9280972	0.8365628	0.84927094	0.848336	0.8609563	0.91146815	0.9032379	0.94573593	0.8307086	0.8378346	0.9064037	0.9002753	0.8866209	0.9029733	0.9203476	0.8892342	0.76898015	0.8624858	0.9064853	0.78831637	0.9180043	0.84280586	0.87519646	0.8685093	0.91050404	0.8949043	0.8466081	0.8919024	0.82247007	0.8257851	0.8907867	0.9719577	0.8860765	0.85738426	0.8586103	0.8817135	0.0	0.86654186	0.83256423	0.88010144	0.8709626	0.8390076	0.7890104	0.8496243	0.86464846	0.88814	0.8373315	0.86646324	0.90767026	0.88145465	0.875679	0.8601473	0.9407721	0.83224887	0.7451685	0.7537892	0.87625813	0.8349066	0.8788216	0.8593358	0.9036658	0.8926695	0.85524356	0.8232053	0.8671298	0.8423676	0.8076604	0.8510658	0.85898846	0.855548	0.86887157	0.90068257	0.8629506	0.80694795	0.8407429
uit_weg/noun	0.9103911	0.8881678	0.9631863	0.8840657	0.93157065	0.8706391	0.92650527	0.9540054	0.87692547	0.94149053	0.9179637	0.8615493	0.91833806	0.8664434	0.9201214	0.8989933	0.912485	0.8329298	0.8933863	0.91448045	0.8908544	0.91312253	0.80045223	0.8768276	0.9518641	0.8429551	0.8694206	0.90626955	0.9329469	0.86876464	0.89827514	0.8824148	0.81253606	0.8503205	0.87026405	0.82390326	0.8662751	0.8580693	0.88945395	0.93087935	0.89188987	0.9201279	0.892241	0.9322819	0.8364348	0.91739553	0.940688	0.8676736	0.9006011	0.95232236	0.9340197	0.895774	0.93114835	0.920738	0.9456221	0.92904294	0.9122124	0.8871398	0.8734765	0.87747014	0.918905	0.91118056	0.95545274	0.88143057	0.90019023	0.90163743	0.861621	0.8501512	0.90282863	0.87415123	0.89719766	0.96980625	0.9607673	0.89713657	0.9298976	0.9019862	0.91960424	0.9647433	0.8844601	0.9378453	0.92813635	0.9600167	0.9171775	0.9183986	0.9092495	0.9201964	0.94059706	0.8506826	0.9341454	0.83240634	0.91393596	0.9327677	0.90339655	0.8878069	0.8816839	0.89845127	0.8862644	0.90275466	0.8364749	0.88130224	0.8871767	0.858321	0.904722	0.913907	0.86233896	0.88479143	0.9256872	0.9091598	0.90230936	0.94516695	0.90565264	0.8998315	0.8851468	0.84083974	0.884715	0.9356787	0.9541876	0.871904	0.91137165	0.95026165	0.9203051	0.9129631	0.93995863	0.92576504	0.90706056	0.8396901	0.9163882	0.905933	0.88073045	0.9235992	0.86238265	0.9237991	0.90221447	0.94629663	0.90937567	0.8902137	0.87984157	0.88342714	0.87256587	0.9261641	0.96627426	0.90069896	0.8872353	0.8617456	0.843218	0.86654186	0.0	0.8760549	0.8967098	0.90545297	0.86667645	0.87556297	0.89626	0.8999315	0.8820211	0.8493735	0.9234631	0.872797	0.93169236	0.9153147	0.9116685	0.9609421	0.8507538	0.85898757	0.8477676	0.9014524	0.8527601	0.90350646	0.91519165	0.8914113	0.8884091	0.83945835	0.9129738	0.91610456	0.85262656	0.86628634	0.8635098	0.91831005	0.90836155	0.94400966	0.90118814	0.8601202	0.8529295	0.92689204
vaag/adj	0.8618448	0.89862096	0.926484	0.8812003	0.8803774	0.8117589	0.86430526	0.9327852	0.7841954	0.93504006	0.9344151	0.8063199	0.94695926	0.7784642	0.924404	0.76248467	0.91475356	0.8373761	0.84081185	0.85186017	0.79517645	0.87781805	0.84671175	0.8449399	0.9053516	0.7938659	0.710505	0.8328636	0.8999768	0.81334454	0.8964606	0.78581613	0.7354048	0.9185102	0.84999007	0.72565657	0.8324069	0.760258	0.846592	0.7674067	0.8921852	0.81939423	0.88435555	0.89479655	0.77628356	0.9185573	0.9610851	0.7809579	0.87704015	0.9164859	0.8988989	0.9045423	0.8971435	0.9078392	0.86447257	0.9053425	0.8683066	0.8365178	0.7843338	0.835899	0.88351405	0.82996005	0.93263423	0.87644994	0.91824365	0.8516956	0.87343	0.7902379	0.87618744	0.8470386	0.87913764	0.94400686	0.9357834	0.85402524	0.91015905	0.81366956	0.90136486	0.94546354	0.81478465	0.8994961	0.8688977	0.91491014	0.8736304	0.9172187	0.8813547	0.93448526	0.8692572	0.75458574	0.8941647	0.7711108	0.91957366	0.9644778	0.85112464	0.84002227	0.85804987	0.83439684	0.8342293	0.85327464	0.77459055	0.8236948	0.816591	0.85933125	0.8248426	0.87348056	0.8739091	0.8889426	0.9518279	0.9019492	0.91821134	0.93303216	0.8951103	0.9092132	0.86432403	0.82335985	0.9067635	0.90986276	0.9267568	0.8225548	0.859118	0.9083742	0.90504694	0.8984898	0.9232149	0.92637795	0.86813223	0.8018143	0.8998634	0.8182365	0.84033585	0.90941423	0.8423385	0.88879895	0.8508485	0.91629505	0.86621124	0.8964247	0.91184056	0.8264019	0.8146729	0.88807654	0.97202784	0.8869972	0.8746503	0.8476461	0.84591067	0.83256423	0.8760549	0.0	0.79830086	0.8965864	0.8148242	0.81083095	0.8390154	0.89173406	0.82963264	0.8607568	0.9107604	0.9029077	0.88555765	0.893599	0.90261537	0.94386953	0.8418681	0.777838	0.8486995	0.91424096	0.8660146	0.8741389	0.87936074	0.89839834	0.7956085	0.863618	0.8254827	0.872085	0.8168139	0.8017833	0.8194697	0.85468066	0.91263855	0.9170769	0.89574724	0.7903514	0.7988899	0.8880701
vals/adj	0.8886364	0.8475913	0.91744816	0.8605467	0.8792616	0.77347267	0.8979441	0.9384239	0.84157753	0.9568659	0.9151947	0.85326713	0.9021659	0.8405534	0.91555583	0.78677666	0.9466015	0.86918235	0.9006872	0.75851405	0.8473806	0.86336076	0.8894759	0.83808464	0.9048221	0.78462106	0.77080107	0.89337766	0.8866503	0.87239885	0.897905	0.8741597	0.74645793	0.91437364	0.8650487	0.7220927	0.85893726	0.80596673	0.89110684	0.8395942	0.8790171	0.8670027	0.8078077	0.8343955	0.79073757	0.8121006	0.9257271	0.8493284	0.8860294	0.9451756	0.88419795	0.92477566	0.9230975	0.9279324	0.9192687	0.8449648	0.8940736	0.8604762	0.8041192	0.7837622	0.8841315	0.8728148	0.9114938	0.88482285	0.9315137	0.92684233	0.8513814	0.75789005	0.89438605	0.85745	0.78876364	0.9615107	0.9143201	0.9311041	0.9162384	0.8457222	0.8949893	0.9374792	0.8506259	0.8351742	0.8414845	0.86999065	0.8344145	0.93126506	0.90235716	0.9410475	0.9061113	0.8342854	0.90064424	0.8502415	0.89012027	0.9313604	0.8181461	0.82529104	0.85784125	0.8474387	0.89314103	0.8493008	0.81629074	0.86548674	0.86721385	0.83630854	0.8446907	0.87080204	0.8679893	0.87939197	0.9562185	0.91477716	0.8908368	0.9278818	0.890521	0.90976954	0.89908576	0.85058194	0.90578455	0.8722869	0.9086509	0.8546073	0.86899316	0.8899729	0.8900247	0.9279535	0.9146009	0.888576	0.85841393	0.86005574	0.9080602	0.85319996	0.88859844	0.92110384	0.8735556	0.87946314	0.89026004	0.93919927	0.862626	0.8864731	0.90810937	0.85209304	0.8477718	0.8574083	0.951188	0.9053584	0.9217107	0.8941368	0.8851171	0.88010144	0.8967098	0.79830086	0.0	0.86888695	0.87441456	0.82312185	0.9038836	0.9140538	0.87554795	0.9003163	0.9014057	0.90436786	0.88275176	0.90735656	0.88346255	0.9400326	0.81906444	0.8436245	0.88371277	0.9596157	0.873557	0.8795625	0.9017344	0.92759365	0.8200578	0.8777886	0.86294454	0.89052546	0.85347563	0.8391102	0.87501526	0.8999407	0.92555463	0.8709075	0.90603924	0.79130775	0.77805376	0.848992
veeg/verb	0.90497214	0.9206141	0.92068255	0.8745467	0.9176682	0.8511737	0.88134664	0.9368911	0.8651422	0.9477724	0.94030225	0.8886477	0.9207828	0.87683314	0.945458	0.8749486	0.95314825	0.9053731	0.8961919	0.88108444	0.9107881	0.8756837	0.8958337	0.876752	0.92008567	0.8127918	0.84401023	0.9125303	0.88809955	0.9298528	0.88878244	0.879626	0.8055159	0.91243684	0.879835	0.8030447	0.89612216	0.8745381	0.9240929	0.9048801	0.92569643	0.894846	0.8760797	0.940646	0.8476393	0.9153543	0.87417436	0.9019017	0.90533686	0.9585022	0.95042175	0.9132761	0.93034804	0.9280616	0.9253743	0.81751585	0.90404093	0.890739	0.85145056	0.8744986	0.8925602	0.8836093	0.9180276	0.9125972	0.9256528	0.9060088	0.91078836	0.8339733	0.9004345	0.8809797	0.9081009	0.97645026	0.9431023	0.9379779	0.9180132	0.9181024	0.88638633	0.9442767	0.8806103	0.90149593	0.8872188	0.9177975	0.8686864	0.9384389	0.91234636	0.9590981	0.895416	0.9070582	0.84485906	0.84949374	0.91826516	0.9559281	0.89835477	0.8943619	0.8815848	0.8561726	0.8864054	0.88881016	0.86947936	0.8841964	0.9078745	0.87304115	0.8581958	0.82613546	0.86352116	0.90297866	0.9600327	0.92185235	0.92331225	0.9082981	0.92644346	0.85577714	0.874688	0.8793678	0.9099585	0.90712035	0.9616149	0.90033805	0.8904274	0.84304917	0.84173125	0.9119759	0.9012954	0.8945402	0.88772905	0.8772792	0.89932257	0.86209965	0.9065527	0.9607854	0.87946004	0.90211034	0.87718195	0.9311551	0.852386	0.89908606	0.9204838	0.89039	0.9017527	0.91879606	0.97129685	0.9265316	0.91448236	0.9063879	0.87761956	0.8709626	0.90545297	0.8965864	0.86888695	0.0	0.89845204	0.86888415	0.92639846	0.91933	0.8954472	0.89185727	0.89249086	0.9387111	0.9380555	0.93684554	0.92143035	0.89478964	0.8907106	0.9006583	0.9096219	0.9465562	0.8850251	0.91622835	0.8777305	0.9126887	0.88272965	0.90097857	0.8416264	0.86232066	0.8886634	0.88367504	0.8941552	0.922363	0.91220117	0.84438443	0.9086246	0.84082824	0.8477541	0.87372303
veel/adj	0.88319516	0.900699	0.9395854	0.85913956	0.8327335	0.7652745	0.7900294	0.8963144	0.68164706	0.938379	0.9292738	0.73245037	0.8576908	0.8084594	0.9250319	0.79016364	0.87359375	0.78658247	0.78897023	0.7904941	0.82410705	0.8636202	0.8763094	0.8153142	0.86437446	0.85315937	0.73226166	0.7409669	0.85713845	0.83694065	0.9279133	0.8174985	0.81394845	0.9141582	0.8288218	0.6306809	0.8388482	0.6483531	0.7395551	0.8599522	0.79325193	0.8226327	0.8833401	0.8728411	0.71581674	0.8383072	0.8987931	0.8199845	0.8374735	0.9232049	0.8473656	0.8820766	0.8726261	0.9467431	0.796028	0.8629452	0.8090402	0.763165	0.82382894	0.7413285	0.8742868	0.7782856	0.87996674	0.8649971	0.9083569	0.9096619	0.846135	0.7485881	0.86557686	0.8901514	0.8410133	0.8864141	0.9017782	0.85198915	0.8965906	0.75387883	0.88807917	0.9247246	0.8141823	0.8744991	0.85829806	0.91677487	0.8746773	0.8974589	0.78099465	0.88193405	0.9156888	0.7712518	0.8635862	0.7761633	0.8889115	0.9329979	0.82889825	0.5628574	0.7315078	0.7856022	0.7258977	0.88843614	0.73356843	0.7578816	0.8784977	0.8642427	0.8495065	0.88443786	0.8542944	0.8448573	0.8736318	0.91687226	0.9142363	0.9032658	0.8678279	0.94422734	0.855422	0.8761627	0.8797779	0.8455904	0.87989986	0.8651048	0.8848543	0.8888737	0.87119067	0.90160227	0.83742344	0.81576437	0.8412983	0.80882454	0.92047715	0.82815033	0.8338507	0.91829425	0.8804199	0.87492055	0.90614575	0.92739666	0.8989562	0.88780916	0.8724399	0.8394625	0.8443608	0.92501175	0.93090326	0.8125218	0.83766854	0.8375226	0.85192776	0.8390076	0.86667645	0.8148242	0.87441456	0.89845204	0.0	0.38612485	0.8353221	0.8401276	0.80142146	0.7448664	0.8520209	0.9039021	0.83177304	0.8642925	0.9220067	0.9294318	0.798264	0.577912	0.87161016	0.9490068	0.85991204	0.843928	0.8740624	0.9227162	0.8528177	0.8492116	0.5152483	0.83653975	0.47080177	0.5416725	0.80907995	0.83811414	0.9067296	0.90652233	0.9233343	0.82239324	0.7169905	0.85070103
veel/det	0.8627455	0.8568444	0.9440885	0.8621362	0.84901446	0.6563556	0.83245516	0.89294827	0.73926044	0.92668706	0.91196615	0.8050181	0.8658926	0.76889527	0.9165721	0.73159873	0.8860891	0.7525578	0.87130845	0.7759421	0.81897736	0.84387445	0.8531709	0.8039992	0.867241	0.7777113	0.7200879	0.8074286	0.8717022	0.84979	0.91122913	0.83139277	0.8056781	0.89975387	0.7893989	0.59866655	0.7776258	0.61202466	0.77845985	0.8550049	0.778983	0.7953232	0.85313773	0.82042396	0.6664775	0.7707552	0.93439585	0.80558485	0.86248064	0.91066945	0.83498365	0.86147165	0.85041904	0.9366261	0.8481204	0.8504825	0.78953105	0.7100486	0.81763023	0.69702196	0.85506904	0.82523733	0.8754301	0.8690049	0.90907145	0.912861	0.81505316	0.6832862	0.8739643	0.84631026	0.8360812	0.8951297	0.8637498	0.8509902	0.87453735	0.7519609	0.8843954	0.92660946	0.77638316	0.8127829	0.81322813	0.91716266	0.86189556	0.88752687	0.792768	0.93199676	0.9012084	0.7849	0.8893288	0.81497586	0.8809823	0.92232007	0.81838596	0.42287773	0.7527045	0.80124056	0.6684551	0.8511652	0.74918914	0.7914228	0.83655185	0.8301158	0.8035202	0.8882177	0.85589457	0.79293877	0.90674704	0.8723755	0.9035545	0.90009654	0.87080264	0.91043884	0.83737195	0.84444594	0.87701154	0.8755398	0.8793081	0.8350715	0.8686834	0.8840207	0.84510833	0.8659946	0.87933624	0.7857697	0.81746507	0.79790497	0.8993652	0.8368918	0.81837773	0.90508395	0.8547931	0.8540779	0.8861143	0.92665595	0.8611837	0.82756114	0.84039795	0.83947766	0.8189768	0.8910772	0.9546993	0.81887764	0.85579234	0.8294611	0.8208794	0.7890104	0.87556297	0.81083095	0.82312185	0.86888415	0.38612485	0.0	0.83114296	0.85280704	0.7946169	0.7666488	0.833953	0.896778	0.83691615	0.86424047	0.8549239	0.92807925	0.74879014	0.5721288	0.8622058	0.9505713	0.81615525	0.83932513	0.8647516	0.9034632	0.8703238	0.8196646	0.4935776	0.8409037	0.6150016	0.43393564	0.77453476	0.84456867	0.8778836	0.89591897	0.89557076	0.8144897	0.68851215	0.8356272
verandering/noun	0.91693616	0.8773607	0.9662933	0.89813375	0.88050437	0.84555674	0.866035	0.90873194	0.8745335	0.97369474	0.9391725	0.7906905	0.9346125	0.7776743	0.8408798	0.8198468	0.8977985	0.80920935	0.8687162	0.8127619	0.83082837	0.89169776	0.78234524	0.78343487	0.9361088	0.77852476	0.76474273	0.8376208	0.9127283	0.85753506	0.9013025	0.8625378	0.8044936	0.85288095	0.83825904	0.77670276	0.86204684	0.78502387	0.82998097	0.90498376	0.9161706	0.8749912	0.884315	0.8954155	0.84199953	0.9138714	0.9179495	0.8174669	0.872652	0.9401911	0.86365885	0.8377112	0.94785786	0.942024	0.8660532	0.93482167	0.8154656	0.8423755	0.87152344	0.8392271	0.91057765	0.8544028	0.9724665	0.72530204	0.75370735	0.88831925	0.8812419	0.8205344	0.9041936	0.8743867	0.8929276	0.94664896	0.8844664	0.8997815	0.9369201	0.73308754	0.9386215	0.8684765	0.8722557	0.9400116	0.92634475	0.92379785	0.9071344	0.9166221	0.8662147	0.940885	0.944167	0.82954115	0.89953667	0.7814967	0.9099011	0.9562633	0.8254559	0.8028762	0.84240717	0.89579844	0.8572315	0.7833626	0.78734624	0.7557757	0.9055885	0.88683254	0.84629226	0.88321465	0.8223305	0.8762463	0.87354153	0.92265505	0.9257008	0.9522912	0.87096024	0.9434499	0.90607834	0.84932846	0.8763032	0.9068724	0.87930024	0.8189421	0.84064674	0.92202604	0.93456733	0.89390403	0.8697362	0.92801565	0.9012585	0.7753122	0.9378281	0.8955777	0.8215991	0.92919976	0.8579861	0.90574527	0.9181719	0.9527736	0.88811815	0.9148266	0.8800417	0.8929112	0.8093872	0.9403689	0.93059367	0.8726255	0.77032566	0.800722	0.891936	0.8496243	0.89626	0.8390154	0.9038836	0.92639846	0.8353221	0.83114296	0.0	0.66839314	0.88093317	0.80111563	0.88572395	0.8884288	0.85938096	0.8500315	0.8864829	0.9563609	0.8081223	0.7810065	0.8016304	0.89202297	0.8328058	0.9063771	0.88288414	0.9189742	0.8450071	0.876899	0.87924016	0.8912368	0.7931291	0.77797556	0.83487433	0.86814755	0.8730606	0.92180467	0.9026803	0.8682347	0.8182728	0.90314126
verbetering/noun	0.90597904	0.8816993	0.9779938	0.9206071	0.90181476	0.84089315	0.91512054	0.9257344	0.9298924	0.9642507	0.9159004	0.84615684	0.9120392	0.8467204	0.8072907	0.85676175	0.9198199	0.7556593	0.8739332	0.8417438	0.8870762	0.90743077	0.85116374	0.8228192	0.9403158	0.77304155	0.8455534	0.8925874	0.9211649	0.91577095	0.92374325	0.91776097	0.8148014	0.91003764	0.90714043	0.7794944	0.8816207	0.8176682	0.85740817	0.9482217	0.9074722	0.88803214	0.9121561	0.85554135	0.85766006	0.8567304	0.93818885	0.8932364	0.8986866	0.971399	0.8401544	0.8349645	0.955286	0.9312872	0.7656214	0.9327517	0.8273809	0.8708177	0.900818	0.88036346	0.91672176	0.8944951	0.9687774	0.68127453	0.76381713	0.9344505	0.88776666	0.83191335	0.9316315	0.8875673	0.8998097	0.94837713	0.92350495	0.9436134	0.93141437	0.81808496	0.94181544	0.83493185	0.9075144	0.9147558	0.9015348	0.9493222	0.9321468	0.92455363	0.92420536	0.9454642	0.9494188	0.9181521	0.89818335	0.8734536	0.8748793	0.9385334	0.8582688	0.7743756	0.90175676	0.9241067	0.8409164	0.78474104	0.76982033	0.79729027	0.93872947	0.9012825	0.90920943	0.8626231	0.90319574	0.8717526	0.8734355	0.93657494	0.9278014	0.9522588	0.8917536	0.9346444	0.90361077	0.85505944	0.87250227	0.927923	0.84140754	0.8416586	0.88294387	0.95413274	0.9461699	0.91696745	0.9202353	0.9092193	0.9095368	0.8531748	0.9454118	0.8956755	0.8657096	0.93789005	0.9068003	0.900344	0.94993794	0.9619537	0.85408807	0.9230594	0.9142889	0.9159909	0.8282521	0.9238365	0.9589412	0.90651786	0.81923634	0.8038081	0.914858	0.86464846	0.8999315	0.89173406	0.9140538	0.91933	0.8401276	0.85280704	0.66839314	0.0	0.926352	0.7690602	0.9061256	0.92986804	0.8609955	0.81165636	0.89533347	0.9466513	0.74618745	0.7687363	0.8359848	0.9054748	0.86588705	0.93472385	0.91506886	0.9353311	0.9291001	0.9239754	0.8827483	0.9077853	0.8031486	0.8191729	0.9038672	0.8779278	0.9062823	0.9243098	0.89798474	0.90104836	0.843395	0.90735286
verdriet/noun	0.8752945	0.9462367	0.94727725	0.84208167	0.8828344	0.8643583	0.8523277	0.9045579	0.76759666	0.93749505	0.91016	0.8296052	0.9355746	0.8963913	0.91200733	0.8815582	0.85965174	0.89414406	0.86754584	0.8704783	0.8373587	0.8796895	0.86564434	0.8471111	0.88535684	0.8588648	0.766494	0.82341933	0.9291183	0.78303194	0.9216987	0.78560984	0.79095805	0.87640494	0.66848755	0.7542337	0.89142776	0.81209105	0.79272324	0.8781592	0.86888725	0.91277736	0.91053665	0.9345289	0.86107963	0.90479493	0.910859	0.7942194	0.78330797	0.946735	0.9044246	0.8571249	0.9162634	0.91605866	0.91541743	0.85965073	0.88591534	0.858683	0.7432444	0.8489674	0.9187068	0.8390293	0.9360846	0.8919274	0.93625176	0.897932	0.85738397	0.7643889	0.8687422	0.87500834	0.89007235	0.92893815	0.9465058	0.909716	0.92230064	0.84298253	0.8559828	0.93852097	0.80366564	0.93097246	0.9175008	0.90008694	0.88283324	0.8922859	0.8686265	0.92147094	0.9011424	0.6460897	0.9020173	0.79942846	0.937898	0.9586538	0.8976346	0.8760015	0.76239455	0.7838261	0.8964569	0.9377161	0.80170846	0.8453212	0.902561	0.88825166	0.8742621	0.9086677	0.89107877	0.8729315	0.95812005	0.8884945	0.9280946	0.93274915	0.89644134	0.87589633	0.8759503	0.89973116	0.90123546	0.91580606	0.9284323	0.85969377	0.8970728	0.90637445	0.9075267	0.9033604	0.88734937	0.8968634	0.8702289	0.85697085	0.91165435	0.8895905	0.8403237	0.88309735	0.84533805	0.9002547	0.8557446	0.9352635	0.9389531	0.80509824	0.91042566	0.7956587	0.8168186	0.9023577	0.96927536	0.8668673	0.9004605	0.9350232	0.71501434	0.88814	0.8820211	0.82963264	0.87554795	0.8954472	0.80142146	0.7946169	0.88093317	0.926352	0.0	0.8897672	0.9061074	0.8351251	0.87086356	0.88687533	0.94724095	0.93402255	0.86953616	0.8233838	0.86687684	0.95908636	0.8000049	0.7164816	0.8489255	0.9173465	0.8253977	0.6684023	0.8166296	0.83629596	0.84445626	0.8670548	0.79660225	0.91924644	0.9001296	0.93345904	0.9200124	0.770766	0.8578107	0.89266473
