	46/num	Japan/det	Waals/adj	aangekocht/adj	acht/num	afdeling/noun	alle/det	allerlei/det	als/prep	ambachtelijk/adj	analyseer/verb	bedek/verb	ben/verb	berg/noun	blijk/verb	boven/prep	boven_haal/verb	buitenlands/adj	chirurgisch/adj	dat/pron	deel_uit/verb	die/det	die/pron	dik/adj	door/prep	doorboor/verb	een/det	eis/verb	elk/det	enkel/det	gebruikelijk/adj	gelakt/adj	gemanipuleerd/adj	genomen/adj	gepantserd/adj	geïmporteerd/adj	goedkoop/adj	hard/adj	het/det	hoeveelheid/noun	hoogwaardig/adj	hoop/noun	importeer/verb	in/prep	kilo/noun	klein/adj	krijg_binnen/verb	lading/noun	licht/adj	lichtgewicht/adj	maak/verb	magnetisch/adj	meer/det	met/adv	met/prep	minder/adj	minder/det	naar/prep	neem/verb	nieuw/adj	onderzoek/verb	op/prep	pak/noun	per/prep	plat/adj	positief/adj	produceer/verb	puur/adj	representatief/adj	roest_vrij/adj	rond/adj	ruw/adj	slinger_rond/adj	stel_vrij/verb	stuk/noun	ton/noun	uit/prep	val_samen/verb	van/prep	verbrand/adj	verdacht/adj	verroest/adj	verschil/adj	verwrongen/adj	vier/num	vloeibaar/adj	voor/prep	waar/adv	waardoor/pp	waarin/pp	waarvan/pp	word/verb	zacht/adj	zoals/comp	zoals/prep	zuiver/adj
46/num	0.0	0.9556488	0.9055763	0.960858	0.8927202	0.8897245	0.94180524	0.94513	0.9064761	0.97189337	0.9375109	0.968191	0.97676176	0.9332926	0.9342391	0.85356075	0.93786824	0.9124523	0.96622014	0.9441031	0.9254089	0.98143274	0.9455148	0.92088646	0.8665768	0.9741431	0.9773875	0.8920728	0.96149296	0.89716023	0.9106453	0.9908286	0.98888165	0.96400696	0.9869348	0.9887379	0.90335035	0.9170392	0.9799738	0.9503915	0.97664404	0.91729295	0.9726078	0.939844	0.82878363	0.9346262	0.9138884	0.9480906	0.84644884	0.9568836	0.93587774	0.9731698	0.9184252	0.9294617	0.87383294	0.8845748	0.89795256	0.89004356	0.88966244	0.94259655	0.9352067	0.9287882	0.93382436	0.83852684	0.9323902	0.90186614	0.92411095	0.9357404	0.96764725	0.9866187	0.8853017	0.9471589	0.98462445	0.9515376	0.8948464	0.86410224	0.89493144	0.9489094	0.9063554	0.9630895	0.9091051	0.97373444	0.939619	0.962928	0.91647756	0.9504929	0.917394	0.9392073	0.8930424	0.9212711	0.8288039	0.9689267	0.89793146	0.9180923	0.9321858	0.92697054
Japan/det	0.9556488	0.0	0.9538503	0.97167844	0.9835542	0.9760221	0.9383007	0.9579437	0.9723028	0.99972874	0.997631	0.9997722	0.9930343	0.98698306	0.9922559	0.9856363	0.99996096	0.92311615	0.97133714	0.98177946	0.99439055	1.0	0.97308296	0.9834657	0.9782337	0.9585549	0.99755967	0.97593105	0.9705264	0.9914158	0.97725	0.99309194	0.9445592	0.9966431	0.9869078	0.9399547	0.9756463	0.99973017	0.9953683	0.99938506	0.9974076	0.9997714	0.93446815	0.93509966	0.94325465	0.99406	0.9851277	0.97851676	0.9951311	0.9778526	0.9957548	1.0	0.9628972	0.9654346	0.9961668	0.9803844	0.9756005	0.9709346	0.99847573	0.98665386	0.99808854	0.96949977	0.9957942	0.9529769	0.9986779	0.94892	0.9393932	0.99127805	0.9929476	0.9968133	0.9881931	0.96208966	0.99413884	0.9373598	0.9781372	0.9678258	0.9625782	0.95410174	0.9598697	0.99261826	0.9925104	0.9961832	0.96209663	1.0	0.99604964	0.96975213	0.97973776	0.9755575	0.98079264	0.988346	0.96012896	0.93642914	0.9547517	0.9815811	0.98046315	0.9864045
Waals/adj	0.9055763	0.9538503	0.0	0.9630478	0.89470965	0.9048751	0.9482287	0.98204505	0.9087267	0.97669315	0.92534906	0.9683478	0.94360393	0.9612352	0.8928883	0.89865375	0.953171	0.91556823	0.9910421	0.90282613	0.9102857	0.9510104	0.894172	0.92656505	0.90471303	0.97360283	0.93442774	0.88349193	0.9292388	0.895718	0.9785538	0.99849606	0.99750346	0.94389546	0.976073	0.98348933	0.91593766	0.95761955	0.9100237	0.9359366	0.9867163	0.9338305	0.93506765	0.84333336	0.8949578	0.9548454	0.9638337	0.94899446	0.88932633	0.98546416	0.9590403	0.9578806	0.924963	0.94241625	0.8609783	0.8365557	0.92607576	0.8346247	0.90310585	0.93570155	0.91829157	0.88834614	0.94398427	0.8942104	0.9610811	0.8920218	0.8865552	0.92834395	0.9510434	0.9998232	0.8998802	0.9321579	0.97931945	0.9688698	0.9058947	0.88031006	0.8487766	0.9659778	0.80543995	0.96776825	0.9329411	0.99644685	0.91364235	0.99098915	0.9038931	0.97250444	0.8934052	0.91009986	0.90476334	0.9366941	0.87420607	0.90333873	0.97200996	0.90623975	0.9683382	0.9255388
aangekocht/adj	0.960858	0.97167844	0.9630478	0.0	0.94039863	0.93648976	0.93224794	0.97897965	0.9351527	0.93236065	0.9664413	0.98974484	0.98597676	0.98350537	0.9625642	0.91605675	0.96770436	0.938393	0.9942343	0.91378623	0.95380616	0.99939877	0.9380047	0.93741643	0.9232313	0.97895885	0.98523843	0.91946256	0.9396877	0.97213894	0.9899469	0.9796289	0.93192506	0.94928443	0.9806018	0.9528142	0.92049694	0.9944948	0.97487515	0.9707919	0.96607524	0.9859102	0.9004128	0.9205128	0.8812538	0.9630427	0.9495584	0.94935626	0.9549502	0.9854726	0.95490295	0.9874304	0.8639492	0.94783103	0.9294107	0.8915608	0.93408114	0.93214667	0.94859326	0.9431057	0.96033853	0.93629587	0.96628565	0.8778439	0.9959667	0.96849674	0.90361786	0.9888473	0.985708	0.99361795	0.93913525	0.9204638	0.99002755	0.9827854	0.9179616	0.8740737	0.93428004	0.99187356	0.8878592	0.9658697	0.9671672	0.96724284	0.9650598	0.9919901	0.95474625	0.95385295	0.8903697	0.94647753	0.93747646	0.94383174	0.85700375	0.9175053	0.9975294	0.9380969	0.9567831	0.98893464
acht/num	0.8927202	0.9835542	0.89470965	0.94039863	0.0	0.88568586	0.81403655	0.89166707	0.82724714	0.9434666	0.8969252	0.94955254	0.9058162	0.909071	0.8315413	0.8288759	0.9522457	0.8860584	0.9605204	0.79857093	0.8621869	0.9009679	0.8206365	0.834376	0.8367931	0.9502242	0.872445	0.83120626	0.8530535	0.8532414	0.93745875	0.9656138	0.9909097	0.93270665	0.9322395	0.96836627	0.8550138	0.86048687	0.891218	0.9038614	0.9728164	0.8811609	0.88515455	0.77306557	0.81053096	0.860345	0.9114963	0.933042	0.8683517	0.94479537	0.8625757	0.97138643	0.8159551	0.8928965	0.8215	0.8136154	0.86543655	0.75980556	0.8051285	0.8559406	0.84970456	0.85766876	0.8997519	0.7779738	0.9208379	0.86488116	0.8165715	0.91554517	0.9123625	0.9717281	0.8540493	0.9056827	0.9941173	0.9429698	0.8012749	0.8017274	0.79352313	0.9309952	0.75106907	0.9612224	0.8564926	0.9916445	0.84596443	0.98541886	0.7398954	0.93775797	0.79464316	0.7613591	0.8216779	0.79527473	0.74471414	0.8468936	0.8961522	0.8345357	0.87026453	0.93402696
afdeling/noun	0.8897245	0.9760221	0.9048751	0.93648976	0.88568586	0.0	0.8682344	0.91467583	0.87985647	0.96817386	0.92714465	0.97147185	0.96124357	0.9157788	0.871653	0.8866467	0.9484125	0.8563419	0.9620429	0.7969403	0.8622989	0.95588094	0.91221714	0.89844435	0.826969	0.98770255	0.9513327	0.8375997	0.92018354	0.8714693	0.9391052	0.99124956	0.95373654	0.92720294	0.97856027	0.9902391	0.8932221	0.918112	0.77878535	0.93738896	0.93804914	0.91611314	0.9447932	0.81884974	0.9062761	0.89504653	0.88823473	0.95568085	0.89810514	0.95261306	0.928229	0.96527976	0.90666485	0.9040647	0.900657	0.86084485	0.89029056	0.851798	0.87629634	0.8538595	0.80078053	0.92074776	0.93295586	0.8877191	0.911372	0.863523	0.8866781	0.92982924	0.9411623	0.99242765	0.8701501	0.9379828	0.980599	0.9552319	0.90221304	0.89931625	0.8349233	0.92762095	0.706956	0.9771054	0.91744196	1.0	0.8702854	0.9831628	0.89864755	0.9545	0.84612894	0.8514469	0.86111486	0.8746948	0.84545094	0.9106282	0.941624	0.853644	0.8594605	0.9350922
alle/det	0.94180524	0.9383007	0.9482287	0.93224794	0.81403655	0.8682344	0.0	0.89317214	0.86641806	0.99596465	0.91831124	0.9542928	0.90142155	0.9369573	0.81390005	0.82868665	0.9757404	0.8781201	0.9902108	0.871466	0.89409643	0.87137	0.7745627	0.8868537	0.8904763	0.9904359	0.9279043	0.8672387	0.813604	0.7945348	0.92666143	0.99726886	0.9846408	0.9224213	0.9551911	0.94765455	0.8439839	0.93155414	0.9081605	0.93637836	0.95418876	0.8611479	0.9140467	0.8946546	0.87336063	0.8606246	0.9158036	0.94063336	0.9112223	0.97004974	0.9159663	0.98695385	0.7668594	0.8703281	0.87152475	0.78513974	0.85098326	0.84986603	0.8538794	0.8419293	0.8602624	0.92897725	0.90565085	0.8015873	0.9423203	0.87789166	0.870669	0.90438217	0.9196681	0.9962425	0.88105536	0.9218106	0.9985676	0.90968025	0.8559742	0.83259875	0.90642613	0.96030664	0.76891613	0.9772949	0.8758188	1.0	0.836603	0.99115235	0.78891736	0.94749093	0.7157544	0.85413444	0.85529983	0.88381445	0.78536475	0.9050447	0.91753066	0.86952484	0.8891421	0.9295758
allerlei/det	0.94513	0.9579437	0.98204505	0.97897965	0.89166707	0.91467583	0.89317214	0.0	0.84758353	0.9860332	0.9576116	0.9888617	0.8909542	0.9411543	0.91094863	0.92936844	0.9864099	0.9180089	0.9892093	0.89839256	0.95079404	0.9732152	0.90312797	0.9366627	0.8865038	0.99845624	0.9057373	0.9270407	0.8945242	0.9412223	0.9778517	1.0	0.9921857	0.97392267	0.9741077	0.95928085	0.92314476	0.92807794	0.94691145	0.9257377	0.9724272	0.8976145	0.9722969	0.9172056	0.9344628	0.93844974	0.967321	0.96041036	0.9207367	0.9952569	0.88958824	1.0	0.9032744	0.9405883	0.92537105	0.9393214	0.93413854	0.9093323	0.89959455	0.8984919	0.91317517	0.95037556	0.95702946	0.9270985	0.9548251	0.9086126	0.8854585	0.91549796	0.9474514	1.0	0.957833	0.96991503	1.0	0.95342106	0.8705349	0.9258962	0.9033981	0.9537057	0.8640722	0.97278255	0.94263417	0.98912764	0.87240386	1.0	0.92321825	0.9519031	0.9100026	0.89826345	0.90611255	0.89104843	0.8966285	0.922636	0.92915225	0.85679615	0.9054558	0.9474116
als/prep	0.9064761	0.9723028	0.9087267	0.9351527	0.82724714	0.87985647	0.86641806	0.84758353	0.0	0.9463211	0.87195146	0.9352017	0.8692071	0.8856997	0.80842054	0.882603	0.9524779	0.8296349	0.9723237	0.6759153	0.877061	0.8610319	0.6264076	0.86157346	0.6011734	0.9667626	0.8153948	0.8343612	0.8987478	0.8373805	0.88255894	0.98707277	0.9638763	0.8802327	0.9778334	0.9482989	0.89413536	0.7923633	0.9096087	0.9463762	0.9342597	0.82575417	0.9391172	0.746647	0.9684741	0.8673442	0.94843054	0.9337483	0.8671337	0.9641924	0.67545116	0.97995603	0.9021913	0.802872	0.77137697	0.9165087	0.8994405	0.87175953	0.7739823	0.77446866	0.8378472	0.8135637	0.873419	0.9844948	0.9142855	0.8693013	0.82347965	0.81446964	0.93579453	0.98948044	0.8589914	0.91151214	0.9946055	0.97482896	0.853328	0.9631891	0.69307685	0.8820495	0.6544275	0.95681673	0.8903799	0.9914387	0.8804953	0.9631283	0.8470942	0.9509631	0.8795918	0.76945734	0.8746946	0.6003977	0.8639456	0.7217847	0.8700512	0.49999475	0.632881	0.8984003
ambachtelijk/adj	0.97189337	0.99972874	0.97669315	0.93236065	0.9434666	0.96817386	0.99596465	0.9860332	0.9463211	0.0	0.9791183	0.9726356	0.99392635	0.9536674	0.96371514	0.95129395	0.9827312	0.972748	0.98649156	0.94529366	0.9741429	0.99898595	0.9562583	0.96822584	0.9297117	0.99172634	0.9718737	0.96190363	0.9666246	0.98428786	0.964423	0.99647754	0.9846932	0.96846515	0.97888124	0.95138395	0.9518932	0.9962194	0.9689369	0.9962784	0.9996968	0.9659118	0.97026443	0.9197377	0.9526564	0.96997947	0.951901	0.9602893	0.9452007	0.9581919	0.9708591	0.9608952	0.96062374	0.9853228	0.9715217	0.9730337	0.97266483	0.9679057	0.9652149	0.9309078	0.9593291	0.9716273	0.9727677	0.96045256	0.96374	0.969164	0.9265219	0.9554191	0.98339623	0.98654264	0.9313409	0.96301156	0.9920964	0.9792026	0.9521711	0.9524086	0.90158194	0.98326105	0.921764	0.99099845	0.9700347	0.9987782	0.9703378	0.9990379	0.9752364	0.96233654	0.9564011	0.9256759	0.97681344	0.96740866	0.9453743	0.9153694	0.9778482	0.957198	0.9619447	0.9935197
analyseer/verb	0.9375109	0.997631	0.92534906	0.9664413	0.8969252	0.92714465	0.91831124	0.9576116	0.87195146	0.9791183	0.0	0.9577445	0.973037	0.9320937	0.9126744	0.9264145	0.9497865	0.9541112	0.98241377	0.9145338	0.9317335	0.97143555	0.899648	0.9350229	0.888089	0.98072666	0.9557888	0.9072299	0.94109094	0.9307419	0.96083385	0.9944797	0.9643387	0.95443004	0.98765296	0.9836241	0.95616823	0.94333524	0.9154809	0.9369339	0.96595484	0.93010736	0.9463228	0.8964624	0.9013956	0.9602455	0.9356091	0.9462763	0.9301949	0.9708477	0.9288667	0.98614126	0.9279455	0.92053986	0.93506306	0.91866803	0.9314422	0.91215265	0.9213271	0.9112864	0.89938664	0.9569363	0.95110446	0.91503954	0.9573328	0.93123746	0.9145751	0.88522106	0.95739156	0.99940133	0.94105774	0.9523378	0.9910405	0.96476626	0.91330296	0.907187	0.8966439	0.9510165	0.8850739	0.9582631	0.9092813	0.9833831	0.94826275	0.999104	0.9321625	0.9291657	0.92563426	0.923662	0.942447	0.89241827	0.8939228	0.9225053	0.941166	0.88090396	0.9117549	0.9486611
bedek/verb	0.968191	0.9997722	0.9683478	0.98974484	0.94955254	0.97147185	0.9542928	0.9888617	0.9352017	0.9726356	0.9577445	0.0	0.9552473	0.9073599	0.960587	0.8829704	0.9872229	0.9557481	0.98243016	0.93854344	0.9355917	0.9977862	0.93330294	0.9034809	0.94511676	0.9946334	0.9836927	0.95012975	0.9598827	0.9778832	0.9549109	0.91793126	0.98449934	0.9409415	0.98939747	0.9753155	0.9791577	0.9872213	0.979038	0.95642835	0.99407315	0.97522163	0.9636584	0.9018419	0.89744073	0.9664418	0.94589496	0.9530679	0.94275856	0.9882164	0.9693799	0.9645107	0.9058808	0.9618553	0.95254993	0.9345243	0.9230028	0.9046359	0.9792756	0.97313195	0.95285267	0.96381897	0.9510214	0.9162979	0.9725136	0.94982404	0.9447007	0.9571874	0.96527743	0.9953165	0.9567571	0.94266754	1.0	0.97523797	0.92489845	0.9210935	0.92739326	0.9489129	0.907447	0.98638743	0.9618746	0.9957388	0.9558975	0.99898463	0.9489544	0.9294178	0.94293946	0.91295487	0.9585291	0.9519703	0.9066731	0.9408031	0.9457849	0.9500387	0.9536204	0.9756862
ben/verb	0.97676176	0.9930343	0.94360393	0.98597676	0.9058162	0.96124357	0.90142155	0.8909542	0.8692071	0.99392635	0.973037	0.9552473	0.0	0.95156425	0.8672532	0.9276236	0.97025007	0.93224055	0.9890249	0.91287416	0.9530309	0.8638701	0.72026044	0.9417419	0.9044582	0.9949384	0.8286935	0.8752899	0.9280703	0.9131478	0.9383177	0.99355036	0.9591597	0.9429886	0.9829459	0.9592691	0.9241916	0.9165888	0.94043946	0.91994023	0.99321103	0.937795	0.95461303	0.9016843	0.9750669	0.9173301	0.9901294	0.9609992	0.9253476	0.9835345	0.8890682	1.0	0.9082203	0.920379	0.9144783	0.95829326	0.9434424	0.91404337	0.9012231	0.8854907	0.8652834	0.78784287	0.9439946	0.97764164	0.9724413	0.9370491	0.9384576	0.9170874	0.9719513	1.0	0.9345209	0.9382255	1.0	0.9816576	0.95568794	0.9735484	0.81435776	0.9602744	0.88063544	0.95391846	0.86353606	0.99367076	0.9433603	0.9968309	0.88732785	0.9800064	0.93491673	0.8544466	0.9310676	0.9180467	0.9397173	0.8617995	0.96955335	0.8751197	0.88524157	0.93418324
berg/noun	0.9332926	0.98698306	0.9612352	0.98350537	0.909071	0.9157788	0.9369573	0.9411543	0.8856997	0.9536674	0.9320937	0.9073599	0.95156425	0.0	0.9276803	0.8399435	0.98172486	0.8991493	0.99002653	0.9212639	0.91574895	0.9669718	0.8646921	0.9100132	0.87355506	0.98805255	0.9564181	0.90605164	0.93823963	0.92819643	0.9510271	1.0	0.982438	0.92635745	0.95794773	0.93562543	0.92958903	0.9307681	0.9494568	0.9438368	0.9845526	0.9398932	0.9207158	0.85796314	0.8709331	0.921828	0.91204846	0.9423315	0.9404497	0.94534504	0.94779676	0.9995151	0.8749013	0.95101553	0.95432264	0.92844766	0.91721904	0.85043526	0.9135992	0.9424238	0.8986156	0.92559046	0.9458349	0.8807064	0.95465463	0.9612735	0.8870779	0.93692786	0.9238455	0.97195554	0.9354573	0.9174049	1.0	0.9682844	0.8940047	0.8769044	0.86402303	0.94136095	0.85626835	0.9811538	0.89767075	0.98191553	0.9215026	0.99408567	0.89075917	0.9421965	0.924339	0.80691093	0.9266856	0.8871764	0.8574607	0.9250394	0.94745415	0.896522	0.8838586	0.92891884
blijk/verb	0.9342391	0.9922559	0.8928883	0.9625642	0.8315413	0.871653	0.81390005	0.91094863	0.80842054	0.96371514	0.9126744	0.960587	0.8672532	0.9276803	0.0	0.8145126	0.9632881	0.8686261	0.9749301	0.7974383	0.91601384	0.8801673	0.82749337	0.8627317	0.8255711	0.9887068	0.8987486	0.8394586	0.8853341	0.8815097	0.9384651	0.97489583	0.94288754	0.91942614	0.9622624	0.9527504	0.84618723	0.87996185	0.850822	0.89090365	0.98367196	0.8868556	0.92275333	0.8608223	0.8629984	0.8800172	0.9401953	0.92253643	0.8383345	0.96547806	0.86793166	0.9838626	0.7838989	0.8554737	0.7927067	0.7865335	0.83471537	0.7815592	0.83508885	0.85666347	0.76689726	0.88319826	0.9424266	0.8241416	0.9597502	0.79445344	0.8627357	0.90850747	0.9226434	0.9781235	0.90287864	0.9184989	0.99330235	0.9601801	0.83291745	0.83413184	0.86352265	0.95892304	0.67219245	0.9680306	0.9012621	0.9961199	0.85170835	0.996449	0.81938136	0.9809333	0.79193634	0.8165508	0.84115994	0.82468116	0.80232346	0.884896	0.91389585	0.8261925	0.82469636	0.94768643
boven/prep	0.85356075	0.9856363	0.89865375	0.91605675	0.8288759	0.8866467	0.82868665	0.92936844	0.882603	0.95129395	0.9264145	0.8829704	0.9276236	0.8399435	0.8145126	0.0	0.93059844	0.8363433	0.97182256	0.84716994	0.79901683	0.9198497	0.87358797	0.71717453	0.88369375	0.97466445	0.89210504	0.76993996	0.80012465	0.8812904	0.9025413	0.9871828	0.98061275	0.88998806	0.90893394	0.91082895	0.69234943	0.8771899	0.93730944	0.8361449	0.9622452	0.9142615	0.8846222	0.8369083	0.56077754	0.78859276	0.8067467	0.84339535	0.73730445	0.9405013	0.9212657	0.94789004	0.56703967	0.89134	0.6904253	0.5747819	0.64431036	0.616171	0.87123716	0.84277105	0.86261725	0.7668654	0.89120334	0.46805483	0.9311116	0.84635544	0.7105143	0.8974492	0.9000007	0.9524228	0.8469442	0.8285695	0.99793226	0.89831764	0.6147796	0.55187106	0.8729061	0.95152104	0.6383521	0.9415216	0.90874374	0.93219376	0.8044419	0.9743533	0.832982	0.8644026	0.70023453	0.7798696	0.7812729	0.8916796	0.561114	0.90767825	0.8670169	0.84482765	0.8795387	0.89830613
boven_haal/verb	0.93786824	0.99996096	0.953171	0.96770436	0.9522457	0.9484125	0.9757404	0.9864099	0.9524779	0.9827312	0.9497865	0.9872229	0.97025007	0.98172486	0.9632881	0.93059844	0.0	0.9803989	0.99566203	0.9643916	0.9320501	0.98689735	0.9379441	0.9338605	0.9551361	0.96220005	0.94749725	0.93960893	0.92484546	0.9722885	0.97831446	0.99826527	0.9775152	0.9377963	0.966182	0.99101794	0.9756751	0.9713755	0.9676	0.95973045	0.9645168	0.9747205	0.95092154	0.94125724	0.9301845	0.98870564	0.9401002	0.9565908	0.95003366	0.9708281	0.9904324	0.9995763	0.9318236	0.9803822	0.9496629	0.8981809	0.939401	0.95026904	0.9539796	0.96978223	0.9559675	0.91490906	0.978556	0.9152384	0.978299	0.9735281	0.9456271	0.97044015	0.96193004	0.9999798	0.9663062	0.9847288	1.0	0.9756444	0.9370007	0.89943546	0.92080224	0.9632357	0.9283276	0.946093	0.93038774	0.96418387	0.96010655	0.99763095	0.97090137	0.9666505	0.92339295	0.9638769	0.9577866	0.97926813	0.91510594	0.9248299	0.9659299	0.96383125	0.9812832	0.9630382
buitenlands/adj	0.9124523	0.92311615	0.91556823	0.938393	0.8860584	0.8563419	0.8781201	0.9180089	0.8296349	0.972748	0.9541112	0.9557481	0.93224055	0.8991493	0.8686261	0.8363433	0.9803989	0.0	0.9802306	0.79255897	0.8961876	0.9608178	0.8759738	0.86184824	0.8217518	0.996507	0.9409605	0.8190975	0.8962945	0.90131307	0.92794573	0.9872926	0.9374322	0.9123656	0.96707547	0.92970216	0.8681082	0.8836013	0.9012798	0.90393394	0.97223765	0.90335464	0.9131534	0.9033561	0.8364847	0.9280206	0.8885821	0.94768864	0.88802445	0.9722886	0.91558564	0.99841994	0.82028306	0.8695342	0.8287297	0.7849733	0.86033535	0.821305	0.8664855	0.85063326	0.8619418	0.931317	0.911627	0.79647183	0.93690085	0.8379239	0.794647	0.9161815	0.9422614	0.9609523	0.8923839	0.93238837	0.98488426	0.9444249	0.8394165	0.81473565	0.92367405	0.95386416	0.6934315	0.96404755	0.8767623	0.98106825	0.85735863	0.9745	0.8752796	0.94015545	0.82485765	0.8731972	0.84594715	0.87782097	0.79584956	0.942774	0.94598615	0.82302886	0.84017897	0.9074467
chirurgisch/adj	0.96622014	0.97133714	0.9910421	0.9942343	0.9605204	0.9620429	0.9902108	0.9892093	0.9723237	0.98649156	0.98241377	0.98243016	0.9890249	0.99002653	0.9749301	0.97182256	0.99566203	0.9802306	0.0	0.99143744	0.9601017	1.0	0.9384621	0.988597	0.9581941	0.997547	0.9793945	0.97188795	0.98882705	0.98091817	0.97625333	1.0	0.9968729	0.9762337	0.9909293	0.9848057	0.99292755	0.97254604	0.96598804	0.9601326	0.99888545	0.9831413	0.99478954	0.9599758	0.944623	1.0	0.9719102	0.9634239	0.9920957	0.979261	0.9886002	1.0	0.9694362	0.99087304	0.9865037	0.97408324	0.9792192	0.9733043	0.9793674	0.9953271	0.9608667	0.97848177	0.9996236	0.9561939	0.99752253	0.9940774	0.98071206	0.9922242	0.9841933	1.0	0.9825337	0.99053687	1.0	0.97191215	0.9830159	0.9550964	0.966634	0.9953606	0.9670245	0.9795097	0.9632423	0.974877	0.98260915	1.0	0.9695488	0.9730343	0.9820312	0.972632	0.9841409	0.9822864	0.95447075	0.963685	0.9837459	0.98757064	0.97738	0.9840005
dat/pron	0.9441031	0.98177946	0.90282613	0.91378623	0.79857093	0.7969403	0.871466	0.89839256	0.6759153	0.94529366	0.9145338	0.93854344	0.91287416	0.9212639	0.7974383	0.84716994	0.9643916	0.79255897	0.99143744	0.0	0.8783001	0.92311096	0.7609979	0.8802809	0.64287376	0.96344495	0.7905616	0.81912196	0.87609893	0.85908914	0.8890482	0.97097474	0.9288786	0.85587823	0.97479534	0.948398	0.8355994	0.8567431	0.6111209	0.9108832	0.95214546	0.8443621	0.903001	0.6008168	0.92829657	0.8521615	0.9367931	0.91132903	0.8903092	0.9570842	0.7870211	0.9416852	0.85903406	0.83090264	0.80514646	0.854154	0.8593885	0.7720912	0.78903794	0.7426326	0.77641976	0.8188939	0.92054665	0.89927495	0.9093356	0.8262589	0.78733104	0.8844374	0.9518292	0.98198926	0.847996	0.9269385	0.98540604	0.95479506	0.83073044	0.89043796	0.6377324	0.9018229	0.5887725	0.9676791	0.9021895	0.9921344	0.84605765	0.9823744	0.79644895	0.97285694	0.7913099	0.69895566	0.8185768	0.678607	0.81896704	0.6270044	0.9151481	0.74923384	0.7477615	0.90934783
deel_uit/verb	0.9254089	0.99439055	0.9102857	0.95380616	0.8621869	0.8622989	0.89409643	0.95079404	0.877061	0.9741429	0.9317335	0.9355917	0.9530309	0.91574895	0.91601384	0.79901683	0.9320501	0.8961876	0.9601017	0.8783001	0.0	0.96103483	0.8833584	0.8620465	0.8820002	0.9743937	0.90473354	0.78727865	0.85998195	0.9092342	0.9432175	0.99768186	0.9656581	0.93714577	0.94320786	0.9480699	0.9094495	0.87826526	0.90295964	0.9132625	0.9659127	0.91971296	0.9192853	0.89305973	0.7799716	0.91357154	0.8565723	0.9004648	0.8865596	0.9819968	0.9293449	0.980218	0.8091504	0.9111746	0.85253644	0.78055394	0.8056929	0.83488405	0.88883233	0.89772105	0.8704829	0.8969035	0.90098774	0.76257026	0.9300879	0.91130924	0.8390995	0.93197805	0.9197191	0.989852	0.8836595	0.90025264	0.99519974	0.93630016	0.8034853	0.7484655	0.8794736	0.96140647	0.7823287	0.9588905	0.8905989	0.9604155	0.8654057	0.9981032	0.8555978	0.9155378	0.8179632	0.8587783	0.88824457	0.8988575	0.7567446	0.9244717	0.933347	0.86362535	0.9057362	0.9414838
die/det	0.98143274	1.0	0.9510104	0.99939877	0.9009679	0.95588094	0.87137	0.9732152	0.8610319	0.99898595	0.97143555	0.9977862	0.8638701	0.9669718	0.8801673	0.9198497	0.98689735	0.9608178	1.0	0.92311096	0.96103483	0.0	0.8482821	0.92417496	0.8865083	0.99982136	0.9464464	0.93472785	0.9354601	0.87146425	0.9846498	1.0	0.99715054	0.9692672	0.9933498	0.99722683	0.9438479	0.92804277	0.97101134	0.9798188	0.99562305	0.92487514	0.97334164	0.92391855	0.97190046	0.93298334	0.9802147	0.96554214	0.9319929	1.0	0.90597093	1.0	0.94229287	0.9396626	0.9336198	0.9072025	0.9605821	0.92317206	0.8799431	0.87731135	0.92677474	0.9537084	0.9337702	0.95939845	0.946509	0.926108	0.9316358	0.94091785	0.9873349	1.0	0.9426263	0.95673215	1.0	0.9667152	0.9329332	0.9505796	0.938371	0.98328614	0.8592186	0.998868	0.96365875	1.0	0.9399989	0.96731776	0.8970463	0.9918973	0.9109241	0.9087994	0.9151482	0.88517857	0.9479236	0.93390673	0.98661464	0.84344727	0.90257126	0.9839175
die/pron	0.9455148	0.97308296	0.894172	0.9380047	0.8206365	0.91221714	0.7745627	0.90312797	0.6264076	0.9562583	0.899648	0.93330294	0.72026044	0.8646921	0.82749337	0.87358797	0.9379441	0.8759738	0.9384621	0.7609979	0.8833584	0.8482821	0.0	0.9052526	0.63839227	0.9514052	0.62939847	0.7045818	0.8680891	0.8038086	0.89777464	0.985967	0.976295	0.8301539	0.95574015	0.9338548	0.92474866	0.8646472	0.95942813	0.916156	0.9605231	0.86745244	0.87870604	0.6881006	0.9032182	0.8843462	0.93040967	0.8981075	0.8820152	0.9614833	0.795377	0.9633588	0.8369091	0.84977674	0.884789	0.89131147	0.8836029	0.89593506	0.81169367	0.89192426	0.8272924	0.7645175	0.8825696	0.9141239	0.92557186	0.9250919	0.7975838	0.8794226	0.900951	0.99987584	0.89853394	0.8942061	0.95880604	0.92958033	0.8553347	0.8936794	0.4560964	0.88034093	0.7509297	0.8778863	0.75954676	0.98407185	0.8521079	0.98412716	0.78111005	0.9473472	0.8393163	0.77699924	0.88047945	0.70492977	0.8316509	0.5252496	0.910542	0.76914746	0.78760785	0.9233332
