	altijd/adv	belofte/noun	braaf/adj	nieuws/noun	bekentenis/noun	duur_voort/adj	vonnis/noun	zaterdag/noun	nu/adv	dinsdag/noun	kamer/noun	uitdrukkelijk/adj	door/prep	standpunt/noun	probatie_uitstel/noun	maatregel/noun	besluit/noun	getuigenis/noun	patent/noun	overigens/adv	afschaffing/noun	vandaag/adv	invoering/noun	na/prep	Hof/name	schorsing/noun	dag/noun	wetswijziging/noun	Volkscongres/name	publiekelijk/adj	federatie/noun	oordeel/noun	overtuiging/noun	Fortuyn/name	Groen/name	dus/adv	passage/noun	bezwaar/noun	doodvonnis/noun	EADS/name	woordvoerder/noun	regel/noun	toekenning/noun	amnestie_wet/noun	deels/adv	omdat/comp	definitief/adj	snel/adj	onmiddellijk/adj	beschuldiging/noun	bond/noun	vervolgens/adv	schielijk/adj	decreet/noun	benoeming/noun	aankoop/noun	bevel/noun	daarmee/pp	zij/pron	haastig/adj	uitspraak/noun	beslissing/noun	daarna/pp	alles/noun	bestuur_accoord/noun	die/det	minister/noun	verdachte/noun	afgelopen/adj	mogelijk/adj	boycot/noun	hoewel/comp	uitslag/noun	overname/noun	om/comp	al/comp	niet/adv	dan/adv	stellingname/noun	eventueel/adj	afspraak/noun	desnoods/adv	richtlijn/noun	aantijging/noun	verbod/noun	echter/adv	hof/noun	Bill/name	om/prep	ze/pron	Arafat/name	Europees/name	verhaal/noun	stem/noun	plots/adj	mening/noun	waarschuwing/noun	Bush/name	verklaring/noun	A./name	Ray/name	inderdaad/adv	woord/noun	ijlings/adv	mededeling/noun	Hooggerechtshof/name	stelling/noun	toen/comp	half/adj	eerste/num	schoon_vader/noun	inmiddels/adv	Dierckxsens/name	maandag/noun	jaar_cijfer/noun	Leterme/name	wet/noun	brief/noun	arrest/noun	veroordeling/noun	NIOD/name	daarna/adv	bron/noun	noch/vg	weekeinde/noun	Lodewijk/name	fatwa/noun	min/adv	rechtbank/noun	regeling/noun	wegens/prep	refs/noun	het/det	plan/noun	Lagos/name	Europese/name	maar/vg	steeds/adv	uitgeweken/adj	weer/adv	maal/noun	zondag_avond/noun	Blatter/name	intussen/adv	laat/adj	of/vg	vergissing/noun	woensdag/noun	Roe/name	dit/det	staking/noun	Wahid/name	stap/adv	scheidsrechter/noun	dat/det	regering/noun	geleden/adj	al/adv	formeel/adj	week/noun	onder/adv	gisteren/adv	hij/pron	bewering/noun	nooit/adv	nadat/comp	ontslag/noun	in_vrijheid_stelling/noun	ook/adv	veiligheidsmaatregel/noun	getuige/noun	zolang/comp	capitulatie/noun
fatwa/noun	0.8943495	0.92061573	0.91797096	0.91206515	0.8579271	0.8484124	0.78545034	0.93411934	0.9007069	0.9072667	0.9367898	0.8341729	0.8491222	0.8273952	0.92122966	0.8460741	0.8570002	0.87967277	0.86393064	0.86826056	0.897181	0.8857519	0.8923455	0.9122407	0.8742529	0.89527404	0.91398	0.8721137	0.8910003	0.793494	0.8921528	0.8551396	0.7976798	0.8498517	0.94326705	0.91513246	0.84657794	0.84698355	0.7188127	0.9395793	0.93692917	0.85417986	0.8981049	0.8308291	0.8968187	0.870566	0.8765298	0.9283837	0.8686007	0.83907855	0.8706462	0.8881952	0.908463	0.8252133	0.87403727	0.931204	0.84170914	0.87330294	0.82763886	0.8825166	0.8335688	0.88114256	0.90498865	0.9072465	0.900408	0.8594148	0.9073753	0.8704489	0.9133054	0.88760906	0.80894554	0.84086186	0.94635475	0.91552645	0.87391573	0.8881799	0.88887155	0.9076809	0.83314466	0.8725951	0.898523	0.85490644	0.84984976	0.8678291	0.7966789	0.88500476	0.82786375	0.89046866	0.9310891	0.8595149	0.7840564	0.8835801	0.88658416	0.913083	0.92466354	0.85799366	0.8272994	0.77780133	0.8356542	0.9551089	0.93165946	0.89305586	0.850225	0.9235759	0.8781154	0.81525123	0.85982805	0.89486253	0.9538153	0.9460242	0.90357876	0.8770907	0.9482188	0.8996434	0.92804635	0.9053816	0.81397104	0.8647094	0.8125968	0.8138732	0.8952914	0.9094022	0.8441404	0.8524086	0.8912618	0.9160698	0.0	0.8768363	0.86465645	0.8645898	0.86496645	0.9215696	0.90892416	0.8793371	0.891896	0.8847148	0.89335716	0.87945426	0.8969068	0.90152353	0.91382504	0.92272407	0.8708642	0.88740027	0.94126874	0.8909186	0.88425595	0.9083983	0.9592918	0.89779127	0.871495	0.8278729	0.9156617	0.93621176	0.89236873	0.8319453	0.90805	0.8793458	0.82982385	0.9061383	0.87505686	0.867822	0.8323908	0.8087418	0.87181	0.86241156	0.87769943	0.87973297	0.9037081	0.8768359	0.89683807	0.85151803	0.8835254
min/adv	0.79148686	0.9150984	0.8403015	0.872879	0.8230628	0.82368046	0.8632129	0.96389383	0.8105192	0.9382534	0.8839115	0.81824493	0.8154969	0.7920568	0.95983577	0.8344732	0.83386904	0.8268962	0.82091004	0.7371123	0.8505094	0.8955085	0.8529012	0.84656024	0.9283271	0.9319355	0.8885918	0.8221458	0.86699784	0.8142141	0.83987176	0.8427617	0.81225175	0.8394763	0.918481	0.7552355	0.7918956	0.8703556	0.8332507	0.8922049	0.9423058	0.78717345	0.84878093	0.893475	0.71815383	0.7966539	0.8358904	0.8386334	0.87593824	0.8721207	0.83108526	0.8384216	0.9035437	0.836761	0.8413986	0.8979012	0.87265605	0.7785728	0.74937165	0.8397644	0.8614826	0.8633057	0.847971	0.8293014	0.85123885	0.7472335	0.9361977	0.8567982	0.892558	0.8029837	0.8505263	0.71249604	0.8597519	0.87486327	0.79875773	0.8026032	0.76189667	0.8249807	0.8002343	0.8494687	0.83077675	0.8255428	0.8029568	0.86723673	0.84919065	0.78479403	0.8912653	0.8913185	0.92995375	0.7898356	0.8241927	0.8874345	0.7730845	0.886634	0.86646676	0.8258599	0.82514876	0.8692131	0.84200495	0.9755701	0.8885535	0.8135664	0.8484945	0.9088498	0.860097	0.86590356	0.81248134	0.8807711	0.9311404	0.8809433	0.88869655	0.76989496	0.92292684	0.9350965	0.89889896	0.86971706	0.79688865	0.8994978	0.83750904	0.87390375	0.8745165	0.84095	0.8239534	0.84133106	0.87963635	0.8801351	0.8768363	0.0	0.9323901	0.7899101	0.8929356	0.9115488	0.83358914	0.85330904	0.86776197	0.8891565	0.76963603	0.7689557	0.89986366	0.8175825	0.8912095	0.9019638	0.85551476	0.8161482	0.88830495	0.83628184	0.83581895	0.9396434	0.9657882	0.8091608	0.86835563	0.82801026	0.81452596	0.92893994	0.79288995	0.834306	0.9140244	0.8250133	0.7943298	0.8914355	0.8388938	0.88602257	0.80236673	0.81264377	0.8179009	0.8532125	0.8693245	0.91295487	0.81209093	0.84928095	0.84255177	0.74579304	0.8783947
rechtbank/noun	0.96053463	0.9208015	0.9582516	0.9233657	0.6962559	0.9333033	0.4691534	0.82443297	0.93026686	0.7002591	0.864964	0.7903172	0.82043445	0.87008405	0.7125751	0.8436195	0.7721216	0.802629	0.88397	0.8570976	0.8722583	0.76880276	0.88343483	0.8750316	0.5683621	0.8110807	0.9038678	0.8019176	0.7904958	0.78060997	0.80612934	0.7904539	0.90445477	0.9004519	0.8683081	0.93884265	0.91724545	0.81707215	0.7829139	0.9270739	0.80556166	0.8665793	0.83553964	0.7996589	0.86958325	0.74716413	0.79089236	0.94602495	0.7563888	0.6716876	0.75527334	0.8414376	0.9166835	0.8130063	0.8008879	0.9051478	0.77375597	0.86691135	0.7620086	0.8875162	0.65972865	0.7916856	0.8828682	0.9665892	0.89690536	0.90178436	0.8432317	0.5400495	0.886938	0.8733725	0.8423641	0.8816904	0.87752736	0.90910006	0.86765206	0.9446329	0.916562	0.9394921	0.8781621	0.7728716	0.88977784	0.82900846	0.8167978	0.7491822	0.7749915	0.8076628	0.3000018	0.89734805	0.896755	0.88636285	0.83067584	0.7602708	0.9553136	0.9417075	0.9355195	0.9258152	0.85052764	0.8391813	0.7749084	0.7509699	0.9189074	0.9257844	0.9562012	0.8865568	0.84969777	0.54612565	0.852521	0.8980575	0.9124645	0.93288594	0.86871755	0.82461035	0.9272117	0.7222773	0.859746	0.85620224	0.7760191	0.8575732	0.627034	0.56068754	0.84612197	0.89215785	0.8705373	0.8628113	0.844336	0.88230497	0.86465645	0.9323901	0.0	0.85418046	0.59389925	0.8931481	0.8741392	0.8724257	0.8772869	0.7975725	0.9248172	0.93924683	0.8719577	0.94146574	0.9029323	0.83957237	0.79462713	0.8312259	0.9297563	0.9059332	0.88334256	0.7323978	0.9215819	0.8973674	0.80648816	0.77203166	0.9405804	0.84881675	0.92350185	0.76276904	0.9097575	0.9082329	0.70486796	0.82026994	0.86803335	0.60561323	0.81524146	0.8139442	0.93426	0.7361729	0.8094877	0.65981543	0.93277144	0.83909166	0.7448119	0.84473616	0.8789689
regeling/noun	0.87376386	0.8570461	0.9164425	0.89731294	0.8329189	0.8665858	0.7428006	0.97445756	0.8315803	0.90859216	0.89640474	0.7104446	0.80311525	0.7129892	0.9310588	0.40335494	0.61030257	0.84546435	0.78376436	0.7063031	0.58404887	0.8468021	0.57537466	0.91273427	0.8374898	0.84588736	0.93042046	0.5512185	0.8350312	0.8249165	0.7562039	0.77410364	0.86808884	0.89754486	0.86528575	0.77894276	0.82727456	0.69395864	0.8271557	0.87655663	0.88293004	0.480999	0.6574125	0.7083461	0.7325693	0.70305175	0.7549307	0.8580977	0.81780636	0.823068	0.6380892	0.8368084	0.9123954	0.5257582	0.6993344	0.7259196	0.84761083	0.74150014	0.70757866	0.85259753	0.7545228	0.68465424	0.8940435	0.8719045	0.76328814	0.7675318	0.80744356	0.8438837	0.9129068	0.68753666	0.77708125	0.76512915	0.860989	0.75515693	0.6951147	0.8552755	0.8065141	0.86891264	0.7624347	0.6315865	0.5408685	0.70883036	0.4542076	0.8103732	0.56181943	0.7067561	0.8117469	0.94039273	0.90889615	0.8497082	0.83809984	0.76940584	0.88206744	0.90079373	0.91961974	0.8471989	0.7814802	0.87411827	0.7559889	0.95436597	0.94640124	0.86689556	0.8931665	0.8837745	0.7883484	0.7934709	0.80537367	0.93654644	0.9395957	0.94287664	0.90280753	0.81159663	0.9430179	0.8841872	0.85036165	0.84380496	0.4384452	0.8379502	0.6956389	0.78054047	0.86591005	0.87213683	0.83623505	0.80585694	0.88934994	0.9069796	0.8645898	0.7899101	0.85418046	0.0	0.8275969	0.88766146	0.8183882	0.5756207	0.8962098	0.7166535	0.8211768	0.81904495	0.9378452	0.90460205	0.9101166	0.94083995	0.8197507	0.8190598	0.9340158	0.8293508	0.8473479	0.9169175	0.9820824	0.77301127	0.7589825	0.8334283	0.84446585	0.9405905	0.7898852	0.70009106	0.9089798	0.8625034	0.6596707	0.87750566	0.7816699	0.81961405	0.8708882	0.79966056	0.9021342	0.86021525	0.7454324	0.7348299	0.76138574	0.6762734	0.89579976	0.691887	0.8608531
wegens/prep	0.92142487	0.8968709	0.93501127	0.8975462	0.7030369	0.805525	0.6952678	0.9259782	0.9001354	0.8366325	0.8923117	0.82399416	0.65084606	0.9001907	0.76356864	0.784671	0.80240816	0.78515255	0.85428005	0.83239317	0.8184419	0.85387945	0.8489122	0.68985206	0.7839563	0.7228792	0.7996882	0.8208672	0.8507066	0.7362305	0.8329479	0.84919333	0.85848963	0.8476924	0.9085711	0.8722136	0.8908527	0.81753623	0.76536727	0.8894232	0.9224467	0.8545626	0.8248007	0.8333723	0.7730982	0.5373869	0.7942139	0.8652792	0.668046	0.55890983	0.7875154	0.8034748	0.8835125	0.82566094	0.8070984	0.87447506	0.7288429	0.8288276	0.74652094	0.8519651	0.7796268	0.8214628	0.82251704	0.9495973	0.9086633	0.8418775	0.9112654	0.534876	0.8256357	0.7465446	0.7838098	0.7916634	0.90336555	0.8738366	0.8228646	0.90387	0.8953421	0.9013822	0.8322546	0.66751456	0.8883574	0.7439642	0.8233836	0.72624505	0.7177233	0.77934	0.66816926	0.8929182	0.895857	0.8531109	0.7473277	0.83300906	0.9289776	0.92670584	0.84754366	0.9204813	0.7527035	0.85278666	0.7839297	0.88987887	0.9093065	0.8798047	0.9341478	0.8719347	0.8562509	0.70877045	0.86307824	0.8053628	0.8985659	0.89792645	0.8412727	0.74317336	0.9076142	0.82511836	0.89568436	0.9071816	0.7924377	0.8931838	0.77567184	0.50405216	0.87911797	0.837761	0.8517358	0.8248792	0.8059408	0.88853836	0.86496645	0.8929356	0.59389925	0.8275969	0.0	0.8441011	0.83781636	0.86777246	0.84746736	0.8339791	0.8414233	0.83773386	0.8998651	0.8716466	0.8339591	0.84731746	0.76321864	0.7681378	0.8596164	0.75009537	0.8360888	0.8560434	0.96296585	0.89383143	0.77959496	0.7433462	0.9061703	0.80716807	0.9177578	0.80649155	0.848774	0.82518053	0.72164917	0.7664732	0.84086716	0.7285894	0.7710605	0.8164929	0.8887698	0.6093836	0.777834	0.767319	0.8918929	0.8000641	0.7608614	0.72293067	0.86044633
refs/noun	0.8446125	0.8741813	0.8793128	0.91073805	0.8849884	0.82368565	0.8738519	0.9037416	0.8609076	0.91612774	0.9108677	0.8675603	0.8448476	0.87799734	0.944116	0.882122	0.86706835	0.8950767	0.8559361	0.8384019	0.9171241	0.8815044	0.917289	0.8208576	0.9183402	0.85685325	0.87987	0.88981324	0.89814216	0.82588977	0.8204962	0.8749237	0.88501555	0.8993264	0.9124854	0.841568	0.8627183	0.883119	0.89437515	0.9115305	0.94030946	0.88967204	0.88360804	0.9098809	0.8758054	0.8168808	0.8657126	0.83852124	0.8578401	0.8834912	0.8159518	0.8511361	0.90278083	0.89242035	0.8900362	0.9226055	0.9097777	0.86882275	0.7995085	0.8472643	0.86246175	0.82428443	0.85332716	0.8885538	0.90744346	0.8037494	0.9144288	0.8930614	0.8991253	0.8508096	0.87258124	0.8299663	0.85629183	0.93390393	0.83345217	0.8336717	0.846101	0.83076143	0.8409497	0.8541667	0.8908185	0.8701314	0.8586643	0.8599572	0.8904755	0.77963465	0.8789168	0.92726314	0.90229136	0.803792	0.8864916	0.91478217	0.8896273	0.87502295	0.81775886	0.8895238	0.8690156	0.9002494	0.86372733	0.9312215	0.89894587	0.8252728	0.898138	0.88134015	0.8797176	0.89603585	0.857406	0.873225	0.9091851	0.8429333	0.88341236	0.8707541	0.87961096	0.90954304	0.91533804	0.8608752	0.89214814	0.9159517	0.8739561	0.9028742	0.90152234	0.8289316	0.9071891	0.8703691	0.87770456	0.9231222	0.9215696	0.9115488	0.8931481	0.88766146	0.8441011	0.0	0.8820698	0.90839094	0.9221933	0.92748576	0.780946	0.84276897	0.8838833	0.86559427	0.87240404	0.86311865	0.8120251	0.83977556	0.8606899	0.87765557	0.84299105	0.90607	0.9599093	0.8604004	0.8753798	0.8804553	0.88822037	0.69462496	0.8497	0.86455727	0.88966584	0.86684096	0.86525726	0.8639611	0.9182838	0.8649172	0.803752	0.8604191	0.8759034	0.85796136	0.8660141	0.8872443	0.8239909	0.8807224	0.8788123	0.87039775	0.90608084
het/det	0.85892785	0.8831812	0.863224	0.8625903	0.8769918	0.81996775	0.8457635	0.9160785	0.8558744	0.8856741	0.82790565	0.79705805	0.7644129	0.82585514	0.96068406	0.8147895	0.80435276	0.8607734	0.8275417	0.80555296	0.80173254	0.8057255	0.8239188	0.85108095	0.82099485	0.9098552	0.88309413	0.83129954	0.8429471	0.84173	0.81735057	0.8352364	0.8690376	0.8770209	0.8465588	0.8373379	0.82690364	0.8407502	0.8472275	0.88705456	0.8526561	0.852551	0.8028416	0.89214146	0.74963987	0.80900395	0.7620895	0.8400922	0.81965804	0.8570365	0.8284721	0.7803558	0.87141037	0.81050146	0.84567326	0.7866142	0.8429312	0.78600216	0.84111106	0.8069195	0.8398702	0.8086545	0.81121624	0.8613368	0.8439218	0.88165224	0.872028	0.8720234	0.8383044	0.8197043	0.81985104	0.79494077	0.873453	0.83663976	0.8053348	0.8479033	0.8802145	0.86363196	0.8149541	0.7875898	0.8599994	0.7969036	0.7925625	0.84969	0.8059062	0.7834219	0.8391954	0.91214395	0.8989659	0.8588666	0.841623	0.785468	0.85319173	0.87979573	0.8161377	0.88501203	0.84625125	0.868582	0.84902966	0.95486474	0.8982147	0.82583016	0.8916232	0.8445088	0.8291491	0.8357469	0.8276584	0.85895085	0.92019296	0.8517905	0.8703236	0.81530833	0.9181187	0.8707401	0.88508517	0.8606318	0.82668805	0.8675517	0.80578256	0.8357845	0.8506842	0.8170767	0.8170767	0.7868668	0.8234259	0.8390225	0.90892416	0.83358914	0.8741392	0.8183882	0.83781636	0.8820698	0.0	0.807696	0.8617787	0.82977825	0.8328091	0.83926266	0.90332025	0.8401202	0.88886327	0.8587125	0.8254578	0.7841731	0.8634776	0.8087522	0.8697351	0.88622403	0.9743816	0.5398189	0.8478165	0.8272679	0.84528005	0.8890332	0.72754693	0.8089749	0.91740006	0.8873905	0.771235	0.8635009	0.82607293	0.78546315	0.8691183	0.8255439	0.8806158	0.81317157	0.8852543	0.86960566	0.84116447	0.8191338	0.8690152	0.77206475	0.8668331
plan/noun	0.8812692	0.79936016	0.9088044	0.85867494	0.8722924	0.8674518	0.74529386	0.95604867	0.8387051	0.86256975	0.90171474	0.74417543	0.8116086	0.64081615	0.9522314	0.5462142	0.52545106	0.8640474	0.8489482	0.7641504	0.7215397	0.7684748	0.6872476	0.90348184	0.8565555	0.9079628	0.92897344	0.62731457	0.8320009	0.7748059	0.78607535	0.782479	0.8791393	0.8514308	0.81141376	0.87232053	0.85651493	0.64681053	0.795555	0.8509028	0.7799961	0.7660767	0.7465483	0.8168124	0.7988056	0.79521906	0.72107244	0.87749255	0.8335893	0.79829097	0.6673523	0.8120582	0.896287	0.623673	0.67488885	0.70719874	0.84382457	0.78334606	0.7835945	0.85104465	0.7463033	0.63049686	0.8808131	0.8788507	0.68394125	0.8281842	0.7405176	0.90508634	0.86114883	0.7783787	0.8112596	0.8025817	0.8649509	0.7310635	0.7687244	0.8658018	0.8669548	0.9004422	0.75453144	0.71412957	0.66155136	0.7781762	0.661219	0.764277	0.72569025	0.73247707	0.8454222	0.88768095	0.94364023	0.8567318	0.7924704	0.7815126	0.86638546	0.89809674	0.9140802	0.8197385	0.79697573	0.78825146	0.7701726	0.9349588	0.93591845	0.87473	0.89613914	0.8723157	0.76728076	0.8090042	0.766297	0.91549945	0.9532586	0.9148738	0.92252076	0.81026417	0.9347136	0.83881253	0.7963413	0.78538793	0.6857267	0.7406436	0.77219	0.826563	0.8530694	0.8681105	0.8493418	0.7994895	0.8425281	0.8875101	0.8793371	0.85330904	0.8724257	0.5756207	0.86777246	0.90839094	0.807696	0.0	0.89186156	0.74761975	0.8387433	0.8685444	0.9354959	0.90648913	0.9304825	0.9092268	0.80558443	0.746723	0.9335611	0.9099854	0.873626	0.8657435	0.9829521	0.78911	0.7656702	0.79626757	0.8341935	0.9331	0.8557821	0.68047595	0.90024805	0.85084355	0.701084	0.8231455	0.78932977	0.71676326	0.8515103	0.7684963	0.91121775	0.83275574	0.7608186	0.8406266	0.8377836	0.75841403	0.92513007	0.7788526	0.86568487
Lagos/name	0.90827453	0.90186226	0.8825839	0.84917516	0.84603715	0.85687995	0.8767762	0.85418034	0.89637744	0.8335948	0.8924563	0.85549384	0.78793526	0.8623794	0.9496469	0.86815953	0.8493494	0.84454787	0.89742404	0.8575408	0.8639883	0.8267421	0.8754959	0.8317519	0.89716744	0.9288696	0.8681539	0.8568218	0.8178226	0.7998408	0.8736845	0.91038996	0.8543707	0.8440153	0.8781309	0.9052795	0.8735846	0.88171214	0.8345839	0.8851469	0.8645394	0.9185853	0.87882787	0.86359966	0.859862	0.8347491	0.87661344	0.8787792	0.83525896	0.8357758	0.8515235	0.81773305	0.8862777	0.8671126	0.80813515	0.900941	0.8283851	0.8431668	0.779902	0.8238658	0.8722668	0.8904099	0.8341877	0.9164278	0.900066	0.8756802	0.87251	0.8336383	0.82350326	0.8624439	0.81978625	0.82556105	0.83816844	0.8904559	0.8582396	0.9003124	0.906635	0.9157313	0.8362048	0.85054994	0.90495276	0.83569676	0.89778906	0.83578324	0.87052304	0.8562419	0.8775087	0.81824535	0.8821099	0.82436204	0.7564764	0.8481625	0.92762333	0.8387069	0.86953783	0.8907884	0.83940005	0.7290838	0.8433045	0.88906425	0.86561596	0.91782266	0.9050957	0.853594	0.83764374	0.79126185	0.868703	0.788633	0.90210366	0.8801285	0.83487767	0.79614264	0.8648077	0.8125725	0.87153685	0.85971403	0.87925637	0.84324074	0.8866189	0.8706239	0.8592559	0.8568077	0.8411216	0.83807695	0.78239906	0.86345786	0.891896	0.86776197	0.8772869	0.8962098	0.84746736	0.9221933	0.8617787	0.89186156	0.0	0.8665582	0.8853973	0.8717223	0.8627205	0.88361776	0.8684523	0.81469864	0.7914623	0.817437	0.86985743	0.8349347	0.8763346	0.8299868	0.902727	0.89747727	0.8114097	0.70277524	0.89646006	0.90909564	0.9109636	0.7779896	0.87124443	0.8489406	0.8258815	0.85716	0.8663249	0.7733517	0.7820199	0.84819424	0.90268874	0.73475635	0.82925713	0.91071284	0.8902206	0.79177016	0.8337616	0.83525234	0.86817706
Europese/name	0.95924884	0.8979864	0.9602077	0.90346456	0.9151447	0.9174918	0.79208505	0.940859	0.9022971	0.8425945	0.9488143	0.73409367	0.80756015	0.75231373	0.95862645	0.6999688	0.6171056	0.90106857	0.86006737	0.81223875	0.75267583	0.7629866	0.7622982	0.8967953	0.636255	0.8786985	0.9417732	0.72257566	0.72927654	0.81021035	0.6703677	0.792891	0.9211007	0.8915834	0.8041564	0.92403704	0.90977025	0.73645353	0.8434844	0.85020494	0.79849666	0.7753078	0.77992857	0.82804686	0.8789293	0.8227593	0.76373345	0.917431	0.8432776	0.84715223	0.65214	0.8637017	0.9307219	0.6954347	0.6865393	0.82553524	0.8432715	0.80385125	0.7946973	0.8875598	0.7661218	0.7485814	0.9235569	0.9580141	0.8491558	0.87109023	0.68938094	0.8856962	0.87609416	0.8310704	0.7374692	0.8370317	0.8907048	0.76705647	0.8036874	0.9493224	0.92929834	0.94799024	0.8051151	0.7458935	0.787632	0.76562893	0.6466706	0.8188751	0.69599664	0.80981433	0.7237441	0.8768344	0.9456251	0.9201941	0.74229276	0.42040002	0.97562736	0.90988266	0.96688956	0.88366646	0.8067765	0.7387681	0.8310925	0.92736244	0.9489397	0.9336535	0.94258547	0.87950736	0.8108062	0.69182265	0.87611854	0.9305112	0.95197165	0.9346383	0.9024549	0.8198963	0.94048136	0.82875663	0.85476285	0.8217488	0.718961	0.82341456	0.7349533	0.8098618	0.8319825	0.9294094	0.855149	0.80579805	0.83806604	0.8917487	0.8847148	0.8891565	0.7975725	0.7166535	0.8339791	0.92748576	0.82977825	0.74761975	0.8665582	0.0	0.9402458	0.9008682	0.88718694	0.94597256	0.92713064	0.9368892	0.7572193	0.82306683	0.9542617	0.9253022	0.9129959	0.83661306	0.970572	0.85535264	0.83128166	0.71507174	0.91746426	0.91523504	0.90567905	0.5401105	0.9080954	0.89362687	0.59048486	0.8303342	0.82205665	0.67388535	0.8861557	0.8423799	0.94764435	0.7941301	0.7787154	0.8165372	0.9028304	0.8041609	0.9284966	0.76632714	0.86294997
maar/vg	0.5294634	0.8611156	0.7005635	0.8178603	0.82989305	0.76952857	0.8535376	0.94619036	0.68102497	0.9520199	0.89424914	0.8307265	0.8378829	0.79623514	0.95670116	0.8069987	0.8360344	0.8301444	0.8357183	0.5814107	0.8841395	0.8886546	0.8822511	0.8185776	0.94991595	0.87528586	0.8774638	0.81958646	0.869632	0.7961523	0.8870195	0.77552927	0.7173532	0.8500245	0.91207254	0.4657719	0.742254	0.82509005	0.82853246	0.8933815	0.95268184	0.8080158	0.87078065	0.9101613	0.8051433	0.53780925	0.8443006	0.69988906	0.8134138	0.84809184	0.84755266	0.7721773	0.8824201	0.8653932	0.8691913	0.904693	0.88390005	0.7699922	0.6851266	0.80203307	0.82921004	0.78129697	0.7281976	0.6733844	0.87444156	0.63938034	0.9570551	0.87630713	0.90916526	0.7779796	0.8592012	0.51861155	0.8364734	0.8846698	0.67955744	0.35455626	0.5199274	0.5422262	0.75074226	0.84097457	0.8514551	0.7841127	0.8509337	0.80909	0.85021716	0.45354462	0.89811915	0.92169356	0.85994524	0.574697	0.8374247	0.92782986	0.71176124	0.8017119	0.7138777	0.7883041	0.80344695	0.86469615	0.81655264	0.98600477	0.8808965	0.53047204	0.7354872	0.8936621	0.80551845	0.8741753	0.784377	0.78059304	0.88860095	0.8761896	0.8638126	0.8323139	0.8719704	0.9464864	0.87873864	0.81558216	0.8361484	0.92542833	0.8566835	0.8464377	0.87829024	0.67063975	0.8777651	0.7869528	0.89111197	0.8888422	0.89335716	0.76963603	0.9248172	0.8211768	0.8414233	0.780946	0.8328091	0.8387433	0.8853973	0.9402458	0.0	0.6690748	0.90675735	0.67179775	0.8768003	0.88819504	0.7966133	0.7529981	0.8180404	0.77449435	0.7642196	0.9511347	0.97776973	0.74696463	0.88066703	0.8257348	0.80498123	0.83734477	0.5024915	0.8739321	0.9277749	0.76059514	0.79754466	0.8838323	0.9393203	0.90362525	0.6333519	0.7633223	0.65388715	0.8343522	0.89669305	0.8631551	0.58674103	0.82523	0.88071275	0.6568213	0.86604834
steeds/adv	0.53516376	0.90366095	0.82706666	0.81269217	0.86487734	0.5818125	0.89083105	0.96834636	0.6877352	0.96232677	0.87863624	0.8158901	0.78607	0.80464244	0.97458464	0.83421946	0.88663507	0.82583004	0.8160795	0.7031278	0.871683	0.8843804	0.8671187	0.9136826	0.9531882	0.91352534	0.85496175	0.84886324	0.8729735	0.79494464	0.8556786	0.8380965	0.7709586	0.83037555	0.9272059	0.71571445	0.79957557	0.85103524	0.85608244	0.8689792	0.95265853	0.80261457	0.8721949	0.8936172	0.78598106	0.67933565	0.89648354	0.7024522	0.8282184	0.83382726	0.83394516	0.7969203	0.8931884	0.8923816	0.87982076	0.8764218	0.8878756	0.7702676	0.6626939	0.786345	0.875538	0.8804355	0.8285724	0.807552	0.8922198	0.7126893	0.9575958	0.8505391	0.8363021	0.77696013	0.82244396	0.6645659	0.9155395	0.8798618	0.7280772	0.6950669	0.7254231	0.76175994	0.787682	0.8450702	0.8691418	0.8054629	0.8401219	0.82564056	0.8401753	0.6531476	0.8920643	0.90834725	0.9066218	0.68754876	0.8148939	0.9086766	0.8105587	0.82642007	0.7022078	0.8113548	0.80453336	0.8304722	0.8371252	0.9796693	0.9276432	0.7003295	0.82270247	0.87638205	0.8478294	0.8742173	0.7986331	0.85430074	0.9156082	0.93631434	0.88056105	0.75774544	0.9080467	0.94744706	0.89664024	0.86431706	0.8455746	0.90636194	0.8870566	0.8579688	0.86688524	0.80482453	0.830665	0.7996846	0.86771053	0.8893621	0.87945426	0.7689557	0.93924683	0.81904495	0.83773386	0.84276897	0.83926266	0.8685444	0.8717223	0.9008682	0.6690748	0.0	0.869372	0.7277701	0.8662883	0.88974833	0.83400613	0.72688276	0.8771616	0.7926544	0.85769093	0.96100384	0.98252386	0.8308276	0.86162174	0.80660933	0.79926246	0.9221596	0.7729867	0.8462506	0.93644655	0.7812209	0.8201499	0.89026767	0.866357	0.8976742	0.72690034	0.80018145	0.71628594	0.88588935	0.9130248	0.8950108	0.6319009	0.82191277	0.8515477	0.695823	0.85907733
