	altijd/adv	belofte/noun	braaf/adj	nieuws/noun	bekentenis/noun	duur_voort/adj	vonnis/noun	zaterdag/noun	nu/adv	dinsdag/noun	kamer/noun	uitdrukkelijk/adj	door/prep	standpunt/noun	probatie_uitstel/noun	maatregel/noun	besluit/noun	getuigenis/noun	patent/noun	overigens/adv	afschaffing/noun	vandaag/adv	invoering/noun	na/prep	Hof/name	schorsing/noun	dag/noun	wetswijziging/noun	Volkscongres/name	publiekelijk/adj	federatie/noun	oordeel/noun	overtuiging/noun	Fortuyn/name	Groen/name	dus/adv	passage/noun	bezwaar/noun	doodvonnis/noun	EADS/name	woordvoerder/noun	regel/noun	toekenning/noun	amnestie_wet/noun	deels/adv	omdat/comp	definitief/adj	snel/adj	onmiddellijk/adj	beschuldiging/noun	bond/noun	vervolgens/adv	schielijk/adj	decreet/noun	benoeming/noun	aankoop/noun	bevel/noun	daarmee/pp	zij/pron	haastig/adj	uitspraak/noun	beslissing/noun	daarna/pp	alles/noun	bestuur_accoord/noun	die/det	minister/noun	verdachte/noun	afgelopen/adj	mogelijk/adj	boycot/noun	hoewel/comp	uitslag/noun	overname/noun	om/comp	al/comp	niet/adv	dan/adv	stellingname/noun	eventueel/adj	afspraak/noun	desnoods/adv	richtlijn/noun	aantijging/noun	verbod/noun	echter/adv	hof/noun	Bill/name	om/prep	ze/pron	Arafat/name	Europees/name	verhaal/noun	stem/noun	plots/adj	mening/noun	waarschuwing/noun	Bush/name	verklaring/noun	A./name	Ray/name	inderdaad/adv	woord/noun	ijlings/adv	mededeling/noun	Hooggerechtshof/name	stelling/noun	toen/comp	half/adj	eerste/num	schoon_vader/noun	inmiddels/adv	Dierckxsens/name	maandag/noun	jaar_cijfer/noun	Leterme/name	wet/noun	brief/noun	arrest/noun	veroordeling/noun	NIOD/name	daarna/adv	bron/noun	noch/vg	weekeinde/noun	Lodewijk/name	fatwa/noun	min/adv	rechtbank/noun	regeling/noun	wegens/prep	refs/noun	het/det	plan/noun	Lagos/name	Europese/name	maar/vg	steeds/adv	uitgeweken/adj	weer/adv	maal/noun	zondag_avond/noun	Blatter/name	intussen/adv	laat/adj	of/vg	vergissing/noun	woensdag/noun	Roe/name	dit/det	staking/noun	Wahid/name	stap/adv	scheidsrechter/noun	dat/det	regering/noun	geleden/adj	al/adv	formeel/adj	week/noun	onder/adv	gisteren/adv	hij/pron	bewering/noun	nooit/adv	nadat/comp	ontslag/noun	in_vrijheid_stelling/noun	ook/adv	veiligheidsmaatregel/noun	getuige/noun	zolang/comp	capitulatie/noun
kamer/noun	0.8532017	0.95628524	0.85666823	0.9417627	0.9082182	0.86311877	0.88971186	0.93694043	0.854738	0.9050266	0.0	0.8977987	0.8536389	0.9055386	0.8854476	0.93579596	0.923176	0.8711648	0.911059	0.90265375	0.9364541	0.8962778	0.9245845	0.881154	0.8910745	0.9196529	0.7302685	0.9143043	0.895481	0.9106214	0.8993255	0.9172815	0.91170466	0.93482983	0.93035465	0.8836985	0.8596366	0.9184032	0.89090765	0.9313712	0.96448594	0.92015964	0.91961753	0.91140693	0.8489146	0.8623606	0.9131976	0.8892143	0.84683216	0.9167385	0.9346292	0.7472347	0.8804301	0.9035649	0.92046326	0.8449774	0.869288	0.9153694	0.8423934	0.80466694	0.9246887	0.9312517	0.78305805	0.8574488	0.90856284	0.86093974	0.96238434	0.82621276	0.8983482	0.9036648	0.9422978	0.91062087	0.94501394	0.9501013	0.8545499	0.92103446	0.9232542	0.85785496	0.92131734	0.8732743	0.916646	0.7945787	0.9069017	0.9262178	0.9264739	0.9210879	0.8572643	0.94668984	0.9037356	0.7546453	0.92352694	0.9184844	0.87476546	0.82106906	0.79327846	0.89264435	0.9136047	0.96007496	0.9211763	0.95423126	0.9081184	0.90327793	0.90677	0.88155246	0.91069543	0.87177444	0.8721098	0.81165767	0.89696795	0.90794635	0.86466384	0.8092861	0.9180285	0.89236736	0.9514568	0.90611106	0.90876514	0.88167644	0.8816517	0.8726964	0.9326841	0.78429854	0.90601027	0.91279334	0.88366055	0.8828746	0.9367898	0.8839115	0.864964	0.89640474	0.8923117	0.9108677	0.82790565	0.90171474	0.8924563	0.9488143	0.89424914	0.87863624	0.89933383	0.80949074	0.83130705	0.83717746	0.9301248	0.8214421	0.87698525	0.73351467	0.9217741	0.90932053	0.98033047	0.9433061	0.9329072	0.92089164	0.88837963	0.95083845	0.94064766	0.9246302	0.8465939	0.857446	0.9163492	0.86443245	0.88185894	0.8874153	0.8478546	0.91863966	0.9275009	0.84278166	0.9351199	0.8937938	0.8919935	0.9121763	0.85953563	0.89181226	0.9244178
uitdrukkelijk/adj	0.84182006	0.831752	0.88034385	0.8646209	0.8196388	0.7991064	0.74722964	0.939669	0.86687887	0.86083144	0.8977987	0.0	0.777872	0.6925811	0.9280431	0.7329333	0.70058125	0.7817263	0.8077955	0.6937418	0.7384542	0.7802785	0.7917866	0.8787663	0.7800734	0.8568229	0.9276699	0.6832831	0.7756494	0.6334741	0.73189044	0.76401067	0.7876214	0.8083592	0.8136628	0.8243315	0.7859465	0.6962839	0.7818307	0.8776201	0.78017884	0.7602503	0.74602705	0.8235675	0.81690854	0.7284747	0.7635856	0.88265646	0.7576404	0.77107346	0.66947293	0.78923833	0.8948902	0.6667745	0.7099885	0.8347372	0.7671601	0.7380841	0.6733582	0.8186219	0.72537315	0.74999124	0.8824588	0.8549812	0.7896212	0.74463254	0.715667	0.8176858	0.9036757	0.7633802	0.78846735	0.72130316	0.8737641	0.8434992	0.6914598	0.82970536	0.8021838	0.8769016	0.7522366	0.69337356	0.7392189	0.728247	0.6629982	0.74838936	0.69192505	0.6996182	0.7133383	0.8281175	0.8811206	0.80523205	0.7032509	0.748092	0.87422514	0.85442567	0.89348936	0.793093	0.74110633	0.69876945	0.7293988	0.91237026	0.88798165	0.8323157	0.7994195	0.83349055	0.738399	0.7007122	0.7489451	0.87513417	0.9503362	0.8904068	0.82745874	0.80708295	0.90950125	0.8502991	0.8836939	0.71779263	0.64749575	0.68616354	0.7195328	0.77008516	0.79370826	0.8708855	0.8136001	0.6932758	0.847036	0.84082454	0.8341729	0.81824493	0.7903172	0.7104446	0.82399416	0.8675603	0.79705805	0.74417543	0.85549384	0.73409367	0.8307265	0.8158901	0.88385	0.91397375	0.8866914	0.8955864	0.76257217	0.7859715	0.90751284	0.83068943	0.7951039	0.8679957	0.95870745	0.8019462	0.8122579	0.7121158	0.8551445	0.8947612	0.8260973	0.6297425	0.91895413	0.86231357	0.5599197	0.8531474	0.78315127	0.6825993	0.7490945	0.72617877	0.8161577	0.7755418	0.7553776	0.75895166	0.7694568	0.78414404	0.80974096	0.7148918	0.824952
door/prep	0.89275783	0.87539357	0.83245695	0.8135897	0.76398176	0.6969868	0.80597746	0.9183521	0.8997752	0.8556441	0.8536389	0.777872	0.0	0.8050779	0.9333021	0.8027097	0.78345716	0.7411797	0.80177355	0.7969906	0.8191542	0.8272161	0.8466613	0.7626569	0.84229094	0.85799557	0.8793421	0.7901674	0.8148939	0.75246686	0.7769941	0.8088138	0.8187206	0.7988474	0.831524	0.8876285	0.79002005	0.7810318	0.80718106	0.8646117	0.8169582	0.834723	0.8279565	0.8490627	0.6569022	0.7014383	0.81653404	0.79026484	0.7454215	0.7551011	0.80043566	0.68568176	0.853288	0.7828127	0.77164835	0.81390387	0.70826495	0.7613871	0.7189492	0.74728036	0.8083391	0.8201108	0.7467226	0.9060452	0.86979115	0.75498676	0.8523911	0.7521385	0.8124871	0.7626121	0.7683297	0.75790167	0.88072765	0.7844844	0.78903747	0.89245445	0.89921343	0.89747924	0.7942248	0.70077085	0.8530688	0.7180958	0.7707721	0.7608503	0.778349	0.78802913	0.7986026	0.78371364	0.87747025	0.7984156	0.7461225	0.8084446	0.84322774	0.8507195	0.7410948	0.8420558	0.74731475	0.7783226	0.7622136	0.89880216	0.79598856	0.8757596	0.86111104	0.81265277	0.7891782	0.7574813	0.78502774	0.7205993	0.91342103	0.88963675	0.78635216	0.7602192	0.8804568	0.8451837	0.8683165	0.844941	0.79338413	0.8167552	0.7983703	0.77962434	0.8505678	0.7791635	0.769346	0.745752	0.7848118	0.810424	0.8491222	0.8154969	0.82043445	0.80311525	0.65084606	0.8448476	0.7644129	0.8116086	0.78793526	0.80756015	0.8378829	0.78607	0.8056233	0.85404813	0.85116625	0.78601253	0.8028229	0.7475271	0.875335	0.7193823	0.7834486	0.86196893	0.93250483	0.87420356	0.80009687	0.7444408	0.843085	0.8260025	0.8829287	0.73428583	0.88092273	0.8832204	0.7496532	0.8578015	0.7383768	0.71778536	0.77608347	0.76185125	0.88929754	0.6453774	0.79420096	0.84512347	0.853493	0.7754997	0.7287166	0.7529598	0.7970225
standpunt/noun	0.82729304	0.8187062	0.8522545	0.8359511	0.8187692	0.8165341	0.72798264	0.96537805	0.8442127	0.881491	0.9055386	0.6925811	0.8050779	0.0	0.95946544	0.6846833	0.53313625	0.78543365	0.8344599	0.6975342	0.75143635	0.7796358	0.80737615	0.93535763	0.8217838	0.8836416	0.942925	0.73010886	0.7895928	0.6885259	0.7396399	0.5767767	0.6441433	0.72472894	0.7784716	0.82762486	0.79458386	0.61482084	0.79340386	0.91307545	0.77518123	0.7016722	0.7890031	0.86646664	0.83565974	0.79593796	0.8011261	0.8937329	0.87052846	0.7387961	0.7206668	0.8296067	0.89631075	0.7201235	0.6895398	0.8558421	0.8137568	0.7642418	0.7287609	0.8519672	0.59655064	0.57542336	0.89961165	0.88115036	0.7253314	0.8125422	0.73513263	0.88244516	0.88975734	0.83276796	0.7537332	0.7032244	0.7969537	0.88673306	0.80626845	0.80551195	0.8137647	0.8774784	0.5075866	0.8092639	0.67551726	0.79703784	0.67455816	0.6984998	0.73343	0.72599375	0.7971077	0.88699174	0.91604555	0.8255281	0.75352377	0.71849334	0.8136798	0.7727442	0.9053987	0.52562535	0.7402721	0.7259339	0.6897503	0.94670945	0.92943966	0.8300462	0.7711731	0.88303494	0.6879562	0.7731184	0.52554595	0.91200435	0.9685619	0.9475962	0.8739781	0.84314495	0.92559636	0.86821216	0.8687392	0.70850545	0.7365523	0.7340067	0.71218085	0.7657764	0.81456554	0.8986193	0.7657717	0.6723025	0.8501116	0.8633611	0.8273952	0.7920568	0.87008405	0.7129892	0.9001907	0.87799734	0.82585514	0.64081615	0.8623794	0.75231373	0.79623514	0.80464244	0.9053756	0.906955	0.91482854	0.9228904	0.80040616	0.7936294	0.93828696	0.8839132	0.8195561	0.8865351	0.97773457	0.83677316	0.8544475	0.7412945	0.85160166	0.93090457	0.81079364	0.6400149	0.9448126	0.89832664	0.6744747	0.86674637	0.87782717	0.6988481	0.80731845	0.6607976	0.874358	0.8490716	0.77995133	0.83777934	0.8080032	0.77477485	0.8938755	0.7421483	0.8150455
probatie_uitstel/noun	0.97668856	0.92262304	0.97592205	0.9749083	0.845042	0.9636983	0.7853302	0.9422381	0.9535547	0.8982763	0.8854476	0.9280431	0.9333021	0.95946544	0.0	0.9191788	0.94722426	0.9172616	0.9241718	0.9520786	0.9268565	0.959163	0.9350074	0.8875567	0.9186316	0.8297675	0.8448189	0.9308639	0.959006	0.9331197	0.94267017	0.9259572	0.9471489	0.97154063	0.95232123	0.9661455	0.9509802	0.943464	0.8829469	0.92310935	0.92077595	0.9447268	0.9280176	0.9156428	0.92204237	0.8875944	0.939791	0.9774996	0.8963936	0.87045854	0.940001	0.95413196	0.9472421	0.9422428	0.9254696	0.931665	0.8987899	0.94978094	0.9008576	0.96540093	0.9015688	0.9491502	0.9427133	0.9803867	0.9710368	0.9555518	0.98145705	0.7343897	0.8649822	0.94483525	0.93714696	0.9577049	0.96434546	0.9372723	0.9604151	0.96809703	0.95711815	0.9707609	0.9547943	0.8939106	0.9351151	0.92777586	0.928834	0.92702484	0.8834215	0.9331301	0.81524944	0.95637876	0.94415087	0.94044614	0.9465966	0.95396	0.9660776	0.926315	0.96960014	0.9705305	0.90869075	0.9581231	0.90756977	0.8471495	0.9660205	0.9674828	0.96394366	0.95768136	0.94881666	0.89652663	0.9450484	0.9160112	0.9002403	0.9175408	0.9112322	0.9058171	0.91689867	0.9165872	0.9516931	0.9430686	0.9370057	0.9602282	0.8860006	0.7057873	0.9464435	0.9619655	0.97740346	0.9657737	0.9603061	0.95714843	0.92122966	0.95983577	0.7125751	0.9310588	0.76356864	0.944116	0.96068406	0.9522314	0.9496469	0.95862645	0.95670116	0.97458464	0.95344365	0.9723423	0.8560639	0.9186869	0.9460419	0.9331572	0.8948799	0.91176516	0.958899	0.9104113	0.93909246	0.9354173	0.92209744	0.9411026	0.9819322	0.949478	0.9696362	0.9610017	0.8101282	0.8809905	0.9231505	0.9012735	0.9377525	0.8654598	0.9157871	0.9385903	0.97177106	0.8768977	0.92539793	0.8253399	0.94600713	0.93949133	0.86681587	0.95125836	0.94815856
maatregel/noun	0.9030747	0.82707494	0.92150944	0.84809035	0.82796055	0.84017456	0.73607755	0.96867883	0.8295227	0.8924578	0.93579596	0.7329333	0.8027097	0.6846833	0.9191788	0.0	0.5543431	0.83683085	0.82464254	0.7101269	0.62243223	0.82055324	0.61332583	0.9128525	0.84662414	0.8251903	0.9223966	0.52467954	0.828553	0.7509755	0.78294635	0.7724349	0.86703503	0.8759	0.8621599	0.7740389	0.82511514	0.6607808	0.8059087	0.8777127	0.83258617	0.58649254	0.70288014	0.77160466	0.78126895	0.69964945	0.7907791	0.826802	0.76326144	0.75822186	0.6522879	0.83677375	0.92294633	0.6174402	0.69101477	0.6965271	0.8319636	0.7371071	0.7295512	0.8673257	0.7100571	0.5871018	0.89859486	0.88752127	0.781661	0.7878388	0.7394673	0.8426571	0.8637576	0.70345426	0.70965475	0.7601939	0.87329507	0.7427608	0.6380302	0.8497186	0.8119769	0.8526651	0.7110571	0.64428496	0.62102795	0.71187776	0.56006837	0.72958493	0.528345	0.6755892	0.8255482	0.9227935	0.9107705	0.84262276	0.77867883	0.7921251	0.90249294	0.902085	0.91957617	0.84762216	0.6521892	0.81107557	0.7591121	0.9533362	0.9508265	0.8190964	0.87667173	0.88342196	0.739488	0.78226763	0.7842796	0.9410465	0.9402968	0.9473329	0.91723186	0.8249152	0.9271149	0.86707747	0.843604	0.82276815	0.56814766	0.7724774	0.7237507	0.70361245	0.855271	0.8767322	0.8309277	0.7849242	0.86363935	0.92252624	0.8460741	0.8344732	0.8436195	0.40335494	0.784671	0.882122	0.8147895	0.5462142	0.86815953	0.6999688	0.8069987	0.83421946	0.92837524	0.90096885	0.896534	0.9275369	0.8079126	0.7929641	0.9399051	0.8697194	0.81666815	0.898302	0.98409355	0.7378032	0.6991184	0.78558445	0.84785736	0.92033356	0.7662058	0.6566467	0.91095567	0.86321664	0.69338536	0.84624356	0.7989826	0.7712618	0.85598457	0.7454512	0.9041221	0.83664507	0.6653868	0.7728568	0.7613277	0.4651237	0.8800473	0.7208247	0.87496066
besluit/noun	0.9015473	0.83526325	0.91979903	0.79166555	0.76821506	0.87674874	0.54532015	0.90221965	0.8333312	0.76547396	0.923176	0.70058125	0.78345716	0.53313625	0.94722426	0.5543431	0.0	0.81890893	0.8158761	0.69517314	0.6942104	0.69109315	0.6959865	0.84427726	0.7233235	0.78752506	0.90386075	0.58421075	0.726362	0.6919994	0.73509383	0.5791027	0.8366519	0.82874256	0.8114614	0.838325	0.8285216	0.5938676	0.6962056	0.85848886	0.72571105	0.7107069	0.68544114	0.74322236	0.81770474	0.7204207	0.63810027	0.8942785	0.7541028	0.71253586	0.6545316	0.7976786	0.87118685	0.56699264	0.48401082	0.77656484	0.73290336	0.7384509	0.7245984	0.83097327	0.47181463	0.26628488	0.8582481	0.8969327	0.7504708	0.82084453	0.6865894	0.83221906	0.8320134	0.78298354	0.7370768	0.76136804	0.73809826	0.76279455	0.78024656	0.85468674	0.83144593	0.8587105	0.6790012	0.683432	0.6419169	0.7401763	0.57325494	0.70742273	0.59918654	0.6841825	0.66534424	0.8294874	0.8899086	0.83238274	0.71111614	0.66102725	0.89379793	0.8665648	0.9098458	0.7822276	0.7269728	0.7029555	0.6881207	0.91787434	0.9334091	0.8773794	0.8439103	0.8319555	0.6261749	0.6380544	0.7361896	0.84423757	0.9476968	0.91803557	0.8705553	0.79475653	0.9114944	0.74294436	0.7516912	0.7921352	0.5968126	0.6862391	0.5618495	0.69546545	0.77931404	0.8529192	0.8145725	0.74494237	0.79156	0.85782343	0.8570002	0.83386904	0.7721216	0.61030257	0.80240816	0.86706835	0.80435276	0.52545106	0.8493494	0.6171056	0.8360344	0.88663507	0.92739576	0.8833878	0.90677965	0.8815353	0.74555814	0.7851246	0.9030523	0.9197341	0.8038926	0.7736075	0.97945666	0.7775576	0.74509925	0.6772551	0.88378763	0.8857845	0.8129336	0.61323935	0.9053728	0.8524799	0.53466153	0.75841343	0.8507863	0.6061268	0.7862861	0.7107645	0.892056	0.6996983	0.6442394	0.74898374	0.84800696	0.75802296	0.8661834	0.7144548	0.79285324
getuigenis/noun	0.85434693	0.8461163	0.82932746	0.8201736	0.54529345	0.7985307	0.7352283	0.94404453	0.9046412	0.88669425	0.8711648	0.7817263	0.7411797	0.78543365	0.9172616	0.83683085	0.81890893	0.0	0.8191802	0.78272915	0.87109137	0.8333333	0.90445155	0.8634119	0.86600137	0.91010344	0.8707778	0.8192686	0.85427326	0.7568797	0.8700767	0.7287358	0.7816898	0.83303565	0.901077	0.8961331	0.6726028	0.8071451	0.8115819	0.8990587	0.857257	0.85724324	0.8370352	0.8565425	0.79438066	0.7800768	0.8943913	0.90158015	0.84613407	0.62731695	0.8690295	0.7959678	0.88563836	0.84746623	0.81294805	0.87053776	0.76482725	0.8727906	0.75312316	0.8228507	0.7135613	0.80509746	0.8655053	0.89436746	0.86904377	0.80413043	0.8826685	0.6682733	0.86895204	0.8250055	0.8581837	0.78385127	0.853135	0.90192723	0.8449453	0.8645463	0.8846197	0.91308033	0.7793033	0.8303219	0.8375244	0.84463763	0.8143215	0.6488441	0.8591443	0.7731544	0.75112414	0.79581213	0.8979491	0.82574123	0.81800884	0.87290776	0.61320746	0.83217144	0.8474998	0.7807077	0.7608124	0.8153634	0.5391314	0.8794678	0.78790367	0.801508	0.7724825	0.8806731	0.7532001	0.7872656	0.7121703	0.83598155	0.9366436	0.9015736	0.80356145	0.7765956	0.90559995	0.8776859	0.87607765	0.8349112	0.8379723	0.6937201	0.74928916	0.72391784	0.7858032	0.8743961	0.6893034	0.77444744	0.8655893	0.83510935	0.87967277	0.8268962	0.802629	0.84546435	0.78515255	0.8950767	0.8607734	0.8640474	0.84454787	0.90106857	0.8301444	0.82583004	0.85781074	0.9089552	0.8571809	0.8504809	0.80317	0.7826506	0.8796778	0.8257733	0.7900361	0.8972916	0.94767237	0.83498037	0.8684285	0.7992399	0.8491199	0.9197172	0.85192335	0.8301472	0.9125037	0.8640709	0.7969711	0.8543777	0.74941945	0.7602723	0.7915703	0.6071607	0.85975134	0.79228115	0.85666114	0.80633044	0.8231698	0.80161893	0.5344099	0.84848493	0.8513293
patent/noun	0.8666466	0.8749899	0.8939544	0.86834276	0.8433641	0.83785295	0.8347014	0.94248724	0.84200716	0.9227484	0.911059	0.8077955	0.80177355	0.8344599	0.9241718	0.82464254	0.8158761	0.8191802	0.0	0.7945877	0.8568223	0.86500406	0.83628124	0.8833201	0.8475296	0.8689946	0.90447265	0.8060194	0.88935834	0.8366391	0.81564605	0.8664677	0.85902107	0.8797326	0.90900564	0.8335459	0.8290083	0.7967134	0.8274837	0.8191548	0.8982828	0.78358257	0.8203031	0.8579503	0.7968498	0.7941446	0.827635	0.86568415	0.8672168	0.84567815	0.8433058	0.8442961	0.9120497	0.79032737	0.85440004	0.80878437	0.86406374	0.81411064	0.79154074	0.8484292	0.84760034	0.8465262	0.87777156	0.85333395	0.8946722	0.788072	0.9049106	0.86283594	0.8725785	0.78491527	0.81658465	0.7774435	0.8852183	0.8062016	0.80899477	0.8596674	0.8556883	0.8870692	0.83125484	0.81617934	0.82864106	0.8397163	0.73109806	0.82012063	0.7493907	0.8198687	0.86089325	0.84706503	0.92001283	0.83686894	0.8853241	0.86948824	0.85888964	0.86680925	0.901989	0.8827876	0.8387006	0.8649002	0.81981087	0.9270574	0.86906785	0.8486457	0.8770252	0.90306497	0.85933673	0.7891147	0.84020674	0.8895292	0.9210587	0.9035286	0.87258977	0.7601066	0.89502984	0.91696423	0.87245	0.891619	0.76737684	0.8820584	0.82180935	0.8372563	0.880488	0.87344944	0.8225183	0.8408231	0.88903093	0.88572395	0.86393064	0.82091004	0.88397	0.78376436	0.85428005	0.8559361	0.8275417	0.8489482	0.89742404	0.86006737	0.8357183	0.8160795	0.86236167	0.888415	0.8623371	0.9157399	0.8413399	0.81072545	0.9110493	0.8179883	0.86308384	0.92550665	0.9539233	0.8354549	0.8594824	0.86987877	0.8521804	0.8766556	0.85225844	0.824299	0.8903343	0.83242	0.7939531	0.89155924	0.7828543	0.8537866	0.83496577	0.8258181	0.88396055	0.8387487	0.8385908	0.8419439	0.82550836	0.816819	0.8610581	0.8140906	0.86060095
overigens/adv	0.67574024	0.8798711	0.81350744	0.7750356	0.79158497	0.82291794	0.74153703	0.94514704	0.74996233	0.8930852	0.90265375	0.6937418	0.7969906	0.6975342	0.9520786	0.7101269	0.69517314	0.78272915	0.7945877	0.0	0.7745361	0.7990763	0.78932774	0.86929667	0.85401654	0.87776583	0.89407957	0.7291145	0.8226961	0.68092155	0.804431	0.7115064	0.7836988	0.75476897	0.8402519	0.6008732	0.7279662	0.70067847	0.80008966	0.86096185	0.7831008	0.7148551	0.7764817	0.8337354	0.73587394	0.63884133	0.81081027	0.8238965	0.8165095	0.739761	0.7211243	0.81582236	0.88428247	0.7939298	0.7341783	0.8187943	0.8537295	0.68365014	0.6494472	0.82587934	0.68802345	0.7557043	0.8847405	0.80139756	0.8435272	0.6707214	0.8099354	0.79875314	0.80715144	0.7723061	0.80268985	0.4595332	0.7812518	0.7785295	0.77124107	0.504706	0.6221131	0.75136364	0.710145	0.7707006	0.7662242	0.7989534	0.7187022	0.6922462	0.7460995	0.4100377	0.77458626	0.876724	0.8942186	0.74414843	0.7978675	0.8282593	0.78077644	0.8284448	0.8694942	0.72304666	0.73253155	0.7776426	0.69764304	0.9185019	0.89001495	0.5547575	0.75348353	0.8757373	0.7076206	0.79729617	0.71510375	0.88058466	0.9232964	0.88900435	0.8520141	0.6954311	0.895835	0.87796414	0.78254616	0.7871814	0.7468988	0.7855303	0.750369	0.78958845	0.7905752	0.8670968	0.7704113	0.74357104	0.8200341	0.8439408	0.86826056	0.7371123	0.8570976	0.7063031	0.83239317	0.8384019	0.80555296	0.7641504	0.8575408	0.81223875	0.5814107	0.7031278	0.898564	0.84489095	0.8709826	0.8884691	0.75530374	0.73793113	0.8630114	0.83982664	0.77170724	0.89451575	0.95962286	0.66250396	0.8397133	0.7452778	0.87191725	0.8700968	0.5803387	0.77928036	0.89010847	0.7541163	0.6515506	0.8370038	0.8111308	0.73499715	0.7035929	0.6649207	0.7779786	0.8160832	0.8115412	0.8199158	0.59152424	0.7522363	0.82704574	0.69473934	0.8515786
afschaffing/noun	0.91374123	0.8741372	0.9364257	0.91147083	0.8493508	0.8695566	0.82301867	0.95137805	0.8843659	0.89919895	0.9364541	0.7384542	0.8191542	0.75143635	0.9268565	0.62243223	0.6942104	0.87109137	0.8568223	0.7745361	0.0	0.8465502	0.41052884	0.8977268	0.862552	0.8495877	0.9442422	0.6263368	0.81143177	0.81106204	0.7816588	0.8450358	0.8518186	0.8248049	0.83355355	0.8288182	0.86669105	0.72503203	0.8245392	0.9023043	0.88604003	0.761137	0.65704733	0.8381324	0.7869276	0.75786245	0.80419314	0.8999593	0.83276945	0.85458016	0.72722334	0.8717218	0.93525386	0.6798046	0.6735439	0.7552904	0.86580575	0.76584405	0.7780491	0.8716393	0.7948901	0.7645332	0.91124445	0.9425325	0.8097512	0.8127867	0.7930292	0.885689	0.9052412	0.7752311	0.7262939	0.8028595	0.87126493	0.7704809	0.76900667	0.89516515	0.9040756	0.89578575	0.7680883	0.69383264	0.765038	0.75494224	0.71987855	0.83181506	0.58230114	0.77771926	0.8455937	0.9141673	0.922883	0.90657043	0.8293596	0.7245016	0.95310134	0.8438007	0.9205452	0.86466223	0.807909	0.811058	0.85239303	0.9458405	0.94233155	0.9023738	0.92177576	0.9079313	0.84486514	0.8005661	0.8160369	0.92334366	0.93406785	0.9293829	0.8955731	0.85654736	0.93046796	0.8902717	0.8930024	0.7949844	0.6637435	0.8550953	0.7746094	0.7944132	0.8942559	0.91093946	0.8750218	0.79107267	0.8660225	0.8929483	0.897181	0.8505094	0.8722583	0.58404887	0.8184419	0.9171241	0.80173254	0.7215397	0.8639883	0.75267583	0.8841395	0.871683	0.9369673	0.9304337	0.92568356	0.9266755	0.8116804	0.84264326	0.93526345	0.8502282	0.8583937	0.9057747	0.9704292	0.82146275	0.7640565	0.7787537	0.88520956	0.92732406	0.8471234	0.70486784	0.93913114	0.881932	0.72608626	0.88803285	0.82318723	0.7902372	0.89179766	0.82993466	0.9320334	0.86668974	0.7367505	0.80455816	0.8463944	0.8028565	0.91627157	0.7767095	0.8327742
vandaag/adv	0.89109266	0.7976744	0.9099828	0.73966557	0.8517435	0.8913184	0.7598936	0.5572427	0.78747106	0.42377764	0.8962778	0.7802785	0.8272161	0.7796358	0.959163	0.82055324	0.69109315	0.8333333	0.86500406	0.7990763	0.8465502	0.0	0.85801864	0.7735788	0.76871824	0.84776217	0.72652024	0.7751825	0.7646178	0.76074237	0.7933352	0.83042365	0.9114068	0.8482453	0.83985174	0.86822104	0.87163985	0.8123068	0.82902664	0.84071785	0.7405031	0.9122904	0.8353001	0.8592699	0.88888305	0.8614545	0.7191062	0.8620943	0.79203266	0.81766737	0.7182244	0.7861113	0.88261175	0.8052768	0.74775994	0.8555256	0.8118962	0.80582273	0.8034614	0.83755195	0.746402	0.7834132	0.72710156	0.90924966	0.8365748	0.8844284	0.7166681	0.86264896	0.6888193	0.8681886	0.76337814	0.81533724	0.78318644	0.7977456	0.848508	0.8810638	0.8907906	0.8385873	0.8373202	0.8171935	0.8078859	0.80357933	0.81625247	0.7836336	0.8169334	0.8169929	0.7590207	0.8282009	0.7729994	0.85623145	0.77488405	0.75921434	0.91379666	0.8749982	0.8585449	0.8804617	0.81668776	0.76021665	0.8155272	0.8831692	0.88137853	0.90124625	0.9116402	0.8343857	0.7209443	0.7468621	0.84131396	0.8252188	0.85640264	0.7962044	0.8788282	0.75135565	0.85624844	0.36307555	0.69804525	0.7835926	0.85646415	0.72438765	0.78492546	0.86548615	0.84650993	0.7638652	0.82614285	0.802845	0.54260933	0.8546784	0.8857519	0.8955085	0.76880276	0.8468021	0.85387945	0.8815044	0.8057255	0.7684748	0.8267421	0.7629866	0.8886546	0.8843804	0.8433232	0.80827034	0.842358	0.65868354	0.762548	0.6988405	0.7867569	0.8813897	0.8794233	0.41382068	0.94000745	0.7836398	0.7369808	0.75758266	0.87745124	0.853491	0.8915958	0.7112311	0.77218795	0.83369464	0.6994318	0.5082259	0.80406547	0.35891277	0.79480696	0.8312921	0.8667738	0.6658709	0.7777599	0.8450109	0.870838	0.8018782	0.86153567	0.80804896	0.7904423
