	A./name	Arafat/name	Bill/name	Blatter/name	Bush/name	Dierckxsens/name	EADS/name	Europees/name	Europese/name	Fortuyn/name	Groen/name	Hof/name	Hooggerechtshof/name	Lagos/name	Leterme/name	Lodewijk/name	NIOD/name	Ray/name	Roe/name	Volkscongres/name	Wahid/name	aankoop/noun	aantijging/noun	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	al/comp	alles/noun	altijd/adv	amnestie_wet/noun	arrest/noun	bekentenis/noun	belofte/noun	benoeming/noun	beschuldiging/noun	beslissing/noun	besluit/noun	bestuur_accoord/noun	bevel/noun	bewering/noun	bezwaar/noun	bond/noun	boycot/noun	braaf/adj	brief/noun	bron/noun	capitulatie/noun	daarmee/pp	daarna/adv	daarna/pp	dag/noun	dan/adv	dat/det	decreet/noun	deels/adv	definitief/adj	desnoods/adv	die/det	dinsdag/noun	dit/det	doodvonnis/noun	door/prep	dus/adv	duur_voort/adj	echter/adv	eerste/num	eventueel/adj	fatwa/noun	federatie/noun	formeel/adj	geleden/adj	getuige/noun	getuigenis/noun	gisteren/adv	haastig/adj	half/adj	het/det	hij/pron	hoewel/comp	hof/noun	ijlings/adv	in_vrijheid_stelling/noun	inderdaad/adv	inmiddels/adv	intussen/adv	invoering/noun	jaar_cijfer/noun	kamer/noun	laat/adj	maal/noun	maandag/noun	maar/vg	maatregel/noun	mededeling/noun	mening/noun	min/adv	minister/noun	mogelijk/adj	na/prep	nadat/comp	niet/adv	nieuws/noun	noch/vg	nooit/adv	nu/adv	of/vg	om/comp	om/prep	omdat/comp	onder/adv	onmiddellijk/adj	ontslag/noun	ook/adv	oordeel/noun	overigens/adv	overname/noun	overtuiging/noun	passage/noun	patent/noun	plan/noun	plots/adj	probatie_uitstel/noun	publiekelijk/adj	rechtbank/noun	refs/noun	regel/noun	regeling/noun	regering/noun	richtlijn/noun	scheidsrechter/noun	schielijk/adj	schoon_vader/noun	schorsing/noun	snel/adj	staking/noun	standpunt/noun	stap/adv	steeds/adv	stelling/noun	stellingname/noun	stem/noun	toekenning/noun	toen/comp	uitdrukkelijk/adj	uitgeweken/adj	uitslag/noun	uitspraak/noun	vandaag/adv	veiligheidsmaatregel/noun	verbod/noun	verdachte/noun	vergissing/noun	verhaal/noun	verklaring/noun	veroordeling/noun	vervolgens/adv	vonnis/noun	waarschuwing/noun	week/noun	weekeinde/noun	weer/adv	wegens/prep	wet/noun	wetswijziging/noun	woensdag/noun	woord/noun	woordvoerder/noun	zaterdag/noun	ze/pron	zij/pron	zolang/comp	zondag_avond/noun
vandaag/adv	0.8130342	0.7668166	0.82791346	0.831581	0.6493193	0.9361638	0.7029527	0.68656194	0.68374515	0.8893056	0.85646427	0.63171077	0.6282394	0.84453154	0.7041672	0.9002955	0.8331023	0.96694475	0.7394525	0.502874	0.49971735	0.7906915	0.7483661	0.5937584	0.82322824	0.7981621	0.9113994	0.90554374	0.9594884	0.9302776	0.7274218	0.6303439	0.8390175	0.7039596	0.51023746	0.6884379	0.5899084	0.4756093	0.9337036	0.65112114	0.75636727	0.6302297	0.7023853	0.8011962	0.87814224	0.7200042	0.7885873	0.84033084	0.6613264	0.8625041	0.8438426	0.6974554	0.88825816	0.85452354	0.6382554	0.90639484	0.58370185	0.6537986	0.8377631	0.32681024	0.80589175	0.74222165	0.6094599	0.8727038	0.8843026	0.6154121	0.767786	0.7999848	0.84179175	0.691442	0.59703875	0.8243254	0.78796005	0.8038668	0.27043772	0.8178618	0.854017	0.5980653	0.88948196	0.7088164	0.66245824	0.77276456	0.8432032	0.8234686	0.8041805	0.68991613	0.7592207	0.6274623	0.78383994	0.7748866	0.84473026	0.25771022	0.9394241	0.7795639	0.61294883	0.8106972	0.73672223	0.57497585	0.8165066	0.6748966	0.3903957	0.9407613	0.7129141	0.71659464	0.9227158	0.82278913	0.95779735	0.79558134	0.7154553	0.7772281	0.86661077	0.7559316	0.56253386	0.93879557	0.6007885	0.69531524	0.7421484	0.89638096	0.8281976	0.8797213	0.7614545	0.8329313	0.89774096	0.8241329	0.66666365	0.8323962	0.87182724	0.8207412	0.53263175	0.69491065	0.8016056	0.831221	0.9382024	0.7968935	0.8808565	0.6760893	0.66260844	0.96740836	0.8264654	0.8386367	0.7170824	0.6781365	0.8641061	0.7627985	0.69320595	0.885321	0.571327	0.5372547	0.0	0.70747113	0.6187233	0.81136143	0.8610989	0.9695187	0.6903769	0.6827437	0.83193743	0.63737625	0.633632	0.45952624	0.67829835	0.9257437	0.67906016	0.8237396	0.7976434	0.3424284	0.89428204	0.5923897	0.6658801	0.9548918	0.8860935	0.6884945	0.6833964
veiligheidsmaatregel/noun	0.81830716	0.7529113	0.8131271	0.86672455	0.75684404	0.9336851	0.8933439	0.8529657	0.77324235	0.8412601	0.8999845	0.765262	0.7899726	0.8764422	0.8204405	0.9417237	0.82557356	0.88584626	0.9996572	0.6705247	0.5692971	0.776819	0.8021607	0.84197795	0.63003063	0.7910971	0.813011	0.92349046	0.85526425	0.8779219	0.8783282	0.8355313	0.7005408	0.8781548	0.7621466	0.73656446	0.68487823	0.62064505	0.8933685	0.81338465	0.8377894	0.692882	0.7513689	0.62552977	0.8126792	0.7589381	0.861056	0.8705477	0.86261815	0.7365182	0.8976523	0.8218752	0.91721886	0.872564	0.74096	0.8941306	0.7464073	0.77237976	0.81096107	0.80158705	0.8800051	0.7684899	0.7103651	0.9409661	0.78631943	0.8092947	0.8290001	0.6543571	0.86013556	0.87844527	0.6162379	0.9340703	0.78363425	0.8812707	0.6590482	0.8240632	0.8137066	0.7985115	0.7944522	0.8827789	0.7442484	0.80993426	0.5864289	0.8907345	0.9042529	0.89149076	0.65937024	0.8138716	0.77245766	0.83607846	0.86572045	0.7241206	0.92060626	0.525614	0.75001115	0.7240975	0.9019157	0.77559173	0.74360454	0.691108	0.66719663	0.81310374	0.7955148	0.82112396	0.87521255	0.97562885	0.78570575	0.81551003	0.7738152	0.795859	0.69965976	0.61220896	0.5696795	0.87428516	0.8164569	0.81498855	0.7073581	0.9125374	0.90553945	0.7665742	0.7554151	0.893347	0.752708	0.7449794	0.73374707	0.84185386	0.6974106	0.65256584	0.721791	0.7025286	0.7347136	0.84522504	0.78785384	0.6764622	0.7948768	0.57681227	0.7537066	0.9648219	0.8554145	0.8993989	0.84720045	0.75219166	0.85527	0.90307534	0.676105	0.8297045	0.7491393	0.7108693	0.70747113	0.0	0.6111134	0.602861	0.8068146	0.94493926	0.8076457	0.63127774	0.85947186	0.7629543	0.62802565	0.78262365	0.7908746	0.8385884	0.6648617	0.6442577	0.6470945	0.75083125	0.88968533	0.7944582	0.83859336	0.82611156	0.7803632	0.8080161	0.84572226
verbod/noun	0.9069086	0.6699933	0.8645444	0.82965875	0.6756799	0.9752686	0.86896026	0.50683135	0.54698557	0.85292864	0.86353177	0.50771284	0.50562215	0.9697788	0.82028735	0.86344856	0.9016861	0.97406006	0.7022706	0.63919747	0.6444949	0.694387	0.7471957	0.9093077	0.45206004	0.5856255	0.9043421	0.86545783	0.8556827	0.9029909	0.6790924	0.45318812	0.82629335	0.74188936	0.44543892	0.6621095	0.49106127	0.29723334	0.7732073	0.49307132	0.6919346	0.3907702	0.6746397	0.5420076	0.89277756	0.8216689	0.8194756	0.8236288	0.5800353	0.8008462	0.82777935	0.93258524	0.88208336	0.7420026	0.4539023	0.84982693	0.64117783	0.43580234	0.8028097	0.75231755	0.717438	0.6012779	0.54896164	0.8696675	0.84768814	0.45835656	0.8923234	0.5806978	0.7027359	0.5147382	0.5337989	0.89176124	0.76492214	0.7632139	0.514723	0.7831332	0.9684729	0.530423	0.84612083	0.61342883	0.5884805	0.8258703	0.60264283	0.85150665	0.7756438	0.8107665	0.40369827	0.87525	0.8138143	0.8878137	0.82315356	0.7308905	0.88692796	0.37987798	0.6843675	0.7406243	0.8477541	0.6773012	0.6016893	0.7671276	0.6008988	0.73963445	0.8891061	0.78448445	0.84711605	0.8202009	0.82518727	0.5697974	0.7918561	0.6064975	0.678299	0.6979666	0.60649085	0.8782345	0.5129868	0.6424693	0.615652	0.91639674	0.7884535	0.7284256	0.58530474	0.93060964	0.8074817	0.7220425	0.69056773	0.8969906	0.49755883	0.43173718	0.46563488	0.36841035	0.823415	0.94611335	0.85129434	0.7163272	0.7950555	0.6689034	0.49227965	0.97713536	0.8147676	0.73777246	0.6929785	0.7578004	0.74495065	0.8665998	0.44111055	0.9365708	0.75292116	0.46847463	0.6187233	0.6111134	0.0	0.7677765	0.78144324	0.93917894	0.7025719	0.52086914	0.85748297	0.48141736	0.49697024	0.8124435	0.775408	0.94862217	0.6619191	0.34100574	0.41286886	0.772672	0.87887186	0.7978411	0.94775796	0.88299555	0.6977004	0.4959699	0.8608806
verdachte/noun	0.47064435	0.69409513	0.83063173	0.7259027	0.7575383	0.7950509	0.9068683	0.8311339	0.85754657	0.8772912	0.8711487	0.7253952	0.67586935	0.8661722	0.79985553	0.8569566	0.82065004	0.84671754	0.87798923	0.88168657	0.7620663	0.9037395	0.698676	0.85574526	0.78310335	0.85952026	0.79409546	0.9006385	0.89716566	0.83717394	0.851704	0.6807455	0.2780226	0.87495685	0.8369615	0.40680635	0.7718668	0.7708875	0.95852095	0.66887146	0.6230421	0.7130326	0.85303134	0.72454256	0.96821344	0.71860886	0.751217	0.92873394	0.7163137	0.83939433	0.7929613	0.89475256	0.9484496	0.9000819	0.87436664	0.8432786	0.76951724	0.80683136	0.7357917	0.7560806	0.8679666	0.60858536	0.70530987	0.95705616	0.80874586	0.6204531	0.80604696	0.65299165	0.7319572	0.8448315	0.5598478	0.89508986	0.35154438	0.46062183	0.5728961	0.77232885	0.78287375	0.84059083	0.61756116	0.6693293	0.457066	0.79472554	0.53720427	0.9064195	0.6891047	0.75194085	0.82280815	0.831986	0.75535095	0.77664065	0.7912973	0.75072545	0.8744946	0.8287345	0.78786427	0.7986629	0.88069665	0.82039773	0.7374989	0.6514901	0.6086651	0.88048816	0.8891391	0.74909484	0.8013617	0.9535361	0.8344795	0.871193	0.81805223	0.6845944	0.7571879	0.57436097	0.72880864	0.9318031	0.74794513	0.74071574	0.85209006	0.8286262	0.8189605	0.8727308	0.9257946	0.7845233	0.6459765	0.62458616	0.39010173	0.9248059	0.78930795	0.76981026	0.79523516	0.85666525	0.9074839	0.8895806	0.6145589	0.8277024	0.8262496	0.8050421	0.83680105	0.8945826	0.8272235	0.8211862	0.82563233	0.9610631	0.7919891	0.84237087	0.78164214	0.8711684	0.8743314	0.64503837	0.81136143	0.602861	0.7677765	0.0	0.85212934	0.8278806	0.39512444	0.46509087	0.8259737	0.62470853	0.72995883	0.83904463	0.88783365	0.8029556	0.52535117	0.76188064	0.76171297	0.747169	0.86938155	0.7508978	0.8800054	0.8297931	0.60790914	0.7826158	0.8219751
vergissing/noun	0.9178873	0.6013165	0.82306826	0.62958175	0.6983379	0.9460302	0.90938586	0.9349204	0.88973564	0.7992982	0.8302517	0.91229117	0.8073585	0.9482552	0.89525867	0.87269986	0.8481931	0.93811244	0.98885643	0.8368255	0.8244537	0.88666743	0.7711992	0.9398201	0.74148583	0.88391733	0.82920593	0.7604178	0.80821764	0.7193131	0.90320444	0.8676584	0.8412497	0.8671906	0.7263801	0.76944697	0.638387	0.7355359	0.9437463	0.72578764	0.7815368	0.7843652	0.6981944	0.74476147	0.7854534	0.8094124	0.8410999	0.8888104	0.87744755	0.8599274	0.913846	0.9410941	0.8438796	0.68094707	0.80307233	0.8513002	0.82921016	0.84233034	0.71390283	0.8917667	0.8500533	0.8291788	0.67755616	0.76634127	0.85623354	0.6438865	0.8441533	0.7929871	0.8896198	0.77107894	0.75887	0.8987936	0.8592412	0.9114048	0.7513801	0.75196034	0.9369923	0.8921274	0.7491194	0.7410625	0.8408984	0.811004	0.81708205	0.50286925	0.8792034	0.7812594	0.85325503	0.8905777	0.9503079	0.8745196	0.8173248	0.89600766	0.6349106	0.6888789	0.7323258	0.64401555	0.82864606	0.75753057	0.7624854	0.8742212	0.7150088	0.6837713	0.86715555	0.7134051	0.6347435	0.8814005	0.7767434	0.7466016	0.8428209	0.71553993	0.8367387	0.7812227	0.7685237	0.80364215	0.73914903	0.7178205	0.8377666	0.73168445	0.8076899	0.8737583	0.84914434	0.83040166	0.9144441	0.71625185	0.8584174	0.4660179	0.8309854	0.8227151	0.7234896	0.86333084	0.5020275	0.87016433	0.9052946	0.81647986	0.7600873	0.6892328	0.7696905	0.9720131	0.75061077	0.7534191	0.85347587	0.8471252	0.85167843	0.7709899	0.7386349	0.9130849	0.8094816	0.8438927	0.8610989	0.8068146	0.78144324	0.85212934	0.0	0.9173232	0.66649544	0.79815066	0.8468308	0.8583027	0.7513417	0.8842915	0.87807465	0.87055665	0.86297894	0.8362964	0.7553183	0.87111497	0.8095787	0.7497301	0.8981758	0.81855994	0.7726389	0.8096067	0.844208
verhaal/noun	0.8950863	0.88815033	0.7960059	0.9282684	0.96686876	0.93444407	0.9703524	0.9520261	0.970654	0.8387117	0.97201926	0.95934683	0.960041	0.96329105	0.9931531	0.833902	0.6928499	0.709702	1.0	0.93173945	0.9697809	0.9516906	0.8706733	0.9587996	0.9696832	0.9414753	0.88860387	0.84313285	0.79147536	0.787058	0.9552561	0.8157974	0.79432714	0.8662746	0.9907778	0.7972398	0.9553002	0.89068097	0.9292106	0.8381882	0.67287064	0.907766	0.9543531	0.95598525	0.7717035	0.8113135	0.64032054	0.9586003	0.90182817	0.90139735	0.73726004	0.9815985	0.8510314	0.85669094	0.92347866	0.7633528	0.94636345	0.9676529	0.8498612	0.98583853	0.8868154	0.9409251	0.8040829	0.8167157	0.7310569	0.80442125	0.89355487	0.9064675	0.99707115	0.93608195	0.84054303	0.9250075	0.7155895	0.6417225	0.9062683	0.8218926	0.9148094	0.9082366	0.80911446	0.7579626	0.82915103	0.9689889	0.99125725	0.7662151	0.8525467	0.85976183	0.9790697	0.9086349	0.9349401	0.8488534	0.92247856	0.9298051	0.77746683	0.93869853	0.9021377	0.8936053	0.76238275	0.9828569	0.85390985	0.89602894	0.84747094	0.8680056	0.69079375	0.8613211	0.8520395	0.88025016	0.84944296	0.94847184	0.9023893	0.8126795	0.7209337	0.97620827	0.86767054	0.8934068	0.83440393	0.74877715	0.94086194	0.92421126	0.6895891	0.9101219	0.86984986	0.8222884	0.93820095	0.91086525	0.9189997	0.97358793	0.9460955	0.93009794	0.9387152	0.9522825	0.9772139	0.9052622	0.70707375	0.9625398	0.9359142	0.991681	0.87069815	0.97807455	0.8362827	0.8057795	0.9525893	0.94140273	0.8942278	0.8036661	0.91228825	0.99941117	0.93538576	0.9119236	0.9695187	0.94493926	0.93917894	0.8278806	0.9173232	0.0	0.6958436	0.9699093	0.69796014	0.87977237	0.9347262	0.94870126	0.8260269	0.756773	0.9423061	0.96422213	0.86519086	0.9467918	0.6448258	0.835376	0.98331606	0.8111431	0.89387786	0.87590533	0.9182762
verklaring/noun	0.6120608	0.58387524	0.73010474	0.58332336	0.6534941	0.8648051	0.77134746	0.80393004	0.78023016	0.7862954	0.7823988	0.83352876	0.73134494	0.8847162	0.7755612	0.82126117	0.7691589	0.8961956	0.89729404	0.8213424	0.729988	0.7672523	0.5501131	0.8698553	0.8258177	0.8006956	0.88422894	0.8023952	0.84785104	0.8178283	0.84081256	0.71090853	0.48550564	0.7106459	0.5813268	0.34326172	0.5895748	0.6394333	0.91994584	0.53806835	0.4936738	0.63893807	0.6584739	0.7483943	0.9050553	0.5629871	0.6632425	0.86782855	0.66408753	0.9073905	0.8424854	0.8806914	0.8747995	0.83587086	0.7784629	0.72575957	0.8440842	0.76546925	0.72561	0.78457564	0.8767443	0.704895	0.55512446	0.8648571	0.83923537	0.43485224	0.83289844	0.70809984	0.9009433	0.69596577	0.5239624	0.87057877	0.39425498	0.42800182	0.50958914	0.82854176	0.92467386	0.8778607	0.66926134	0.5412897	0.58906174	0.8190181	0.7756969	0.6812761	0.65502214	0.58924186	0.8355601	0.85240936	0.86342007	0.7929079	0.81731117	0.73028004	0.803208	0.7502963	0.6477432	0.6537781	0.64334744	0.71423256	0.73780835	0.7824895	0.53660035	0.7974136	0.8641996	0.64919055	0.7228601	0.86731935	0.8810167	0.791917	0.8209989	0.5560125	0.8053756	0.7332339	0.649145	0.8567541	0.6323903	0.58951014	0.7137352	0.7522983	0.7685621	0.9358763	0.72553843	0.72784925	0.815547	0.6200262	0.6069933	0.75051695	0.8323172	0.75405484	0.6734944	0.8094377	0.76560366	0.92966866	0.6172644	0.8602669	0.7764052	0.7374053	0.6848992	0.9733005	0.7686435	0.76036394	0.72450733	0.8302726	0.74332386	0.6847024	0.7232129	0.90236723	0.83672196	0.65288985	0.6903769	0.8076457	0.7025719	0.39512444	0.66649544	0.6958436	0.0	0.66046286	0.74943936	0.66387343	0.637082	0.8268764	0.803293	0.8124636	0.6508106	0.7752279	0.6581544	0.7856976	0.6749224	0.6288461	0.94755256	0.86791784	0.5976466	0.69057405	0.78259623
veroordeling/noun	0.694901	0.661215	0.90119386	0.81787634	0.7349255	0.9314062	0.85601974	0.5391474	0.59904975	0.8560889	0.89842886	0.41853374	0.5255341	0.94445693	0.7934532	0.83236814	0.9083337	0.9432256	0.67823255	0.87299436	0.78643095	0.6954994	0.75224227	0.93926764	0.675431	0.84391445	0.8570932	0.9166105	0.93202096	0.882281	0.70152783	0.38391614	0.5814171	0.8332664	0.6370638	0.50541043	0.52189314	0.5433798	0.9145739	0.61236525	0.71796536	0.59783185	0.876372	0.5755935	0.929769	0.89467573	0.8124877	0.72903234	0.6139642	0.77467763	0.83594817	0.895145	0.89570045	0.83787125	0.7034912	0.7031996	0.6793345	0.5188949	0.82973945	0.6732886	0.8088738	0.351815	0.6093215	0.9223572	0.8463322	0.59080744	0.8105347	0.6184944	0.7243874	0.7362299	0.6163169	0.86371917	0.59197587	0.6752199	0.46080738	0.8214137	0.86113155	0.56683844	0.69096893	0.7403706	0.41749203	0.88877887	0.53632677	0.8678715	0.74968517	0.7845098	0.7603315	0.84675556	0.6113757	0.8470544	0.7953756	0.7412255	0.91598946	0.72767437	0.80464244	0.80730367	0.85111153	0.809286	0.75951445	0.6866462	0.59013975	0.87652755	0.9224699	0.76604015	0.79455936	0.8466858	0.7410488	0.8311719	0.8571211	0.61634946	0.6974628	0.48767185	0.6540929	0.92999536	0.47444904	0.78436035	0.70385534	0.8214488	0.72698677	0.7752793	0.81258464	0.88360405	0.5906114	0.75517046	0.3689608	0.9214138	0.77363384	0.72208184	0.728517	0.66340554	0.86847484	0.8366848	0.8042938	0.59426355	0.8704964	0.7404362	0.6514282	0.983454	0.8530685	0.7671244	0.6435913	0.89068735	0.7846012	0.8068913	0.6767894	0.9603539	0.83011425	0.32268834	0.6827437	0.63127774	0.52086914	0.46509087	0.79815066	0.9699093	0.66046286	0.0	0.83087033	0.2237137	0.6368914	0.7716787	0.8391267	0.91557974	0.40948194	0.7191912	0.63979656	0.74178576	0.9192772	0.8342967	0.96215135	0.8300155	0.77119184	0.6706939	0.88056886
vervolgens/adv	0.84762084	0.81449044	0.9188458	0.8711313	0.7829416	0.89992374	0.9337102	0.9187138	0.8884175	0.7814561	0.6866232	0.87905383	0.88457316	0.9724015	0.930773	0.92131656	0.80474705	0.9307319	0.94866234	0.8568625	0.8358696	0.87495565	0.6793318	0.9135064	0.88465875	0.89694476	0.8555787	0.81058127	0.7384175	0.7951845	0.91275567	0.9152228	0.7467705	0.741505	0.81874007	0.77553296	0.7309356	0.7518353	0.9523889	0.68088186	0.7997922	0.85207343	0.8225751	0.923122	0.7171943	0.79222083	0.8897439	0.9491636	0.8300277	0.5143513	0.37668455	0.8555822	0.6904451	0.88209075	0.8080911	0.8669957	0.82054186	0.8520986	0.89950377	0.89560306	0.8766633	0.8805618	0.80485564	0.79471743	0.7658518	0.7724077	0.9326953	0.79697555	0.95890355	0.8531769	0.7966715	0.8100033	0.81654274	0.8658342	0.77448916	0.8057076	0.8053951	0.7458968	0.58751	0.8239548	0.81341136	0.861542	0.8553407	0.80485106	0.53133965	0.7447243	0.8546985	0.9875891	0.78122264	0.7338526	0.846461	0.817685	0.74196744	0.7877056	0.6555767	0.7578442	0.77551514	0.7435702	0.813428	0.78075266	0.52102816	0.87646616	0.676321	0.8479378	0.7910867	0.75894314	0.9147288	0.7245393	0.8665545	0.7115404	0.8208595	0.7261074	0.72384584	0.9082247	0.65248865	0.6427276	0.87598467	0.88071096	0.8274871	0.89999294	0.7501423	0.6866251	0.95049846	0.8282156	0.85526603	0.9046096	0.8731582	0.8798008	0.8155997	0.82970226	0.9025079	0.77634823	0.8629713	0.89428294	0.75045824	0.9265795	0.83362675	0.74191344	0.8100355	0.5246179	0.8916449	0.8192835	0.9195118	0.57546437	0.8199805	0.9502979	0.90187085	0.69326866	0.83193743	0.85947186	0.85748297	0.8259737	0.8468308	0.69796014	0.74943936	0.83087033	0.0	0.8775515	0.87065905	0.7769748	0.7693219	0.5404743	0.8461638	0.84061915	0.7429942	0.82508254	0.62449515	0.71692616	0.9633596	0.6148261	0.70075667	0.84766835	0.75112236
vonnis/noun	0.7036874	0.7430965	0.91081804	0.82657856	0.69506854	0.9329351	0.89939	0.49641073	0.6116501	0.8239592	0.8805992	0.3972972	0.37924087	0.9467564	0.7519813	0.8030476	0.7969188	0.9678393	0.50697815	0.86356765	0.82420707	0.7757381	0.8207419	0.87507164	0.7587892	0.8882747	0.8628592	0.92799586	0.9224213	0.94063276	0.5867186	0.26638174	0.71435165	0.8549387	0.6659827	0.6139972	0.49854535	0.522622	0.8430742	0.5479175	0.72154355	0.6227927	0.8278561	0.81717634	0.9515389	0.8141222	0.8579401	0.7288368	0.5937393	0.8264725	0.86478233	0.86850536	0.9211929	0.8039766	0.6888875	0.7170385	0.62798005	0.5478107	0.8236074	0.6164768	0.7538383	0.3675546	0.6100318	0.9216299	0.91501683	0.5484495	0.7509584	0.6923331	0.7353296	0.7375237	0.6865294	0.84603167	0.69295543	0.7133993	0.4758972	0.8476352	0.92561114	0.5321225	0.71209574	0.75299424	0.33049786	0.8416836	0.7106488	0.88592225	0.8685192	0.8587841	0.824069	0.75550807	0.5910511	0.82162017	0.8114229	0.6473533	0.9292524	0.80621433	0.77997184	0.79944503	0.8362152	0.8165759	0.8703916	0.74543643	0.61971235	0.8647623	0.8499061	0.85215545	0.841004	0.8729513	0.83468854	0.8495282	0.8296826	0.65038955	0.7938284	0.6309072	0.7714345	0.93643105	0.3883795	0.7557545	0.7850137	0.85105556	0.6331104	0.8545745	0.790165	0.93544364	0.6303101	0.796672	0.35978281	0.94200015	0.86429715	0.79809046	0.7240731	0.69432425	0.8697965	0.8900086	0.8953179	0.7374119	0.9438573	0.7759146	0.6074997	0.9842263	0.92325026	0.7588117	0.6022905	0.85406744	0.84230095	0.7992138	0.61471546	0.9123569	0.74677527	0.25486708	0.63737625	0.7629543	0.48141736	0.62470853	0.8583027	0.87977237	0.66387343	0.2237137	0.8775515	0.0	0.6924925	0.74776936	0.836533	0.91350365	0.5118412	0.74270105	0.63789284	0.6612854	0.87890244	0.8548974	0.87836653	0.8173092	0.7844113	0.6931393	0.8881904
waarschuwing/noun	0.867725	0.57780707	0.7309768	0.7860647	0.6358062	0.90714145	0.91081065	0.7107294	0.73017454	0.7872074	0.8522958	0.7092442	0.6576503	0.8854899	0.7117505	0.83973396	0.8646326	0.95220757	0.969351	0.6449639	0.60978824	0.81682616	0.58087325	0.8458022	0.786073	0.73151624	0.8014389	0.8405564	0.9001209	0.9003769	0.9180234	0.72794044	0.73966527	0.615111	0.5625677	0.571336	0.65869844	0.56809735	0.8495713	0.5544949	0.64743686	0.62119913	0.6346917	0.64107966	0.90980303	0.58768696	0.7339461	0.8555872	0.67139894	0.8602334	0.87601274	0.7362606	0.89831305	0.86049026	0.6795736	0.89176303	0.7690612	0.6765242	0.77728695	0.76196134	0.827358	0.683436	0.6629919	0.89892346	0.7901786	0.5726445	0.7687495	0.62792826	0.72175074	0.60224545	0.6140845	0.8459184	0.76726675	0.79579806	0.5293785	0.79228956	0.8525517	0.8907347	0.68195903	0.61985207	0.7033766	0.79096466	0.7730018	0.7720726	0.7317922	0.72739434	0.65835	0.87497383	0.9644872	0.83711576	0.620829	0.7514652	0.8013002	0.56728196	0.492373	0.7889517	0.7943959	0.51717365	0.7047543	0.69165826	0.5527115	0.8302449	0.8453822	0.73734784	0.7698966	0.8624656	0.7716006	0.6474421	0.8170023	0.65462446	0.80346733	0.6567559	0.47648042	0.88565284	0.7729176	0.5723791	0.69194984	0.82738435	0.68941104	0.88953084	0.7210971	0.85052586	0.7768216	0.62854016	0.6719496	0.8580358	0.786505	0.7717673	0.4992931	0.6546744	0.7023544	0.8797608	0.8436521	0.6248429	0.79846406	0.6177093	0.6270102	0.96197003	0.74517584	0.7983272	0.80996513	0.8554346	0.7912575	0.72245693	0.62070143	0.94475496	0.8999649	0.65206265	0.633632	0.62802565	0.49697024	0.72995883	0.7513417	0.9347262	0.637082	0.6368914	0.87065905	0.6924925	0.0	0.66540307	0.7626936	0.8402225	0.5261946	0.7253901	0.5896354	0.7789933	0.7699815	0.6380105	0.90680176	0.78413445	0.6593735	0.64855945	0.7537464
week/noun	0.9292296	0.81108993	0.85906404	0.7679469	0.7419939	0.83574283	0.83704174	0.8418658	0.8299064	0.8107928	0.9146007	0.7815521	0.6854919	0.81058466	0.8468825	0.9444291	0.7902701	0.98065346	0.8723014	0.710384	0.6304916	0.8544646	0.8217156	0.59563285	0.9006794	0.8779455	0.65227896	0.9196652	0.9654118	0.94359964	0.83221054	0.80197906	0.818871	0.819051	0.66970015	0.8062718	0.73066235	0.6715162	0.87560165	0.7742663	0.83346266	0.81748766	0.6994252	0.84411037	0.9446784	0.751797	0.8927235	0.7999828	0.764153	0.8608838	0.82321244	0.30442864	0.8713503	0.8988658	0.83977175	0.93980026	0.6962137	0.82148826	0.8688504	0.39687103	0.827241	0.76743066	0.7180736	0.9432984	0.8193445	0.76987326	0.66268	0.79626834	0.877551	0.80060077	0.7537399	0.7254542	0.87113625	0.91463816	0.58388484	0.8506037	0.47369415	0.72698116	0.67259467	0.7603557	0.7929784	0.8451738	0.8823867	0.8762866	0.7796278	0.8098905	0.8831508	0.6188821	0.9251898	0.75244385	0.5594321	0.34065288	0.9195871	0.86024904	0.68133366	0.8574684	0.79685026	0.72268224	0.8930788	0.6763713	0.41798723	0.9622817	0.6172508	0.858507	0.9322425	0.7577214	0.93525416	0.8885089	0.7580122	0.8106077	0.9125312	0.75883687	0.52816534	0.93935585	0.75689936	0.7615267	0.7923004	0.9390777	0.82963806	0.8983785	0.8430814	0.77213097	0.9130291	0.7690292	0.7082387	0.87380093	0.9504591	0.91485	0.7420938	0.87287194	0.72315204	0.693454	0.92148244	0.7020483	0.85102665	0.6246885	0.8384488	0.9708969	0.83951044	0.88371086	0.8589391	0.82954055	0.87343764	0.55060476	0.80981165	0.8429089	0.66961753	0.692937	0.45952624	0.78262365	0.8124435	0.83904463	0.8842915	0.94870126	0.8268764	0.7716787	0.7769748	0.74776936	0.66540307	0.0	0.50875473	0.77257836	0.66820866	0.920879	0.8537011	0.40511668	0.80182856	0.7567354	0.51763314	0.8179201	0.8104388	0.80984557	0.65020096
