	A./name	Arafat/name	Bill/name	Blatter/name	Bush/name	Dierckxsens/name	EADS/name	Europees/name	Europese/name	Fortuyn/name	Groen/name	Hof/name	Hooggerechtshof/name	Lagos/name	Leterme/name	Lodewijk/name	NIOD/name	Ray/name	Roe/name	Volkscongres/name	Wahid/name	aankoop/noun	aantijging/noun	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	al/comp	alles/noun	altijd/adv	amnestie_wet/noun	arrest/noun	bekentenis/noun	belofte/noun	benoeming/noun	beschuldiging/noun	beslissing/noun	besluit/noun	bestuur_accoord/noun	bevel/noun	bewering/noun	bezwaar/noun	bond/noun	boycot/noun	braaf/adj	brief/noun	bron/noun	capitulatie/noun	daarmee/pp	daarna/adv	daarna/pp	dag/noun	dan/adv	dat/det	decreet/noun	deels/adv	definitief/adj	desnoods/adv	die/det	dinsdag/noun	dit/det	doodvonnis/noun	door/prep	dus/adv	duur_voort/adj	echter/adv	eerste/num	eventueel/adj	fatwa/noun	federatie/noun	formeel/adj	geleden/adj	getuige/noun	getuigenis/noun	gisteren/adv	haastig/adj	half/adj	het/det	hij/pron	hoewel/comp	hof/noun	ijlings/adv	in_vrijheid_stelling/noun	inderdaad/adv	inmiddels/adv	intussen/adv	invoering/noun	jaar_cijfer/noun	kamer/noun	laat/adj	maal/noun	maandag/noun	maar/vg	maatregel/noun	mededeling/noun	mening/noun	min/adv	minister/noun	mogelijk/adj	na/prep	nadat/comp	niet/adv	nieuws/noun	noch/vg	nooit/adv	nu/adv	of/vg	om/comp	om/prep	omdat/comp	onder/adv	onmiddellijk/adj	ontslag/noun	ook/adv	oordeel/noun	overigens/adv	overname/noun	overtuiging/noun	passage/noun	patent/noun	plan/noun	plots/adj	probatie_uitstel/noun	publiekelijk/adj	rechtbank/noun	refs/noun	regel/noun	regeling/noun	regering/noun	richtlijn/noun	scheidsrechter/noun	schielijk/adj	schoon_vader/noun	schorsing/noun	snel/adj	staking/noun	standpunt/noun	stap/adv	steeds/adv	stelling/noun	stellingname/noun	stem/noun	toekenning/noun	toen/comp	uitdrukkelijk/adj	uitgeweken/adj	uitslag/noun	uitspraak/noun	vandaag/adv	veiligheidsmaatregel/noun	verbod/noun	verdachte/noun	vergissing/noun	verhaal/noun	verklaring/noun	veroordeling/noun	vervolgens/adv	vonnis/noun	waarschuwing/noun	week/noun	weekeinde/noun	weer/adv	wegens/prep	wet/noun	wetswijziging/noun	woensdag/noun	woord/noun	woordvoerder/noun	zaterdag/noun	ze/pron	zij/pron	zolang/comp	zondag_avond/noun
standpunt/noun	0.90634274	0.614162	0.82582945	0.76823485	0.6314455	0.9217554	0.87370694	0.56646276	0.5764463	0.61141145	0.72628474	0.6076596	0.6127148	0.91987973	0.71404326	0.90989363	0.7844075	0.9732359	0.90033484	0.7329966	0.6967607	0.8269841	0.6450714	0.8994753	0.78998715	0.6649304	0.8929164	0.7675037	0.7859796	0.73227245	0.84036154	0.60855365	0.85618013	0.6533774	0.53520244	0.64566755	0.5188668	0.446411	0.7227428	0.6629734	0.6008419	0.59993076	0.660082	0.66727996	0.9161035	0.7083776	0.74329793	0.7734204	0.5326712	0.8016379	0.876952	0.9465625	0.88057905	0.7246696	0.65263766	0.8159731	0.7228768	0.699227	0.770663	0.80924064	0.7577047	0.71611005	0.74696696	0.8577951	0.8473478	0.54640317	0.9077088	0.81050944	0.93964165	0.5966723	0.6043052	0.9439893	0.7621197	0.81591284	0.58015716	0.83672774	0.9895112	0.715987	0.76761	0.6116483	0.6811492	0.8324986	0.8473322	0.8130577	0.80737084	0.7701709	0.7813597	0.7470857	0.8780193	0.88267934	0.8263241	0.7962699	0.7735406	0.64747787	0.612188	0.5265589	0.6826344	0.62328124	0.8852047	0.90139425	0.7055617	0.64594716	0.85917544	0.6478286	0.67009676	0.7654961	0.85076666	0.7365773	0.80846536	0.69810295	0.9451465	0.8791197	0.6427337	0.832743	0.51650155	0.57569456	0.7535037	0.59577036	0.8002572	0.8243411	0.5258558	0.9482393	0.9700008	0.68438166	0.8239129	0.8982682	0.7529972	0.56701475	0.5521332	0.61498535	0.89733636	0.87584317	0.82762396	0.7791369	0.9200272	0.7939159	0.0	0.9390463	0.6845081	0.61978614	0.43077463	0.7603348	0.71735334	0.8572099	0.56468683	0.8689735	0.6814133	0.51532334	0.66260844	0.7537066	0.49227965	0.83680105	0.7696905	0.87069815	0.6848992	0.6514282	0.83362675	0.6074997	0.6270102	0.8384488	0.7699645	0.9113052	0.8271868	0.75244826	0.56308335	0.8494623	0.74663615	0.6470891	0.9739232	0.8348578	0.66464746	0.60474586	0.8373864
stap/adv	0.9706781	0.9847396	0.9976171	0.9654993	0.9553442	0.98866594	0.99003	0.98404473	0.973561	0.97063035	0.77761483	0.98607916	0.98112744	0.9888904	0.96077335	0.9926523	0.96475047	0.9958632	0.9920424	0.9814458	0.9881529	0.97299254	0.95566577	0.9821079	0.9677267	0.96224284	0.9715928	0.9660719	0.5201111	0.94757533	0.9971797	0.98453265	0.9366523	0.99229926	0.9856983	0.97798556	0.9296024	0.95762074	0.9712356	0.97994715	0.96669793	0.9400853	0.88479227	0.9744816	0.9621844	0.9514436	0.9557795	0.9770062	0.9489737	0.77356946	0.66111624	0.97095335	0.9202081	0.907131	0.9752141	0.98361176	0.93258405	0.9579473	0.9175003	0.9791563	0.9449018	0.98059326	0.9567881	0.94154406	0.6469015	0.9335904	0.9895106	0.9214963	0.98957545	0.9556522	0.95003706	0.99647593	0.95749235	0.97643125	0.95480305	0.91184217	0.9768597	0.9832032	0.8840765	0.9574518	0.9730788	0.8425253	0.9573981	0.96963197	0.94194955	0.94602287	0.9087299	0.9868167	0.9872083	0.97792965	0.9801125	0.976697	0.89838463	0.87650687	0.8752793	0.9566066	0.9418238	0.93451726	0.92847335	0.97509515	0.96469325	0.967196	0.96789426	0.96996564	0.9537763	0.86807764	0.9905121	0.80050635	0.9712316	0.9373551	0.9749811	0.9312995	0.94641334	0.97196317	0.9855982	0.9434181	0.9774006	0.93986833	0.9931043	0.9914935	0.7837878	0.90846604	0.9945532	0.9344708	0.9704666	0.96374136	0.9643692	0.97493356	0.9435035	0.964933	0.95592904	0.87257195	0.9660257	0.97639316	0.8764989	0.9686531	0.9390463	0.0	0.970039	0.7768083	0.9626266	0.9699651	0.96509385	0.96528435	0.966615	0.9650759	0.98861265	0.98611397	0.96740836	0.9648219	0.97713536	0.8945826	0.9720131	0.97807455	0.9733005	0.983454	0.74191344	0.9842263	0.96197003	0.9708969	0.97141933	0.7977079	0.9823669	0.9754408	0.9444827	0.98426956	0.9798036	0.9618949	0.9995606	0.7992707	0.94789547	0.9385739	0.98842335
steeds/adv	0.95398766	0.7418804	0.8719826	0.81238574	0.7508824	0.9905232	0.95548016	0.9127629	0.89565325	0.8046623	0.88260436	0.9437004	0.8556037	0.8620955	0.86390024	0.9703377	0.79247785	0.93582004	1.0	0.8056749	0.7700504	0.95309734	0.71017134	0.9329917	0.9302697	0.8324825	0.7056018	0.71736705	0.8000533	0.33778042	0.90649325	0.9290315	0.7859002	0.7835189	0.75855416	0.6933683	0.81078595	0.7923258	0.89056283	0.75455093	0.72263265	0.7547444	0.79819924	0.7877644	0.8401743	0.85970265	0.69653136	0.9650071	0.7812384	0.7546141	0.7973417	0.8359274	0.6516694	0.6062478	0.8918836	0.8178848	0.9094571	0.89549106	0.6746435	0.911034	0.7951245	0.87873113	0.9032886	0.7632799	0.610298	0.69597685	0.9628726	0.939868	0.98096263	0.84040916	0.7048223	0.97972506	0.7808123	0.8261864	0.8075597	0.7974119	0.92762804	0.89657754	0.64586973	0.6210849	0.8739594	0.8278127	0.911271	0.7159529	0.71012676	0.76813495	0.8713164	0.9378009	0.9779906	0.8173596	0.8497851	0.88348466	0.7172323	0.847091	0.77699995	0.7141179	0.87432295	0.836689	0.83398616	0.93047404	0.84173185	0.50959456	0.8221163	0.7751137	0.509296	0.7047013	0.9248276	0.82233596	0.9034798	0.75115585	0.9421127	0.8329376	0.82147515	0.5430306	0.83005023	0.72869545	0.9212605	0.7639289	0.8695018	0.8348792	0.84533364	0.7540586	0.97984695	0.73332596	0.9209825	0.79508215	0.73479223	0.812207	0.74415755	0.820238	0.9108233	0.824102	0.8795213	0.90291435	0.7778862	0.86674887	0.6845081	0.970039	0.0	0.80468965	0.80727535	0.83134365	0.78065306	0.8667063	0.7874032	0.8178345	0.86097527	0.905273	0.8264654	0.8554145	0.8147676	0.8272235	0.75061077	0.8362827	0.7686435	0.8530685	0.8100355	0.92325026	0.74517584	0.83951044	0.80600196	0.8427881	0.8745917	0.81717825	0.79554343	0.9067213	0.7832671	0.8130621	0.94543296	0.67192006	0.6493914	0.75815606	0.8685804
stelling/noun	0.85794365	0.8028217	0.9299397	0.7462944	0.7325449	0.86752665	0.9554947	0.8055292	0.8535531	0.5954573	0.69702727	0.821354	0.80507493	0.9829339	0.7308078	0.864299	0.8436034	0.96480054	0.9284533	0.9227012	0.9049454	0.9390519	0.5614928	0.9416436	0.8975222	0.8599251	0.8817989	0.7899691	0.82903	0.78354084	0.8777492	0.72144485	0.77465844	0.6852988	0.7842035	0.6380658	0.73399115	0.803625	0.91376	0.7135205	0.5735803	0.78058636	0.7927604	0.8307869	0.95494986	0.71858215	0.7135493	0.948534	0.6945287	0.73795253	0.60581064	0.91842633	0.8620662	0.8183154	0.8036591	0.8251021	0.8422545	0.81646055	0.6646798	0.88590854	0.86834514	0.8160405	0.69919395	0.7234714	0.7784287	0.611436	0.93621016	0.8554062	0.95714855	0.8344313	0.79639316	0.89803755	0.76804197	0.6883905	0.6687908	0.8336096	0.8832525	0.854927	0.66694057	0.8304539	0.674924	0.8412126	0.89982843	0.7830098	0.6268964	0.7635339	0.8749275	0.9318656	0.75535387	0.86324066	0.8671171	0.8228798	0.74182343	0.7750498	0.6332674	0.62928116	0.7420511	0.7490672	0.8510277	0.8342323	0.7243413	0.75561225	0.7716363	0.82382095	0.6954249	0.8315224	0.88448584	0.75690114	0.8619239	0.6904603	0.78144175	0.834071	0.772861	0.83189076	0.6817054	0.5689807	0.89049774	0.697922	0.79193485	0.9279556	0.6768781	0.8990167	0.9072642	0.6835679	0.8237693	0.88505507	0.862594	0.838899	0.7427553	0.79225117	0.9002463	0.83591115	0.89225435	0.86799026	0.86318505	0.9339256	0.61978614	0.7768083	0.80468965	0.0	0.7583921	0.7757951	0.89639413	0.6823416	0.6868249	0.8697529	0.82349443	0.49857575	0.8386367	0.8993989	0.73777246	0.8211862	0.7534191	0.8057795	0.76036394	0.7671244	0.5246179	0.7588117	0.7983272	0.88371086	0.8641921	0.72089475	0.8063003	0.799118	0.63582444	0.8335058	0.59575593	0.7273106	0.9939696	0.7618474	0.6854106	0.7478256	0.6825732
stellingname/noun	0.9262078	0.8134907	0.91919076	0.8593974	0.64365196	0.95733356	0.87155724	0.6307486	0.6687435	0.6628909	0.6462425	0.5792484	0.58354515	0.9455812	0.8009211	0.918997	0.8469564	0.9689121	0.72402585	0.85828793	0.80098486	0.77215624	0.8121965	0.9600033	0.7998103	0.80693114	0.9165964	0.82177925	0.9115332	0.7478877	0.6898521	0.5962877	0.89288175	0.8279739	0.7203521	0.7135283	0.61948186	0.6475004	0.90188223	0.78939164	0.68881345	0.6189645	0.7538149	0.7827759	0.95001835	0.8460885	0.868974	0.8809116	0.69203174	0.89417446	0.94920677	0.9498979	0.92467874	0.74391043	0.84690624	0.5867433	0.67908764	0.7129475	0.68093175	0.8152239	0.8404542	0.71529377	0.6903055	0.87969583	0.85986274	0.65296775	0.94521034	0.88805187	0.89427257	0.75865686	0.6854522	0.9473089	0.8482377	0.8692068	0.61831033	0.8184108	0.9986889	0.6797137	0.88839054	0.7394852	0.65733236	0.79885685	0.82945955	0.8477686	0.86366665	0.7538784	0.8810526	0.9218292	0.89224875	0.9046735	0.9722015	0.789065	0.7661438	0.769501	0.8188159	0.5660626	0.84274924	0.71062267	0.9044308	0.91875744	0.75420094	0.8255292	0.95976746	0.8130999	0.8246583	0.8468015	0.8965843	0.8724421	0.8002824	0.7490668	0.91527027	0.8768654	0.76192254	0.85835433	0.5570257	0.68948436	0.8234402	0.4753073	0.89234245	0.84250486	0.7760836	0.9310199	0.7948475	0.745945	0.71788955	0.84130925	0.8345919	0.70313466	0.6647105	0.75312805	0.8970577	0.89468765	0.8943318	0.8330564	0.91902125	0.8825217	0.43077463	0.9626266	0.80727535	0.7583921	0.0	0.7323369	0.7973063	0.8789497	0.70229614	0.86206156	0.8394269	0.5236182	0.7170824	0.84720045	0.6929785	0.82563233	0.85347587	0.9525893	0.72450733	0.6435913	0.8916449	0.6022905	0.80996513	0.8589391	0.8839179	0.9501063	0.7886344	0.81930315	0.8036119	0.82437694	0.87834305	0.7564	0.9476	0.9348193	0.8296251	0.70462406	0.93151855
stem/noun	0.9598205	0.81488425	0.82759535	0.69037074	0.6613051	0.9789837	0.9140297	0.87764144	0.92143214	0.74508137	0.7162738	0.8207104	0.7937265	0.7498804	0.93963766	0.9806873	0.97645813	0.8826237	0.8060258	0.78592	0.8058237	0.91142535	0.6704476	0.8311784	0.8421913	0.9351233	0.95566475	0.8872172	0.8850633	0.911043	0.66447604	0.8640988	0.95994663	0.7834101	0.66647774	0.712479	0.6864134	0.7069211	0.8900114	0.791614	0.7730342	0.6933042	0.7429792	0.8978861	0.8491344	0.74530935	0.9683159	0.88412064	0.7721683	0.83190143	0.9464427	0.87759745	0.9272034	0.9125124	0.7674849	0.9378398	0.834489	0.770463	0.8992694	0.8483987	0.9760294	0.8716036	0.742048	0.90183115	0.88478094	0.7745293	0.86984956	0.88643605	0.968246	0.7988492	0.8132549	0.8900053	0.9174197	0.8547044	0.6210482	0.9705029	0.9616616	0.78901833	0.86107594	0.7135366	0.86945176	0.83781064	0.98143214	0.83299285	0.8685316	0.7475139	0.917335	0.98408353	0.8567363	0.9256406	0.92684126	0.74677396	0.8908279	0.83677006	0.78633475	0.7085582	0.8679323	0.88184285	0.90677226	0.8707276	0.66909015	0.91066873	0.85234034	0.80546284	0.92634314	0.8921317	0.84121376	0.87288773	0.94744986	0.81445134	0.93875897	0.9027001	0.7635113	0.9487983	0.77043563	0.80712014	0.9629322	0.82191455	0.9467614	0.8587383	0.71361554	0.8436583	0.99124336	0.6977445	0.92661864	0.7552352	0.912008	0.92588866	0.742755	0.8331866	0.8100203	0.93104154	0.9833365	0.9454208	0.9308975	0.839784	0.7603348	0.9699651	0.83134365	0.7757951	0.7323369	0.0	0.87783045	0.7398029	0.77365714	0.9400023	0.6024765	0.6696451	0.6781365	0.75219166	0.7578004	0.9610631	0.8471252	0.94140273	0.8302726	0.89068735	0.8192835	0.85406744	0.8554346	0.82954055	0.600251	0.88968694	0.82601476	0.8248955	0.90378845	0.7519601	0.6838206	0.7810962	0.88189626	0.8760992	0.8629912	0.80979156	0.6876153
toekenning/noun	0.96110547	0.7810999	0.8035753	0.7635741	0.76122546	0.97750974	0.9307243	0.7336099	0.76120317	0.8447859	0.7116767	0.84878623	0.7888656	0.9477413	0.81214213	0.9906823	0.77367204	0.92589515	0.9613353	0.8321426	0.7981788	0.63046503	0.7080403	0.9629446	0.6369376	0.78866994	0.9052159	0.94925976	0.9143884	0.8452016	0.9422936	0.8442496	0.86890364	0.8800447	0.62661386	0.73809594	0.6765961	0.6176022	0.79191566	0.8393001	0.75346124	0.5685854	0.7465925	0.83526325	0.9781908	0.77365434	0.69614255	0.7628422	0.74912643	0.8206973	0.8470781	0.918191	0.88447267	0.82070565	0.7954627	0.79246426	0.75138605	0.86327386	0.7118484	0.91508764	0.8175355	0.86567074	0.85313725	0.9019946	0.8310623	0.6542191	0.93487006	0.66912055	0.92961353	0.7980282	0.6511221	0.9549972	0.816867	0.7203473	0.78287	0.8027837	0.95025617	0.84047866	0.84533846	0.6223858	0.7724452	0.79485923	0.7929291	0.8976696	0.75625044	0.8175792	0.65804553	0.81240106	0.9804292	0.85515416	0.94917864	0.90311337	0.89196444	0.7571694	0.6914631	0.8737404	0.9233865	0.75548697	0.7763923	0.817407	0.8206047	0.88196176	0.76791906	0.74615985	0.9193765	0.84441274	0.8129332	0.66453075	0.91221344	0.7458627	0.7812106	0.86731005	0.7086127	0.875233	0.8044507	0.6664454	0.6013442	0.6867788	0.870133	0.45529944	0.73995996	0.85142	0.8833787	0.7818339	0.81048536	0.90866005	0.8227595	0.61593455	0.6865132	0.6873915	0.84305125	0.9286736	0.7962659	0.7475023	0.8200352	0.8449007	0.71735334	0.96509385	0.78065306	0.89639413	0.7973063	0.87783045	0.0	0.9064353	0.74212897	0.9031614	0.83376056	0.83137214	0.8641061	0.85527	0.74495065	0.7919891	0.85167843	0.8942278	0.74332386	0.7846012	0.9195118	0.84230095	0.7912575	0.87343764	0.90557647	0.9457089	0.79275423	0.76249444	0.68736964	0.940315	0.93539435	0.8517736	0.9947142	0.95164686	0.70788926	0.6267982	0.9071591
toen/comp	0.90986407	0.7609666	0.76989347	0.7925341	0.6912307	0.87593985	0.9660537	0.9444486	0.96472573	0.78580284	0.8243543	0.87704337	0.79680425	0.8151897	0.82261133	0.8787095	0.9372535	0.8758364	0.8500029	0.8603819	0.8299081	0.90293497	0.71989465	0.78553134	0.89381635	0.8949696	0.7530522	0.80034846	0.8201183	0.8604361	0.8114046	0.8623033	0.7278362	0.7252791	0.7672869	0.7650169	0.7122148	0.78573257	0.89961326	0.64063203	0.7640034	0.85198134	0.8370444	0.9358838	0.77917886	0.73913217	0.9097091	0.7799405	0.7582995	0.72160935	0.5848271	0.61795735	0.6760374	0.8525362	0.7744178	0.9706678	0.84464276	0.8242065	0.90442234	0.751465	0.8850471	0.7829933	0.7280082	0.7767734	0.76337755	0.71385086	0.8518692	0.87138945	0.84593606	0.84116226	0.81684107	0.6793692	0.7987959	0.89954615	0.6899724	0.8533674	0.6729234	0.81041944	0.64876413	0.7339705	0.8058762	0.7946054	0.93364084	0.7942809	0.7000135	0.69915456	0.946052	0.8607235	0.82504	0.7328439	0.6842904	0.6700386	0.74298453	0.8972604	0.65839344	0.74568653	0.81989145	0.8027129	0.9104675	0.7457838	0.38528806	0.8616408	0.58210564	0.85941595	0.7894906	0.6501555	0.8846173	0.82580125	0.78102684	0.6196817	0.87859434	0.72660244	0.6254865	0.87305486	0.7678615	0.74506867	0.8805389	0.8585433	0.8638918	0.9397055	0.8244631	0.6640462	0.8925034	0.7683564	0.82298124	0.8025172	0.9437978	0.9477558	0.7882651	0.88934964	0.79852873	0.7372441	0.75784856	0.83013105	0.832745	0.7463293	0.8572099	0.96528435	0.8667063	0.6823416	0.8789497	0.7398029	0.9064353	0.0	0.8223164	0.9108768	0.73302466	0.6354536	0.7627985	0.90307534	0.8665998	0.84237087	0.7709899	0.8036661	0.6847024	0.8068913	0.57546437	0.7992138	0.72245693	0.55060476	0.7145629	0.5706122	0.80539674	0.90865695	0.89474463	0.73007154	0.6695595	0.75089216	0.7843714	0.735821	0.8226169	0.8200525	0.61270785
uitdrukkelijk/adj	0.8550993	0.53962326	0.788199	0.70458835	0.48719662	0.9459618	0.8774729	0.6622868	0.6258415	0.66148865	0.7707013	0.5801911	0.50266	0.9284352	0.6349472	0.8210616	0.7981223	0.9242109	0.7654915	0.79660404	0.6165599	0.89975417	0.59574515	0.91316754	0.62640375	0.6089414	0.8415187	0.8259896	0.8700571	0.81116855	0.73739105	0.5435517	0.79737306	0.64466965	0.6331626	0.68684053	0.6216177	0.54310554	0.59487	0.57201976	0.6425601	0.4919092	0.63012636	0.70658934	0.8427272	0.68536294	0.72755456	0.8697647	0.59875	0.83380055	0.90812355	0.90671265	0.9350148	0.73046356	0.6467198	0.8271967	0.5594088	0.45409256	0.6004164	0.7816943	0.68194306	0.6253716	0.6484537	0.834592	0.7550757	0.4630214	0.85501003	0.59567976	0.7878132	0.64488345	0.37155002	0.87891966	0.7655761	0.70306396	0.509294	0.67151713	0.9823186	0.5210939	0.7174982	0.62648094	0.5699026	0.71229655	0.78812337	0.7523026	0.74509156	0.8091892	0.6077108	0.86925673	0.801046	0.8398435	0.8054961	0.7737359	0.88929623	0.52592164	0.64353245	0.66446763	0.75362796	0.53116846	0.6522479	0.757124	0.61786306	0.69166106	0.87216413	0.7076535	0.7212144	0.8729696	0.8645285	0.5339391	0.8649046	0.5965979	0.7491771	0.6167079	0.70753443	0.82814324	0.6869475	0.57963717	0.8188877	0.7866978	0.719532	0.7560865	0.72967994	0.80440426	0.9028394	0.5426835	0.66529727	0.77341646	0.5791584	0.65665936	0.39856172	0.52467906	0.80292875	0.78084886	0.8841067	0.8130908	0.8445788	0.70767033	0.56468683	0.966615	0.7874032	0.6868249	0.70229614	0.77365714	0.74212897	0.8223164	0.0	0.89455914	0.8787185	0.5946077	0.69320595	0.676105	0.44111055	0.78164214	0.7386349	0.91228825	0.7232129	0.6767894	0.8199805	0.61471546	0.62070143	0.80981165	0.83993024	0.9647609	0.75204575	0.52580225	0.487207	0.7980153	0.8173866	0.72294474	0.9104285	0.8125492	0.5264435	0.47655237	0.8225531
uitgeweken/adj	0.96792483	0.88207686	0.9461548	0.8445966	0.82601064	0.91526484	0.85611385	0.9538612	0.8846862	0.8535721	0.8503594	0.94905543	0.84016067	0.848197	0.8056164	0.9896879	0.9228198	0.95770955	1.0	0.83566976	0.8333114	0.95938456	0.9325532	0.80353117	0.9091004	0.950668	0.628019	0.86283207	0.92620015	0.93300205	0.8776237	0.9582249	0.7765593	0.7990378	0.88875604	0.8552267	0.913938	0.8798036	0.8818832	0.9083321	0.89734745	0.89963263	0.8460233	0.8697961	0.9948884	0.86270744	0.94105154	0.8649968	0.9570768	0.9680831	0.96715826	0.9031408	0.9748549	0.9485151	0.9741153	0.9430648	0.8628365	0.9489468	0.8597062	0.83044326	0.8615568	0.87272894	0.9406408	0.99880517	0.95624703	0.8412063	0.83459073	0.90272695	0.909776	0.97637033	0.847433	0.94640917	0.9197089	0.916454	0.9423277	0.8592033	0.8463742	0.9546931	0.7953696	0.7946742	0.9185811	0.8148247	0.90758836	0.96948254	0.96316886	0.9539203	0.91084254	0.94008124	0.96736133	0.9633582	0.9220487	0.8869551	0.7591942	0.8415243	0.9214385	0.8835231	0.8739922	0.883224	0.9782582	0.9414321	0.8522884	0.9214957	0.90479416	0.9422088	0.8954373	0.98985153	0.95885164	0.9179743	0.88512355	0.89525205	0.96944606	0.94825566	0.84335196	0.7658037	0.9452341	0.8927004	0.9091878	0.9265512	0.9411906	0.8010926	0.76465136	0.91040814	0.9315915	0.8419676	0.92114586	0.8672561	0.99331313	0.8814407	0.84310913	0.94511396	0.93805295	0.7851809	0.8728267	0.966853	0.93041074	0.84025776	0.8689735	0.9650759	0.8178345	0.8697529	0.86206156	0.9400023	0.9031614	0.9108768	0.89455914	0.0	0.8153285	0.93849164	0.885321	0.8297045	0.9365708	0.8711684	0.9130849	0.99941117	0.90236723	0.9603539	0.9502979	0.9123569	0.94475496	0.8429089	0.94613653	0.73876446	0.9199141	0.932774	0.8102132	0.8369903	0.9785476	0.97090185	0.8696977	0.87355226	0.8101504	0.87648344	0.88493884
uitslag/noun	0.94707775	0.79448605	0.877466	0.76071775	0.70610774	0.7552128	0.9457207	0.87625027	0.8974702	0.82798475	0.8880972	0.867792	0.7644919	0.79559886	0.83364534	0.9675016	0.83684313	0.9368243	0.861866	0.60340315	0.6277455	0.7825291	0.8490464	0.59944224	0.8513844	0.8046532	0.84737444	0.9299834	0.9650634	0.8977074	0.79279256	0.8277477	0.88863355	0.79626185	0.666044	0.8197621	0.61815023	0.57612205	0.84803903	0.8685711	0.80484164	0.80004215	0.7986644	0.8980741	0.8421832	0.7985245	0.9322909	0.8098382	0.70734435	0.8658703	0.841493	0.7856697	0.9239663	0.88640285	0.7869569	0.9607814	0.79426104	0.88328147	0.8710441	0.577868	0.8443663	0.808728	0.8466765	0.91446817	0.9355217	0.78770816	0.7922283	0.9430308	0.97072226	0.7930787	0.7501624	0.79668146	0.8561478	0.91178316	0.7334653	0.91540295	0.80004257	0.76234156	0.86198795	0.81248814	0.83752906	0.8502487	0.8913476	0.8455941	0.8334592	0.7962569	0.8640029	0.5021497	0.9564118	0.7561313	0.8436086	0.47992533	0.93123597	0.8768507	0.8046727	0.78722656	0.8276871	0.8707283	0.96585494	0.8314239	0.6037028	0.8904108	0.76976824	0.8218894	0.8482442	0.7850518	0.90521514	0.88201743	0.64709175	0.92822593	0.97152114	0.93855935	0.74070895	0.9516335	0.63780504	0.80285174	0.84405863	0.9206624	0.9335579	0.97344536	0.75625575	0.9127556	1.0	0.8067305	0.81039345	0.8578816	0.9247751	0.7786362	0.7785398	0.7909944	0.8241314	0.8578144	0.9276099	0.80571204	0.9680739	0.68596894	0.6814133	0.98861265	0.86097527	0.82349443	0.8394269	0.6024765	0.83376056	0.73302466	0.8787185	0.8153285	0.0	0.68258476	0.571327	0.7491393	0.75292116	0.8743314	0.8094816	0.93538576	0.83672196	0.83011425	0.90187085	0.74677527	0.8999649	0.66961753	0.6997241	0.87825817	0.858719	0.9042481	0.8705895	0.56431675	0.8469593	0.8379311	0.57915705	0.9071893	0.88247514	0.81191313	0.708815
uitspraak/noun	0.7681073	0.71465033	0.8588245	0.7211987	0.6298845	0.9325989	0.8677004	0.4977492	0.6014799	0.71838963	0.75135064	0.40006793	0.4488926	0.8726266	0.70526445	0.83576226	0.85009855	0.9655942	0.6057989	0.8098904	0.7398649	0.7890291	0.63140976	0.8353385	0.7461145	0.8363325	0.85427415	0.8837511	0.95538837	0.8916271	0.6194843	0.32682997	0.7079004	0.68304324	0.5548825	0.5229944	0.39874786	0.43336278	0.8625572	0.5028744	0.60468507	0.54689217	0.7806538	0.787406	0.94025713	0.70801544	0.7857219	0.69414383	0.4976864	0.7758228	0.73852193	0.8694841	0.90092826	0.82500774	0.60810333	0.8432937	0.6573721	0.508566	0.8348741	0.59807265	0.79942435	0.41823322	0.51075375	0.85566425	0.9072571	0.51880836	0.7998964	0.7510435	0.7966225	0.68746936	0.64559263	0.78290033	0.74318945	0.7181971	0.34248322	0.8500078	0.8724637	0.4915635	0.727057	0.71732795	0.4451056	0.8315527	0.71016455	0.8090872	0.7111242	0.725384	0.80922043	0.7975194	0.59577596	0.8205192	0.79423505	0.5493673	0.874555	0.75338167	0.65345204	0.6184168	0.80933404	0.70901597	0.8588782	0.7190517	0.4696921	0.8264878	0.7975297	0.74377453	0.78285277	0.78651804	0.8789009	0.81432116	0.80715775	0.61625624	0.8193556	0.63326395	0.6601317	0.9334907	0.35486275	0.62425506	0.79028934	0.7755729	0.7125799	0.83034444	0.66353476	0.9113194	0.70351845	0.7525535	0.5264804	0.901421	0.79835594	0.73214585	0.5896456	0.55379564	0.85082257	0.8902004	0.89588857	0.73252416	0.9259711	0.8008578	0.51532334	0.98611397	0.905273	0.49857575	0.5236182	0.6696451	0.83137214	0.6354536	0.5946077	0.93849164	0.68258476	0.0	0.5372547	0.7108693	0.46847463	0.64503837	0.8438927	0.9119236	0.65288985	0.32268834	0.69326866	0.25486708	0.65206265	0.692937	0.78829306	0.82191837	0.49389744	0.6752956	0.6584698	0.590811	0.70408285	0.63010836	0.8840043	0.85911083	0.75662816	0.69001037	0.79244316
