	Chantal/name	Esther/name	Kim/name	Madonna/name	Waal/noun	aanmerkelijk/adj	bas_lijn/noun	bedrieger/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	campagne/noun	charmant/adj	chef/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	drempel/noun	echt/adj	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fout/noun	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	grimas/noun	grond/noun	haai/noun	heel/adj	heel/adv	helling/noun	hij/pron	hoe/adj	iets/adv	ik/pron	in_borst/noun	inslag/noun	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	lek/noun	lief/noun	loer/noun	machine/noun	man/noun	manier/noun	mens/noun	met/prep	min/adj	naar/adj	nicht_DIM/noun	nogal/adv	ondertoon/noun	ontzettend/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	paal_DIM/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	reactie/noun	recht/noun	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	sheriff/noun	soort/noun	spel/noun	spel_DIM/noun	sprookje/noun	spul/noun	stem/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wat/adv	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zo/adv
man/noun	0.85817856	0.8870902	0.80439717	0.91604865	0.8944328	0.94679767	0.99339616	0.97890186	0.92685235	0.9577915	0.9240387	0.9253223	0.9328715	0.99733	0.94916224	0.9297032	0.9229239	0.8969498	0.9521621	0.92622745	0.91281086	0.950665	0.93728137	0.9895144	0.9220418	0.94925135	0.967467	0.96627975	0.922482	0.95682913	0.99124104	0.74895906	0.96488327	0.9463579	0.9161237	0.9387558	0.9507139	0.9501756	0.9363927	0.8801204	0.9578614	0.9374695	0.94776684	0.9265511	0.9289986	0.9396121	0.8933103	0.96208483	0.9799647	0.97584206	0.8427771	0.65637434	0.9571241	0.96087873	0.89509046	0.91991496	0.9577291	0.98008215	0.9658695	0.9904086	0.9146958	0.0	0.94136804	0.7473469	0.89738697	0.9018891	0.9371726	0.8873197	0.91471744	0.9719683	0.9777414	0.9533636	0.96002465	0.936855	0.90267974	0.7180432	0.88675314	0.94023633	0.80213094	0.92032737	0.94558275	0.94411963	0.9167436	0.9189631	0.9069258	0.94538724	0.9676179	0.9233862	0.9292325	0.99073106	0.97929776	0.9883214	0.92250526	0.9458689	0.9603212	0.95466673	0.9318764	0.85732085	0.9354998	0.97540975	0.9824062	0.95777625	0.9634713	0.8150042	0.91761225	0.94144833	0.945205	0.8975411	0.9479946	0.8333052	0.8773452	0.9695422	0.9100281	0.962907	0.93910587	0.84615767	0.9363167	0.91353273	0.9551991	0.9098019	0.93676627	0.9019512	0.95613694	0.9442154	0.9195118	0.91098017	0.95716375	0.9816327	0.95574766
manier/noun	0.9882678	0.96114755	0.9716423	0.9396579	0.9743531	0.96836436	1.0	0.9852995	0.8947419	0.95060945	0.8881731	0.9591808	0.98418635	0.98842746	0.991249	0.9172275	0.95431405	0.95438564	0.96211606	0.95387614	0.9711857	0.8920251	0.95227456	0.9540467	0.9625052	0.89211893	1.0	0.9376244	0.9861241	0.8671215	0.9854542	0.9068406	0.9368634	0.9381465	0.8309227	0.89902484	0.96875155	0.9228383	1.0	0.9274499	0.98386955	0.8720507	0.8537649	0.95744985	0.9564374	0.88667357	0.9212501	0.9584781	0.9299369	0.96415234	0.9426796	0.9351502	1.0	0.94947857	0.9350099	0.9738518	0.96271	0.9803978	0.99689764	0.9983157	0.9575214	0.94136804	0.0	0.9367282	0.8983139	0.91088974	0.9507534	0.98613137	0.8627652	0.9884717	0.96575	0.98080695	0.9187169	0.91060793	0.9648665	0.96611816	0.99570364	0.9902389	0.93231004	0.9196693	0.9650126	0.95730954	0.87199867	0.8559103	0.9443589	0.980461	0.99622697	0.9411936	0.97984123	0.97442573	0.95797104	0.9910661	0.85213697	0.9202497	0.9551363	0.93256193	0.9642026	0.92865837	0.9485327	0.9783268	0.9767172	0.99274564	0.9886766	0.9702275	0.9348725	0.9968547	0.9566678	0.9247002	0.88712955	0.9672281	0.9901615	0.88084996	0.98235524	0.98080087	0.98153114	0.9395547	0.9076973	0.90573764	0.87421244	0.8344166	0.9071128	0.9842709	0.9151621	0.9901096	0.9572292	0.89781785	0.95709556	1.0	0.9633564
mens/noun	0.9456411	0.9759616	0.96178335	0.9423014	0.9357758	0.88390446	0.991897	0.970689	0.9694465	0.9778485	0.9382313	0.9853544	0.91458535	1.0	0.90673155	0.92501104	0.9894808	0.9838927	0.9833322	0.98278904	0.9777905	0.96835953	0.87526184	0.99630743	0.93778825	0.96562576	0.95542127	0.95990056	0.8249651	0.9660554	0.9891647	0.9098334	0.97595465	0.96860003	0.9650662	0.9733655	0.98594457	0.96914434	0.99856603	0.7343015	0.9536121	0.8976827	0.94727373	0.85374373	0.9930822	0.9785646	0.79427207	0.9870665	0.9846247	0.9704582	0.6514318	0.89978933	1.0	0.9849783	0.88071036	0.9911101	0.96946794	0.9683512	0.97999007	0.99958956	0.8259895	0.7473469	0.9367282	0.0	0.8388313	0.82642555	0.9002676	0.9935456	0.9625565	0.9857918	0.9735802	0.9848383	0.9682924	0.9842332	0.7485833	0.9056569	0.9335558	0.9159386	0.9627851	0.94352245	0.9745451	0.9342629	0.90065	0.8926922	0.97302085	0.9711886	0.96367353	0.859196	0.92932975	0.9964562	0.99404234	0.9987095	0.8742212	0.9595279	0.9569241	0.96040845	0.90678954	0.5897378	0.9314947	0.94783777	0.9547509	0.98580664	0.9975059	0.9591802	0.9766206	0.971119	0.9662928	0.92143774	0.97136426	0.9455759	0.94624305	0.9687846	0.78172576	0.9866293	0.8800901	0.9589113	0.955644	0.70495117	0.93198055	0.93637335	0.9709104	0.93055564	0.97959673	0.87180394	0.87689936	0.92836803	0.9822013	0.9814094	0.9929744
met/prep	0.9523554	0.9709986	0.8750808	0.89981097	0.87755024	0.90976954	0.9821464	0.99733347	0.8931706	0.9348196	0.870933	0.90217036	0.9101883	0.9858397	0.92553526	0.91535217	0.9201164	0.946065	0.95569503	0.9286789	0.976131	0.9231601	0.7767943	0.9896112	0.95380694	0.90732706	0.9815129	0.92377424	0.86548144	0.88514644	0.9752299	0.90125656	0.95840645	0.89152956	0.88172376	0.8967166	0.9581982	0.93792284	0.9777189	0.8586497	0.96383035	0.88296616	0.8692448	0.955143	0.94626606	0.92033845	0.69810843	0.95091635	0.98707074	0.93958867	0.9110598	0.95156664	0.99685264	0.9352775	0.89765275	0.969537	0.9393003	0.96896344	0.9686294	0.9828592	0.91561437	0.89738697	0.8983139	0.8388313	0.0	0.5454571	0.8875967	0.95278203	0.88824713	0.9850702	0.9399466	0.9305187	0.86817294	0.9391186	0.8992858	0.95741695	0.9740023	0.97383416	0.9109895	0.87183166	0.971095	0.90989196	0.9070325	0.88132036	0.82139903	0.9118875	0.9824176	0.917365	0.95316565	0.9179994	0.92266726	0.9791168	0.896217	0.83534884	0.9108398	0.952426	0.9161948	0.68888104	0.9604763	0.9863971	0.9908914	0.9755342	0.9801945	0.94958586	0.8436527	0.97159797	0.9169363	0.925625	0.8832356	0.9358258	0.9881402	0.913272	0.9486241	0.90270877	0.9563855	0.8762062	0.9471732	0.86161786	0.9350492	0.80471444	0.8709197	0.9467462	0.9096461	0.9818723	0.96264756	0.9277378	0.9614637	0.99807733	0.9769705
min/adj	0.95235425	0.9785386	0.95166457	0.9381508	0.9695264	0.8786132	0.9990311	0.99951464	0.9167791	0.95140296	0.8634081	0.9338996	0.91546	0.9890332	0.9372153	0.9115312	0.9654987	0.9466553	0.96532935	0.936238	0.92940044	0.9148719	0.8237477	0.99099594	0.9422693	0.90801567	0.99840826	0.92836314	0.864885	0.9063682	0.9844395	0.90888363	0.94910485	0.9240093	0.8668742	0.90969133	0.96957326	0.93877995	0.9979437	0.850566	0.95604223	0.89920473	0.8716948	0.96216685	0.95871556	0.90061295	0.6576971	0.97086805	0.9945296	0.9681723	0.9037607	0.95751756	0.9982649	0.9735528	0.8756499	0.9835782	0.97414494	0.9584657	0.9793539	0.9928787	0.8873113	0.9018891	0.91088974	0.82642555	0.5454571	0.0	0.892898	0.9758927	0.9107248	0.98810273	0.96577644	0.9742869	0.8521563	0.9291105	0.8836957	0.96015024	0.9839696	0.97387457	0.93517566	0.8326313	0.9701641	0.9442545	0.8992908	0.8656425	0.88773036	0.944025	0.9783914	0.9131824	0.95747584	0.9960904	0.97634435	0.9980082	0.871312	0.8918085	0.9404911	0.9841749	0.92936397	0.71731853	0.9444222	0.99087846	0.9863475	0.9776593	0.9844419	0.96788734	0.9024731	0.98014206	0.9450656	0.9108839	0.85667264	0.9126553	0.97104317	0.9008222	0.9477298	0.9652378	0.9486052	0.9135523	0.93140775	0.83227015	0.8940795	0.8441719	0.8871619	0.9565146	0.8873252	0.9688001	0.9681697	0.9364195	0.9714188	0.99867225	0.96499425
naar/adj	0.96379167	0.9491066	0.93326044	0.97542155	0.9470173	0.9696923	0.9824487	0.9986206	0.9385277	0.94963884	0.9295875	0.92058265	0.9257454	0.98193663	0.9328841	0.9243205	0.9479715	0.9555086	0.93943065	0.9381479	0.97427106	0.9576475	0.9380819	0.9983876	0.959885	0.96321017	0.99513566	0.91683376	0.9332311	0.9492752	0.9831979	0.91083884	0.9784773	0.947588	0.9352788	0.9630331	0.9703743	0.9545821	0.9978451	0.9197442	0.9511046	0.93209255	0.96087235	0.9309539	0.95182925	0.9431934	0.9015953	0.96072537	0.95182216	0.9563677	0.9240579	0.97432333	0.98952025	0.97496307	0.9048068	0.9780811	0.98065966	0.96977746	0.9684404	0.9857826	0.9588773	0.9371726	0.9507534	0.9002676	0.8875967	0.892898	0.0	0.9772824	0.93198574	0.9866002	0.9525967	0.9704353	0.9380125	0.9483447	0.92083	0.92769253	0.9370571	0.96232057	0.95085174	0.9457102	0.9723221	0.9459129	0.9268238	0.94583565	0.92182845	0.9313947	0.98596495	0.932483	0.94099826	0.9657434	0.9979918	0.94766194	0.920511	0.8974998	0.9626905	0.94995326	0.9340975	0.9108103	0.914763	0.9931058	0.9953818	0.97079813	0.93681836	0.9632967	0.92481625	0.9623667	0.94912696	0.92124027	0.9369278	0.95074165	0.92483824	0.9393161	0.9717541	0.9483499	0.96095896	0.91242725	0.9514894	0.9175434	0.92551	0.9177277	0.952556	0.9520788	0.9505915	0.96969986	0.94668794	0.9405018	0.98375225	0.9936846	0.9715729
nicht_DIM/noun	0.906159	0.86875325	0.88671	0.9476119	0.97417915	0.9859619	0.9879005	0.95546496	0.96755224	0.96161056	0.97621894	0.9765452	0.97443736	0.993487	0.95064145	0.9691723	0.9298604	0.9594921	0.98411673	0.9732104	0.97110337	0.9709904	1.0	0.95099795	0.9486464	0.9829201	0.99974513	0.9597335	0.98647696	0.9676204	0.97443	0.88992614	0.95910424	0.9822045	0.9675404	0.9812274	0.9603073	0.94664	0.9875954	0.99532884	0.9400214	0.9775204	0.9638727	0.9809034	0.94172645	0.93041277	0.9586268	0.9913061	1.0	0.985797	0.9855411	0.93983155	0.94199747	0.963369	0.9674243	0.96093875	0.98447484	0.99377346	0.9420025	0.95077467	0.9944259	0.8873197	0.98613137	0.9935456	0.95278203	0.9758927	0.9772824	0.0	0.9706069	0.9773264	0.987729	0.9659455	0.9601652	0.9637578	0.9762962	0.91072685	0.9903393	0.97836643	0.89688545	0.9780072	0.9747993	0.93788064	0.9563537	0.96816725	0.9453796	0.9636199	0.9940838	0.94981503	0.97573984	0.9990412	0.9710156	0.94845426	0.98004144	0.9571075	0.9919207	0.91594106	0.9613937	0.9518022	0.97338456	0.9788077	0.99444103	0.96674377	0.99164575	0.8130052	0.96884793	0.9691909	0.9653523	0.964535	0.9661896	0.915697	0.97102463	0.97905225	0.99486154	0.97210824	0.9771671	0.94097227	0.98063916	0.9807021	0.9844733	0.9182972	0.96199334	0.98466223	0.98671436	0.981345	0.97974825	0.9784304	0.95800614	0.99056435	0.9912999
nogal/adv	0.9679792	0.9740658	0.93631613	0.9460446	0.96263075	0.9783282	0.9971924	1.0	0.86026144	0.9647553	0.87955	0.91857916	0.96614385	0.97466344	0.96858865	0.92111695	0.9279264	0.93396646	0.93294555	0.9428756	0.9708334	0.89010537	0.92605877	0.99638015	0.9323419	0.913555	0.98514575	0.9361618	0.97397065	0.84813136	0.98660934	0.8766537	0.945136	0.9205936	0.93216205	0.8587165	0.9642652	0.9331682	0.9987076	0.9260591	0.9903832	0.88890594	0.8783249	0.95012176	0.9635097	0.88064975	0.8784789	0.9479467	0.93027544	0.9288281	0.9444434	0.9529048	1.0	0.92235476	0.8850296	0.9903739	0.9729407	0.9910644	0.9499385	0.98667127	0.9228779	0.91471744	0.8627652	0.9625565	0.88824713	0.9107248	0.93198574	0.9706069	0.0	0.9972345	0.9334866	0.9814191	0.84252924	0.9188538	0.95074385	0.9594416	0.9817149	0.9988789	0.8878806	0.9055267	0.9654312	0.9783924	0.8793631	0.90274316	0.94579494	0.95669866	0.96356684	0.9287241	0.9698052	0.9908605	0.9604283	0.9714564	0.89850676	0.88380426	0.9798432	0.93360054	0.94446754	0.9215491	0.9182272	0.9931089	0.9838557	0.9879805	0.98694205	0.9168129	0.9027883	0.968879	0.93907475	0.89513606	0.8669498	0.93993294	0.98148483	0.8839445	0.96160483	0.96139973	0.96990293	0.92529607	0.893376	0.9643479	0.91261196	0.8303313	0.8611742	0.92910653	0.8643969	0.9889199	0.98188543	0.9178429	0.9534557	0.99863523	0.94461876
ondertoon/noun	0.9678599	0.97742134	0.96973455	0.9762056	0.9689087	0.95353776	0.9620788	0.89574337	0.9829271	0.9743975	0.9618444	0.972268	0.95115215	0.97450185	0.98392445	0.9657579	0.9387033	0.9387265	0.9505342	0.9616631	0.98144466	0.95312506	0.9939667	0.98312163	0.9975411	0.9998505	0.9999096	0.90261877	0.991773	0.9991412	1.0	0.9752025	0.9641652	0.9868432	0.9829336	0.9388583	0.9712607	0.9765627	1.0	0.9974414	0.9704982	0.9911623	1.0	0.99187946	0.9678649	0.99846065	0.9894775	1.0	0.9443419	0.93084633	0.968562	0.9820235	0.9786086	0.9651302	0.9824587	0.9719495	0.98791677	0.99827176	0.990972	0.9967083	0.9945927	0.9719683	0.9884717	0.9857918	0.9850702	0.98810273	0.9866002	0.9773264	0.9972345	0.0	0.98691714	0.9903622	0.96529454	0.9173062	0.999283	0.99341947	0.9902578	0.99985725	0.93838215	0.97812855	0.8749808	0.9929124	0.95635676	1.0	0.9506448	0.9710001	1.0	0.974959	0.99400485	1.0	0.9822865	0.9615399	0.99406874	0.9759013	0.9684883	0.97283256	0.98086965	0.96394616	0.99119705	0.95707786	0.99975616	0.98376036	0.99571764	0.95126843	0.9410887	0.9759359	0.99202144	0.9417507	0.97251457	0.98029286	0.96683013	0.9874682	0.9967457	0.99255013	0.97401744	0.94808066	0.98966885	0.9964575	0.9843517	0.94925153	0.99289465	0.98323244	0.96755654	1.0	0.9890834	0.9947676	1.0	1.0	0.98631
ontzettend/adj	0.9523354	0.9455812	0.95437336	0.97557014	0.9640437	0.9730597	0.99777627	1.0	0.9496259	0.9762447	0.9312503	0.9587871	0.9692508	0.9493729	0.9717978	0.9451428	0.9451966	0.95104647	0.96999	0.9154598	0.97775996	0.9425436	0.94007635	0.98867893	0.97435665	0.92530423	1.0	0.9373291	0.94003165	0.9254127	0.98960245	0.965498	0.95450675	0.9439246	0.9425789	0.95169824	0.9559753	0.9411158	0.9911938	0.9729184	0.97907734	0.9517123	0.9334966	0.9628513	0.96830153	0.9295586	0.9429563	0.95508814	0.9987605	0.95589393	0.96312016	0.9538215	0.9762827	0.9549205	0.95689225	0.9815183	0.9693163	0.99927545	0.95622104	0.9935345	0.9856407	0.9777414	0.96575	0.9735802	0.9399466	0.96577644	0.9525967	0.987729	0.9334866	0.98691714	0.0	0.9616335	0.906155	0.96632826	0.9860395	0.9597501	0.97267514	0.9964609	0.93084323	0.9544625	0.9664579	0.9658289	0.95709497	0.95156854	0.9734686	0.93181276	0.9707805	0.9412023	0.93677753	0.97871065	0.99591154	0.9897391	0.9429555	0.9623292	0.9791348	0.9104543	0.94529045	0.9439148	0.9581725	1.0	1.0	0.99029785	0.9968795	0.9618837	0.9380396	0.9660428	0.97285366	0.953934	0.9370148	0.9667847	0.9861979	0.91624707	0.98785836	0.9777997	0.9741453	0.9341617	0.9386914	0.9754893	0.95929265	0.9364312	0.8954636	0.98046744	0.92572093	0.98369944	0.9765171	0.94577837	0.95585436	0.98461765	0.9704127
oog_DIM/noun	0.9666268	0.9646185	0.9546668	0.9397301	0.9882827	0.97556174	1.0	0.99883574	0.94324195	0.9358462	0.96114236	0.94124156	0.95174587	0.99069506	0.99021655	0.98158145	0.9742441	0.9635334	0.9655867	0.9411865	0.95644736	0.9275338	0.9344133	1.0	0.96355516	0.9377259	0.9433323	0.9765373	0.9878877	0.9823545	0.9357371	0.9567126	0.97175145	0.9723228	0.9889744	0.9976198	0.9200576	0.9634156	0.96830076	0.985298	0.9853268	0.9897665	0.971457	0.96863693	0.9966283	0.9661956	0.9575581	0.9461285	0.99458	0.9529523	0.96731216	0.95780486	0.9828497	0.98076844	0.9846805	0.97094727	0.97455597	0.9818871	0.9977132	1.0	0.9760099	0.9533636	0.98080695	0.9848383	0.9305187	0.9742869	0.9704353	0.9659455	0.9814191	0.9903622	0.9616335	0.0	0.92436236	0.95663303	0.9534083	0.9694052	0.9836965	0.9980878	0.93241996	0.97930014	0.9961994	0.97221994	0.95808357	0.98016375	0.92581284	0.9777672	0.9979652	0.9659945	0.9409946	0.9997205	0.974413	0.9880232	0.9585734	0.9569556	0.95002794	0.9815547	0.95623195	0.96127474	0.9812782	0.99266034	1.0	0.9277411	0.98992705	0.92302686	0.93618625	0.99098694	0.9775469	0.9678855	0.943573	0.9577509	0.9900258	0.97611326	0.9898862	0.98131263	0.9770099	0.91364205	0.961157	0.9879902	0.96672815	0.95652854	0.958086	0.9838511	0.98008996	0.98185444	0.96214944	0.9532533	0.976408	0.9792148	0.9922701
ook/adv	0.9798949	0.97102827	0.9486014	0.894858	0.9399195	0.94160056	0.9960762	1.0	0.8286783	0.90413874	0.8613774	0.9178232	0.9419232	0.99446654	0.9824605	0.90358686	0.9546767	0.96518576	0.94863594	0.94050276	0.94495696	0.75752795	0.88687515	0.99779207	0.9796428	0.8869513	0.96426547	0.946173	0.94521457	0.8423095	0.98735243	0.89672136	0.97356176	0.9364663	0.8751551	0.9004569	0.9282106	0.9363237	0.99452126	0.9036787	0.98048615	0.8756663	0.7971303	0.96019983	0.9743824	0.86812866	0.8883188	0.91520673	0.9890135	0.94937956	0.95615524	0.98242736	0.95452625	0.94310987	0.87555146	0.9907009	0.9571442	0.9703716	0.9802397	0.98296845	0.9190457	0.96002465	0.9187169	0.9682924	0.86817294	0.8521563	0.9380125	0.9601652	0.84252924	0.96529454	0.906155	0.92436236	0.0	0.88896406	0.96153885	0.9699838	0.997748	0.9902805	0.95386255	0.8587918	0.9323039	0.9212117	0.83808017	0.889204	0.8887335	0.95364755	0.97253144	0.98253995	0.9784354	0.98864186	0.99198407	0.9876121	0.8546603	0.91666085	0.9317815	0.92994535	0.8875864	0.9261987	0.9597119	0.9871184	0.996463	0.9916134	0.9831004	0.937305	0.89757854	0.9797461	0.94618315	0.91478276	0.7908006	0.9644285	0.98005205	0.7575933	0.9645541	0.97838175	0.96206445	0.91059136	0.8953512	0.96516246	0.79388297	0.84610754	0.8046403	0.9824582	0.7802686	0.99750805	0.96648467	0.89752257	0.91050005	0.9990359	0.9288873
opmerking/noun	0.9586564	0.9629024	0.963997	0.9741904	0.9807523	0.9773407	0.99921775	0.98495305	0.92128974	0.9022356	0.9147181	0.8703579	0.9514058	0.9835547	0.9769007	0.928267	0.95877576	0.93318474	0.9446095	0.8927977	0.9213691	0.8077203	0.93720883	0.9750529	0.97798175	0.9320879	0.9897261	0.9320575	0.96749735	0.94085014	0.9434308	0.92396253	0.959063	0.8925515	0.88047284	0.9189529	0.91645926	0.9516759	0.99056286	0.93136764	0.9890081	0.9395564	0.9429576	0.963613	0.9478954	0.89631826	0.9406476	0.93031394	0.94821066	0.9664067	0.9622433	0.94174147	0.98408	0.9709588	0.9174266	0.9440745	0.96353734	0.955906	0.94691163	0.9653331	0.94771963	0.936855	0.91060793	0.9842332	0.9391186	0.9291105	0.9483447	0.9637578	0.9188538	0.9173062	0.96632826	0.95663303	0.88896406	0.0	0.9364166	0.96086884	0.9790069	0.9953375	0.8981632	0.93664056	0.94423234	0.95631975	0.8516773	0.9341566	0.89789206	0.93518496	0.97503614	0.96472096	0.9456577	0.9818553	0.97831315	0.9680294	0.9356011	0.9021129	0.9439456	0.95773447	0.9616848	0.93277746	0.957807	0.98035645	1.0	0.91817355	0.98205525	0.91486794	0.9052178	0.97319865	0.9114458	0.90873814	0.92173225	0.9285475	0.9742658	0.93868893	0.97855216	0.94714886	0.96913624	0.89374626	0.95213205	0.96836793	0.8709581	0.9152934	0.8933301	0.9813278	0.8442495	0.9976483	0.94370216	0.8949065	0.9287676	0.9939405	0.9738202
overtreding/noun	0.95177764	0.9222568	0.9299872	0.9558156	0.9314579	0.9503343	0.9951087	0.99739337	0.961648	0.9786028	0.89971334	0.8924897	0.93427336	0.99973595	0.96021104	0.9470787	0.9623995	0.9536613	0.98612696	0.9666436	0.97505933	0.93355286	0.94054234	0.98695743	0.9591299	0.9505376	0.97360116	0.95136654	0.87740326	0.97202826	0.92190784	0.9191449	0.96180314	0.9131079	0.9516477	0.9403184	0.9470929	0.97860634	0.9875395	0.9022612	0.96625984	0.9639988	0.97943854	0.9005749	0.9466895	0.96514237	0.8859186	0.98681635	0.9953328	0.987121	0.91128427	0.9381225	0.98525524	0.99629825	0.90154064	0.9668536	0.97484326	0.9409773	0.9772389	0.9938799	0.90169007	0.90267974	0.9648665	0.7485833	0.8992858	0.8836957	0.92083	0.9762962	0.95074385	0.999283	0.9860395	0.9534083	0.96153885	0.9364166	0.0	0.90438884	0.9712008	0.976008	0.97244513	0.96878034	0.9875867	0.9530125	0.9222059	0.946185	0.9661198	0.96294975	0.99174803	0.8881388	0.94368	0.98402727	0.9794957	0.9915435	0.93456936	0.91790795	0.94431776	0.9549792	0.93575174	0.7110386	0.97262764	0.9948773	0.90703785	0.86893	0.96926516	0.9693661	0.9189169	0.94310445	0.89389294	0.93397003	0.96524113	0.96068716	0.94178975	0.9756391	0.91512764	0.9734845	0.9321275	0.87842625	0.9791835	0.8547006	0.93246824	0.93240994	0.98549616	0.96537805	0.9566424	0.8874479	0.9447491	0.92112106	0.98690057	0.9834102	0.9901692
overval/noun	0.9103639	0.90728724	0.902791	0.945463	0.9524292	0.96257687	0.99167484	0.99927336	0.98575854	0.96562415	0.94527	0.95169264	0.9386751	0.9927485	0.96364033	0.9536722	0.95316654	0.9344641	0.9723985	0.9372267	0.9277602	0.9634143	0.9929608	0.98478687	0.91982454	0.9854848	0.9924916	0.97472364	0.9348921	0.98207724	0.9653002	0.8368598	0.9613738	0.95801145	0.94243133	0.9733699	0.9627296	0.976721	0.9645944	0.93138754	0.9813807	0.9621736	0.96979487	0.9512295	0.89833355	0.9658137	0.95589095	0.97311443	0.99775696	0.9633423	0.90597093	0.80283356	0.95643705	0.9807741	0.90068233	0.93298674	0.96792704	0.9415723	0.9754861	0.9749943	0.9679263	0.7180432	0.96611816	0.9056569	0.95741695	0.96015024	0.92769253	0.91072685	0.9594416	0.99341947	0.9597501	0.9694052	0.9699838	0.96086884	0.90438884	0.0	0.8956934	0.9560819	0.89838886	0.94117117	0.95691234	0.94138044	0.9457378	0.95087165	0.9522829	0.96319366	0.93861246	0.93900865	0.93160325	0.9933703	0.9717965	0.95861536	0.9698417	0.9602534	0.9789593	0.9607337	0.94209015	0.8789389	0.9599845	0.9639238	0.96794254	0.9554618	0.97320914	0.89462346	0.9522449	0.9587187	0.96989524	0.95604676	0.9693309	0.9036542	0.9156781	0.99175113	0.9636261	0.9681553	0.97291136	0.91001314	0.9559674	0.91598153	0.95959574	0.9528611	0.9517761	0.92097723	0.9750487	0.9541555	0.9522136	0.90601224	0.9845565	0.9918987	0.9625103
paal_DIM/noun	0.9509674	0.96274835	0.94034415	0.98912674	0.98197234	0.9925802	1.0	0.98819625	1.0	0.9706529	0.9826206	0.9515449	0.95392746	0.9980516	0.9649488	0.96414715	0.9871762	0.9571834	0.991675	0.98406976	0.98793215	0.97998315	0.9974812	0.9982724	0.97155476	0.9949326	0.99626505	0.9927177	0.9681453	0.99542487	0.99888676	0.9403977	0.96790034	0.9840896	0.9901529	0.97894746	0.9709995	0.9945468	0.96118134	0.9852543	0.989842	0.9990201	0.96954334	0.94362396	0.99111694	1.0	0.98500675	0.9943416	1.0	0.9754049	0.9625754	0.95242167	0.96088195	0.98003364	0.96629626	0.9477712	0.9939201	0.97560316	0.9862283	0.9544661	0.9868654	0.88675314	0.99570364	0.9335558	0.9740023	0.9839696	0.9370571	0.9903393	0.9817149	0.9902578	0.97267514	0.9836965	0.997748	0.9790069	0.9712008	0.8956934	0.0	0.9420128	0.9718791	0.9674736	0.9686336	0.9912629	0.96908194	0.9915057	0.96682423	0.97250533	0.9903981	0.96511745	0.9256636	0.99268645	0.99700105	0.9872924	0.99876636	0.98065317	0.9477327	0.976041	0.9393707	0.9628672	0.94598436	0.9866195	0.99494165	0.97882247	0.9956734	0.96268165	0.9408675	0.9508517	0.9830919	0.96568006	0.9779971	0.9733771	0.9769909	0.98329043	0.93727696	0.98865783	0.97989	0.94767934	0.9853482	0.96864814	0.99593717	0.9758827	0.9892208	0.93040055	0.99033093	0.92037934	0.9853791	0.9885275	1.0	1.0	0.99900585
pleeg_ouder/noun	0.9573231	0.941418	0.94415903	0.995309	0.996193	0.978762	1.0	1.0	0.9938497	0.9613568	0.98773646	0.96501625	0.9723858	0.9868161	0.9257437	0.95201445	0.9911716	0.9724058	0.9855808	0.99102134	0.99479246	0.9810384	0.9690441	0.9993731	0.9697243	0.9985554	0.9861396	0.99166054	0.9688526	0.9998806	1.0	0.98462236	0.9875734	0.99061286	0.9766907	0.9937257	0.9869326	0.9881366	1.0	0.96074253	0.982633	0.97976065	0.98890483	0.981641	0.9769066	1.0	0.9913261	1.0	1.0	0.9725369	0.9261938	0.9627213	0.9989651	0.98239905	0.9794293	0.9579947	0.99671793	0.956924	0.9925853	1.0	0.99582684	0.94023633	0.9902389	0.9159386	0.97383416	0.97387457	0.96232057	0.97836643	0.9988789	0.99985725	0.9964609	0.9980878	0.9902805	0.9953375	0.976008	0.9560819	0.9420128	0.0	0.96582615	0.97860587	0.9651619	0.9782872	0.9504858	1.0	0.97140896	0.97315574	0.9552045	0.9725381	0.9305448	1.0	0.9688461	0.9591472	1.0	0.9881592	0.99200857	0.99256605	0.98004913	0.9528875	0.9621342	0.9803667	0.9884915	0.9662935	0.99108696	0.96940565	0.9936249	0.966459	0.9899457	0.97781235	0.9948549	0.9733183	1.0	0.9940046	0.99366784	0.9891572	0.9897607	0.99319214	0.9891607	0.98323506	0.98669845	0.98699844	0.990429	0.98246676	0.9841155	0.9821633	0.9569164	0.97012466	1.0	1.0	0.99745953
