	Chantal/name	Esther/name	Kim/name	Madonna/name	Waal/noun	aanmerkelijk/adj	bas_lijn/noun	bedrieger/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	campagne/noun	charmant/adj	chef/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	drempel/noun	echt/adj	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fout/noun	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	grimas/noun	grond/noun	haai/noun	heel/adj	heel/adv	helling/noun	hij/pron	hoe/adj	iets/adv	ik/pron	in_borst/noun	inslag/noun	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	lek/noun	lief/noun	loer/noun	machine/noun	man/noun	manier/noun	mens/noun	met/prep	min/adj	naar/adj	nicht_DIM/noun	nogal/adv	ondertoon/noun	ontzettend/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	paal_DIM/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	reactie/noun	recht/noun	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	sheriff/noun	soort/noun	spel/noun	spel_DIM/noun	sprookje/noun	spul/noun	stem/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wat/adv	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zo/adv
hij/pron	0.96149963	0.91273034	0.9271694	0.8801303	0.96595484	0.95166904	0.976378	0.97567993	0.9336714	0.94042593	0.9205791	0.93530345	0.9488805	0.995222	0.9709047	0.89561445	0.94781655	0.85223055	0.9145248	0.8738177	0.91702497	0.92205775	0.9582095	0.984037	0.9063322	0.9553096	0.9939241	0.9160344	0.96699864	0.9299748	0.9767247	0.90812194	0.90196085	0.93479586	0.9211558	0.95907515	0.94379216	0.92097265	0.9569944	0.94422996	0.9701259	0.9492318	0.96368706	0.9673539	0.0	0.92029744	0.9539666	0.8074468	0.97912073	0.9527525	0.82911485	0.84471834	0.9950375	0.94891405	0.9463371	0.97813594	0.9593127	0.97234625	0.97220856	0.9939697	0.92164683	0.9289986	0.9564374	0.9930822	0.94626606	0.95871556	0.95182925	0.94172645	0.9635097	0.9678649	0.96830153	0.9966283	0.9743824	0.9478954	0.9466895	0.89833355	0.99111694	0.9769066	0.82684934	0.9616865	0.9814496	0.9363525	0.9476923	0.93054044	0.9476718	0.9443073	0.98392195	0.7624339	0.93876487	0.98870623	0.95290446	0.91930664	0.9225779	0.9114037	0.95697093	0.92610955	0.9455086	0.9661782	0.94438004	0.92071706	0.99860656	0.99376214	0.97743595	0.9151221	0.91602725	0.9612869	0.9325298	0.94114417	0.9503356	0.86493415	0.9468825	0.9732077	0.9617532	0.9451873	0.91746604	0.87537336	0.87725216	0.9873799	0.9417673	0.75407165	0.9482924	0.9868927	0.94033104	0.9947565	0.9199365	0.9254988	0.8481745	0.97751075	0.9859435
hoe/adj	0.9818935	0.9898237	0.9658061	0.94393563	0.942014	0.9937411	1.0	0.92645985	0.8605068	0.97545666	0.90147966	0.9744563	0.9643331	0.98573124	0.9955899	0.9396899	0.94137794	0.9458736	0.90852606	0.9404969	0.9289514	0.8909402	0.7530696	1.0	0.9906749	0.80847794	0.9994168	0.9239206	0.9807338	0.8140099	0.9883501	0.87054145	0.9361364	0.9205703	0.91225445	0.8627261	0.9606981	0.8773173	0.9940426	0.9259809	0.9581939	0.87351406	0.89829	0.997961	0.92029744	0.0	0.9052556	0.7429868	0.9576479	0.9665097	0.9522888	0.96325684	0.9984944	0.98002183	0.915182	0.9990772	0.9614623	0.9889345	0.910429	0.98912257	0.97391933	0.9396121	0.88667357	0.9785646	0.92033845	0.90061295	0.9431934	0.93041277	0.88064975	0.99846065	0.9295586	0.9661956	0.86812866	0.89631826	0.96514237	0.9658137	1.0	1.0	0.8824963	0.93297714	0.98266375	0.9635536	0.93297267	0.94092566	0.9689178	0.9683655	0.98686874	0.93018353	0.9487706	0.9951683	0.9562155	0.97660446	0.85041666	0.87255657	0.94741386	0.9399714	0.9154202	0.9438194	0.94156545	0.99408317	0.9912796	0.9975931	0.9921323	0.95525676	0.9441915	0.98728883	0.96514523	0.9311243	0.87794423	0.93046093	0.98828024	0.91953564	0.99675363	0.9701343	0.9816577	0.9408044	0.9208837	0.97392994	0.83770746	0.84204483	0.814594	0.9522214	0.8532828	0.99850124	0.9593331	0.91599244	0.86432517	1.0	0.9476994
iets/adv	0.9591991	0.9661662	0.95523226	0.94059014	0.93342346	0.8926222	0.9998568	0.9987457	0.9117142	0.9591786	0.8989003	0.92193604	0.92822844	0.98822933	0.9477682	0.93103397	0.9600752	0.92954254	0.97519565	0.95834404	0.9747569	0.90586805	0.83466256	0.9994685	0.95013297	0.9195135	0.96771526	0.93115354	0.9103253	0.91317564	0.98032343	0.9098612	0.9424428	0.9224521	0.9099487	0.8953566	0.96774065	0.944516	0.99634314	0.8710506	0.9615692	0.9044467	0.90162385	0.91899455	0.9539666	0.9052556	0.0	0.9550742	0.9823156	0.9592992	0.9069108	0.95532584	0.99195117	0.9769835	0.8946665	0.991804	0.9808436	0.9627071	0.983337	0.9932	0.92422295	0.8933103	0.9212501	0.79427207	0.69810843	0.6576971	0.9015953	0.9586268	0.8784789	0.9894775	0.9429563	0.9575581	0.8883188	0.9406476	0.8859186	0.95589095	0.98500675	0.9913261	0.9156157	0.8799834	0.9891885	0.91520876	0.8950637	0.91838497	0.8992789	0.97060114	0.9796769	0.89292586	0.9450731	0.98045844	0.9780228	0.97609615	0.86488366	0.89298147	0.95389163	0.963441	0.94673437	0.7912419	0.96057063	0.9865545	0.98696744	0.99381226	0.9935997	0.92444324	0.92745876	0.9805832	0.92786235	0.8962003	0.8770429	0.91553956	0.97100335	0.9298377	0.9297861	0.9774063	0.9427531	0.914577	0.960002	0.8781225	0.8888101	0.86702335	0.9036632	0.97159857	0.91041595	0.9653783	0.9630346	0.9290102	0.92066056	0.9967329	0.9662972
ik/pron	0.9965149	0.990034	0.9452974	0.9911967	0.97544354	0.9998941	1.0	1.0	0.8684945	0.95181686	0.9588847	0.9552717	0.9580146	1.0	0.9862794	0.95557904	0.98212427	0.9565872	0.9993829	0.9867276	0.9555257	0.9842335	0.6132999	1.0	0.9837914	0.90185744	0.9941681	0.96122885	0.98495674	0.84439045	0.9992029	0.9637823	0.9931666	0.9457555	0.9309782	0.9424236	0.9859089	0.9364289	1.0	0.97001004	0.9609886	0.92978954	0.94027454	0.97101015	0.8074468	0.7429868	0.9550742	0.0	0.99824256	0.99656844	0.9789295	0.97981006	1.0	0.970655	0.95787627	0.9994425	0.96685237	0.97728837	0.9726797	1.0	0.98745626	0.96208483	0.9584781	0.9870665	0.95091635	0.97086805	0.96072537	0.9913061	0.9479467	1.0	0.95508814	0.9461285	0.91520673	0.93031394	0.98681635	0.97311443	0.9943416	1.0	0.9866225	0.9956573	0.99696606	0.91743994	0.97305137	0.9589688	0.99520946	0.9560808	0.99541044	0.9848008	0.969838	0.9962503	0.99869925	0.96259516	0.8958698	0.93246204	0.95562476	0.96405745	0.9358661	0.9664847	0.9644869	0.98952407	1.0	0.9989265	0.97563016	0.9675385	0.97896177	0.98404765	0.9468635	0.9741126	0.9416558	0.9723141	0.97640663	0.96629333	0.9945561	0.97743565	0.9936669	0.9338127	0.95523113	0.966516	0.9106998	0.96356136	0.8276309	0.9647945	0.84184027	0.99877745	0.94235635	0.9586474	0.67999506	0.9875584	0.9599391
in_borst/noun	0.9894532	0.98974866	0.9875319	0.99916416	0.9965462	0.98768586	1.0	0.9651253	0.9312665	0.9884236	0.94345796	0.99239457	0.97528356	1.0	0.9710539	0.97653973	0.95652413	0.96034384	0.8937868	0.97481626	0.9829402	0.96645683	0.99500704	0.9374538	1.0	0.97814924	1.0	0.9271665	0.99046177	0.9559289	1.0	0.9693701	0.9422498	0.9998858	0.9936535	0.95992553	0.9892941	0.9923832	1.0	0.9640272	0.9905522	0.96973723	0.97817975	0.9961119	0.97912073	0.9576479	0.9823156	0.99824256	0.0	0.9071388	0.98302907	0.9681725	0.96812475	0.9846437	0.996192	0.99817955	0.995726	1.0	0.98699373	1.0	0.9618503	0.9799647	0.9299369	0.9846247	0.98707074	0.9945296	0.95182216	1.0	0.93027544	0.9443419	0.9987605	0.99458	0.9890135	0.94821066	0.9953328	0.99775696	1.0	1.0	0.9714482	0.97041184	1.0	0.9458377	0.9766912	0.98327607	0.9889777	0.9629734	0.9732131	0.99079955	0.99286526	1.0	0.9657656	0.9678369	0.95095694	0.96557015	1.0	0.9756991	0.99266857	0.98376405	0.94922435	0.9468875	0.9999829	1.0	0.98485994	1.0	0.9856628	0.98703796	1.0	0.99044716	0.9832046	0.99351925	0.9622892	0.97961587	0.9966334	0.9761912	0.9854448	0.9804864	0.96073717	0.9930886	0.9969046	0.95074815	0.9525425	1.0	1.0	1.0	0.965465	0.9781046	0.9989747	0.9999307	0.9949325
inslag/noun	0.9242376	0.9585692	0.9735031	0.96893466	0.98168707	0.9377621	0.9792247	0.9930015	0.9347385	0.93734145	0.94628584	0.99166244	0.93991077	0.97316253	0.98521054	0.9203036	0.97397304	0.9518628	0.85372126	0.9351743	0.9741406	0.9471789	0.9781572	0.9643888	0.97875476	0.967385	0.9513451	0.9630121	0.95643616	0.95449317	0.99323845	0.9453729	0.9435434	0.9683142	0.9874177	0.9508454	0.99570924	0.9689242	0.96302253	0.95425856	0.9767779	0.95472026	0.9490156	0.95653814	0.9527525	0.9665097	0.9592992	0.99656844	0.9071388	0.0	0.939817	0.95837593	0.9799431	0.9127954	0.97764385	0.9949421	0.9601413	0.99327075	0.9535018	0.9835962	0.9441073	0.97584206	0.96415234	0.9704582	0.93958867	0.9681723	0.9563677	0.985797	0.9288281	0.93084633	0.95589393	0.9529523	0.94937956	0.9664067	0.987121	0.9633423	0.9754049	0.9725369	0.941874	0.9530065	0.9009013	0.9830758	0.9654228	0.9706334	0.9408022	0.93519276	0.9307007	0.9331492	0.97654974	0.99119234	0.95578927	0.92268336	0.9866626	0.96056694	0.9823074	0.9536259	0.9857914	0.96406466	0.94165343	0.97710454	0.9889375	0.9617515	0.9889416	0.931049	0.9563847	0.9719002	0.97494	0.97231627	0.969766	0.95941967	0.97973055	0.9343009	0.97659516	0.9377121	0.9776336	0.916696	0.89379334	0.962481	0.95253885	0.9472488	0.96855617	0.9806912	0.94798386	0.973644	0.9032604	0.97866195	0.9995899	0.9747445	0.99515116
jood/noun	0.97125983	0.978426	0.96590567	0.9571528	0.91619956	0.92750233	0.99959856	0.96876967	0.95264673	0.9286159	0.9379257	0.9748143	0.9362695	0.9821069	0.94496584	0.91077536	0.9723498	0.9352712	0.937311	0.9251338	0.9171487	0.9218193	0.9437866	0.99274075	0.9512033	0.9514545	0.9864807	0.9204035	0.91131306	0.95488816	0.9932971	0.9272165	0.9607473	0.96021044	0.95458645	0.93478686	0.96831614	0.90553606	0.9986965	0.8445911	0.96632034	0.943139	0.93465453	0.9465349	0.82911485	0.9522888	0.9069108	0.9789295	0.98302907	0.939817	0.0	0.90144473	0.97618383	0.9290383	0.9343446	0.9848804	0.9526657	0.9903227	0.9727835	0.99816704	0.92040676	0.8427771	0.9426796	0.6514318	0.9110598	0.9037607	0.9240579	0.9855411	0.9444434	0.968562	0.96312016	0.96731216	0.95615524	0.9622433	0.91128427	0.90597093	0.9625754	0.9261938	0.8672706	0.940939	0.91784775	0.92652106	0.92016023	0.88645744	0.9213131	0.9634465	0.9478019	0.8378848	0.92610174	0.99502385	0.92241913	0.9586854	0.9238904	0.9501033	0.95693856	0.9336682	0.92389727	0.81060636	0.9374204	0.97135127	0.980923	0.9845502	0.9873823	0.95054877	0.9485954	0.98588514	0.9647054	0.92554414	0.9526703	0.90530884	0.9660919	0.94235486	0.8855872	0.89562756	0.91077363	0.9342804	0.8646227	0.9103894	0.9361647	0.8658496	0.96873724	0.9612824	0.9840164	0.9842388	0.83520085	0.94353354	0.94792104	0.9864838	0.982656
kanker/noun	0.9374679	0.95305014	0.9088226	0.89295954	0.94692177	0.96691823	0.9868748	0.9859041	0.96232575	0.95855	0.9390951	0.96949327	0.94628096	0.9391016	0.96092767	0.91034883	0.93982583	0.9061871	0.91798395	0.9191212	0.93688506	0.97241426	0.97196335	0.99976844	0.9430459	0.9759168	0.9999863	0.9292767	0.9761356	0.97623175	0.9800348	0.8177662	0.9750015	0.9533347	0.9705914	0.9676672	0.9536046	0.96545804	0.92035353	0.9521918	0.952874	0.9536427	0.9599358	0.96052045	0.84471834	0.96325684	0.95532584	0.97981006	0.9681725	0.95837593	0.90144473	0.0	0.9863601	0.95549095	0.94526356	0.91371405	0.9706245	0.96825725	0.9869102	0.98324525	0.9378712	0.65637434	0.9351502	0.89978933	0.95156664	0.95751756	0.97432333	0.93983155	0.9529048	0.9820235	0.9538215	0.95780486	0.98242736	0.94174147	0.9381225	0.80283356	0.95242167	0.9627213	0.811599	0.9054332	0.9853232	0.9585862	0.95173067	0.9467604	0.9422616	0.9705364	0.9744411	0.91140306	0.9187397	0.99026585	0.97460943	0.95149326	0.9622971	0.9579352	0.96040386	0.96407384	0.940415	0.90855175	0.9537787	0.9619067	0.968228	0.9864691	0.9794395	0.8286372	0.94239616	0.94959486	0.93554544	0.9504555	0.9625413	0.8648651	0.88648534	0.9673846	0.941258	0.98912144	0.92376333	0.9381949	0.97078574	0.94074637	0.95161146	0.9195918	0.97249204	0.9633974	0.9869134	0.9571347	0.94254965	0.92922896	0.979841	0.98617744	0.99496466
kindervriend/noun	0.94402105	0.95563596	0.949794	0.9899386	0.99486506	0.99501294	1.0	0.99063927	0.98966825	0.9910212	0.99162775	0.9821014	0.9912924	1.0	0.96923167	0.99025416	0.98101485	0.9573672	0.97644746	0.9932527	0.9636752	0.9986678	1.0	0.9643447	0.9979874	0.97913325	1.0	0.9543687	0.98537683	0.99715376	0.9865651	0.9828628	0.9672024	0.999277	1.0	1.0	0.9645548	0.95899516	1.0	0.99756396	0.99236876	1.0	0.9955002	0.99554336	0.9950375	0.9984944	0.99195117	1.0	0.96812475	0.9799431	0.97618383	0.9863601	0.0	0.9924554	0.99796313	0.9877232	0.98652446	0.99586505	0.9934576	0.9982359	0.9899237	0.9571241	1.0	1.0	0.99685264	0.9982649	0.98952025	0.94199747	1.0	0.9786086	0.9762827	0.9828497	0.95452625	0.98408	0.98525524	0.95643705	0.96088195	0.9989651	0.9623714	0.96708804	0.9641	0.99436444	0.9869975	0.9992397	0.9848416	0.96385056	1.0	0.9682029	0.9727158	0.9977531	0.9897444	0.9671902	0.9944841	0.97684	0.99278	0.95463383	0.9815156	0.9916774	0.9966385	0.99731225	0.9930035	0.98122096	0.9992783	0.9415361	0.99106187	0.98862773	0.99614996	0.9932179	1.0	0.99866873	0.96951216	0.99630886	0.99826336	0.945776	0.99630153	0.9642365	0.99138445	0.9731142	0.9869673	0.98100775	0.9958596	0.9731619	0.99291724	0.99578017	0.96793586	0.99115324	1.0	0.9993717	0.98516285
klank/noun	0.97374684	0.96396506	0.94964916	0.89100444	0.98681444	0.9688526	0.97834057	0.9718204	0.9479322	0.9595373	0.96335405	0.9680158	0.97745544	0.9765226	0.9636355	0.94995207	0.915704	0.9575281	0.91729534	0.90545416	0.9852757	0.98886585	0.991063	0.96816695	0.9881317	0.97032005	1.0	0.95183194	0.9666813	0.9677857	0.99011594	0.97263616	0.90393656	0.955184	0.9732101	0.9558043	0.96071845	0.94291717	0.9724715	0.96546656	0.9654837	0.9623597	0.94549704	0.9596289	0.94891405	0.98002183	0.9769835	0.970655	0.9846437	0.9127954	0.9290383	0.95549095	0.9924554	0.0	0.9589744	0.9850515	0.988893	0.98609865	0.9883621	0.9968169	0.97378975	0.96087873	0.94947857	0.9849783	0.9352775	0.9735528	0.97496307	0.963369	0.92235476	0.9651302	0.9549205	0.98076844	0.94310987	0.9709588	0.99629825	0.9807741	0.98003364	0.98239905	0.90929145	0.93161565	0.97242236	0.97298914	0.97271055	0.95779675	0.9788562	0.9752803	0.97907555	0.9476107	0.9596027	0.99556375	0.94116515	0.9547762	0.9380426	0.96092206	0.9674952	0.9508048	0.98142743	0.95166445	0.94326603	0.9582787	0.97126204	0.9858412	0.97332895	0.9810346	0.95763373	0.96815646	0.9740051	0.9552564	0.94962984	0.9712568	0.9676378	0.92005926	0.9882605	0.96934915	0.98977	0.9300925	0.89798063	0.97768015	0.97501045	0.87629384	0.95915294	0.9859813	0.98167914	0.9951547	0.9409385	0.9850021	0.98301166	0.9282816	0.9852054
kop/noun	0.9324882	0.9577825	0.9287091	0.9451478	0.9612181	0.9843712	0.9975896	0.9844855	0.933121	0.9628731	0.872549	0.91261584	0.93432313	0.9857712	0.95821637	0.90058464	0.95047706	0.942528	0.9761165	0.94513285	0.936513	0.90502775	0.95690024	0.9914445	0.94199216	0.93033004	0.988462	0.9498788	0.9424643	0.9314454	0.9673151	0.86127675	0.9514592	0.91803926	0.9087041	0.9316376	0.9653014	0.9271705	0.97890896	0.91787773	0.9906335	0.92483747	0.92912525	0.9390484	0.9463371	0.915182	0.8946665	0.95787627	0.996192	0.97764385	0.9343446	0.94526356	0.99796313	0.9589744	0.0	0.9712842	0.9489285	0.93770003	0.9743797	0.96268606	0.9126167	0.89509046	0.9350099	0.88071036	0.89765275	0.8756499	0.9048068	0.9674243	0.8850296	0.9824587	0.95689225	0.9846805	0.87555146	0.9174266	0.90154064	0.90068233	0.96629626	0.9794293	0.9181342	0.9082236	0.9591375	0.9464995	0.9009644	0.9139725	0.9176605	0.95099515	0.9657064	0.89978147	0.9434086	0.9641258	0.97981375	0.98018444	0.9015117	0.87796986	0.96903026	0.9319065	0.96589273	0.8605298	0.94581133	0.9907187	0.97275454	0.9846929	0.95109695	0.9554311	0.8947011	0.96809715	0.9328276	0.9086409	0.92601997	0.88872004	0.90797156	0.923951	0.97885203	0.94624513	0.97858673	0.8918242	0.928502	0.90722835	0.8964723	0.879584	0.89889264	0.9502576	0.93447083	0.9537687	0.96713066	0.911636	0.97839445	0.99312675	0.96783316
kop_stoot/noun	0.9351509	0.9178728	0.9242645	0.96375906	0.96265185	0.9970893	0.91201234	0.9849157	0.9708531	0.9783996	0.9755167	0.89031494	0.96828777	1.0	0.9993429	0.9853304	0.9850706	0.9920954	0.9689649	0.97891027	0.989702	0.99176574	1.0	0.99859864	0.95870626	1.0	1.0	0.9852809	0.99694616	0.9823646	0.97958565	0.96606225	0.9850681	0.9471971	0.97079384	0.98463786	0.9705945	0.9872639	1.0	0.97503734	0.9885526	1.0	0.9984942	0.97354877	0.97813594	0.9990772	0.991804	0.9994425	0.99817955	0.9949421	0.9848804	0.91371405	0.9877232	0.9850515	0.9712842	0.0	0.99260914	0.97782815	0.99398506	0.98405284	0.9886775	0.91991496	0.9738518	0.9911101	0.969537	0.9835782	0.9780811	0.96093875	0.9903739	0.9719495	0.9815183	0.97094727	0.9907009	0.9440745	0.9668536	0.93298674	0.9477712	0.9579947	0.9814944	0.9785357	0.9812209	0.97517323	0.9461795	0.9902835	0.9614109	0.9788436	0.95751756	0.9860496	0.96534544	0.91675067	0.99659735	0.98564374	0.9929883	0.97415334	0.9591308	0.978505	0.98803335	0.9770914	0.99552506	0.9291143	1.0	0.96808493	0.98748064	0.9415381	0.95527554	0.96807975	0.89903647	0.97919804	0.99855334	0.9694036	0.9437794	0.97149414	0.9596281	0.9408901	0.9965307	0.928667	0.98008347	0.9718605	0.9953747	0.9881964	0.9711131	0.9787365	0.98619324	0.99024844	0.9604923	0.98135656	1.0	0.99212235	0.9989786
kwasi/adj	0.9732557	0.9930666	0.9543039	0.982837	0.88770026	0.9824697	1.0	0.99510837	0.9729986	0.9853997	0.9747483	0.9610599	0.963185	0.9956698	0.996237	0.9818345	0.97616184	0.97815084	0.98056805	0.99022937	0.98917466	0.96508235	0.99526995	0.9964578	0.9697903	0.9780776	0.9894139	0.979472	0.9606096	0.96759593	0.9727321	0.97754663	0.9871591	0.98003644	0.9769398	0.9775287	0.97856003	0.9861006	0.9930999	0.9893134	0.9763221	0.9597587	0.9689739	0.9653669	0.9593127	0.9614623	0.9808436	0.96685237	0.995726	0.9601413	0.9526657	0.9706245	0.98652446	0.988893	0.9489285	0.99260914	0.0	0.95732415	0.97857124	0.98818874	0.98756874	0.9577291	0.96271	0.96946794	0.9393003	0.97414494	0.98065966	0.98447484	0.9729407	0.98791677	0.9693163	0.97455597	0.9571442	0.96353734	0.97484326	0.96792704	0.9939201	0.99671793	0.9670281	0.98332834	0.9802121	0.97732663	0.97327304	0.97639734	0.9623524	0.97905	0.9947485	0.947666	0.99386585	0.9843817	0.99573195	0.9900958	0.9809948	0.95861876	0.98608464	0.98738414	0.97670186	0.96447486	0.9843643	0.9995959	0.98475057	0.96154976	0.9766013	0.95951754	0.9479638	0.96969366	0.97671443	0.98338425	0.9846079	0.9715102	0.9486954	0.9548186	0.9785176	0.99266416	0.97436166	0.9589178	0.9595574	0.9733248	0.9812082	0.965626	0.9487181	0.9816276	0.96447283	0.9723961	0.9855405	0.963568	0.9987518	0.9993456	0.9931098
lek/noun	0.9831961	0.9781647	0.9465948	0.99403346	0.9900032	0.99392396	1.0	0.9976488	0.97736293	0.98116976	0.95899504	0.95214546	0.9625884	1.0	0.9794653	0.9514194	0.9865518	0.9313825	0.9494643	0.93566746	0.9675319	0.91996515	0.9955896	0.9993968	0.91655076	0.9860693	0.9960263	0.9651718	0.9757338	0.9986207	0.96653646	0.95746005	0.96883017	0.9510901	0.9658023	0.9732149	0.96068186	0.9881819	0.99081564	0.95238423	0.9769419	0.9843012	0.9652247	0.9650745	0.97234625	0.9889345	0.9627071	0.97728837	1.0	0.99327075	0.9903227	0.96825725	0.99586505	0.98609865	0.93770003	0.97782815	0.95732415	0.0	0.9786406	0.940488	0.9551515	0.98008215	0.9803978	0.9683512	0.96896344	0.9584657	0.96977746	0.99377346	0.9910644	0.99827176	0.99927545	0.9818871	0.9703716	0.955906	0.9409773	0.9415723	0.97560316	0.956924	0.968837	0.9650048	0.972463	0.9894822	0.91978425	0.95901227	0.9550706	0.9441224	0.95840824	0.9732453	0.9862473	0.96937066	0.99049866	0.9837658	0.97212815	0.9413302	0.97849464	0.984451	0.9671033	0.96767056	0.9658168	1.0	0.9966119	0.9826798	0.98429906	0.98012465	0.93893427	0.9656802	0.94478697	0.9759295	0.97423	0.92147636	0.959837	0.97558504	0.97255206	0.9799299	0.97617126	0.95512754	0.9702174	0.9549176	0.9832421	0.9668195	0.98704576	0.9438363	0.9706248	0.9779608	0.99531484	0.94506335	1.0	0.9767194	0.9738725
lief/noun	0.9418883	0.9548788	0.95243067	0.9626857	0.99204	0.97533494	0.97796446	0.916167	0.9657177	0.9727032	0.97991407	0.96279913	0.981459	0.9230474	0.95109266	0.9729892	0.9433704	0.95371497	0.96738595	0.9537888	0.9752145	0.98575085	0.990988	0.9773591	0.9881259	0.94990647	0.99180454	0.98712444	0.9835223	0.93218756	0.986783	0.96835184	0.93114614	0.9906516	0.9809091	0.9751182	0.91628855	0.95907295	0.9718379	0.9695526	0.9670582	0.9758749	0.9793765	0.9914627	0.97220856	0.910429	0.983337	0.9726797	0.98699373	0.9535018	0.9727835	0.9869102	0.9934576	0.9883621	0.9743797	0.99398506	0.97857124	0.9786406	0.0	0.97836345	0.99032426	0.9658695	0.99689764	0.97999007	0.9686294	0.9793539	0.9684404	0.9420025	0.9499385	0.990972	0.95622104	0.9977132	0.9802397	0.94691163	0.9772389	0.9754861	0.9862283	0.9925853	0.9424528	0.96611273	0.96865416	0.9595863	0.94957477	0.9960517	0.9675804	0.91799015	0.99741036	0.9347605	0.9898676	0.96585953	0.99924386	0.9449613	0.97198355	0.9658384	0.9878125	0.93941474	0.9533316	0.9704721	0.9804186	0.99272704	0.99962574	0.9767137	0.9898376	0.9393636	0.9731527	0.9685069	0.9785673	0.97827435	0.9774995	0.9807746	0.9817847	0.97397155	0.99277884	0.9487762	0.99558985	0.9515507	0.9750887	0.9563047	0.994835	0.9378142	0.9533383	0.93504536	0.98740447	0.9966257	0.9529736	0.99140656	0.9950192	0.9905727	0.9909128
loer/noun	0.956237	0.97182965	0.973863	0.9818915	0.9921838	0.9927557	1.0	1.0	0.99921596	0.965028	0.973111	0.98312354	0.9615301	0.9895865	0.95699143	0.98379254	0.9643263	0.96756864	0.9583397	0.97151047	0.98905236	0.9632363	1.0	0.97591156	0.96658903	1.0	0.9920889	0.9900822	0.9877775	0.99697673	0.92885333	0.9916171	0.96394455	0.96257687	0.9912375	0.9899475	0.9882083	0.984513	0.9798692	1.0	0.9538681	1.0	0.9841509	0.9053654	0.9939697	0.98912257	0.9932	1.0	1.0	0.9835962	0.99816704	0.98324525	0.9982359	0.9968169	0.96268606	0.98405284	0.98818874	0.940488	0.97836345	0.0	0.97319955	0.9904086	0.9983157	0.99958956	0.9828592	0.9928787	0.9857826	0.95077467	0.98667127	0.9967083	0.9935345	1.0	0.98296845	0.9653331	0.9938799	0.9749943	0.9544661	1.0	0.97111404	0.9727729	0.97147435	0.98519474	0.9831028	0.9935851	0.947564	0.94763637	1.0	0.98156804	0.98635393	0.9473059	0.9994944	0.98465997	0.9964254	0.978112	0.9674015	0.97055745	0.9958229	0.97805446	0.98165256	1.0	0.99615794	0.9599441	0.9850247	0.9543602	0.9597454	1.0	0.98459864	0.9758891	0.99404293	0.96153307	0.92136216	0.9985164	0.9920256	0.9675689	0.99626607	0.95302814	0.98149884	0.99905705	0.9831896	0.975066	0.95551574	0.97516227	0.9941968	0.9794681	1.0	0.986288	1.0	1.0	0.9934253
machine/noun	0.94596213	0.9833331	0.95060843	0.96277833	0.9597622	0.96645534	0.9955514	0.9890681	0.96689856	0.97688776	0.9184292	0.9868677	0.9457092	1.0	0.9561194	0.9197196	0.9343964	0.9616098	0.96313626	0.9600378	0.97745377	0.96449304	0.97717845	1.0	0.9668627	0.99089926	0.99189186	0.97825277	0.9594584	0.96095794	0.98063236	0.94394225	0.96181625	0.96741295	0.9626363	0.97626776	0.98413736	0.973337	0.97447443	0.9143046	0.98507994	0.93004924	0.9600299	0.95753914	0.92164683	0.97391933	0.92422295	0.98745626	0.9618503	0.9441073	0.92040676	0.9378712	0.9899237	0.97378975	0.9126167	0.9886775	0.98756874	0.9551515	0.99032426	0.97319955	0.0	0.9146958	0.9575214	0.8259895	0.91561437	0.8873113	0.9588773	0.9944259	0.9228779	0.9945927	0.9856407	0.9760099	0.9190457	0.94771963	0.90169007	0.9679263	0.9868654	0.99582684	0.91070956	0.86183596	0.98432857	0.9747952	0.9446533	0.932792	0.9466909	0.9652014	0.9551264	0.92002636	0.95860934	0.9957081	0.9860081	0.9710619	0.93709344	0.955905	0.94706243	0.9670668	0.9803829	0.8634478	0.9561422	0.9585582	0.93948257	0.9884102	0.99667776	0.9653538	0.96568984	0.98432827	0.9586873	0.9630166	0.97179884	0.9572885	0.96062046	0.9584719	0.9600703	0.9938256	0.95573455	0.96566594	0.960255	0.8912195	0.9392333	0.9204529	0.9563767	0.963957	0.9680686	0.9361691	0.9335743	0.95020837	0.98639506	0.994833	0.9639009
