	Chantal/name	Esther/name	Hitler/name	Jim/name	Kim/name	Madonna/name	Mulisch/name	Nottingham/name	Unilever/name	Victor/name	Waal/noun	Wauters/name	aanmerkelijk/adj	agressief/adj	ambtenaar/noun	bas_lijn/noun	bedrieger/noun	been/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	brutaal/adj	buitenlander/noun	campagne/noun	cd-rom/noun	chagrijnig/adj	charmant/adj	chef/noun	collega/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	doortrapt/adj	drempel/noun	duel/noun	echt/adj	egoïstisch/adj	elleboog/noun	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fel/adj	fout/noun	gedurfd/adj	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	goedkoop/adj	grimas/noun	grond/noun	groot/adj	gruwelijk/adj	guitig/adj	haai/noun	hard/adj	heel/adj	heel/adv	helling/noun	hem/pron	hij/pron	hoe/adj	hoofdpersoon/noun	humor/noun	iets/adv	ik/pron	in_borst/noun	inslag/noun	inzicht/noun	jaloers/adj	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	laag/adj	lek/noun	lief/noun	loer/noun	lot/noun	machine/noun	man/noun	manier/noun	me/pron	mens/noun	met/prep	min/adj	monarchie/noun	naar/adj	nicht_DIM/noun	nogal/adv	of/vg	on_gefundeerd/adj	onbetrouwbaar/adj	ondertoon/noun	ondoorzichtig/adj	onjuist/adj	ontzettend/adj	onwaar/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	overvloed/noun	paal_DIM/noun	partner/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	rauw/adj	reactie/noun	recht/noun	reis_bureau/noun	respect_loos/adj	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	senior/noun	sheriff/noun	slecht/adj	slinks/adj	sluw/adj	smaak/noun	smerig/adj	soort/noun	spectaculair/adj	spel/noun	spel_DIM/noun	sport_wagen/noun	sprookje/noun	spul/noun	stad_genoot/noun	stekelig/adj	stem/noun	stier/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tand_arts/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	vijandig/adj	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wantrouwend/adj	wat/adv	wat/pron	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zielig/adj	zo/adv
Wauters/name	0.6844195	0.8696146	0.9428887	0.944805	0.76577795	0.96951514	0.92471534	0.99924195	0.99126	0.93975323	0.99980646	0.0	0.99715084	0.9677399	0.98216	0.9609427	0.9502474	0.8996159	0.95786965	0.9957151	0.94674987	0.76019675	0.96810776	0.9987937	0.94818443	0.9617954	0.97388774	0.9866562	0.9926026	0.93841237	0.8804076	0.9226862	0.89492744	0.97532094	0.9826726	0.9390052	0.9900982	0.9916007	0.99713534	0.9344756	0.98220855	0.9167012	0.9537895	0.97686994	0.9938407	0.8193699	0.95940125	0.95432305	0.84836626	0.7342771	0.8433048	0.94264615	0.92214704	1.0	0.93475777	0.94293237	0.9083751	0.9271223	0.94688106	0.9983979	0.985931	0.89284444	0.9463547	0.8632224	0.94558513	0.9362575	0.97925764	0.95053744	0.94910663	0.9038352	0.8745793	0.8559577	0.9696513	0.956256	0.9490764	0.9804846	0.94136685	0.9910207	0.8524822	0.97436196	0.89302945	0.94148266	0.94562846	1.0	0.9340119	0.84967524	0.8334378	0.92338413	0.9918467	0.92328066	0.88959306	0.98016775	0.97260606	0.9969603	0.9303602	0.9668067	0.9251259	0.9729093	0.91392875	0.9778891	0.97013587	0.8711175	0.9533965	0.9138649	0.9253915	0.9962769	0.9934557	0.9934687	0.98267543	0.9832546	0.9407098	0.9845985	0.9872278	0.97935355	0.9592267	0.82662684	0.96470535	0.91761947	0.98359394	0.9326296	0.98345095	0.9300079	1.0	0.9921722	0.90546376	0.95809925	0.9541559	0.9992422	0.9835468	0.98739153	0.83056295	0.978182	0.9949951	0.9792291	0.9491582	0.9971221	0.942007	0.953475	1.0	0.96681976	0.9997686	0.9457718	0.94944656	0.9087121	0.96959627	0.85135055	0.96938664	0.95774674	0.91587067	0.86872476	0.9726873	0.9369432	0.9499922	0.95436925	0.9647952	0.936592	1.0	0.9945273	0.7777635	0.98163366	0.9957175	0.9425596	0.82540524	0.9512048	0.7812197	0.9524544	0.9757651	0.88209826	0.69800997	0.95400137	0.99707043	0.81352806	0.93844175	0.9228697	0.8367544	0.8954989	0.97204536	0.9815236	0.94904506	0.99800014	0.98031074	0.9876395	0.9011776	0.9557924	0.997151	0.6475497	0.99843353	0.9711733	0.99533653	0.95824766	0.96863097
aanmerkelijk/adj	0.9703839	0.9756795	0.90966874	0.97675633	0.9750815	0.92499006	0.94395137	0.9751479	0.76809275	0.9958758	0.8308568	0.99715084	0.0	0.75307274	0.84239674	0.97170407	0.9509358	0.89936584	0.8781978	0.92709965	0.7291577	0.9729784	0.9245481	0.73321027	0.9095231	0.81386137	0.8173596	0.8507658	0.89788896	0.8521328	0.90419906	0.95914036	0.8491293	0.8401525	0.81807995	0.8775984	0.830054	0.84958416	0.7604552	0.9474653	0.8989896	0.8209939	0.81593984	0.93234634	0.76548254	0.7900188	0.84393084	0.82460046	0.8729854	0.9277127	0.85073805	0.89216983	0.7724943	0.86414397	0.7196398	0.7728726	0.8774602	0.95045376	0.8154677	0.7949908	0.9124772	0.8528615	0.9223103	0.8366567	0.9014762	0.86144865	0.76141894	0.863693	0.7685524	0.93622416	0.887062	0.9199785	0.83004	0.93135434	0.82806987	0.40923786	0.9360938	0.84888005	0.8476932	0.8686416	0.8729373	0.90306944	0.78441477	0.9211117	0.72287625	0.93083507	0.8798414	0.97306097	0.8337278	0.9509341	0.914748	0.8683816	0.91252744	0.91415167	0.9134271	0.76568234	0.9438169	0.84563845	0.84949267	0.67056155	0.9411668	0.8561512	0.92043674	0.79383904	0.7240568	0.85151833	0.8560057	0.7584793	0.9098389	0.9282603	0.8562565	0.8715308	0.9600244	0.8156786	0.8990925	0.88241494	0.8298216	0.8156121	0.9959308	0.9294456	0.9698463	0.8696891	0.86049515	0.9046099	0.9100576	0.7225895	0.88763934	0.937245	0.86982584	0.8505559	0.8754784	0.7805559	0.80523324	0.94104403	0.8221055	0.7284076	0.86533535	0.91922855	0.9360843	0.8222017	0.7927948	0.93496525	0.744452	0.8097641	0.8637451	0.8438376	0.774467	0.91498184	0.8142819	0.8883387	0.7327124	0.760412	0.8701136	0.74028	0.95764893	0.9624967	0.955688	0.7769769	0.8392174	0.69654274	0.8027397	0.9683246	0.8759241	0.92135996	0.9178107	0.77398264	0.6780196	0.9068419	0.8721096	0.5574075	0.9293825	0.84398955	0.8330233	0.9195539	0.8970837	0.9101562	0.8413628	0.92011166	0.8758516	0.82586855	0.58350945	0.9371962	0.91753054	0.9054114	0.77405447	0.93062484	0.8952205	0.8336414	0.89671344	0.922119	0.63498497
agressief/adj	0.8727044	0.90726477	0.79900885	0.85403454	0.89320076	0.8012177	0.9076563	0.97902495	0.87971103	0.92118007	0.64003277	0.9677399	0.75307274	0.0	0.9357642	0.7816704	0.6944405	0.7048251	0.6483965	0.8656233	0.51161855	0.8494314	0.76047367	0.60977924	0.7962831	0.32542503	0.699189	0.69863087	0.8403833	0.60272944	0.6233392	0.9428269	0.6867478	0.8570995	0.5838731	0.52494895	0.74815583	0.66878116	0.91935515	0.8645154	0.7847834	0.85217464	0.68876904	0.75337595	0.8728956	0.72169524	0.70396173	0.43748897	0.7664654	0.8218958	0.70782125	0.7421184	0.5598234	0.7713771	0.53283274	0.66328263	0.79194486	0.7476555	0.7828656	0.71209216	0.6511276	0.9032523	0.82579917	0.6437794	0.74511236	0.72815514	0.5202642	0.69568866	0.5701186	0.94495666	0.6918011	0.5757311	0.6819532	0.72371507	0.5870962	0.71102285	0.657243	0.8084566	0.6007713	0.73569906	0.6744256	0.8085479	0.63201773	0.8290801	0.628075	0.6609566	0.76804703	0.7879461	0.8383706	0.83505565	0.7692881	0.8751802	0.8737749	0.8391485	0.61347246	0.5872138	0.7017101	0.54403806	0.59624016	0.62890506	0.8433582	0.6604434	0.89243084	0.4932009	0.5407641	0.8134784	0.6232593	0.70421815	0.72667205	0.87667286	0.6446583	0.79726076	0.6787864	0.7110616	0.63591206	0.80499834	0.66468406	0.8043076	0.9298752	0.7832083	0.8381359	0.6320653	0.88961667	0.8067822	0.7736847	0.59675497	0.49595088	0.8204431	0.8335746	0.5419612	0.79553163	0.5466579	0.6667043	0.7231662	0.67914236	0.8830264	0.78431773	0.8784305	0.8434032	0.5946531	0.7583892	0.6778209	0.6909894	0.6322676	0.64476824	0.5956929	0.58004475	0.7266015	0.7546957	0.80459327	0.7385987	0.85582274	0.6587814	0.70696247	0.8284879	0.74084187	0.86877555	0.69764316	0.7493858	0.867916	0.8390717	0.8795609	0.58857787	0.8702788	0.8858074	0.44724017	0.4589882	0.899577	0.786921	0.65241265	0.8331977	0.7614143	0.49247617	0.7175293	0.5999102	0.6621636	0.77304256	0.8329961	0.6174791	0.63987976	0.5106601	0.8144783	0.8758613	0.6951082	0.74577	0.83854187	0.89043623	0.55588114	0.76026833	0.55557585	0.54971075
ambtenaar/noun	0.95912796	0.99109507	0.904982	0.9793	0.9149331	0.82536596	0.9093654	0.9307192	0.95627826	0.7107346	0.97260547	0.98216	0.84239674	0.9357642	0.0	0.99244064	0.8884183	0.9855386	0.96366185	0.88069785	0.8725658	0.9911898	0.98913157	0.986415	0.9348973	0.8971583	0.8969994	0.9480537	0.9750922	0.9656962	0.8421249	0.6417927	0.7982323	0.8030407	0.76282775	0.8545928	0.7647773	0.8532418	0.91637933	0.8998052	0.96752685	0.96383137	0.86691386	0.70236003	0.83164597	0.9843316	0.9617548	0.88272864	0.975186	0.9957354	0.84924495	0.9740024	0.9335422	0.7565104	0.96852964	0.8332773	0.918481	0.96561295	0.93706524	0.8610701	0.95003927	0.8385754	0.93848544	0.84164214	0.9280485	0.9776328	0.9211992	0.8805251	0.9183222	0.94149864	0.8293714	0.810716	0.81546587	0.84983486	0.97865516	0.80036736	0.9348543	0.9664904	0.9619157	0.83709663	0.94736993	0.8559261	0.9580497	0.99283546	0.98046184	0.9223585	0.9754329	0.8389672	0.86330515	0.730065	0.92439014	0.8508711	0.9251464	0.9871797	0.9153954	0.6800529	0.96212435	0.91569513	0.9203255	0.8802634	0.97784334	0.97095525	0.8877342	0.7925662	0.8012567	0.7669488	0.713543	0.9699779	0.70275795	0.6296715	0.9561913	0.84071636	0.86452717	0.88570374	0.8760543	0.9323628	0.97796243	0.98183143	0.9823378	0.66661155	0.9512737	0.86276746	0.8495047	0.8719008	0.96564174	0.9771465	0.9167305	0.91094637	0.9233129	0.894828	0.8761102	0.8941239	0.86989355	0.9698297	0.8968904	0.7877166	0.78690284	0.8583753	0.7741824	0.84117585	0.7587013	0.65149355	0.90013444	0.9157609	0.9211726	0.9702351	0.744722	0.7597103	0.95598024	0.9625542	0.96192765	0.9412674	0.94862926	0.9112763	0.9921788	0.81626236	0.9815292	0.96155334	0.97966665	0.8520674	0.90020114	0.7962915	0.8691182	0.98614377	0.86381865	0.71361	0.75630176	0.9686501	0.968334	0.8639392	0.82515836	0.8823294	0.8129455	0.9012612	0.9426298	0.93366265	0.7974598	0.9577271	0.8859519	0.9900591	0.84706646	0.9425169	0.9749602	0.93102187	0.98982626	0.9920347	0.79498017	0.8534615	0.93172354	0.9251412	0.7723193
bas_lijn/noun	0.9253262	0.91186285	0.90338326	0.95943713	0.8170613	0.9380933	0.9809957	0.9990518	0.9936917	0.9336874	0.92118096	0.9609427	0.97170407	0.7816704	0.99244064	0.0	0.98422635	0.8632546	0.81465304	0.87022173	0.773951	0.85981834	0.90124655	0.79214317	0.8866512	0.82857966	0.9190683	0.6190844	0.9265156	0.811972	0.74228865	0.99989164	0.9846165	0.72070086	0.87709117	0.9268758	0.89185125	0.76286936	0.96455425	0.9197913	0.70268536	0.91721696	0.8731506	0.8775225	0.9623201	0.83860373	0.80045176	0.8858392	0.82112646	0.7695549	0.93127465	0.84609765	0.8926378	0.7769033	0.81921595	0.76006114	0.91718566	0.9374018	0.96302134	0.83930767	0.9777056	0.88295645	0.9449061	0.79407763	0.9374821	0.96464014	0.74738073	0.8502362	0.75548446	0.7530484	0.9405569	0.9019794	0.80046284	0.8975756	0.8452991	0.8335541	0.76813877	0.65678596	0.942329	0.93645704	0.91693074	0.8264567	0.8802019	0.6828774	0.7689307	0.9724283	0.7632856	0.9616827	0.89246607	0.9050106	0.8005605	0.98215806	0.99658185	0.88608897	0.87211066	0.8809611	0.77440655	0.8507784	0.938591	0.8308085	0.95036894	0.89297396	0.9456686	0.79475385	0.9559068	0.9634797	0.8186209	0.8564912	0.8459163	0.9910769	0.68593657	0.9641141	0.95094395	0.8980204	0.84339875	0.70938516	0.97514987	0.9690128	0.8684885	0.97828305	0.9573976	0.9491425	0.97936887	0.9719153	0.69672537	0.7374655	0.7803182	0.9954742	0.9776461	0.96781105	0.8996128	0.7867953	0.8797881	0.91506636	0.80999434	0.95373607	0.8485857	0.9389616	0.9831839	0.82851106	0.92219555	0.8371894	0.80755705	0.72892797	0.9107421	0.8900493	0.75206935	0.6938586	0.92899305	0.93314654	0.67687625	0.88802516	0.9258885	0.94019425	0.986781	0.72540265	0.83523667	0.94961023	0.7112409	0.9666833	0.8938296	0.9713745	0.82374537	0.9713998	0.8629788	0.858644	0.80202115	0.997718	0.9072096	0.7444361	0.9697039	0.94920045	0.9182777	0.92498577	0.949587	0.82366437	0.9480189	0.9719186	0.8775469	0.77907056	0.80720717	0.9169206	0.983225	0.86310184	0.7624417	0.9916091	0.72452164	0.80069363	0.893293	0.80002886	0.595018
bedrieger/noun	0.9390926	0.9539231	0.76364535	0.8655111	0.87788385	0.93794906	0.96135557	0.997504	0.971468	0.84277546	0.8724488	0.9502474	0.9509358	0.6944405	0.8884183	0.98422635	0.0	0.8570845	0.6237447	0.9870613	0.8416759	0.94981706	0.9435167	0.9540905	0.76467645	0.75837743	0.780689	0.9459066	0.98277426	0.7674197	0.62781537	0.9055725	0.6534532	0.9015886	0.7915883	0.8180033	0.638384	0.747609	0.9465494	0.966199	0.86551505	0.9501687	0.8612426	0.7401524	0.97333455	0.94649494	0.6119256	0.57817864	0.9727212	0.96633476	0.8572115	0.85761774	0.96700096	0.6963953	0.9697488	0.8476014	0.8231785	0.875537	0.78413725	0.9429792	0.9746431	0.9920421	0.8087717	0.7615682	0.9020772	0.5184153	0.88435066	0.8350848	0.7152616	0.9922948	0.6203946	0.61227375	0.63089573	0.7773947	0.85099685	0.8367406	0.61127746	0.92973644	0.8244162	0.86546576	0.5941465	0.8188185	0.81060016	0.93615496	0.94977117	0.8958752	0.9588592	0.88436043	0.9815099	0.89196026	0.7960243	0.92673683	0.9133925	0.9696314	0.65738493	0.87312585	0.66626596	0.571508	0.9240515	0.857527	0.9028683	0.8067813	0.98295873	0.7004869	0.7079017	0.8006359	0.7125252	0.95836693	0.95159644	0.898624	0.7925568	0.9474587	0.82945967	0.84449375	0.8497909	0.95439214	0.98840463	0.92937446	0.99243724	0.737635	0.8655383	0.89255965	0.9137641	0.58521974	0.8264592	0.9164718	0.89311093	0.9109804	0.9765838	0.68966377	0.9132625	0.7642588	0.95941836	0.97795975	0.891638	0.9692187	0.6194816	0.97760993	0.7190707	0.83789384	0.9582169	0.71478236	0.8285432	0.8781587	0.7575234	0.89993006	0.8660691	0.93426335	0.9167097	0.8313792	0.91968703	0.98066217	0.8886703	0.9152244	0.8379431	0.8322685	0.9508926	0.94305366	0.96509105	0.98471475	0.8301771	0.89084196	0.888169	0.770614	0.9373658	0.72043717	0.7218635	0.9521486	0.9513364	0.8463617	0.80161756	0.82761425	0.83676535	0.96391386	0.81507766	0.8394486	0.89505446	0.9201062	0.77531445	0.90331733	0.7764672	0.8105802	0.9846159	0.7203951	0.99408716	0.8458699	0.9251835	0.68509114	0.9559342	0.6187792	0.7024275
been/noun	0.96142334	0.98164046	0.9633404	0.96888536	0.9450688	0.9548553	0.95551044	0.9745674	0.98463756	0.9771881	0.88736504	0.8996159	0.89936584	0.7048251	0.9855386	0.8632546	0.8570845	0.0	0.8443539	0.8182279	0.8667269	0.6525953	0.5873275	0.9268618	0.724013	0.7282407	0.9332033	0.9211848	0.9713157	0.7445588	0.8366509	0.99538004	0.9476422	0.89246094	0.9348251	0.84690493	0.84974253	0.8944558	0.9788809	0.80825114	0.9141644	0.90920925	0.8788101	0.9471494	0.9111972	0.70937705	0.8480446	0.9028936	0.5633625	0.63945913	0.7918408	0.9009163	0.76475096	0.7786119	0.9363305	0.814178	0.878206	0.7878556	0.9059814	0.8816155	0.87073517	0.66413593	0.8289813	0.90367115	0.94245905	0.76996243	0.76039386	0.74573064	0.8397	0.8467403	0.7688683	0.6821312	0.8407039	0.921769	0.8886818	0.8602854	0.8195923	0.80750525	0.73712015	0.87834835	0.9163344	0.95140594	0.77792096	0.9611076	0.95901424	0.75487125	0.59069335	0.9541459	0.91958773	0.8741867	0.9041709	0.91497475	0.9093462	0.8902193	0.8320544	0.95328695	0.8408208	0.8664763	0.6861265	0.8775627	0.9170914	0.7775183	0.95944667	0.7886673	0.7126868	0.94724274	0.9451211	0.93781906	0.94156593	0.93180525	0.8218317	0.9414671	0.872682	0.90159476	0.9456366	0.71577764	0.8483511	0.9253808	0.6521996	0.89669806	0.8972833	0.9016132	0.9373336	0.9412661	0.75528675	0.8764092	0.93430907	0.92582196	0.92841524	0.81491023	0.86464363	0.84168017	0.8654686	0.8772296	0.9386469	0.8656746	0.90667486	0.9620918	0.90577865	0.85420036	0.8903204	0.9324231	0.85340714	0.72390497	0.8359396	0.8199227	0.8186072	0.9167087	0.89020425	0.972848	0.8519535	0.95405346	0.78712755	0.8925996	0.91807127	0.8368124	0.741361	0.9104884	0.5917934	0.9039992	0.9388969	0.92262816	0.67003465	0.93395793	0.62519735	0.9086983	0.7835214	0.6309103	0.5884373	0.85461426	0.9829592	0.90511763	0.90252304	0.9074468	0.6515437	0.91681045	0.8769113	0.93020034	0.82569283	0.9215987	0.8822838	0.93033427	0.8479671	0.87897754	0.94614905	0.9015631	0.81425524	0.7894441	0.8992574	0.90436673	0.8352787
beetje/noun	0.8237993	0.9217748	0.8722869	0.93025476	0.9079154	0.82235396	0.8065453	0.99938846	0.9631546	0.9591029	0.85675555	0.95786965	0.8781978	0.6483965	0.96366185	0.81465304	0.6237447	0.8443539	0.0	0.90665555	0.64412344	0.9425545	0.8739402	0.805288	0.8198129	0.68322325	0.754254	0.83022916	0.9310616	0.6972592	0.7085179	0.89570063	0.673435	0.7982686	0.6166427	0.76147556	0.66909134	0.60986805	0.9031769	0.893249	0.7544688	0.7490365	0.7010687	0.89307964	0.9110718	0.9334613	0.580472	0.5576782	0.87393194	0.9380196	0.8977183	0.5473354	0.8601019	0.86000013	0.7607028	0.6116766	0.62273026	0.7878664	0.6864408	0.904297	0.81581473	0.89488006	0.90649235	0.7238595	0.87124276	0.9202649	0.70891505	0.58713305	0.44220084	0.87326574	0.6201136	0.57089615	0.5560856	0.74827135	0.54645836	0.59829265	0.42758042	0.8655709	0.81723726	0.71243966	0.52054477	0.8112042	0.868783	0.92590636	0.7372708	0.71409667	0.92438054	0.8663641	0.94812286	0.9316879	0.6985369	0.89274436	0.8845608	0.8880186	0.51800656	0.7241617	0.5400194	0.53418434	0.7863358	0.73877406	0.90786827	0.60637665	0.9584837	0.42841107	0.6131618	0.826064	0.73416626	0.7381499	0.93160325	0.9278426	0.5886688	0.8149936	0.8258031	0.63648045	0.67151487	0.8883296	0.8652063	0.76402485	0.9532876	0.79919255	0.82267636	0.8019766	0.9638188	0.8486773	0.7736119	0.64999783	0.7424574	0.94082355	0.98137975	0.66438794	0.8548349	0.59037656	0.9017822	0.87567765	0.78156334	0.9384497	0.7648762	0.96566725	0.95289874	0.72716504	0.8713639	0.8412243	0.73046017	0.7970475	0.65209603	0.9277276	0.5809275	0.7853644	0.7618366	0.7150105	0.75077903	0.9942798	0.77117026	0.7383351	0.8635007	0.77061236	0.8869849	0.9310423	0.88625026	0.9336286	0.8967635	0.8584294	0.8051673	0.8461541	0.8562571	0.590082	0.5852486	0.90583014	0.880809	0.6955844	0.9566725	0.8380232	0.77232784	0.91039	0.7189726	0.7860275	0.7654558	0.8690926	0.74023485	0.880525	0.35686344	0.5957451	0.9792786	0.5112796	0.9117048	0.9695966	0.94933504	0.43408805	0.9319849	0.62160134	0.46640003
bespreking/noun	0.798002	0.9298857	0.8452555	0.9711204	0.9838597	0.9228712	0.7671742	0.9872724	0.9048028	0.88291043	0.91087073	0.9957151	0.92709965	0.8656233	0.88069785	0.87022173	0.9870613	0.8182279	0.90665555	0.0	0.92777675	0.67246497	0.8860753	0.94259745	0.8124308	0.8297351	0.8621321	0.982125	0.8532579	0.94962484	0.87644845	0.8869959	0.72736704	0.93138736	0.76795286	0.87402046	0.918514	0.89650863	0.95918936	0.84026957	0.8949024	0.6914097	0.9078963	0.93223846	0.9935043	0.8434483	0.9594558	0.89959216	0.7652452	0.98556256	0.9146756	0.82519853	0.87823623	0.9422547	0.9131769	0.9204773	0.90349734	0.8887743	0.9486931	0.7955906	0.91936713	0.9568082	0.9381141	0.9397723	0.9546404	0.9695019	0.9252577	0.87742466	0.9251571	0.9612714	0.8657159	0.8532087	0.92708534	0.8779727	0.8567962	0.9132213	0.90471256	0.8630233	0.8143718	0.9322954	0.81835866	0.93803275	0.91557485	0.995449	0.8936746	0.86246836	0.8277856	0.96221507	0.87199616	0.84024596	0.92808205	0.973608	0.9228995	0.9427407	0.95455694	0.96351457	0.89434344	0.97151953	0.70818317	0.8304019	0.9908143	0.8943807	0.9839468	0.8945767	0.7851911	0.96436286	0.8103957	0.90512633	0.8586894	0.8959612	0.92789793	0.9806503	0.9690222	0.8820976	0.81752783	0.92883533	0.9180454	0.9461875	0.9565462	0.82398283	0.9259229	0.89257973	0.98936343	0.96746325	0.8934637	0.84178233	0.81633115	0.9149765	0.88369155	0.9579255	0.8863683	0.88928854	0.96417916	0.9138858	0.9437757	0.9556313	0.93052447	0.9869714	0.9954764	0.9190831	0.9230897	0.96555924	0.9454639	0.9306674	0.8568618	0.90576345	0.8739424	0.91775614	0.82656825	0.9609221	0.8144596	0.9277756	0.8261988	0.97332275	0.9933969	0.959933	0.9290136	0.97157454	0.85870016	0.98387295	0.90975094	0.9250774	0.87649447	0.86906886	0.8616768	0.8556414	0.7883493	0.81937784	0.7496218	0.9428637	0.95189744	0.83499086	0.81526816	0.823068	0.9421446	0.973891	0.95816267	0.9648278	0.905075	0.73871875	0.9354934	0.93597263	0.98648137	0.8912922	0.9597122	0.9136247	0.9216006	0.953178	0.9825224	0.9542591	0.90929216
bijzonder/adj	0.89896554	0.90590274	0.85716254	0.8499144	0.8210013	0.82241195	0.87772536	0.9801352	0.9115764	0.9765213	0.7723695	0.94674987	0.7291577	0.51161855	0.8725658	0.773951	0.8416759	0.8667269	0.64412344	0.92777675	0.0	0.86249405	0.80594456	0.7076683	0.89294755	0.54208505	0.81718713	0.5560988	0.9386298	0.75944364	0.6208942	0.8652845	0.77018964	0.8437145	0.76483494	0.5848781	0.7718559	0.6880915	0.80097735	0.9202565	0.6074793	0.74297565	0.7661896	0.7891964	0.8508273	0.7160586	0.627236	0.58608735	0.8461062	0.8702297	0.8155244	0.7811067	0.7895969	0.768575	0.6193981	0.47904676	0.71281207	0.7551168	0.8714663	0.8074919	0.68601424	0.8577268	0.9306282	0.68261635	0.692855	0.8003343	0.6524142	0.58632886	0.41705447	0.82638514	0.7391169	0.61461437	0.6365717	0.7028901	0.5096487	0.6395542	0.7255841	0.7733468	0.79500765	0.64577717	0.8520832	0.86784077	0.7501717	0.8317479	0.62549055	0.72897744	0.85414827	0.7751533	0.8535714	0.90541124	0.83805704	0.8504794	0.7758945	0.8221297	0.5750152	0.45521647	0.71046257	0.6296693	0.664607	0.63730156	0.9217072	0.6182095	0.97224325	0.51008743	0.6751499	0.88867223	0.68592143	0.66866034	0.8238038	0.83294195	0.56878364	0.92181057	0.8537305	0.66520905	0.6561705	0.76370263	0.63008475	0.8152323	0.99405086	0.9383165	0.9487122	0.66941905	0.8444714	0.925086	0.7919395	0.5509711	0.644372	0.84894305	0.92609644	0.673622	0.85094917	0.50314564	0.7208749	0.6699282	0.70276296	0.7001476	0.70021933	0.88000596	0.94871473	0.5799402	0.6451912	0.76503134	0.6095271	0.7484684	0.6626514	0.795845	0.46094036	0.68591744	0.71750736	0.7557065	0.738781	0.9546397	0.7018851	0.79139507	0.860959	0.6198914	0.8824148	0.9423543	0.7350731	0.83291173	0.98094183	0.88678336	0.67625856	0.788652	0.8221526	0.45099163	0.48553622	0.8330422	0.84097844	0.59358144	0.9290392	0.7826268	0.72295773	0.7523509	0.64352393	0.649688	0.8076756	0.75988907	0.6472784	0.7601128	0.5023346	0.85230577	0.86288846	0.6897487	0.70720005	0.80481887	0.6370732	0.63756204	0.8623872	0.6975034	0.4406594
blessure/noun	0.8998498	0.92988926	0.9736812	0.98282194	0.75112444	0.961529	0.99301	0.98305154	0.97795	0.9591254	0.8714999	0.76019675	0.9729784	0.8494314	0.9911898	0.85981834	0.94981706	0.6525953	0.9425545	0.67246497	0.86249405	0.0	0.93262905	0.90236986	0.86387676	0.8706895	0.92879605	0.9529513	0.960131	0.9091208	0.93721825	0.9980106	0.8830776	0.94863206	0.910891	0.90478665	0.873945	0.8987309	0.98311746	0.78679967	0.8884458	0.85783327	0.8957747	0.9807292	0.98203754	0.59656566	0.94360936	0.8587468	0.34885526	0.75464034	0.6266457	0.8933265	0.7999148	0.74947286	0.9419989	0.7618059	0.93217266	0.8481004	0.93525195	0.9346458	0.9125171	0.8434058	0.92880785	0.9060787	0.906409	0.9605924	0.82167554	0.86712295	0.86560565	0.9059435	0.7846596	0.7271191	0.8625911	0.9715096	0.8683482	0.8964238	0.81182843	0.9400797	0.7878415	0.8897148	0.9298398	0.9628921	0.8885907	0.97878164	0.9722136	0.8584461	0.6019652	0.78983986	0.96534187	0.7278445	0.84496963	0.93574417	0.9225973	0.9001605	0.86501515	0.9508404	0.82315445	0.8946871	0.6863167	0.852725	0.89594114	0.820577	0.93390304	0.8505518	0.84629804	0.88871056	0.9786219	0.86473835	0.86488575	0.9503023	0.8636695	0.9766134	0.9750447	0.9201688	0.9465299	0.671052	0.97579545	0.9852483	0.9485259	0.97246706	0.9400101	0.95826924	0.99985766	0.9632521	0.840003	0.8562504	0.878857	0.98804396	0.98889	0.9513283	0.8014351	0.9831103	0.9551972	0.93281275	0.9387145	0.9785546	0.92661417	0.8718745	0.97835183	0.9070018	0.9584249	0.9300331	0.94149023	0.8369156	0.9456842	0.7262541	0.9126237	0.9440648	0.9751034	0.96267694	0.8540609	0.79496807	0.92600435	0.95316625	0.90808976	0.97126603	0.87012225	0.959119	0.5393939	0.9111074	0.934157	0.88753766	0.7020913	0.9471085	0.69128144	0.95364183	0.83018124	0.4963417	0.35634768	0.83667725	0.9284656	0.9296037	0.9604025	0.81157887	0.7330719	0.9624135	0.91548383	0.8972568	0.92736214	0.9368518	0.92735565	0.9283423	0.98912865	0.8972897	0.9309836	0.90438277	0.8363248	0.9238874	0.9499616	0.95724654	0.88564444
