	Hot/name	Risseeuw/name	Rowan/name	Self/name	The/name	aankondiging/noun	actie_film/noun	af/adv	aflevering/noun	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	bedoeld/adj	beeld/noun	behoorlijk/adj	beschrijving/noun	bijdrage/noun	bijrol/noun	bijzonder/adj	bloes_DIM/noun	boek/noun	buitengewoon/adj	cast/noun	column/noun	combinatie/noun	commentaar/noun	contrasteer/adj	cynisme/noun	dandy/noun	dat/det	debuut/noun	detail/noun	dialoog/noun	draai/noun	duivel_DIM/noun	echt/adj	effect/noun	en/vg	erg/adj	even/adj	even/adv	film/noun	film_DIM/noun	gast/noun	gedicht/noun	genoeg/adv	gesprek/noun	gesprekspartner/noun	geweldig/adj	gewoon/adj	gezicht/noun	heel/adj	heel/adv	heerlijk/adj	hij/pron	hoe/adj	karikatuur/noun	kwartet/noun	lady/noun	lied/noun	man/noun	manier/noun	mengeling/noun	min/adj	mix/noun	moment/noun	musical/noun	nogal/adv	observatie/noun	obsessie/noun	of/vg	om_kade_ring/noun	onbedaarlijk/adj	onderdeel/noun	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	ook/adv	opmerking/noun	opvallend/adj	passage/noun	performance/noun	plaat/noun	portret/noun	presentator/noun	rap/noun	reactie/noun	rol/noun	roman/noun	satire/noun	script/noun	scène/noun	sketch/noun	soms/adv	speel_film_debuut/noun	stoutmoedig/adj	stuk/noun	toch/adv	toneelstuk/noun	trailer/noun	typering/noun	uitval/noun	vaak/adj	variant/noun	variatie/noun	veel/adj	verhaal/noun	vers/noun	verslag/noun	vervolg/noun	vondst/noun	vooral/adv	voordracht/noun	voorstelling/noun	vooruitzicht/noun	waanzinnig/adj	wat/pron	weerzinwekkend/adj	werk_DIM/noun	wijze/noun	wissel_af/adj	ze/pron	zeer/adv	zelden/adj	zelfs/adv	zo/adj	zo/adv
lied/noun	0.8820053	0.96917266	0.94715154	0.9158027	0.79797226	0.8676189	0.8619884	0.8001891	0.7988967	0.78614146	0.86563843	0.69327354	0.90388095	0.8178807	0.7332796	0.8441359	0.8138826	0.8326454	0.8688945	0.7834148	0.97151005	0.7074723	0.81914264	0.8414465	0.8170804	0.8028038	0.8113227	0.87039804	0.8780011	0.9075708	0.906677	0.7977732	0.8374301	0.7239167	0.8657647	0.9423095	0.85033506	0.88775754	0.70097864	0.8309996	0.8300592	0.76201457	0.7051761	0.810422	0.827963	0.58259857	0.8664347	0.85076916	0.89097697	0.83152485	0.90515953	0.8183472	0.85761166	0.8489819	0.79453987	0.83687055	0.8440571	0.8687391	0.7561544	0.8538103	0.0	0.8675691	0.828368	0.78128517	0.83909535	0.7760574	0.8261476	0.696515	0.7848369	0.8515897	0.85698944	0.78351915	0.94285786	0.93216836	0.8798659	0.86860335	0.84301853	0.8173219	0.78725374	0.8483192	0.8236306	0.8583918	0.81066245	0.8178283	0.6949291	0.8141333	0.72345793	0.7189692	0.8179975	0.7340721	0.8752754	0.8497115	0.6626198	0.8002002	0.8344331	0.7121436	0.7929704	0.71672344	0.89262784	0.9546747	0.76914793	0.87365514	0.7392076	0.93783575	0.86834955	0.92490715	0.77449286	0.7545221	0.78171	0.87625873	0.68141985	0.6955259	0.80635315	0.8456765	0.831236	0.8167186	0.8318846	0.6937001	0.9211059	0.8471585	0.8906203	0.9119458	0.84390414	0.7702768	0.7705268	0.84921306	0.8109418	0.7905509	0.78789395	0.8564906	0.82325965
man/noun	0.9514257	0.9520875	0.94628304	0.9678452	0.913953	0.9180373	0.88456124	0.7766014	0.9045598	0.8764638	0.8821896	0.9290599	0.8765943	0.87597996	0.82863283	0.82138455	0.8757938	0.9285807	0.9184602	0.83050907	0.8854997	0.8880298	0.8199942	0.89619005	0.9160028	0.8505025	0.8703539	0.93133175	0.9019678	0.8417353	0.915466	0.873669	0.8815379	0.8763037	0.9077461	0.94433224	0.84048164	0.90877724	0.6406947	0.80274063	0.74567664	0.7079724	0.87944454	0.88248587	0.7704721	0.88199997	0.82266736	0.89750063	0.8718368	0.83623993	0.81564176	0.693439	0.8344747	0.8386631	0.86030596	0.54990596	0.7903112	0.9008003	0.8942736	0.8713233	0.8675691	0.0	0.84429795	0.9011471	0.8137459	0.88492894	0.8435109	0.9092441	0.78401005	0.8747677	0.86409557	0.6892023	0.9545973	0.9086127	0.9068153	0.89566064	0.8853967	0.84587216	0.9001391	0.88233453	0.874542	0.8540186	0.8709576	0.79745626	0.8721481	0.93688947	0.8817901	0.78438616	0.8094871	0.9016247	0.8743331	0.8593919	0.8666929	0.8831219	0.8951037	0.8221941	0.92667913	0.726943	0.9480577	0.9213625	0.8630399	0.8470439	0.89181244	0.9361965	0.9114816	0.9126632	0.7248629	0.8567825	0.885637	0.8747663	0.8550843	0.8910279	0.8852083	0.8615136	0.87636584	0.8265247	0.9125066	0.8858228	0.92226404	0.86014605	0.8825738	0.8986781	0.9076137	0.79832065	0.85260737	0.57186747	0.7975762	0.78568655	0.7282634	0.7960487	0.781512
manier/noun	0.9318448	0.9334512	0.95203626	0.9531296	0.92303425	0.89866364	0.85512924	0.78654724	0.86458606	0.8254106	0.7362743	0.8999538	0.83501416	0.78863573	0.68356884	0.72771025	0.7528889	0.80325174	0.8932421	0.67046523	0.93732876	0.8027545	0.65002203	0.8746872	0.8447127	0.7375473	0.7915895	0.86678386	0.8515582	0.90740645	0.7252823	0.8732965	0.74014086	0.701452	0.8323035	0.93503124	0.7725749	0.7800927	0.66684896	0.6493573	0.7746143	0.6462829	0.75145864	0.81650686	0.82881445	0.81322426	0.689585	0.8439283	0.8348263	0.8410334	0.8165667	0.80167544	0.76983905	0.6188091	0.823771	0.7671884	0.5776459	0.86825013	0.8641327	0.9026954	0.828368	0.84429795	0.0	0.78845274	0.64667857	0.7778161	0.8106239	0.86103266	0.66791505	0.7723411	0.8472723	0.77484244	0.8610163	0.9350362	0.8332745	0.85647136	0.8399603	0.7730846	0.8315469	0.81674933	0.8721083	0.7208565	0.7765452	0.77610856	0.75471085	0.83866525	0.80282706	0.77911866	0.8563717	0.8784217	0.76947206	0.7974838	0.7855453	0.82223403	0.8291995	0.73632336	0.8738642	0.6331071	0.91845024	0.93830985	0.75950754	0.7194364	0.8407731	0.9581569	0.8167621	0.88607043	0.66845095	0.7462945	0.81203437	0.72060573	0.71141696	0.8591954	0.79223436	0.8356785	0.8302457	0.73092467	0.82265127	0.7364688	0.87408334	0.84612113	0.7484241	0.87974	0.8515938	0.312383	0.80473554	0.7116343	0.58727753	0.73310786	0.7443249	0.6950145	0.53820443
mengeling/noun	0.8953806	0.9535162	0.93370795	0.94446665	0.80101645	0.9247659	0.8517623	0.80987287	0.8639883	0.7927109	0.89201427	0.86424124	0.78462076	0.8194906	0.74537975	0.81540954	0.7745133	0.882627	0.8586847	0.752453	0.96171105	0.8007624	0.7589922	0.81996083	0.85517585	0.594791	0.83668375	0.8747163	0.7709709	0.9228232	0.86536014	0.83017284	0.81124663	0.7805529	0.88310045	0.9251198	0.82808405	0.8361339	0.6176473	0.8121572	0.85850585	0.7428508	0.7339071	0.84517545	0.8339091	0.7735026	0.83948255	0.9173459	0.89736915	0.811779	0.86741805	0.8099684	0.8642787	0.81291807	0.7473432	0.88173807	0.8335076	0.86578226	0.8389423	0.89137536	0.78128517	0.9011471	0.78845274	0.0	0.81924707	0.52689743	0.84256464	0.8127934	0.77301025	0.83813035	0.8194475	0.73474866	0.9168795	0.8778477	0.8523523	0.847563	0.7794292	0.7875586	0.8074328	0.81319344	0.76329386	0.81455886	0.84902084	0.79290533	0.76070964	0.8099878	0.7911569	0.7954793	0.8612114	0.72295314	0.85610193	0.8585582	0.7501391	0.7735292	0.8583187	0.7562726	0.8330462	0.6836448	0.89656293	0.96921676	0.81761795	0.85963035	0.8103136	0.9438218	0.85295844	0.9430512	0.7492037	0.74606216	0.7790743	0.77969396	0.74087906	0.82201475	0.84686184	0.8417641	0.82735676	0.6988485	0.8273096	0.7436837	0.91388166	0.82235575	0.8855857	0.8940271	0.91061586	0.7393224	0.7759013	0.90248954	0.79314363	0.7708932	0.7620033	0.82665914	0.82504785
min/adj	0.9195851	0.929105	0.92861336	0.9723581	0.8979335	0.8580651	0.8146911	0.78890115	0.8663894	0.8300744	0.7684223	0.88552034	0.85932994	0.7959398	0.7367474	0.633752	0.7914002	0.80222446	0.8604461	0.59024394	0.9456357	0.8194731	0.60746515	0.84368044	0.87199014	0.7114508	0.80897224	0.8966894	0.8379818	0.9112048	0.754048	0.84954196	0.787115	0.7748364	0.8559379	0.9577738	0.7419318	0.7094989	0.647168	0.4906444	0.72971183	0.58724356	0.7857664	0.8467536	0.8235012	0.8240287	0.6188537	0.8684747	0.8324792	0.7937566	0.80071163	0.7832947	0.7528793	0.5933291	0.8288093	0.8055553	0.67098975	0.8784277	0.8546691	0.9036613	0.83909535	0.8137459	0.64667857	0.81924707	0.0	0.80098605	0.7781571	0.8629188	0.5921393	0.83898133	0.85951555	0.72947854	0.8801189	0.9190749	0.82828283	0.88157946	0.79395545	0.7543063	0.8719387	0.7847138	0.86072224	0.6919015	0.8205255	0.71929896	0.7684114	0.8699661	0.8178759	0.8048952	0.81658524	0.8750295	0.75805223	0.788475	0.7983275	0.8207346	0.863708	0.7803473	0.9155722	0.6184182	0.9231817	0.9231429	0.7348622	0.6968938	0.8629932	0.94322836	0.8673907	0.88065386	0.61474365	0.7758368	0.8056197	0.5868192	0.75927144	0.86364776	0.81590074	0.8151668	0.8438443	0.61906517	0.8681046	0.7481513	0.7831357	0.82023305	0.83983946	0.90968674	0.8553131	0.6327797	0.7977437	0.7911607	0.4573471	0.66740084	0.667498	0.6148733	0.53686494
mix/noun	0.8544943	0.95205605	0.9159519	0.9170736	0.7515758	0.89411056	0.798796	0.8046733	0.8228825	0.8190044	0.88761127	0.8590852	0.8816002	0.8088902	0.7636203	0.7990356	0.8227241	0.8592753	0.8816447	0.7352325	0.93734187	0.80663705	0.79063463	0.8093008	0.8756955	0.53692496	0.85777265	0.87038547	0.83927214	0.941584	0.8998949	0.79139	0.8170694	0.77736163	0.83590925	0.9302961	0.796164	0.8127121	0.60987043	0.79705894	0.8657534	0.7457099	0.70925295	0.78652346	0.8211273	0.80646	0.80374587	0.8806217	0.9085949	0.79976153	0.8490688	0.8427979	0.8314282	0.77618206	0.7296061	0.9061557	0.852945	0.8538093	0.80951875	0.86984456	0.7760574	0.88492894	0.7778161	0.52689743	0.80098605	0.0	0.87362546	0.75963664	0.78643227	0.856389	0.8640607	0.72535324	0.87362576	0.8990176	0.8338364	0.8663838	0.7894721	0.78190917	0.8127348	0.8170271	0.7347163	0.7960321	0.8715115	0.7697377	0.791051	0.7649273	0.72432804	0.7806213	0.85002065	0.6562437	0.89624166	0.8738036	0.7781714	0.7704066	0.8542963	0.74344325	0.79386854	0.7351785	0.8775162	0.9697169	0.78819823	0.86253554	0.8435898	0.92439795	0.8677765	0.9234898	0.7806767	0.74455625	0.7486275	0.7884964	0.77058357	0.8574041	0.8645681	0.82657886	0.8191645	0.70344937	0.8105286	0.7097187	0.9157265	0.80390847	0.9000522	0.90843	0.8828522	0.73627055	0.7643504	0.89957285	0.746548	0.77818	0.7952676	0.84595746	0.8125093
moment/noun	0.89660996	0.93740165	0.97021204	0.9686833	0.8954555	0.89876306	0.8937017	0.7608237	0.83838093	0.8429376	0.8500543	0.8412478	0.89167756	0.89057326	0.7579732	0.81625634	0.8475015	0.87725914	0.90550244	0.7918362	0.9695204	0.8617382	0.8056295	0.91009986	0.907658	0.8275069	0.8837651	0.91273	0.86914897	0.9429548	0.8282937	0.8712365	0.8104881	0.82984555	0.88477445	0.94606024	0.7790187	0.8203965	0.80442	0.8062165	0.6987222	0.73551625	0.8082578	0.87420565	0.8577643	0.8086992	0.81670684	0.86377895	0.89923155	0.83066195	0.85357887	0.80834806	0.8039713	0.78425545	0.8277072	0.7635474	0.74049294	0.92411876	0.90701693	0.91518855	0.8261476	0.8435109	0.8106239	0.84256464	0.7781571	0.87362546	0.0	0.8739344	0.80426776	0.8651619	0.89472693	0.85933614	0.95301944	0.89038587	0.8843632	0.91783744	0.82125807	0.8008213	0.87659883	0.83311874	0.8804809	0.83820206	0.8927502	0.86775184	0.7912475	0.9016017	0.83084506	0.8205068	0.8887195	0.9164589	0.8392629	0.82321113	0.83115494	0.8635094	0.8659038	0.717106	0.8997836	0.68641937	0.94841164	0.96195775	0.8422448	0.73872864	0.88516873	0.9491	0.9096357	0.8607977	0.7630459	0.88887095	0.8840275	0.8327889	0.77040744	0.86803293	0.8411708	0.8485961	0.85951316	0.81724405	0.91042674	0.7798159	0.86103284	0.85710335	0.81639785	0.91970474	0.9334646	0.7875986	0.85510194	0.7779248	0.80960804	0.7690627	0.7686018	0.78779304	0.75969994
musical/noun	0.8776617	0.95071816	0.90880924	0.9157091	0.6457405	0.88921404	0.76604885	0.85512495	0.7560537	0.82677287	0.9278939	0.7648357	0.9359699	0.8572921	0.8288111	0.86406565	0.8647679	0.863532	0.8189037	0.82153535	0.95187575	0.7282208	0.848293	0.789379	0.8274566	0.8180149	0.8778634	0.910876	0.92621905	0.89751554	0.92728865	0.7436743	0.857341	0.7965477	0.8834735	0.92472076	0.82293713	0.91086775	0.7981814	0.8893882	0.8928003	0.8210508	0.56535304	0.76394796	0.84104276	0.7646575	0.8905147	0.9141413	0.92070633	0.8419612	0.90443736	0.88277894	0.85972	0.8785387	0.8339672	0.8715542	0.9025638	0.84531295	0.8090273	0.85101676	0.696515	0.9092441	0.86103266	0.8127934	0.8629188	0.75963664	0.8739344	0.0	0.82810855	0.90532166	0.90723807	0.81744087	0.92539704	0.9286249	0.8719248	0.8905827	0.8733228	0.87269044	0.8565893	0.87658376	0.85038614	0.8597386	0.92298365	0.8286418	0.82409275	0.7546591	0.76361066	0.78078735	0.8277427	0.79084635	0.9320612	0.8381031	0.65429395	0.78220797	0.7508077	0.7429771	0.79743814	0.8233675	0.8042964	0.9636407	0.78029406	0.8867189	0.6400205	0.92990667	0.8916999	0.9648212	0.8211449	0.8409923	0.8540641	0.89561695	0.7346221	0.8538946	0.83585155	0.834299	0.8507551	0.8224902	0.8706167	0.6133951	0.9317059	0.8685552	0.92385334	0.9254712	0.8851986	0.81533766	0.8316048	0.88923067	0.8523119	0.79694206	0.83744544	0.8818661	0.85558665
nogal/adv	0.9144173	0.9166311	0.95074254	0.95201707	0.8444315	0.8477152	0.7915871	0.6670096	0.83795685	0.7745902	0.76652324	0.8961474	0.8184931	0.77834463	0.67411304	0.5445429	0.7311717	0.8413594	0.89343405	0.5988294	0.9174263	0.75943637	0.6351776	0.8449248	0.8144194	0.73127556	0.7248951	0.85257506	0.84577835	0.89672107	0.7496828	0.8433535	0.7452264	0.69947714	0.8210759	0.9468724	0.7464404	0.77189946	0.6334823	0.5063907	0.69790125	0.5774319	0.7123098	0.79223824	0.8087646	0.74514824	0.6924254	0.8361899	0.8583183	0.77354085	0.7862678	0.7094164	0.69366	0.5858375	0.77346414	0.7498012	0.68926454	0.8224239	0.83911496	0.90673107	0.7848369	0.78401005	0.66791505	0.77301025	0.5921393	0.78643227	0.80426776	0.82810855	0.0	0.78349715	0.8231013	0.6960571	0.9080255	0.9013817	0.83320844	0.8090341	0.800397	0.72037065	0.80523276	0.77024174	0.8223663	0.7444985	0.67493093	0.69093305	0.6994393	0.8509768	0.754213	0.7432178	0.805591	0.81660295	0.71376586	0.82063234	0.7382956	0.792269	0.83177555	0.68840575	0.8640212	0.45412177	0.9228436	0.94575036	0.7080103	0.6803992	0.8183221	0.92697996	0.8032427	0.87447715	0.513239	0.7720914	0.80080456	0.62679124	0.68546426	0.82474315	0.7921037	0.8014009	0.8090404	0.63091063	0.82994175	0.6990371	0.8641893	0.77854484	0.8193814	0.84850943	0.8338176	0.62024534	0.7697178	0.74873215	0.5379038	0.67438364	0.6412506	0.57368124	0.55973136
observatie/noun	0.9568065	0.95475054	0.9439136	0.92745113	0.91262174	0.9155036	0.8668879	0.8275458	0.8684391	0.69414437	0.8534262	0.92123073	0.8561336	0.8504117	0.715145	0.86395913	0.72937727	0.8893635	0.9117637	0.79849404	0.9484762	0.78445786	0.7950648	0.86424005	0.80043477	0.854648	0.77944386	0.87795854	0.8327039	0.9096697	0.8761866	0.88442546	0.75643146	0.72980416	0.89104956	0.96351385	0.8756624	0.88061386	0.7932838	0.84118193	0.8658946	0.7820373	0.7912423	0.85381675	0.9039197	0.7735411	0.8382477	0.8588215	0.88729763	0.8835035	0.89972603	0.8442569	0.8557301	0.82550514	0.8579858	0.8388331	0.77793324	0.8451777	0.9088959	0.92790616	0.8515897	0.8747677	0.7723411	0.83813035	0.83898133	0.856389	0.8651619	0.90532166	0.78349715	0.0	0.85185766	0.85327876	0.91448677	0.9447997	0.90830165	0.79902184	0.879579	0.862725	0.8219321	0.8826934	0.8598279	0.8571644	0.7589066	0.82060295	0.7522734	0.8492879	0.8810287	0.7758296	0.8761062	0.88102037	0.82807064	0.8782517	0.7758225	0.81002533	0.8393717	0.7489652	0.8498003	0.7023889	0.9238679	0.90273315	0.84567994	0.8536478	0.83147115	0.90809286	0.7935696	0.9081278	0.74254715	0.8729404	0.8188204	0.85427076	0.7080669	0.8232918	0.7635649	0.9013783	0.81452936	0.8280001	0.8768103	0.7881235	0.9122757	0.847322	0.8629743	0.86759156	0.871777	0.7768231	0.81892973	0.8508763	0.7864882	0.8244042	0.8608465	0.82788527	0.8025034
obsessie/noun	0.96209615	0.9731277	0.92387587	0.9628983	0.9232618	0.93627024	0.8858854	0.8841908	0.8862039	0.8288417	0.89872366	0.93703645	0.7896211	0.8627542	0.8276453	0.8420293	0.8483022	0.9172198	0.9304314	0.8572868	0.941649	0.8530294	0.8386327	0.9073277	0.89590526	0.84617674	0.88339764	0.9192295	0.8378739	0.89992684	0.84259975	0.9031271	0.827965	0.839486	0.9002392	0.9292433	0.8715605	0.8948267	0.78383625	0.85843766	0.8883188	0.8279691	0.8436561	0.8967179	0.8947212	0.834504	0.8870784	0.90883803	0.91419953	0.861125	0.89212763	0.8598141	0.8800629	0.8659766	0.89459866	0.84832627	0.83045095	0.8690283	0.90393	0.9052377	0.85698944	0.86409557	0.8472723	0.8194475	0.85951555	0.8640607	0.89472693	0.90723807	0.8231013	0.85185766	0.0	0.8215831	0.9363383	0.9321616	0.90228677	0.8864792	0.84410524	0.857497	0.8735135	0.8726883	0.84144944	0.8873439	0.84238243	0.8619081	0.8442259	0.88726574	0.9135973	0.84722894	0.8603836	0.8793216	0.85994697	0.86759126	0.8051451	0.81914544	0.89487004	0.8322731	0.9128123	0.76233625	0.9115283	0.95591235	0.8869014	0.87381864	0.86059487	0.9633567	0.87883645	0.90541905	0.80087847	0.84113914	0.8717294	0.8617089	0.78433084	0.8567944	0.8845949	0.8752791	0.8975005	0.8196552	0.89419246	0.87007445	0.8979042	0.8712466	0.84315836	0.8840291	0.90396905	0.82387197	0.8861041	0.86317956	0.8494527	0.82933474	0.80484855	0.84921855	0.8404324
of/vg	0.90047723	0.95530456	0.94249856	0.9452386	0.8251536	0.86490446	0.8636295	0.6734173	0.80686873	0.8351425	0.8344313	0.89564615	0.8526369	0.72486734	0.7261269	0.7483982	0.78631395	0.8295568	0.89459574	0.75003785	0.880478	0.76348	0.8022593	0.9054269	0.846038	0.63400483	0.81261027	0.87854743	0.856235	0.91995037	0.8416793	0.8757896	0.77600217	0.8088291	0.8530657	0.9367268	0.7534723	0.71503115	0.33109415	0.76806855	0.7537074	0.7207168	0.78016436	0.79431534	0.7399517	0.75959706	0.7672303	0.84734976	0.8684355	0.7813562	0.5942254	0.7166594	0.788161	0.8121675	0.64783037	0.73959327	0.76162446	0.8511251	0.86527205	0.89658445	0.78351915	0.6892023	0.77484244	0.73474866	0.72947854	0.72535324	0.85933614	0.81744087	0.6960571	0.85327876	0.8215831	0.0	0.8818333	0.91783273	0.73719597	0.86291355	0.8385342	0.81311464	0.87521696	0.816082	0.8226462	0.66901803	0.77344996	0.7043191	0.79863346	0.8376938	0.7480909	0.76034063	0.8339122	0.82906944	0.80983645	0.7860401	0.79970586	0.8511565	0.87042135	0.74554217	0.8717846	0.6047317	0.9535774	0.938884	0.6752349	0.83436453	0.8419772	0.88654226	0.8842304	0.894431	0.55921936	0.6792331	0.7502416	0.7431681	0.7637638	0.8026689	0.834648	0.7779697	0.79345006	0.6749916	0.8074196	0.77870095	0.85269606	0.8238314	0.85916966	0.8511502	0.85322416	0.7313254	0.790282	0.63554966	0.76319087	0.6998133	0.55450016	0.7688842	0.7960443
om_kade_ring/noun	0.9641112	0.9436362	0.959363	0.95635843	0.9619968	0.93402565	0.92046267	0.950772	0.9572986	0.9350259	0.92114073	0.92668045	0.95862293	0.882955	0.92554593	0.8975163	0.8892119	0.8891603	0.95315987	0.8437241	0.9642753	0.94077235	0.86027855	0.8996928	0.9685384	0.88866687	0.93168205	0.94079787	0.9474221	0.97099876	0.90299904	0.9578723	0.9030891	0.8662648	0.9407634	0.9569732	0.92327017	0.903478	0.84913975	0.8886715	0.95090175	0.90362346	0.92002773	0.9316328	0.913634	0.9482135	0.8779541	0.92933893	0.8996202	0.91443825	0.9483188	0.95801544	0.9009547	0.8755124	0.9300485	0.95384085	0.89934087	0.9378675	0.93132454	0.9434365	0.94285786	0.9545973	0.8610163	0.9168795	0.8801189	0.87362576	0.95301944	0.92539704	0.9080255	0.91448677	0.9363383	0.8818333	0.0	0.9757157	0.8917974	0.93711853	0.91205287	0.93309736	0.93214285	0.92074704	0.9460692	0.85462976	0.94886434	0.9148353	0.92969674	0.8932474	0.92733824	0.94696236	0.9304475	0.93080395	0.9477234	0.9177594	0.9336219	0.96814376	0.9305874	0.9448369	0.9372311	0.90197474	0.96901387	0.94259375	0.9216781	0.93269885	0.9283616	0.94094807	0.94199497	0.9427928	0.8712971	0.9192899	0.9263162	0.8718679	0.9279673	0.924175	0.9078499	0.951589	0.9337338	0.83072364	0.9235625	0.88950485	0.92799664	0.9226388	0.9326929	0.9511338	0.8987446	0.85916543	0.9087359	0.94274205	0.82662463	0.9066668	0.92988276	0.9096537	0.904559
onbedaarlijk/adj	0.9808865	0.98054355	0.97392195	0.959013	0.9504546	0.9555878	0.91564953	0.8327629	0.9495916	0.8896796	0.96840805	0.95055383	0.9490597	0.9452735	0.9426359	0.92487764	0.93900526	0.9773157	0.9615367	0.9021251	0.97257036	0.91987824	0.92516613	0.93671244	0.9403344	0.92111784	0.95192313	0.96248996	0.91926235	0.96022433	0.9503933	0.9627705	0.9454267	0.9440868	0.9492794	0.97827154	0.91348374	0.9490831	0.87412775	0.9177468	0.88265496	0.8971764	0.9457047	0.94889253	0.9434832	0.9467918	0.9142957	0.96678996	0.9594667	0.88599145	0.9519582	0.88685155	0.9217272	0.91265935	0.9111928	0.88759744	0.92843056	0.9436964	0.93979347	0.9706294	0.93216836	0.9086127	0.9350362	0.8778477	0.9190749	0.8990176	0.89038587	0.9286249	0.9013817	0.9447997	0.9321616	0.91783273	0.9757157	0.0	0.9769262	0.927727	0.92043924	0.87606585	0.87234515	0.90678465	0.8680961	0.9306372	0.9518047	0.91890055	0.913833	0.9362273	0.926813	0.9531375	0.92219865	0.88480544	0.96680063	0.96745634	0.93386424	0.9048494	0.9176621	0.90029097	0.902171	0.8267787	0.98198557	0.97994584	0.93753964	0.92551595	0.9357007	0.9529044	0.96078044	0.96258026	0.88700414	0.9375642	0.91764283	0.9165343	0.9127077	0.94412905	0.9557563	0.9460938	0.942877	0.9015608	0.94167817	0.91555464	0.9817981	0.89682126	0.951136	0.96607614	0.94646734	0.93652755	0.8945672	0.86901915	0.9493803	0.91897243	0.8910321	0.90554684	0.92225194
onderdeel/noun	0.9561367	0.960877	0.9706854	0.95372444	0.91610754	0.86348295	0.8947019	0.8900755	0.8616767	0.89136994	0.8804968	0.91700715	0.9172742	0.8008084	0.7803636	0.8262761	0.85549223	0.7900453	0.91822994	0.7845778	0.97676504	0.8200623	0.8304663	0.91820234	0.9232574	0.72596	0.88976777	0.913602	0.9303132	0.9669949	0.90522534	0.908353	0.7706822	0.87521255	0.906881	0.9631158	0.8912966	0.8003008	0.6604945	0.87657034	0.90455115	0.8365127	0.8175021	0.8629434	0.8772803	0.86146605	0.8546189	0.8897174	0.89206374	0.87630916	0.8597442	0.8865048	0.8092251	0.853446	0.9011508	0.9217199	0.8631759	0.9260198	0.8694558	0.9433932	0.8798659	0.9068153	0.8332745	0.8523523	0.82828283	0.8338364	0.8843632	0.8719248	0.83320844	0.90830165	0.90228677	0.73719597	0.8917974	0.9769262	0.0	0.89244044	0.8533665	0.8911949	0.9183673	0.8749183	0.92128277	0.7821653	0.9021709	0.8059503	0.84475666	0.88279986	0.8076638	0.83947885	0.9079629	0.9216578	0.8813503	0.81034243	0.8496785	0.90455747	0.91353106	0.83113277	0.92653686	0.846692	0.9301958	0.94771206	0.7513115	0.9203345	0.8925507	0.9119684	0.93067276	0.9325975	0.8326114	0.8035175	0.86071545	0.8624419	0.8604496	0.8868841	0.86879873	0.841138	0.8423448	0.7685889	0.8891968	0.80444765	0.8538969	0.9028235	0.9075956	0.930624	0.8950434	0.7998787	0.86372864	0.8943149	0.80021787	0.8606759	0.80677193	0.87388015	0.88443285
oneliner/noun	0.96040666	0.9369107	0.92149526	0.94230014	0.90315485	0.8873988	0.8313411	0.8483347	0.89151704	0.8004416	0.8576697	0.90805393	0.86456347	0.85611963	0.81465226	0.87536556	0.8149037	0.91168714	0.8933055	0.85038245	0.95525825	0.84344876	0.85063326	0.87702096	0.8566764	0.8711314	0.81740147	0.94285715	0.81738997	0.913138	0.85784435	0.8963888	0.84988135	0.77475214	0.8960112	0.94727516	0.8685674	0.9083288	0.82754993	0.8615539	0.87170565	0.8086108	0.8030449	0.8517615	0.8764468	0.8443048	0.86162966	0.9094814	0.8993919	0.8542536	0.8921151	0.8841946	0.8750548	0.8501165	0.86118805	0.8510467	0.8459711	0.8429234	0.9168281	0.9119194	0.86860335	0.89566064	0.85647136	0.847563	0.88157946	0.8663838	0.91783744	0.8905827	0.8090341	0.79902184	0.8864792	0.86291355	0.93711853	0.927727	0.89244044	0.0	0.87274766	0.84743226	0.8287122	0.85483617	0.85075533	0.88560945	0.7610576	0.8753601	0.7929687	0.8806595	0.88130087	0.8514719	0.8258852	0.8727428	0.88180184	0.8800859	0.8451394	0.8088491	0.86564296	0.7757768	0.84479094	0.76797915	0.91034627	0.9328202	0.8898645	0.8802094	0.8591654	0.9421894	0.8474598	0.9045167	0.8186699	0.8744551	0.89698356	0.8793114	0.8027631	0.86783665	0.9117901	0.8903986	0.852164	0.8500585	0.90848964	0.8449483	0.9374626	0.8463556	0.8850846	0.8698523	0.8937737	0.8218338	0.84039825	0.86973304	0.8498709	0.8427341	0.85441464	0.8603076	0.81923544
