	Hot/name	Risseeuw/name	Rowan/name	Self/name	The/name	aankondiging/noun	actie_film/noun	af/adv	aflevering/noun	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	bedoeld/adj	beeld/noun	behoorlijk/adj	beschrijving/noun	bijdrage/noun	bijrol/noun	bijzonder/adj	bloes_DIM/noun	boek/noun	buitengewoon/adj	cast/noun	column/noun	combinatie/noun	commentaar/noun	contrasteer/adj	cynisme/noun	dandy/noun	dat/det	debuut/noun	detail/noun	dialoog/noun	draai/noun	duivel_DIM/noun	echt/adj	effect/noun	en/vg	erg/adj	even/adj	even/adv	film/noun	film_DIM/noun	gast/noun	gedicht/noun	genoeg/adv	gesprek/noun	gesprekspartner/noun	geweldig/adj	gewoon/adj	gezicht/noun	heel/adj	heel/adv	heerlijk/adj	hij/pron	hoe/adj	karikatuur/noun	kwartet/noun	lady/noun	lied/noun	man/noun	manier/noun	mengeling/noun	min/adj	mix/noun	moment/noun	musical/noun	nogal/adv	observatie/noun	obsessie/noun	of/vg	om_kade_ring/noun	onbedaarlijk/adj	onderdeel/noun	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	ook/adv	opmerking/noun	opvallend/adj	passage/noun	performance/noun	plaat/noun	portret/noun	presentator/noun	rap/noun	reactie/noun	rol/noun	roman/noun	satire/noun	script/noun	scène/noun	sketch/noun	soms/adv	speel_film_debuut/noun	stoutmoedig/adj	stuk/noun	toch/adv	toneelstuk/noun	trailer/noun	typering/noun	uitval/noun	vaak/adj	variant/noun	variatie/noun	veel/adj	verhaal/noun	vers/noun	verslag/noun	vervolg/noun	vondst/noun	vooral/adv	voordracht/noun	voorstelling/noun	vooruitzicht/noun	waanzinnig/adj	wat/pron	weerzinwekkend/adj	werk_DIM/noun	wijze/noun	wissel_af/adj	ze/pron	zeer/adv	zelden/adj	zelfs/adv	zo/adj	zo/adv
ongekend/adj	0.9453138	0.94735986	0.9537038	0.9773885	0.8897271	0.8940068	0.8614262	0.87357867	0.89527404	0.8525548	0.88868827	0.89381653	0.821575	0.83447963	0.81377506	0.7730076	0.85706425	0.8529302	0.8902482	0.76502085	0.97175235	0.8732035	0.7630885	0.853309	0.8987317	0.7588325	0.87091714	0.89793795	0.83454365	0.9119087	0.8778858	0.84427404	0.82920897	0.84142905	0.9025704	0.9518167	0.8124374	0.80365163	0.71489465	0.8241856	0.8564293	0.7811144	0.8187908	0.8892844	0.869547	0.8614853	0.8190009	0.92296684	0.9253123	0.7371876	0.8913492	0.8705411	0.8247925	0.79972565	0.81546843	0.86348486	0.84995425	0.9018671	0.87425023	0.9096244	0.84301853	0.8853967	0.8399603	0.7794292	0.79395545	0.7894721	0.82125807	0.8733228	0.800397	0.879579	0.84410524	0.8385342	0.91205287	0.92043924	0.8533665	0.87274766	0.0	0.7242781	0.8411453	0.76937973	0.8233039	0.8317371	0.86731744	0.776072	0.8407091	0.8749781	0.85151345	0.84763134	0.8883819	0.8761581	0.81401193	0.86164755	0.83185744	0.8284204	0.8798121	0.8403398	0.9128069	0.79083353	0.951263	0.9248509	0.87347305	0.8374987	0.8855126	0.9530596	0.92659307	0.8773891	0.81522095	0.8463757	0.7809337	0.78194314	0.8344944	0.9017924	0.88307756	0.8454058	0.86522794	0.7344077	0.8854584	0.82091475	0.8391516	0.8020741	0.8949634	0.9027506	0.91117513	0.7982531	0.8520774	0.8847557	0.7744313	0.79307985	0.80067325	0.82450074	0.8211772
ongelooflijk/adj	0.9333085	0.9645021	0.9523893	0.9529398	0.8948679	0.8938057	0.85140854	0.7805343	0.8718708	0.7932563	0.86849725	0.86478835	0.8087559	0.83551705	0.7695435	0.6893668	0.8180804	0.89020956	0.8882262	0.66291916	0.9528215	0.8396892	0.67783695	0.825914	0.8885206	0.7442969	0.8334886	0.87389	0.8334551	0.91993046	0.7867685	0.8544781	0.7994226	0.79826635	0.89595544	0.9422939	0.7258904	0.8372874	0.693605	0.6860119	0.7258951	0.694683	0.7999326	0.8556868	0.79789764	0.82704306	0.72811186	0.88486505	0.86546403	0.62125456	0.809187	0.8119248	0.76621664	0.6385424	0.7271941	0.7853027	0.7193084	0.8739803	0.85180765	0.8999535	0.8173219	0.84587216	0.7730846	0.7875586	0.7543063	0.78190917	0.8008213	0.87269044	0.72037065	0.862725	0.857497	0.81311464	0.93309736	0.87606585	0.8911949	0.84743226	0.7242781	0.0	0.8121767	0.71368396	0.78053325	0.7897086	0.83281094	0.7807196	0.8025329	0.86247313	0.80623287	0.8211545	0.84352684	0.83643353	0.84135586	0.8817471	0.83457464	0.8497515	0.8472829	0.7585579	0.8730181	0.66184855	0.9453289	0.942829	0.8233789	0.7226774	0.8777366	0.95741075	0.8657072	0.90212655	0.74040043	0.8569264	0.8106891	0.72543085	0.7735638	0.86534935	0.8280789	0.8275939	0.83486587	0.73853415	0.8778693	0.7883941	0.90067065	0.7489226	0.8424708	0.90153867	0.87322366	0.74749494	0.82139426	0.782135	0.69529676	0.73319596	0.7711712	0.7070977	0.68206656
onnavolgbaar/adj	0.9244522	0.9519861	0.9146284	0.94626695	0.86414015	0.90422887	0.87165177	0.83423	0.8835295	0.8250682	0.90649164	0.85240644	0.8704016	0.88908976	0.79717505	0.8545635	0.8225313	0.9047888	0.87772703	0.81988156	0.93033963	0.8410187	0.8088846	0.83760804	0.8647603	0.81864667	0.85176265	0.86972046	0.8446897	0.9001373	0.8949898	0.8833563	0.83348936	0.7957963	0.85361785	0.91645944	0.8585279	0.89453626	0.7797189	0.8813652	0.8609241	0.8001413	0.79490757	0.83229965	0.88197565	0.7954025	0.8801669	0.9037311	0.90783197	0.8016664	0.900152	0.84596926	0.8707285	0.8471307	0.80678374	0.84028554	0.85397565	0.860435	0.82589936	0.90994483	0.78725374	0.9001391	0.8315469	0.8074328	0.8719387	0.8127348	0.87659883	0.8565893	0.80523276	0.8219321	0.8735135	0.87521696	0.93214285	0.87234515	0.9183673	0.8287122	0.8411453	0.8121767	0.0	0.82654846	0.8189128	0.87125313	0.8853276	0.8025776	0.7920078	0.8289732	0.8387419	0.8122751	0.87394756	0.8188321	0.9263953	0.8847053	0.80376107	0.8416306	0.84301233	0.8029394	0.8311595	0.7440456	0.9232672	0.94226867	0.8593415	0.88371336	0.85543257	0.9741285	0.8407505	0.90725434	0.816362	0.8630632	0.84475183	0.86084986	0.79061264	0.8016985	0.86368597	0.86545503	0.8622241	0.81465685	0.86045426	0.79890656	0.94295096	0.83086264	0.90278405	0.89633226	0.9029552	0.80758715	0.8058224	0.8903354	0.8459567	0.80428934	0.8382326	0.8588513	0.8460624
onwaarschijnlijk/adj	0.939437	0.9583532	0.947694	0.95609117	0.8668737	0.8864477	0.8258958	0.8178965	0.85927606	0.82545567	0.87087786	0.87638104	0.85183465	0.8358252	0.7938914	0.7672048	0.81202483	0.8965309	0.9111085	0.7468245	0.96015763	0.825964	0.7466082	0.8534438	0.88888663	0.78369033	0.8478446	0.8904217	0.87398565	0.9398641	0.85198355	0.8547919	0.80958116	0.8019618	0.8901956	0.950401	0.8100184	0.8486579	0.7330665	0.7654097	0.8261399	0.7635697	0.78870517	0.8638989	0.8466445	0.8662399	0.7885424	0.87064576	0.8953121	0.76152414	0.87832505	0.84639204	0.8151735	0.7785324	0.8200685	0.83610517	0.8151248	0.8869198	0.839936	0.9049533	0.8483192	0.88233453	0.81674933	0.81319344	0.7847138	0.8170271	0.83311874	0.87658376	0.77024174	0.8826934	0.8726883	0.816082	0.92074704	0.90678465	0.8749183	0.85483617	0.76937973	0.71368396	0.82654846	0.0	0.8164549	0.8230326	0.85432345	0.77233493	0.81792295	0.88547224	0.8410466	0.8191348	0.8545793	0.8932233	0.8683295	0.875687	0.805601	0.85654205	0.8665814	0.7791584	0.8897793	0.72399414	0.9277862	0.90559655	0.8255211	0.81257373	0.8517277	0.9422285	0.8602143	0.9133154	0.78598714	0.8211762	0.81036305	0.81036794	0.77207106	0.9001051	0.85260457	0.81380653	0.82867247	0.77469903	0.8810935	0.79403436	0.8714916	0.7528933	0.8825373	0.88960004	0.8805276	0.7858366	0.83149695	0.8667692	0.7479187	0.76753294	0.74953234	0.8039806	0.7888602
onweerstaanbaar/adj	0.88594204	0.93868685	0.9143837	0.91666275	0.8510599	0.9030868	0.8798498	0.8132394	0.89899945	0.8118346	0.92443854	0.878004	0.85938495	0.8709897	0.8145983	0.8530248	0.85950434	0.9360114	0.891013	0.79387	0.9354366	0.83836514	0.82294196	0.8655568	0.87770903	0.7816868	0.8632155	0.8684546	0.82820565	0.9014598	0.88858	0.85000736	0.85554713	0.79559326	0.84205914	0.96423984	0.8164096	0.8998319	0.7386383	0.8586834	0.8263427	0.7845216	0.813693	0.85286915	0.8637871	0.81771034	0.8737551	0.93821394	0.91349274	0.7999478	0.87135255	0.8401158	0.87854725	0.85045326	0.7702441	0.85120153	0.8637086	0.87669045	0.84761137	0.8836551	0.8236306	0.874542	0.8721083	0.76329386	0.86072224	0.7347163	0.8804809	0.85038614	0.8223663	0.8598279	0.84144944	0.8226462	0.9460692	0.8680961	0.92128277	0.85075533	0.8233039	0.78053325	0.8189128	0.8164549	0.0	0.860663	0.87732005	0.8356403	0.8321909	0.85629904	0.83677113	0.8347747	0.86176234	0.7423394	0.91800076	0.89996517	0.8128162	0.8095348	0.878811	0.7956756	0.811024	0.7598148	0.93964857	0.9232195	0.8538041	0.8435657	0.8656601	0.98090863	0.8804528	0.9077829	0.8095806	0.8418388	0.8299559	0.8574491	0.8117461	0.86909086	0.9090291	0.89575756	0.88764614	0.8138712	0.874358	0.79981375	0.94171536	0.78331643	0.89391214	0.8778107	0.8635001	0.8363384	0.82637554	0.85771114	0.8497982	0.81926376	0.8229685	0.8618593	0.83784974
ook/adv	0.92858624	0.9065847	0.9525184	0.94543475	0.8985906	0.86583704	0.89816165	0.77463096	0.8718473	0.82985544	0.80685806	0.91152805	0.85972434	0.7903942	0.8042554	0.7580964	0.82330257	0.80319786	0.8922711	0.67069626	0.9369854	0.7925273	0.7537556	0.850535	0.8565978	0.73901963	0.811406	0.92209786	0.8526974	0.94365335	0.6899459	0.8824325	0.7824938	0.8134187	0.8853087	0.94066083	0.7155272	0.77838117	0.6224491	0.6976763	0.7947968	0.7854413	0.7922159	0.8190371	0.77713156	0.8207121	0.72208095	0.8504434	0.839044	0.7826098	0.72521496	0.8557296	0.77894354	0.64433277	0.8336121	0.7466152	0.728847	0.8833013	0.8774457	0.9324026	0.8583918	0.8540186	0.7208565	0.81455886	0.6919015	0.7960321	0.83820206	0.8597386	0.7444985	0.8571644	0.8873439	0.66901803	0.85462976	0.9306372	0.7821653	0.88560945	0.8317371	0.7897086	0.87125313	0.8230326	0.860663	0.0	0.8096498	0.7440279	0.8403541	0.8708749	0.8280725	0.8551911	0.84609526	0.8907169	0.80075574	0.808039	0.84507716	0.866063	0.85774255	0.8268838	0.89769495	0.72100437	0.9525853	0.92249644	0.8222115	0.6724151	0.8633739	0.8978193	0.872816	0.9085459	0.6868858	0.80380416	0.816278	0.6578715	0.8024978	0.89653486	0.85688365	0.8361511	0.8238127	0.55538344	0.87321424	0.7924544	0.85036916	0.85535425	0.74595517	0.8923007	0.87339246	0.76663667	0.84764147	0.7166682	0.68350667	0.74492365	0.6701112	0.8100683	0.7242569
opmerking/noun	0.95521396	0.95330775	0.9622417	0.95926934	0.91984105	0.8185905	0.870196	0.7860531	0.872566	0.7609035	0.7100719	0.938074	0.8093591	0.76096106	0.79484177	0.82499397	0.79186803	0.84355456	0.9175457	0.79770094	0.9686287	0.80540556	0.7515402	0.9026544	0.74100053	0.8448439	0.66137946	0.93659186	0.78514045	0.9303634	0.7430238	0.8886024	0.7927888	0.746466	0.9085455	0.96979594	0.84757507	0.8307617	0.7759075	0.7807681	0.816113	0.75348276	0.8329285	0.85556376	0.85149586	0.7933467	0.8167491	0.79404783	0.83352053	0.8549632	0.8631025	0.8167042	0.85301656	0.81416655	0.8836571	0.7584964	0.7718699	0.85045207	0.90626985	0.9388214	0.81066245	0.8709576	0.7765452	0.84902084	0.8205255	0.8715115	0.8927502	0.92298365	0.67493093	0.7589066	0.84238243	0.77344996	0.94886434	0.9518047	0.9021709	0.7610576	0.86731744	0.83281094	0.8853276	0.85432345	0.87732005	0.8096498	0.0	0.8302629	0.71467274	0.8968254	0.8808542	0.8467946	0.8384631	0.8984171	0.64667344	0.86643267	0.7962008	0.82131535	0.8476266	0.7845887	0.85950446	0.68014824	0.952598	0.9339966	0.8546721	0.79028726	0.86933494	0.9518544	0.8197	0.8606271	0.7127136	0.83945763	0.8736019	0.84321856	0.74626774	0.855783	0.81429315	0.8337218	0.85587996	0.79996765	0.87666523	0.81732464	0.8845975	0.8671412	0.8025211	0.8838992	0.9006124	0.74447274	0.88494056	0.7953758	0.75584495	0.75427324	0.74315464	0.8088877	0.77155846
opvallend/adj	0.9019423	0.96193475	0.96137273	0.96560997	0.84134626	0.8684194	0.8489154	0.7734749	0.8313185	0.82055104	0.83849925	0.8821385	0.8843297	0.7993408	0.7096567	0.73378825	0.7964103	0.82912123	0.85144424	0.64214116	0.84129095	0.79220724	0.7202301	0.8288298	0.85923254	0.7111652	0.8062803	0.82561225	0.90523773	0.9127516	0.87971216	0.8124714	0.7438412	0.77273613	0.8668709	0.92579114	0.82003725	0.7962358	0.6019869	0.72391355	0.7802934	0.70684457	0.7764597	0.7941694	0.7932564	0.7935879	0.76113063	0.8715075	0.87830675	0.76220185	0.82788193	0.7165178	0.786282	0.7434506	0.77258635	0.80793715	0.80294085	0.8643724	0.7923002	0.90511245	0.8178283	0.79745626	0.77610856	0.79290533	0.71929896	0.7697377	0.86775184	0.8286418	0.69093305	0.82060295	0.8619081	0.7043191	0.9148353	0.91890055	0.8059503	0.8753601	0.776072	0.7807196	0.8025776	0.77233493	0.8356403	0.7440279	0.8302629	0.0	0.7914677	0.8430752	0.74858886	0.7274477	0.8270893	0.83801174	0.81439364	0.82471645	0.7865048	0.88030094	0.8515383	0.7585174	0.88993204	0.69566	0.9306002	0.9196778	0.76048243	0.8140931	0.8485271	0.94050515	0.87008065	0.913937	0.7137724	0.7589374	0.772123	0.7423866	0.78051114	0.85672295	0.8174505	0.8342829	0.82159746	0.65548015	0.83821994	0.72864425	0.87477803	0.82604456	0.89728284	0.8893285	0.846282	0.7380017	0.7748909	0.81713516	0.6842531	0.7151295	0.715022	0.79831153	0.7555225
passage/noun	0.8901821	0.95386064	0.94962215	0.94024545	0.8153267	0.83615285	0.82487893	0.772053	0.8018599	0.7094977	0.81084645	0.7910659	0.88251805	0.7949451	0.6688733	0.8021798	0.6984428	0.8328683	0.8870689	0.73850214	0.9486563	0.6439159	0.7572261	0.8471534	0.73922193	0.77514124	0.7355152	0.8757904	0.84390867	0.9063419	0.8511733	0.8202497	0.69633186	0.6894673	0.8552908	0.949152	0.8552274	0.83225626	0.7196965	0.77091277	0.8035544	0.712599	0.7049047	0.7986741	0.8684836	0.63570887	0.829587	0.8263599	0.895828	0.85302305	0.9008051	0.7936165	0.82127905	0.80067486	0.8256972	0.82247055	0.7893492	0.8506969	0.82806057	0.9037044	0.6949291	0.8721481	0.75471085	0.76070964	0.7684114	0.791051	0.7912475	0.82409275	0.6994393	0.7522734	0.8442259	0.79863346	0.92969674	0.913833	0.84475666	0.7929687	0.8407091	0.8025329	0.7920078	0.81792295	0.8321909	0.8403541	0.71467274	0.7914677	0.0	0.821692	0.75634676	0.7233075	0.8561521	0.82888603	0.81380624	0.83215815	0.6417185	0.79106796	0.79627436	0.6131271	0.8239237	0.62143314	0.9013415	0.93968296	0.7273432	0.837972	0.75369817	0.93433946	0.8414868	0.9006019	0.7061598	0.7839529	0.79315513	0.8340616	0.62722063	0.70163643	0.7343165	0.8084879	0.79526246	0.7898052	0.80512375	0.7026306	0.87311214	0.82483137	0.8373193	0.8804138	0.84587944	0.7012948	0.7556499	0.83237326	0.72845757	0.7406084	0.7574519	0.76391757	0.74966466
performance/noun	0.9048354	0.9587104	0.94455457	0.9393678	0.82864386	0.89735866	0.85926455	0.8889013	0.845726	0.8344821	0.9364608	0.88567924	0.91622627	0.89151335	0.7772641	0.8749308	0.8426786	0.8667164	0.8750621	0.8332404	0.94502246	0.83777404	0.8285916	0.847415	0.889035	0.8154318	0.86387664	0.89971536	0.89036274	0.93980306	0.9026345	0.84609437	0.8499327	0.8052444	0.8922336	0.93843883	0.8850311	0.9019518	0.77613753	0.8863339	0.8778638	0.83221817	0.7394615	0.7956396	0.88740826	0.8302332	0.9061808	0.890442	0.9212992	0.85517246	0.9006641	0.87843424	0.8548206	0.8667133	0.8789973	0.87431043	0.89167285	0.8821575	0.8375229	0.9292356	0.8141333	0.93688947	0.83866525	0.8099878	0.8699661	0.7649273	0.9016017	0.7546591	0.8509768	0.8492879	0.88726574	0.8376938	0.8932474	0.9362273	0.88279986	0.8806595	0.8749781	0.86247313	0.8289732	0.88547224	0.85629904	0.8708749	0.8968254	0.8430752	0.821692	0.0	0.8205309	0.814214	0.87254035	0.76040995	0.9066428	0.88619447	0.8244685	0.8495098	0.8487664	0.76303124	0.8401637	0.8024405	0.9246228	0.9615552	0.83426726	0.90470964	0.8110305	0.9077642	0.8671023	0.92410475	0.845214	0.8610978	0.85289145	0.90313417	0.81503904	0.88949823	0.85302293	0.8859875	0.8670226	0.823263	0.8399438	0.67923975	0.9281784	0.86634076	0.89171934	0.8894088	0.8748585	0.82116354	0.8344576	0.89412093	0.84757364	0.8409961	0.879352	0.87782013	0.85969865
plaat/noun	0.82056296	0.9694002	0.94363457	0.9326702	0.6746327	0.9002454	0.83837	0.7597456	0.7819071	0.81486434	0.8808475	0.79824495	0.9257119	0.8663407	0.6989586	0.7985293	0.80574536	0.85548013	0.89314914	0.7703304	0.9186287	0.6985876	0.80722946	0.8573032	0.87007457	0.74163365	0.8504921	0.8546582	0.9044188	0.9656065	0.88437307	0.7434604	0.7932732	0.7994811	0.8529803	0.9495328	0.82333755	0.83867526	0.6720046	0.8085954	0.7975711	0.72867614	0.6729038	0.78018725	0.84687006	0.7008682	0.8108247	0.88689363	0.9225538	0.8214663	0.84303904	0.75441325	0.8062491	0.81167984	0.7901321	0.8336278	0.8508727	0.8830664	0.757701	0.8927248	0.72345793	0.8817901	0.80282706	0.7911569	0.8178759	0.72432804	0.83084506	0.76361066	0.754213	0.8810287	0.9135973	0.7480909	0.92733824	0.926813	0.8076638	0.88130087	0.85151345	0.80623287	0.8387419	0.8410466	0.83677113	0.8280725	0.8808542	0.74858886	0.75634676	0.8205309	0.0	0.70710796	0.86902094	0.72231346	0.89874744	0.89628303	0.7302606	0.8504572	0.83422595	0.72338676	0.84819543	0.7002766	0.9107334	0.9501752	0.67046154	0.83899736	0.81118006	0.9086922	0.88346547	0.9345421	0.7637572	0.7958342	0.78669333	0.8491775	0.73416567	0.8062905	0.7962971	0.8388777	0.7969528	0.7933512	0.87811637	0.7063805	0.9174227	0.82688296	0.8715677	0.9142789	0.8333007	0.77280146	0.74250686	0.81237626	0.7865361	0.802057	0.7884384	0.785032	0.7644671
portret/noun	0.9014555	0.9703255	0.9273659	0.9233955	0.74447525	0.8644238	0.7796356	0.8187588	0.7575961	0.73284477	0.86173785	0.8353202	0.8916125	0.8369309	0.5236497	0.826791	0.70788705	0.81884193	0.8370755	0.71701217	0.9019066	0.639327	0.75447726	0.8358694	0.8043122	0.7975682	0.7690222	0.89157593	0.87664753	0.82309914	0.91385806	0.7785138	0.6847618	0.7304785	0.8393211	0.9334267	0.8335388	0.85882014	0.6688169	0.7811829	0.8254586	0.6923888	0.5817507	0.7475571	0.7946613	0.6587194	0.8140285	0.7906914	0.8908135	0.8376851	0.8840384	0.6891625	0.81229055	0.8191446	0.79754275	0.8283644	0.784763	0.79073465	0.8284134	0.8196099	0.7189692	0.78438616	0.77911866	0.7954793	0.8048952	0.7806213	0.8205068	0.78078735	0.7432178	0.7758296	0.84722894	0.76034063	0.94696236	0.9531375	0.83947885	0.8514719	0.84763134	0.8211545	0.8122751	0.8191348	0.8347747	0.8551911	0.8467946	0.7274477	0.7233075	0.814214	0.70710796	0.0	0.83129495	0.8585248	0.88560534	0.81804174	0.60704064	0.78002715	0.8222575	0.62509847	0.83318806	0.6866013	0.88325626	0.935706	0.73128957	0.8675789	0.72878087	0.9116923	0.83524406	0.9203093	0.7248693	0.7729976	0.8062937	0.857109	0.5771325	0.8174381	0.70785373	0.811399	0.79217225	0.7812962	0.8545279	0.6622926	0.9110585	0.82282823	0.89228946	0.8651649	0.7844017	0.7016531	0.7767038	0.84146255	0.74322355	0.7595994	0.7718134	0.78276145	0.7745621
presentator/noun	0.9052833	0.97116333	0.9124217	0.93190795	0.8257565	0.8830408	0.87433934	0.8032207	0.7676477	0.78799707	0.86058396	0.88804674	0.89877874	0.8600248	0.84583163	0.8263508	0.87715524	0.8960633	0.89455056	0.8247449	0.9331571	0.85082597	0.81654596	0.812304	0.8539931	0.8425138	0.8266441	0.92318827	0.9072637	0.8839552	0.8913578	0.8318269	0.8680872	0.8192517	0.9218942	0.9092751	0.8324487	0.9240485	0.7685185	0.83184266	0.7852131	0.78408784	0.81910795	0.8263974	0.7376833	0.8438684	0.8660022	0.8291417	0.84584635	0.84760803	0.8591401	0.8311894	0.8481141	0.8266407	0.8555584	0.74381423	0.8476967	0.8934738	0.8665668	0.8632252	0.8179975	0.8094871	0.8563717	0.8612114	0.81658524	0.85002065	0.8887195	0.8277427	0.805591	0.8761062	0.8603836	0.8339122	0.9304475	0.92219865	0.9079629	0.8258852	0.8883819	0.84352684	0.87394756	0.8545793	0.86176234	0.84609526	0.8384631	0.8270893	0.8561521	0.87254035	0.86902094	0.83129495	0.0	0.86685264	0.8626491	0.8387605	0.82943964	0.86363477	0.8866899	0.8038672	0.8503215	0.7615243	0.9377593	0.9354317	0.8647645	0.85979915	0.8220773	0.96911776	0.9168012	0.91489816	0.77796143	0.86597717	0.8861357	0.868592	0.8436718	0.85464746	0.89132226	0.8627317	0.88065743	0.817775	0.89965874	0.7970557	0.9188756	0.86042136	0.8825502	0.94224364	0.8859169	0.83164465	0.8154448	0.7806501	0.8095875	0.8114873	0.8067756	0.8741956	0.8171276
rap/noun	0.8535483	0.9589782	0.9281212	0.9099557	0.78022796	0.9106995	0.8381681	0.8531982	0.87898594	0.86473525	0.9394782	0.85013825	0.9031855	0.890678	0.8358577	0.86489606	0.89564246	0.90585154	0.9121287	0.8360549	0.91967875	0.8846293	0.8636147	0.85028553	0.87721086	0.7715476	0.87241584	0.84779304	0.8707437	0.94781405	0.91938	0.87754893	0.88848263	0.8076065	0.8787666	0.9343243	0.86475587	0.9074772	0.7692264	0.85899043	0.8869452	0.8169544	0.7889065	0.82984823	0.8734359	0.8297602	0.8720455	0.9238545	0.9258129	0.8541375	0.91034806	0.8841672	0.8844774	0.8575805	0.820198	0.9033399	0.87113553	0.89219666	0.824186	0.88530564	0.7340721	0.9016247	0.8784217	0.72295314	0.8750295	0.6562437	0.9164589	0.79084635	0.81660295	0.88102037	0.8793216	0.82906944	0.93080395	0.88480544	0.9216578	0.8727428	0.8761581	0.83643353	0.8188321	0.8932233	0.7423394	0.8907169	0.8984171	0.83801174	0.82888603	0.76040995	0.72231346	0.8585248	0.86685264	0.0	0.8852227	0.91938347	0.8447706	0.8088161	0.8703606	0.8067655	0.81790966	0.78233343	0.93810403	0.9664427	0.8642562	0.9252839	0.87024665	0.93940073	0.8666908	0.9259242	0.8367377	0.80215293	0.8459125	0.9042941	0.83557594	0.86097026	0.90932524	0.91181535	0.89912355	0.81810516	0.8511747	0.7963784	0.95974267	0.8415199	0.9004298	0.9311831	0.9230631	0.83361596	0.7866813	0.89956796	0.84939325	0.85099477	0.8413032	0.8608114	0.85316515
reactie/noun	0.9746623	0.94638616	0.9648582	0.9659943	0.91766226	0.7896446	0.88680255	0.8245115	0.9061042	0.8565166	0.6467	0.9502283	0.8292879	0.8007198	0.8097221	0.807766	0.8207073	0.85429895	0.9510062	0.7919214	0.9701506	0.8724657	0.77356637	0.91357756	0.8198685	0.84253865	0.6446768	0.9211619	0.83178556	0.9645642	0.8050732	0.91043556	0.8318306	0.7876259	0.9023224	0.9754652	0.83671635	0.76585287	0.79075825	0.7390773	0.823276	0.7467073	0.88160896	0.8812614	0.8607285	0.8523171	0.8016622	0.7975497	0.84453064	0.8721799	0.88397187	0.8250398	0.8567198	0.77737653	0.90005344	0.8217977	0.7601651	0.8984446	0.9132227	0.9382661	0.8752754	0.8743331	0.76947206	0.85610193	0.75805223	0.89624166	0.8392629	0.9320612	0.71376586	0.82807064	0.85994697	0.80983645	0.9477234	0.96680063	0.8813503	0.88180184	0.81401193	0.84135586	0.9263953	0.8683295	0.91800076	0.80075574	0.64667344	0.81439364	0.81380624	0.9066428	0.89874744	0.88560534	0.8626491	0.8852227	0.0	0.8739143	0.88500655	0.8547424	0.8907116	0.83760965	0.9320883	0.7231008	0.94808984	0.93523276	0.88891065	0.8201148	0.9156017	0.9478829	0.8613501	0.82253003	0.74141836	0.83922124	0.8841889	0.8238205	0.8184669	0.8959044	0.8327702	0.8136108	0.86090577	0.774738	0.89840806	0.8519589	0.8298654	0.88328195	0.8198917	0.8708098	0.9416797	0.75164366	0.89121926	0.8305186	0.7211243	0.78940505	0.7454703	0.76286393	0.7599755
rol/noun	0.95066166	0.94324076	0.94932914	0.96060807	0.849933	0.91534984	0.87550694	0.85489106	0.8327711	0.8857467	0.8762974	0.91188455	0.87953657	0.8457003	0.8158902	0.8654245	0.8661801	0.7439516	0.74058324	0.8061677	0.96217513	0.8419706	0.8046055	0.8802489	0.8963451	0.80851734	0.8571695	0.93528914	0.89049435	0.8992268	0.8798051	0.88802135	0.81169647	0.7830613	0.87957025	0.9508197	0.837991	0.8115351	0.73621047	0.8363409	0.8723878	0.7964713	0.7684009	0.8832	0.85262877	0.86157316	0.8461404	0.8530029	0.85438377	0.8620398	0.88960266	0.8593385	0.8603158	0.85302657	0.908604	0.8420345	0.8094691	0.884411	0.88409054	0.89952743	0.8497115	0.8593919	0.7974838	0.8585582	0.788475	0.8738036	0.82321113	0.8381031	0.82063234	0.8782517	0.86759126	0.7860401	0.9177594	0.96745634	0.81034243	0.8800859	0.86164755	0.8817471	0.8847053	0.875687	0.89996517	0.808039	0.86643267	0.82471645	0.83215815	0.88619447	0.89628303	0.81804174	0.8387605	0.91938347	0.8739143	0.0	0.8047728	0.8781282	0.85149837	0.7746292	0.9148065	0.7973576	0.9107236	0.94878703	0.8517226	0.87635845	0.8201254	0.975523	0.91446435	0.9140763	0.79642975	0.84575117	0.8727312	0.8573841	0.76333916	0.8836055	0.87828296	0.8478446	0.86562216	0.7481667	0.8785784	0.81619453	0.8873224	0.9132099	0.88454336	0.93146	0.90290916	0.75310534	0.8662309	0.858593	0.7942961	0.8018217	0.8039373	0.8428941	0.8392785
