	1930/noun	Albanees/noun	Amerikaans/adj	Brits/adj	Europees/adj	LPF_minister/noun	Londens/adj	Vlaams/adj	aanvankelijk/adj	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	alleenstaand/adj	arm/adj	arm/noun	beeld_DIM/noun	been/noun	behaal/verb	belasting/noun	bestuur_kamer/noun	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	borst/noun	bovendien/adv	box/noun	college_geld/noun	daarna/adv	dan/adv	dankbaar/adj	deelstaat/noun	dringend/adj	dwingend/adj	echter/adv	eerst/adj	en/noun	enkel/adv	entree/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gebruik/noun	gehuld/adj	gemeente/noun	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	heer/noun	hemel/noun	her_stelling_werk/noun	het/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	huize/noun	hulpeloos/adj	immers/adv	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	invoer_recht/noun	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	koers_winst/noun	kop_positie/noun	land/noun	landelijk/adj	langzaam/adj	lidstaat/noun	liter/noun	lokaal/adj	loon_belasting/noun	luistergeld/noun	maandag_avond/noun	mag/verb	meen/verb	meer/adj	meest/adj	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	nergens/adv	netjes/adj	nieuw/adj	nu/adv	ogenblik/noun	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ontbreek/adj	ook/adv	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pensioen_premie/noun	poot/noun	premie/noun	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rente/noun	roerend/adj	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	soort/noun	spaar_geld/noun	sport_wereld/noun	staal/noun	staat/noun	stad/noun	statie_geld/noun	steenkool/noun	stijg/verb	stroom/noun	stuk_DIM/noun	successie_recht/noun	taks/noun	taksen/noun	tarief/noun	te/adv	teatraal/adj	teelt/noun	tegelijk/adj	tel/noun	tentoonstelling/noun	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	tol/noun	triomfantelijk/adj	troon/noun	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verschil/adj	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voorheffing/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorm/noun	vriendschap/noun	vrijwel/adv	waarschuw/verb	weg/noun	wil/verb	word/verb	zal/verb	zelf/adv	zenuwachtig/adj	zondag_middag/noun	zwaar/adj
tentoonstelling/noun	0.83824384	0.961398	0.8942765	0.8698747	0.8993511	0.99197656	0.86197627	0.86254317	0.8816797	0.9771178	0.92947936	0.9542738	0.87084156	0.94889617	0.9019742	0.9426335	0.8891824	0.9183737	0.9003078	0.9457333	0.9675665	0.96762943	0.97452444	0.9670702	0.9252166	0.925771	0.94605315	0.9887634	0.89051783	0.9563866	0.9372904	0.95060015	0.912145	0.92074203	0.9409572	0.8190534	0.9352216	0.91926926	0.8962131	0.93096423	0.9357135	0.91840917	0.87760603	0.9453687	0.93606615	0.9779716	0.9862425	0.9385427	0.974344	0.9606374	0.91170806	0.9292005	0.9427662	0.9341199	0.93534446	0.89762574	0.9534445	0.92139196	0.90392125	0.9586913	0.87502205	0.9669631	0.9065478	0.97846293	0.8688632	0.93270636	0.9653131	0.8939382	0.99975604	0.9070797	0.9200842	0.9346438	0.84442675	0.9819389	0.886965	0.9680829	0.95046115	0.9499661	0.9721784	0.8913399	0.9579843	0.97643644	0.8851622	0.98238057	0.9613659	0.90040606	0.96783864	0.9468601	0.91937697	0.9828986	0.9857437	0.9741169	0.9393109	0.8868093	0.9491303	0.9878854	0.9544895	0.9127666	0.9897324	0.971441	0.8771229	0.9120621	0.87452954	0.9307819	0.93702656	0.93756044	0.9542409	0.9704861	0.94342345	0.90608203	0.9518974	0.86930215	0.9098254	0.91350013	0.96287584	0.9891338	0.9951956	0.9723588	0.95669633	0.9754993	0.9392006	0.95638084	0.9761583	0.9029852	0.9497797	0.9199934	0.9796488	0.94784725	0.9343111	0.88304436	0.97264665	0.96699095	0.9284767	0.8927336	0.9004447	0.9380235	0.96612954	0.9242031	0.98750967	0.97525984	0.9633811	0.9832287	0.92091227	0.9618951	0.94035083	0.9080151	0.8414772	0.97354263	0.978365	0.95978403	0.9183841	0.8566517	0.9739566	0.9740981	0.9452463	0.95240104	0.89239085	0.9830277	0.9799676	0.9726461	0.95597565	0.9660372	0.90550923	0.9886653	0.88552743	0.9200905	0.0	0.9445653	0.81942415	0.88132274	0.9175549	0.96147424	0.9797252	0.96679646	0.96351224	0.9303498	0.9528032	0.9581794	0.968792	0.9835081	0.86561453	0.9519934	0.9442078	0.97030425	0.95692563	0.9249695	0.9491099	0.87687916	0.9490215	0.9609913	0.89565843	0.908646	0.9181471	0.9279904	0.9101263	0.9598101	0.80674076	0.9672501	0.88622475	0.9659688	0.8565326	0.9211173
toch/adv	0.9971441	0.95743346	0.9692216	0.9395455	0.90076417	1.0	0.97742563	0.9074031	0.9002263	0.99980927	0.96016514	0.9779486	0.9355353	0.9824085	0.9593671	0.9435974	0.97915924	0.9078972	0.92083955	0.9306389	0.9661113	0.9755825	0.9885408	0.9921336	0.9312485	0.8572744	0.983324	1.0	0.87967026	0.6129062	0.97227645	0.9935083	0.9059016	0.9916538	0.8461616	0.89589643	0.9683541	0.8761681	0.9645604	0.98016185	0.96054494	0.82868457	0.9272508	0.9436235	0.9364759	0.9999287	0.99979043	0.9424493	0.9708719	0.9843663	0.93978095	0.95841146	0.84273773	0.9517189	0.986204	0.93901795	0.95514613	0.8419331	0.93802243	0.99357486	0.93805325	0.96758235	0.9167122	0.9721626	0.950137	0.996424	0.9783812	0.86604875	1.0	0.90701944	0.9465558	0.9871578	0.90360993	1.0	0.8990368	0.947654	0.9631705	0.9824943	0.98949766	0.85278195	0.99744904	0.9911042	0.9254077	0.9955629	0.7485969	0.8791859	1.0	0.9830865	0.9626457	1.0	0.9871795	0.9572529	0.9672906	0.97274625	0.90660125	0.96843296	0.97154444	0.947006	0.99004585	0.99996614	0.94561344	0.7917892	0.8697243	0.894657	0.8842006	0.96097314	0.97127885	0.89333075	0.93113315	0.89861476	0.98402333	0.9047126	0.81859255	0.9351464	0.94729364	1.0	0.99422866	0.98282164	0.8177532	0.98146296	0.9383711	0.9488958	0.9966788	0.9511723	0.97446525	0.9782781	0.9967446	0.9288089	0.9510775	0.97995186	0.9862284	0.96624005	0.93602985	0.94285107	0.9422934	0.98398876	0.9597166	0.9264242	1.0	0.96013117	0.92331177	0.9622524	0.9403988	0.93067575	0.92221147	0.97773725	0.8715035	0.9913888	0.9842359	0.9654254	0.9576251	0.9265171	1.0	0.9936967	0.9471547	0.9862389	0.9172537	0.99061865	0.983029	0.99698496	0.95341533	0.90541947	0.9619385	0.99409735	0.92344826	0.9855741	0.9445653	0.0	0.9814863	0.9800678	0.8983543	0.9846584	0.98956007	0.9803052	0.971911	0.98771745	0.9697905	0.9789694	0.9621945	0.95999646	0.9343382	0.958548	0.93020004	0.9914931	0.9159297	0.94375014	0.97466505	0.91472316	0.9718189	0.9067753	0.92067635	0.9603515	0.9405533	0.9248814	0.9053918	0.8654318	0.9583708	0.88412976	0.8651436	0.97272164	0.980819	0.9045384
toegang/noun	0.9399871	0.9220554	0.93923694	0.92859626	0.92819417	0.98592365	0.95280397	0.92125833	0.88059324	0.9442814	0.94408834	0.94000113	0.9350754	0.93717706	0.92049974	0.95367116	0.9442941	0.9499176	0.9028881	0.8726114	0.98862433	0.9408306	0.91354716	0.99533314	0.9673788	0.90242326	0.94085217	0.94496787	0.89672804	0.9624254	0.9646186	0.9699989	0.91298103	0.9874702	0.9389986	0.93298084	0.8829109	0.9074606	0.6937625	0.97374713	0.7330016	0.9550759	0.8597258	0.91984147	0.78162104	0.929044	0.9636078	0.9312114	0.9432563	0.88792	0.9042111	0.745078	0.917349	0.92713	0.9601629	0.8890657	0.8910873	0.91927195	0.8126031	0.89180636	0.92458767	0.9577204	0.9107649	0.95936924	0.9004667	0.9246137	0.98769253	0.9479335	0.99708515	0.9407292	0.96377045	0.9431909	0.9372989	0.94496137	0.9339647	0.8619672	0.95881927	0.9787509	0.9830916	0.91799194	0.97104686	0.96164656	0.8875158	0.9565649	0.95300543	0.928571	0.9554649	0.96617913	0.972808	0.9757589	0.91327727	0.9766156	0.92084	0.8940169	0.9377724	0.95845586	0.81102604	0.89808667	0.9478218	0.9731369	0.82942736	0.920891	0.95312506	0.84722304	0.9350153	0.9125177	0.94823897	0.9575011	0.9329005	0.955594	0.96545535	0.91406673	0.90551424	0.9124438	0.8521189	0.96567607	0.9885708	0.96567506	0.9515098	0.9699653	0.91005015	0.9557325	0.9343689	0.9250958	0.8584718	0.8849755	0.9555013	0.9503193	0.8674507	0.95897835	0.9103463	0.8198762	0.9165544	0.95451784	0.88890433	0.9342414	0.94438815	0.8817447	0.9829369	0.846983	0.94428134	0.9547171	0.91668546	0.95146245	0.91359985	0.9069942	0.9216352	0.933011	0.9753253	0.9275231	0.9308587	0.9132593	0.9163076	0.9360279	0.8109728	0.94173735	0.8963076	0.9785816	0.9130214	0.93136096	0.809083	0.9713438	0.96465933	0.9729815	0.9337896	0.8019506	0.81942415	0.9814863	0.0	0.53253543	0.93981576	0.90912706	0.9012038	0.92545384	0.98370403	0.9771296	0.8157275	0.97775114	0.8683079	0.9688882	0.87140733	0.91957486	0.96860784	0.9922523	0.92770237	0.8896987	0.91742086	0.85502464	0.9818219	0.9314178	0.95727754	0.96934307	0.9192286	0.948244	0.9108922	0.94123584	0.923097	0.93865037	0.9506459	0.9675874	0.85660434	0.89811426
toegang_prijs/noun	0.9551964	0.9655041	0.968888	0.9628382	0.9828465	0.97663367	0.9578901	0.9447824	0.92015874	0.91585386	0.9623822	0.9770803	0.9501698	0.9218479	0.9591303	0.98122036	0.9196164	0.98271877	0.9013556	0.87380576	0.9837315	0.942649	0.90013224	0.98107815	0.98800004	0.9482923	0.9212419	0.92651147	0.9453694	0.9795197	0.9814873	0.96583116	0.9615633	0.9933581	0.97565985	0.97999656	0.95916575	0.94652563	0.7584972	0.96403563	0.70248413	0.9729193	0.9102684	0.9462071	0.7622001	0.89059186	0.94399136	0.97439116	0.95221364	0.8576685	0.9483978	0.7068539	0.9496254	0.97470033	0.95920765	0.91942513	0.868174	0.96946156	0.8348312	0.87583256	0.9485786	0.95844376	0.9412209	0.9804958	0.90073156	0.92398524	0.9855086	0.9668782	0.99435437	0.97726446	0.98415774	0.94019026	0.9644131	0.94755185	0.97775847	0.8807802	0.9823298	0.98522484	0.9638065	0.96507186	0.97128886	0.945025	0.9030291	0.92445433	0.9655503	0.94572395	0.91804856	0.9289028	0.96669686	0.9712515	0.8741312	0.97471714	0.94436496	0.91974264	0.9670391	0.93924624	0.76978415	0.91511035	0.9786852	0.9746545	0.8373062	0.95960087	0.9756817	0.79699504	0.96824497	0.91157854	0.972623	0.98430204	0.9758959	0.97828233	0.97119594	0.96720403	0.92178375	0.91702396	0.842112	0.9585803	0.9723846	0.959171	0.9926985	0.9656131	0.9488596	0.97256404	0.8902826	0.96391493	0.81746495	0.88927627	0.93355036	0.97973895	0.84973305	0.9710284	0.9376219	0.79472923	0.94806993	0.9811708	0.9258736	0.94527614	0.98467183	0.9077236	0.98497754	0.82291657	0.9593579	0.972525	0.95195633	0.98477864	0.8975569	0.9544373	0.9606677	0.9242941	0.97710645	0.8915622	0.9610474	0.96028906	0.8670026	0.93762475	0.7959888	0.94765365	0.9598124	0.9644486	0.89493704	0.91760725	0.7656212	0.99170434	0.95760787	0.94506055	0.9587868	0.8765399	0.88132274	0.9800678	0.53253543	0.0	0.9726955	0.85849047	0.83751035	0.944205	0.9907283	0.9839832	0.7784882	0.95694643	0.83074176	0.9559694	0.9025731	0.9097377	0.99273366	0.9984836	0.9291239	0.92325854	0.87034565	0.8910435	0.9719587	0.96852064	0.97171575	0.9831461	0.9749441	0.9743595	0.971378	0.98620623	0.96514714	0.97164655	0.9848756	0.9761659	0.8905825	0.9497478
toekomst/noun	0.9643642	0.94974446	0.89892197	0.8917034	0.8503663	1.0	0.93703073	0.8820756	0.8584391	0.9782752	0.9150107	0.95904124	0.8851912	0.9455101	0.9004753	0.8927647	0.98396564	0.91017205	0.8994648	0.9271156	0.93458605	0.9169464	0.9955152	0.9927167	0.9536529	0.79641235	0.9763629	0.9959675	0.87611675	0.9134007	0.94542295	0.939063	0.8801556	0.9577396	0.82141864	0.8927861	0.91687053	0.8612087	0.95918214	0.9757302	0.93016994	0.8591614	0.8935008	0.85124016	0.8960218	0.99060315	0.9995042	0.8154945	0.9718169	0.9738321	0.84600925	0.937639	0.83324593	0.87836605	0.9867334	0.87768227	0.94071573	0.9001084	0.9494984	0.975477	0.9098097	0.96637964	0.91216826	0.97237086	0.94724643	0.9816673	0.9667987	0.86208844	0.9617179	0.88168	0.936277	0.95345527	0.8711234	0.9285094	0.88064635	0.9234187	0.89406914	0.97834545	0.9756109	0.8614672	0.96910214	0.98449486	0.8538017	0.9706088	0.8959992	0.91024756	0.99519706	0.9843121	0.9068484	0.9932332	0.9689192	0.94727397	0.90136445	0.9220499	0.92451406	0.94926757	0.95949495	0.8978768	0.9757894	0.9927614	0.91175205	0.8336794	0.81219286	0.9188999	0.84961104	0.96080303	0.91359204	0.86473966	0.853464	0.9295187	0.9484669	0.7752285	0.8557016	0.90770835	0.94224995	1.0	0.9832698	0.95731163	0.84480685	0.9491656	0.8635421	0.9434162	0.97307235	0.86688197	0.9329716	0.9632846	0.99712485	0.93357116	0.9494666	0.9564901	0.92187	0.93893564	0.90939784	0.9373116	0.8601014	0.976279	0.8498673	0.87134916	0.9865837	0.97814214	0.962542	0.92689794	0.9040161	0.9185155	0.96621186	0.9399903	0.8820148	0.9752333	0.97714764	0.9532575	0.88035464	0.90159124	0.99975455	0.97535694	0.91795164	0.9165292	0.87149173	0.99405754	0.99371666	0.9954858	0.9509675	0.9248287	0.97675925	0.9881526	0.9230098	0.9795854	0.9175549	0.8983543	0.93981576	0.9726955	0.0	0.9666106	0.95998544	0.94410306	0.9841702	0.9662101	0.91660947	0.99998814	0.9479966	0.96327454	0.87188	0.94418293	0.9137425	0.9623528	0.96955425	0.90915495	0.9858437	0.8519701	0.95433885	0.8803161	0.89421606	0.925474	0.9046288	0.8499687	0.85014355	0.7959451	0.91124916	0.8316264	0.8285341	0.941474	0.9470798	0.8640228
toelage/noun	0.966777	0.8396123	0.9584921	0.94241303	0.951927	0.9826369	0.93538815	0.87468725	0.9233298	0.86512977	0.97039396	0.96922326	0.91205716	0.81457126	0.90358895	0.9653522	0.874283	0.97976553	0.8693116	0.7723083	0.9857743	0.87874305	0.8345361	0.9568571	0.9897752	0.88114774	0.89341295	0.8454207	0.9653541	0.9718374	0.98743653	0.9424428	0.92059976	0.99670213	0.9566588	0.9794674	0.95445377	0.9567437	0.9233076	0.9623343	0.63533175	0.98398745	0.9573809	0.962664	0.6440264	0.82294244	0.96541953	0.96559197	0.8579483	0.87401223	0.94707006	0.6032735	0.920146	0.96072745	0.9963902	0.7304236	0.8513752	0.9646806	0.9496626	0.9610038	0.9127792	0.9079589	0.9330764	0.99129635	0.89831316	0.9224918	0.96297765	0.9259547	0.99805915	0.97537374	0.9904504	0.8463572	0.9769483	0.9958874	0.981154	0.845871	0.953046	0.98268807	0.9859662	0.9399206	0.9359639	0.85747075	0.8221879	0.9619235	0.9689045	0.9323257	0.87573236	0.9178864	0.96095747	0.886672	0.84073514	0.97814727	0.88771796	0.90135175	0.97471577	0.95364475	0.6543318	0.9398048	0.927831	0.9024168	0.945704	0.97034156	0.9746204	0.57389575	0.9848074	0.9170822	0.9586782	0.93446827	0.9557004	0.9841316	0.95270395	0.92801744	0.8124765	0.87602085	0.8194318	0.95933914	0.9710858	0.8941768	0.98912764	0.94157916	0.87344277	0.9575824	0.8910829	0.9518976	0.83601546	0.81577325	0.897649	0.9797173	0.63489175	0.98218834	0.9277975	0.8095437	0.91304404	0.9738884	0.78986335	0.9126839	0.965997	0.7924369	0.9297153	0.8367488	0.9028539	0.94927424	0.9501398	0.9783734	0.74228096	0.97977406	0.97600585	0.8082377	0.98775107	0.8559189	0.952821	0.83578503	0.8980374	0.9168643	0.75029445	0.82467365	0.9564581	0.8905219	0.8251588	0.9101571	0.81509405	0.9858543	0.9919774	0.9424457	0.9401658	0.93032944	0.96147424	0.9846584	0.90912706	0.85849047	0.9666106	0.0	0.84995687	0.95952505	0.98765063	0.97460514	0.7872004	0.99428076	0.7945168	0.9595598	0.9248065	0.8259514	0.9628587	0.98682076	0.9120455	0.8614741	0.87588906	0.8614143	0.97751606	0.97264636	0.95833325	0.99541116	0.94850814	0.97555137	0.9616399	0.9582734	0.94107485	0.89003646	0.9854284	0.9795724	0.9451867	0.961209
toeslag/noun	0.973616	0.94200265	0.96048	0.9440882	0.954357	0.9758998	0.9837595	0.96854526	0.9670176	0.86978894	0.98444444	0.98081094	0.9658139	0.8704653	0.95676184	0.97563505	0.91392446	0.97219545	0.92686266	0.8258516	0.9859449	0.8931515	0.87387776	0.9833909	0.991638	0.94378865	0.8943896	0.93658984	0.9718002	0.95001036	0.9415198	0.9562241	0.9637734	1.0	0.97030824	0.9762617	0.9797289	0.9819295	0.91216624	0.9795911	0.7858234	0.9815742	0.988604	0.92540455	0.80028534	0.89218986	0.9516261	0.95281434	0.9319037	0.89534473	0.94881165	0.80090475	0.940449	0.9704496	0.9979848	0.9074638	0.867393	0.9518489	0.92728513	0.97375804	0.9553177	0.9639753	0.97812897	0.9751312	0.9459305	0.94170195	0.9956225	0.98730075	0.9933588	0.9917993	0.9946241	0.98179847	0.97072035	0.99674135	0.98115814	0.84054524	0.98612434	0.9913428	0.98443466	0.94290435	0.90111434	0.8357513	0.8926388	0.9005382	0.97329235	0.95924187	0.916509	0.9260333	0.958787	0.9687574	0.888455	0.9621347	0.9469161	0.9335385	0.97951305	0.9630517	0.7882732	0.97833794	0.91389906	0.9548584	0.98573476	0.9771184	0.97325104	0.80599576	0.9848666	0.9515582	0.9687492	0.9337613	0.96493906	0.9773664	0.9758163	0.9734314	0.91042936	0.95702565	0.84734803	0.9776997	0.95510775	0.9340883	0.9958791	0.95739937	0.927765	0.9734446	0.88263667	0.9623931	0.87531936	0.93206084	0.93615735	0.9416378	0.79240584	0.9643546	0.8128584	0.8151833	0.91547966	0.98057187	0.9493509	0.97631663	0.9825697	0.92237973	0.9442052	0.84336597	0.9660395	0.9850135	0.96253175	0.98712933	0.9195908	0.9916175	0.9692878	0.8640492	0.9618632	0.88635486	0.935299	0.9711103	0.91866475	0.916196	0.8173618	0.88829243	0.9905616	0.8812157	0.92090434	0.8801711	0.80513155	0.9719188	0.984634	0.9345024	0.9713201	0.90768284	0.9797252	0.98956007	0.9012038	0.83751035	0.95998544	0.84995687	0.0	0.9460794	0.9856296	0.9851076	0.8194554	0.99157995	0.85642046	0.96853966	0.9435958	0.8914417	0.9878026	0.9946879	0.9371941	0.90610135	0.90510315	0.88903934	0.98492175	0.9524673	0.98305255	0.98538536	0.97886056	0.96417475	0.967567	0.97292423	0.96226007	0.9601644	0.9766252	0.99505275	0.98025465	0.97229046
tol/noun	0.9422306	0.96626353	0.9308545	0.92662674	0.9474773	0.9712912	0.9653761	0.95778066	0.95454127	0.9307862	0.96171874	0.95331496	0.9417658	0.96712214	0.9387671	0.9630693	0.9386969	0.970461	0.9232296	0.9515513	0.9775846	0.9470988	0.9762066	0.98367804	0.96339583	0.9366381	0.9607279	0.99465936	0.97125256	0.9606963	0.9750644	0.96480745	0.96217084	0.9715057	0.98113567	0.950179	0.9764365	0.956738	0.9455399	0.9823189	0.90996945	0.98380256	0.9573341	0.9590287	0.9275448	0.9880974	0.97113854	0.9495312	0.9738788	0.96821064	0.9475677	0.9276848	0.95150393	0.9569103	0.9031901	0.9478875	0.948205	0.9395768	0.94841915	0.96645445	0.96548235	0.9838199	0.96210235	0.9811716	0.9667773	0.96353096	0.9912946	0.9781621	0.9999807	0.95035064	0.9956548	0.97431535	0.9554165	0.9492733	0.97174495	0.9520298	0.9816482	0.93469566	0.9652005	0.97322744	0.9754621	0.9891764	0.9490253	0.97808576	0.9718258	0.9440987	0.9581599	0.96085256	0.96345377	0.9721988	0.9386901	0.9579201	0.94954115	0.9612926	0.97133726	0.97794616	0.93378186	0.94653493	0.99839956	0.9897567	0.9430806	0.9637891	0.95067644	0.9259182	0.9268738	0.9831367	0.9648916	0.9446449	0.9832212	0.98895085	0.98768383	0.9563277	0.94009423	0.9587494	0.91104156	0.9932692	0.9927	0.9497547	0.9575821	0.96701163	0.97263265	0.9848088	0.9626891	0.9619817	0.95484585	0.94772106	0.9491438	0.9608379	0.9450991	0.9663154	0.9724997	0.92819107	0.9545011	0.98307544	0.95106435	0.9390035	0.93676835	0.9506048	0.96903193	0.95756674	0.99102354	0.96153075	0.95924634	0.96095437	0.95397675	0.957679	0.978462	0.9675113	0.9250641	0.95592165	0.9541664	0.92203665	0.97708666	0.9617778	0.9302509	0.912511	0.97596407	0.97570014	0.9362544	0.96319145	0.95324	0.9699817	0.99127764	0.9925592	0.96822685	0.97011584	0.96679646	0.9803052	0.92545384	0.944205	0.94410306	0.95952505	0.9460794	0.0	0.9771268	0.9559804	0.94250363	1.0	0.93735784	0.9889547	0.96248674	0.96926296	0.9760638	0.9671607	0.9800122	0.9440703	0.9622295	0.94460523	0.97859794	0.9649062	0.9872443	0.97344106	0.95143783	0.95559096	0.95742756	0.9588859	0.9359489	0.9441285	0.95509505	0.9673089	0.9781021	0.92655444
triomfantelijk/adj	0.9438394	0.9866496	0.9215795	0.92568165	0.950645	1.0	0.95482206	0.9593511	0.94449675	0.9983216	0.97603476	0.93813014	0.9186667	0.9839691	0.94616187	0.9640506	0.94569683	0.95866466	0.9462508	0.98920834	0.9838932	0.98018336	0.9926691	0.9940931	0.96705925	0.95308226	0.96761245	0.9911708	0.9562275	0.9871855	0.9130249	0.97357273	0.9783767	0.9745679	0.9390846	0.8914615	0.9951041	0.9537836	0.96726227	0.95419073	0.9924143	0.9486229	0.93842304	0.9595877	0.9793531	0.98999405	0.9720868	0.9641428	0.9634651	0.99341655	0.97847766	0.99411136	0.9916362	0.96691674	0.98212487	0.9844778	0.96777076	0.9761742	0.9984712	0.969493	0.93801844	0.9780651	0.9575261	0.95845395	0.95735836	0.9759015	0.9685527	0.92058504	1.0	0.91659737	0.95815796	0.9871432	0.8994949	0.99104524	0.93878996	0.9932952	0.95427006	0.94125885	0.9521841	0.9556421	0.94637454	0.97200686	0.9481143	0.9944755	0.9953726	0.9733311	0.9800231	1.0	0.93366337	0.9886042	0.9971068	0.9696016	0.97784716	0.9678483	0.9716646	0.990654	0.9909821	0.9658522	0.9969724	0.9992682	0.9387735	0.9594701	0.89967424	0.99380314	0.9804853	0.97554183	0.93828136	0.9961705	0.9891988	0.967593	0.90465957	0.95293456	0.9698834	0.96489525	0.98943067	0.98313284	0.9949926	0.9837879	0.9620352	0.9612057	0.97888875	0.9975359	0.97386134	0.93754464	0.9807738	0.9781241	0.9931301	0.9777943	0.9762854	0.9535147	0.97987396	0.9901771	0.979802	0.95731324	0.96689045	0.98626715	0.91411215	0.98191375	0.9950832	0.9924387	0.988044	0.9523135	0.96534	0.9490021	0.97180223	0.98659205	0.9661624	0.9590324	0.9635745	0.9720638	0.93792766	0.94509786	0.99607325	0.99924755	0.9886381	0.97615504	0.9538862	0.99485755	0.9904111	0.9740638	0.9913841	0.97484696	0.97025967	0.9721605	0.96308076	0.96691567	0.96351224	0.971911	0.98370403	0.9907283	0.9841702	0.98765063	0.9856296	0.9771268	0.0	0.90480494	0.9862993	0.9900378	0.9773514	0.9304434	0.98027307	0.9689186	0.9744682	0.9754246	0.98373693	0.9694259	0.9931777	0.96427935	0.92569715	0.96817505	0.9743211	0.9315605	0.955006	0.88406503	0.9648376	0.9352549	0.9143556	0.9566052	0.9445466	0.9596724	0.96150804	0.97797644
troon/noun	0.84592193	0.9657232	0.88645566	0.8879246	0.93538016	0.9805602	0.892194	0.9756304	0.9261322	0.9647865	0.98673135	0.9456157	0.9058715	0.96330535	0.9482391	0.940098	0.96350384	0.9533898	0.90150964	0.96616614	0.99609137	0.9510501	0.95628697	0.9858986	0.9691951	0.96532965	0.9857819	0.98085797	0.94544786	0.9794085	0.96404505	0.95159286	0.9665919	0.9850359	0.9329148	0.80579305	0.98720163	0.9724368	0.9395168	0.9333914	0.97557354	0.98629475	0.93756866	0.9599838	0.9736748	0.99422395	0.9946851	0.9694152	0.9841827	0.992015	0.96127015	0.9788945	0.9468495	0.947664	0.93772304	0.97092956	0.975119	0.97527754	0.9570674	0.98552835	0.92541635	0.98246413	0.9486252	0.9817311	0.9554752	0.9325687	0.9565493	0.9336678	1.0	0.9345192	0.9671975	0.97140265	0.82349235	0.98133415	0.94509196	0.9795778	0.9444243	0.9401863	0.96971756	0.95010936	0.8954489	0.9776747	0.9085435	0.9800614	0.9779974	0.9575076	0.9759243	0.96018183	0.9182149	0.9978389	0.98071575	0.95530385	0.919794	0.9725524	0.94279706	0.98039615	0.97144437	0.9615489	0.99307895	0.99585456	0.94874215	0.95916	0.94205034	0.983016	0.91783285	0.94867694	0.9904585	0.9645513	0.95071894	0.97633564	0.98012763	0.96280354	0.9586302	0.9584149	0.9812276	0.9985314	0.98853576	0.94729525	0.9580113	0.95449775	0.96530324	0.99148506	0.97268933	0.9541297	0.98030335	0.9688823	0.976703	0.9815249	0.96792895	0.8292	0.97613955	0.9637068	0.9515782	0.9581169	0.9450577	0.97285175	0.9313198	0.9888718	0.9673253	0.9927721	0.9510719	0.9632789	0.95757705	0.9416799	0.9646125	0.97267294	0.9645736	0.9882851	0.9499129	0.9574452	0.91142684	0.92273504	0.97960544	0.9979978	0.9565754	0.97943145	0.9618985	0.97570276	0.9892351	0.9827728	0.98650473	0.9870382	0.96706307	0.98454535	0.974624	0.9707468	0.9303498	0.98771745	0.9771296	0.9839832	0.9662101	0.97460514	0.9851076	0.9559804	0.90480494	0.0	0.9714738	0.94025546	0.96174055	0.9807444	0.9582882	0.97898716	0.978377	0.95076555	0.972111	0.9247465	0.9788604	0.96984386	0.97262794	0.9440167	0.9648175	0.9013001	0.9333742	0.9405798	0.9714069	0.9456802	0.7532261	0.9379628	0.94189847	0.95825565	0.9375495	0.9355903
