	1930/noun	Albanees/noun	Amerikaans/adj	Brits/adj	Europees/adj	LPF_minister/noun	Londens/adj	Vlaams/adj	aanvankelijk/adj	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	alleenstaand/adj	arm/adj	arm/noun	beeld_DIM/noun	been/noun	behaal/verb	belasting/noun	bestuur_kamer/noun	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	borst/noun	bovendien/adv	box/noun	college_geld/noun	daarna/adv	dan/adv	dankbaar/adj	deelstaat/noun	dringend/adj	dwingend/adj	echter/adv	eerst/adj	en/noun	enkel/adv	entree/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gebruik/noun	gehuld/adj	gemeente/noun	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	heer/noun	hemel/noun	her_stelling_werk/noun	het/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	huize/noun	hulpeloos/adj	immers/adv	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	invoer_recht/noun	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	koers_winst/noun	kop_positie/noun	land/noun	landelijk/adj	langzaam/adj	lidstaat/noun	liter/noun	lokaal/adj	loon_belasting/noun	luistergeld/noun	maandag_avond/noun	mag/verb	meen/verb	meer/adj	meest/adj	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	nergens/adv	netjes/adj	nieuw/adj	nu/adv	ogenblik/noun	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ontbreek/adj	ook/adv	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pensioen_premie/noun	poot/noun	premie/noun	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rente/noun	roerend/adj	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	soort/noun	spaar_geld/noun	sport_wereld/noun	staal/noun	staat/noun	stad/noun	statie_geld/noun	steenkool/noun	stijg/verb	stroom/noun	stuk_DIM/noun	successie_recht/noun	taks/noun	taksen/noun	tarief/noun	te/adv	teatraal/adj	teelt/noun	tegelijk/adj	tel/noun	tentoonstelling/noun	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	tol/noun	triomfantelijk/adj	troon/noun	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verschil/adj	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voorheffing/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorm/noun	vriendschap/noun	vrijwel/adv	waarschuw/verb	weg/noun	wil/verb	word/verb	zal/verb	zelf/adv	zenuwachtig/adj	zondag_middag/noun	zwaar/adj
stuk_DIM/noun	0.94816285	0.9600939	0.9179708	0.89914745	0.9254662	1.0	0.9383642	0.9093247	0.90368164	0.9852096	0.96912926	0.9590175	0.87285393	0.9288421	0.93571407	0.96119356	0.9474799	0.9685654	0.92022026	0.93936896	0.9911681	0.95764786	0.95427775	0.9881332	0.94221514	0.89839417	0.95494723	0.97359955	0.897135	0.93691	0.98437816	0.9379759	0.93936706	0.9819003	0.93663573	0.902463	0.95937467	0.8799769	0.9407851	0.9955937	0.89172405	0.8974249	0.8915686	0.9182421	0.87487847	0.9841458	0.9973168	0.9400657	0.98283213	0.93703073	0.88702357	0.9005881	0.93117636	0.91585636	0.9486177	0.9067349	0.91639537	0.90285516	0.9572105	0.95718825	0.89758533	0.9800932	0.8852105	0.98441046	0.96408653	0.9805168	0.97603863	0.92958033	0.98750204	0.88683057	0.9249651	0.9414364	0.8905584	0.9673387	0.923812	0.914676	0.97748834	0.9745876	0.9921241	0.878846	0.96759593	0.9877514	0.89558554	0.97191304	0.9461284	0.9118557	0.9725538	0.96353877	0.9394409	0.9870086	0.969022	0.96064174	0.93113697	0.9261478	0.8953713	0.9493465	0.89560235	0.9243984	0.9913392	0.96677244	0.9191049	0.88188887	0.9341557	0.9214253	0.89926016	0.9576993	0.9608607	0.9501766	0.8880122	0.9178848	0.95228064	0.841694	0.93113714	0.9244041	0.9276681	0.9973489	0.9895115	0.94825464	0.9042709	0.98282635	0.94870836	0.9348676	0.9863175	0.9165541	0.91330504	0.96036553	0.97930384	0.96236086	0.94693655	0.951511	0.97226524	0.9335473	0.9251371	0.9160222	0.8913554	0.978301	0.9531915	0.9352968	0.9598223	0.96242493	0.9653877	0.96762043	0.95322126	0.97591436	0.9609912	0.9311636	0.8838075	0.973382	0.9920095	0.9076486	0.910456	0.92247933	0.95885974	0.9483445	0.9092886	0.93823737	0.0	0.99976003	0.9813446	0.9871136	0.94255406	0.96006894	0.9748954	0.9946363	0.9221438	0.95203567	0.89239085	0.9172537	0.8963076	0.9598124	0.87149173	0.9564581	0.9905616	0.97596407	0.9538862	0.9618985	0.93005896	0.9997433	0.9198363	0.9972117	0.8713344	0.9511205	0.92916524	0.9982826	0.92820483	0.91192865	0.97007805	0.8874686	0.9193549	0.9612279	0.9602522	0.9388543	0.9249667	0.94697976	0.8736206	0.95179677	0.9327353	0.93696547	0.89338326	0.9780841	0.94072706	0.9177211
successie_recht/noun	0.96325415	0.94941425	0.9816724	0.9752955	0.93845165	0.9906796	0.98615974	0.9576699	0.9773078	0.84166676	0.91537845	0.9819462	0.9755788	0.92090696	0.9422962	0.9793316	0.94789004	0.99436885	0.9588593	0.88459855	0.99943054	0.9594179	0.9199765	0.99414223	0.99924815	0.9774512	0.9529931	0.940006	0.99064523	0.958196	0.956203	0.9679796	0.9607269	0.9955673	0.94493663	0.9790397	0.93616474	0.97816783	0.94924885	0.99566984	0.88722086	0.9855137	0.9766106	0.96681046	0.8864811	0.8849113	0.9964344	0.95160425	0.9137092	0.9644153	0.9892848	0.8726609	0.9692137	0.99381876	0.9885169	0.9204894	0.9643392	0.9937001	0.9876966	0.97353745	0.97260046	0.97650284	0.9868358	0.99992496	0.97842056	0.9733295	0.99491036	0.96052015	0.9961722	0.9726896	0.99754065	0.9585412	0.98445123	0.947052	0.97060037	0.9716169	0.98643416	0.98828363	0.9964996	0.97742283	0.97045267	0.8298555	0.934554	0.8958935	0.9734126	0.98244125	0.91422987	0.95601267	0.9869034	0.9027514	0.9433764	0.9985188	0.9437687	0.96024406	0.99959314	0.9527297	0.90218556	0.96744144	0.7748959	0.91859925	0.9784579	0.9818017	0.9603417	0.88489765	0.9550674	0.9955394	0.94911134	0.88552314	0.9677069	0.9956009	0.97421306	0.9492346	0.9393896	0.958511	0.95472944	0.8908019	0.9925354	0.9266404	0.971361	0.9905783	0.9122426	0.99225926	0.922746	0.97879106	0.9519841	0.89126515	0.9134938	0.9958082	0.83944356	0.94315386	0.8722808	0.91300327	0.96487075	0.99441296	0.9519602	0.9713689	0.9395209	0.9013382	0.9590549	0.9227631	0.96275896	0.95568454	0.98568904	1.0	0.9054984	0.9865485	0.96974117	0.8551552	0.9767826	0.9618232	0.97243255	0.93120444	0.96271163	0.9805351	0.91951185	0.9183238	0.99976003	0.0	0.98950577	0.9561652	0.9072083	0.98010296	0.98794806	0.9926248	0.98334795	0.98250943	0.9830277	0.99061865	0.9785816	0.9644486	0.99405754	0.8905219	0.8812157	0.97570014	0.99485755	0.97570276	0.9506174	0.95229244	0.87466395	0.9726182	0.9910374	0.9262118	0.99928707	0.9941756	0.9558801	0.9414186	0.9821296	0.9635375	0.9933764	0.97689986	0.97128755	0.9696272	0.97064376	0.96795076	0.99564606	0.9706888	0.9649808	0.9361014	0.96627295	0.9928759	0.97701055	0.9773235
taks/noun	0.9888655	0.9736569	0.9862271	0.96809113	0.95524573	0.99261403	0.9737928	0.9586019	0.9732751	0.94598657	0.9856057	0.99324197	0.94242555	0.93254817	0.9229082	0.98626477	0.9422079	0.9959775	0.91202164	0.842064	0.99999857	0.9318444	0.9499038	0.98498166	0.9839994	0.95585597	0.95922416	0.9433933	0.96789414	0.9854531	0.99950737	0.9648224	0.92076856	0.99978185	0.9717402	0.9656448	0.98577076	0.97476566	0.96294045	0.96813047	0.8231445	0.98826575	0.9720586	0.9598197	0.8529461	0.96820664	0.9947925	0.9645278	0.9261732	0.92530173	0.9739169	0.82087064	0.941128	0.96896106	0.9994275	0.9007175	0.8928669	0.98125863	0.94897944	0.9877711	0.96300054	0.9735169	0.9457088	0.99367005	0.9718394	0.96411806	0.94615895	0.97126347	0.9978005	0.97842604	0.9990483	0.919623	0.96883905	0.96100956	0.99963886	0.8716891	0.99441576	0.9854691	0.9914682	0.9297478	0.9638278	0.929051	0.9314781	0.9680829	0.9758596	0.9488903	0.95039785	0.94065315	0.9782749	0.94721264	0.8992301	0.9956409	0.9650942	0.96974677	0.9679916	0.9708319	0.82067263	0.9400117	0.93630815	0.92519116	0.9678019	0.9821696	0.96097314	0.84044397	0.99999917	0.9222566	0.9850953	0.980625	0.9921763	0.9937866	0.9652269	0.9670415	0.94198114	0.9528319	0.87095374	0.9590645	0.9931542	0.8966199	0.9815129	0.9650026	0.93713844	0.99742323	0.9459492	0.9610413	0.9119488	0.90309554	0.9734331	0.9540662	0.8399968	0.9598935	0.94821	0.84792864	0.9699475	0.9816055	0.91808814	0.95871097	0.9779577	0.9404073	0.9738847	0.8779466	0.91743803	0.97767246	0.98858935	0.9826385	0.90394896	0.96443754	0.9956451	0.9178802	0.97721434	0.9370931	0.9688195	0.94917744	0.9513849	0.979682	0.8410555	0.93042564	0.9813446	0.98950577	0.0	0.9339503	0.8337429	0.98171085	1.0	0.9909356	0.97370005	0.9619743	0.9799676	0.983029	0.9130214	0.89493704	0.99371666	0.8251588	0.92090434	0.9362544	0.9904111	0.9892351	0.85743743	0.9973424	0.9013809	0.9881981	0.9430154	0.91311747	0.9916033	0.999267	0.9693156	0.961197	0.8754708	0.9330946	0.9798232	0.9825216	0.9926005	0.98988307	0.9809719	0.9875163	0.9821204	0.9711324	0.95880646	0.93805844	0.9878406	0.9841435	0.96469504	0.9700003
taksen/noun	0.9754452	0.9660883	0.95238733	0.9739364	0.9810321	0.9921328	0.98615426	0.9569628	0.9770927	0.86925983	0.9840696	0.9863667	0.9662796	0.96377194	0.98589635	0.9996242	0.9361105	1.0	0.9498325	0.9072423	0.99778694	0.9522696	0.96324813	0.9627413	0.99808043	0.98017603	0.96304697	0.9714798	0.9860292	0.99148625	0.975439	0.9860243	0.97274363	1.0	0.97682947	0.97891396	0.9995023	0.9758409	0.9492375	0.99438244	0.88811165	0.9929557	0.9870488	0.9815397	0.8879467	0.96818274	0.94789845	0.980594	0.9799194	0.9512127	0.99965847	0.8820823	0.9900082	0.9845965	0.9997876	0.93413264	0.9205861	0.98636365	0.995121	0.99410963	0.9865273	0.9894178	0.95875365	0.9829675	0.9839164	0.98453	0.999702	0.99355704	0.99927825	0.9940356	0.9992882	0.92928493	0.9836635	0.99403256	0.9886875	0.93729025	0.98431945	0.9930741	0.9986819	0.97129756	0.93786514	0.949973	0.9509391	0.9589306	0.9854886	0.98153394	0.92757463	0.95324236	0.96469975	0.9529205	0.94128966	0.99353176	0.9477071	0.97136605	0.9724984	0.9678576	0.8655552	0.97646874	0.97873724	0.98618203	0.9695918	0.9759335	0.98511827	0.92017597	0.99083364	0.974936	0.99734694	0.9502351	0.99001676	0.9965008	0.97846836	0.94558394	0.97285295	0.96580917	0.9133421	0.9171947	0.98987484	0.94317186	0.98690414	0.98583573	0.92775303	0.96981514	0.91117704	0.9399302	0.91670287	0.949167	0.9523408	0.94547933	0.92515373	0.98685825	0.9615782	0.89502615	0.96517444	0.9887815	0.9608572	0.97777104	0.9730463	0.95406836	0.9792341	0.9631685	0.97753364	0.9793099	0.99458826	0.973258	0.933758	0.959528	0.9874136	0.9326262	0.9607859	0.93589735	0.9839125	0.97326183	0.88214743	0.93959	0.9052068	0.97296566	0.9871136	0.9561652	0.9339503	0.0	0.9342857	0.99784124	0.9886494	0.9919213	0.97435176	0.9708061	0.9726461	0.99698496	0.93136096	0.91760725	0.9954858	0.9101571	0.8801711	0.96319145	0.9740638	0.9827728	0.90438074	0.99148494	0.92001456	0.9614171	0.9822424	0.96194476	0.9929262	0.9838913	0.97955227	0.95228785	0.9475818	0.94140506	0.9932829	0.9899535	0.9951392	0.99583864	0.974403	0.9924458	0.97968507	0.967258	0.9717164	0.9575282	0.98754627	0.9935524	0.9694512	0.9787038
tarief/noun	0.9796123	0.9526518	0.93996155	0.9370874	0.8809194	0.9871542	0.94432855	0.91340137	0.88637805	0.8489622	0.9451995	0.96624196	0.9397991	0.897794	0.9228178	0.97473043	0.95118386	0.9730013	0.8580055	0.7407006	0.9974096	0.7619241	0.9082773	0.9726953	0.95919114	0.88318443	0.91873616	0.96798784	0.9533343	0.9490886	0.9690342	0.9518072	0.9707876	0.994079	0.9205962	0.9699868	0.9419956	0.92492133	0.86493224	0.98858535	0.610234	0.95941615	0.9467967	0.8931977	0.72803426	0.957987	0.9872147	0.8804457	0.8983139	0.8724104	0.87918705	0.67806065	0.8646538	0.92967117	0.9806362	0.83778274	0.8306536	0.93077844	0.8129765	0.9333058	0.94844395	0.98228747	0.92555195	0.97702575	0.9441849	0.9676724	0.98491454	0.92956245	0.99380934	0.9694552	0.98137903	0.96290797	0.9508082	0.9606048	0.9655638	0.6286385	0.9734325	0.9851904	0.9950765	0.90411925	0.96403056	0.8149019	0.85849357	0.913036	0.97198755	0.9347218	0.9558505	0.92342794	0.98321986	0.9178286	0.70647216	0.9874859	0.91408217	0.9212151	0.9320841	0.8961816	0.69458103	0.91674584	0.8621803	0.9495578	0.9752339	0.9266647	0.95028436	0.76837355	0.9520505	0.90079	0.95989245	0.89420724	0.91164595	0.9763592	0.95532787	0.910724	0.82815677	0.92363775	0.6259903	0.96036565	0.9505207	0.95113325	0.9401772	0.98614043	0.81358147	0.9787391	0.89625293	0.9200184	0.90038675	0.8372384	0.8934109	0.9327583	0.71224904	0.9629621	0.81716037	0.5982677	0.8438316	0.97162175	0.88640124	0.9717998	0.93992627	0.8221698	0.94034094	0.57290316	0.89812845	0.9545511	0.935734	0.9709363	0.8630738	0.9541975	0.956206	0.8722166	0.9903323	0.8998849	0.9131008	0.94271445	0.9002256	0.95369184	0.59229076	0.88579524	0.94255406	0.9072083	0.8337429	0.9342857	0.0	0.96135175	0.979592	0.95604455	0.943079	0.92724586	0.95597565	0.95341533	0.809083	0.7656212	0.9509675	0.81509405	0.80513155	0.95324	0.9913841	0.98650473	0.55038714	0.99062246	0.7942132	0.94436586	0.9339529	0.87720203	0.9622487	0.9950468	0.90139896	0.91103655	0.86551934	0.8426402	0.97311825	0.915248	0.93555546	0.9835908	0.9101467	0.9579853	0.96179247	0.8880349	0.96223044	0.86493087	0.94273907	0.98941284	0.9765622	0.953982
te/adv	0.9990025	0.9861064	0.918365	0.91717684	0.91309637	1.0	0.9513056	0.9555239	0.92301273	0.99754703	0.98840535	0.95849437	0.9413024	0.98202515	0.9676772	0.957346	0.9860495	0.92819005	0.91851956	0.9397298	0.99809325	0.98487943	0.9843797	0.9964504	0.9561458	0.9049361	0.97948974	0.9977025	0.87186027	0.90348744	0.93788946	0.98816603	0.9503039	0.95019007	0.8703962	0.9359084	0.98078835	0.8796524	0.9765498	0.9839627	0.94507694	0.8453177	0.9623137	0.9342519	0.93492925	0.97722834	1.0	0.9055135	0.9691411	0.9683059	0.9183783	0.94893247	0.9129	0.94738704	0.9675473	0.95109683	0.95559484	0.8951919	0.97156715	0.9840655	0.95376503	0.9957809	0.9448853	0.9835554	0.9588819	0.98290163	0.9972115	0.8503413	0.99695224	0.92828614	0.94420063	1.0	0.9210482	1.0	0.91273725	0.92006314	0.9870468	0.9961208	0.96991456	0.8836917	0.9978769	0.9843415	0.90055615	0.9906091	0.89849347	0.8850205	0.99503475	0.9891921	0.9714358	0.9936749	0.99167526	0.96965325	0.9618856	0.95325875	0.9578778	0.9922543	0.9581273	0.9671667	0.99451536	0.99319583	0.9606485	0.8674996	0.8833912	0.943833	0.9449185	0.9570129	0.9546283	0.9270338	0.93161225	0.9673526	0.9722729	0.9201211	0.9137304	0.962622	0.9529431	0.98975205	1.0	0.9997431	0.9208944	0.9652394	0.94402254	0.97590446	1.0	0.93602985	0.98614377	0.9756139	0.9966487	0.9793458	0.95064723	0.9538306	0.96246296	0.96078444	0.9336688	0.9572689	0.9565575	0.9631834	0.9759649	0.9499011	1.0	0.9749408	0.9958276	0.9726152	0.9761258	0.9696063	0.9733771	0.9336768	0.92359734	0.9905523	0.97940356	0.968105	0.9671486	0.9606986	1.0	1.0	0.9406481	0.9733403	0.96006894	0.98010296	0.98171085	0.99784124	0.96135175	0.0	0.9787884	0.9896446	0.9352994	0.9529055	0.9660372	0.90541947	0.9713438	0.99170434	0.9248287	0.9858543	0.9719188	0.9699817	0.97484696	0.9870382	0.95024085	1.0	0.9650222	0.99422264	0.9366452	0.96085155	0.9259276	0.98933166	0.97125715	0.9742831	0.990722	0.9166305	0.97447455	0.9499439	0.93600607	0.99385697	0.9372633	0.941019	0.9440357	0.90851223	0.9628531	0.9381467	0.8605708	0.9051565	0.9706963	0.89278185
teatraal/adj	0.945737	0.9904903	0.9485794	0.9695908	0.9580802	1.0	0.9670085	0.9831274	0.9547474	0.9934846	0.99503237	0.9809107	0.96213967	0.9864598	0.9708921	0.96253943	0.9735341	0.95137244	0.96125054	0.98175585	0.989043	0.9936445	0.9971877	0.9999307	0.9449177	0.96161985	0.9763849	0.99779403	0.9464178	0.9668196	0.9675782	0.98347163	0.96586955	0.91138697	0.95685256	0.9566721	0.98091966	0.97407085	0.95681304	0.9980949	0.99186265	0.9394074	0.98772365	0.9732389	0.98884463	0.99572015	1.0	0.985823	0.98216003	0.99264765	0.9734024	0.98633766	0.95967513	0.98999625	0.9708245	0.9965523	0.99129164	0.96735376	0.9684448	0.9639631	0.96431226	0.9873952	0.98746985	0.9599946	0.9591469	0.96936655	0.9746643	0.9577191	1.0	0.96345514	0.96097684	0.9975788	0.95365655	0.99816	0.93967044	0.9901337	0.9826886	0.97804636	0.9789151	0.9594558	0.9742533	0.9991299	0.9524883	0.99678916	0.9922555	0.9499591	0.998305	1.0	0.96142113	0.9995143	0.99189603	0.979697	0.9833079	0.98133194	0.9489017	0.9999595	0.98300266	0.9831867	1.0	0.97400993	0.9704251	0.961735	0.955926	0.9844109	0.970681	0.9901018	0.9816239	0.9847144	0.9516966	0.99297214	0.9645764	0.96489507	0.9773368	0.98268545	0.98021585	1.0	1.0	0.961378	0.98790723	0.95502836	0.98660004	0.98870385	0.998402	0.9709092	0.9868501	0.9827153	1.0	0.9781653	0.98630935	0.9563304	0.9902677	0.9947506	0.9815681	0.9530702	0.980975	0.97921	0.98932135	0.99057263	1.0	0.9895314	0.9998343	0.99918264	0.9473701	0.9801054	0.97977984	0.9543249	0.94243014	0.9907336	0.982691	0.9986645	0.968321	0.99089795	0.996936	1.0	0.99284226	0.9972754	0.9748954	0.98794806	1.0	0.9886494	0.979592	0.9787884	0.0	0.99884176	0.97518814	0.9894384	0.90550923	0.9619385	0.96465933	0.95760787	0.97675925	0.9919774	0.984634	0.99127764	0.97025967	0.96706307	0.9835511	0.9993794	0.98104477	0.99726695	0.95362145	0.98266655	0.97576565	0.92226595	0.9859023	0.98683715	0.9998822	0.94869757	0.93947124	0.9651525	0.9493994	0.9659746	0.98332965	0.94607645	0.97928596	0.9866684	0.93565506	0.98425347	0.8647826	0.99017316	0.9669177	0.98079306
teelt/noun	0.93593824	0.93572485	0.9763607	0.98079133	0.9773203	1.0	0.982965	0.970031	0.9607009	0.9858889	0.99137706	0.99491113	0.95273995	0.93133	0.937136	0.99700683	0.94016165	0.99585193	0.9354377	0.93459326	0.9763399	0.9486982	0.9859722	0.992877	1.0	0.93437946	0.98483276	0.99654824	0.9640703	0.97515744	0.9951977	0.9370484	0.9865653	0.99238473	0.98500675	0.9314102	0.9802036	0.96874285	0.9563428	0.9603702	0.95094246	0.9906659	0.9933119	0.9901641	0.92523813	0.90257907	0.9715204	0.97363275	0.97397375	0.948334	0.9748645	0.9422207	0.98091435	0.9196826	0.96996254	0.9614812	0.9556433	0.97406167	0.9916004	0.97225106	0.96154124	0.9424586	0.9753885	0.9962226	0.9784105	0.97638804	0.97244996	0.952554	1.0	0.9910716	0.9962433	0.9764736	0.94233626	1.0	0.9758497	0.9533188	0.9912714	0.9957105	0.98161846	0.9805852	0.9814863	0.9373739	0.9419226	0.9682514	1.0	0.9848095	0.98780566	0.98072076	0.9695644	0.9764165	0.9882431	0.96829456	0.950728	0.9713641	0.9955506	0.98970497	0.94895434	0.97069144	0.90511256	0.99588364	0.9708521	0.98347634	0.9834276	0.9292999	0.9710049	0.95903033	0.9510167	0.9739496	0.95513934	0.97753024	0.9873727	0.9682314	0.96146584	0.95172083	0.9846744	0.9871819	0.99873257	0.9828501	0.9874672	0.97795695	0.98467094	0.99301964	0.9842542	0.9722944	0.9149637	0.96215546	0.9891564	0.98444355	0.95274746	0.989885	0.8962463	0.96543443	0.9538946	0.9844362	0.96395713	0.95038307	0.97259	0.9668449	0.99627906	0.97764635	0.991892	0.9610454	0.98282355	0.9572857	0.9757593	0.9897552	0.9808828	0.98091304	0.95938593	0.9782531	0.94807345	0.96758395	0.9532428	0.97752655	0.9460147	0.9566134	0.9946363	0.9926248	0.9909356	0.9919213	0.95604455	0.9896446	0.99884176	0.0	0.9776775	0.96317923	0.9886653	0.99409735	0.9729815	0.94506055	0.9881526	0.9424457	0.9345024	0.9925592	0.9721605	0.98454535	0.96181035	0.9972012	0.94461685	0.9644741	0.9765314	0.9807417	0.99470663	0.9998662	0.98871785	0.95368075	0.97066915	0.9570823	0.9948129	0.9902817	0.9991862	0.99721104	0.97722423	0.9590369	0.99247766	0.96680504	0.93109345	0.9679432	0.98699284	0.9992629	0.9883364	0.98266774
tegelijk/adj	0.9594564	0.9423674	0.8968606	0.8677596	0.93230355	1.0	0.94112927	0.85372037	0.8952746	0.9738736	0.94538575	0.93748206	0.8855052	0.93614113	0.9319011	0.9209566	0.9651632	0.93987316	0.9073897	0.8936941	0.97414255	0.9316922	0.96705693	1.0	0.95866096	0.86197525	0.9619119	0.98086	0.9443609	0.9422497	0.95457935	0.94565475	0.88945436	0.93353105	0.8945777	0.8833543	0.9222383	0.93025947	0.95892686	0.96586	0.8923054	0.9085351	0.92491555	0.8980378	0.87829167	0.9930648	1.0	0.8962303	0.9547366	0.98222864	0.8940875	0.88984317	0.90875447	0.90513253	0.935494	0.9008509	0.92391104	0.940101	0.92312926	0.97452706	0.9543058	0.9874793	0.90368056	0.9940616	0.95093966	0.98282707	0.9509368	0.8964115	0.9447235	0.87938213	0.9503798	0.9962963	0.8832231	0.99635917	0.8956875	0.8949586	0.94540185	0.9896413	0.9987071	0.8555469	0.9839845	0.9654224	0.87133235	0.95570606	0.94410723	0.93257296	0.9817546	0.9829912	0.9657142	0.95987946	0.9659333	0.9864694	0.9241432	0.9319224	0.93993735	0.96818066	0.9091395	0.91815615	0.98741984	0.92789775	0.9396261	0.90815777	0.8741003	0.8854764	0.8944429	0.95946443	0.9028275	0.94219357	0.8783426	0.94431627	0.96458274	0.8693127	0.8778956	0.8942736	0.9223437	0.9859214	0.99210215	0.9522797	0.89839906	0.98424006	0.8770685	0.94948983	0.966504	0.9109754	0.90490884	0.92435616	0.98805165	0.9192676	0.9120724	0.9504762	0.93123484	0.90602976	0.90803593	0.93480045	0.8971394	0.96571696	0.8862819	0.91775113	0.9956418	0.9447411	0.9714181	0.92346567	0.9420462	0.93598855	0.9470659	0.9554454	0.86016196	0.97730565	0.97081465	0.9574086	0.89192563	0.9053712	1.0	0.99438494	0.8833274	0.94955355	0.9221438	0.98334795	0.97370005	0.97435176	0.943079	0.9352994	0.97518814	0.9776775	0.0	0.9621739	0.88552743	0.92344826	0.9337896	0.9587868	0.9230098	0.9401658	0.9713201	0.96822685	0.96308076	0.974624	0.9129306	1.0	0.9173341	0.9666939	0.8954021	0.9576688	0.95890373	0.9774391	0.94310856	0.91217214	0.9612839	0.90295136	0.9656765	0.9218679	0.9261782	0.95630246	0.9002628	0.8995009	0.89668316	0.88455003	0.92043865	0.9130059	0.8608735	0.975602	0.9295535	0.89796984
tel/noun	0.95550394	0.9444053	0.9533682	0.968058	0.97381973	0.9970629	0.9798727	0.9343884	0.9562828	0.97038245	0.96940696	0.9773643	0.92535985	0.91329575	0.9623294	0.9652606	0.9349322	0.955822	0.90064275	0.93489164	0.98857826	0.96841866	0.96303135	0.9797282	0.9828017	0.9578297	0.95933306	0.9490514	0.94455475	0.98394084	0.9836754	0.95972055	0.93193597	0.9937692	0.9608962	0.9665339	0.95803595	0.9349969	0.91197217	0.9716314	0.85831255	0.971575	0.9431505	0.96774995	0.9107606	0.9373693	0.9654102	0.98480785	0.966489	0.94265974	0.9724034	0.876789	0.967265	0.94919914	0.98056495	0.90171343	0.90347606	0.964408	0.95104986	0.9687155	0.9353019	0.9616821	0.9711287	0.9637159	0.93258905	0.9552901	0.9704346	0.9555117	0.9818524	0.940526	0.9819453	0.9564974	0.9746566	0.9939252	0.96205735	0.9350473	0.9606503	0.95711017	0.97362894	0.9670303	0.98142993	0.95160264	0.90017605	0.9512564	0.98020494	0.9171988	0.9637264	0.94250584	0.93666774	0.98145413	0.9433095	0.96215683	0.9425699	0.9124794	0.97730076	0.9474686	0.86316115	0.9500847	0.9712834	0.9922222	0.91190314	0.96214986	0.94035727	0.94491464	0.98038113	0.93807757	0.96836483	0.99249256	0.96409905	0.9624378	0.9760783	0.9669293	0.9452109	0.9403785	0.92813677	0.98833656	0.9751431	0.96445835	0.9667262	0.945447	0.97580427	0.9885452	0.9636361	0.9610022	0.8923615	0.9269947	0.9779197	0.9820819	0.9154497	0.9529095	0.9633825	0.87692285	0.9619658	0.9440991	0.9505712	0.9623931	0.9835692	0.9494586	0.9813694	0.9626941	0.964533	0.96602213	0.95673573	0.971469	0.9472319	0.9703335	0.95837885	0.95673656	0.9754092	0.94733083	0.9716043	0.96749145	0.9614459	0.9751498	0.8812955	0.9607153	0.95203567	0.98250943	0.9619743	0.9708061	0.92724586	0.9529055	0.9894384	0.96317923	0.9621739	0.0	0.9200905	0.9855741	0.8019506	0.8765399	0.9795854	0.93032944	0.90768284	0.97011584	0.96691567	0.9707468	0.92639244	0.9607104	0.9102888	0.96432364	0.94634694	0.9419525	0.9719864	0.96618587	0.96229994	0.9184483	0.92956215	0.93967116	0.97639805	0.9853918	0.94475275	0.9821411	0.96357894	0.9579041	0.97724247	0.98204035	0.9884921	0.9902627	0.980244	0.9762385	0.9242791	0.92832416
