	armband/noun	hoe/adj	koop/verb	intellectueel/adj	ons/noun	ultra_orthodox/adj	soms/adv	vergadering/noun	lach/verb	gezeik/verb	romantisch/adj	varken/noun	gevoel/noun	pop_ster/noun	ander/noun	Engelsman/noun	verrekt/adj	schoen/noun	word/verb	Waal/noun	waarschijnlijk/adj	computer_spel_DIM/noun	gewoon/adj	allemaal/adv	wantrouw/verb	overigens/adv	klus/noun	feite/adv	kater/noun	geit/noun	geweld/noun	zo/adv	type/noun	vijand/noun	evenzeer/adv	erg/adj	las/verb	natuurlijk/adj	hier/adv	heb_lief/verb	verlies/verb	systeem/noun	Albanees/noun	tegenstander/noun	voordracht/noun	verdwaal/verb	tennis/noun	islam/noun	schop/verb	zeg/verb	vrede/noun	politiek/noun	staat/noun	medium/noun	in/adv	liefde/noun	meute/noun	hartgrondig/adj	destijds/adv	vraag/verb	super_held/noun	bemin/verb	vrouw/noun	moslim/noun	hoe/noun	onderonsje/noun	genocide_wet/noun	onderwijs/noun	waarom/adv	hoezeer/adv	prietpraat/noun	duif_liefhebber/noun	toestand/noun	zwart/adj	regelrecht/adj	joods/adj	alles/noun	oud/adj	Anthuenis/noun	president/noun	eeuwig/adj	Amerikaan/noun	liberaal/adj	vraag_af/verb	stuk_DIM/noun	oorlog/noun	man/noun	realiteit/noun	vecht/verb	eigenlijk/adj	tuig/noun	vervloek/verb	Javaan/noun	grinnik/verb	baan_DIM/noun	niet/adv	middelmaat/noun	religieus/adj	wreed/adj	ander/adj	reden/noun	namaak/noun	fel/adj	verhuis/verb	pas/noun	opgesloten/adj	laconiek/adj	leer/verb	kunst/noun	Arabier/noun	zelfs/adv	etiket/noun	Kosovo_crisis/noun	oprichter/noun	pest/noun	diep/adj	heel/adj	tegenwoordig/adj	13-jarige/adj	zal/verb	Iraans/adj	ga/verb	nuchterheid/noun	ding/noun	woord/noun	moeder/noun	inmiddels/adv	criticus/noun	maandag/noun	begin/noun	volk/noun	tv/noun	journalist/noun	sprookje/noun	persoonlijk/adj	hartstochtelijk/adj	draadloos/adj	dirigent/noun	begin/verb	steun/verb	vader/noun	ras/noun	huis_werk/noun	platteland/noun	Syriër/noun	voetbal/noun	perfectie/noun	toch/adv	stad/noun	trend/noun	talentvol/adj	modern/adj	luister/adj	allebei/adv	film/noun	jodendom/noun	premier/noun	namelijk/adv	aartsvijand/noun	kerst/noun	on_versneden/adj	steeds/adv	prostituee/noun	soort/noun	vrijheid/noun	tevoren/adv	boek/noun	zeur/verb	Nederlander/noun	opzettelijk/adj	meest/adj	land/noun	ongelijkheid/noun	kind/noun	misschien/adv	strafschop/noun	Duitser/noun	Democraat/noun	regel_DIM/noun	dagelijks/adj	mens/noun	Tutsi/noun	nooit/adv	baas/noun	intens/adj	gelijkelijk/adv	winkel/verb	wereld/noun
romantisch/adj	0.872107	0.7965765	0.889961	0.6759515	0.8272407	0.91716444	0.5888297	0.9295353	0.8217277	0.9105349	0.0	0.87466973	0.7256	0.7535865	0.85930526	0.7847075	0.94994015	0.8430306	0.8847232	0.84524125	0.8722062	0.8211855	0.842605	0.7432	0.8130919	0.81799614	0.8987283	0.795933	0.838511	0.8529222	0.8615265	0.74001247	0.73432034	0.8532734	0.7097405	0.7367778	0.8073889	0.72207415	0.7910261	0.7721841	0.93581086	0.87325674	0.8997908	0.9103739	0.7414391	0.7574535	0.80399036	0.79387975	0.8566293	0.9304707	0.86995834	0.80728495	0.89128745	0.8309283	0.88228196	0.5787798	0.85990435	0.8814605	0.7971469	0.9276091	0.8185879	0.83209646	0.80986047	0.8889599	0.77109236	0.8223315	0.91568124	0.93077856	0.880709	0.76744443	0.8406143	0.92276585	0.8515005	0.7690687	0.772962	0.8013197	0.843577	0.74089265	0.91105986	0.9248636	0.6761706	0.88096565	0.8148919	0.9056953	0.72913784	0.8735757	0.8290227	0.697399	0.8717567	0.7849119	0.84957993	0.8639009	0.90683967	0.832828	0.8643223	0.89512444	0.7875395	0.6695211	0.68669134	0.8047024	0.90184504	0.8355671	0.8527288	0.910488	0.86202896	0.854208	0.76727307	0.8638504	0.66384816	0.8395189	0.73474395	0.77128386	0.89409816	0.86716866	0.8597156	0.77615964	0.7825241	0.7323873	0.9115023	0.9149452	0.82104456	0.9059021	0.7855773	0.7949244	0.77249837	0.8512734	0.8648996	0.7697609	0.95233923	0.8971067	0.8172226	0.82935625	0.8508156	0.50908476	0.7394818	0.684304	0.90556425	0.725289	0.85130894	0.920935	0.8448537	0.79071045	0.8952933	0.75387603	0.9458071	0.82511866	0.71951234	0.7808613	0.82861954	0.84506893	0.82347363	0.5912444	0.8380865	0.7643657	0.56785494	0.8139504	0.9289507	0.77536786	0.88054985	0.7837155	0.75117886	0.8077222	0.8409752	0.66669476	0.80705047	0.8663847	0.6958648	0.83714217	0.8683361	0.8512528	0.72018504	0.8979525	0.86948	0.8723112	0.71407926	0.9632513	0.86743736	0.88428265	0.87452984	0.87014455	0.8308285	0.9139472	0.8584741	0.8951883	0.5751636	0.9291846	0.81136215	0.7658688
varken/noun	0.89932406	0.83610725	0.8051026	0.88036644	0.8374289	0.8988525	0.79880893	0.9475141	0.88095886	0.9355491	0.87466973	0.0	0.892433	0.8683193	0.86566913	0.8291153	0.95705193	0.8499549	0.74633276	0.8771868	0.77642834	0.870548	0.79590154	0.8507012	0.8935108	0.8603524	0.8925175	0.8248888	0.8416743	0.44069606	0.871004	0.83565193	0.79318094	0.826156	0.8223209	0.8636302	0.87748927	0.85015094	0.7857189	0.8799242	0.94325984	0.8429846	0.8506963	0.8884063	0.8789152	0.86797154	0.88572717	0.85931146	0.83867174	0.9551688	0.9247655	0.9052966	0.8995751	0.895858	0.8216976	0.8575964	0.84684014	0.9501404	0.87071633	0.93650687	0.8825705	0.8980596	0.81299865	0.82582396	0.8439777	0.8998749	0.9300348	0.8970065	0.86256194	0.87416565	0.92587674	0.9303704	0.88243455	0.77522826	0.8857191	0.8660449	0.8676851	0.7991849	0.9158844	0.9385118	0.8457856	0.85447466	0.90960485	0.9468645	0.728376	0.8829026	0.80625665	0.89022845	0.8880285	0.86400324	0.7927612	0.8969457	0.8931257	0.8715017	0.8920813	0.8770908	0.92393506	0.8807424	0.78566605	0.8182802	0.92688155	0.85013044	0.8904877	0.9032345	0.9005108	0.8241006	0.92361	0.88459027	0.8772982	0.8255181	0.7788419	0.8091885	0.93639416	0.92061514	0.78166515	0.8961329	0.85950947	0.7691864	0.8932164	0.84020656	0.8715937	0.89900416	0.9150999	0.8633995	0.8790712	0.8201378	0.8130346	0.8751945	0.92986363	0.9436124	0.8706123	0.9004437	0.8876658	0.8422501	0.9131067	0.87593603	0.8883786	0.9176273	0.8968721	0.93079436	0.85159713	0.6803775	0.89452475	0.7977586	0.9072757	0.91920745	0.8930946	0.8779652	0.87285006	0.8902063	0.88714916	0.8490944	0.91429013	0.8176205	0.8951313	0.9061927	0.9397875	0.73945457	0.9012257	0.8337822	0.9042978	0.8335947	0.8296655	0.725626	0.9053521	0.8818969	0.88737214	0.860353	0.83434916	0.8053745	0.85309553	0.85803795	0.87552494	0.7710572	0.86643565	0.9501884	0.8629207	0.8994942	0.86776537	0.8016436	0.7051749	0.8675839	0.8799439	0.88511366	0.8464086	0.9220313	0.8538007	0.8672999
gevoel/noun	0.9148921	0.74765193	0.96811545	0.7339107	0.82489395	0.92929685	0.6534219	0.93240356	0.82796735	0.9146594	0.7256	0.892433	0.0	0.8766687	0.79551923	0.8251617	0.90447843	0.8954732	0.86431766	0.84421086	0.86975133	0.9102895	0.85063434	0.8071008	0.7853892	0.8116332	0.92154104	0.79935306	0.7723341	0.9040842	0.7839015	0.73856974	0.83035004	0.8071178	0.7579241	0.80026025	0.83607304	0.7104695	0.78927815	0.79053414	0.90256596	0.85137445	0.8556075	0.87291414	0.8603158	0.84958327	0.822331	0.7985375	0.87624496	0.90735793	0.8114757	0.77075833	0.8682316	0.810434	0.9138888	0.5810509	0.90220886	0.8525772	0.83626956	0.9278344	0.90922874	0.844895	0.85287315	0.80925596	0.7984949	0.89130294	0.92181516	0.88158065	0.863955	0.7786479	0.8742955	0.92718077	0.80764914	0.8798221	0.79508775	0.8267497	0.8286228	0.8821761	0.8351252	0.9267669	0.7750037	0.8485598	0.8467134	0.8461604	0.8301146	0.86805356	0.861094	0.74065745	0.85687774	0.7965678	0.8715651	0.88560694	0.92802066	0.85275507	0.90110624	0.8456918	0.8642725	0.73826146	0.7806295	0.8907093	0.8384199	0.91328824	0.85387164	0.96847516	0.9063233	0.8852546	0.8229889	0.8412221	0.81749904	0.7802734	0.77358216	0.85593235	0.90394944	0.93599993	0.85745484	0.69904315	0.85201144	0.8334405	0.92322654	0.86453205	0.8837639	0.9247607	0.7342942	0.74946743	0.7597774	0.8613102	0.9194348	0.82198966	0.970054	0.9535214	0.74741113	0.9024186	0.90377504	0.79990506	0.75732327	0.7571011	0.93174934	0.8732308	0.9291463	0.9157302	0.8705629	0.8093437	0.91485536	0.8452354	0.91339874	0.8611317	0.7845069	0.7084389	0.89317876	0.8230965	0.904967	0.83342737	0.86136603	0.8180951	0.8187648	0.8652918	0.92569387	0.8110942	0.9208286	0.8601099	0.78784525	0.7691177	0.87546825	0.7213083	0.73277855	0.9029997	0.8485288	0.8357517	0.8623363	0.8756796	0.8352442	0.8730337	0.8163721	0.8648051	0.73452926	0.93689376	0.83824277	0.8795082	0.8804071	0.89259255	0.76578736	0.8732928	0.8294027	0.9014362	0.6109747	0.91819143	0.86845964	0.78899044
pop_ster/noun	0.8703291	0.834578	0.8635721	0.8072909	0.8134227	0.8926005	0.7862251	0.9059152	0.8551208	0.8735949	0.7535865	0.8683193	0.8766687	0.0	0.8483166	0.8166993	0.9521409	0.83412915	0.8015743	0.83329225	0.87200403	0.82892776	0.851655	0.84427893	0.85537213	0.8103363	0.8996095	0.86338913	0.8568281	0.8684522	0.8572966	0.82083666	0.7894941	0.8233599	0.7792102	0.8417013	0.8195048	0.83788645	0.84427214	0.8634836	0.9137534	0.89263594	0.8713554	0.8586099	0.8514156	0.8638083	0.8337607	0.8366406	0.82333666	0.9001759	0.90446633	0.8209547	0.8637606	0.7532439	0.89487636	0.7800818	0.8478769	0.892595	0.74973	0.89657605	0.7877447	0.8520791	0.70053005	0.8471016	0.8089823	0.83503366	0.9018927	0.93945605	0.8560328	0.8065696	0.9054362	0.88572764	0.8857679	0.7977371	0.8452722	0.8293912	0.87437576	0.8282319	0.8935099	0.79601955	0.80018806	0.8121073	0.8552542	0.90537274	0.8618041	0.88801545	0.74874866	0.8500016	0.88589805	0.84973055	0.85789555	0.8773695	0.92694217	0.86241853	0.8573736	0.85027367	0.87132084	0.83724856	0.8226472	0.847808	0.90394795	0.8470387	0.8657509	0.91477937	0.88864696	0.86108464	0.8417301	0.8772371	0.8048974	0.8157089	0.7651335	0.8219807	0.8958112	0.7990425	0.8592818	0.88856804	0.8304919	0.72667783	0.7998147	0.84292805	0.7909917	0.8888921	0.8757392	0.8542714	0.86468244	0.76122	0.75778866	0.77916193	0.8700318	0.89850754	0.79618347	0.8067664	0.7126352	0.7994721	0.82227576	0.7479863	0.8890574	0.71455216	0.870755	0.88112	0.7620853	0.8227942	0.9010658	0.81499016	0.89788467	0.8565812	0.8286923	0.8490926	0.87153184	0.85048646	0.7631476	0.80138624	0.8550985	0.7696084	0.7419964	0.86231256	0.8001144	0.7825166	0.8519174	0.83167887	0.863461	0.8149862	0.76836413	0.8050877	0.8638772	0.8770061	0.7984471	0.84315884	0.7926065	0.87453485	0.790834	0.8732611	0.8854774	0.7963934	0.84413326	0.9633945	0.8422005	0.8213615	0.8855801	0.87231743	0.7803975	0.89188313	0.8128493	0.8283778	0.79632527	0.93531376	0.81904435	0.8288576
ander/noun	0.906487	0.70877403	0.92226106	0.8306666	0.77640486	0.9308002	0.75614536	0.8984345	0.8783455	0.92446876	0.85930526	0.86566913	0.79551923	0.8483166	0.0	0.83738446	0.9110939	0.867501	0.72517824	0.84116143	0.82464087	0.8872425	0.82421184	0.7009506	0.88772136	0.78124624	0.85777366	0.8069046	0.8711136	0.8567761	0.86155456	0.7856952	0.876126	0.8514043	0.81040096	0.859458	0.8718889	0.7702297	0.8389565	0.848624	0.9373323	0.8163854	0.8748646	0.847515	0.8684286	0.9011657	0.8551856	0.838194	0.8613985	0.94606096	0.881255	0.81206477	0.9028162	0.8297301	0.8980156	0.78075933	0.8940456	0.921777	0.8235884	0.932318	0.9123316	0.85182226	0.8392184	0.87898874	0.8045609	0.88625187	0.86924	0.8985821	0.794804	0.7857505	0.933982	0.9233969	0.83877206	0.9108153	0.8531183	0.8916091	0.6234082	0.8878881	0.81286824	0.9181045	0.8543212	0.84307325	0.89244807	0.90944105	0.8312996	0.8775473	0.84781843	0.7970004	0.9237236	0.811839	0.87873226	0.90795374	0.9343558	0.8654256	0.8822563	0.74953675	0.9077301	0.85769325	0.8637187	0.8146254	0.905999	0.89157754	0.88148487	0.9439916	0.87451375	0.9094127	0.8760588	0.7803687	0.8571174	0.8545148	0.80842096	0.8724934	0.8946638	0.9474585	0.88888377	0.8415336	0.86477625	0.8398227	0.8856671	0.7179706	0.8949756	0.8777286	0.8731574	0.6775634	0.8257946	0.8268157	0.8211809	0.85115063	0.93506795	0.92666817	0.8435682	0.8892057	0.8669122	0.85390115	0.80497974	0.8310075	0.8861078	0.87047553	0.91464853	0.9404268	0.83481896	0.86869824	0.8353987	0.8719899	0.90936255	0.88562775	0.83553123	0.74228966	0.917947	0.8487102	0.8925266	0.8876785	0.90408444	0.83516765	0.88799006	0.88349164	0.9007286	0.78659415	0.88903505	0.8722692	0.9175064	0.8385074	0.8514386	0.8364011	0.8428303	0.8543159	0.87020266	0.8723642	0.87226754	0.81678176	0.9033754	0.91396266	0.83560455	0.811122	0.77278805	0.9350262	0.8498417	0.85828817	0.8625274	0.8550982	0.7829748	0.9067817	0.77502155	0.85576427	0.81267166	0.91979957	0.8638759	0.8664914
Engelsman/noun	0.89302003	0.83798945	0.8982222	0.80212474	0.74141324	0.8729702	0.74527186	0.9273939	0.8201854	0.90797406	0.7847075	0.8291153	0.8251617	0.8166993	0.83738446	0.0	0.8748292	0.88081205	0.7864142	0.7128986	0.80399346	0.8813383	0.8025745	0.80720866	0.8356699	0.8024006	0.86583126	0.7904558	0.7995739	0.84487677	0.8008547	0.79078424	0.7984476	0.72444004	0.7732841	0.8076209	0.85987425	0.82734627	0.76596785	0.8546668	0.79079497	0.88288	0.7305746	0.7145268	0.88369733	0.8580141	0.77346206	0.80381703	0.7737081	0.91270554	0.871336	0.833679	0.86803025	0.82246053	0.8423861	0.80341834	0.7817973	0.8470323	0.7377956	0.9252953	0.8870711	0.87408614	0.7622192	0.737162	0.8274848	0.7964684	0.91388905	0.9248868	0.8032817	0.7813703	0.8795328	0.92627716	0.86909	0.8092361	0.8135654	0.76332366	0.8411603	0.8414144	0.8249346	0.852382	0.78965235	0.54035795	0.8344166	0.9034307	0.8545697	0.7980834	0.7286397	0.85878205	0.7394898	0.818944	0.8156668	0.82499444	0.846569	0.8499031	0.84134513	0.8283595	0.8707169	0.818297	0.75052845	0.8432029	0.8849678	0.8837659	0.82429767	0.8925185	0.85177416	0.85029656	0.8086047	0.8647822	0.8782518	0.67329395	0.7247387	0.8472991	0.88863724	0.8810536	0.8306272	0.8528577	0.8340328	0.77176285	0.8637407	0.8123918	0.7926107	0.87929237	0.84063035	0.8419721	0.81832147	0.79423255	0.7996337	0.788008	0.91808456	0.8722927	0.7249502	0.8674996	0.78684276	0.816361	0.8470795	0.79277074	0.91009414	0.82036006	0.85102004	0.8713948	0.76096153	0.8038937	0.884801	0.78714466	0.83804774	0.7837998	0.85731137	0.7747205	0.8323533	0.8921113	0.7941314	0.83183837	0.8923972	0.73492956	0.8512541	0.8916875	0.84957266	0.77055806	0.7977292	0.84167147	0.8701774	0.78543246	0.82088035	0.80717516	0.8617985	0.8448956	0.8867731	0.8000068	0.5190071	0.820386	0.797753	0.79161596	0.8803821	0.81384385	0.7953687	0.8144357	0.41723752	0.7906132	0.83825105	0.865276	0.73765755	0.8082969	0.81257355	0.81398046	0.7904606	0.9234859	0.82476664	0.8224411
verrekt/adj	0.93113476	0.85038424	0.9244004	0.9392948	0.90705353	0.97449327	0.8529967	0.9528105	0.89646566	0.9234033	0.94994015	0.95705193	0.90447843	0.9521409	0.9110939	0.8748292	0.0	0.925664	0.913248	0.9157842	0.8769872	0.9041232	0.86748165	0.8674453	0.926119	0.9123528	0.9143658	0.93233556	0.8977067	0.9464649	0.9485385	0.85853255	0.9114063	0.9357556	0.9201325	0.8714343	0.91454184	0.8773143	0.87938654	0.9213297	0.94254804	0.9365482	0.9262011	0.9185833	0.96114695	0.92414075	0.88835275	0.9404063	0.9261491	0.97395253	0.9269533	0.92806304	0.96234643	0.9387268	0.9345175	0.9376427	0.905225	0.9154953	0.90787	0.9386286	0.9158272	0.9383083	0.94263554	0.9387772	0.90260774	0.9247495	0.9577382	0.9544453	0.88408244	0.9130665	0.9456634	0.95159596	0.93415534	0.92860985	0.96187	0.95158345	0.8982172	0.9425028	0.91321695	0.9716647	0.9139254	0.90516096	0.9621808	0.95484525	0.89828515	0.941526	0.93571746	0.9229888	0.91946906	0.85657257	0.92428017	0.9311365	0.9272191	0.9013565	0.8951326	0.90343344	0.93262905	0.95621836	0.92187107	0.93129295	0.9325139	0.9326805	0.94338715	0.94933075	0.93671423	0.94776744	0.9535147	0.9057813	0.95165205	0.90162855	0.8978493	0.9289245	0.93989235	0.9750649	0.93642926	0.9264845	0.8843295	0.8941746	0.93462205	0.8895103	0.9530355	0.90462077	0.9400803	0.86326325	0.9110052	0.9472799	0.9299892	0.93017066	0.94753295	0.95806915	0.9350458	0.9420749	0.93955016	0.9256884	0.93203795	0.90826476	0.9426153	0.9605028	0.93261987	0.9674357	0.94846153	0.94895065	0.9195266	0.92840385	0.9293121	0.9072573	0.93182117	0.8422137	0.94530857	0.9467552	0.90406114	0.9536694	0.93121815	0.85641813	0.92874646	0.9696541	0.97562337	0.87342477	0.95447016	0.92157185	0.95249456	0.8355615	0.9373095	0.91407	0.93965197	0.91681707	0.93568975	0.9010151	0.86759573	0.9377597	0.918548	0.9399575	0.95384026	0.92617375	0.87131435	0.94380146	0.87268794	0.95208573	0.913329	0.914604	0.8704579	0.94320893	0.90430117	0.947618	0.9001442	0.9508881	0.9202556	0.9357973
schoen/noun	0.66243553	0.8899167	0.72179794	0.88610315	0.8214672	0.93859345	0.78220713	0.96988624	0.84902877	0.90493596	0.8430306	0.8499549	0.8954732	0.83412915	0.867501	0.88081205	0.925664	0.0	0.8628806	0.86001706	0.88889134	0.8378798	0.7381023	0.78312576	0.92916375	0.8953745	0.8886547	0.88124174	0.85215867	0.83709043	0.9461787	0.8370452	0.746692	0.92025834	0.8732891	0.8676061	0.8749809	0.8581473	0.8017531	0.91302836	0.93394184	0.8866408	0.92512405	0.8953022	0.9289596	0.85420656	0.88042593	0.928672	0.8177215	0.94908446	0.9503853	0.928644	0.9504957	0.93247277	0.90330505	0.89290315	0.8379173	0.9230805	0.8778479	0.9382263	0.89597523	0.9029191	0.82201636	0.9342932	0.84226036	0.9209453	0.93594813	0.9479353	0.8890359	0.8923328	0.9345469	0.93221706	0.9265892	0.6143367	0.8991074	0.91467726	0.78865254	0.79856247	0.9201242	0.9626226	0.84183866	0.91842645	0.93772596	0.96071404	0.7317139	0.95088506	0.7727753	0.91789407	0.90970254	0.8597583	0.78563327	0.891891	0.9352049	0.8569887	0.8517672	0.87623686	0.9142593	0.921487	0.9068484	0.8800459	0.95592946	0.81148785	0.8774015	0.916289	0.79794765	0.8772929	0.92163074	0.9235916	0.8690054	0.8825212	0.8059202	0.75602293	0.9665417	0.93549544	0.86141276	0.83800817	0.85103446	0.7547069	0.9051473	0.90967494	0.9175214	0.84603566	0.9015635	0.79691374	0.87141067	0.883388	0.8947278	0.91470265	0.9468267	0.96627253	0.9111784	0.8293999	0.917888	0.8573501	0.8985151	0.88935685	0.873469	0.9106963	0.9138492	0.9595247	0.9147604	0.88594526	0.87646836	0.90675163	0.94795686	0.9166541	0.89216685	0.8329519	0.89460576	0.88136905	0.892977	0.8094779	0.8963243	0.80849797	0.90159404	0.94538337	0.95175815	0.8089448	0.9164624	0.82050437	0.9226208	0.87140054	0.8910957	0.8076422	0.9387527	0.9105668	0.8498454	0.8399563	0.8968448	0.888019	0.8815352	0.94330376	0.9317414	0.87690765	0.8680893	0.92997956	0.8916123	0.91660017	0.8685516	0.884078	0.87226915	0.9429298	0.86882794	0.88790935	0.86823076	0.9392592	0.7858391	0.89648104
word/verb	0.87228346	0.7983067	0.86510676	0.83553	0.72179085	0.8775663	0.7930236	0.79609597	0.92250925	0.9269844	0.8847232	0.74633276	0.86431766	0.8015743	0.72517824	0.7864142	0.913248	0.8628806	0.0	0.8136624	0.70763135	0.8396281	0.82579863	0.86873776	0.8603581	0.73331404	0.7850332	0.74697924	0.83972543	0.7679641	0.74923515	0.77496195	0.8100225	0.7593142	0.7887404	0.86688346	0.87602514	0.87935936	0.8307174	0.8745612	0.9359297	0.6968454	0.7101205	0.79813063	0.808152	0.8858821	0.8685628	0.8185207	0.8366233	0.94059575	0.85580516	0.81162846	0.7732488	0.76310086	0.7610537	0.87159103	0.82894397	0.906746	0.695199	0.8911159	0.9234706	0.8987207	0.7557066	0.778001	0.81955427	0.8669958	0.7780078	0.8300282	0.8224907	0.83058	0.90596324	0.87298226	0.7722917	0.8673954	0.8370919	0.8067324	0.789836	0.8259943	0.81977165	0.8005285	0.85427856	0.7436806	0.84817183	0.9240573	0.81474066	0.8210935	0.71421313	0.8085824	0.8923664	0.8922106	0.76621205	0.8860468	0.9019905	0.8671918	0.8292872	0.7498425	0.9099235	0.8146799	0.77156204	0.79954857	0.85787344	0.84673476	0.819873	0.8596164	0.8254736	0.8323839	0.8551967	0.88488305	0.8430775	0.7593533	0.74338686	0.7981976	0.8551862	0.882025	0.8128762	0.9040613	0.7918571	0.7691373	0.7924752	0.54042447	0.76240003	0.86925626	0.87169933	0.8426572	0.8307487	0.80541056	0.66555077	0.77503085	0.72741103	0.847774	0.8291912	0.8562483	0.7763919	0.86674535	0.8082937	0.8530998	0.79777235	0.8520125	0.8524092	0.8814946	0.8050641	0.8150421	0.82519233	0.81087065	0.8347425	0.884668	0.8325453	0.8537137	0.77544904	0.82787985	0.8475595	0.8493918	0.89541906	0.81853354	0.84200776	0.8630385	0.8047569	0.6803286	0.8247497	0.8164681	0.886586	0.76955235	0.70637804	0.78882366	0.8393968	0.75815344	0.8406924	0.8696835	0.8200267	0.6780283	0.85710585	0.78242934	0.8110362	0.76615596	0.86032176	0.8826057	0.778741	0.78258646	0.80277836	0.7495795	0.7293853	0.788565	0.8008801	0.83717084	0.8542391	0.8855951	0.8282433	0.8668543
Waal/noun	0.904352	0.8345103	0.9036354	0.81966317	0.7782334	0.90133995	0.7660103	0.9146798	0.8667237	0.91753566	0.84524125	0.8771868	0.84421086	0.83329225	0.84116143	0.7128986	0.9157842	0.86001706	0.8136624	0.0	0.8463461	0.91203344	0.8191211	0.8312579	0.8433533	0.7818807	0.8686879	0.8121203	0.80323315	0.88571864	0.86112136	0.8037215	0.8470426	0.80444187	0.75399005	0.79878396	0.8801972	0.82378745	0.8009498	0.87356234	0.84866273	0.8436968	0.76186323	0.75302505	0.88659745	0.8755281	0.8302366	0.80730754	0.8500624	0.92101276	0.848457	0.81957006	0.8621874	0.8422257	0.8628385	0.8567253	0.84150374	0.86939764	0.80048215	0.9188043	0.9176473	0.8774679	0.8434377	0.7976184	0.83305734	0.8578898	0.8734314	0.85074925	0.82553196	0.8145789	0.91771126	0.9221237	0.90001655	0.82501954	0.8026238	0.852519	0.84335905	0.84838873	0.82741225	0.8852079	0.7990475	0.7414764	0.82763577	0.9061844	0.8327617	0.8732736	0.8323707	0.83598447	0.7976032	0.8374827	0.859324	0.88375944	0.91434205	0.8404808	0.85378	0.8039395	0.87251306	0.8430781	0.83353615	0.84895486	0.88755685	0.88200665	0.8002236	0.9083791	0.8450345	0.8715226	0.83479154	0.839906	0.8809815	0.7494552	0.74355984	0.846462	0.90391535	0.9156129	0.8540322	0.8433307	0.8561327	0.8004669	0.9079228	0.80552834	0.8600739	0.88830405	0.84924567	0.87127995	0.8502284	0.85597605	0.83680654	0.79964936	0.92495394	0.90810746	0.7888928	0.88502705	0.8537686	0.84472907	0.85876197	0.8312566	0.8895431	0.856582	0.86908627	0.8743911	0.86011374	0.8067382	0.8853156	0.8140774	0.87929463	0.85612243	0.8779589	0.76206625	0.82669973	0.88844556	0.82802284	0.8540892	0.90281326	0.7830418	0.8904256	0.8835607	0.8686751	0.78042895	0.8262179	0.86845356	0.86447626	0.7747364	0.8629466	0.8304348	0.8657882	0.84979254	0.9011704	0.8200727	0.71778417	0.86076105	0.8243508	0.8350387	0.8456594	0.86095643	0.79499483	0.8433968	0.6899299	0.76959103	0.89127064	0.8677372	0.80116105	0.8640102	0.8226852	0.847975	0.8292292	0.90497863	0.84300095	0.87029344
waarschijnlijk/adj	0.9009905	0.81692064	0.88378805	0.8522597	0.8247959	0.88299215	0.76176614	0.8408327	0.87728727	0.9165617	0.8722062	0.77642834	0.86975133	0.87200403	0.82464087	0.80399346	0.8769872	0.88889134	0.70763135	0.8463461	0.0	0.86506796	0.8271466	0.7918401	0.8502333	0.6889607	0.8489908	0.74405414	0.8367317	0.8290448	0.8066444	0.8127711	0.7944572	0.81717527	0.76437247	0.83176416	0.8358402	0.7824588	0.8269931	0.8902853	0.86987054	0.8297036	0.7959094	0.8368671	0.8722263	0.86565256	0.8774676	0.8622905	0.8407813	0.9023824	0.88311243	0.85438013	0.8312342	0.8776673	0.7900155	0.8592289	0.8726042	0.89675874	0.751665	0.8733028	0.89889777	0.89929634	0.8277629	0.8337079	0.8214441	0.89158136	0.8609636	0.92734444	0.8123015	0.81921875	0.93698436	0.9069942	0.82623255	0.8772342	0.7862235	0.81473315	0.8573685	0.84635437	0.84191406	0.8306185	0.8345668	0.77219474	0.8558147	0.9011768	0.86303705	0.8084472	0.80154955	0.8509811	0.86605227	0.7949438	0.79497653	0.8872668	0.9130814	0.874203	0.87150323	0.7703937	0.9196818	0.8568159	0.8043778	0.7775725	0.797802	0.8680198	0.84097457	0.8569119	0.82827395	0.85745937	0.86720127	0.91106665	0.9037799	0.79727906	0.734198	0.83956295	0.85099363	0.8827311	0.80219334	0.8441169	0.84000754	0.8320985	0.84910566	0.55048966	0.7959423	0.86382616	0.88709855	0.87155616	0.87543017	0.8268605	0.71888804	0.82586026	0.7857493	0.80247676	0.8674155	0.90505385	0.83810997	0.8723076	0.85118604	0.88322973	0.8797776	0.89783823	0.8515251	0.85208523	0.8210024	0.82124376	0.89008284	0.83951426	0.87358963	0.8986694	0.89424276	0.75570726	0.87019295	0.82613635	0.86931175	0.8954561	0.9175533	0.8077687	0.8931174	0.87162983	0.8321083	0.69500124	0.8648009	0.8432795	0.8937713	0.7949406	0.8124	0.799008	0.9062762	0.8448527	0.9003927	0.85585535	0.82922405	0.7212236	0.78984433	0.80612427	0.8436557	0.8329106	0.6749734	0.9066939	0.8161644	0.794868	0.88415706	0.86661696	0.7472713	0.84830993	0.79723775	0.86959445	0.8504677	0.92365664	0.8675336	0.8709502
