	armband/noun	hoe/adj	koop/verb	intellectueel/adj	ons/noun	ultra_orthodox/adj	soms/adv	vergadering/noun	lach/verb	gezeik/verb	romantisch/adj	varken/noun	gevoel/noun	pop_ster/noun	ander/noun	Engelsman/noun	verrekt/adj	schoen/noun	word/verb	Waal/noun	waarschijnlijk/adj	computer_spel_DIM/noun	gewoon/adj	allemaal/adv	wantrouw/verb	overigens/adv	klus/noun	feite/adv	kater/noun	geit/noun	geweld/noun	zo/adv	type/noun	vijand/noun	evenzeer/adv	erg/adj	las/verb	natuurlijk/adj	hier/adv	heb_lief/verb	verlies/verb	systeem/noun	Albanees/noun	tegenstander/noun	voordracht/noun	verdwaal/verb	tennis/noun	islam/noun	schop/verb	zeg/verb	vrede/noun	politiek/noun	staat/noun	medium/noun	in/adv	liefde/noun	meute/noun	hartgrondig/adj	destijds/adv	vraag/verb	super_held/noun	bemin/verb	vrouw/noun	moslim/noun	hoe/noun	onderonsje/noun	genocide_wet/noun	onderwijs/noun	waarom/adv	hoezeer/adv	prietpraat/noun	duif_liefhebber/noun	toestand/noun	zwart/adj	regelrecht/adj	joods/adj	alles/noun	oud/adj	Anthuenis/noun	president/noun	eeuwig/adj	Amerikaan/noun	liberaal/adj	vraag_af/verb	stuk_DIM/noun	oorlog/noun	man/noun	realiteit/noun	vecht/verb	eigenlijk/adj	tuig/noun	vervloek/verb	Javaan/noun	grinnik/verb	baan_DIM/noun	niet/adv	middelmaat/noun	religieus/adj	wreed/adj	ander/adj	reden/noun	namaak/noun	fel/adj	verhuis/verb	pas/noun	opgesloten/adj	laconiek/adj	leer/verb	kunst/noun	Arabier/noun	zelfs/adv	etiket/noun	Kosovo_crisis/noun	oprichter/noun	pest/noun	diep/adj	heel/adj	tegenwoordig/adj	13-jarige/adj	zal/verb	Iraans/adj	ga/verb	nuchterheid/noun	ding/noun	woord/noun	moeder/noun	inmiddels/adv	criticus/noun	maandag/noun	begin/noun	volk/noun	tv/noun	journalist/noun	sprookje/noun	persoonlijk/adj	hartstochtelijk/adj	draadloos/adj	dirigent/noun	begin/verb	steun/verb	vader/noun	ras/noun	huis_werk/noun	platteland/noun	Syriër/noun	voetbal/noun	perfectie/noun	toch/adv	stad/noun	trend/noun	talentvol/adj	modern/adj	luister/adj	allebei/adv	film/noun	jodendom/noun	premier/noun	namelijk/adv	aartsvijand/noun	kerst/noun	on_versneden/adj	steeds/adv	prostituee/noun	soort/noun	vrijheid/noun	tevoren/adv	boek/noun	zeur/verb	Nederlander/noun	opzettelijk/adj	meest/adj	land/noun	ongelijkheid/noun	kind/noun	misschien/adv	strafschop/noun	Duitser/noun	Democraat/noun	regel_DIM/noun	dagelijks/adj	mens/noun	Tutsi/noun	nooit/adv	baas/noun	intens/adj	gelijkelijk/adv	winkel/verb	wereld/noun
aartsvijand/noun	0.93034256	0.89233845	0.9470089	0.8518538	0.8367063	0.830616	0.86255956	0.91785365	0.90962994	0.93227756	0.88054985	0.9012257	0.9208286	0.8519174	0.88903505	0.7977292	0.95447016	0.9164624	0.8247497	0.8262179	0.8648009	0.9178246	0.90898883	0.9123058	0.80000997	0.8659612	0.9255184	0.8483812	0.86739933	0.8803271	0.823936	0.8979888	0.8925682	0.6728262	0.8416871	0.91279393	0.9270946	0.89732546	0.8998661	0.8881226	0.8804214	0.88102835	0.7630104	0.7525323	0.9160402	0.91238946	0.87809145	0.8131909	0.86228377	0.928285	0.82546425	0.8166285	0.79724604	0.8174721	0.90603614	0.8600831	0.87308425	0.8857632	0.7977904	0.93754685	0.8951812	0.9090532	0.8596676	0.77063847	0.8944759	0.85268325	0.87982064	0.9155096	0.90379417	0.83683115	0.9368986	0.9480946	0.8889049	0.87324333	0.8437514	0.82705617	0.9116018	0.86809474	0.8941357	0.7243238	0.80982995	0.7348511	0.7875781	0.9417959	0.91979486	0.7727978	0.8602165	0.8533696	0.7839006	0.9232205	0.8601945	0.868873	0.88594	0.90857637	0.90095687	0.9076935	0.8913293	0.8132822	0.7868986	0.85080534	0.91114223	0.9036906	0.7930754	0.90715975	0.9042806	0.87523735	0.87760484	0.91085744	0.8852122	0.7765825	0.8086037	0.8875936	0.85208833	0.8634144	0.8602321	0.91107076	0.905048	0.85593045	0.91741973	0.8191686	0.7676114	0.92220175	0.8989928	0.9207234	0.912109	0.8854365	0.81134087	0.81095004	0.9007516	0.89731014	0.79790175	0.89810383	0.81969136	0.8702682	0.85417897	0.8321582	0.92964673	0.8674045	0.89440393	0.7789998	0.8417802	0.85693944	0.9332668	0.85145557	0.8677579	0.88963073	0.89900756	0.89482224	0.8547188	0.92010236	0.8722807	0.8836167	0.89831316	0.8293302	0.90989727	0.85219014	0.76491725	0.86900043	0.0	0.8801037	0.8938798	0.8535893	0.85379124	0.8685977	0.8609053	0.872318	0.93216383	0.8902202	0.8613327	0.86216325	0.85253525	0.7813164	0.88871175	0.9097834	0.9154794	0.92774755	0.77650785	0.76712257	0.9386482	0.9096458	0.87531906	0.8146664	0.8819019	0.84742683	0.84251887	0.90497595	0.9100187	0.84093153
kerst/noun	0.85210055	0.8667157	0.80215764	0.8750646	0.8216026	0.9039025	0.798755	0.8773155	0.8503695	0.90630245	0.7837155	0.8337822	0.8601099	0.83167887	0.8722692	0.84167147	0.92157185	0.82050437	0.8164681	0.86845356	0.8432795	0.86629045	0.76878905	0.8048879	0.8788087	0.8337735	0.8698826	0.85958815	0.82925105	0.8410736	0.8868653	0.80241877	0.82626426	0.87935764	0.8422224	0.82133013	0.840436	0.829126	0.75178194	0.8907118	0.9248349	0.9029114	0.8948309	0.9128679	0.8700174	0.8459829	0.85118896	0.88808495	0.8707428	0.93135	0.8736254	0.9210353	0.91632897	0.88961977	0.8663054	0.8380481	0.8297346	0.9183605	0.8296789	0.8963264	0.8702803	0.89956856	0.84831095	0.84800065	0.8528962	0.8535156	0.9511471	0.9305231	0.87910247	0.8756105	0.91539365	0.9157341	0.89682764	0.82216144	0.8451419	0.84426254	0.8310921	0.8046213	0.894207	0.9139917	0.8256277	0.8706071	0.89290506	0.9232182	0.8052075	0.8549013	0.8540068	0.8786552	0.89565337	0.83553827	0.8825598	0.8789724	0.90414137	0.87826043	0.81613517	0.86876225	0.90548694	0.84767485	0.8388653	0.8825712	0.91333145	0.9065183	0.8773582	0.85964185	0.8746895	0.8485751	0.87301433	0.8834228	0.87759566	0.8599349	0.77389383	0.83479565	0.91087174	0.90612423	0.8779925	0.8859101	0.7886236	0.7701242	0.89382184	0.8276667	0.8662964	0.84692925	0.8912656	0.8525474	0.8638206	0.8087259	0.8311416	0.8797376	0.8202665	0.84964716	0.85717773	0.84571385	0.88205016	0.81537694	0.87590575	0.86029065	0.8872577	0.8572647	0.8416451	0.9039152	0.8381236	0.8681656	0.8685466	0.82429165	0.904991	0.87901384	0.88568723	0.8071142	0.8411964	0.8629084	0.89837205	0.8210356	0.8696489	0.77845603	0.83179593	0.88544315	0.90807295	0.79796314	0.8801037	0.0	0.89080614	0.8357955	0.87178147	0.82127345	0.8782264	0.8275289	0.8407544	0.8364656	0.8323106	0.898273	0.83738494	0.89511824	0.91038686	0.8280975	0.8171725	0.94893587	0.8677959	0.886294	0.87934494	0.8327322	0.8312041	0.92439216	0.8418658	0.88083607	0.7951677	0.9218533	0.74286056	0.85689837
on_versneden/adj	0.9276521	0.8830473	0.9083816	0.7912102	0.86518395	0.88900316	0.7783232	0.94499683	0.9146051	0.93290234	0.75117886	0.9042978	0.78784525	0.863461	0.9175064	0.8701774	0.95249456	0.9226208	0.886586	0.86447626	0.8937713	0.8865534	0.8915229	0.87549484	0.8113565	0.8475917	0.9336856	0.8301748	0.89394057	0.90697706	0.80178165	0.8835641	0.8710587	0.83917534	0.80346906	0.8800814	0.8565657	0.83887994	0.85800546	0.8491135	0.921107	0.90874124	0.8831067	0.87746596	0.85526234	0.9084866	0.8508223	0.7851581	0.8973295	0.9593829	0.8775828	0.8121258	0.8935366	0.84570694	0.8854555	0.7419796	0.9060955	0.8554504	0.8323246	0.93340707	0.89692277	0.86910415	0.9135194	0.81963044	0.8718936	0.89345133	0.906882	0.91201925	0.88389844	0.81939775	0.876611	0.9483267	0.90536594	0.85863215	0.7808296	0.8579353	0.8650979	0.8696147	0.89659625	0.8891327	0.8164921	0.8635397	0.79331064	0.92050624	0.8600333	0.86268795	0.92198384	0.8177532	0.8793131	0.8792088	0.8738035	0.86701953	0.9129131	0.8907837	0.91926444	0.91406274	0.8563328	0.75205004	0.83805054	0.88592476	0.9156672	0.8749709	0.863641	0.9434879	0.9210983	0.90693206	0.8778638	0.9045204	0.8257175	0.85336024	0.8005309	0.8435286	0.8710475	0.9086243	0.88561255	0.8432939	0.90782017	0.83517253	0.9342858	0.9026407	0.85984975	0.92926204	0.81860983	0.89702916	0.83300877	0.9205675	0.89536977	0.812538	0.94534814	0.93609875	0.8550222	0.86092013	0.87004626	0.81173897	0.81810784	0.7870539	0.91457146	0.8620349	0.91893893	0.8721768	0.907793	0.8151076	0.89571816	0.8753753	0.9179553	0.8686371	0.83235234	0.87259436	0.9255725	0.8930875	0.900234	0.820411	0.8821447	0.8679125	0.80316144	0.8479776	0.8849764	0.83969814	0.8938798	0.89080614	0.0	0.8291948	0.8983996	0.78331745	0.8467593	0.8834325	0.8464727	0.8789989	0.901883	0.88920337	0.8399032	0.8989062	0.88381445	0.9338784	0.8424758	0.9625784	0.8830473	0.85494334	0.8730302	0.8618351	0.894284	0.92276704	0.8713891	0.941769	0.7496648	0.9035307	0.8962761	0.8668895
steeds/adv	0.8855005	0.6756848	0.8792055	0.7248602	0.77401304	0.8614598	0.60795164	0.89890563	0.86167204	0.8889866	0.8077222	0.8335947	0.7691177	0.8149862	0.8385074	0.78543246	0.8355615	0.87140054	0.76955235	0.7747364	0.7949406	0.8051562	0.7657738	0.77443945	0.7660414	0.6810695	0.85206205	0.7685183	0.83249235	0.84946936	0.75525343	0.6383034	0.76706004	0.79174733	0.6870818	0.6400212	0.83122194	0.764906	0.7354014	0.8478432	0.87193745	0.78255635	0.8020009	0.79861236	0.86190075	0.82756186	0.7792505	0.7595058	0.8579811	0.9062153	0.84850824	0.70628804	0.84177315	0.7113615	0.8367119	0.79434144	0.7953469	0.85726005	0.7704981	0.8750268	0.8948673	0.8420818	0.7853308	0.779048	0.7732215	0.8731609	0.86769694	0.80554444	0.75520784	0.71978223	0.89005	0.9146778	0.7969167	0.8325908	0.804397	0.81730527	0.80507857	0.8094622	0.81267405	0.883782	0.7389536	0.76020724	0.78721774	0.85039294	0.8502139	0.81500185	0.80586153	0.7423457	0.8276746	0.7970197	0.81958085	0.87595946	0.87244016	0.8571351	0.80454844	0.7515122	0.87094283	0.7479266	0.79684174	0.76941895	0.8494499	0.84990734	0.7740798	0.9150768	0.8426343	0.8544449	0.84201473	0.8319788	0.7814908	0.76694906	0.6873375	0.80192727	0.82452285	0.87459934	0.8395537	0.79372835	0.74728805	0.62141806	0.8903449	0.75066054	0.8114194	0.8183993	0.8476299	0.78498465	0.8148509	0.8325865	0.7207123	0.76981866	0.9161622	0.88547814	0.8185085	0.84246266	0.80805844	0.8300594	0.79701495	0.77738386	0.80489373	0.84142387	0.8356327	0.84870183	0.84471875	0.7729753	0.86554563	0.7255242	0.8723143	0.832732	0.7775348	0.6893066	0.8167057	0.70904785	0.80751574	0.75060797	0.84801066	0.74940753	0.84250045	0.8480339	0.88533026	0.65469116	0.8535893	0.8357955	0.8291948	0.0	0.77617574	0.74105823	0.80080926	0.7883568	0.86694473	0.7995978	0.7432828	0.8290553	0.6663854	0.76814365	0.7400688	0.80335516	0.7460313	0.94796824	0.79231524	0.76218534	0.82308346	0.75280374	0.6854195	0.8598035	0.7476349	0.8362224	0.7455521	0.8589643	0.7887213	0.74564457
prostituee/noun	0.8856912	0.8599957	0.85414445	0.8378066	0.8083096	0.8877237	0.7977266	0.92847383	0.9151087	0.9392419	0.8409752	0.8296655	0.87546825	0.76836413	0.8514386	0.82088035	0.9373095	0.8910957	0.70637804	0.8629466	0.8124	0.83403766	0.8360995	0.86420476	0.8382763	0.82921284	0.9050697	0.8303592	0.8492768	0.84781784	0.7491052	0.8723731	0.8045813	0.8193477	0.7828857	0.88905734	0.8807417	0.8860828	0.81498504	0.87503284	0.9211051	0.84673417	0.7224982	0.86865705	0.8996253	0.8746959	0.8943484	0.84813243	0.80576944	0.92334974	0.91182053	0.85081315	0.81915873	0.8069129	0.8277822	0.83264756	0.84331506	0.89984745	0.74238944	0.8747758	0.9005975	0.89125884	0.5590842	0.7788213	0.8272809	0.8501426	0.8922385	0.8735042	0.8548009	0.838009	0.931175	0.90828145	0.838865	0.79901195	0.8321567	0.7740417	0.8962633	0.8356864	0.9139994	0.81768566	0.85227454	0.806975	0.8871758	0.90639347	0.88877153	0.8673705	0.6382326	0.85236573	0.8534374	0.90281945	0.8205028	0.87738407	0.90258217	0.8871943	0.82175857	0.8659023	0.909512	0.82348573	0.79516506	0.82312953	0.8792881	0.85946184	0.87787217	0.8605446	0.87702554	0.75130427	0.8820586	0.884403	0.8785995	0.79397666	0.7989687	0.8575853	0.8897134	0.88089204	0.82918113	0.90639764	0.8714403	0.7659725	0.7481291	0.8137794	0.786805	0.8877715	0.91347176	0.8889198	0.88584834	0.68294966	0.7545921	0.84207326	0.8830812	0.941625	0.8217636	0.85535115	0.7066837	0.85444784	0.8333813	0.82305884	0.8991672	0.8548157	0.91929233	0.872967	0.71731794	0.8090228	0.90838915	0.7741567	0.8737737	0.9063736	0.8962028	0.88277483	0.80661494	0.8914296	0.83470297	0.88030136	0.86134994	0.7879156	0.8734398	0.8910762	0.8455608	0.7667332	0.85379124	0.87178147	0.8983996	0.77617574	0.0	0.8166023	0.8662092	0.86275876	0.90275306	0.865759	0.7933668	0.7670716	0.8107281	0.7835988	0.8603539	0.68780535	0.87801147	0.9404974	0.82097024	0.86059475	0.8735927	0.79620355	0.69600517	0.8269763	0.8604456	0.84007996	0.8327153	0.918866	0.8150997	0.8822268
soort/noun	0.84028745	0.7439	0.7600309	0.665144	0.8097071	0.9030802	0.6407473	0.90984553	0.8519964	0.9102757	0.66669476	0.725626	0.7213083	0.8050877	0.8364011	0.80717516	0.91407	0.8076422	0.78882366	0.8304348	0.799008	0.77744573	0.73170304	0.7632941	0.81527483	0.7710004	0.8854011	0.68020207	0.8462557	0.7560149	0.77472204	0.7728247	0.57061434	0.76597524	0.6855791	0.80346906	0.7790649	0.68744326	0.77332276	0.8128503	0.9247856	0.7359396	0.8497458	0.8689984	0.7740648	0.79488087	0.7955611	0.72966254	0.8466799	0.92703044	0.84691846	0.761714	0.8387688	0.7589755	0.8051654	0.67352307	0.8697753	0.89088047	0.78580546	0.9020561	0.83623636	0.8654898	0.84588844	0.8157395	0.72356915	0.8334873	0.8825856	0.8583657	0.8229897	0.75776845	0.8355404	0.91344184	0.83038735	0.7418411	0.725736	0.7967912	0.8261288	0.75130653	0.8836206	0.92787	0.7378988	0.8528916	0.8281393	0.88239163	0.6671671	0.8366598	0.8624617	0.7319567	0.8685126	0.7375154	0.765965	0.85431916	0.9066167	0.83884203	0.84487665	0.8571978	0.8257291	0.67091	0.7047937	0.70390993	0.8768048	0.76584834	0.85419124	0.92266405	0.8702584	0.841036	0.7926891	0.7653316	0.66523445	0.7902981	0.70710814	0.6994331	0.871439	0.88196445	0.77391076	0.8110735	0.78398377	0.6355655	0.8960006	0.8251013	0.8160328	0.8806484	0.77813613	0.7445402	0.78003407	0.88062257	0.82221144	0.7782159	0.9519813	0.9075415	0.7762807	0.80447006	0.84089375	0.6982393	0.7224051	0.76509047	0.7763224	0.8475342	0.8644992	0.87053037	0.87464225	0.61266613	0.87066317	0.7919191	0.9010122	0.85051	0.7636476	0.8208079	0.8509495	0.8020661	0.85636103	0.6149379	0.83501375	0.7992659	0.75093883	0.80318224	0.9319129	0.6191837	0.8685977	0.82127345	0.78331745	0.74105823	0.8166023	0.0	0.76885325	0.83073336	0.76220965	0.8128024	0.8433887	0.7892961	0.7191363	0.8419805	0.78411317	0.8346126	0.7610337	0.9532695	0.8735379	0.8537103	0.8157448	0.7528566	0.7201054	0.8629513	0.83095884	0.8862496	0.6886085	0.88572794	0.7989453	0.7259687
vrijheid/noun	0.9228753	0.8462577	0.94006616	0.62423027	0.81094235	0.8493954	0.8305594	0.9074103	0.9484946	0.8966669	0.80705047	0.9053521	0.73277855	0.8638772	0.8428303	0.8617985	0.93965197	0.9387527	0.8393968	0.8657882	0.9062762	0.8988671	0.87897825	0.89861155	0.772367	0.831985	0.9302449	0.7436937	0.90704566	0.9084647	0.7674592	0.86973757	0.86481583	0.7491376	0.7074348	0.9022606	0.8968707	0.7984247	0.8621026	0.7786925	0.9093156	0.7761027	0.7994596	0.8581623	0.8698176	0.88417876	0.8826958	0.61393505	0.8830475	0.9393203	0.6162262	0.71873796	0.6943387	0.80678236	0.8705561	0.7063165	0.90714985	0.87048334	0.8372823	0.88684714	0.9037374	0.8404468	0.86785144	0.7279924	0.81298035	0.8982072	0.8332656	0.7478616	0.8738297	0.78282046	0.893308	0.9480062	0.87359333	0.9066007	0.8246936	0.75502986	0.84066314	0.87821	0.88613015	0.8716911	0.7506777	0.81740856	0.6975391	0.88775325	0.8839293	0.79680204	0.91225386	0.7913775	0.7909263	0.87100786	0.8981639	0.89153564	0.89018846	0.9183046	0.8815282	0.83572185	0.8755889	0.62769	0.7916668	0.82554555	0.86873776	0.9000226	0.86051726	0.9571511	0.92280746	0.8663535	0.8909892	0.83004475	0.7465073	0.7679534	0.8269615	0.86336905	0.88697	0.8846305	0.86732507	0.84167176	0.883787	0.78907883	0.92708266	0.8089309	0.8011696	0.92878866	0.8407135	0.8516029	0.8471069	0.9171633	0.8971063	0.80958503	0.9509045	0.9320485	0.69499123	0.9409379	0.84403425	0.84524095	0.7095008	0.7773403	0.9116968	0.8979766	0.91949815	0.80757	0.8848581	0.74917763	0.8909062	0.8237332	0.8781342	0.88573927	0.76906586	0.8608359	0.8801905	0.8858779	0.89558816	0.7569915	0.9071014	0.84364253	0.8973124	0.77483	0.89800847	0.77397144	0.8609053	0.8782264	0.8467593	0.80080926	0.8662092	0.76885325	0.0	0.8694453	0.8907274	0.8732072	0.8951723	0.8547504	0.8419526	0.785047	0.72835547	0.85628366	0.86667114	0.93703973	0.8686692	0.84676707	0.83901864	0.89515656	0.7850888	0.8783039	0.8495911	0.8967531	0.7720444	0.86233234	0.8562689	0.75721276
tevoren/adv	0.8992407	0.78871715	0.8868015	0.84358644	0.80905455	0.90076935	0.81973255	0.81760937	0.904146	0.9108939	0.8663847	0.8818969	0.9029997	0.8770061	0.8543159	0.8448956	0.91681707	0.9105668	0.75815344	0.84979254	0.8448527	0.8646482	0.8489149	0.83421206	0.82616544	0.75869083	0.8820511	0.8510175	0.8738721	0.8897965	0.84741735	0.82289094	0.8832255	0.8847787	0.8198684	0.871292	0.8479855	0.86804974	0.8450726	0.9001995	0.9106973	0.8555472	0.84883213	0.8246742	0.84043187	0.8824568	0.8541466	0.85414493	0.87820184	0.88643074	0.87597823	0.8393518	0.8789035	0.81004316	0.8674645	0.8679954	0.8687757	0.9014962	0.76879257	0.8167033	0.91635007	0.91149807	0.8851419	0.84872025	0.8246888	0.8769914	0.89768714	0.8781023	0.83385295	0.8243178	0.9066282	0.9163569	0.8557595	0.8680697	0.8607797	0.891634	0.8074647	0.9007054	0.8697183	0.84017104	0.862988	0.8487699	0.8580563	0.8883245	0.87153876	0.8713503	0.88868487	0.8610975	0.88989115	0.8772112	0.87485784	0.89661014	0.9257474	0.8876464	0.86703426	0.8434622	0.889923	0.857306	0.8652899	0.8511623	0.89319783	0.88451016	0.83999014	0.92876846	0.8598763	0.897789	0.8612564	0.87442684	0.8561449	0.876169	0.7990415	0.82678527	0.83460534	0.8902459	0.88105637	0.9168322	0.8189336	0.8047943	0.8948766	0.78441226	0.8412078	0.87548286	0.90454006	0.85054237	0.85626423	0.8948427	0.7820997	0.8329193	0.8219254	0.8771137	0.87644553	0.8429908	0.83073026	0.8682808	0.8423946	0.8635947	0.86415285	0.86931	0.8606045	0.8460885	0.90064716	0.86398494	0.82846904	0.8670796	0.90764564	0.88030046	0.8734026	0.83866173	0.8734801	0.8635701	0.87446606	0.8621488	0.8844478	0.8410008	0.84088075	0.8962502	0.8372893	0.74132097	0.872318	0.8275289	0.8834325	0.7883568	0.86275876	0.83073336	0.8694453	0.0	0.83718103	0.85078573	0.85813355	0.8463574	0.81926715	0.85675174	0.85630965	0.8958427	0.8606895	0.895634	0.86740994	0.8465697	0.83991766	0.8087571	0.8254343	0.8973444	0.8250748	0.86049795	0.82530147	0.876911	0.8506511	0.8782131
boek/noun	0.8674446	0.7941006	0.85500664	0.7603326	0.8734784	0.9453439	0.7393284	0.92520994	0.9056342	0.91409934	0.6958648	0.88737214	0.8485288	0.7984471	0.87020266	0.8867731	0.93568975	0.8498454	0.8406924	0.9011704	0.9003927	0.7605392	0.86251956	0.80496025	0.87728655	0.7884424	0.89769185	0.8255297	0.88191885	0.9077317	0.9137341	0.7941892	0.8369749	0.88882697	0.7760112	0.83522725	0.7358513	0.8444889	0.86654365	0.8617164	0.951915	0.89020884	0.93198586	0.9367815	0.75881076	0.85472405	0.8670505	0.82933164	0.9132649	0.9492435	0.92145467	0.8640027	0.9365294	0.7762384	0.87112796	0.7525206	0.91708285	0.94559455	0.7952809	0.93433374	0.8445755	0.8811227	0.9019452	0.9206944	0.7734981	0.87805164	0.913863	0.90595853	0.8653282	0.7952057	0.87232906	0.96043783	0.8798817	0.8619814	0.82384413	0.8407161	0.8426192	0.82257766	0.91738594	0.9463784	0.8397443	0.9220982	0.89220685	0.8849598	0.7434137	0.89844435	0.91577375	0.7783303	0.9425511	0.8204033	0.8843806	0.9049774	0.9509435	0.8744006	0.88944215	0.9037187	0.87352693	0.7861537	0.80813473	0.8717855	0.94499254	0.8711202	0.9147214	0.953387	0.84414685	0.9253671	0.80488837	0.8596953	0.6918003	0.8972151	0.8079555	0.767612	0.904902	0.8536973	0.8939992	0.89135265	0.8223015	0.7851156	0.91947615	0.9111644	0.86684	0.92801756	0.85625565	0.8056077	0.74128497	0.89718366	0.80506974	0.7396455	0.899162	0.90168536	0.8963854	0.814095	0.79645073	0.6104455	0.779245	0.80696774	0.8974142	0.8220921	0.8894859	0.9379892	0.8887147	0.83669853	0.846813	0.88570106	0.9453699	0.88530236	0.83922255	0.87309164	0.89467484	0.8653696	0.88594866	0.73765576	0.8743151	0.8502332	0.5426291	0.8065303	0.9416295	0.80159783	0.93216383	0.8407544	0.8464727	0.86694473	0.90275306	0.76220965	0.8907274	0.83718103	0.0	0.9052839	0.8990729	0.89186203	0.7614332	0.9271911	0.9042189	0.88517785	0.8250642	0.9670565	0.9187725	0.89547104	0.86679196	0.8266401	0.8820737	0.9432196	0.86618644	0.91816276	0.7683649	0.93336886	0.86352557	0.8186517
zeur/verb	0.91371447	0.8217803	0.8597356	0.83341426	0.7939426	0.9206531	0.69833183	0.9007311	0.7511858	0.7665035	0.83714217	0.860353	0.8357517	0.84315884	0.8723642	0.8000068	0.9010151	0.8399563	0.8696835	0.8200727	0.85585535	0.88052046	0.6928014	0.77989256	0.83889675	0.8533045	0.8705945	0.84098125	0.8083126	0.85386795	0.84624565	0.75905275	0.8342699	0.86930346	0.80319947	0.8313458	0.83931077	0.74782324	0.7554263	0.87425625	0.9200731	0.90582013	0.8658079	0.8591263	0.89947903	0.86172116	0.84352386	0.89126694	0.7788195	0.8680614	0.88572323	0.8674617	0.91595304	0.85933304	0.8664479	0.8423881	0.8362098	0.8756502	0.8287682	0.81841415	0.91671824	0.88880897	0.8391204	0.8906204	0.8318194	0.88809717	0.92944556	0.89748114	0.7816389	0.8544048	0.9044042	0.9565328	0.8819575	0.85916775	0.8530631	0.87797236	0.83722144	0.85161656	0.87174135	0.9166507	0.8146648	0.84787077	0.87730646	0.84336257	0.81714725	0.87287194	0.84822583	0.86176556	0.7968904	0.7566942	0.8706412	0.84851784	0.9336961	0.83353126	0.82795095	0.7888958	0.8865265	0.8804017	0.8324436	0.8405651	0.86757183	0.91034985	0.8668491	0.91077006	0.878739	0.8679124	0.8578159	0.8212841	0.90112674	0.83608073	0.76539123	0.83111227	0.92815423	0.9161433	0.8518069	0.87635654	0.8472751	0.7458217	0.88907874	0.815982	0.89599884	0.8061003	0.88591886	0.8113114	0.8503995	0.82187855	0.8652197	0.8122232	0.92829907	0.93860704	0.8649249	0.83615565	0.84194016	0.8583334	0.88694626	0.8481698	0.9106988	0.8997245	0.8426132	0.896369	0.84457123	0.8487743	0.8268585	0.8554325	0.9230103	0.86324465	0.85491776	0.7356067	0.89671266	0.886337	0.85938627	0.8794982	0.8535331	0.78974676	0.90036565	0.91060406	0.89927024	0.769767	0.8902202	0.8364656	0.8789989	0.7995978	0.865759	0.8128024	0.8732072	0.85078573	0.9052839	0.0	0.82446337	0.8558758	0.8543614	0.88576096	0.8690784	0.81549305	0.7791462	0.89218926	0.84204614	0.87759274	0.8347678	0.84025943	0.771768	0.9267607	0.76104623	0.837512	0.8324461	0.9183341	0.7870327	0.86872673
Nederlander/noun	0.9181869	0.8360182	0.87465954	0.8292479	0.7803527	0.8845676	0.8177433	0.9229731	0.86302215	0.90427625	0.8683361	0.83434916	0.8623363	0.7926065	0.87226754	0.5190071	0.86759573	0.8968448	0.8200267	0.71778417	0.82922405	0.86597234	0.79039943	0.8384192	0.8150906	0.79705477	0.89858425	0.85492945	0.8496192	0.86633295	0.8536908	0.80467874	0.80502224	0.8235622	0.79944384	0.8286165	0.8826855	0.8463345	0.7556128	0.86059153	0.8206212	0.9038085	0.73441494	0.8135716	0.89545876	0.88272035	0.82462883	0.8131812	0.8738649	0.91248417	0.8977989	0.8412334	0.8754404	0.83190334	0.83875275	0.8783143	0.8287685	0.8757477	0.7808699	0.9113646	0.9114163	0.8885865	0.70363677	0.6928183	0.842701	0.84656835	0.92641914	0.90379685	0.78891814	0.7971268	0.9170393	0.91182065	0.89842904	0.8349291	0.89210165	0.77224416	0.8892954	0.8400146	0.8743315	0.8793241	0.85651344	0.49421299	0.85511017	0.9204628	0.8855434	0.8571389	0.7219775	0.8812312	0.8201451	0.8181785	0.8478388	0.8741317	0.8183613	0.8877276	0.8299505	0.8084512	0.9001017	0.8310511	0.83547616	0.840647	0.88832706	0.8720237	0.9003188	0.8975023	0.9087938	0.85934424	0.84882784	0.832225	0.88172126	0.6474912	0.7856497	0.8697148	0.9230657	0.8765361	0.8562937	0.89191246	0.87571245	0.73189294	0.8551753	0.8388212	0.8100503	0.8704406	0.8519601	0.84198034	0.86144197	0.7780207	0.76322865	0.80412465	0.90613973	0.9107648	0.7837693	0.86195105	0.74582803	0.87815696	0.8685837	0.8375533	0.9089716	0.8452134	0.90553844	0.87103355	0.78102696	0.79913527	0.8854569	0.79901904	0.8095893	0.8482838	0.893181	0.7842351	0.84077907	0.89052296	0.7998676	0.8545202	0.8933456	0.7586962	0.88581604	0.8734654	0.8798085	0.7683511	0.8613327	0.8323106	0.901883	0.7432828	0.7933668	0.8433887	0.8951723	0.85813355	0.8990729	0.82446337	0.0	0.87230146	0.76059866	0.7679934	0.870999	0.74845684	0.81544805	0.8961654	0.463665	0.8057875	0.8717642	0.8299905	0.6224197	0.81368685	0.804217	0.83829963	0.8576903	0.9056314	0.7965666	0.8254679
