	Albanees/noun	Amerika/name	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Bardot/name	Barend/name	Blair/name	Borms/name	Boudewijn/name	Charlie/name	Cools/name	Cézanne/name	Derksen/name	Duitser/noun	EU/name	Engelsman/noun	Frank/name	Friesland/name	Irving/name	Leys/name	Linda/name	Mona/name	Mondriaan/name	Mussolini/name	NAVO/name	Nederlander/noun	Olympische/name	Reagan/name	Schenk/name	Sperwer/name	Syriër/noun	Tutsi/noun	VS/name	Waal/noun	Wout/name	aartsvijand/noun	al/comp	alles/noun	als/comp	ander/noun	anderzijds/adv	armband/noun	baas/noun	daarna/pp	dat/det	destijds/adv	die/det	diep/adj	ding/noun	dirigent/noun	eigenlijk/adj	elkaar/pron	en/vg	erg/adj	erom/pp	etiket/noun	evenzeer/adv	fel/adj	film/noun	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	gij/pron	haar/pron	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	hem/pron	hen/pron	het/det	hier/adv	hij/pron	hoe/noun	hoewel/comp	huis_werk/noun	iedereen/pron	ik/pron	immigrant/noun	in/adv	inmiddels/adv	intens/adj	islam/noun	je/pron	jezelf/pron	jodendom/noun	jood/noun	journalist/noun	jullie/pron	kerst/noun	kind/noun	klus/noun	kunst/noun	laconiek/adj	liefde/noun	maandag/noun	maar/vg	man/noun	me/pron	men/pron	mens/noun	meute/noun	mezelf/pron	mij/pron	misschien/adv	moeder/noun	moslim/noun	muziek/noun	namelijk/adv	natuurlijk/adj	niet/adv	om/comp	om/prep	omdat/comp	ongelijkheid/noun	ons/noun	ons/pron	oorlog/noun	oprichter/noun	overigens/adv	overzee/pp	pas/noun	perfectie/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	regel_DIM/noun	regelrecht/adj	sinds/comp	soms/adv	sprookje/noun	staat/noun	stad/noun	stilaan/adv	strafschop/noun	super_held/noun	systeem/noun	tegenstander/noun	tennis/noun	terwijl/comp	toch/adv	toerist/noun	tuig/noun	type/noun	u/pron	vader/noun	van/pron	vanwege/prep	vergadering/noun	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vrede/noun	vrijheid/noun	vrouw/noun	waarschijnlijk/adj	wanneer/comp	wat/pron	we/pron	wegens/prep	wereld/noun	wij/pron	winkel/verb	woord/noun	ze/pron	zichzelf/pron	zij/pron	zo/adv	zoals/comp	zozeer/adj	zwart/adj
Cools/name	0.86465234	0.792459	0.98195815	0.97309434	0.9629399	0.99104685	0.91824144	0.9239358	0.8548382	0.56154406	0.9110922	0.0	0.9412263	0.9536233	0.94122803	0.93668926	0.88975143	0.43950796	0.9522138	0.91933125	0.8665944	0.97285527	0.97645146	0.9648403	0.9344817	0.9729693	0.9478115	0.9999347	0.9196943	0.92543876	0.9505356	0.9683857	0.7752314	0.81685555	0.9135954	0.9846447	0.7382778	0.99316657	0.99526095	0.9786711	0.9980915	0.970846	0.9911764	0.842655	0.89652807	0.99451375	0.72787595	0.9592756	0.80368716	0.9870974	0.9712844	0.992355	0.903956	0.86458147	0.9765753	0.9755675	0.99454	0.9719884	0.84968495	0.97829497	0.9686343	0.97259575	0.9827881	0.9738437	0.9140567	0.9950809	0.9971403	0.9672089	0.95442146	0.9555327	0.95237917	0.9790706	0.9509214	0.9935988	0.9651676	0.97892696	0.944094	0.9753613	0.91419667	0.99872696	0.9799328	0.9765435	0.9713501	0.9804724	0.88293535	0.954998	0.9632025	0.9925491	0.97786343	0.9488192	0.94584644	0.9140019	0.9343653	0.98144513	0.98652154	0.84169614	0.9944462	0.93242145	0.951008	0.9905356	0.9538376	0.9811302	0.96500814	0.9582966	0.97807586	0.9672328	0.98016423	0.96995384	0.99907744	0.9752325	0.9781345	0.9615253	0.9851496	0.94513756	0.99867296	0.9857055	0.9991938	0.92614055	0.9600479	0.98351365	0.9509753	0.894294	0.911203	0.9490531	0.9683637	1.0	0.9798522	0.8880285	0.9652434	0.90210503	0.88200676	0.8585135	0.993131	0.9462438	0.97946125	0.97223395	0.99388766	0.921245	0.83397007	0.9858366	0.98001856	0.7585472	0.9292524	0.98845357	0.58732927	0.98658264	0.9825176	0.9497307	0.87751234	0.92181045	0.99877405	0.99308753	0.9992871	0.9656177	0.98986703	0.8819613	0.98150283	0.9243908	1.0	0.8829009	0.9482357	0.8790991	0.9985859	0.8304227	0.9626473	0.985707	0.9925335	0.96762806	0.98369724	0.9921024	0.89234257	0.927253	0.96356606	0.9942424	0.9924899	0.9936019	0.9798376	0.96864516	0.9632405	0.83646494	0.9782354	0.9814479
Cézanne/name	0.980675	0.965667	0.9729522	0.9866467	0.96234393	0.96328807	0.96781546	0.97705805	0.96163	0.932322	0.94529897	0.9412263	0.0	0.989012	0.97343487	0.99505943	0.97760034	0.7973441	0.96337664	0.9301796	0.9743386	0.97555095	0.9718012	0.05988288	0.9433114	0.9733882	0.9103771	0.99990916	0.9331912	0.9590812	0.92345864	0.9698183	0.983936	0.99009377	0.9868345	0.9931034	0.98802936	0.9776207	0.9580035	0.956971	0.7856765	0.8904997	0.96176594	0.9750684	0.9814507	0.9581685	0.8026496	0.9417214	0.96301764	0.94087034	0.9771419	0.97923744	0.98257184	0.7728545	0.94367164	0.97860587	0.9581084	0.96583885	0.9746838	0.9462782	0.948544	0.9679269	0.97710943	0.9848134	0.9858069	0.9675286	0.9581674	0.93085593	0.96994704	0.9698452	0.9480619	0.93366647	0.9373002	0.99704343	0.95665586	0.95236695	0.94927967	0.95407945	0.9033741	0.99663514	0.94804174	0.980634	0.97437924	0.8912663	0.9345616	0.9736903	0.9792149	0.9786338	0.95585066	0.95326936	0.9688772	0.95281476	0.9459624	0.94993526	0.9692339	0.99746054	0.5903821	0.9746825	0.9445999	0.9541782	0.95608866	0.97947276	0.97673106	0.94396585	0.9612782	0.9300115	0.98718363	0.9800445	0.96633947	0.94293445	0.9811056	0.8723749	0.98031056	0.96482235	0.97393626	0.92816275	0.9648582	0.9546309	0.9852871	0.7447978	0.9632994	0.9791763	0.965979	0.9775904	0.94166046	0.99902546	0.98112595	0.9768924	0.9272844	0.87845504	0.9780603	0.98255193	0.989294	0.9721225	0.97633857	0.96742666	0.9722054	0.98735255	0.9827501	0.9699947	0.96576	0.9617044	0.98266757	0.98940504	0.9847322	0.9804181	0.97718257	0.96499866	0.9728908	0.8547721	0.96771866	0.9863217	0.9811428	0.9790417	0.9619187	0.8457111	0.9809886	0.9155974	0.99194413	0.9780626	0.9796804	0.974423	0.9728707	0.99187756	0.951193	0.9896327	0.9328671	0.9584484	0.91447824	0.96561164	0.9942972	0.94628674	0.9320125	0.977401	0.98453236	0.95724624	0.9247066	0.9527444	0.97787637	0.63981855	0.9929194	0.9895862
Derksen/name	0.9572437	0.8627076	0.8634325	0.9683505	0.9884295	0.8138226	0.39722556	0.9598021	0.93138474	0.7509589	0.874095	0.9536233	0.989012	0.0	0.8416128	0.9781436	0.81216276	0.76866615	0.70836693	0.9741486	0.9670195	0.7805748	0.89292455	0.9716741	0.8815147	0.9757489	0.77063125	1.0	0.9447625	0.87974894	0.99510497	0.9413809	0.995976	0.9801257	0.9342916	0.8347214	0.9486855	0.9705234	0.92630535	0.8719697	0.99673516	0.99410105	0.99112517	0.6736514	0.8343092	0.88480973	0.77348495	0.8360245	0.94693404	0.97496754	0.77486503	0.89561176	0.8353008	0.74275094	0.8905883	0.95303166	0.9814627	0.9789253	0.99129903	0.9471769	0.991841	0.9651982	1.0	0.82386386	0.98254865	0.95456415	0.9652513	0.9886947	0.8240976	0.8125268	0.9406837	0.9670443	0.709128	0.890862	0.95135105	0.88578004	0.88903564	0.90038145	0.8783438	0.9517337	0.8909446	0.88875824	0.91011643	0.95666635	0.671306	0.8477435	0.97433496	0.87187755	0.97165495	0.99698424	0.971477	0.6898186	0.9710252	0.8230459	0.9949375	0.9987277	0.9592233	0.8885588	0.91490567	0.9440747	0.8852919	0.9162039	0.90940654	0.83542174	0.9477831	0.8518211	0.7693218	0.93193424	0.9541457	0.963064	0.9077111	0.83795446	0.80445784	0.9262805	0.96556497	0.97597873	0.9986752	0.95256484	0.948737	0.98720336	0.95544946	0.9191894	0.5896941	0.94989645	0.91147673	0.98400265	0.8478834	0.90777165	0.87248737	0.9726468	0.92268205	0.9819811	0.7078717	0.94170886	0.98246324	0.97091234	0.9403775	0.85007894	0.95838165	0.9089091	0.9564099	0.9749824	0.9986305	0.97787356	0.91843826	0.891936	0.83480066	0.86041427	0.98662436	0.86708695	0.87861174	0.9222176	0.93232197	0.9858824	0.89549273	0.89082116	0.83798	0.8234538	1.0	0.94879425	0.9622239	0.8545929	0.9214704	0.97877926	0.9543262	0.95962703	0.8936522	0.8536151	0.92851084	0.97384834	0.98281276	0.9302153	0.93632424	0.93636256	0.94649845	0.9158498	0.8439459	0.9414374	0.78128415	0.8879236	0.85602397	0.9800068
Duitser/noun	0.8812511	0.7336181	0.3988961	0.91769326	0.59278953	0.984961	0.9781434	0.8756371	0.5305233	0.8568539	0.7874311	0.94122803	0.97343487	0.8416128	0.0	0.9617344	0.21640033	0.8014258	0.93265045	0.792102	0.84754854	0.9663263	0.990543	0.94227403	0.9200192	0.83080107	0.4336415	0.8972763	0.9088799	0.93178403	0.9503248	0.7358144	0.8713224	0.83136034	0.4729225	0.8748468	0.8124896	0.89778274	0.95387405	0.89600366	0.9364936	0.8361321	0.96119153	0.84918547	0.7926468	0.93137115	0.76018625	0.81147134	0.91339535	0.952897	0.83705026	0.9035737	0.79704905	0.7407628	0.8545468	0.79566693	0.91940784	0.7929534	0.7776487	0.920619	0.976177	0.8105142	0.8790852	0.8991584	0.7724481	0.8460704	0.9087444	0.9193008	0.8883122	0.92750716	0.7377994	0.9132277	0.8499786	0.8373784	0.9254559	0.78657943	0.8414311	0.8549268	0.726951	0.936787	0.945906	0.9420819	0.6188487	0.8426058	0.74974394	0.91104335	0.82528055	0.95315695	0.9460512	0.77766865	0.5535016	0.8747459	0.88686794	0.87496006	0.94698954	0.9632024	0.9289579	0.71906585	0.88606465	0.9627555	0.87917733	0.91627854	0.94306535	0.8908942	0.92051136	0.82820886	0.9628163	0.9395228	0.9008105	0.9511673	0.6568303	0.9129065	0.8590658	0.9095184	0.9307721	0.9309988	0.8761969	0.79084444	0.92258227	0.8704457	0.84611356	0.65636945	0.89774525	0.8231165	0.67964476	0.931721	0.916859	0.9057454	0.9112208	0.94626373	0.93924123	0.8839378	0.96660066	0.9140476	0.7628639	0.9099293	0.86793274	0.85253376	0.79677427	0.9064719	0.93250287	0.7664117	0.8893636	0.9247957	0.70812774	0.9272708	0.93935055	0.7699008	0.90967596	0.7123287	0.93550247	0.5965793	0.89676976	0.8806231	0.97776115	0.90229243	0.9197551	0.81370443	0.97527874	0.7204802	0.8324982	0.63641965	0.9220726	0.7619491	0.89134395	0.94767535	0.7947843	0.8999024	0.9337554	0.9577724	0.87366915	0.86454517	0.80378246	0.8740719	0.9137876	0.8870352	0.758608	0.83208907	0.85335255	0.74009526	0.7591683	0.7343017
EU/name	0.6813054	0.657972	0.775179	0.9859361	0.82205504	0.9558077	0.9744126	0.7643065	0.95402473	0.9758757	0.98070973	0.93668926	0.99505943	0.9781436	0.9617344	0.0	0.9109685	0.9498947	0.9192435	0.90952706	0.9746141	0.9253418	0.96159244	0.9720802	0.93524736	0.41007352	0.9471637	0.9890069	0.86630636	0.9935249	0.9967445	0.91310847	0.9442715	0.4201849	0.9650763	0.97231406	0.8229487	0.9768424	0.9661827	0.84672624	0.9785441	0.8325138	0.98623836	0.8406652	0.9651199	0.96729475	0.90596867	0.93215907	0.91524285	0.9648192	0.9629692	0.95790684	0.94134676	0.8056472	0.9650348	0.8142873	0.95329463	0.8346089	0.8423747	0.96538377	0.9796043	0.94488406	0.8979306	0.9410641	0.75976026	0.95643604	0.99347115	0.9545918	0.96402764	0.9716943	0.94880426	0.9791061	0.94867533	0.9208548	0.9337068	0.928855	0.94584256	0.86883134	0.82462084	0.8476649	0.9384868	0.9583059	0.64269954	0.84249413	0.7887756	0.980229	0.8872099	0.92246765	0.93786615	0.9470212	0.89285237	0.93938595	0.94075805	0.9747421	0.8671049	0.88141197	0.93809015	0.95241594	0.9608545	0.88048416	0.9036211	0.93732417	0.9651298	0.90253574	0.9315617	0.9318584	0.9572584	0.9460577	0.95663893	0.9648195	0.8892939	0.9783039	0.9435581	0.92081964	0.94042194	0.8841652	0.9585664	0.9001491	0.8061273	0.909271	0.9308348	0.7167491	0.94538033	0.9530267	0.7665926	0.96839434	0.98029584	0.9155996	0.796744	0.9730734	0.77228165	0.7532514	0.9582712	0.8195267	0.9072816	0.8810143	0.9808677	0.90896297	0.68404627	0.9546756	0.968062	0.7679023	0.9422828	0.9787393	0.98407835	0.92889917	0.93207836	0.92034227	0.9576577	0.8078716	0.959038	0.9280953	0.9788939	0.9493393	0.96004647	0.9516245	0.9582808	0.9225298	0.9368757	0.74953324	0.97666794	0.8949513	0.93678844	0.81627285	0.91064864	0.9298723	0.8601268	0.882227	0.9565985	0.91486025	0.9098229	0.8612604	0.91965497	0.9737707	0.9659736	0.91304266	0.89855367	0.855625	0.96345675	0.93402445	0.81133914	0.883209
Engelsman/noun	0.8831065	0.687819	0.49632955	0.8921505	0.69796383	0.98527503	0.8816499	0.8485503	0.5572055	0.8858237	0.7673331	0.88975143	0.97760034	0.81216276	0.21640033	0.9109685	0.0	0.7219584	0.866073	0.7868892	0.9064727	0.97394	0.98802704	0.95024586	0.9255077	0.8098553	0.46381295	0.81134725	0.879805	0.8463407	0.96667755	0.7210348	0.848397	0.79990506	0.49862546	0.85795313	0.83056706	0.916386	0.85927725	0.89578456	0.93866515	0.83751154	0.9559206	0.77332985	0.824368	0.9455199	0.7104223	0.8113649	0.9029141	0.91066504	0.8451389	0.86898893	0.75973254	0.72084314	0.7896546	0.8600515	0.93128866	0.746351	0.7748871	0.86593246	0.9768004	0.9097212	0.832877	0.89273816	0.8084638	0.83414084	0.9612705	0.9146905	0.84222734	0.8556581	0.72580266	0.8616135	0.80923647	0.81560165	0.92005587	0.79970217	0.7329259	0.8849189	0.7475995	0.97516805	0.9171607	0.91440046	0.70012784	0.87979615	0.6269928	0.85877347	0.8412703	0.90731746	0.9595871	0.9153132	0.69873744	0.8835489	0.84026766	0.86792064	0.94418985	0.8752257	0.9193713	0.7622033	0.85750717	0.99332243	0.8928491	0.91303325	0.9249076	0.8216159	0.9133949	0.83754385	0.9631288	0.9209528	0.90496135	0.94178957	0.8161727	0.874107	0.8889383	0.8682655	0.8770574	0.92134047	0.90702647	0.84148765	0.96781105	0.89680547	0.87390494	0.6715661	0.74214125	0.85004735	0.67317355	0.9088934	0.88653964	0.91946536	0.8809138	0.92695016	0.86576587	0.78974885	0.8501522	0.91103464	0.84583354	0.9530816	0.7655109	0.8604319	0.7734038	0.8001914	0.9241998	0.8340895	0.9102981	0.9500239	0.6975483	0.9394359	0.84315264	0.8099808	0.82739663	0.7267802	0.93226373	0.62837434	0.91530794	0.83407736	0.96588105	0.902614	0.8425748	0.80713856	0.96912926	0.7297119	0.83169985	0.67619395	0.90809137	0.8130675	0.8420607	0.9327562	0.7315612	0.8997172	0.951908	0.9108735	0.9375823	0.8865024	0.8307292	0.85955226	0.90004957	0.81899077	0.7305486	0.82038784	0.7876431	0.79399115	0.7529475	0.82084733
Frank/name	0.9770977	0.94587713	0.7926597	0.92902106	0.9697061	0.9911113	0.716579	0.9402004	0.7317547	0.56636524	0.64828193	0.43950796	0.7973441	0.76866615	0.8014258	0.9498947	0.7219584	0.0	0.90409166	0.62316084	0.56979597	0.9144391	0.99223936	0.8072112	0.81272334	0.9537943	0.7828681	0.959338	0.92607147	0.88360834	0.9781815	0.9640583	0.97761285	0.8779155	0.6915416	0.8844568	0.81196237	0.9742186	0.9695274	0.94935083	0.913479	0.8594897	0.9848598	0.65234804	0.87822604	0.98748505	0.56746435	0.95001155	0.9196103	0.98453647	0.9064803	0.93975896	0.9753911	0.7389378	0.9385839	0.98020077	0.8860901	0.91933644	0.83137625	0.85605294	0.97203404	0.94120675	0.97474855	0.97880185	0.9833292	0.9643673	0.9574571	0.8971012	0.90773946	0.8536037	0.9361122	0.94332373	0.88185036	0.9664992	0.97886264	0.94419086	0.8834135	0.97190154	0.8442081	0.9795997	0.9837815	0.96175444	0.92466533	0.8583792	0.7762977	0.89956415	0.9663376	0.9880016	0.97468066	0.991154	0.9008235	0.7721555	0.9442702	0.9708611	0.9270711	0.9549701	0.93229413	0.7333252	0.90551364	0.9552362	0.9628065	0.9312342	0.9627374	0.959961	0.98614216	0.89147544	0.95261735	0.9375186	0.9700396	0.8739739	0.9723038	0.873451	0.9663943	0.9799383	0.97831905	0.9926908	0.9844091	0.9510489	0.9802396	0.8902838	0.95545435	0.89903796	0.65753365	0.844005	0.92587185	1.0	0.9889272	0.9501455	0.9283224	0.8665896	0.92991203	0.94368625	0.8325752	0.95867157	0.9755568	0.9766204	0.9841609	0.862658	0.8150803	0.95073086	0.9605059	0.861006	0.9887639	0.98733777	0.46707785	0.98119444	0.9930502	0.94384015	0.94605565	0.87706006	0.9810763	0.9042445	0.992604	0.84735656	0.95420253	0.7358737	0.91272855	0.9449362	0.98266244	0.94429225	0.9015933	0.95333564	0.8216907	0.9703913	0.9458355	0.9440998	0.9239323	0.9058601	0.96798044	0.9888081	0.8283175	0.8516844	0.945688	0.96825546	0.89498985	0.972343	0.8654069	0.95130634	0.9600203	0.6946478	0.9362145	0.98699623
Friesland/name	0.956366	0.9099873	0.92444617	0.9846254	0.9284783	0.97303516	0.7701517	0.9876394	0.96378255	0.81302714	0.9606635	0.9522138	0.96337664	0.70836693	0.93265045	0.9192435	0.866073	0.90409166	0.0	0.9887302	0.95441115	0.93995327	0.9153269	0.9508034	0.92870355	0.9816718	0.7485224	0.96672916	0.98669946	0.539173	0.9821931	0.95136976	0.9379723	0.95410204	0.9441478	0.97480786	0.96801364	0.95079255	0.9795021	0.97388047	0.8572507	0.97077686	0.97818595	0.8505931	0.8750112	0.9876989	0.91330796	0.963288	0.95497185	0.9862582	0.9352605	0.9675252	0.9673763	0.75516534	0.97652346	0.9697982	0.9420438	0.9342966	0.9711596	0.9180974	0.865279	0.96914893	0.97248524	0.9894066	0.9096683	0.9293146	0.9883531	0.98319733	0.95463675	0.8524017	0.9659954	0.94911516	0.975704	0.9485353	0.84301007	0.88088536	0.9869279	0.9328194	0.8955059	0.9719924	0.94004726	0.975876	0.82330453	0.9564043	0.66669583	0.78776217	0.96036595	0.9793936	0.9828693	0.936135	0.9638366	0.89595675	0.96697795	0.670837	0.8936416	0.99034196	0.8535409	0.9115397	0.87027323	0.9319359	0.9602802	0.9338098	0.99898845	0.9569301	0.890795	0.9821582	0.9865717	0.9945325	0.9748119	0.8280332	0.9490451	0.8978008	0.9163145	0.95575094	0.97807956	0.9152683	0.9413392	0.9545306	0.9087559	0.9140494	0.97176605	0.95152897	0.7641843	0.960393	0.9350609	0.97655493	0.9597235	0.6513938	0.9411646	0.9695972	0.98421305	0.98909914	0.80645764	0.59957516	0.9597245	0.88080984	0.8016254	0.84273076	0.9697338	0.97459596	0.80198765	0.88574225	0.64496565	0.99457186	0.98933905	0.9930456	0.9911612	0.96306455	0.98594314	0.8901926	0.98696953	0.85661787	0.99657583	0.99060553	0.94940096	0.877084	0.8342983	0.751475	0.87208104	0.9675754	0.965482	0.931763	0.8392786	0.95150304	0.9501625	0.86828184	0.9012541	0.9092543	0.97676665	0.95310444	0.9036131	0.94373727	0.97276944	0.76307386	0.9015255	0.940372	0.9400243	0.93469185	0.9707477	0.85808593	0.92610466	0.8086015
Irving/name	0.9221209	0.859552	0.6602074	0.83142126	0.79117626	0.94827455	0.96810776	0.89258516	0.96041036	0.8131596	0.857957	0.91933125	0.9301796	0.9741486	0.792102	0.90952706	0.7868892	0.62316084	0.9887302	0.0	0.9476514	0.9673564	0.9615502	0.96228105	0.90685475	0.8459282	0.89641225	0.9963893	0.847292	0.9728048	0.95292795	0.83235806	0.92235917	0.71659195	0.95649916	0.8840124	0.9010603	0.9342978	0.9603739	0.91799617	0.9461362	0.9219239	0.95213044	0.92765594	0.9421138	0.9556125	0.75889033	0.89699876	0.8919654	0.92089665	0.95748734	0.95709866	0.9395045	0.87169933	0.8518696	0.9053048	0.88358676	0.7489619	0.7420368	0.93824524	0.984415	0.90095496	0.8112936	0.9125307	0.90073985	0.92732817	0.9212555	0.9019566	0.91342443	0.899315	0.89727026	0.90683705	0.8476046	0.9371412	0.9750193	0.9179282	0.76496696	0.96947503	0.83568233	0.98619765	0.93001384	0.8841153	0.8518698	0.9342754	0.8879014	0.9438411	0.94038343	0.980637	0.9466083	0.88114417	0.7367218	0.84629375	0.9348528	0.95102596	0.9158411	0.9845601	0.9214126	0.6006744	0.8956898	0.98263973	0.9261629	0.9398827	0.93260086	0.9084898	0.941533	0.9425808	0.8342714	0.9515809	0.9299425	0.88459295	0.8227537	0.9112943	0.970749	0.9479505	0.9430148	0.916971	0.97223914	0.87291527	0.905427	0.83437407	0.9599271	0.8070594	0.9139769	0.723683	0.85855216	0.9945501	0.9448508	0.96984863	0.9233687	0.8594684	0.86936796	0.83401316	0.9538884	0.9634444	0.9267297	0.964489	0.96296525	0.9819472	0.7186117	0.85401684	0.88536906	0.8632868	0.9531537	0.976604	0.91000104	0.9492235	0.9565968	0.8697642	0.9074116	0.8704904	0.9700851	0.9565731	0.9511341	0.90663767	0.962085	0.763168	0.96875936	0.9276413	0.9673863	0.86963004	0.964825	0.91159755	0.9022115	0.8904647	0.84377134	0.92849475	0.9307215	0.9175015	0.9259559	0.9781497	0.91494703	0.76815796	0.91137433	0.93580914	0.80851454	0.8889526	0.8066334	0.8523934	0.88461196	0.73455346	0.9306018	0.8622926
Leys/name	0.968938	0.98717725	0.97716755	0.9730621	0.99415773	0.96773696	0.9979987	0.966167	0.7856456	0.8916369	0.947144	0.8665944	0.9743386	0.9670195	0.84754854	0.9746141	0.9064727	0.56979597	0.95441115	0.9476514	0.0	0.98808354	0.9957852	0.974153	0.958972	0.95731676	0.91482913	0.9508027	0.9623611	0.9926596	0.9992498	0.94835335	0.97253823	0.95873326	0.5449432	0.98767996	0.96853876	0.9886029	0.9848763	0.98270476	0.9927084	0.8684791	0.9835132	0.8548362	0.91509616	0.9914448	0.97143996	0.96957767	0.9853935	0.9925037	0.98902833	0.9617679	0.939133	0.88100934	0.96847606	0.9176802	0.9962323	0.9905801	0.85785145	0.9766213	0.9805911	0.9990032	0.95314616	0.98584056	0.9501602	0.9919001	0.99933624	0.9816463	0.98306555	0.982737	0.9744769	0.9914722	0.96474516	0.99552995	0.97073734	0.9521415	0.93783486	0.888737	0.8959779	0.9327058	0.9817204	0.96598506	0.9875752	0.8871563	0.96889025	0.9202391	0.95974666	0.9826115	0.9704248	0.87784946	0.9751945	0.9651765	0.96224415	0.9853751	0.99314725	0.99267626	0.9301322	0.88466924	0.9750049	0.8147242	0.90450853	0.9848161	0.9790534	0.9662225	0.9833085	0.9604877	0.9864901	0.988039	0.94126296	0.990271	0.97601646	0.9129647	0.9922429	0.95433533	0.9703198	0.9987651	0.83800614	0.9363516	0.9829073	0.9991527	0.9125002	0.9729308	0.9743799	0.9874071	0.9920643	1.0	0.99474484	0.9558685	0.96260756	0.9043786	0.94906324	0.9623302	0.99942654	0.97001827	0.9632296	0.93794453	0.9944639	0.9134645	0.8979227	0.97211546	0.9661377	0.9545573	0.9930863	0.9672183	0.46073073	0.94603944	0.9888267	0.95840424	0.94588304	0.88337106	0.9658511	0.9496861	0.9997697	0.9789599	0.9972883	0.9606374	0.9988229	0.9958348	0.88207084	0.96505696	0.8498507	0.93947953	0.55587095	0.94192916	0.9895744	0.99321973	0.98153496	0.99513733	0.9871698	0.95290756	0.78640175	0.9953418	0.9325203	0.9964465	0.9860931	0.96788853	0.9585812	0.939913	0.99731886	0.97312784	0.9910007	0.9982347
Linda/name	0.9793581	0.96296567	0.89330626	0.99625	0.9713486	0.76274335	0.8521011	0.588617	0.9775384	0.91307527	0.9266747	0.97285527	0.97555095	0.7805748	0.9663263	0.9253418	0.97394	0.9144391	0.93995327	0.9673564	0.98808354	0.0	0.9004369	0.9805859	0.935227	0.9724565	0.94193727	1.0	0.9108894	0.9612922	0.9844659	0.9746576	0.9550014	0.936549	0.9816423	0.9560774	0.9394027	0.97654057	0.9657477	0.84511316	0.923487	0.96305805	0.8848755	0.7984017	0.8361317	0.9652832	0.78096646	0.91450006	0.95936275	0.98827165	0.8937977	0.941736	0.8520362	0.7515055	0.9682318	0.96845603	0.9574479	0.9693217	0.8968657	0.9608529	0.69769955	0.92060107	0.9957849	0.98460615	0.95013386	0.9463759	0.9402547	0.7708855	0.74573874	0.7859536	0.8330548	0.87528026	0.73190224	0.8570224	0.903876	0.8837595	0.88577807	0.92727864	0.8640715	0.9588411	0.9088582	0.8807874	0.9008019	0.90738434	0.7756454	0.9513487	0.9595131	0.9326784	0.98024285	0.94691575	0.9708483	0.8885745	0.993552	0.85797834	0.6765269	0.9874497	0.9822841	0.9380042	0.8230627	0.91025436	0.9246354	0.69744265	0.910151	0.89129996	0.89417964	0.9405865	0.9050534	0.85191596	0.9512231	0.57737875	0.91751325	0.8891336	0.946695	0.9500717	0.93634194	0.9311173	0.95606554	0.89414173	0.9280155	0.93203515	0.9611286	0.8996647	0.88606876	0.92609245	0.94682264	0.97536236	0.8222418	0.90526927	0.8033178	0.9220492	0.67950577	0.8706371	0.9904284	0.8555922	0.9644364	0.9630264	0.98163897	0.92877126	0.85569686	0.95768225	0.8430942	0.991469	0.9142356	0.98895454	0.98749	0.9880368	0.98881006	0.95898575	0.9727653	0.7363943	0.9063413	0.92597175	0.9509813	0.72480994	0.8520397	0.6741406	0.9357245	0.86623794	0.9995452	0.93319315	0.9801521	0.825277	0.9703837	0.9515935	0.94528973	0.6188409	0.8584758	0.8039391	0.93120605	0.9708268	0.994288	0.90682817	0.96510667	0.65848804	0.8865038	0.8777915	0.78354084	0.79418933	0.87201786	0.81480455	0.95072573	0.9259757
