	Albanees/noun	Amerika/name	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Bardot/name	Barend/name	Blair/name	Borms/name	Boudewijn/name	Charlie/name	Cools/name	Cézanne/name	Derksen/name	Duitser/noun	EU/name	Engelsman/noun	Frank/name	Friesland/name	Irving/name	Leys/name	Linda/name	Mona/name	Mondriaan/name	Mussolini/name	NAVO/name	Nederlander/noun	Olympische/name	Reagan/name	Schenk/name	Sperwer/name	Syriër/noun	Tutsi/noun	VS/name	Waal/noun	Wout/name	aartsvijand/noun	al/comp	alles/noun	als/comp	ander/noun	anderzijds/adv	armband/noun	baas/noun	daarna/pp	dat/det	destijds/adv	die/det	diep/adj	ding/noun	dirigent/noun	eigenlijk/adj	elkaar/pron	en/vg	erg/adj	erom/pp	etiket/noun	evenzeer/adv	fel/adj	film/noun	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	gij/pron	haar/pron	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	hem/pron	hen/pron	het/det	hier/adv	hij/pron	hoe/noun	hoewel/comp	huis_werk/noun	iedereen/pron	ik/pron	immigrant/noun	in/adv	inmiddels/adv	intens/adj	islam/noun	je/pron	jezelf/pron	jodendom/noun	jood/noun	journalist/noun	jullie/pron	kerst/noun	kind/noun	klus/noun	kunst/noun	laconiek/adj	liefde/noun	maandag/noun	maar/vg	man/noun	me/pron	men/pron	mens/noun	meute/noun	mezelf/pron	mij/pron	misschien/adv	moeder/noun	moslim/noun	muziek/noun	namelijk/adv	natuurlijk/adj	niet/adv	om/comp	om/prep	omdat/comp	ongelijkheid/noun	ons/noun	ons/pron	oorlog/noun	oprichter/noun	overigens/adv	overzee/pp	pas/noun	perfectie/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	regel_DIM/noun	regelrecht/adj	sinds/comp	soms/adv	sprookje/noun	staat/noun	stad/noun	stilaan/adv	strafschop/noun	super_held/noun	systeem/noun	tegenstander/noun	tennis/noun	terwijl/comp	toch/adv	toerist/noun	tuig/noun	type/noun	u/pron	vader/noun	van/pron	vanwege/prep	vergadering/noun	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vrede/noun	vrijheid/noun	vrouw/noun	waarschijnlijk/adj	wanneer/comp	wat/pron	we/pron	wegens/prep	wereld/noun	wij/pron	winkel/verb	woord/noun	ze/pron	zichzelf/pron	zij/pron	zo/adv	zoals/comp	zozeer/adj	zwart/adj
staat/noun	0.57972145	0.54943585	0.707705	0.94116676	0.44390482	0.8840931	0.93491226	0.8445606	0.8543332	0.9321524	0.9838191	0.7585472	0.9617044	0.9749824	0.7664117	0.7679023	0.8340895	0.861006	0.88574225	0.8632868	0.9545573	0.991469	0.8208928	0.9439174	0.89163244	0.6086495	0.7939928	0.94480854	0.8195889	0.96890223	0.9302398	0.7103066	0.6903962	0.59003305	0.8615833	0.9095622	0.58633065	0.88748485	0.93653524	0.8843447	0.9083543	0.65842366	0.9852602	0.88354605	0.9104186	0.93660593	0.7946525	0.8243208	0.7557543	0.9345541	0.9140077	0.93467474	0.81852466	0.5657431	0.8805877	0.76064646	0.9523773	0.7214848	0.7519668	0.8674626	0.97688824	0.8074045	0.8973467	0.7576533	0.44340813	0.88666844	0.89772666	0.879647	0.9051751	0.8364981	0.79506075	0.8104071	0.8849664	0.76073426	0.7516638	0.8147012	0.87886983	0.910046	0.834582	0.9598029	0.85610235	0.95904493	0.53963065	0.84450066	0.8335778	0.9358337	0.36488652	0.94115347	0.8899222	0.47434807	0.39921993	0.915115	0.855821	0.8606782	0.89545	0.9885318	0.7957978	0.94803107	0.714221	0.8917868	0.8408505	0.8855346	0.96341074	0.8586564	0.9163954	0.8787853	0.92119145	0.9511576	0.92608505	0.85863245	0.46374416	0.9088393	0.8105413	0.8109154	0.9216114	0.8437981	0.87390363	0.8322764	0.7696669	0.77796555	0.8966756	0.35210997	0.96200097	0.9047875	0.6468878	0.98289764	0.8381912	0.8821415	0.6904343	0.8534376	0.9022784	0.751952	0.95180094	0.79696	0.63642657	0.7537197	0.88777244	0.75978327	0.73742616	0.9067789	0.8508743	0.0	0.86428773	0.8692411	0.8754422	0.70871836	0.8816742	0.76512796	0.91856134	0.8016006	0.9703345	0.8932729	0.96357447	0.94208646	0.9624939	0.86511916	0.98353326	0.7449455	0.88469756	0.49706548	0.9451333	0.54156697	0.8161207	0.47923845	0.6179052	0.82689345	0.8863214	0.8578458	0.9137082	0.95167464	0.7246647	0.6057198	0.7983148	0.9544231	0.8749869	0.92579335	0.7712452	0.7872832	0.9302178	0.75272954	0.83596694	0.75141954
stad/noun	0.8278338	0.877159	0.82889664	0.98403716	0.8051467	0.9715843	0.9924745	0.96608543	0.99386734	0.9645531	0.96029556	0.9292524	0.98266757	0.9986305	0.8893636	0.9422828	0.9102981	0.9887639	0.64496565	0.9531537	0.9930863	0.9142356	0.95502675	0.98189557	0.9884903	0.91638166	0.8781986	0.97869796	0.9783455	0.9973829	0.99359035	0.9543332	0.8089642	0.92001724	0.89360994	0.9959108	0.94630206	0.94894874	0.96047515	0.9104914	0.9096285	0.9495279	0.983095	0.9872694	0.89040315	0.96438825	0.8976892	0.93638396	0.91856736	0.9519255	0.9841763	0.9550704	0.88907325	0.8004408	0.945408	0.929004	0.89731485	0.8647691	0.940265	0.97529083	0.7842985	0.871969	0.9718195	0.9599548	0.7790912	0.8172334	0.912415	0.9169785	0.8961035	0.97521234	0.89666086	0.84896576	0.9429458	0.84024405	0.6688449	0.66342664	0.94611394	0.9316463	0.8846407	0.99129695	0.9095361	0.9282974	0.7304065	0.8708369	0.90681165	0.9216665	0.90086466	0.9211595	0.9341435	0.91293174	0.8276524	0.9358757	0.92613846	0.8002627	0.83103997	0.9526315	0.94847834	0.98654705	0.83639026	0.9763366	0.96327436	0.89621	0.96657	0.88356024	0.6972654	0.8404465	0.9725033	0.94393104	0.9616536	0.8628632	0.8004062	0.9424708	0.88095194	0.94511217	0.96841085	0.7792421	0.9682275	0.92668724	0.7782382	0.89868504	0.9442198	0.8733024	0.9957991	0.9384428	0.88385564	0.94917446	0.97467124	0.4990253	0.96322787	0.9605193	0.9876172	0.9684357	0.9895418	0.77991176	0.9316106	0.88627374	0.9780028	0.858186	0.89164144	0.9691532	0.9329892	0.86428773	0.0	0.9950024	0.989732	0.98650473	0.9841652	0.97077477	0.9752133	0.72182786	0.96958697	0.6753752	0.87107265	0.93034405	0.88529646	0.94893396	0.8289082	0.90628594	0.99155456	0.90047616	0.98049015	0.9039265	0.9977694	0.88922495	0.8775713	0.76369286	0.9597035	0.84585893	0.9696841	0.94062656	0.9099936	0.90487045	0.9282756	0.66409713	0.9426949	0.8790479	0.88563585	0.8560602	0.9323916	0.8647034	0.9507692	0.80274343
stilaan/adv	0.9826304	0.9473929	0.93782556	0.62831366	0.87852633	0.8614739	0.9034751	0.9764198	0.96826476	0.9791964	0.9503438	0.98845357	0.98940504	0.97787356	0.9247957	0.9787393	0.9500239	0.98733777	0.99457186	0.976604	0.9672183	0.98895454	0.61620104	0.9887196	0.9695618	0.97236174	0.8545174	0.88073206	0.96661806	0.9727742	0.9735424	0.9176731	0.90742457	0.9899979	0.91354334	0.57610416	0.919626	0.6862621	0.6639222	0.7614564	0.91350484	0.74075687	0.9581696	0.8879331	0.913961	0.698892	0.8810724	0.76452875	0.7255434	0.6807245	0.89106226	0.64654374	0.7461619	0.8265568	0.7140428	0.8196499	0.87931335	0.7528678	0.8665951	0.88086194	0.99314433	0.85532904	0.9402182	0.58819866	0.97976136	0.7173982	0.8303095	0.9506078	0.86808133	0.7569193	0.8366136	0.8745123	0.7766509	0.8591342	0.8459812	0.65526783	0.8278698	0.9108232	0.8472466	0.75956064	0.73829365	0.6868204	0.96160007	0.88060385	0.8888429	0.68529	0.91153306	0.801101	0.80013305	0.96426904	0.93663496	0.8685763	0.73563755	0.8888979	0.94015324	0.8751347	0.92440677	0.6985449	0.8533645	0.8706528	0.6929771	0.9613238	0.6460561	0.6798576	0.80071855	0.94711816	0.7229183	0.73079896	0.6149339	0.8816638	0.9503486	0.89395285	0.7413477	0.5695064	0.5882698	0.87681043	0.8369039	0.71896863	0.8698448	0.7773227	0.6256808	0.94907033	0.9073139	0.7927886	0.87000096	0.9836437	0.66004235	0.91512585	0.9116192	0.8886409	0.95091856	0.9815361	0.8422687	0.8634595	0.76171345	0.6712315	0.88746077	0.9335522	0.86595225	0.6458219	0.79842263	0.8692411	0.9950024	0.0	0.9354209	0.81102586	0.7462938	0.897721	0.6413982	0.6769607	0.6118947	0.9470296	0.9123343	0.8468707	0.9076696	0.95053536	0.7450307	0.7848785	0.8609234	0.89313674	0.68362755	0.76932335	0.9456132	0.867907	0.8864037	0.92425305	0.86886764	0.74297523	0.7653187	0.7143514	0.844393	0.8886489	0.77466226	0.88894755	0.7878695	0.78434706	0.74304163	0.8971011	0.69303703	0.7608173	0.93085	0.86445105
strafschop/noun	0.9310144	0.9765077	0.8957376	0.9830822	0.934765	0.9351091	0.98609775	0.912173	0.47761422	0.73861015	0.93760854	0.58732927	0.9847322	0.91843826	0.70812774	0.98407835	0.6975483	0.46707785	0.98933905	0.91000104	0.46073073	0.98749	0.9983899	0.98149824	0.9271637	0.97517586	0.85545546	1.0	0.9552201	0.98415667	0.9984376	0.92632043	0.9833995	0.9561415	0.3944775	0.98816794	0.84177864	0.9682374	0.96141297	0.9665442	0.97224134	0.75316834	0.91788423	0.7999567	0.7434397	0.93091667	0.7060796	0.90623784	0.938228	0.9595183	0.97367114	0.89573884	0.8874721	0.83007693	0.9245339	0.9115026	0.9887928	0.8979984	0.7383218	0.9609049	0.9855582	0.9952856	0.9419129	0.9381867	0.9651694	0.92855024	0.95583475	0.948772	0.93257695	0.97208935	0.8528148	0.9622349	0.94237405	0.98026055	0.9881255	0.94236976	0.89996684	0.9691862	0.87042683	0.96633893	0.96597207	0.973716	0.93615866	0.91944003	0.91383314	0.9046603	0.9732423	0.9866556	0.98388916	0.97667265	0.9438865	0.96768785	0.9494033	0.963725	0.9904807	0.93057996	0.9622439	0.9211034	0.95132476	0.97578275	0.8579043	0.9303822	0.9775176	0.9374288	0.9717559	0.9553419	0.9841223	0.97627497	0.91044796	0.975928	0.97521394	0.96354836	0.93403244	0.9504229	0.9383117	0.96956766	0.9542223	0.901487	0.93336356	0.9605488	0.8371253	0.8619191	0.9789659	0.90795743	0.97120684	0.9642563	0.9252379	0.9178866	0.96127367	0.95839095	0.96193767	0.9526478	0.98523754	0.9775767	0.9704925	0.9169527	0.94506437	0.8920225	0.9149786	0.85652024	0.95640105	0.8754422	0.989732	0.9354209	0.0	0.9015995	0.9914982	0.71176535	0.9646396	0.87186193	0.9162303	0.92450637	0.895597	0.961503	0.9845405	0.95222783	0.9478681	0.90383035	0.9716162	0.9048697	0.8897356	0.90201193	0.8146037	0.92184293	0.94688076	0.9743469	0.8902611	0.94181573	0.9661655	0.88048244	0.78513974	0.97628	0.8868479	0.9648874	0.9725578	0.92135817	0.90206265	0.93967086	0.8913508	0.9220663	0.9548521	0.9795535
super_held/noun	0.8635126	0.7306813	0.83194584	0.9201797	0.7988068	0.8932839	0.9757572	0.8538778	0.93269384	0.89225924	0.8921824	0.98658264	0.9804181	0.891936	0.9272708	0.92889917	0.9394359	0.98119444	0.9930456	0.9492235	0.94603944	0.9880368	0.9536396	0.97265023	0.8983485	0.78667486	0.9449689	0.9537104	0.8308903	0.9636338	0.88652366	0.8414386	0.91855884	0.84288496	0.91180027	0.94166505	0.74313235	0.8207476	0.80170715	0.9038067	0.9428353	0.95795244	0.8805248	0.9486132	0.90741044	0.8744291	0.91392803	0.79124916	0.88313293	0.8967501	0.8499958	0.94289714	0.9001621	0.81103605	0.7662728	0.8725083	0.9517559	0.7940145	0.8231073	0.8174668	0.9440129	0.91298795	0.9743649	0.8464508	0.8451419	0.91743577	0.86418194	0.926729	0.92122877	0.7588974	0.8106686	0.8636811	0.8797435	0.9340934	0.966939	0.8702743	0.8566264	0.879455	0.8539035	0.9452962	0.86939055	0.8862043	0.79675794	0.98019254	0.92455703	0.86720073	0.74837255	0.8541877	0.82278866	0.9210918	0.8077906	0.8798505	0.8951451	0.87067956	0.96384877	0.9483858	0.8083217	0.9229082	0.8057171	1.0	0.78491277	0.9254728	0.9275478	0.77865916	0.90846723	0.7880336	0.9041978	0.91704726	0.8705763	0.9771875	0.837582	0.84602404	0.78327805	0.7398995	0.8099576	0.8903024	0.82342	0.87790465	0.7594768	0.9101586	0.88769186	0.6669705	0.98717225	0.9446472	0.71035707	0.9742923	0.6726934	0.91983867	0.90181637	0.7360194	0.96031666	0.87283206	0.8427259	0.9394288	0.8952615	0.729616	0.9616008	0.7802243	0.8379718	0.7738569	0.7345996	0.70871836	0.98650473	0.81102586	0.9015995	0.0	0.8032996	0.8138187	0.7888449	0.74151814	0.9307902	0.96005535	0.82785374	0.9165768	0.9533542	0.95889026	0.9214513	0.91572154	0.9767523	0.65582836	0.9113127	0.7680149	0.9385635	0.73347694	0.785171	0.948951	0.9651986	0.9103809	0.86212075	0.88066757	0.9575742	0.8323969	0.8291056	0.96314216	0.8588301	0.895154	0.8434679	0.8253484	0.90630907	0.88120866	0.78949153	0.8896328
systeem/noun	0.9744159	0.77151597	0.90014875	0.8856552	0.9489544	0.9848375	0.9931783	0.96296424	0.9864803	0.98546875	0.96809554	0.9825176	0.97718257	0.83480066	0.93935055	0.93207836	0.84315264	0.9930502	0.9911612	0.9565968	0.9888267	0.98881006	0.9526063	0.98343664	0.9616485	0.8980639	0.9582055	0.8552558	0.95640475	0.86010194	0.9636341	0.76780057	0.9591072	0.89092755	0.9509809	0.96131253	0.949875	0.7588991	0.6125964	0.7667319	0.8930816	0.87283754	0.95780736	0.90284896	0.85411364	0.6328862	0.92008907	0.49331224	0.8895994	0.7957925	0.82319874	0.75540185	0.7871195	0.78113276	0.69473124	0.83161676	0.88441044	0.71850735	0.886475	0.9007426	0.9826593	0.9519562	0.9385419	0.7033539	0.8125961	0.74366534	0.78997153	0.9426139	0.79959524	0.82113814	0.88498545	0.8954456	0.7239679	0.7394129	0.82218796	0.73905575	0.774825	0.91207105	0.8481584	0.90160364	0.6256083	0.82647264	0.96106154	0.9693383	0.850837	0.93802625	0.86496717	0.71980536	0.8737359	0.93733925	0.9579748	0.8783053	0.8086538	0.9255532	0.958403	0.8893662	0.9152087	0.91681993	0.92792684	0.998171	0.81079227	0.8165252	0.78707737	0.5961595	0.7930796	0.9304543	0.731589	0.8138958	0.7269061	0.97227603	0.8706633	0.8744338	0.5616462	0.6946587	0.6625104	0.74498487	0.8084245	0.77847755	0.597731	0.7926152	0.7212055	0.9159096	0.8849082	0.8456589	0.9305345	0.92501783	0.7725443	0.7795785	0.91550547	0.9207672	0.87869203	0.93566835	0.82363373	0.9767374	0.8149873	0.86541545	0.6751178	0.8370112	0.9197546	0.7662266	0.86262333	0.8816742	0.9841652	0.7462938	0.9914982	0.8032996	0.0	0.8252764	0.8327379	0.79178905	0.77800095	0.8903605	0.77158535	0.75519407	0.8651489	0.93245935	0.7507292	0.84190845	0.95315427	0.8512422	0.9026811	0.8322444	0.9986651	0.8719896	0.72099304	0.84124976	0.88979167	0.7457417	0.84132445	0.8143267	0.9698089	0.7360537	0.79736304	0.89519835	0.84788877	0.75353134	0.75171226	0.76297987	0.6944599	0.83892906	0.88687307	0.9078552
tegenstander/noun	0.75477684	0.660746	0.6547421	0.91969633	0.7416444	0.86803085	0.9862682	0.626428	0.894465	0.89500606	0.95789796	0.9497307	0.96499866	0.86041427	0.7699008	0.92034227	0.8099808	0.94384015	0.96306455	0.8697642	0.95840424	0.95898575	0.933472	0.97732025	0.7016174	0.78046966	0.7883518	0.9971461	0.6081134	0.9514045	0.9104052	0.8273123	0.7717136	0.700481	0.73142254	0.89387804	0.7633734	0.8921768	0.8694186	0.7991822	0.8171428	0.8654399	0.8953136	0.7973026	0.8222202	0.8122765	0.64872473	0.77082926	0.9140583	0.85138047	0.92180926	0.84974396	0.71535856	0.70829093	0.7586464	0.76213396	0.8259715	0.7676002	0.5393974	0.8374541	0.9832202	0.96406496	0.82393074	0.79011136	0.76510704	0.848788	0.93307793	0.8581021	0.79223907	0.94231015	0.7151821	0.73082495	0.7252369	0.7930012	0.88391405	0.878024	0.7577131	0.8555608	0.62615645	0.95763165	0.7481301	0.91928214	0.8841707	0.88114125	0.8194188	0.79719645	0.74774057	0.82197994	0.828218	0.8961285	0.7149112	0.8516681	0.87492335	0.9298534	0.8928287	0.93367577	0.8115957	0.8269917	0.7303752	0.92259204	0.7587534	0.8466276	0.93870085	0.8107452	0.87509394	0.9077596	0.8341372	0.88243985	0.829736	0.87435544	0.7966483	0.8134916	0.7390223	0.7659712	0.8630048	0.89649075	0.87727946	0.7875377	0.88916254	0.8904747	0.78552926	0.6769664	0.85514736	0.7920907	0.8445217	0.9524625	0.79223156	0.93806416	0.52141607	0.92027074	0.6589828	0.59189427	0.93739986	0.9662372	0.85549843	0.8515466	0.91271365	0.78559196	0.6960558	0.7740579	0.9268348	0.76512796	0.97077477	0.897721	0.71176535	0.8138187	0.8252764	0.0	0.9433924	0.79766715	0.8689436	0.91544205	0.91581917	0.85465384	0.8954263	0.7803082	0.90787846	0.69508064	0.90347207	0.7226233	0.88379794	0.6754466	0.9605717	0.6749376	0.78184485	0.84078825	0.84956956	0.8149291	0.85706306	0.8326088	0.7181164	0.89411837	0.69007635	0.9575316	0.8444877	0.80174035	0.78187144	0.76128083	0.6819735	0.804077	0.77095693	0.87535626
tennis/noun	0.9189347	0.8606181	0.9142889	0.80905235	0.9538011	0.96964955	0.9636739	0.9293418	0.96619964	0.97475064	0.9357262	0.87751234	0.9728908	0.98662436	0.90967596	0.9576577	0.82739663	0.94605565	0.98594314	0.9074116	0.94588304	0.9727653	0.94271463	0.9755153	0.9467741	0.9574447	0.9373788	0.43586814	0.94557196	0.99304926	0.97646713	0.9441775	0.8286129	0.90724254	0.93858534	0.9615867	0.80382824	0.6473057	0.6274599	0.7743362	0.8622817	0.9017196	0.94805676	0.9189578	0.9341109	0.7650646	0.92359775	0.80416006	0.72142816	0.6438117	0.90934056	0.727782	0.7987219	0.8085791	0.7265073	0.81444687	0.8970427	0.9000141	0.850273	0.932952	0.9743541	0.9210274	0.9465936	0.7299569	0.89582884	0.7592664	0.90331817	0.90549666	0.84087425	0.7735772	0.74526894	0.8129798	0.87336093	0.9423892	0.7134457	0.7782618	0.81353384	0.78235877	0.84205	0.90942484	0.83796674	0.6318622	0.9491601	0.9224312	0.940346	0.8449596	0.94794595	0.74630684	0.73781824	0.9177175	0.94600177	0.95742196	0.759077	0.9375401	0.9142155	0.860457	0.8320292	0.93105155	0.65470743	0.9927726	0.6800502	0.93172705	0.69028836	0.7988119	0.836892	0.9101408	0.6752437	0.7659804	0.73187244	0.902043	0.95781386	0.8533484	0.83845747	0.71951413	0.73848027	0.856333	0.7670918	0.815634	0.9285277	0.9185979	0.8967539	0.86039066	0.99192166	0.9461705	0.9783849	0.9835725	0.5886326	0.9124641	0.85113746	0.8977619	0.92570937	0.89831173	0.8892206	0.9491164	0.8543407	0.83832127	0.9218962	0.9307182	0.75797987	0.65803933	0.81274456	0.91856134	0.9752133	0.6413982	0.9646396	0.7888449	0.8327379	0.9433924	0.0	0.803551	0.6960981	0.9517685	0.934653	0.85611	0.82309467	0.9132004	0.8345155	0.81847847	0.89760554	0.86464715	0.2500859	0.86927515	0.93058145	0.80308723	0.9009118	0.91607416	0.91165036	0.8452705	0.8086045	0.82779497	0.94195527	0.8895798	0.87273276	0.9263518	0.85695916	0.79678	0.87838995	0.87940514	0.7513554	0.7875812	0.8875944	0.94030833
terwijl/comp	0.7323179	0.7250006	0.64352584	0.9205509	0.72537386	0.8342737	0.95364606	0.8328466	0.80533624	0.897569	0.8202848	0.92181045	0.8547721	0.86708695	0.7123287	0.8078716	0.7267802	0.87706006	0.8901926	0.8704904	0.88337106	0.7363943	0.8502245	0.87079024	0.8883809	0.80816406	0.60516113	0.95938665	0.8382038	0.85329866	0.9290185	0.7505685	0.79218805	0.7681637	0.73674643	0.81246376	0.8059399	0.63054764	0.67406136	0.51488423	0.82980514	0.73633087	0.77771103	0.7131525	0.5968063	0.74892336	0.73125285	0.6113124	0.7873757	0.694033	0.8362205	0.686505	0.61786544	0.5310057	0.7228991	0.64037216	0.8113158	0.756873	0.7590983	0.8577342	0.86943185	0.74499583	0.8677155	0.6551922	0.7283857	0.5317589	0.6914582	0.82501787	0.6357032	0.73333126	0.7170038	0.68371713	0.64796174	0.6585552	0.7899576	0.5136548	0.783537	0.7545136	0.5639024	0.63657415	0.63699985	0.7182272	0.66535354	0.8009074	0.7270273	0.81773114	0.7728215	0.68400574	0.75013936	0.82110006	0.7306503	0.71206164	0.6306765	0.7061024	0.57252365	0.780266	0.7925065	0.8166204	0.732101	0.9172725	0.558058	0.6897775	0.70375144	0.63156945	0.6431631	0.73286617	0.7705646	0.7298624	0.6522491	0.64555514	0.7337904	0.7921938	0.64838576	0.6313983	0.6166612	0.60104	0.76812005	0.46905226	0.8144422	0.6378735	0.5834025	0.6975328	0.89259017	0.83329225	0.7410507	0.84059554	0.8000995	0.8019684	0.8059614	0.7647506	0.84425837	0.8134309	0.83222955	0.7432587	0.76572466	0.673651	0.77745897	0.81804806	0.6053952	0.7057955	0.80205905	0.8016006	0.72182786	0.6769607	0.87186193	0.74151814	0.79178905	0.79766715	0.803551	0.0	0.64549136	0.6028905	0.75217307	0.80371803	0.7909739	0.7012541	0.5705943	0.78592825	0.97068435	0.69056356	0.8512772	0.6804418	0.9096948	0.68337226	0.6793425	0.6880885	0.72243273	0.48344135	0.6111334	0.63916564	0.81608164	0.7120697	0.6166104	0.62703294	0.76604354	0.6368831	0.5868639	0.67024136	0.61555594	0.59647334	0.69460636	0.6721462
toch/adv	0.95232385	0.8921395	0.90178657	0.73853195	0.8799747	0.9180699	0.9961107	0.97390866	0.9307635	0.98742896	0.93130594	0.99877405	0.96771866	0.87861174	0.93550247	0.959038	0.93226373	0.9810763	0.98696953	0.9700851	0.9658511	0.9063413	0.9208934	0.9604266	0.95132023	0.96844953	0.89971566	0.9157059	0.967796	0.95426375	0.9534052	0.8547182	0.97506744	0.97733676	0.85761946	0.91021	0.8909689	0.4750718	0.46489984	0.32064933	0.7097101	0.63869876	0.93377614	0.834502	0.8150165	0.3902495	0.8524405	0.57703733	0.6195711	0.37096125	0.98206115	0.30489463	0.63433516	0.89865524	0.45175672	0.5552033	0.8088912	0.74178374	0.9067363	0.9286034	0.9524361	0.9296973	0.9220501	0.49717498	0.9680992	0.39487565	0.6714159	0.6850624	0.71013165	0.8127315	0.8879696	0.59332657	0.62405837	0.6729533	0.81416273	0.37931097	0.71547437	0.76686317	0.7034278	0.67068493	0.5692369	0.39251667	0.91335636	0.77310365	0.8803569	0.744925	0.95794606	0.490125	0.54287064	0.91580135	0.95858717	0.87120503	0.49135995	0.7858657	0.86009246	0.7582033	0.8997047	0.8308363	0.7761357	0.9625461	0.44518024	0.8775083	0.35991323	0.5375681	0.6323209	0.86840194	0.48563755	0.3866378	0.2693751	0.86252046	0.9000312	0.80056864	0.7015322	0.41923046	0.3008337	0.6806366	0.73974645	0.48244292	0.9458966	0.58792496	0.39787084	0.9245805	0.9984294	0.7525661	0.8817884	0.9563976	0.70672596	0.9103847	0.86942935	0.92432886	0.9699516	0.9845531	0.66057754	0.95187604	0.86480564	0.63383985	0.73644316	0.8871752	0.8542024	0.510419	0.901857	0.9703345	0.96958697	0.6118947	0.9162303	0.9307902	0.77800095	0.8689436	0.6960981	0.64549136	0.0	0.85789037	0.77196294	0.85710406	0.5560826	0.87859344	0.5220099	0.85816693	0.962359	0.82228017	0.7376684	0.772084	0.95828384	0.84230566	0.70561075	0.9301011	0.7306452	0.50521135	0.37266552	0.46847934	0.976644	0.8314615	0.4754851	0.72088325	0.66650724	0.5738596	0.70491743	0.772197	0.38758284	0.738868	0.8328918	0.95389754
toerist/noun	0.8092626	0.78703517	0.6580476	0.9514176	0.8604578	0.9833855	0.9517062	0.93176264	0.8734918	0.9281486	0.7996067	0.99308753	0.9863217	0.9222176	0.5965793	0.9280953	0.62837434	0.9042445	0.85661787	0.9565731	0.9496861	0.92597175	0.9262422	0.96395755	0.93743396	0.8954251	0.5339836	0.83216727	0.93715495	0.96456194	0.9652281	0.7556735	0.9567256	0.895279	0.7785056	0.9416318	0.9209882	0.76691246	0.86115086	0.8474604	0.87673974	0.86011773	0.94081044	0.79441917	0.8365289	0.87563	0.84796256	0.7270828	0.9196072	0.89518994	0.71688086	0.8210491	0.793179	0.81857705	0.8805459	0.91173244	0.9664859	0.8886767	0.88938695	0.88277763	0.92641944	0.96945345	0.92080164	0.930381	0.7641895	0.7925648	0.77543485	0.8138523	0.7859946	0.9509336	0.8799378	0.9023605	0.75162053	0.72449064	0.85122967	0.68179727	0.82231337	0.76407456	0.87485003	0.90430164	0.85895336	0.8610987	0.6202977	0.77001935	0.776587	0.9195331	0.9549879	0.83514434	0.8761523	0.9859127	0.8703245	0.64158696	0.84161854	0.79061824	0.751605	0.93382853	0.9071867	0.86456966	0.8964764	0.95349014	0.83829373	0.79719615	0.86350095	0.7707789	0.6987145	0.71633375	0.90605366	0.8166422	0.8390055	0.8572493	0.8567362	0.86517894	0.7620822	0.8853314	0.8269733	0.81037503	0.82129776	0.84033585	0.90499294	0.7224721	0.75461924	0.81847835	0.8805189	0.92822796	0.79954207	0.70238435	0.9594223	0.7584526	0.93311805	0.9373857	0.9480382	0.9379486	0.94799095	0.732757	0.908629	0.8172511	0.8685365	0.87563396	0.8519113	0.86224085	0.96040577	0.8932729	0.6753752	0.9470296	0.92450637	0.96005535	0.8903605	0.91544205	0.9517685	0.6028905	0.85789037	0.0	0.7086518	0.8231566	0.8676154	0.83257526	0.6945063	0.79082894	0.99175227	0.80882555	0.9272645	0.79002386	0.98615235	0.87820673	0.8014729	0.8816014	0.78385454	0.73642635	0.8753277	0.8356249	0.8985102	0.86874366	0.8137492	0.74503094	0.87931573	0.7781162	0.77639395	0.82764155	0.8959322	0.82038766	0.824543	0.80978644
