	13-jarige/adj	Albanees/noun	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Democraat/noun	Duitser/noun	Engelsman/noun	Iraans/adj	Javaan/noun	Kosovo_crisis/noun	Nederlander/noun	Syriër/noun	Tutsi/noun	Waal/noun	aartsvijand/noun	allebei/adv	allemaal/adv	alles/noun	ander/adj	ander/noun	armband/noun	baan_DIM/noun	baas/noun	begin/noun	begin/verb	bemin/verb	boek/noun	computer_spel_DIM/noun	criticus/noun	dagelijks/adj	destijds/adv	diep/adj	ding/noun	dirigent/noun	draadloos/adj	duif_liefhebber/noun	eeuwig/adj	eigenlijk/adj	erg/adj	etiket/noun	evenzeer/adv	feite/adv	fel/adj	film/noun	ga/verb	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	grinnik/verb	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	heel/adj	hier/adv	hoe/adj	hoe/noun	hoezeer/adv	huis_werk/noun	in/adv	inmiddels/adv	intellectueel/adj	intens/adj	islam/noun	jodendom/noun	joods/adj	journalist/noun	kater/noun	kerst/noun	kind/noun	klus/noun	koop/verb	kunst/noun	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	liberaal/adj	liefde/noun	luister/adj	maandag/noun	man/noun	medium/noun	meest/adj	mens/noun	meute/noun	middelmaat/noun	misschien/adv	modern/adj	moeder/noun	moslim/noun	namaak/noun	namelijk/adv	natuurlijk/adj	niet/adv	nooit/adv	nuchterheid/noun	on_versneden/adj	onderonsje/noun	onderwijs/noun	ongelijkheid/noun	ons/noun	oorlog/noun	opgesloten/adj	oprichter/noun	opzettelijk/adj	oud/adj	overigens/adv	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	reden/noun	regel_DIM/noun	regelrecht/adj	religieus/adj	romantisch/adj	schoen/noun	schop/verb	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	steeds/adv	steun/verb	strafschop/noun	stuk_DIM/noun	super_held/noun	systeem/noun	talentvol/adj	tegenstander/noun	tegenwoordig/adj	tennis/noun	tevoren/adv	toch/adv	toestand/noun	trend/noun	tuig/noun	tv/noun	type/noun	ultra_orthodox/adj	vader/noun	varken/noun	vecht/verb	verdwaal/verb	vergadering/noun	verhuis/verb	verlies/verb	verrekt/adj	vervloek/verb	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vrouw/noun	waarom/adv	waarschijnlijk/adj	wantrouw/verb	wereld/noun	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	zeg/verb	zelfs/adv	zeur/verb	zo/adv	zwart/adj
type/noun	0.97411877	0.93407845	0.8959844	0.980179	0.95105016	0.95816123	0.90901166	0.9305854	0.93574035	0.9892175	0.9981963	0.89490175	0.99044794	0.98882	0.9790664	0.9567011	0.903326	0.89001125	0.9456792	0.94131815	0.92285925	0.97558486	0.9696438	0.91320956	0.9216535	0.9159959	0.9900171	0.8725296	0.9857386	0.92639005	0.8755035	0.8731618	0.87223816	0.9301428	0.95226055	0.9836289	0.9932189	0.89252764	0.9087387	0.8601459	0.92792517	0.945794	0.9266281	0.92713255	0.8816872	0.90038055	0.9595681	0.97685397	0.9947341	0.904801	0.92682725	0.9014308	0.96205986	0.9477309	0.9560023	0.95037776	0.9697783	0.9230415	0.9098567	0.9289964	0.96237427	0.97562075	0.9567436	0.83183473	0.85260665	0.94767654	0.94045484	0.96664	0.99470705	0.93601906	0.9056606	0.97154707	0.94777375	0.9138361	0.94352704	0.838627	0.92806786	0.90144116	0.9209196	0.90470123	0.9627731	0.9063697	0.94566077	0.93119186	0.9658899	0.93385714	0.9254271	0.9515126	0.9043554	0.84896004	0.9562461	0.9918064	0.9222268	0.86769354	0.91141	0.9387967	0.95423967	0.9240599	0.8544364	0.9516322	0.9072843	0.9839254	0.9543949	0.95094794	0.9241374	0.99174535	0.93194413	0.92951393	0.9593841	0.8967152	0.96284145	0.8206174	0.87717164	0.9427024	0.9266789	0.90925235	0.9381655	0.95936966	0.92461294	0.946717	0.9663128	0.95834744	0.9743845	0.9357487	0.9475494	0.9528008	0.9140911	0.99536324	0.963153	0.95027393	0.92708266	0.9028301	0.9422867	0.9309492	0.8973614	0.93959063	0.93388635	0.9026307	0.9385469	0.9226879	0.9338975	0.914196	0.971359	0.90546024	0.9559634	0.9398115	0.8823934	0.95398456	0.9897135	0.94573027	0.9533316	0.9382049	0.9642054	0.9131281	0.0	0.99909323	0.891733	0.9166998	0.9298642	0.95197284	0.9425408	0.9053669	0.9001685	0.96869653	0.9814479	0.9438709	0.9047334	0.95109636	0.9589725	0.9161629	0.90951824	0.9753523	0.9473901	0.91949695	0.8997008	0.8467069	0.95714635	0.88018405	0.9220431	0.90093386	0.9303745	0.97535205	0.92015374	0.88206565	0.9020189	0.9593534	0.9749068	0.8902724
ultra_orthodox/adj	0.99809825	0.9885464	0.9631898	0.9986564	0.79544973	0.9879762	0.99154794	0.9945998	0.93823737	0.92800987	0.9968114	0.9682346	0.9501186	0.9561401	0.99208915	0.9305739	0.9943667	0.990344	0.9956105	0.9364559	0.99827516	0.95495677	0.99991065	0.9996505	0.9898873	0.9725507	0.9955507	0.9909801	0.99993664	0.96790177	0.96309745	0.9571326	0.977142	0.9933153	0.9995435	1.0	0.99930024	0.9637678	1.0	1.0	0.98811877	0.9977948	0.9564619	0.9558251	0.99560446	0.9964142	0.9830736	0.9999651	0.91969997	0.91871834	0.9129343	0.978966	1.0	0.99951977	0.9996293	0.975709	0.99907935	0.9868633	0.9400812	0.98882335	0.99366426	0.9403148	0.9985849	0.969269	0.95766073	0.9781065	0.9998247	0.9519459	0.93255496	0.80457455	0.9543634	1.0	0.9998737	0.9820817	1.0	0.97202617	0.9973067	0.9873245	0.9854024	0.9563246	0.9901664	0.9836282	0.98205954	0.99939674	0.9900567	0.97949415	0.9793568	0.95038325	0.9433669	0.9508066	1.0	0.9918189	0.98962754	0.9785285	0.98710626	0.9358385	0.9860649	0.97205925	0.9985381	0.99859595	0.9847878	1.0	0.98158324	1.0	0.99697703	0.9889399	0.951426	0.95952916	0.9685469	0.99356514	0.96437955	0.9805149	0.97625536	0.9950545	1.0	0.9606575	0.94993114	0.9989601	0.92549056	0.9979455	0.8571521	0.9353566	0.989244	0.98381793	0.9802504	0.98294115	0.95617706	0.9962446	0.9517279	0.89065087	0.9998997	0.99455285	0.99011093	1.0	0.9917283	0.97978646	0.94118434	0.87456995	0.9911271	0.925852	0.99754745	0.9958831	0.99043936	0.9966143	0.99421996	0.9762373	0.97318834	0.9998961	0.97482044	1.0	0.9793578	0.99515015	0.96012217	0.9864615	0.99909323	0.0	0.97026527	0.9813851	0.95452064	0.98294497	0.9864254	0.9862034	0.98472327	1.0	0.9696539	0.92591155	0.9930538	0.9203347	0.9845809	0.98564	0.9657181	0.8405067	0.97750044	0.9900295	0.9743406	0.96571386	0.93620086	0.9448288	0.9943764	0.9450268	0.99089587	0.9745108	0.91949546	0.9465065	0.96957994	0.99998116	1.0	0.96009016
vader/noun	0.82201266	0.90643823	0.7291803	0.9663007	0.93539196	0.89038056	0.7586393	0.8178947	0.8586859	0.98289907	0.96980536	0.77076936	0.89791924	0.95769984	0.94095004	0.92090416	0.8649188	0.88029855	0.89004725	0.9243669	0.88953704	0.96690357	0.8969825	0.826524	0.8216937	0.7358825	0.9297064	0.78799593	0.962424	0.84387136	0.92623395	0.7568242	0.85912997	0.87847316	0.8025033	0.9684191	0.9817283	0.8596685	0.868252	0.8690771	0.9516874	0.93478465	0.90327287	0.88193715	0.771518	0.90019023	0.9538447	0.9954447	0.99366206	0.8855906	0.8786323	0.88228756	0.96632934	0.9088021	0.97717226	0.9228075	0.9296146	0.9180489	0.8725104	0.8646904	0.9005042	0.92963386	0.9530729	0.9307472	0.73121035	0.9026754	0.90179145	0.8539725	0.95535403	0.7914707	0.7555366	0.9259523	0.93681	0.85921663	0.9277621	0.83379877	0.88312656	0.7513613	0.8988475	0.9348273	0.9278215	0.7943245	0.8562316	0.7707212	0.94265014	0.8260868	0.6994558	0.87746966	0.9035113	0.98380727	0.9860948	0.9807899	0.8716276	0.84169805	0.53071004	0.86575943	0.99333525	0.8357813	0.8583496	0.96768045	0.8373887	0.95770764	0.99409884	0.9453273	0.93565243	0.981006	0.89461535	0.8106261	0.9169096	0.75799334	0.9242939	0.8050491	0.8465167	0.9381065	0.95677006	0.813558	0.95331216	0.88841736	0.85413325	0.8302108	0.8082588	0.7483187	0.95668477	0.86464804	0.9383535	0.9050785	0.86511815	0.9722051	0.941042	0.87085676	0.8681239	0.9103945	0.8796945	0.8510051	0.8953995	0.8911525	0.86146843	0.90337336	0.8691371	0.834979	0.94240266	0.9169263	0.9087896	0.9377648	0.9052913	0.9055013	0.8712577	0.9433498	0.9352547	0.9147034	0.8564009	0.9203255	0.9678799	0.9046562	0.891733	0.97026527	0.0	0.96443594	0.84752166	0.9440194	0.91915244	0.76188314	0.92014897	0.99337995	0.94769406	0.8484906	0.8926703	0.8874895	0.9113665	0.81794864	0.8413917	0.8899401	0.88760895	0.6338056	0.8242708	0.836934	0.96127224	0.86071074	0.93026996	0.77379286	0.69747776	0.899999	0.94385225	0.668027	0.896909	0.93666804	0.95853525	0.82320076
varken/noun	0.98147047	0.8682664	0.914604	0.99442816	0.91596854	0.96395296	0.9447551	0.93108124	0.9490162	0.9737139	0.982292	0.83291036	0.97219056	0.9209	0.9663347	0.98364717	0.94837916	0.95092815	0.97837037	0.9580818	0.98749757	0.93462145	0.9748268	0.96946687	0.9402101	0.9536464	0.97707677	0.93333673	0.9827028	0.97145826	0.81994003	0.92833817	0.9418587	0.9710706	0.97522813	0.9738657	0.9695475	0.9675471	0.95155257	0.98168904	0.9705044	0.97244614	0.94681484	0.9669505	0.95281446	0.93581265	0.8721194	0.96288604	0.9868665	0.98392874	0.95295477	0.95986074	0.9932455	0.9958836	1.0	0.95712084	0.9991508	0.9548173	0.94997734	0.9924088	0.96338725	0.9929462	0.9884415	0.6867733	0.80884707	0.98365605	0.96709985	0.9550819	0.9788216	0.9160446	0.9363822	0.9638681	0.98331964	0.8438469	0.95647514	0.82412326	0.96533567	0.9650748	0.98538655	0.8459584	0.98629254	0.9766956	0.97556704	0.97306687	0.9908509	0.9401522	0.8373902	0.9771174	0.9555249	0.62995195	0.9737105	0.9826804	0.9538078	0.94914055	0.949548	0.8769778	0.972301	0.9516425	0.9463381	0.9530856	0.98623556	0.98179615	0.99591005	0.97693616	0.9202149	0.97645366	0.9392032	0.94224465	0.96120334	0.96701765	0.9469053	0.87081003	0.94834393	0.9745607	0.9862716	0.9552342	0.9646132	0.91713756	0.9840266	0.98056114	0.960696	0.98386145	0.987479	0.93037856	0.9262417	0.95757604	0.98262924	0.99167407	0.9627492	0.9671595	0.97107494	0.9391314	0.97748494	0.976403	0.9218625	0.9626581	0.94079334	0.8634057	0.96046185	0.9475479	0.982864	0.95364493	0.99460703	0.9387845	0.98706067	0.97560227	0.96625954	0.96673673	0.98325044	0.9869052	0.9612919	0.9628192	0.9196931	0.94098896	0.9166998	0.9813851	0.96443594	0.0	0.94367534	0.9838074	0.93693984	0.94465744	0.90097404	0.9708957	0.99310976	0.958548	0.9662123	0.94996226	0.9655904	0.9229626	0.9721037	0.9625317	0.9693963	0.93396384	0.96155703	0.94661725	0.9655436	0.94531536	0.9782615	0.95773315	0.93405735	0.97729903	0.9089417	0.9705695	0.92266494	0.97083163	0.9860026	0.94511354
vecht/verb	0.92049575	0.8697522	0.8166292	0.97305274	0.8601711	0.9644419	0.88280475	0.903142	0.8994797	0.9208693	0.9601056	0.876521	0.9219434	0.94926167	0.9335868	0.88341695	0.9119717	0.88406324	0.8966578	0.8771635	0.9276712	0.94559884	0.94973195	0.8716126	0.8627824	0.8393951	0.97522175	0.9053184	0.97694665	0.93015707	0.91390765	0.85749567	0.8978597	0.9463155	0.9188502	0.9868462	0.9959353	0.87063456	0.90162843	0.92976457	0.9635192	0.93833584	0.8948163	0.88797265	0.9122444	0.9110212	0.97857773	0.9824336	0.9729436	0.93519765	0.8282765	0.92834795	0.97180146	0.9464725	0.95083	0.91931057	0.97460324	0.962141	0.8868922	0.963912	0.95508623	0.91483974	0.9717936	0.9241559	0.84971845	0.94049627	0.94286007	0.85590345	0.96156263	0.8871341	0.859862	0.9186285	0.93061084	0.9357242	0.9479487	0.88364214	0.9307368	0.9034188	0.9518419	0.84148866	0.94130504	0.8838333	0.89945084	0.9202154	0.96707827	0.900345	0.8728567	0.92279947	0.8253458	0.94334674	0.9744162	0.9844114	0.89465195	0.89692795	0.87526304	0.8180133	0.9775408	0.90566176	0.8982785	0.93082523	0.9103289	0.9952953	0.96898973	0.9488771	0.9607653	0.954562	0.9144565	0.7204467	0.90440077	0.8949057	0.9405343	0.9131989	0.8906309	0.9621782	0.9614932	0.88600063	0.9446869	0.87851936	0.8937432	0.9153427	0.8698383	0.789666	0.9773719	0.94803816	0.96110857	0.932013	0.89263374	0.98736775	0.9202545	0.8591227	0.940059	0.9370469	0.94091654	0.9505358	0.9182274	0.9373558	0.8676464	0.8777411	0.85466325	0.779389	0.9244341	0.9474887	0.9281187	0.92719376	0.94494873	0.86530304	0.892657	0.94720507	0.93849397	0.9135439	0.86044514	0.9517032	0.96245414	0.93181074	0.9298642	0.95452064	0.84752166	0.94367534	0.0	0.9395938	0.9263483	0.86963606	0.8933698	0.97616005	0.9240217	0.83260036	0.8929915	0.8564426	0.9581918	0.89359945	0.902549	0.8211447	0.8614419	0.8825988	0.90820456	0.90550977	0.8326596	0.90607715	0.9346359	0.9174397	0.8008746	0.88219064	0.86646307	0.8506055	0.8874183	0.9754692	0.9791758	0.8867293
verdwaal/verb	0.9701725	0.96615964	0.9354448	0.9946963	0.9614859	0.9662082	0.95665556	0.95542437	0.9622382	0.9267017	0.9545397	0.9403794	0.98872703	0.9840365	0.9590392	0.97496265	0.9444709	0.98031855	0.98491	0.9522222	0.99456435	0.9748638	0.9810144	0.9531579	0.9538762	0.9202685	0.9945315	0.9362384	0.9829067	0.98070645	0.9559945	0.9558302	0.9428715	0.97989255	0.95813644	0.9931405	0.9964744	0.9068881	0.9839145	0.9841436	0.9568271	0.9262748	0.94340974	0.9728917	0.9600882	0.96608746	0.9832759	0.95607996	0.9839595	0.98747665	0.94533396	0.9351775	0.99839205	0.9734976	0.98323023	0.95268327	0.9952971	0.94342685	0.94873965	0.99030864	0.9820212	0.91410494	0.98374355	0.97896284	0.9369289	0.96651745	0.9579266	0.932118	0.9916755	0.9664073	0.9587515	0.9762453	0.94981337	0.9910856	0.9943189	0.9609683	0.9557274	0.9680209	0.9777368	0.9457576	0.9332117	0.9522933	0.96421355	0.9832219	0.9730128	0.96063805	0.97114927	0.9837739	0.94490033	0.9772594	0.91844124	0.9809378	0.95990056	0.94602543	0.97973454	0.9325153	0.9516671	0.9487941	0.99040514	0.9563049	0.98421293	0.9916938	0.979695	0.97476	0.9688907	0.96478695	0.95196396	0.95421875	0.93955547	0.95014715	0.9542925	0.985223	0.98250115	0.9601262	0.980793	0.98277956	0.9875115	0.95977616	0.9835743	0.9533542	0.95784646	0.9678721	1.0	0.9496966	0.95147425	0.98731	0.97833234	0.96828866	0.9649877	0.92029	0.96962565	0.9865247	0.9302846	0.95923024	0.92820615	0.96120083	0.9576121	0.9582321	0.9719188	0.9528945	0.98313093	0.9232294	0.95652235	0.9774235	0.9914955	0.97847676	0.9360478	0.98816705	0.9840167	0.99590945	0.9334923	0.98891073	0.9809082	0.98522544	0.95197284	0.98294497	0.9440194	0.9838074	0.9395938	0.0	0.97017264	0.94087285	0.9768964	0.96640944	0.9764319	0.92402846	0.97099376	0.94847184	0.96346724	0.98195004	0.9617904	0.95952165	0.9106234	0.9514873	0.93027246	0.95695746	0.9678658	0.93233323	0.984656	0.94955415	0.9198496	0.91570044	0.97035265	0.95964086	0.96172917	0.98904485	0.9984939	0.93190414
vergadering/noun	0.9807625	0.96392196	0.93423474	0.97798616	0.97082335	0.96806544	0.947311	0.9666526	0.93623674	0.9963944	0.9837137	0.93285584	0.9603225	0.9932609	0.95768505	0.9390378	0.90832967	0.930707	0.94113743	0.9310523	0.94065917	0.9957031	0.97832763	0.8760292	0.88750887	0.8430378	0.966572	0.9372906	0.9968594	0.92482316	0.90288764	0.8863767	0.9089343	0.9823994	0.96262133	0.9625597	0.9521091	0.95276	0.9399812	0.9119195	0.9446701	0.96270424	0.94910717	0.9111783	0.95642984	0.89450425	0.96867895	0.9905193	0.98091173	0.95810735	0.95860404	0.96346563	0.9451483	0.97022015	0.9965034	0.9741963	0.9789296	0.9285538	0.9367211	0.9790274	0.96280605	0.98754203	0.93847686	0.9394246	0.8552276	0.96679986	0.9435976	0.94124675	0.9838346	0.9238491	0.9360684	0.957531	0.9699725	0.95121247	0.9654383	0.8907724	0.9534992	0.92490876	0.9467495	0.9210229	0.9469445	0.9373375	0.8639351	0.95950717	0.968792	0.8393992	0.94550127	0.906427	0.9536918	0.9480413	0.9708947	0.99614376	0.93187624	0.934285	0.9210295	0.9409483	0.97493696	0.9105536	0.942775	0.95012957	0.9675239	0.9919175	0.98502916	0.9597405	0.9360682	0.9805886	0.9336804	0.9349569	0.94546616	0.890513	0.9560586	0.92308784	0.9031737	0.9573861	0.99422115	0.9221083	0.9622998	0.965328	0.9103686	0.98814934	0.8844281	0.88075966	0.97493124	0.96272904	0.9733652	0.96628875	0.8589179	0.97279537	0.9651347	0.9644142	0.9731061	0.9078758	0.9442154	0.95207727	0.9474587	0.9596645	0.9343594	0.91470057	0.91659987	0.81579065	0.9636502	0.9303356	0.9984499	0.9063192	0.9765884	0.8928306	0.9258863	0.9618002	0.935702	0.9676321	0.90858734	0.9358758	0.98348117	0.9349501	0.9425408	0.9864254	0.91915244	0.93693984	0.9263483	0.97017264	0.0	0.8652437	0.9146024	1.0	0.9717261	0.89911383	0.9360312	0.95444196	0.8991182	0.8334584	0.9012984	0.9289715	0.93276715	0.9425119	0.9220009	0.8870979	0.9359588	0.9490631	0.9420746	0.87857795	0.8952512	0.9534468	0.89882153	0.83899784	0.92394567	0.96848875	0.9788274	0.92198646
verhuis/verb	0.9011526	0.9400381	0.85279363	0.9248264	0.95777243	0.9184792	0.84983337	0.87208056	0.92309386	0.9344937	0.98749065	0.83714736	0.9602426	0.914321	0.9313923	0.93946713	0.8606048	0.8933272	0.9003661	0.9543597	0.91101915	0.9643167	0.9240096	0.8494387	0.7836723	0.6276057	0.9825998	0.82539505	0.95602	0.88507414	0.8697238	0.80113685	0.8750909	0.93250734	0.8843173	0.94826704	0.9562889	0.9105679	0.86801744	0.8788181	0.92832416	0.92743486	0.9090879	0.84797215	0.8501588	0.85466754	0.9544017	0.9826168	0.96663314	0.92534065	0.9120436	0.904137	0.9917129	0.9360649	0.98026717	0.96159315	0.9736942	0.90761584	0.83969975	0.93832237	0.94020194	0.9595366	0.9516175	0.88945574	0.8359196	0.936904	0.9356913	0.9405614	0.93666476	0.8099226	0.8570702	0.88981557	0.9132922	0.8930941	0.9083927	0.7505028	0.8563597	0.8648263	0.9336419	0.9011826	0.8883955	0.8478404	0.88546985	0.86367995	0.9551333	0.84924513	0.87595063	0.9482361	0.9325756	0.9210735	0.98492926	0.9483683	0.89592975	0.85502076	0.8504504	0.92705303	0.9665853	0.83937687	0.90382785	0.9750056	0.9263474	0.960037	0.96960485	0.89028996	0.8854732	0.9465878	0.90911853	0.84240127	0.93123233	0.8290037	0.9470564	0.805515	0.8547716	0.89747715	0.9494339	0.91404384	0.9349669	0.8777557	0.8966321	0.9345667	0.9052272	0.88561076	0.9895084	0.9042057	0.9302122	0.91413844	0.8787542	0.9751075	0.93305314	0.9133097	0.89975667	0.9133134	0.85029435	0.93031514	0.87824184	0.9099047	0.83957076	0.809032	0.92923963	0.87926596	0.86924446	0.8702831	0.97507054	0.9032969	0.8761312	0.83626914	0.8543766	0.9360424	0.96697205	0.9107607	0.8839244	0.90542173	0.9303427	0.90826213	0.9053669	0.9862034	0.76188314	0.94465744	0.86963606	0.94087285	0.8652437	0.0	0.8225517	0.97314453	0.9490485	0.89681447	0.80064017	0.8759717	0.88860774	0.8851694	0.87673175	0.91629153	0.9122397	0.88308	0.88723916	0.8372566	0.96580887	0.9166875	0.90781826	0.89672965	0.6173288	0.9300138	0.8788149	0.87594914	0.90072596	0.9502359	0.9671772	0.8679217
verlies/verb	0.9512364	0.92814016	0.8078955	0.9443956	0.95878994	0.93912524	0.78534925	0.83308154	0.9550269	0.9939741	0.99086815	0.7722752	0.97361255	0.9754581	0.8724902	0.9272716	0.8491734	0.9225775	0.91968685	0.9530408	0.92762905	0.97633827	0.93484026	0.8331034	0.85288024	0.88160163	0.9844148	0.9214144	0.95243365	0.9491331	0.8879161	0.8385334	0.8500817	0.9596284	0.95604223	0.97610646	0.98377675	0.91613674	0.8968273	0.88892776	0.97571486	0.93217254	0.9349532	0.8642498	0.9468947	0.7468899	0.9753234	0.9866808	0.9920501	0.9208219	0.9439742	0.8729648	0.9757931	0.9675021	0.9903488	0.95928276	0.97932166	0.9032417	0.914589	0.9461561	0.9639918	0.9670785	0.95583856	0.718341	0.7851638	0.979779	0.95661217	0.96955067	0.9851246	0.92276394	0.9301207	0.8753232	0.9489904	0.8573435	0.84153664	0.73996353	0.93151164	0.91729784	0.9406137	0.89790016	0.95814735	0.9121316	0.92163926	0.9462155	0.9820702	0.8368809	0.8488891	0.9298143	0.9010657	0.881057	0.9843137	0.9559104	0.90500367	0.95065457	0.8999185	0.9338963	0.9793446	0.8626491	0.9004214	0.938556	0.907741	0.97718763	0.99101853	0.8988443	0.86584806	0.9883859	0.88080454	0.9394349	0.9694781	0.92137396	0.9402697	0.8841886	0.8062773	0.9365031	0.9447624	0.9075914	0.9742805	0.9524976	0.944174	0.97272223	0.93751675	0.9429679	0.99147207	0.9470748	0.9678265	0.94293076	0.8811146	0.9833744	0.937417	0.9583654	0.9633654	0.9254451	0.9192749	0.9367703	0.91465354	0.9596424	0.8718395	0.8853723	0.8996322	0.89943933	0.75433594	0.91313696	0.9822373	0.9099163	0.9157552	0.7508093	0.9072107	0.8762307	0.95477605	0.8993686	0.9195021	0.90432876	0.95982426	0.94072837	0.9001685	0.98472327	0.92014897	0.90097404	0.8933698	0.9768964	0.9146024	0.8225517	0.0	0.97993195	0.96878356	0.95422584	0.8085645	0.93973345	0.95776474	0.9027111	0.94048786	0.9240937	0.9622032	0.834036	0.92061806	0.8415825	0.9675005	0.9100301	0.9160674	0.93098366	0.911066	0.9590318	0.9090149	0.91789114	0.6160759	0.9519243	0.9769069	0.8487995
verrekt/adj	0.9718517	1.0	0.9987121	0.98768294	0.94048643	1.0	0.9983722	0.97629154	1.0	1.0	0.9607666	0.984947	1.0	0.9640262	1.0	0.9674797	0.9731656	0.9845435	1.0	0.9957742	1.0	1.0	0.9819075	0.98250437	0.9806542	0.9823841	1.0	0.9950703	0.9994124	0.99011105	0.9767209	0.962778	0.9926427	0.97908634	0.99183965	1.0	1.0	0.99846804	0.9969241	1.0	0.99157465	0.97057176	0.9743519	0.98874193	0.9912695	0.99891627	1.0	1.0	0.99020815	0.9937166	0.9966774	0.96448183	1.0	0.9904978	1.0	0.9592317	1.0	1.0	1.0	1.0	0.99893457	0.9943598	0.998614	0.98389405	0.95489705	1.0	1.0	1.0	0.9676595	0.972096	0.9894219	0.9779915	0.96350014	0.97836727	0.975771	0.9856195	1.0	0.9944261	0.98620796	0.99717706	0.98144376	0.9965514	0.99882627	0.9941525	0.99856985	0.98972553	0.9974215	0.99398834	0.97901833	0.9806139	1.0	0.94567776	1.0	1.0	1.0	1.0	1.0	0.97947556	0.9881103	0.9844798	0.98144895	1.0	1.0	0.96522707	0.998439	1.0	1.0	0.97260064	0.9993207	0.98712766	0.97134674	0.9914603	0.98090905	0.9978128	0.96759474	0.9671244	0.99807143	1.0	0.9909486	1.0	0.99194753	0.9848557	1.0	0.9978492	0.9865233	1.0	0.99839365	1.0	0.9303982	1.0	1.0	1.0	0.9716617	1.0	0.97852916	0.9978322	0.99934006	0.9866051	0.98128664	1.0	0.9795366	0.9969075	1.0	0.99461144	0.98792857	0.9530677	0.9707254	1.0	0.97420824	0.9924936	1.0	1.0	1.0	0.999754	0.96869653	1.0	0.99337995	0.9708957	0.97616005	0.96640944	1.0	0.97314453	0.97993195	0.0	0.9597469	0.9785237	0.9733549	1.0	0.9930169	0.9979209	0.9937957	0.99674404	1.0	0.9990803	0.979731	1.0	1.0	1.0	0.9881561	0.9819748	0.9829878	0.9903608	0.98024297	0.98741376	0.9934666	0.9572824	0.9973517	0.991538
vervloek/verb	0.9648796	0.9774995	0.93306184	0.9956356	0.9440486	0.98561066	0.94853187	0.9591485	0.9785598	1.0	0.9784157	0.94588244	0.89381933	0.9381739	0.97048616	0.87191767	0.9683932	0.99700034	0.9841402	0.98599803	0.99925804	0.960353	0.95126426	0.9365134	0.9519851	0.9339181	0.86681473	0.969455	0.9997625	0.9799973	0.9785332	0.9299628	0.9693421	0.99067974	0.98469836	0.98143476	0.9989308	0.92998135	0.95757234	0.95268285	0.9754427	0.99096644	0.94502133	0.97910297	0.9711366	0.9808148	0.9950175	1.0	0.93136555	0.96764	0.97230935	0.9722114	0.9721874	0.9756004	0.9206093	0.9752878	0.8858595	0.98696834	0.9879335	0.930591	0.9840766	0.919262	0.9809972	0.9854437	0.9565515	0.99097484	0.96887624	0.9554443	0.9755211	0.9325054	0.9796286	0.9881015	0.9830116	0.9616852	0.9885566	0.9531593	0.98221415	0.96069217	0.96382564	0.9872168	0.9904656	0.91262555	0.98971367	0.9232562	0.9802507	0.96846575	0.9437732	0.95703495	0.91004	0.9960649	0.98515636	0.99392	0.9367171	0.9704679	0.9346791	0.9561678	0.9927657	0.96881884	0.9629083	0.9835309	0.975225	0.98956007	0.97566575	0.95867777	0.996607	0.949455	0.95763505	0.9386063	0.95078504	0.9247198	0.9782605	0.98240143	0.9728275	0.9803719	0.98380476	0.93745023	0.9893816	0.9838	0.9720697	0.9097976	0.92549485	0.93384314	1.0	0.92684597	0.93483293	0.9952784	0.98501694	0.95130986	0.94919676	0.93695056	0.99202543	0.9811178	0.96270597	0.9666245	0.9839692	0.9876822	0.94722205	0.97594404	0.96814984	0.9310422	0.976788	0.98678553	0.9829045	0.9813765	0.93598384	0.97314906	0.94563854	0.99207246	0.9452388	0.9963298	0.976634	0.9927561	0.9821591	0.9777378	0.9814479	0.9696539	0.94769406	0.99310976	0.9240217	0.9764319	0.9717261	0.9490485	0.96878356	0.9597469	0.0	0.8750062	0.97893083	0.9794073	0.9829532	0.9545783	0.9705059	0.95536005	0.9879701	0.95443016	0.9692839	0.94759923	0.9468182	0.96884227	0.985014	0.97517765	0.9528094	0.9575028	0.9396618	0.9440308	0.9610779	0.96671855	0.9960548	0.95741624
