	13-jarige/adj	Albanees/noun	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Democraat/noun	Duitser/noun	Engelsman/noun	Iraans/adj	Javaan/noun	Kosovo_crisis/noun	Nederlander/noun	Syriër/noun	Tutsi/noun	Waal/noun	aartsvijand/noun	allebei/adv	allemaal/adv	alles/noun	ander/adj	ander/noun	armband/noun	baan_DIM/noun	baas/noun	begin/noun	begin/verb	bemin/verb	boek/noun	computer_spel_DIM/noun	criticus/noun	dagelijks/adj	destijds/adv	diep/adj	ding/noun	dirigent/noun	draadloos/adj	duif_liefhebber/noun	eeuwig/adj	eigenlijk/adj	erg/adj	etiket/noun	evenzeer/adv	feite/adv	fel/adj	film/noun	ga/verb	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	grinnik/verb	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	heel/adj	hier/adv	hoe/adj	hoe/noun	hoezeer/adv	huis_werk/noun	in/adv	inmiddels/adv	intellectueel/adj	intens/adj	islam/noun	jodendom/noun	joods/adj	journalist/noun	kater/noun	kerst/noun	kind/noun	klus/noun	koop/verb	kunst/noun	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	liberaal/adj	liefde/noun	luister/adj	maandag/noun	man/noun	medium/noun	meest/adj	mens/noun	meute/noun	middelmaat/noun	misschien/adv	modern/adj	moeder/noun	moslim/noun	namaak/noun	namelijk/adv	natuurlijk/adj	niet/adv	nooit/adv	nuchterheid/noun	on_versneden/adj	onderonsje/noun	onderwijs/noun	ongelijkheid/noun	ons/noun	oorlog/noun	opgesloten/adj	oprichter/noun	opzettelijk/adj	oud/adj	overigens/adv	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	reden/noun	regel_DIM/noun	regelrecht/adj	religieus/adj	romantisch/adj	schoen/noun	schop/verb	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	steeds/adv	steun/verb	strafschop/noun	stuk_DIM/noun	super_held/noun	systeem/noun	talentvol/adj	tegenstander/noun	tegenwoordig/adj	tennis/noun	tevoren/adv	toch/adv	toestand/noun	trend/noun	tuig/noun	tv/noun	type/noun	ultra_orthodox/adj	vader/noun	varken/noun	vecht/verb	verdwaal/verb	vergadering/noun	verhuis/verb	verlies/verb	verrekt/adj	vervloek/verb	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vrouw/noun	waarom/adv	waarschijnlijk/adj	wantrouw/verb	wereld/noun	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	zeg/verb	zelfs/adv	zeur/verb	zo/adv	zwart/adj
systeem/noun	0.9805209	0.9609926	0.93178374	0.96305	0.9577791	0.97719175	0.9546815	0.9581655	0.97000796	0.9858455	0.9927162	0.8942256	0.99538636	0.99345076	0.9772993	0.97032624	0.922583	0.9285948	0.9459181	0.90317684	0.9429193	0.9921356	0.994968	0.9063681	0.8974256	0.88889027	0.9885631	0.90210116	0.9906577	0.90424037	0.90047854	0.9006625	0.9288207	0.9369863	0.9864293	0.907768	0.9688853	0.9592082	0.91435826	0.89266014	0.9343245	0.9445852	0.88176364	0.9176736	0.9632619	0.8938417	0.99499625	0.9941869	0.9869234	0.95604867	0.9433493	0.8718877	0.9582645	0.9888942	1.0	0.99043894	0.9915646	0.9240879	0.9340266	0.9595303	0.9859105	0.97938895	0.9587494	0.8753214	0.88510436	0.94594556	0.9765306	0.95685554	0.9927526	0.9458343	0.9121013	0.97706926	0.92063856	0.9356985	0.9290949	0.8601563	0.9416092	0.9378793	0.96519196	0.8826019	0.9799766	0.89819753	0.9245822	0.9572558	0.9874965	0.9481882	0.9403345	0.902735	0.88543934	0.91126597	0.9882525	0.9860114	0.8671098	0.890312	0.9626936	0.95612633	0.9963302	0.8964449	0.91821074	0.93344414	0.87695825	0.9572007	0.9817121	0.9778348	0.92233044	0.9442895	0.9195737	0.9156952	0.9707987	0.92523384	0.98694116	0.9140031	0.87093586	0.9495545	0.9764237	0.95087135	0.9946757	0.94854504	0.89820045	0.97688764	0.95330364	0.9292779	1.0	0.96244353	0.9406352	0.93709224	0.8710519	0.9921653	0.9317156	0.972204	0.96531385	0.95234	0.95845157	0.8661895	0.9095469	0.97784865	0.92150944	0.89836264	0.8841526	0.92002845	0.9614648	0.94197166	0.98252916	0.0	0.9767508	0.9264189	0.9008179	0.983538	0.972698	0.94197714	0.9241606	0.89577794	0.9894064	0.9433762	0.90546024	0.9966143	0.9377648	0.9387845	0.92719376	0.9774235	0.9063192	0.9032969	0.9099163	0.99461144	0.9813765	0.96350133	0.8980166	0.9387024	0.96572316	0.87983596	0.9549386	0.94928116	0.9445008	0.9544463	0.91810584	0.8415466	0.9890101	0.8964379	0.95195234	0.8982276	0.9019881	0.9606564	0.84254503	0.89501613	0.87613666	0.97070336	0.9778838	0.9395456
talentvol/adj	0.89701843	0.9446166	0.9136888	0.9509365	0.9697432	0.969823	0.91248006	0.91544497	0.9544706	0.99034894	0.98569816	0.87760544	0.9489732	0.97653514	0.9484609	0.92690176	0.921455	0.97104317	0.98284644	0.9634517	0.9418334	0.9792048	0.9533679	0.9232542	0.95362705	0.9315246	0.9609818	0.9519838	0.98242944	0.9371203	0.962446	0.8969542	0.96448153	0.95414627	0.9287617	0.9907992	0.9832167	0.92555743	0.9399907	0.9570799	0.98385644	0.95128363	0.9504158	0.9327841	0.9243793	0.96708417	0.95922273	0.98183453	0.9924553	0.95786065	0.9603711	0.96176255	0.9937878	0.94657356	0.9897746	0.94090825	0.9826427	0.96647173	0.9860368	0.97194463	0.9489013	0.95586187	0.9600573	0.97248286	0.92487013	0.96814734	0.95152134	0.9635285	0.981794	0.947997	0.94317704	0.9379971	0.97886217	0.9681998	0.92446333	0.96097624	0.9688896	0.9219724	0.93886244	0.9710906	0.9296938	0.9515267	0.97572035	0.94824284	0.9529869	0.9513482	0.91791224	0.9676333	0.94921225	0.9933885	0.9629537	0.9349038	0.9385115	0.96968913	0.91376245	0.9684963	0.9930752	0.9587667	0.9343642	0.9493752	0.96695304	0.91657615	0.9724688	0.935056	0.98749554	0.99020433	0.94010425	0.95124257	0.96720874	0.92580444	0.9316695	0.952999	0.9165917	0.95353186	0.97913533	0.952065	0.9852667	0.96257436	0.97975755	0.9289469	0.95197755	0.94972867	1.0	0.94906116	0.97430825	0.9423744	0.9362741	0.97628385	0.9557231	0.972163	0.97028744	0.9566769	0.8935473	0.98939955	0.97538155	0.94928384	0.95570904	0.94698906	0.95939773	0.9332348	0.9160359	0.98385155	0.9738616	0.9767508	0.0	0.90300643	0.94117135	0.9426162	0.98470765	0.9792245	0.9434673	0.9876619	0.9885861	0.97392356	0.9559634	0.99421996	0.9052913	0.98706067	0.94494873	0.9914955	0.9765884	0.8761312	0.9157552	0.98792857	0.93598384	0.97503525	0.90937704	0.9663737	0.97684675	0.95450175	0.9459902	0.94501513	0.94860333	0.895661	0.9163978	0.9312259	0.97828215	0.9703182	0.9758565	0.9374352	0.94155	0.9249907	0.98476887	0.8917126	0.9611876	0.9403498	0.9900536	0.94855595
tegenstander/noun	0.9631588	0.9714362	0.86119545	0.92600775	0.96516246	0.92910737	0.8723775	0.8686147	0.94532937	1.0	0.9876473	0.8765124	0.97395015	0.9974385	0.9487157	0.8603432	0.9068355	0.8822792	0.91001433	0.9134396	0.92196226	0.97709364	0.9705111	0.8784845	0.8775176	0.88124156	0.9868501	0.9336592	0.99194914	0.87573385	0.93463165	0.85088646	0.86009514	0.9441515	0.92431766	0.9765097	0.9904786	0.8947269	0.88920444	0.8949239	0.9529988	0.9445293	0.9306412	0.76852584	0.93530965	0.9245235	0.9781644	0.99493754	0.9828713	0.8904067	0.8913052	0.9216709	0.9844174	0.96154195	0.96892023	0.96392816	0.9880123	0.9231742	0.9693633	0.9441915	0.9688075	0.94526905	0.9482001	0.9436111	0.8601972	0.95351005	0.9537539	0.94569373	0.9920581	0.9054978	0.8789378	0.9292548	0.9534654	0.9641696	0.8833644	0.9375025	0.9402781	0.8984172	0.9395971	0.90755796	0.96926844	0.9130623	0.9231354	0.90805084	0.9681828	0.91106313	0.91761225	0.87043	0.8883566	0.9766206	0.98739743	0.9679538	0.87174064	0.91848725	0.91838187	0.9291389	0.9879045	0.8706144	0.87927604	0.913049	0.8997059	0.97245395	0.98863876	0.9018691	0.955018	0.97374254	0.9210662	0.88942075	0.96719885	0.9120133	0.95555365	0.9089233	0.8769993	0.92166114	0.97216475	0.85315645	0.9905632	0.9528608	0.854458	0.94054055	0.84943414	0.84017634	0.9842916	0.96478844	0.9727075	0.93919605	0.84945184	0.9803801	0.9184339	0.9033805	0.9624805	0.9253241	0.8922088	0.92066896	0.9630119	0.9407338	0.89742804	0.9085045	0.89171255	0.8059689	0.83227783	0.944566	0.9569025	0.9264189	0.90300643	0.0	0.8942107	0.9117664	0.93769747	0.9042284	0.9334446	0.94025123	0.98135304	0.94846314	0.9398115	0.9762373	0.9055013	0.97560227	0.86530304	0.97847676	0.8928306	0.83626914	0.7508093	0.9530677	0.97314906	0.8583893	0.78522766	0.84097457	0.9621671	0.91671485	0.8913076	0.8881755	0.9016656	0.91964215	0.8781918	0.88968116	0.936024	0.91162056	0.9660108	0.8802164	0.95158505	0.9509829	0.8904611	0.83458686	0.8366358	0.9238491	0.96725	0.87668824
tegenwoordig/adj	0.9730562	0.9515969	0.8756263	0.9874782	0.9267571	0.95327085	0.9128608	0.9184365	0.92407167	0.9794182	0.9893468	0.85826856	0.98692054	0.98906016	0.94001406	0.9097498	0.8925078	0.88279164	0.8826551	0.89630663	0.8718912	0.97944766	0.90701795	0.87862456	0.8627796	0.88603103	0.9857181	0.86878574	0.98389703	0.89394426	0.8793548	0.82147896	0.8971562	0.8900865	0.9060185	0.966909	0.9993134	0.87868595	0.85417974	0.85895145	0.92313445	0.9370104	0.91007864	0.8962618	0.8813337	0.87346613	0.9780075	0.9936136	0.99279773	0.89421034	0.89510524	0.8530088	0.9694898	0.96437943	0.967078	0.9480537	0.9782194	0.90257853	0.88110006	0.9098177	0.95251197	0.953909	0.9695443	0.87571913	0.781158	0.93906164	0.9120773	0.9296696	0.98203844	0.8948744	0.86621726	0.9701256	0.9377149	0.9073969	0.95270926	0.8461051	0.91016895	0.8843659	0.91499245	0.8965615	0.97116274	0.87679565	0.94443434	0.90160376	0.95844305	0.914357	0.88922405	0.8994719	0.88071	0.90378845	0.99658215	0.9694522	0.86327386	0.8715975	0.8817896	0.89232945	0.97381693	0.8645313	0.8585035	0.9268084	0.8653872	0.98290664	0.9407341	0.93529236	0.9037472	0.988196	0.8907011	0.8894849	0.97855926	0.9039469	0.94717675	0.848153	0.831451	0.9257668	0.9286749	0.8788426	0.9296691	0.933598	0.91876924	0.93727595	0.9188581	0.8992952	0.9976621	0.9570017	0.9402188	0.92358416	0.889197	0.99283713	0.9282776	0.9389528	0.93600255	0.9107232	0.9329672	0.900275	0.8415579	0.9426711	0.89831537	0.8771976	0.8957338	0.90197575	0.9624025	0.90709805	0.9676815	0.9008179	0.94117135	0.8942107	0.0	0.9649156	0.9718138	0.90665346	0.90522	0.93125784	0.97554255	0.9207102	0.8823934	0.97318834	0.8712577	0.96625954	0.892657	0.9360478	0.9258863	0.8543766	0.9072107	0.9707254	0.94563854	0.8866764	0.9156353	0.91732275	0.9521141	0.8515532	0.88360995	0.89973354	0.913179	0.9062746	0.8411655	0.8520373	0.9603961	0.87005913	0.9171176	0.84327304	0.91441154	0.95108914	0.92190015	0.81244105	0.8481573	0.9534034	0.97353256	0.8784807
tennis/noun	0.9423268	0.9627121	0.8838322	0.96691775	0.99775434	0.9692146	0.8928036	0.92217827	0.96782255	0.9953297	0.97551703	0.90786254	0.9755286	0.96611667	0.9576312	0.96891874	0.94512755	0.99241483	0.9804024	0.9889013	0.9587511	0.9680296	0.9438706	0.92582136	0.952142	0.92193216	0.99864024	0.9340896	0.98700625	0.96652097	0.92480063	0.9296757	0.97151405	0.98295575	0.96212107	0.98629975	0.99706566	0.9419114	0.9791772	0.96278304	0.9691705	0.9929226	0.9898663	0.97181714	0.9376976	0.97929484	0.98810136	0.9837655	0.9625953	0.97466	0.9827758	0.9799144	0.98330367	0.96286064	1.0	0.9430721	0.9905363	0.98472553	0.9737536	0.96664345	0.9659154	0.9607987	0.96757746	0.91629237	0.94097096	0.9747268	0.9741854	0.98608905	0.9821646	0.9519484	0.92702615	0.9298526	0.9373295	0.95495373	0.9551909	0.92806286	0.9677996	0.94330174	0.9704131	0.94600624	0.933696	0.96820533	0.9781403	0.9422612	0.9828881	0.9218671	0.9249068	0.9511726	0.974118	0.93117684	0.9979865	0.99218255	0.9782952	0.945423	0.9308774	0.9685379	0.98008835	0.95484155	0.96298134	0.97947264	0.9825559	0.9851482	0.98293394	0.9443173	0.9639944	0.9744927	0.9731987	0.9547734	0.959702	0.9594803	0.98811215	0.939536	0.9649962	0.97513074	0.9717668	0.94906545	0.9903664	0.9739597	0.9670473	0.96665615	0.96734643	0.96887505	0.9998355	0.9360777	0.9712405	0.9603445	0.9590116	0.957758	0.9648032	0.9819214	0.9442275	0.95122385	0.93165046	0.95537186	0.97480273	0.96504587	0.9550526	0.92341465	0.9806126	0.95955455	0.92826605	0.97240067	0.9597496	0.983538	0.9426162	0.9117664	0.9649156	0.0	0.97975504	0.9777366	0.9771037	0.9698716	0.97958314	0.94649225	0.95398456	0.9998961	0.9433498	0.96673673	0.94720507	0.98816705	0.9618002	0.9360424	0.8762307	1.0	0.99207246	0.97819877	0.88141143	0.9619125	0.9568839	0.95787734	0.96394485	0.97964656	0.9946937	0.90572435	0.9744845	0.9712373	0.981931	0.95166135	0.9493839	0.9685985	0.9461669	0.9775969	0.97348356	0.94223326	0.94365156	0.99151456	0.97170454	0.9522489
tevoren/adv	0.953244	0.93251693	0.9211711	0.99091023	0.9685096	0.9473207	0.96971697	0.9673642	0.9233736	0.99803174	0.93274736	0.9439696	0.984152	0.96984696	0.9915408	0.9015662	0.9416027	0.99436617	0.9977926	0.9898092	0.98263294	0.9615041	0.9786272	0.9172455	0.9241672	0.9545579	1.0	0.9936179	0.9943669	0.93828243	0.97185415	0.9208823	0.9785816	0.99989736	0.9856943	0.99964195	0.990487	0.9079819	0.9834705	0.98887706	0.97920436	0.9486552	0.9496996	0.9362792	0.9870619	0.97898805	0.9713577	0.98227453	0.99688643	0.99416304	0.95795244	0.984885	0.9982776	0.98536325	0.986241	0.9712522	0.9946483	0.9628287	0.9830699	0.9747315	0.97747827	0.94602674	0.956628	0.9491017	0.93545026	0.9894569	0.9999904	0.9759127	0.9925488	0.9545355	0.9635939	0.96401364	0.9558794	0.96472186	0.9940041	0.9590041	0.9951542	0.98103005	0.9634188	0.95485836	0.9572947	0.97627187	0.9758805	0.94374156	0.9567504	0.9545057	0.91944873	0.97261727	0.9790745	0.9725548	0.8845567	0.97479343	0.98177385	0.97838956	0.96473	0.97490543	0.9936875	0.96786225	0.93932784	0.98891056	0.97822756	0.9922336	0.98071855	0.9607157	0.9717579	0.98421556	0.970295	0.9600447	0.94789314	0.95409805	0.9423428	0.9682665	0.9509435	0.98456645	0.97160167	0.9266863	0.9630663	0.9964557	0.9595152	0.9183072	0.9159264	0.9350831	0.9999088	0.98464113	0.9927002	0.96994895	0.94131625	0.99142045	0.91714984	0.9634229	0.98923975	0.97543734	0.9725752	0.9696127	0.9916854	0.9846106	0.95976317	0.9644974	0.98341703	0.9195762	0.96755546	0.9750993	0.9867437	0.972698	0.98470765	0.93769747	0.9718138	0.97975504	0.0	0.9886901	0.97249115	0.99437785	0.9669588	0.9645252	0.9897135	0.97482044	0.9352547	0.98325044	0.93849397	0.9840167	0.935702	0.96697205	0.95477605	0.97420824	0.9452388	0.9261484	0.9488616	0.9822972	0.9575853	0.93537605	0.9753234	0.9662672	0.9956187	0.960573	0.9714699	0.9528461	0.9622653	0.95282817	0.99611884	0.9111968	0.97326547	0.98945177	0.9529421	0.9135426	0.97259223	0.9369761	0.9884074	0.972541
toch/adv	0.9946882	0.95743346	0.9603157	0.9687562	0.98537254	0.9951194	0.9215511	0.977794	0.9982543	0.99943346	0.99671435	0.9154732	0.9985065	0.99805504	0.923579	0.9814862	0.96131134	0.7766628	0.7780208	0.92616683	0.9217062	0.9933898	0.983937	0.8835441	0.93092084	0.91324615	0.9971839	0.9056742	0.9557727	0.95716083	0.9413757	0.9227802	0.90337586	0.8848094	0.97178316	1.0	1.0	0.9290918	0.7781598	0.8311262	0.9429137	0.9531868	0.96129775	0.8660158	0.9238223	0.84273773	0.9545573	1.0	0.9989741	0.8614196	0.9593884	0.8419331	0.95820427	0.95869434	0.9908053	0.9684644	0.9512023	0.9098673	0.8187645	0.7344677	0.9603689	0.9931623	0.9598666	0.9270995	0.9254077	0.9764316	0.96163	0.9651292	0.9794837	0.9770516	0.9375958	0.9789592	0.97058606	0.9454037	0.96779925	0.9191997	0.943266	0.84058166	0.96023905	0.9672906	0.9741179	0.8051057	0.968637	0.9240601	0.956921	0.9484092	0.93897957	0.92436725	0.8842006	0.9565435	0.9925547	0.9501554	0.74223316	0.93108773	0.923072	0.9819206	1.0	0.9330533	0.79464227	0.66481453	0.84484035	0.997894	0.9867051	0.97968405	0.9298779	0.9931927	0.8786866	0.9489102	0.9753648	0.9800126	0.99701065	0.93193656	0.8740754	0.9479901	0.99688965	0.9300834	0.9790115	0.9890453	0.89270216	0.9896233	0.97078097	0.97729	0.9997592	0.9718858	0.9000754	0.94786185	0.9029324	1.0	0.9653191	0.9652237	0.95672137	0.9403988	0.9156263	0.8673545	0.8715035	0.9559314	0.9576251	0.9265171	0.86011153	0.9295464	0.9290116	0.9172537	0.9995697	0.94197714	0.9792245	0.9042284	0.90665346	0.9777366	0.9886901	0.0	0.96253794	0.9842687	0.9985505	0.9532943	0.94573027	1.0	0.9147034	0.9869052	0.9135439	0.99590945	0.9676321	0.9107607	0.8993686	0.9924936	0.9963298	0.97038585	0.8962664	0.9114455	0.9641641	0.8436729	0.8787571	0.9585445	0.9332258	0.9360517	0.7834266	0.9127346	0.9874372	0.94754755	0.9757378	0.8601546	0.9583708	0.9269111	0.88412976	0.8393036	0.85274744	0.95799303	0.93784773	0.9073659
toestand/noun	0.9308594	0.936224	0.885924	0.96975166	0.9740603	0.966348	0.8940847	0.9317404	0.9049498	0.9846863	0.93248785	0.898545	0.9578142	0.99137497	0.94547194	0.94200087	0.9254653	0.9288275	0.95068574	0.9480453	0.92748886	0.99144834	0.96099186	0.90792483	0.9138788	0.8924586	0.99938655	0.9368229	0.9916743	0.9433763	0.9454467	0.89995193	0.91097075	0.9421129	0.93919367	0.9844994	0.9839806	0.9045795	0.9351481	0.9324553	0.9414269	0.94989663	0.9451884	0.93866575	0.9281348	0.90903205	0.9811925	0.9881894	0.95307463	0.9158657	0.83519506	0.95881855	1.0	0.9674704	0.9978162	0.9614061	0.9945233	0.91970146	0.9015619	0.9154042	0.9766794	0.9628681	0.9772121	0.94771075	0.86324227	0.96263033	0.9299979	0.94171065	0.9854728	0.90449727	0.89190954	0.91113883	0.960135	0.94343007	0.9297612	0.92231256	0.92153275	0.9056158	0.94641423	0.8809641	0.96457154	0.92136884	0.934609	0.93071586	0.98908997	0.8827787	0.8449248	0.8759433	0.92591727	0.9652939	0.9847401	0.9850764	0.9538976	0.94426304	0.85991716	0.92983943	0.9683262	0.9155476	0.9578458	0.9598674	0.95254385	0.95458925	0.99435097	0.9461289	0.95159805	0.9622088	0.94126004	0.87233984	0.9387728	0.9107927	0.9276532	0.9314118	0.9223701	0.96952945	0.9862845	0.9280888	0.97892684	0.93214273	0.8988283	0.92341834	0.9035733	0.87191486	0.9984676	0.93081784	0.96391535	0.9544521	0.9334496	0.9880269	0.93942404	0.9352133	0.9555442	0.95832396	0.95215786	0.9421817	0.9439277	0.948444	0.8838272	0.8916861	0.9294194	0.87962687	0.95550215	0.92811304	0.9611376	0.9241606	0.9434673	0.9334446	0.90522	0.9771037	0.97249115	0.96253794	0.0	0.9565389	0.98219126	0.901922	0.9533316	0.9793578	0.8564009	0.9612919	0.86044514	0.9334923	0.90858734	0.8839244	0.9195021	1.0	0.976634	0.92412025	0.9074998	0.8926726	0.9392295	0.86993736	0.90068287	0.86230373	0.93236566	0.83994234	0.89325565	0.9193069	0.95327944	0.90649915	0.9610491	0.93792546	0.8438772	0.91578287	0.91892165	0.88288707	0.9590144	0.97197825	0.97928715	0.9251469
trend/noun	0.97613674	0.9876764	0.95949894	0.9924965	0.97907877	0.97944	0.9390336	0.9543161	0.9822114	0.9797043	0.97450835	0.91761374	0.975819	0.9788062	0.9775414	0.9855265	0.92413205	0.9162388	0.9503958	0.9198677	0.92179304	0.9993022	0.95929044	0.90272224	0.8560109	0.90092146	0.99415994	0.91698307	0.97735953	0.9655279	0.93744814	0.91938126	0.94398445	0.9605179	0.97286344	0.92151284	0.99593496	0.9419839	0.94934183	0.9466255	0.874923	0.97184145	0.93708116	0.97442704	0.94174165	0.88104934	0.99636537	0.9829496	0.98411137	0.96028477	0.9648804	0.9571894	0.9948686	0.9909571	0.9759216	0.99553245	0.970205	0.8997319	0.93964666	0.9445181	0.9835506	0.97288996	0.9537884	0.9260222	0.9262624	0.967719	0.9643822	0.9835544	0.9518143	0.9377884	0.951572	0.9604106	0.9151059	0.9631663	0.92955106	0.869295	0.9039271	0.9324576	0.9858041	0.8970907	0.9778845	0.9534779	0.9340652	0.96092474	0.99944127	0.9271151	0.95140123	0.935011	0.91277903	0.95524514	0.9928595	0.98376834	0.92713076	0.9334494	0.9605415	0.9530151	0.96369594	0.9401443	0.950373	0.98553985	0.94840634	0.92260015	0.99404687	0.98167664	0.9416609	0.97048724	0.9346953	0.9397693	0.98912567	0.9255212	0.9379661	0.93304276	0.89291	0.92217284	0.9969699	0.9692174	0.97507066	0.9261548	0.92474633	0.922862	0.9720119	0.9702767	0.99232185	0.97205967	0.9548992	0.9632319	0.88208044	0.9968469	0.9576076	0.9444505	0.9672709	0.95607436	0.956821	0.9554193	0.92906976	0.973778	0.9384755	0.96023893	0.9184009	0.93360716	0.9686091	0.93387675	0.93364257	0.89577794	0.9876619	0.94025123	0.93125784	0.9698716	0.99437785	0.9842687	0.9565389	0.0	0.95530427	0.94631743	0.9382049	0.99515015	0.9203255	0.9628192	0.9517032	0.98891073	0.9358758	0.90542173	0.90432876	1.0	0.9927561	0.9453428	0.9282381	0.96197283	0.9516617	0.94262606	0.93062985	0.9437364	0.96224064	0.96135336	0.9393421	0.9154089	0.9554009	0.883534	0.95306444	0.9311702	0.9225362	0.9753177	0.90273964	0.9174101	0.90019053	0.96328264	0.9792902	0.9212689
tuig/noun	0.9926355	0.9559297	0.96084124	0.981256	0.9381003	0.9506247	0.9612525	0.9733239	0.95886075	0.9980495	0.9826249	0.94925094	0.9734847	0.94912213	0.9769977	0.9733659	0.9831747	0.99816144	0.99668396	0.9956151	0.96523917	0.96624404	0.9654365	0.9819741	0.9625384	0.9533032	0.9995359	0.9636922	0.99108714	0.93413293	0.9291361	0.9598297	0.96838826	0.9893762	0.9770869	0.9687204	0.9725902	0.9847588	0.98032457	0.9908508	0.98556376	0.99092805	0.9512494	0.98025775	0.9730219	0.9794213	0.96400946	1.0	0.99401224	0.9959751	0.9644025	0.98085076	1.0	0.9820752	0.998429	0.979599	0.98207223	0.977988	0.97218806	0.99741054	0.9858825	0.97049266	0.9898777	0.9075785	0.93165785	0.959852	0.9887454	0.9601089	0.97191596	0.9488032	0.94759893	0.9725298	0.9596751	0.9416688	0.97637475	0.9215436	0.9839296	0.9906465	0.96703446	0.8991693	0.977115	0.97889555	0.96729255	0.9805609	0.96587443	0.9549228	0.9492829	0.97432935	0.9863029	0.91127306	0.9838594	0.9661883	0.9862172	0.95329094	0.9580303	0.9382329	0.9931808	0.9846643	0.9752893	0.9975378	0.9938082	0.9889165	0.95779943	0.96879464	0.9847001	0.97766286	0.9628944	0.95694286	0.9749209	0.9615226	0.9624068	0.9314408	0.9855464	0.980882	0.9987863	0.9775733	0.9848743	0.95530015	0.97701913	0.97871405	0.9616883	0.9534311	0.9876093	0.9302094	0.94399214	0.94927704	0.984713	0.9997327	0.9746256	0.9921153	0.97132266	0.97882056	0.9773886	0.9987215	0.97175604	0.97156215	0.96204543	0.95932484	0.9950106	0.9498044	0.97323734	0.9781274	0.9938005	0.9894064	0.9885861	0.98135304	0.97554255	0.97958314	0.9669588	0.9985505	0.98219126	0.95530427	0.0	0.96171075	0.9642054	0.96012217	0.9678799	0.9196931	0.96245414	0.9809082	0.98348117	0.9303427	0.95982426	1.0	0.9821591	0.97488815	0.96619636	0.94209987	0.96517175	0.97228694	0.9965003	0.9607132	0.99028593	0.9495534	0.9879999	0.95404464	0.9551362	0.9629239	0.92645156	0.9827745	0.93067014	0.9346271	0.94253767	0.97318214	0.9809197	0.99138385	0.99870324	0.9670021
tv/noun	0.9787252	0.9602819	0.9180538	0.99317664	0.94818455	0.97386765	0.9367429	0.9610276	0.941544	0.9978449	0.9544072	0.9145471	0.9607776	0.99030334	0.9725952	0.95698303	0.92212695	0.9145212	0.9514808	0.9276183	0.9417058	0.9818938	0.94946826	0.92339724	0.91737	0.8567054	0.9711518	0.8680556	0.97819424	0.9204649	0.8603835	0.8968241	0.93491703	0.9344534	0.9471065	0.9760615	0.996427	0.93211305	0.9150301	0.91284025	0.979344	0.9701532	0.9382719	0.92990446	0.85324544	0.9081898	0.98424965	0.9991072	0.9857256	0.91854334	0.9404391	0.92950225	0.98097616	0.9670655	0.99052924	0.9706162	0.95969164	0.9178063	0.93543607	0.92269355	0.926221	0.9851613	0.9600561	0.89274025	0.8758958	0.9504246	0.9592762	0.96487087	0.9929352	0.95204085	0.85929227	0.9542429	0.9195205	0.9132583	0.9717269	0.89367783	0.9327432	0.88362414	0.96149	0.93079954	0.9371232	0.9254594	0.9496956	0.8802079	0.97453076	0.8454423	0.93505	0.8627982	0.9361897	0.94209653	0.98655665	0.9847131	0.9206387	0.90073705	0.93126243	0.92808586	0.98466647	0.9334783	0.9159421	0.9623179	0.9290363	0.99001116	0.97161937	0.9567894	0.9500925	0.9786344	0.9253574	0.9327414	0.9674748	0.88811123	0.9696006	0.92733455	0.9272334	0.9625552	0.9999901	0.89794844	0.98118764	0.95570236	0.9020632	0.95625687	0.895338	0.9321619	0.98915607	0.9560368	0.9924084	0.93459475	0.93446064	0.9974764	0.9583906	0.93598336	0.8838758	0.9279104	0.9501097	0.917952	0.9367178	0.9528471	0.944605	0.93720865	0.93510324	0.8947382	0.9584889	0.9554821	0.9843726	0.9433762	0.97392356	0.94846314	0.9207102	0.94649225	0.9645252	0.9532943	0.901922	0.94631743	0.96171075	0.0	0.9131281	0.9864615	0.9046562	0.94098896	0.93181074	0.98522544	0.9349501	0.90826213	0.94072837	0.999754	0.9777378	0.9248531	0.90729964	0.9521123	0.96652	0.9088874	0.941402	0.9412966	0.9429797	0.9311599	0.89847517	0.8993347	0.9562592	0.9048264	0.92515695	0.88679177	0.9465028	0.926985	0.9427454	0.8996595	0.9330722	0.9796399	0.92362124	0.9038451
